,QUARTER,TIME_REMAINING,DALLAS_ACTION,PORTLAND_ACTION,DALLAS_SCORE,PORTLAND_SCORE
109,2,9:53.0,,Personal foul by D. Wright (drawn by A. Simons),51,42
110,2,9:44.0,,C. Anthony misses 2-pt layup from 2 ft,51,42
111,2,9:43.0,Defensive rebound by J. Brunson,,51,42
112,2,9:39.0,Shooting foul by M. Hezonja (drawn by K. Porziņģis),,51,42
113,2,9:39.0,K. Porziņģis makes free throw 1 of 2,,52,42
114,2,9:39.0,K. Porziņģis makes free throw 2 of 2,,53,42
115,2,9:27.0,,G. Trent makes 3-pt jump shot from 26 ft (assist by C. Swanigan),53,45
116,2,9:01.0,D. Wright misses 3-pt jump shot from 25 ft,,53,45
117,2,8:58.0,,Defensive rebound by C. Anthony,53,45
118,2,8:48.0,,Turnover by C. Anthony (traveling),53,45
119,2,8:34.0,J. Jackson misses 3-pt jump shot from 23 ft,,53,45
120,2,8:30.0,,Defensive rebound by C. Swanigan,53,45
121,2,8:27.0,,Offensive foul by C. Anthony (drawn by T. Hardaway),53,45
122,2,8:27.0,,Turnover by C. Anthony (offensive foul),53,45
123,2,8:18.0,J. Jackson makes 2-pt layup from 1 ft (assist by D. Wright),,55,45
124,2,8:18.0,Shooting foul by C. Swanigan (drawn by J. Jackson),,55,45
125,2,8:18.0,J. Jackson makes free throw 1 of 1,,56,45
126,2,8:01.0,,C. Anthony misses 3-pt jump shot from 25 ft,56,45
127,2,7:58.0,Defensive rebound by D. Wright,,56,45
128,2,7:42.0,K. Porziņģis misses 2-pt jump shot from 4 ft,,56,45
129,2,7:42.0,,Defensive rebound by Team,56,45
130,2,7:22.0,,M. Hezonja misses 3-pt jump shot from 25 ft,56,45
131,2,7:20.0,Defensive rebound by K. Porziņģis,,56,45
132,2,7:14.0,T. Hardaway misses 2-pt jump shot from 9 ft,,56,45
133,2,7:11.0,,Defensive rebound by C. Anthony,56,45
134,2,7:00.0,,A. Simons misses 2-pt jump shot from 5 ft,56,45
135,2,6:58.0,Defensive rebound by J. Jackson,,56,45
136,2,6:54.0,J. Brunson makes 3-pt jump shot from 25 ft (assist by J. Jackson),,59,45
137,2,6:53.0,,Portland full timeout,59,45
138,2,6:53.0,D. Finney-Smith enters the game for T. Hardaway,,59,45
139,2,6:53.0,M. Kleber enters the game for K. Porziņģis,,59,45
140,2,6:41.0,,Offensive foul by C. Swanigan (drawn by D. Wright),59,45
141,2,6:41.0,,Turnover by C. Swanigan (offensive foul),59,45
142,2,6:24.0,D. Wright makes 2-pt layup from 1 ft (assist by M. Kleber),,61,45
143,2,6:11.0,,A. Simons makes 2-pt jump shot from 3 ft,61,47
144,2,6:03.0,D. Wright makes 2-pt layup from 1 ft,,63,47
145,2,5:55.0,,Personal foul by D. Finney-Smith (drawn by C. Anthony),63,47
146,2,5:55.0,L. Dončić enters the game for J. Jackson,,63,47
147,2,5:55.0,,T. Ariza enters the game for M. Hezonja,63,47
148,2,5:55.0,,D. Lillard enters the game for A. Simons,63,47
149,2,5:48.0,,C. Anthony misses 2-pt dunk from 1 ft (block by D. Finney-Smith),63,47
150,2,5:45.0,,Offensive rebound by C. Anthony,63,47
151,2,5:44.0,,C. Anthony makes 2-pt dunk at rim,63,49
152,2,5:31.0,J. Brunson misses 3-pt jump shot from 24 ft,,63,49
153,2,5:29.0,Offensive rebound by D. Wright,,63,49
154,2,5:22.0,Shooting foul by C. Anthony (drawn by D. Wright),,63,49
155,2,5:22.0,Instant Replay (Challenge: Ruling Stands),,63,49
156,2,5:22.0,,Portland full timeout,63,49
157,2,5:22.0,,H. Whiteside enters the game for C. Anthony,63,49
158,2,5:14.0,M. Kleber makes 2-pt dunk from 1 ft (assist by L. Dončić),,65,49
159,2,5:14.0,Shooting foul by H. Whiteside (drawn by M. Kleber),,65,49
160,2,5:14.0,M. Kleber makes free throw 1 of 1,,66,49
161,2,5:04.0,,D. Lillard misses 3-pt jump shot from 29 ft,66,49
162,2,5:01.0,Defensive rebound by D. Finney-Smith,,66,49
163,2,4:47.0,L. Dončić misses 3-pt jump shot from 25 ft,,66,49
164,2,4:45.0,,Defensive rebound by H. Whiteside,66,49
165,2,4:32.0,,T. Ariza makes 2-pt layup from 2 ft (assist by C. Swanigan),66,51
166,2,4:18.0,Turnover by D. Wright (bad pass; steal by T. Ariza),,66,51
167,2,4:13.0,,G. Trent makes 3-pt jump shot from 22 ft (assist by D. Lillard),66,54
168,2,4:11.0,Dallas full timeout,,66,54
169,2,4:11.0,S. Curry enters the game for J. Brunson,,66,54
170,2,4:01.0,S. Curry misses 2-pt jump shot from 12 ft,,66,54
171,2,3:59.0,,Defensive rebound by D. Lillard,66,54
172,2,3:56.0,,C. Swanigan makes 2-pt layup from 1 ft (assist by D. Lillard),66,56
173,2,3:36.0,M. Kleber makes 2-pt layup from 2 ft (assist by L. Dončić),,68,56
174,2,3:19.0,,T. Ariza misses 2-pt jump shot from 13 ft,68,56
175,2,3:17.0,Defensive rebound by M. Kleber,,68,56
176,2,3:12.0,S. Curry misses 3-pt jump shot from 24 ft,,68,56
177,2,3:07.0,Offensive rebound by M. Kleber,,68,56
178,2,3:07.0,M. Kleber makes 2-pt layup at rim,,70,56
179,2,2:54.0,,D. Lillard misses 2-pt layup from 7 ft (block by M. Kleber),70,56
180,2,2:52.0,Defensive rebound by D. Finney-Smith,,70,56
181,2,2:45.0,S. Curry misses 3-pt jump shot from 22 ft,,70,56
182,2,2:42.0,Offensive rebound by S. Curry,,70,56
183,2,2:33.0,S. Curry misses 3-pt jump shot from 30 ft,,70,56
184,2,2:31.0,,Defensive rebound by C. Swanigan,70,56
185,2,2:23.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by D. Lillard),70,58
186,2,2:07.0,Personal foul by T. Ariza (drawn by L. Dončić),,70,58
187,2,2:07.0,L. Dončić makes free throw 1 of 2,,71,58
188,2,2:07.0,T. Hardaway enters the game for S. Curry,,71,58
189,2,2:07.0,,C. Anthony enters the game for C. Swanigan,71,58
190,2,2:07.0,,A. Simons enters the game for G. Trent,71,58
191,2,2:07.0,L. Dončić misses free throw 2 of 2,,71,58
192,2,2:04.0,Offensive rebound by D. Wright,,71,58
193,2,2:02.0,M. Kleber misses 3-pt jump shot from 25 ft,,71,58
194,2,1:58.0,,Defensive rebound by H. Whiteside,71,58
195,2,1:49.0,,Shooting foul by M. Kleber (drawn by D. Lillard),71,58
196,2,1:49.0,,D. Lillard makes free throw 1 of 2,71,59
197,2,1:49.0,K. Porziņģis enters the game for M. Kleber,,71,59
198,2,1:49.0,,D. Lillard makes free throw 2 of 2,71,60
199,2,1:41.0,L. Dončić makes 2-pt layup from 1 ft,,73,60
200,2,1:41.0,Shooting foul by H. Whiteside (drawn by L. Dončić),,73,60
201,2,1:41.0,L. Dončić misses free throw 1 of 1,,73,60
202,2,1:39.0,,Defensive rebound by T. Ariza,73,60
203,2,1:29.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by D. Lillard),73,63
204,2,1:10.0,L. Dončić misses 3-pt jump shot from 25 ft,,73,63
205,2,1:07.0,Offensive rebound by D. Wright,,73,63
206,2,1:02.0,D. Finney-Smith misses 3-pt jump shot from 25 ft,,73,63
207,2,1:00.0,,Defensive rebound by D. Lillard,73,63
208,2,0:53.0,,Turnover by D. Lillard (bad pass),73,63
209,2,0:37.0,Personal foul by T. Ariza (drawn by K. Porziņģis),,73,63
210,2,0:37.0,Technical foul by H. Whiteside,,73,63
211,2,0:37.0,K. Porziņģis misses technical free throw,,73,63
212,2,0:37.0,Offensive rebound by Team,,73,63
213,2,0:37.0,K. Porziņģis makes free throw 1 of 2,,74,63
214,2,0:37.0,K. Porziņģis makes free throw 2 of 2,,75,63
215,2,0:35.0,,Turnover by D. Lillard (dbl dribble),75,63
216,2,0:35.0,,C. Swanigan enters the game for C. Anthony,75,63
217,2,0:28.0,D. Wright makes 2-pt layup from 5 ft (assist by T. Hardaway),,77,63
218,2,0:06.0,,A. Simons misses 3-pt jump shot from 25 ft,77,63
219,2,0:05.0,Defensive rebound by Team,,77,63
220,2,0:04.0,Personal foul by T. Ariza (drawn by L. Dončić),,77,63
221,2,0:04.0,L. Dončić misses free throw 1 of 2,,77,63
222,2,0:04.0,Offensive rebound by Team,,77,63
223,2,0:04.0,L. Dončić makes free throw 2 of 2,,78,63
224,3,11:43.0,,D. Lillard misses 3-pt jump shot from 26 ft,78,63
225,3,11:42.0,Defensive rebound by L. Dončić,,78,63
226,3,11:23.0,Turnover by L. Dončić (bad pass; steal by C. Anthony),,78,63
227,3,11:23.0,,Personal foul by L. Dončić (drawn by D. Lillard),78,63
228,3,10:59.0,,C. Anthony misses 2-pt jump shot from 17 ft (block by D. Finney-Smith),78,63
229,3,10:59.0,,Offensive rebound by Team,78,63
230,3,10:59.0,,Turnover by Team (shot clock),78,63
231,3,10:43.0,S. Curry makes 2-pt layup from 2 ft,,80,63
232,3,10:32.0,,D. Lillard makes 2-pt layup at rim,80,65
233,3,10:22.0,Shooting foul by H. Whiteside (drawn by K. Porziņģis),,80,65
234,3,10:22.0,K. Porziņģis makes free throw 1 of 2,,81,65
235,3,10:22.0,K. Porziņģis misses free throw 2 of 2,,81,65
236,3,10:20.0,,Defensive rebound by H. Whiteside,81,65
237,3,10:05.0,,A. Simons misses 2-pt jump shot from 18 ft,81,65
238,3,10:05.0,Defensive rebound by K. Porziņģis,,81,65
239,3,9:52.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by S. Curry),,84,65
240,3,9:37.0,,D. Lillard makes 3-pt jump shot from 25 ft,84,68
241,3,9:26.0,T. Hardaway makes 3-pt jump shot from 27 ft (assist by L. Dončić),,87,68
242,3,9:12.0,,C. Anthony misses 3-pt jump shot from 25 ft,87,68
243,3,9:10.0,Defensive rebound by T. Hardaway,,87,68
244,3,9:01.0,T. Hardaway makes 2-pt jump shot from 7 ft,,89,68
245,3,8:46.0,,Turnover by D. Lillard (bad pass; steal by D. Finney-Smith),89,68
246,3,8:43.0,Offensive foul by D. Finney-Smith (drawn by D. Lillard),,89,68
247,3,8:43.0,Turnover by D. Finney-Smith (offensive foul),,89,68
248,3,8:25.0,,C. Anthony misses 2-pt jump shot from 18 ft,89,68
249,3,8:24.0,,Offensive rebound by Team,89,68
250,3,8:19.0,,H. Whiteside misses 2-pt jump shot from 15 ft,89,68
251,3,8:16.0,Defensive rebound by D. Finney-Smith,,89,68
252,3,8:07.0,L. Dončić makes 2-pt layup from 2 ft,,91,68
253,3,8:07.0,,Portland full timeout,91,68
254,3,7:52.0,,Turnover by D. Lillard (bad pass; steal by L. Dončić),91,68
255,3,7:49.0,L. Dončić makes 2-pt layup from 1 ft,,93,68
256,3,7:36.0,,D. Lillard makes 2-pt layup from 2 ft,93,70
257,3,7:22.0,L. Dončić misses 2-pt jump shot from 15 ft,,93,70
258,3,7:21.0,,Defensive rebound by Team,93,70
259,3,7:21.0,Loose ball foul by L. Dončić (drawn by T. Ariza),,93,70
260,3,7:01.0,,C. Anthony misses 2-pt layup from 1 ft,93,70
261,3,7:00.0,,Offensive rebound by C. Anthony,93,70
262,3,6:59.0,,C. Anthony misses 2-pt layup from 1 ft (block by K. Porziņģis),93,70
263,3,6:59.0,,Offensive rebound by A. Simons,93,70
264,3,6:56.0,,T. Ariza makes 3-pt jump shot from 22 ft (assist by A. Simons),93,73
265,3,6:33.0,D. Finney-Smith misses 3-pt jump shot from 25 ft,,93,73
266,3,6:32.0,,Defensive rebound by H. Whiteside,93,73
267,3,6:24.0,,D. Lillard makes 3-pt jump shot from 29 ft,93,76
268,3,6:03.0,L. Dončić misses 3-pt jump shot from 27 ft,,93,76
269,3,6:01.0,,Defensive rebound by T. Ariza,93,76
270,3,5:54.0,,D. Lillard makes 3-pt jump shot from 34 ft,93,79
271,3,5:54.0,Dallas full timeout,,93,79
272,3,5:54.0,J. Jackson enters the game for T. Hardaway,,93,79
273,3,5:54.0,M. Kleber enters the game for K. Porziņģis,,93,79
274,3,5:40.0,J. Jackson misses 3-pt jump shot from 25 ft,,93,79
275,3,5:37.0,Offensive rebound by D. Finney-Smith,,93,79
276,3,5:24.0,L. Dončić misses 2-pt jump shot from 9 ft,,93,79
277,3,5:23.0,,Defensive rebound by D. Lillard,93,79
278,3,5:18.0,,D. Lillard makes 3-pt jump shot from 28 ft,93,82
279,3,4:51.0,L. Dončić misses 3-pt jump shot from 26 ft,,93,82
280,3,4:48.0,Offensive rebound by D. Finney-Smith,,93,82
281,3,4:46.0,S. Curry misses 2-pt jump shot from 8 ft,,93,82
282,3,4:45.0,,Defensive rebound by Team,93,82
283,3,4:45.0,,G. Trent enters the game for A. Simons,93,82
284,3,4:23.0,,C. Anthony makes 3-pt jump shot from 23 ft (assist by T. Ariza),93,85
285,3,3:58.0,M. Kleber misses 3-pt jump shot from 22 ft,,93,85
286,3,3:55.0,,Defensive rebound by C. Anthony,93,85
287,3,3:49.0,,D. Lillard misses 3-pt jump shot from 34 ft,93,85
288,3,3:49.0,Defensive rebound by Team,,93,85
289,3,3:41.0,Turnover by J. Jackson (bad pass),,93,85
290,3,3:41.0,,C. Swanigan enters the game for C. Anthony,93,85
291,3,3:29.0,,D. Lillard misses 2-pt jump shot from 20 ft,93,85
292,3,3:27.0,Defensive rebound by L. Dončić,,93,85
293,3,3:19.0,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by L. Dončić),,96,85
294,3,2:53.0,,H. Whiteside misses 2-pt hook shot from 4 ft,96,85
295,3,2:52.0,,Offensive rebound by T. Ariza,96,85
296,3,2:50.0,,T. Ariza makes 2-pt hook shot from 1 ft,96,87
297,3,2:32.0,Personal foul by T. Ariza (drawn by L. Dončić),,96,87
298,3,2:32.0,,M. Hezonja enters the game for H. Whiteside,96,87
299,3,2:19.0,L. Dončić misses 3-pt jump shot from 26 ft,,96,87
300,3,2:17.0,,Defensive rebound by T. Ariza,96,87
301,3,2:08.0,,D. Lillard misses 2-pt layup from 1 ft,96,87
302,3,2:06.0,Defensive rebound by M. Kleber,,96,87
303,3,2:01.0,S. Curry makes 3-pt jump shot from 25 ft (assist by L. Dončić),,99,87
304,3,1:38.0,,C. Swanigan misses 2-pt jump shot from 8 ft,99,87
305,3,1:37.0,Defensive rebound by L. Dončić,,99,87
306,3,1:30.0,M. Kleber makes 3-pt jump shot from 25 ft (assist by J. Jackson),,102,87
307,3,1:03.0,,Turnover by Team (shot clock),102,87
308,3,0:45.0,L. Dončić misses 2-pt layup from 1 ft,,102,87
309,3,0:45.0,,Defensive rebound by D. Lillard,102,87
310,3,0:37.0,,T. Ariza misses 3-pt jump shot from 23 ft,102,87
311,3,0:35.0,Defensive rebound by D. Finney-Smith,,102,87
312,3,0:35.0,Dallas full timeout,,102,87
313,3,0:35.0,Instant Replay (Request: Ruling Stands),,102,87
314,3,0:35.0,J. Brunson enters the game for S. Curry,,102,87
315,3,0:35.0,T. Hardaway enters the game for L. Dončić,,102,87
316,3,0:35.0,D. Wright enters the game for D. Finney-Smith,,102,87
317,3,0:35.0,,C. Anthony enters the game for T. Ariza,102,87
318,3,0:21.0,Shooting foul by C. Anthony (drawn by J. Brunson),,102,87
319,3,0:21.0,J. Brunson misses free throw 1 of 2,,102,87
320,3,0:21.0,Offensive rebound by Team,,102,87
321,3,0:21.0,K. Porziņģis enters the game for M. Kleber,,102,87
322,3,0:21.0,J. Brunson makes free throw 2 of 2,,103,87
323,3,0:07.0,,G. Trent makes 3-pt jump shot from 26 ft (assist by C. Anthony),103,90
324,3,0:01.0,J. Brunson misses 2-pt layup from 3 ft,,103,90
325,3,0:01.0,,Defensive rebound by M. Hezonja,103,90
326,4,11:35.0,K. Porziņģis makes 2-pt jump shot from 13 ft (assist by J. Jackson),,105,90
327,4,11:25.0,,Personal foul by K. Porziņģis (drawn by C. Swanigan),105,90
328,4,11:16.0,,C. Anthony misses 3-pt jump shot from 24 ft,105,90
329,4,11:14.0,Defensive rebound by Team,,105,90
330,4,11:02.0,D. Wright misses 2-pt layup from 2 ft (block by C. Swanigan),,105,90
331,4,11:00.0,,Defensive rebound by C. Anthony,105,90
332,4,10:55.0,,Shooting foul by K. Porziņģis (drawn by D. Lillard),105,90
333,4,10:55.0,,D. Lillard makes free throw 1 of 2,105,91
334,4,10:55.0,,D. Lillard makes free throw 2 of 2,105,92
335,4,10:43.0,J. Jackson misses 2-pt layup from 2 ft,,105,92
336,4,10:43.0,,Defensive rebound by Team,105,92
337,4,10:30.0,,M. Hezonja misses 3-pt jump shot from 26 ft,105,92
338,4,10:27.0,,Offensive rebound by G. Trent,105,92
339,4,10:14.0,,C. Anthony misses 2-pt jump shot from 15 ft,105,92
340,4,10:14.0,,Offensive rebound by Team,105,92
341,4,10:14.0,,Turnover by Team (shot clock),105,92
342,4,10:03.0,T. Hardaway misses 2-pt layup from 1 ft,,105,92
343,4,10:01.0,,Defensive rebound by C. Swanigan,105,92
344,4,9:55.0,,M. Hezonja misses 2-pt layup from 1 ft,105,92
345,4,9:55.0,,Offensive rebound by C. Anthony,105,92
346,4,9:55.0,,C. Anthony makes 2-pt layup from 2 ft,105,94
347,4,9:39.0,Personal foul by M. Hezonja (drawn by J. Brunson),,105,94
348,4,9:28.0,J. Brunson makes 2-pt layup from 2 ft,,107,94
349,4,9:21.0,,D. Lillard makes 3-pt jump shot from 28 ft,107,97
350,4,9:03.0,K. Porziņģis misses 2-pt layup from 1 ft,,107,97
351,4,9:03.0,,Defensive rebound by C. Anthony,107,97
352,4,8:49.0,,Shooting foul by J. Jackson (drawn by C. Swanigan),107,97
353,4,8:49.0,,C. Swanigan misses free throw 1 of 2,107,97
354,4,8:49.0,,Offensive rebound by Team,107,97
355,4,8:49.0,,C. Swanigan misses free throw 2 of 2,107,97
356,4,8:46.0,Defensive rebound by K. Porziņģis,,107,97
357,4,8:35.0,T. Hardaway misses 3-pt jump shot from 26 ft,,107,97
358,4,8:30.0,Offensive rebound by K. Porziņģis,,107,97
359,4,8:30.0,K. Porziņģis makes 2-pt dunk from 1 ft,,109,97
360,4,8:11.0,,C. Anthony makes 2-pt jump shot from 20 ft (assist by D. Lillard),109,99
361,4,8:01.0,K. Porziņģis makes 3-pt jump shot from 33 ft (assist by D. Wright),,112,99
362,4,7:45.0,,D. Lillard makes 2-pt dunk from 2 ft,112,101
363,4,7:38.0,Personal foul by C. Swanigan (drawn by K. Porziņģis),,112,101
364,4,7:38.0,,Portland full timeout,112,101
365,4,7:38.0,M. Kleber enters the game for K. Porziņģis,,112,101
366,4,7:31.0,Personal foul by C. Swanigan (drawn by J. Brunson),,112,101
367,4,7:23.0,M. Kleber makes 2-pt dunk from 2 ft (assist by J. Brunson),,114,101
368,4,7:05.0,,D. Lillard misses 3-pt jump shot from 29 ft,114,101
369,4,7:03.0,Defensive rebound by D. Wright,,114,101
370,4,6:59.0,J. Brunson makes 3-pt jump shot from 26 ft (assist by D. Wright),,117,101
371,4,6:45.0,,C. Anthony misses 2-pt jump shot from 5 ft (block by M. Kleber),117,101
372,4,6:43.0,Defensive rebound by D. Wright,,117,101
373,4,6:29.0,J. Brunson makes 2-pt layup from 1 ft,,119,101
374,4,6:28.0,,Portland full timeout,119,101
375,4,6:28.0,,T. Ariza enters the game for M. Hezonja,119,101
376,4,6:28.0,,H. Whiteside enters the game for C. Swanigan,119,101
377,4,6:09.0,,G. Trent makes 3-pt jump shot from 26 ft (assist by C. Anthony),119,104
