,QUARTER,TIME_REMAINING,DENVER_ACTION,HOUSTON_ACTION,DENVER_SCORE,HOUSTON_SCORE
0,1,11:41.0,N. Jokić misses 2-pt jump shot from 23 ft,,0,0
1,1,11:40.0,,Defensive rebound by R. Westbrook,0,0
2,1,11:23.0,,R. Westbrook makes 2-pt layup from 1 ft,0,2
3,1,11:08.0,Def 3 sec tech foul by Team,,0,2
4,1,11:08.0,N. Jokić misses technical free throw,,0,2
5,1,11:08.0,Offensive rebound by Team,,0,2
6,1,10:53.0,W. Barton misses 2-pt jump shot from 21 ft,,0,2
7,1,10:50.0,,Defensive rebound by J. Harden,0,2
8,1,10:47.0,,Shooting foul by T. Craig (drawn by J. Harden),0,2
9,1,10:47.0,,J. Harden makes free throw 1 of 2,0,3
10,1,10:47.0,,J. Harden misses free throw 2 of 2,0,3
11,1,10:47.0,Defensive rebound by N. Jokić,,0,3
12,1,10:39.0,W. Barton misses 2-pt jump shot from 21 ft,,0,3
13,1,10:37.0,,Defensive rebound by R. Westbrook,0,3
14,1,10:31.0,,Turnover by R. Westbrook (bad pass; steal by W. Barton),0,3
15,1,10:22.0,Personal foul by R. Westbrook (drawn by T. Craig),,0,3
16,1,10:17.0,N. Jokić makes 2-pt layup from 1 ft (assist by W. Barton),,2,3
17,1,9:57.0,,C. Capela misses 2-pt layup from 5 ft,2,3
18,1,9:56.0,Defensive rebound by T. Craig,,2,3
19,1,9:49.0,J. Grant makes 3-pt jump shot from 25 ft (assist by N. Jokić),,5,3
20,1,9:38.0,,R. Westbrook makes 2-pt jump shot from 14 ft,5,5
21,1,9:23.0,Turnover by N. Jokić (out of bounds lost ball),,5,5
22,1,9:19.0,,Offensive foul by B. McLemore (drawn by W. Barton),5,5
23,1,9:19.0,,Turnover by B. McLemore (offensive foul),5,5
24,1,9:09.0,T. Craig misses 3-pt jump shot from 26 ft,,5,5
25,1,9:08.0,,Defensive rebound by P. Tucker,5,5
26,1,8:56.0,,C. Capela misses 2-pt jump shot from 9 ft,5,5
27,1,8:55.0,Defensive rebound by T. Craig,,5,5
28,1,8:49.0,T. Craig makes 2-pt layup from 1 ft,,7,5
29,1,8:35.0,,R. Westbrook misses 2-pt jump shot from 8 ft (block by T. Craig),7,5
30,1,8:35.0,,Offensive rebound by R. Westbrook,7,5
31,1,8:35.0,,C. Capela makes 2-pt layup from 1 ft (assist by R. Westbrook),7,7
32,1,8:35.0,,Shooting foul by N. Jokić (drawn by C. Capela),7,7
33,1,8:35.0,,C. Capela misses free throw 1 of 1,7,7
34,1,8:35.0,Defensive rebound by J. Grant,,7,7
35,1,8:25.0,Turnover by M. Morris (lost ball; steal by R. Westbrook),,7,7
36,1,8:21.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),7,9
37,1,8:10.0,T. Craig makes 2-pt layup from 2 ft (assist by N. Jokić),,9,9
38,1,7:51.0,,Turnover by R. Westbrook (bad pass; steal by J. Grant),9,9
39,1,7:50.0,Personal take foul by J. Harden (drawn by J. Grant),,9,9
40,1,7:28.0,M. Morris makes 2-pt jump shot from 8 ft,,11,9
41,1,7:11.0,,Turnover by J. Harden (bad pass; steal by J. Grant),11,9
42,1,7:06.0,T. Craig makes 2-pt layup from 1 ft (assist by N. Jokić),,13,9
43,1,7:06.0,,Houston full timeout,13,9
44,1,7:06.0,,E. Gordon enters the game for B. McLemore,13,9
45,1,7:06.0,,D. House enters the game for P. Tucker,13,9
46,1,6:55.0,,D. House misses 2-pt dunk from 1 ft,13,9
47,1,6:54.0,Defensive rebound by M. Morris,,13,9
48,1,6:40.0,W. Barton makes 3-pt jump shot from 24 ft (assist by N. Jokić),,16,9
49,1,6:24.0,,R. Westbrook misses 2-pt layup from 1 ft (block by T. Craig),16,9
50,1,6:24.0,,Offensive rebound by Team,16,9
51,1,6:17.0,,R. Westbrook misses 2-pt layup from 1 ft,16,9
52,1,6:16.0,,Offensive rebound by C. Capela,16,9
53,1,6:09.0,,Shooting foul by W. Barton (drawn by J. Harden),16,9
54,1,6:09.0,,J. Harden makes free throw 1 of 2,16,10
55,1,6:09.0,,J. Harden makes free throw 2 of 2,16,11
56,1,5:50.0,T. Craig misses 3-pt jump shot from 24 ft,,16,11
57,1,5:49.0,Offensive rebound by J. Grant,,16,11
58,1,5:46.0,J. Grant misses 2-pt layup from 1 ft (block by C. Capela),,16,11
59,1,5:46.0,,Defensive rebound by Team,16,11
60,1,5:35.0,,J. Harden makes 3-pt jump shot from 27 ft,16,14
61,1,5:15.0,Shooting foul by J. Harden (drawn by N. Jokić),,16,14
62,1,5:15.0,N. Jokić makes free throw 1 of 2,,17,14
63,1,5:15.0,M. Beasley enters the game for J. Grant,,17,14
64,1,5:15.0,N. Jokić makes free throw 2 of 2,,18,14
