,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,LA CLIPPERS_ACTION,MEMPHIS_SCORE,LA CLIPPERS_SCORE
53,1,5:53.0,,Turnover by M. Harkless (bad pass; steal by T. Jones),19,12
54,1,5:43.0,J. Jackson makes 2-pt hook shot from 2 ft (assist by J. Crowder),,21,12
55,1,5:28.0,,K. Leonard misses 2-pt layup from 4 ft (block by J. Jackson),21,12
56,1,5:28.0,Defensive rebound by Team,,21,12
57,1,5:28.0,,L. Williams enters the game for D. Walton,21,12
58,1,5:08.0,D. Brooks makes 2-pt jump shot from 15 ft (assist by J. Crowder),,23,12
59,1,4:58.0,,L. Williams makes 2-pt layup from 2 ft,23,14
60,1,4:52.0,D. Brooks makes 3-pt jump shot from 26 ft,,26,14
61,1,4:44.0,,Turnover by L. Williams (bad pass),26,14
62,1,4:44.0,,J. Green enters the game for M. Harkless,26,14
63,1,4:44.0,,M. Harrell enters the game for I. Zubac,26,14
64,1,4:36.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by T. Jones),,29,14
65,1,4:17.0,,K. Leonard misses 2-pt jump shot from 11 ft,29,14
66,1,4:12.0,Defensive rebound by B. Clarke,,29,14
67,1,4:09.0,D. Brooks makes 3-pt jump shot from 25 ft (assist by J. Crowder),,32,14
68,1,3:57.0,,K. Leonard makes 2-pt jump shot from 16 ft (assist by L. Williams),32,16
69,1,3:57.0,,Shooting foul by D. Brooks (drawn by K. Leonard),32,16
70,1,3:57.0,D. Melton enters the game for D. Brooks,,32,16
71,1,3:57.0,,K. Leonard makes free throw 1 of 1,32,17
72,1,3:45.0,J. Crowder misses 3-pt jump shot from 26 ft,,32,17
73,1,3:45.0,,Defensive rebound by M. Harrell,32,17
74,1,3:34.0,,L. Williams makes 2-pt jump shot from 21 ft,32,19
75,1,3:25.0,T. Jones makes 2-pt jump shot from 10 ft (assist by B. Clarke),,34,19
76,1,3:11.0,,L. Williams misses 2-pt layup from 5 ft,34,19
77,1,3:11.0,Defensive rebound by D. Melton,,34,19
78,1,3:03.0,D. Melton misses 3-pt jump shot from 25 ft,,34,19
79,1,2:58.0,Offensive rebound by J. Jackson,,34,19
80,1,2:57.0,B. Clarke misses 2-pt jump shot from 7 ft,,34,19
81,1,2:53.0,,Defensive rebound by J. Green,34,19
82,1,2:47.0,,M. Harrell makes 2-pt layup from 2 ft,34,21
83,1,2:31.0,T. Jones makes 2-pt jump shot from 20 ft,,36,21
84,1,2:31.0,,LA Clippers full timeout,36,21
85,1,2:31.0,K. Anderson enters the game for J. Crowder,,36,21
86,1,2:31.0,,R. McGruder enters the game for K. Leonard,36,21
87,1,2:31.0,,J. Robinson enters the game for L. Shamet,36,21
88,1,2:17.0,,J. Robinson misses 3-pt jump shot from 26 ft,36,21
89,1,2:15.0,Defensive rebound by T. Jones,,36,21
90,1,2:03.0,D. Melton makes 2-pt layup from 3 ft,,38,21
91,1,1:49.0,,Shooting foul by K. Anderson (drawn by R. McGruder),38,21
92,1,1:49.0,,R. McGruder makes free throw 1 of 2,38,22
93,1,1:49.0,,R. McGruder misses free throw 2 of 2,38,22
94,1,1:47.0,Defensive rebound by K. Anderson,,38,22
95,1,1:30.0,B. Clarke misses 3-pt jump shot from 23 ft,,38,22
96,1,1:26.0,Offensive rebound by J. Jackson,,38,22
97,1,1:18.0,K. Anderson misses 2-pt hook shot from 4 ft,,38,22
98,1,1:18.0,,Defensive rebound by M. Harrell,38,22
99,1,1:12.0,,Shooting foul by K. Anderson (drawn by M. Harrell),38,22
100,1,1:12.0,,M. Harrell makes free throw 1 of 2,38,23
101,1,1:12.0,S. Hill enters the game for B. Clarke,,38,23
102,1,1:12.0,J. Valančiūnas enters the game for J. Jackson,,38,23
103,1,1:12.0,,M. Harrell misses free throw 2 of 2,38,23
104,1,1:09.0,,Offensive rebound by J. Green,38,23
105,1,1:04.0,,M. Harrell makes 2-pt jump shot from 10 ft (assist by J. Green),38,25
106,1,0:50.0,T. Jones makes 2-pt jump shot from 9 ft (assist by S. Hill),,40,25
107,1,0:37.0,,M. Harrell makes 2-pt hook shot from 5 ft (assist by L. Williams),40,27
108,1,0:29.0,T. Jones misses 2-pt jump shot from 3 ft,,40,27
109,1,0:26.0,,Defensive rebound by M. Harrell,40,27
110,1,0:23.0,,Turnover by M. Harrell (lost ball; steal by T. Jones),40,27
111,1,0:07.0,Personal take foul by L. Williams (drawn by T. Jones),,40,27
112,1,0:03.0,T. Jones misses 3-pt jump shot from 27 ft,,40,27
113,1,0:01.0,Offensive rebound by K. Anderson,,40,27
114,1,0:00.0,K. Anderson misses 2-pt layup from 2 ft (block by J. Green),,40,27
115,1,0:00.0,Offensive rebound by Team,,40,27
116,2,11:36.0,D. Melton misses 2-pt jump shot from 18 ft,,40,27
117,2,11:31.0,,Defensive rebound by M. Harrell,40,27
118,2,11:29.0,,J. Robinson makes 2-pt dunk at rim (assist by L. Williams),40,29
119,2,11:14.0,J. Valančiūnas misses 2-pt jump shot from 19 ft,,40,29
120,2,11:11.0,,Defensive rebound by R. McGruder,40,29
121,2,11:08.0,,Personal foul by D. Melton (drawn by L. Williams),40,29
122,2,11:02.0,,J. Robinson misses 3-pt jump shot from 27 ft,40,29
123,2,10:58.0,Defensive rebound by S. Hill,,40,29
124,2,10:47.0,J. Morant makes 3-pt jump shot from 27 ft (assist by S. Hill),,43,29
125,2,10:23.0,,L. Williams makes 2-pt layup at rim (assist by M. Harrell),43,31
126,2,10:14.0,S. Hill misses 3-pt jump shot from 27 ft,,43,31
127,2,10:08.0,,Defensive rebound by R. McGruder,43,31
128,2,10:05.0,,L. Williams misses 2-pt layup from 2 ft (block by J. Valančiūnas),43,31
129,2,10:03.0,Defensive rebound by J. Valančiūnas,,43,31
130,2,10:03.0,Turnover by J. Valančiūnas (bad pass),,43,31
131,2,10:03.0,G. Allen enters the game for K. Anderson,,43,31
132,2,9:58.0,,Shooting foul by J. Valančiūnas (drawn by M. Harrell),43,31
133,2,9:58.0,,M. Harrell makes free throw 1 of 2,43,32
134,2,9:58.0,,M. Harrell makes free throw 2 of 2,43,33
135,2,9:36.0,Shooting foul by R. McGruder (drawn by G. Allen),,43,33
136,2,9:36.0,G. Allen makes free throw 1 of 2,,44,33
137,2,9:36.0,G. Allen makes free throw 2 of 2,,45,33
138,2,9:29.0,,L. Williams misses 2-pt jump shot from 4 ft,45,33
139,2,9:27.0,Defensive rebound by J. Morant,,45,33
140,2,9:16.0,Personal foul by L. Williams (drawn by J. Valančiūnas),,45,33
141,2,9:16.0,D. Brooks enters the game for D. Melton,,45,33
142,2,9:06.0,Offensive foul by J. Morant (drawn by M. Harrell),,45,33
143,2,9:06.0,Turnover by J. Morant (offensive foul),,45,33
144,2,8:59.0,,L. Williams makes 2-pt jump shot from 18 ft,45,35
145,2,8:59.0,Memphis full timeout,,45,35
146,2,8:39.0,D. Brooks misses 2-pt jump shot from 13 ft,,45,35
147,2,8:39.0,Offensive rebound by Team,,45,35
148,2,8:39.0,,Loose ball foul by M. Harrell (drawn by J. Valančiūnas),45,35
149,2,8:34.0,J. Morant misses 3-pt jump shot from 25 ft,,45,35
150,2,8:29.0,,Defensive rebound by J. Green,45,35
151,2,8:22.0,,J. Green misses 3-pt jump shot from 26 ft,45,35
152,2,8:18.0,Defensive rebound by J. Valančiūnas,,45,35
153,2,8:11.0,D. Brooks makes 3-pt jump shot from 26 ft (assist by J. Valančiūnas),,48,35
154,2,7:57.0,,M. Harrell makes 2-pt hook shot from 5 ft (assist by L. Williams),48,37
155,2,7:57.0,,Shooting foul by J. Valančiūnas (drawn by M. Harrell),48,37
156,2,7:57.0,,K. Leonard enters the game for R. McGruder,48,37
157,2,7:57.0,,M. Harrell makes free throw 1 of 1,48,38
158,2,7:44.0,G. Allen makes 3-pt jump shot from 23 ft (assist by J. Morant),,51,38
159,2,7:44.0,,K. Leonard makes 2-pt layup from 2 ft (assist by L. Williams),51,40
160,2,7:44.0,,Shooting foul by G. Allen (drawn by K. Leonard),51,40
161,2,7:44.0,,K. Leonard makes free throw 1 of 1,51,41
162,2,7:24.0,Turnover by G. Allen (bad pass; steal by K. Leonard),,51,41
163,2,7:18.0,,M. Harrell misses 2-pt layup from 2 ft (block by J. Valančiūnas),51,41
164,2,7:15.0,Defensive rebound by J. Valančiūnas,,51,41
165,2,7:15.0,Personal foul by J. Green (drawn by J. Morant),,51,41
166,2,7:10.0,S. Hill misses 3-pt jump shot from 25 ft,,51,41
167,2,7:06.0,,Defensive rebound by M. Harrell,51,41
168,2,6:53.0,,J. Robinson misses 3-pt jump shot from 27 ft,51,41
169,2,6:51.0,Defensive rebound by J. Valančiūnas,,51,41
170,2,6:44.0,D. Brooks misses 3-pt jump shot from 27 ft,,51,41
171,2,6:40.0,,Defensive rebound by J. Green,51,41
172,2,6:36.0,,M. Harrell misses 2-pt layup from 2 ft,51,41
173,2,6:34.0,Defensive rebound by J. Valančiūnas,,51,41
174,2,6:23.0,J. Morant makes 2-pt jump shot from 3 ft,,53,41
175,2,6:11.0,,L. Williams misses 2-pt jump shot from 13 ft,53,41
176,2,6:11.0,,Offensive rebound by M. Harrell,53,41
177,2,6:07.0,,M. Harrell makes 2-pt layup from 2 ft,53,43
178,2,5:55.0,D. Brooks misses 2-pt jump shot from 4 ft,,53,43
179,2,5:55.0,,Defensive rebound by M. Harrell,53,43
180,2,5:45.0,,L. Williams makes 3-pt jump shot from 24 ft,53,46
181,2,5:45.0,Memphis full timeout,,53,46
182,2,5:45.0,J. Crowder enters the game for S. Hill,,53,46
183,2,5:45.0,J. Jackson enters the game for J. Morant,,53,46
184,2,5:45.0,T. Jones enters the game for J. Valančiūnas,,53,46
185,2,5:45.0,,M. Harkless enters the game for J. Green,53,46
186,2,5:45.0,,L. Shamet enters the game for J. Robinson,53,46
187,2,5:29.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by J. Crowder),,56,46
188,2,5:23.0,,Turnover by L. Williams (bad pass; steal by J. Crowder),56,46
189,2,5:23.0,Personal foul by L. Williams (drawn by J. Crowder),,56,46
190,2,5:23.0,J. Crowder makes free throw 1 of 2,,57,46
191,2,5:23.0,,D. Walton enters the game for L. Williams,57,46
192,2,5:23.0,J. Crowder makes free throw 2 of 2,,58,46
193,2,4:58.0,,M. Harrell misses 2-pt hook shot from 4 ft (block by J. Jackson),58,46
194,2,4:55.0,Defensive rebound by J. Jackson,,58,46
195,2,4:38.0,J. Crowder misses 3-pt jump shot from 28 ft,,58,46
196,2,4:35.0,,Defensive rebound by M. Harkless,58,46
197,2,4:19.0,,Turnover by M. Harrell (bad pass; steal by J. Crowder),58,46
198,2,4:15.0,T. Jones makes 2-pt layup from 2 ft (assist by J. Crowder),,60,46
199,2,3:49.0,,Turnover by K. Leonard (bad pass; steal by J. Crowder),60,46
200,2,3:43.0,D. Brooks misses 3-pt jump shot from 27 ft,,60,46
201,2,3:37.0,,Defensive rebound by L. Shamet,60,46
202,2,3:20.0,,K. Leonard makes 3-pt jump shot from 27 ft,60,49
203,2,3:07.0,D. Brooks misses 2-pt layup from 3 ft,,60,49
204,2,3:05.0,Offensive rebound by D. Brooks,,60,49
205,2,3:03.0,Shooting foul by D. Walton (drawn by T. Jones),,60,49
206,2,3:03.0,T. Jones makes free throw 1 of 2,,61,49
207,2,3:03.0,B. Clarke enters the game for G. Allen,,61,49
208,2,3:03.0,,I. Zubac enters the game for M. Harrell,61,49
209,2,3:03.0,T. Jones misses free throw 2 of 2,,61,49
210,2,3:03.0,,Defensive rebound by K. Leonard,61,49
211,2,2:51.0,,Turnover by M. Harkless (out of bounds lost ball),61,49
212,2,2:39.0,J. Crowder misses 3-pt jump shot from 23 ft,,61,49
213,2,2:34.0,,Defensive rebound by M. Harkless,61,49
214,2,2:32.0,,K. Leonard misses 2-pt jump shot from 5 ft (block by J. Crowder),61,49
215,2,2:31.0,,Offensive rebound by Team,61,49
216,2,2:31.0,D. Melton enters the game for D. Brooks,,61,49
217,2,2:31.0,,P. Patterson enters the game for M. Harkless,61,49
218,2,2:22.0,,L. Shamet makes 3-pt jump shot from 27 ft (assist by D. Walton),61,52
219,2,2:14.0,Turnover by J. Jackson (lost ball; steal by P. Patterson),,61,52
220,2,2:09.0,,L. Shamet misses 3-pt jump shot from 28 ft,61,52
221,2,2:05.0,Defensive rebound by J. Crowder,,61,52
222,2,2:05.0,J. Morant enters the game for T. Jones,,61,52
223,2,1:52.0,B. Clarke misses 2-pt jump shot from 9 ft,,61,52
224,2,1:50.0,Offensive rebound by J. Crowder,,61,52
225,2,1:49.0,J. Crowder misses 2-pt layup from 1 ft,,61,52
226,2,1:48.0,,Defensive rebound by I. Zubac,61,52
227,2,1:43.0,,Turnover by K. Leonard (lost ball; steal by D. Melton),61,52
228,2,1:37.0,B. Clarke misses 2-pt layup from 3 ft,,61,52
229,2,1:34.0,Offensive rebound by J. Crowder,,61,52
230,2,1:34.0,J. Crowder makes 2-pt layup from 1 ft,,63,52
231,2,1:26.0,,K. Leonard makes 3-pt jump shot from 27 ft,63,55
232,2,1:12.0,J. Morant makes 2-pt jump shot from 2 ft,,65,55
233,2,1:07.0,,Turnover by K. Leonard (out of bounds lost ball),65,55
234,2,0:47.0,D. Melton misses 3-pt jump shot from 25 ft,,65,55
235,2,0:44.0,,Defensive rebound by K. Leonard,65,55
236,2,0:41.0,,Turnover by K. Leonard (bad pass; steal by D. Melton),65,55
237,2,0:34.0,J. Crowder misses 2-pt jump shot from 16 ft,,65,55
238,2,0:31.0,,Defensive rebound by I. Zubac,65,55
239,2,0:11.0,,K. Leonard makes 2-pt jump shot from 16 ft,65,57
240,2,0:01.0,J. Morant misses 3-pt jump shot from 26 ft,,65,57
241,2,0:01.0,,Defensive rebound by I. Zubac,65,57
242,3,12:00.0,Technical foul by K. Leonard,,65,57
243,3,12:00.0,D. Melton makes technical free throw,,66,57
244,3,11:38.0,J. Valančiūnas makes 2-pt jump shot from 20 ft (assist by J. Morant),,68,57
245,3,11:17.0,,L. Shamet misses 3-pt jump shot from 26 ft,68,57
246,3,11:12.0,Defensive rebound by J. Valančiūnas,,68,57
247,3,11:08.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by D. Brooks),,70,57
248,3,10:50.0,,K. Leonard misses 3-pt jump shot from 26 ft,70,57
249,3,10:45.0,Defensive rebound by J. Morant,,70,57
250,3,10:36.0,J. Morant makes 2-pt layup from 2 ft,,72,57
251,3,10:25.0,,D. Walton makes 3-pt jump shot from 26 ft (assist by K. Leonard),72,60
252,3,10:08.0,J. Crowder misses 3-pt jump shot from 29 ft,,72,60
253,3,10:06.0,,Defensive rebound by I. Zubac,72,60
254,3,10:02.0,,L. Shamet misses 2-pt jump shot from 13 ft,72,60
255,3,10:00.0,,Offensive rebound by L. Shamet,72,60
256,3,10:00.0,,L. Shamet misses 2-pt layup from 1 ft,72,60
257,3,10:00.0,,Offensive rebound by L. Shamet,72,60
258,3,10:00.0,,Personal foul by J. Jackson (drawn by L. Shamet),72,60
259,3,9:51.0,,I. Zubac makes 2-pt jump shot from 17 ft (assist by D. Walton),72,62
260,3,9:34.0,D. Brooks makes 2-pt layup from 1 ft (assist by J. Valančiūnas),,74,62
261,3,9:19.0,,L. Shamet misses 2-pt jump shot from 8 ft,74,62
262,3,9:17.0,Defensive rebound by J. Morant,,74,62
263,3,9:11.0,J. Valančiūnas makes 2-pt hook shot from 4 ft (assist by J. Morant),,76,62
264,3,9:11.0,Shooting foul by K. Leonard (drawn by J. Valančiūnas),,76,62
265,3,9:11.0,J. Valančiūnas makes free throw 1 of 1,,77,62
266,3,8:55.0,,Shooting foul by J. Valančiūnas (drawn by K. Leonard),77,62
267,3,8:55.0,,K. Leonard makes free throw 1 of 2,77,63
268,3,8:55.0,,K. Leonard makes free throw 2 of 2,77,64
269,3,8:40.0,D. Brooks misses 2-pt jump shot from 13 ft,,77,64
270,3,8:40.0,,Defensive rebound by Team,77,64
271,3,8:21.0,,K. Leonard misses 2-pt layup from 2 ft (block by J. Crowder),77,64
272,3,8:18.0,,Offensive rebound by I. Zubac,77,64
273,3,8:17.0,,I. Zubac misses 2-pt layup from 3 ft (block by J. Jackson),77,64
274,3,8:13.0,,Offensive rebound by I. Zubac,77,64
275,3,8:11.0,,D. Walton misses 2-pt jump shot from 16 ft,77,64
276,3,8:08.0,Defensive rebound by D. Brooks,,77,64
277,3,8:03.0,J. Valančiūnas misses 2-pt layup from 13 ft,,77,64
278,3,7:58.0,Offensive rebound by J. Jackson,,77,64
279,3,7:58.0,Shooting foul by M. Harkless (drawn by J. Jackson),,77,64
280,3,7:58.0,J. Jackson makes free throw 1 of 2,,78,64
281,3,7:58.0,J. Jackson makes free throw 2 of 2,,79,64
282,3,7:45.0,,I. Zubac misses 2-pt hook shot from 2 ft,79,64
283,3,7:42.0,,Offensive rebound by I. Zubac,79,64
284,3,7:36.0,,K. Leonard makes 2-pt layup from 1 ft,79,66
285,3,7:22.0,J. Morant makes 2-pt layup from 1 ft (assist by J. Crowder),,81,66
286,3,7:06.0,,L. Shamet makes 2-pt layup from 1 ft,81,68
287,3,7:06.0,,Shooting foul by J. Valančiūnas (drawn by L. Shamet),81,68
288,3,7:06.0,,L. Shamet makes free throw 1 of 1,81,69
289,3,6:52.0,Turnover by J. Valančiūnas (bad pass),,81,69
290,3,6:52.0,,LA Clippers full timeout,81,69
291,3,6:52.0,B. Clarke enters the game for J. Valančiūnas,,81,69
292,3,6:34.0,,M. Harkless misses 2-pt layup from 3 ft (block by J. Jackson),81,69
293,3,6:29.0,Defensive rebound by J. Jackson,,81,69
294,3,6:27.0,J. Crowder makes 2-pt layup from 2 ft (assist by D. Brooks),,83,69
295,3,6:11.0,,L. Shamet misses 3-pt jump shot from 26 ft,83,69
296,3,6:11.0,Defensive rebound by J. Crowder,,83,69
297,3,6:01.0,J. Jackson misses 3-pt jump shot from 27 ft,,83,69
298,3,5:58.0,Offensive rebound by J. Crowder,,83,69
299,3,5:56.0,J. Crowder makes 2-pt jump shot from 2 ft,,85,69
300,3,5:47.0,,I. Zubac makes 2-pt hook shot from 13 ft,85,71
301,3,5:29.0,J. Crowder misses 2-pt jump shot from 3 ft,,85,71
302,3,5:29.0,Offensive rebound by B. Clarke,,85,71
303,3,5:25.0,B. Clarke misses 2-pt layup from 2 ft,,85,71
304,3,5:23.0,,Defensive rebound by I. Zubac,85,71
305,3,5:14.0,,Turnover by K. Leonard (dbl dribble),85,71
306,3,5:14.0,T. Jones enters the game for J. Morant,,85,71
307,3,5:14.0,,J. Green enters the game for M. Harkless,85,71
308,3,5:14.0,,M. Harrell enters the game for D. Walton,85,71
309,3,5:14.0,,L. Williams enters the game for I. Zubac,85,71
310,3,5:05.0,J. Crowder misses 3-pt jump shot from 25 ft,,85,71
311,3,5:02.0,,Defensive rebound by K. Leonard,85,71
312,3,4:54.0,,L. Williams makes 2-pt layup from 2 ft (assist by M. Harrell),85,73
313,3,4:48.0,Personal foul by L. Shamet (drawn by J. Crowder),,85,73
314,3,4:42.0,Shooting foul by M. Harrell (drawn by B. Clarke),,85,73
315,3,4:42.0,B. Clarke makes free throw 1 of 2,,86,73
316,3,4:42.0,D. Melton enters the game for D. Brooks,,86,73
317,3,4:42.0,B. Clarke makes free throw 2 of 2,,87,73
318,3,4:23.0,,J. Green misses 2-pt layup from 4 ft (block by J. Crowder),87,73
319,3,4:20.0,Defensive rebound by B. Clarke,,87,73
320,3,4:16.0,J. Crowder makes 3-pt jump shot from 27 ft (assist by D. Melton),,90,73
321,3,4:08.0,,Personal foul by J. Crowder (drawn by L. Williams),90,73
322,3,3:59.0,,K. Leonard misses 3-pt jump shot from 25 ft,90,73
323,3,3:54.0,Defensive rebound by D. Melton,,90,73
324,3,3:54.0,Shooting foul by L. Shamet (drawn by J. Crowder),,90,73
325,3,3:54.0,J. Crowder makes free throw 1 of 2,,91,73
326,3,3:54.0,,R. McGruder enters the game for L. Shamet,91,73
327,3,3:54.0,J. Crowder misses free throw 2 of 2,,91,73
328,3,3:51.0,,Defensive rebound by K. Leonard,91,73
329,3,3:42.0,,K. Leonard misses 2-pt jump shot from 20 ft,91,73
330,3,3:38.0,Defensive rebound by B. Clarke,,91,73
331,3,3:25.0,D. Melton misses 2-pt layup from 3 ft,,91,73
332,3,3:23.0,,Defensive rebound by R. McGruder,91,73
333,3,3:19.0,,M. Harrell makes 2-pt layup from 2 ft (assist by L. Williams),91,75
334,3,3:19.0,,Personal foul by J. Jackson (drawn by M. Harrell),91,75
335,3,3:19.0,,M. Harrell misses free throw 1 of 1,91,75
336,3,3:17.0,Defensive rebound by J. Crowder,,91,75
337,3,3:06.0,D. Melton misses 2-pt jump shot from 2 ft,,91,75
338,3,3:06.0,Offensive rebound by D. Melton,,91,75
339,3,3:06.0,Personal foul by M. Harrell (drawn by D. Melton),,91,75
340,3,3:06.0,D. Melton makes free throw 1 of 2,,92,75
341,3,3:06.0,D. Melton makes free throw 2 of 2,,93,75
342,3,2:59.0,,L. Williams misses 2-pt jump shot from 4 ft,93,75
343,3,2:57.0,,Offensive rebound by L. Williams,93,75
344,3,2:57.0,,L. Williams makes 2-pt layup from 1 ft,93,77
345,3,2:49.0,Memphis full timeout,,93,77
346,3,2:34.0,D. Melton misses 3-pt jump shot from 26 ft,,93,77
347,3,2:31.0,,Defensive rebound by R. McGruder,93,77
348,3,2:30.0,,Personal foul by J. Jackson (drawn by M. Harrell),93,77
349,3,2:30.0,,M. Harrell makes free throw 1 of 2,93,78
350,3,2:30.0,,M. Harrell misses free throw 2 of 2,93,78
351,3,2:26.0,Defensive rebound by J. Crowder,,93,78
352,3,2:13.0,T. Jones misses 2-pt jump shot from 2 ft,,93,78
353,3,2:11.0,,Defensive rebound by K. Leonard,93,78
354,3,1:59.0,,M. Harrell makes 2-pt layup from 2 ft (assist by K. Leonard),93,80
355,3,1:42.0,B. Clarke makes 2-pt jump shot from 9 ft (assist by D. Melton),,95,80
356,3,1:42.0,J. Valančiūnas enters the game for J. Jackson,,95,80
357,3,1:19.0,,K. Leonard misses 2-pt jump shot from 11 ft,95,80
358,3,1:15.0,Defensive rebound by B. Clarke,,95,80
359,3,1:04.0,J. Crowder makes 3-pt jump shot from 27 ft (assist by D. Melton),,98,80
360,3,0:51.0,,M. Harrell misses 2-pt hook shot from 3 ft (block by J. Valančiūnas),98,80
361,3,0:48.0,Defensive rebound by B. Clarke,,98,80
362,3,0:45.0,D. Melton makes 3-pt jump shot from 23 ft (assist by T. Jones),,101,80
363,3,0:23.0,,K. Leonard misses 3-pt jump shot from 26 ft,101,80
364,3,0:21.0,Defensive rebound by D. Melton,,101,80
365,3,0:02.0,J. Crowder makes 3-pt jump shot from 26 ft (assist by T. Jones),,104,80
366,3,0:00.0,,K. Leonard misses 3-pt jump shot from 28 ft,104,80
367,3,0:00.0,,Offensive rebound by Team,104,80
368,4,11:54.0,,M. Harrell misses 2-pt layup from 3 ft,104,80
369,4,11:53.0,Defensive rebound by J. Valančiūnas,,104,80
370,4,11:43.0,Shooting foul by R. McGruder (drawn by J. Morant),,104,80
371,4,11:43.0,J. Morant makes free throw 1 of 2,,105,80
372,4,11:43.0,J. Morant makes free throw 2 of 2,,106,80
373,4,11:34.0,,L. Williams makes 2-pt jump shot from 16 ft (assist by J. Green),106,82
374,4,11:13.0,S. Hill misses 3-pt jump shot from 23 ft,,106,82
375,4,11:09.0,,Defensive rebound by R. McGruder,106,82
376,4,11:01.0,,L. Williams misses 3-pt jump shot from 27 ft,106,82
377,4,10:59.0,Defensive rebound by D. Melton,,106,82
378,4,10:47.0,J. Morant makes 2-pt jump shot from 10 ft,,108,82
379,4,10:32.0,,R. McGruder misses 3-pt jump shot from 26 ft,108,82
380,4,10:28.0,,Offensive rebound by J. Robinson,108,82
