,QUARTER,TIME_REMAINING,BOSTON_ACTION,BROOKLYN_ACTION,BOSTON_SCORE,BROOKLYN_SCORE
39,1,6:51.0,,J. Allen misses 2-pt hook shot from 6 ft,11,17
40,1,6:49.0,Defensive rebound by J. Brown,,11,17
41,1,6:42.0,Turnover by J. Tatum (bad pass),,11,17
42,1,6:25.0,,G. Temple misses 3-pt jump shot from 26 ft,11,17
43,1,6:22.0,,Offensive rebound by T. Prince,11,17
44,1,6:20.0,,J. Harris makes 3-pt jump shot from 27 ft (assist by T. Prince),11,20
45,1,6:05.0,J. Brown makes 2-pt layup from 7 ft,,13,20
46,1,5:53.0,,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),13,22
47,1,5:36.0,Turnover by J. Tatum (dbl dribble),,13,22
48,1,5:36.0,J. Green enters the game for J. Tatum,,13,22
49,1,5:36.0,,D. Musa enters the game for G. Temple,13,22
50,1,5:23.0,,T. Prince misses 3-pt jump shot from 22 ft,13,22
51,1,5:19.0,,Offensive rebound by D. Musa,13,22
52,1,5:17.0,,Turnover by D. Musa (lost ball; steal by R. Williams),13,22
53,1,5:11.0,R. Williams misses 2-pt dunk from 1 ft,,13,22
54,1,5:08.0,,Defensive rebound by J. Allen,13,22
55,1,5:08.0,,Personal foul by M. Smart (drawn by D. Musa),13,22
56,1,4:49.0,,J. Allen misses 2-pt hook shot from 12 ft,13,22
57,1,4:49.0,,Offensive rebound by Team,13,22
58,1,4:49.0,,Turnover by Team (shot clock),13,22
59,1,4:35.0,Turnover by R. Williams (3 sec),,13,22
60,1,4:35.0,,Brooklyn full timeout,13,22
61,1,4:35.0,,D. Jordan enters the game for J. Allen,13,22
62,1,4:35.0,,I. Shumpert enters the game for J. Harris,13,22
63,1,4:25.0,,I. Shumpert makes 2-pt layup from 2 ft (assist by D. Musa),13,24
64,1,4:03.0,J. Green makes 2-pt layup from 7 ft (assist by M. Smart),,15,24
65,1,3:48.0,,T. Prince misses 2-pt jump shot from 17 ft,15,24
66,1,3:47.0,,Offensive rebound by D. Jordan,15,24
67,1,3:47.0,,D. Jordan misses 2-pt layup at rim,15,24
68,1,3:47.0,,Offensive rebound by Team,15,24
69,1,3:47.0,Loose ball foul by M. Smart (drawn by D. Jordan),,15,24
70,1,3:47.0,B. Wanamaker enters the game for K. Walker,,15,24
71,1,3:47.0,,T. Pinson enters the game for S. Dinwiddie,15,24
72,1,3:47.0,,G. Temple enters the game for T. Prince,15,24
73,1,3:33.0,,I. Shumpert makes 2-pt jump shot from 18 ft,15,26
74,1,3:19.0,M. Smart misses 3-pt jump shot from 27 ft,,15,26
75,1,3:19.0,Offensive rebound by B. Wanamaker,,15,26
76,1,3:10.0,M. Smart misses 3-pt jump shot from 25 ft,,15,26
77,1,3:04.0,,Defensive rebound by T. Pinson,15,26
78,1,3:02.0,,Turnover by G. Temple (traveling),15,26
79,1,2:48.0,M. Smart misses 2-pt layup from 7 ft (block by D. Jordan),,15,26
80,1,2:44.0,,Defensive rebound by D. Jordan,15,26
81,1,2:42.0,,I. Shumpert misses 2-pt layup from 1 ft,15,26
82,1,2:40.0,Defensive rebound by B. Wanamaker,,15,26
83,1,2:36.0,Turnover by J. Green (bad pass),,15,26
84,1,2:25.0,,I. Shumpert makes 3-pt jump shot from 24 ft (assist by G. Temple),15,29
85,1,2:06.0,B. Wanamaker makes 2-pt jump shot from 17 ft,,17,29
86,1,1:55.0,,Turnover by D. Musa (bad pass; steal by M. Smart),17,29
87,1,1:55.0,Personal foul by D. Musa (drawn by M. Smart),,17,29
88,1,1:55.0,C. Edwards enters the game for J. Brown,,17,29
89,1,1:55.0,E. Freedom enters the game for J. Green,,17,29
90,1,1:55.0,S. Ojeleye enters the game for M. Smart,,17,29
91,1,1:55.0,J. Tatum enters the game for R. Williams,,17,29
92,1,1:32.0,B. Wanamaker makes 3-pt jump shot from 26 ft (assist by C. Edwards),,20,29
93,1,1:20.0,,G. Temple misses 3-pt jump shot from 26 ft,20,29
94,1,1:15.0,Defensive rebound by J. Tatum,,20,29
95,1,1:07.0,J. Tatum makes 2-pt jump shot from 13 ft,,22,29
96,1,0:44.0,,T. Pinson misses 2-pt layup from 5 ft,22,29
97,1,0:41.0,,Offensive rebound by D. Jordan,22,29
98,1,0:41.0,,D. Jordan misses 2-pt dunk at rim,22,29
99,1,0:41.0,,Offensive rebound by T. Pinson,22,29
100,1,0:40.0,,T. Pinson makes 2-pt layup from 2 ft,22,31
101,1,0:29.0,J. Tatum misses 3-pt jump shot from 27 ft,,22,31
102,1,0:25.0,,Defensive rebound by G. Temple,22,31
103,1,0:22.0,,D. Musa misses 2-pt layup from 3 ft (block by B. Wanamaker),22,31
104,1,0:16.0,Defensive rebound by B. Wanamaker,,22,31
105,1,0:03.0,J. Tatum makes 2-pt jump shot from 17 ft (assist by B. Wanamaker),,24,31
106,1,0:00.0,,T. Pinson misses 3-pt jump shot from 48 ft,24,31
107,1,0:00.0,,Offensive rebound by Team,24,31
108,2,11:47.0,B. Wanamaker misses 2-pt layup from 7 ft,,24,31
109,2,11:45.0,Offensive rebound by B. Wanamaker,,24,31
110,2,11:41.0,C. Edwards misses 2-pt jump shot from 12 ft,,24,31
111,2,11:36.0,,Defensive rebound by T. Pinson,24,31
112,2,11:31.0,,Turnover by D. Jordan (lost ball; steal by C. Edwards),24,31
113,2,11:20.0,E. Freedom makes 2-pt hook shot from 5 ft,,26,31
114,2,11:01.0,,G. Temple makes 3-pt jump shot from 26 ft (assist by T. Pinson),26,34
115,2,10:39.0,C. Edwards makes 3-pt jump shot from 25 ft (assist by E. Freedom),,29,34
116,2,10:22.0,,T. Pinson misses 3-pt jump shot from 28 ft,29,34
117,2,10:17.0,Defensive rebound by B. Wanamaker,,29,34
118,2,10:10.0,J. Tatum misses 3-pt jump shot from 25 ft,,29,34
119,2,10:09.0,Offensive rebound by Team,,29,34
120,2,10:09.0,,Loose ball foul by J. Harris (drawn by E. Freedom),29,34
121,2,10:01.0,J. Tatum misses 2-pt jump shot from 18 ft,,29,34
122,2,9:57.0,,Defensive rebound by G. Temple,29,34
123,2,9:50.0,,J. Harris misses 3-pt jump shot from 27 ft,29,34
124,2,9:46.0,Defensive rebound by C. Edwards,,29,34
125,2,9:34.0,Turnover by J. Tatum (traveling),,29,34
126,2,9:14.0,,T. Pinson misses 3-pt jump shot from 26 ft,29,34
127,2,9:10.0,,Offensive rebound by D. Jordan,29,34
128,2,9:05.0,,I. Shumpert misses 2-pt jump shot from 20 ft,29,34
129,2,9:02.0,Defensive rebound by B. Wanamaker,,29,34
130,2,8:54.0,E. Freedom misses 2-pt jump shot from 6 ft,,29,34
131,2,8:51.0,,Defensive rebound by D. Jordan,29,34
132,2,8:45.0,,Offensive foul by I. Shumpert (drawn by S. Ojeleye),29,34
133,2,8:45.0,,Turnover by I. Shumpert (offensive foul),29,34
134,2,8:28.0,B. Wanamaker misses 2-pt jump shot from 19 ft,,29,34
135,2,8:25.0,,Defensive rebound by T. Pinson,29,34
136,2,8:14.0,,Personal foul by B. Wanamaker (drawn by G. Temple),29,34
137,2,8:14.0,,S. Dinwiddie enters the game for T. Pinson,29,34
138,2,8:14.0,,T. Prince enters the game for I. Shumpert,29,34
139,2,8:04.0,,T. Prince misses 2-pt jump shot from 8 ft,29,34
140,2,8:01.0,Defensive rebound by E. Freedom,,29,34
141,2,7:56.0,Personal foul by S. Dinwiddie (drawn by B. Wanamaker),,29,34
142,2,7:50.0,Personal foul by G. Temple (drawn by E. Freedom),,29,34
143,2,7:39.0,J. Tatum makes 3-pt jump shot from 26 ft (assist by B. Wanamaker),,32,34
144,2,7:39.0,,Brooklyn full timeout,32,34
145,2,7:39.0,,J. Allen enters the game for D. Jordan,32,34
146,2,7:22.0,,S. Dinwiddie makes 2-pt jump shot from 6 ft,32,36
147,2,7:06.0,C. Edwards misses 3-pt jump shot from 26 ft,,32,36
148,2,7:03.0,,Defensive rebound by J. Harris,32,36
149,2,6:51.0,,J. Allen misses 2-pt layup from 6 ft,32,36
150,2,6:49.0,Defensive rebound by J. Tatum,,32,36
151,2,6:44.0,J. Tatum makes 3-pt jump shot from 26 ft,,35,36
152,2,6:31.0,,S. Dinwiddie misses 2-pt layup from 5 ft,35,36
153,2,6:28.0,Defensive rebound by C. Edwards,,35,36
154,2,6:27.0,Turnover by C. Edwards (bad pass; steal by J. Harris),,35,36
155,2,6:11.0,,Shooting foul by E. Freedom (drawn by J. Allen),35,36
156,2,6:11.0,,J. Allen misses free throw 1 of 2,35,36
157,2,6:11.0,,Offensive rebound by Team,35,36
158,2,6:11.0,M. Smart enters the game for C. Edwards,,35,36
159,2,6:11.0,K. Walker enters the game for B. Wanamaker,,35,36
160,2,6:11.0,,J. Allen misses free throw 2 of 2,35,36
161,2,6:07.0,Defensive rebound by J. Tatum,,35,36
162,2,6:01.0,Shooting foul by J. Allen (drawn by M. Smart),,35,36
163,2,6:01.0,M. Smart makes free throw 1 of 2,,36,36
164,2,6:01.0,M. Smart makes free throw 2 of 2,,37,36
165,2,5:42.0,,T. Prince makes 3-pt jump shot from 23 ft (assist by J. Harris),37,39
166,2,5:31.0,E. Freedom makes 2-pt layup from 4 ft (assist by M. Smart),,39,39
167,2,5:15.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft,39,42
168,2,5:03.0,Personal foul by J. Harris (drawn by K. Walker),,39,42
169,2,5:03.0,K. Walker misses free throw 1 of 2,,39,42
170,2,5:03.0,Offensive rebound by Team,,39,42
171,2,5:03.0,J. Brown enters the game for E. Freedom,,39,42
172,2,5:03.0,D. Theis enters the game for J. Tatum,,39,42
173,2,5:03.0,,D. Musa enters the game for G. Temple,39,42
174,2,5:03.0,K. Walker makes free throw 2 of 2,,40,42
175,2,4:55.0,,T. Prince makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),40,45
176,2,4:39.0,S. Ojeleye makes 3-pt jump shot from 24 ft (assist by K. Walker),,43,45
177,2,4:29.0,,T. Prince makes 3-pt jump shot from 27 ft (assist by S. Dinwiddie),43,48
178,2,4:16.0,K. Walker misses 2-pt layup from 3 ft,,43,48
179,2,4:14.0,,Defensive rebound by S. Dinwiddie,43,48
180,2,4:08.0,,Offensive foul by J. Allen (drawn by M. Smart),43,48
181,2,4:08.0,,Turnover by J. Allen (offensive foul),43,48
182,2,4:08.0,,D. Jordan enters the game for J. Allen,43,48
183,2,4:08.0,,T. Pinson enters the game for J. Harris,43,48
184,2,3:54.0,M. Smart misses 2-pt layup from 4 ft,,43,48
185,2,3:51.0,Offensive rebound by D. Theis,,43,48
186,2,3:51.0,D. Theis makes 2-pt layup from 1 ft,,45,48
187,2,3:39.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,45,48
188,2,3:35.0,Defensive rebound by D. Theis,,45,48
189,2,3:32.0,K. Walker misses 3-pt jump shot from 26 ft,,45,48
190,2,3:29.0,,Defensive rebound by D. Jordan,45,48
191,2,3:21.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),45,50
192,2,3:02.0,D. Theis misses 2-pt dunk from 4 ft (block by S. Dinwiddie),,45,50
193,2,2:58.0,,Defensive rebound by S. Dinwiddie,45,50
194,2,2:58.0,,T. Pinson makes 2-pt layup from 1 ft (assist by S. Dinwiddie),45,52
195,2,2:58.0,,Shooting foul by J. Brown (drawn by T. Pinson),45,52
196,2,2:58.0,Boston full timeout,,45,52
197,2,2:58.0,E. Freedom enters the game for S. Ojeleye,,45,52
198,2,2:58.0,J. Tatum enters the game for D. Theis,,45,52
199,2,2:58.0,,T. Pinson makes free throw 1 of 1,45,53
200,2,2:37.0,K. Walker misses 2-pt layup from 5 ft,,45,53
201,2,2:33.0,,Defensive rebound by D. Jordan,45,53
202,2,2:29.0,,Offensive foul by T. Pinson (drawn by M. Smart),45,53
203,2,2:29.0,,Turnover by T. Pinson (offensive foul),45,53
204,2,2:09.0,Turnover by M. Smart (lost ball; steal by D. Jordan),,45,53
205,2,2:00.0,,D. Musa makes 3-pt jump shot from 23 ft (assist by T. Pinson),45,56
206,2,1:42.0,M. Smart makes 2-pt layup from 2 ft,,47,56
207,2,1:25.0,,D. Musa misses 3-pt jump shot from 29 ft,47,56
208,2,1:22.0,Defensive rebound by J. Tatum,,47,56
209,2,1:09.0,M. Smart misses 2-pt jump shot from 6 ft,,47,56
210,2,1:06.0,Offensive rebound by E. Freedom,,47,56
211,2,1:05.0,E. Freedom makes 2-pt layup from 2 ft,,49,56
212,2,0:45.0,,T. Prince misses 3-pt jump shot from 27 ft,49,56
213,2,0:42.0,Defensive rebound by J. Tatum,,49,56
214,2,0:34.0,J. Tatum makes 3-pt jump shot from 27 ft (assist by K. Walker),,52,56
215,2,0:18.0,,D. Jordan makes 2-pt dunk from 2 ft (assist by D. Musa),52,58
216,2,0:00.0,J. Tatum makes 3-pt jump shot from 31 ft (assist by K. Walker),,55,58
217,2,0:00.0,,T. Pinson misses 3-pt jump shot from 77 ft,55,58
218,2,0:00.0,,Offensive rebound by Team,55,58
219,3,11:48.0,D. Theis misses 2-pt layup from 2 ft,,55,58
220,3,11:44.0,,Defensive rebound by S. Dinwiddie,55,58
221,3,11:40.0,,S. Dinwiddie misses 2-pt jump shot from 6 ft,55,58
222,3,11:36.0,,Offensive rebound by J. Allen,55,58
223,3,11:35.0,,J. Allen makes 2-pt dunk from 1 ft,55,60
224,3,11:27.0,Personal foul by S. Dinwiddie (drawn by J. Brown),,55,60
225,3,11:27.0,E. Freedom enters the game for D. Theis,,55,60
226,3,11:10.0,K. Walker misses 2-pt jump shot from 17 ft,,55,60
227,3,11:08.0,Offensive rebound by E. Freedom,,55,60
228,3,11:06.0,E. Freedom misses 2-pt layup from 2 ft,,55,60
229,3,11:06.0,Offensive rebound by E. Freedom,,55,60
230,3,10:58.0,E. Freedom misses 2-pt layup at rim,,55,60
231,3,10:58.0,Offensive rebound by E. Freedom,,55,60
232,3,10:55.0,E. Freedom makes 2-pt layup from 1 ft,,57,60
233,3,10:45.0,,J. Allen makes 2-pt layup from 1 ft (assist by S. Dinwiddie),57,62
234,3,10:19.0,J. Tatum makes 2-pt jump shot from 11 ft,,59,62
235,3,10:01.0,,J. Harris misses 3-pt jump shot from 25 ft,59,62
236,3,9:57.0,Defensive rebound by K. Walker,,59,62
237,3,9:51.0,K. Walker misses 2-pt layup from 2 ft,,59,62
238,3,9:49.0,,Defensive rebound by J. Allen,59,62
239,3,9:44.0,,S. Dinwiddie makes 2-pt layup from 2 ft,59,64
240,3,9:33.0,M. Smart makes 2-pt layup from 5 ft (assist by K. Walker),,61,64
241,3,9:33.0,Shooting foul by J. Harris (drawn by M. Smart),,61,64
242,3,9:33.0,M. Smart makes free throw 1 of 1,,62,64
243,3,9:19.0,,S. Dinwiddie misses 2-pt layup from 1 ft,62,64
244,3,9:16.0,,Offensive rebound by J. Allen,62,64
245,3,9:15.0,,J. Allen makes 2-pt dunk from 1 ft,62,66
246,3,9:02.0,E. Freedom misses 2-pt hook shot from 1 ft,,62,66
247,3,8:58.0,Offensive rebound by M. Smart,,62,66
248,3,8:57.0,J. Brown misses 2-pt dunk from 3 ft,,62,66
249,3,8:56.0,,Defensive rebound by Team,62,66
250,3,8:56.0,,Brooklyn full timeout,62,66
251,3,8:56.0,,Instant Replay (Challenge: Ruling Stands),62,66
252,3,8:44.0,,Personal foul by M. Smart (drawn by J. Allen),62,66
253,3,8:40.0,,Personal foul by M. Smart (drawn by S. Dinwiddie),62,66
254,3,8:27.0,,S. Dinwiddie misses 3-pt jump shot from 31 ft,62,66
255,3,8:23.0,Defensive rebound by J. Tatum,,62,66
256,3,8:09.0,J. Tatum misses 2-pt jump shot from 18 ft,,62,66
257,3,8:05.0,,Defensive rebound by G. Temple,62,66
258,3,8:04.0,,Technical foul by M. Smart,62,66
259,3,8:04.0,,S. Dinwiddie makes technical free throw,62,67
260,3,8:00.0,,J. Harris makes 2-pt layup from 5 ft (assist by G. Temple),62,69
261,3,7:41.0,Turnover by M. Smart (bad pass; steal by J. Allen),,62,69
262,3,7:36.0,,T. Prince makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),62,71
263,3,7:36.0,Boston full timeout,,62,71
264,3,7:28.0,Personal foul by T. Prince (drawn by M. Smart),,62,71
265,3,7:14.0,M. Smart makes 2-pt jump shot from 11 ft,,64,71
266,3,6:58.0,,J. Allen misses 2-pt layup from 6 ft (block by E. Freedom),64,71
267,3,6:58.0,Defensive rebound by Team,,64,71
268,3,6:50.0,K. Walker misses 3-pt jump shot from 26 ft,,64,71
269,3,6:46.0,,Defensive rebound by G. Temple,64,71
270,3,6:38.0,,S. Dinwiddie misses 2-pt layup from 3 ft,64,71
271,3,6:36.0,Defensive rebound by E. Freedom,,64,71
272,3,6:32.0,Turnover by J. Tatum (bad pass),,64,71
273,3,6:32.0,,D. Musa enters the game for G. Temple,64,71
274,3,6:18.0,,Turnover by S. Dinwiddie (lost ball; steal by J. Tatum),64,71
275,3,6:13.0,Turnover by M. Smart (bad pass; steal by D. Musa),,64,71
276,3,6:08.0,,Shooting foul by K. Walker (drawn by D. Musa),64,71
277,3,6:08.0,,D. Musa misses free throw 1 of 2,64,71
278,3,6:08.0,,Offensive rebound by Team,64,71
279,3,6:08.0,,D. Musa makes free throw 2 of 2,64,72
280,3,5:50.0,E. Freedom misses 2-pt layup from 3 ft (block by J. Allen),,64,72
281,3,5:47.0,,Defensive rebound by J. Harris,64,72
282,3,5:39.0,,Shooting foul by J. Brown (drawn by S. Dinwiddie),64,72
283,3,5:39.0,,S. Dinwiddie makes free throw 1 of 2,64,73
284,3,5:39.0,G. Williams enters the game for J. Brown,,64,73
285,3,5:39.0,R. Williams enters the game for E. Freedom,,64,73
286,3,5:39.0,,S. Dinwiddie makes free throw 2 of 2,64,74
287,3,5:25.0,G. Williams misses 2-pt layup from 7 ft (block by S. Dinwiddie),,64,74
288,3,5:24.0,Offensive rebound by K. Walker,,64,74
289,3,5:23.0,K. Walker misses 2-pt layup from 2 ft,,64,74
290,3,5:21.0,,Defensive rebound by J. Allen,64,74
291,3,5:08.0,,Turnover by T. Prince (bad pass),64,74
292,3,5:08.0,,I. Shumpert enters the game for J. Harris,64,74
293,3,4:49.0,J. Tatum misses 3-pt jump shot from 23 ft,,64,74
294,3,4:45.0,,Defensive rebound by J. Allen,64,74
295,3,4:41.0,,S. Dinwiddie makes 3-pt jump shot from 29 ft,64,77
296,3,4:29.0,K. Walker misses 2-pt layup from 3 ft,,64,77
297,3,4:21.0,Offensive rebound by R. Williams,,64,77
298,3,4:21.0,R. Williams makes 2-pt layup at rim,,66,77
299,3,4:15.0,,S. Dinwiddie makes 3-pt jump shot from 27 ft,66,80
300,3,4:03.0,K. Walker makes 2-pt layup from 5 ft,,68,80
301,3,4:03.0,Shooting foul by J. Allen (drawn by K. Walker),,68,80
302,3,4:03.0,B. Wanamaker enters the game for M. Smart,,68,80
303,3,4:03.0,,D. Jordan enters the game for J. Allen,68,80
304,3,4:03.0,,G. Temple enters the game for T. Prince,68,80
305,3,4:03.0,K. Walker makes free throw 1 of 1,,69,80
306,3,3:54.0,,Shooting foul by B. Wanamaker (drawn by S. Dinwiddie),69,80
307,3,3:54.0,,S. Dinwiddie makes free throw 1 of 3,69,81
308,3,3:54.0,,S. Dinwiddie makes free throw 2 of 3,69,82
309,3,3:54.0,,S. Dinwiddie makes free throw 3 of 3,69,83
310,3,3:50.0,K. Walker misses 3-pt jump shot from 26 ft,,69,83
311,3,3:45.0,,Defensive rebound by D. Jordan,69,83
312,3,3:32.0,,G. Temple misses 2-pt jump shot from 16 ft,69,83
313,3,3:28.0,Defensive rebound by B. Wanamaker,,69,83
314,3,3:25.0,B. Wanamaker makes 2-pt jump shot from 3 ft,,71,83
315,3,3:13.0,,I. Shumpert misses 3-pt jump shot from 25 ft,71,83
316,3,3:08.0,Defensive rebound by R. Williams,,71,83
317,3,3:01.0,K. Walker misses 3-pt jump shot from 26 ft,,71,83
318,3,2:57.0,,Defensive rebound by D. Musa,71,83
319,3,2:47.0,,D. Musa misses 3-pt jump shot from 29 ft,71,83
320,3,2:43.0,Defensive rebound by R. Williams,,71,83
321,3,2:32.0,R. Williams makes 2-pt hook shot from 8 ft (assist by B. Wanamaker),,73,83
322,3,2:12.0,,Turnover by D. Musa (traveling),73,83
323,3,2:12.0,C. Edwards enters the game for K. Walker,,73,83
324,3,2:12.0,,T. Pinson enters the game for S. Dinwiddie,73,83
325,3,2:00.0,R. Williams makes 2-pt jump shot from 17 ft,,75,83
326,3,1:43.0,,Turnover by T. Pinson (bad pass; steal by J. Tatum),75,83
327,3,1:39.0,J. Tatum makes 2-pt layup from 4 ft,,77,83
328,3,1:15.0,,T. Pinson misses 3-pt jump shot from 26 ft,77,83
329,3,1:13.0,Defensive rebound by R. Williams,,77,83
330,3,1:10.0,B. Wanamaker makes 2-pt layup from 2 ft (assist by C. Edwards),,79,83
331,3,1:10.0,Shooting foul by G. Temple (drawn by B. Wanamaker),,79,83
332,3,1:10.0,B. Wanamaker makes free throw 1 of 1,,80,83
333,3,0:58.0,,G. Temple misses 3-pt jump shot from 27 ft,80,83
334,3,0:55.0,Defensive rebound by C. Edwards,,80,83
335,3,0:48.0,J. Tatum misses 3-pt jump shot from 27 ft,,80,83
336,3,0:43.0,,Defensive rebound by D. Jordan,80,83
337,3,0:41.0,,I. Shumpert makes 2-pt layup from 4 ft (assist by T. Pinson),80,85
338,3,0:31.0,Personal foul by T. Pinson (drawn by B. Wanamaker),,80,85
339,3,0:31.0,B. Wanamaker makes free throw 1 of 2,,81,85
340,3,0:31.0,J. Brown enters the game for J. Tatum,,81,85
341,3,0:31.0,,S. Dinwiddie enters the game for D. Musa,81,85
342,3,0:31.0,,J. Harris enters the game for T. Pinson,81,85
343,3,0:31.0,,T. Prince enters the game for I. Shumpert,81,85
344,3,0:31.0,B. Wanamaker misses free throw 2 of 2,,81,85
345,3,0:26.0,,Defensive rebound by T. Prince,81,85
346,3,0:12.0,,T. Prince misses 3-pt jump shot from 26 ft (block by G. Williams),81,85
347,3,0:06.0,,Offensive rebound by T. Prince,81,85
348,3,0:05.0,,T. Prince makes 2-pt dunk from 1 ft,81,87
349,4,11:49.0,,J. Harris misses 3-pt jump shot from 26 ft,81,87
350,4,11:45.0,Defensive rebound by J. Brown,,81,87
351,4,11:38.0,S. Ojeleye makes 2-pt layup from 2 ft (assist by R. Williams),,83,87
352,4,11:38.0,Shooting foul by T. Pinson (drawn by S. Ojeleye),,83,87
353,4,11:38.0,S. Ojeleye misses free throw 1 of 1,,83,87
354,4,11:35.0,,Defensive rebound by D. Jordan,83,87
355,4,11:10.0,,J. Harris makes 2-pt jump shot from 18 ft (assist by G. Temple),83,89
356,4,10:56.0,Turnover by J. Brown (3 sec),,83,89
357,4,10:46.0,,Turnover by T. Pinson (bad pass; steal by R. Williams),83,89
358,4,10:44.0,Turnover by R. Williams (lost ball; steal by J. Harris),,83,89
359,4,10:24.0,,Turnover by J. Harris (lost ball; steal by C. Edwards),83,89
360,4,10:22.0,Shooting foul by T. Pinson (drawn by S. Ojeleye),,83,89
361,4,10:22.0,S. Ojeleye makes free throw 1 of 2,,84,89
362,4,10:22.0,S. Ojeleye makes free throw 2 of 2,,85,89
363,4,10:12.0,,G. Temple makes 3-pt jump shot from 24 ft (assist by D. Jordan),85,92
364,4,10:01.0,Personal foul by G. Temple (drawn by B. Wanamaker),,85,92
365,4,9:54.0,C. Edwards misses 3-pt jump shot from 27 ft,,85,92
366,4,9:49.0,,Defensive rebound by D. Jordan,85,92
367,4,9:43.0,,G. Temple makes 3-pt jump shot from 24 ft (assist by J. Harris),85,95
368,4,9:43.0,Boston full timeout,,85,95
369,4,9:43.0,E. Freedom enters the game for R. Williams,,85,95
370,4,9:31.0,Turnover by J. Brown (traveling),,85,95
371,4,9:20.0,,I. Shumpert misses 2-pt layup from 4 ft,85,95
372,4,9:16.0,Defensive rebound by C. Edwards,,85,95
373,4,9:14.0,Turnover by S. Ojeleye (bad pass; steal by I. Shumpert),,85,95
374,4,9:06.0,,J. Harris misses 3-pt jump shot from 28 ft,85,95
375,4,9:02.0,Defensive rebound by B. Wanamaker,,85,95
376,4,8:51.0,J. Brown makes 2-pt layup from 4 ft,,87,95
377,4,8:35.0,,D. Jordan makes 2-pt dunk from 2 ft (assist by G. Temple),87,97
378,4,8:20.0,C. Edwards misses 2-pt layup from 3 ft,,87,97
379,4,8:20.0,,Defensive rebound by Team,87,97
380,4,8:20.0,M. Smart enters the game for C. Edwards,,87,97
381,4,8:20.0,,S. Dinwiddie enters the game for T. Pinson,87,97
382,4,8:20.0,,T. Prince enters the game for I. Shumpert,87,97
383,4,8:00.0,,S. Dinwiddie makes 3-pt jump shot from 23 ft,87,100
