,QUARTER,TIME_REMAINING,DALLAS_ACTION,HOUSTON_ACTION,DALLAS_SCORE,HOUSTON_SCORE
0,1,11:44.0,,Turnover by R. Westbrook (bad pass; steal by K. Porziņģis),0,0
1,1,11:40.0,L. Dončić makes 2-pt dunk from 2 ft (assist by T. Hardaway),,2,0
2,1,11:31.0,,Turnover by J. Harden (bad pass; steal by D. Finney-Smith),2,0
3,1,11:27.0,D. Finney-Smith makes 2-pt dunk from 1 ft,,4,0
4,1,11:11.0,,Turnover by C. Capela (lost ball; steal by D. Powell),4,0
5,1,11:00.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by L. Dončić),,7,0
6,1,10:51.0,,J. Harden makes 2-pt layup from 2 ft,7,2
7,1,10:36.0,K. Porziņģis makes 2-pt layup from 3 ft (assist by L. Dončić),,9,2
8,1,10:36.0,Shooting foul by D. House (drawn by K. Porziņģis),,9,2
9,1,10:36.0,K. Porziņģis makes free throw 1 of 1,,10,2
10,1,10:24.0,,C. Capela misses 2-pt hook shot from 11 ft (block by K. Porziņģis),10,2
11,1,10:21.0,Defensive rebound by D. Powell,,10,2
12,1,10:16.0,Turnover by L. Dončić (bad pass),,10,2
13,1,10:03.0,,J. Harden misses 3-pt jump shot from 25 ft,10,2
14,1,10:00.0,Defensive rebound by L. Dončić,,10,2
15,1,9:51.0,L. Dončić makes 3-pt jump shot from 27 ft,,13,2
16,1,9:51.0,Shooting foul by P. Tucker (drawn by L. Dončić),,13,2
17,1,9:51.0,L. Dončić misses free throw 1 of 1,,13,2
18,1,9:48.0,,Defensive rebound by R. Westbrook,13,2
19,1,9:44.0,,R. Westbrook misses 2-pt layup from 7 ft,13,2
20,1,9:41.0,Defensive rebound by D. Finney-Smith,,13,2
21,1,9:35.0,T. Hardaway misses 3-pt jump shot from 23 ft,,13,2
22,1,9:32.0,Offensive rebound by K. Porziņģis,,13,2
23,1,9:31.0,K. Porziņģis misses 2-pt layup from 15 ft,,13,2
24,1,9:27.0,,Defensive rebound by C. Capela,13,2
25,1,9:24.0,,C. Capela makes 2-pt layup at rim (assist by J. Harden),13,4
26,1,9:15.0,L. Dončić makes 3-pt jump shot from 26 ft,,16,4
27,1,8:58.0,,R. Westbrook misses 3-pt jump shot from 25 ft,16,4
28,1,8:57.0,Defensive rebound by D. Powell,,16,4
29,1,8:49.0,K. Porziņģis misses 3-pt jump shot from 28 ft,,16,4
30,1,8:46.0,Offensive rebound by D. Powell,,16,4
31,1,8:46.0,Shooting foul by J. Harden (drawn by D. Powell),,16,4
32,1,8:46.0,D. Powell misses free throw 1 of 2,,16,4
33,1,8:46.0,Offensive rebound by Team,,16,4
34,1,8:46.0,D. Powell misses free throw 2 of 2,,16,4
35,1,8:46.0,Offensive rebound by K. Porziņģis,,16,4
36,1,8:40.0,Turnover by K. Porziņģis (bad pass; steal by P. Tucker),,16,4
37,1,8:34.0,,D. House misses 3-pt jump shot from 25 ft,16,4
38,1,8:34.0,,Offensive rebound by Team,16,4
39,1,8:34.0,Loose ball foul by K. Porziņģis (drawn by C. Capela),,16,4
40,1,8:26.0,,J. Harden misses 3-pt jump shot from 24 ft,16,4
41,1,8:23.0,,Offensive rebound by C. Capela,16,4
42,1,8:21.0,,R. Westbrook makes 3-pt jump shot from 25 ft (assist by J. Harden),16,7
43,1,8:03.0,L. Dončić misses 2-pt jump shot from 6 ft,,16,7
44,1,8:02.0,,Defensive rebound by C. Capela,16,7
45,1,7:56.0,,R. Westbrook misses 3-pt jump shot from 24 ft,16,7
46,1,7:53.0,Defensive rebound by K. Porziņģis,,16,7
47,1,7:43.0,D. Finney-Smith makes 3-pt jump shot from 26 ft (assist by L. Dončić),,19,7
48,1,7:24.0,,D. House misses 2-pt layup from 5 ft,19,7
49,1,7:21.0,,Offensive rebound by C. Capela,19,7
50,1,7:21.0,,C. Capela misses 2-pt layup from 1 ft,19,7
51,1,7:20.0,,Offensive rebound by C. Capela,19,7
52,1,7:19.0,,C. Capela misses 2-pt layup from 2 ft,19,7
53,1,7:17.0,,Offensive rebound by C. Capela,19,7
54,1,7:17.0,,C. Capela misses 2-pt layup from 1 ft,19,7
55,1,7:16.0,Defensive rebound by K. Porziņģis,,19,7
56,1,7:12.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,19,7
57,1,7:10.0,,Defensive rebound by J. Harden,19,7
58,1,7:05.0,,D. House makes 3-pt jump shot from 23 ft (assist by J. Harden),19,10
59,1,6:45.0,T. Hardaway makes 2-pt jump shot from 18 ft (assist by L. Dončić),,21,10
60,1,6:34.0,,Shooting foul by D. Powell (drawn by D. House),21,10
61,1,6:34.0,,Houston full timeout,21,10
62,1,6:34.0,,A. Rivers enters the game for R. Westbrook,21,10
63,1,6:34.0,,D. House makes free throw 1 of 2,21,11
64,1,6:34.0,,D. House makes free throw 2 of 2,21,12
65,1,6:22.0,K. Porziņģis misses 2-pt jump shot from 9 ft,,21,12
66,1,6:19.0,,Defensive rebound by C. Capela,21,12
67,1,6:09.0,,P. Tucker makes 3-pt jump shot from 25 ft (assist by J. Harden),21,15
68,1,5:55.0,L. Dončić misses 2-pt jump shot from 17 ft,,21,15
69,1,5:53.0,,Defensive rebound by C. Capela,21,15
70,1,5:47.0,,Offensive foul by J. Harden (drawn by D. Powell),21,15
71,1,5:47.0,,Turnover by J. Harden (offensive foul),21,15
72,1,5:47.0,M. Kleber enters the game for D. Powell,,21,15
73,1,5:47.0,,B. McLemore enters the game for D. House,21,15
74,1,5:30.0,K. Porziņģis misses 2-pt jump shot from 19 ft,,21,15
75,1,5:28.0,,Defensive rebound by C. Capela,21,15
76,1,5:20.0,,A. Rivers misses 3-pt jump shot from 22 ft,21,15
77,1,5:16.0,,Offensive rebound by C. Capela,21,15
78,1,5:14.0,,A. Rivers misses 3-pt jump shot from 26 ft,21,15
79,1,5:11.0,Defensive rebound by T. Hardaway,,21,15
80,1,5:04.0,D. Finney-Smith misses 2-pt layup from 3 ft,,21,15
81,1,5:03.0,Offensive rebound by D. Finney-Smith,,21,15
82,1,5:03.0,D. Finney-Smith misses 2-pt layup from 1 ft,,21,15
83,1,5:03.0,Offensive rebound by D. Finney-Smith,,21,15
84,1,5:01.0,D. Finney-Smith makes 2-pt layup from 2 ft,,23,15
85,1,4:55.0,,Personal foul by L. Dončić (drawn by J. Harden),23,15
86,1,4:53.0,,J. Harden makes 2-pt layup from 2 ft,23,17
87,1,4:53.0,,Shooting foul by D. Finney-Smith (drawn by J. Harden),23,17
88,1,4:53.0,D. Wright enters the game for D. Finney-Smith,,23,17
89,1,4:53.0,,J. Harden makes free throw 1 of 1,23,18
90,1,4:40.0,L. Dončić misses 2-pt layup from 2 ft,,23,18
91,1,4:36.0,Offensive rebound by K. Porziņģis,,23,18
92,1,4:36.0,K. Porziņģis makes 2-pt dunk at rim,,25,18
93,1,4:30.0,,J. Harden makes 2-pt jump shot from 10 ft,25,20
94,1,4:00.0,L. Dončić misses 3-pt jump shot from 27 ft,,25,20
95,1,3:58.0,,Defensive rebound by B. McLemore,25,20
96,1,3:52.0,,Shooting foul by M. Kleber (drawn by J. Harden),25,20
97,1,3:52.0,,J. Harden makes free throw 1 of 2,25,21
98,1,3:52.0,,T. Chandler enters the game for C. Capela,25,21
99,1,3:52.0,,J. Harden makes free throw 2 of 2,25,22
100,1,3:40.0,Offensive foul by M. Kleber (drawn by P. Tucker),,25,22
101,1,3:40.0,Turnover by M. Kleber (offensive foul),,25,22
102,1,3:40.0,D. Powell enters the game for M. Kleber,,25,22
103,1,3:24.0,,Turnover by J. Harden (bad pass; steal by K. Porziņģis),25,22
104,1,3:19.0,L. Dončić misses 2-pt layup from 1 ft,,25,22
105,1,3:16.0,Offensive rebound by T. Hardaway,,25,22
106,1,3:16.0,T. Hardaway makes 2-pt layup from 1 ft,,27,22
107,1,3:08.0,,Shooting foul by D. Powell (drawn by B. McLemore),27,22
108,1,3:08.0,,B. McLemore makes free throw 1 of 2,27,23
109,1,3:08.0,D. Finney-Smith enters the game for T. Hardaway,,27,23
110,1,3:08.0,J. Jackson enters the game for D. Powell,,27,23
111,1,3:08.0,,T. Sefolosha enters the game for P. Tucker,27,23
112,1,3:08.0,,B. McLemore makes free throw 2 of 2,27,24
113,1,2:47.0,D. Wright makes 2-pt layup from 3 ft (assist by D. Finney-Smith),,29,24
114,1,2:41.0,,J. Harden makes 3-pt jump shot from 27 ft,29,27
115,1,2:33.0,Dallas full timeout,,29,27
116,1,2:33.0,S. Curry enters the game for D. Finney-Smith,,29,27
117,1,2:33.0,,R. Westbrook enters the game for J. Harden,29,27
118,1,2:21.0,L. Dončić makes 3-pt jump shot from 26 ft,,32,27
119,1,2:05.0,,Shooting foul by J. Jackson (drawn by R. Westbrook),32,27
120,1,2:05.0,,R. Westbrook makes free throw 1 of 2,32,28
121,1,2:05.0,,R. Westbrook makes free throw 2 of 2,32,29
122,1,1:54.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,32,29
123,1,1:50.0,,Defensive rebound by R. Westbrook,32,29
124,1,1:46.0,,Turnover by R. Westbrook (bad pass; steal by S. Curry),32,29
125,1,1:42.0,D. Wright makes 2-pt layup from 2 ft (assist by S. Curry),,34,29
126,1,1:42.0,Shooting foul by B. McLemore (drawn by D. Wright),,34,29
127,1,1:42.0,J. Brunson enters the game for L. Dončić,,34,29
128,1,1:42.0,D. Wright makes free throw 1 of 1,,35,29
129,1,1:41.0,,Turnover by R. Westbrook (traveling),35,29
130,1,1:32.0,J. Jackson misses 3-pt jump shot from 26 ft,,35,29
131,1,1:30.0,,Defensive rebound by B. McLemore,35,29
132,1,1:24.0,,B. McLemore misses 3-pt jump shot from 26 ft,35,29
133,1,1:18.0,Defensive rebound by D. Wright,,35,29
134,1,1:09.0,J. Brunson makes 2-pt layup from 3 ft (assist by K. Porziņģis),,37,29
135,1,1:09.0,Shooting foul by B. McLemore (drawn by J. Brunson),,37,29
136,1,1:09.0,J. Brunson makes free throw 1 of 1,,38,29
137,1,1:03.0,,R. Westbrook misses 2-pt layup from 4 ft,38,29
138,1,1:02.0,Defensive rebound by K. Porziņģis,,38,29
139,1,0:51.0,K. Porziņģis makes 2-pt hook shot from 6 ft (assist by J. Brunson),,40,29
140,1,0:51.0,Shooting foul by T. Chandler (drawn by K. Porziņģis),,40,29
141,1,0:51.0,D. Finney-Smith enters the game for J. Brunson,,40,29
142,1,0:51.0,,C. Capela enters the game for T. Chandler,40,29
143,1,0:51.0,,J. Harden enters the game for T. Sefolosha,40,29
144,1,0:51.0,K. Porziņģis makes free throw 1 of 1,,41,29
145,1,0:45.0,,C. Capela misses 2-pt layup from 3 ft,41,29
146,1,0:43.0,Defensive rebound by K. Porziņģis,,41,29
147,1,0:30.0,S. Curry makes 2-pt layup from 4 ft (assist by K. Porziņģis),,43,29
148,1,0:30.0,,Violation by Team (def goaltending),43,29
149,1,0:10.0,,J. Harden misses 3-pt jump shot from 28 ft,43,29
150,1,0:09.0,Defensive rebound by Team,,43,29
151,1,0:00.0,D. Wright misses 2-pt layup from 3 ft,,43,29
152,1,0:00.0,Offensive rebound by K. Porziņģis,,43,29
153,1,0:00.0,K. Porziņģis makes 2-pt layup at rim,,45,29
154,2,11:47.0,D. Wright makes 2-pt layup from 3 ft,,47,29
155,2,11:47.0,,Violation by Team (def goaltending),47,29
156,2,11:40.0,,R. Westbrook makes 2-pt layup from 1 ft,47,31
157,2,11:29.0,D. Wright misses 2-pt layup from 2 ft,,47,31
158,2,11:27.0,Offensive rebound by D. Finney-Smith,,47,31
159,2,11:27.0,D. Finney-Smith misses 2-pt layup at rim,,47,31
160,2,11:26.0,,Defensive rebound by C. Capela,47,31
161,2,11:19.0,,R. Westbrook misses 3-pt jump shot from 23 ft,47,31
162,2,11:15.0,Defensive rebound by D. Finney-Smith,,47,31
163,2,11:00.0,Personal foul by R. Westbrook (drawn by J. Jackson),,47,31
164,2,11:00.0,,P. Tucker enters the game for A. Rivers,47,31
165,2,10:45.0,Turnover by D. Finney-Smith (bad pass; steal by D. House),,47,31
166,2,10:35.0,,J. Harden makes 2-pt layup from 3 ft (assist by C. Capela),47,33
167,2,10:35.0,,Shooting foul by D. Finney-Smith (drawn by J. Harden),47,33
168,2,10:35.0,T. Hardaway enters the game for D. Finney-Smith,,47,33
169,2,10:35.0,,J. Harden misses free throw 1 of 1,47,33
170,2,10:35.0,Defensive rebound by J. Jackson,,47,33
171,2,10:18.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by D. Wright),,50,33
172,2,9:58.0,,D. House misses 3-pt jump shot from 23 ft,50,33
173,2,9:57.0,Defensive rebound by S. Curry,,50,33
174,2,9:44.0,S. Curry misses 2-pt jump shot from 14 ft,,50,33
175,2,9:42.0,,Defensive rebound by C. Capela,50,33
176,2,9:36.0,,R. Westbrook makes 2-pt layup from 2 ft (assist by J. Harden),50,35
177,2,9:16.0,S. Curry misses 2-pt jump shot from 11 ft,,50,35
178,2,9:10.0,Offensive rebound by D. Wright,,50,35
179,2,9:10.0,D. Wright makes 2-pt dunk at rim,,52,35
180,2,8:54.0,,Shooting foul by S. Curry (drawn by R. Westbrook),52,35
181,2,8:54.0,,Instant Replay (Request: Stands),52,35
182,2,8:54.0,,R. Westbrook misses free throw 1 of 2,52,35
183,2,8:54.0,,Offensive rebound by Team,52,35
184,2,8:54.0,,B. McLemore enters the game for C. Capela,52,35
185,2,8:54.0,,R. Westbrook makes free throw 2 of 2,52,36
186,2,8:41.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by D. Wright),,55,36
187,2,8:32.0,Violation by Team (kicked ball),,55,36
188,2,8:27.0,,P. Tucker makes 2-pt layup from 1 ft (assist by R. Westbrook),55,38
189,2,8:02.0,T. Hardaway misses 3-pt jump shot from 29 ft,,55,38
190,2,8:02.0,,Defensive rebound by Team,55,38
191,2,7:51.0,,J. Harden makes 2-pt layup from 2 ft,55,40
192,2,7:34.0,Turnover by T. Hardaway (lost ball; steal by P. Tucker),,55,40
193,2,7:30.0,,P. Tucker makes 2-pt layup from 1 ft (assist by R. Westbrook),55,42
194,2,7:30.0,Dallas full timeout,,55,42
195,2,7:30.0,,A. Rivers enters the game for R. Westbrook,55,42
196,2,7:19.0,Turnover by D. Powell (off goaltending),,55,42
197,2,7:11.0,,J. Harden makes 2-pt layup from 3 ft,55,44
198,2,7:01.0,T. Hardaway makes 2-pt layup from 3 ft,,57,44
199,2,7:01.0,Shooting foul by J. Harden (drawn by T. Hardaway),,57,44
200,2,7:01.0,L. Dončić enters the game for S. Curry,,57,44
201,2,7:01.0,D. Finney-Smith enters the game for J. Jackson,,57,44
202,2,7:01.0,T. Hardaway misses free throw 1 of 1,,57,44
203,2,7:01.0,,Defensive rebound by Team,57,44
204,2,6:50.0,,D. House makes 3-pt jump shot from 25 ft (assist by A. Rivers),57,47
205,2,6:28.0,D. Wright misses 3-pt jump shot from 24 ft,,57,47
206,2,6:26.0,,Defensive rebound by B. McLemore,57,47
207,2,6:20.0,,J. Harden misses 3-pt jump shot from 26 ft,57,47
208,2,6:19.0,Defensive rebound by Team,,57,47
209,2,6:19.0,K. Porziņģis enters the game for D. Powell,,57,47
