,QUARTER,TIME_REMAINING,ORLANDO_ACTION,SACRAMENTO_ACTION,ORLANDO_SCORE,SACRAMENTO_SCORE
28,1,7:30.0,Shooting foul by B. Hield (drawn by E. Fournier),,9,13
29,1,7:30.0,E. Fournier makes free throw 1 of 3,,10,13
30,1,7:30.0,E. Fournier makes free throw 2 of 3,,11,13
31,1,7:30.0,E. Fournier makes free throw 3 of 3,,12,13
32,1,7:11.0,,D. Fox makes 2-pt jump shot from 24 ft,12,15
33,1,6:53.0,A. Gordon misses 2-pt jump shot from 17 ft,,12,15
34,1,6:47.0,Offensive rebound by K. Birch,,12,15
35,1,6:45.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by E. Fournier),,15,15
36,1,6:32.0,,N. Bjelica misses 2-pt layup from 8 ft,15,15
37,1,6:30.0,Defensive rebound by N. Vučević,,15,15
38,1,6:08.0,N. Vučević makes 2-pt layup from 3 ft,,17,15
39,1,6:08.0,T. Ross enters the game for A. Gordon,,17,15
40,1,5:59.0,,B. Hield misses 3-pt jump shot from 25 ft,17,15
41,1,5:56.0,Defensive rebound by T. Ross,,17,15
42,1,5:42.0,N. Vučević misses 2-pt hook shot from 8 ft,,17,15
43,1,5:39.0,,Defensive rebound by N. Bjelica,17,15
44,1,5:38.0,,Personal foul by E. Fournier (drawn by D. Fox),17,15
45,1,5:38.0,,T. Ariza enters the game for H. Barnes,17,15
46,1,5:38.0,,M. Bagley enters the game for H. Giles,17,15
47,1,5:33.0,,D. Fox makes 3-pt jump shot from 27 ft,17,18
48,1,5:15.0,E. Fournier makes 3-pt jump shot from 25 ft,,20,18
49,1,4:55.0,,N. Bjelica makes 3-pt jump shot from 23 ft (assist by T. Ariza),20,21
50,1,4:37.0,Shooting foul by N. Bjelica (drawn by N. Vučević),,20,21
51,1,4:37.0,N. Vučević makes free throw 1 of 2,,21,21
52,1,4:37.0,D. Augustin enters the game for E. Fournier,,21,21
53,1,4:37.0,W. Iwundu enters the game for M. Fultz,,21,21
54,1,4:37.0,N. Vučević makes free throw 2 of 2,,22,21
55,1,4:24.0,,Turnover by D. Fox (bad pass; steal by T. Ross),22,21
56,1,4:17.0,N. Vučević misses 3-pt jump shot from 26 ft,,22,21
57,1,4:13.0,,Defensive rebound by D. Fox,22,21
58,1,4:06.0,,T. Ariza misses 3-pt jump shot from 25 ft,22,21
59,1,4:03.0,Defensive rebound by W. Iwundu,,22,21
60,1,3:50.0,K. Birch makes 2-pt dunk from 2 ft (assist by N. Vučević),,24,21
61,1,3:43.0,,Sacramento full timeout,24,21
62,1,7:11.0,,Instant Replay (Request: Ruling Stands),24,21
63,1,7:11.0,,C. Joseph enters the game for D. Fox,24,21
64,1,3:36.0,,Turnover by N. Bjelica (bad pass; steal by T. Ross),24,21
65,1,3:35.0,Personal foul by T. Ariza (drawn by T. Ross),,24,21
66,1,3:19.0,T. Ross misses 3-pt jump shot from 26 ft,,24,21
67,1,3:15.0,,Defensive rebound by B. Hield,24,21
68,1,3:11.0,,B. Hield misses 3-pt jump shot from 29 ft,24,21
69,1,3:07.0,Defensive rebound by N. Vučević,,24,21
70,1,2:59.0,K. Birch makes 2-pt hook shot from 7 ft (assist by W. Iwundu),,26,21
71,1,2:46.0,,M. Bagley misses 2-pt hook shot from 6 ft,26,21
72,1,2:42.0,Defensive rebound by N. Vučević,,26,21
73,1,2:28.0,N. Vučević misses 2-pt hook shot from 5 ft,,26,21
74,1,2:26.0,,Defensive rebound by C. Joseph,26,21
75,1,2:08.0,,M. Bagley misses 2-pt layup from 2 ft (block by N. Vučević),26,21
76,1,2:03.0,,Offensive rebound by M. Bagley,26,21
77,1,2:02.0,,M. Bagley makes 2-pt layup from 1 ft,26,23
78,1,1:50.0,Turnover by N. Vučević (bad pass),,26,23
79,1,1:50.0,M. Bamba enters the game for K. Birch,,26,23
80,1,1:50.0,A. Gordon enters the game for N. Vučević,,26,23
81,1,1:50.0,,H. Barnes enters the game for N. Bjelica,26,23
82,1,1:40.0,,M. Bagley misses 2-pt jump shot from 13 ft,26,23
83,1,1:38.0,Defensive rebound by D. Augustin,,26,23
84,1,1:25.0,D. Augustin makes 3-pt jump shot from 28 ft (assist by W. Iwundu),,29,23
85,1,1:14.0,,Personal foul by W. Iwundu (drawn by H. Barnes),29,23
86,1,1:05.0,,M. Bagley makes 2-pt dunk at rim (assist by B. Hield),29,25
87,1,0:52.0,M. Bamba misses 3-pt jump shot from 26 ft,,29,25
88,1,0:48.0,,Defensive rebound by B. Hield,29,25
89,1,0:47.0,,Turnover by B. Hield (bad pass; steal by T. Ross),29,25
90,1,0:43.0,W. Iwundu misses 3-pt jump shot from 26 ft,,29,25
91,1,0:41.0,Offensive rebound by M. Bamba,,29,25
92,1,0:41.0,M. Bamba makes 2-pt dunk from 2 ft,,31,25
93,1,0:32.0,,B. Hield misses 2-pt layup from 2 ft,31,25
94,1,0:29.0,Defensive rebound by M. Bamba,,31,25
95,1,0:24.0,A. Gordon misses 2-pt layup from 3 ft,,31,25
96,1,0:24.0,Offensive rebound by A. Gordon,,31,25
97,1,0:24.0,A. Gordon makes 2-pt layup from 3 ft,,33,25
98,1,0:24.0,,Violation by Team (def goaltending),33,25
99,1,0:03.0,,B. Hield misses 3-pt jump shot from 25 ft,33,25
100,1,0:00.0,Defensive rebound by A. Gordon,,33,25
101,1,0:00.0,A. Gordon misses 3-pt jump shot from 53 ft,,33,25
102,1,0:00.0,Offensive rebound by Team,,33,25
103,2,11:53.0,Personal foul by M. Bagley (drawn by M. Bamba),,33,25
104,2,11:36.0,W. Iwundu misses 2-pt jump shot from 13 ft (block by J. James),,33,25
105,2,11:33.0,,Defensive rebound by H. Barnes,33,25
106,2,11:30.0,,T. Ariza misses 3-pt jump shot from 26 ft,33,25
107,2,11:30.0,Defensive rebound by A. Gordon,,33,25
108,2,11:23.0,W. Iwundu makes 3-pt jump shot from 23 ft (assist by T. Ross),,36,25
109,2,10:57.0,,H. Barnes misses 2-pt layup from 4 ft,36,25
110,2,10:50.0,,Offensive rebound by M. Bagley,36,25
111,2,10:50.0,,M. Bagley makes 2-pt layup at rim,36,27
112,2,10:28.0,W. Iwundu makes 3-pt jump shot from 25 ft,,39,27
113,2,10:10.0,,J. James misses 3-pt jump shot from 26 ft,39,27
114,2,10:08.0,Defensive rebound by M. Bamba,,39,27
115,2,9:59.0,M. Bamba misses 3-pt jump shot from 24 ft,,39,27
116,2,9:58.0,Offensive rebound by Team,,39,27
117,2,9:58.0,,Loose ball foul by J. James (drawn by W. Iwundu),39,27
118,2,9:58.0,,D. Dedmon enters the game for M. Bagley,39,27
119,2,9:48.0,D. Augustin misses 2-pt hook shot from 6 ft,,39,27
120,2,9:46.0,,Defensive rebound by J. James,39,27
121,2,9:40.0,,Turnover by T. Ariza (bad pass; steal by M. Bamba),39,27
122,2,9:35.0,T. Ross misses 3-pt jump shot from 25 ft,,39,27
123,2,9:31.0,,Defensive rebound by H. Barnes,39,27
124,2,9:22.0,,H. Barnes makes 2-pt layup from 2 ft,39,29
125,2,9:22.0,Violation by Team (def goaltending),,39,29
126,2,8:59.0,D. Augustin misses 3-pt jump shot from 26 ft,,39,29
127,2,8:57.0,,Defensive rebound by D. Dedmon,39,29
128,2,8:51.0,,Shooting foul by M. Bamba (drawn by D. Dedmon),39,29
129,2,8:51.0,,D. Dedmon makes free throw 1 of 2,39,30
130,2,8:51.0,E. Fournier enters the game for A. Gordon,,39,30
131,2,8:51.0,,D. Fox enters the game for J. James,39,30
132,2,8:51.0,,D. Dedmon makes free throw 2 of 2,39,31
133,2,8:28.0,E. Fournier misses 2-pt jump shot from 9 ft,,39,31
134,2,8:26.0,,Defensive rebound by D. Dedmon,39,31
135,2,8:21.0,,D. Dedmon misses 3-pt jump shot from 26 ft,39,31
136,2,8:17.0,Defensive rebound by W. Iwundu,,39,31
137,2,8:11.0,W. Iwundu misses 2-pt jump shot from 7 ft,,39,31
138,2,8:11.0,,Defensive rebound by D. Dedmon,39,31
139,2,8:03.0,,Personal foul by T. Ross (drawn by H. Barnes),39,31
140,2,8:03.0,M. Fultz enters the game for M. Bamba,,39,31
141,2,8:03.0,N. Vučević enters the game for T. Ross,,39,31
142,2,8:00.0,,C. Joseph misses 3-pt jump shot from 25 ft,39,31
143,2,7:53.0,Defensive rebound by N. Vučević,,39,31
144,2,7:49.0,N. Vučević misses 2-pt jump shot from 14 ft,,39,31
145,2,7:46.0,,Defensive rebound by C. Joseph,39,31
146,2,7:37.0,,D. Dedmon misses 2-pt jump shot from 19 ft,39,31
147,2,7:32.0,Defensive rebound by N. Vučević,,39,31
148,2,7:22.0,M. Fultz misses 2-pt layup from 2 ft,,39,31
149,2,7:21.0,Offensive rebound by N. Vučević,,39,31
150,2,7:21.0,N. Vučević makes 2-pt layup from 1 ft,,41,31
151,2,7:21.0,,Sacramento full timeout,41,31
152,2,7:21.0,,B. Hield enters the game for C. Joseph,41,31
153,2,7:08.0,,H. Barnes makes 2-pt jump shot from 9 ft (assist by D. Fox),41,33
154,2,7:08.0,,Shooting foul by W. Iwundu (drawn by H. Barnes),41,33
155,2,7:08.0,,H. Barnes makes free throw 1 of 1,41,34
156,2,6:52.0,N. Vučević misses 2-pt hook shot from 7 ft,,41,34
157,2,6:49.0,,Defensive rebound by T. Ariza,41,34
158,2,6:40.0,,H. Barnes misses 2-pt jump shot from 5 ft,41,34
159,2,6:38.0,Defensive rebound by D. Augustin,,41,34
160,2,6:20.0,M. Fultz makes 2-pt jump shot from 16 ft,,43,34
161,2,6:00.0,,B. Hield makes 2-pt jump shot from 17 ft,43,36
162,2,5:38.0,Shooting foul by D. Dedmon (drawn by E. Fournier),,43,36
163,2,5:38.0,E. Fournier makes free throw 1 of 2,,44,36
164,2,5:38.0,K. Birch enters the game for W. Iwundu,,44,36
165,2,5:38.0,,N. Bjelica enters the game for D. Dedmon,44,36
166,2,5:38.0,E. Fournier makes free throw 2 of 2,,45,36
167,2,5:26.0,,D. Fox makes 2-pt layup from 2 ft,45,38
168,2,5:15.0,Def 3 sec tech foul by Team,,45,38
169,2,5:15.0,D. Augustin makes technical free throw,,46,38
170,2,5:13.0,M. Fultz makes 2-pt layup from 2 ft (assist by E. Fournier),,48,38
171,2,5:01.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by D. Fox),48,41
172,2,4:39.0,N. Vučević makes 2-pt jump shot from 11 ft (assist by M. Fultz),,50,41
173,2,4:30.0,,D. Fox misses 2-pt layup from 2 ft,50,41
174,2,4:27.0,Defensive rebound by N. Vučević,,50,41
175,2,4:14.0,N. Vučević misses 2-pt hook shot from 8 ft,,50,41
176,2,4:12.0,,Defensive rebound by N. Bjelica,50,41
177,2,4:05.0,,D. Fox misses 2-pt layup from 2 ft,50,41
178,2,4:04.0,,Offensive rebound by D. Fox,50,41
179,2,4:00.0,,N. Bjelica makes 2-pt dunk from 1 ft (assist by T. Ariza),50,43
180,2,3:42.0,E. Fournier makes 2-pt layup from 3 ft,,52,43
181,2,3:42.0,Shooting foul by N. Bjelica (drawn by E. Fournier),,52,43
182,2,3:42.0,A. Gordon enters the game for D. Augustin,,52,43
183,2,3:42.0,T. Ross enters the game for K. Birch,,52,43
184,2,3:42.0,E. Fournier makes free throw 1 of 1,,53,43
185,2,3:30.0,,N. Bjelica makes 3-pt jump shot from 29 ft (assist by B. Hield),53,46
186,2,3:13.0,A. Gordon misses 2-pt jump shot from 22 ft,,53,46
187,2,3:09.0,,Defensive rebound by H. Barnes,53,46
188,2,3:04.0,,D. Fox makes 2-pt jump shot from 17 ft,53,48
189,2,2:57.0,Orlando full timeout,,53,48
190,2,2:49.0,A. Gordon makes 2-pt layup from 3 ft,,55,48
191,2,2:49.0,Shooting foul by D. Fox (drawn by A. Gordon),,55,48
192,2,2:49.0,A. Gordon makes free throw 1 of 1,,56,48
193,2,2:37.0,,H. Barnes misses 3-pt jump shot from 23 ft,56,48
194,2,2:33.0,Defensive rebound by T. Ross,,56,48
195,2,2:23.0,A. Gordon makes 2-pt dunk from 2 ft (assist by E. Fournier),,58,48
196,2,2:15.0,,N. Bjelica misses 3-pt jump shot from 25 ft,58,48
197,2,2:15.0,Defensive rebound by M. Fultz,,58,48
198,2,2:06.0,N. Vučević misses 3-pt jump shot from 26 ft,,58,48
199,2,2:02.0,Offensive rebound by M. Fultz,,58,48
200,2,2:01.0,M. Fultz makes 2-pt jump shot from 10 ft,,60,48
201,2,1:43.0,,Turnover by H. Barnes (out of bounds lost ball),60,48
202,2,1:43.0,,Instant Replay (Challenge: Ruling Stands),60,48
203,2,1:29.0,M. Fultz makes 3-pt jump shot from 24 ft (assist by E. Fournier),,63,48
204,2,1:11.0,,B. Hield misses 2-pt jump shot from 9 ft,63,48
205,2,1:08.0,Defensive rebound by A. Gordon,,63,48
206,2,1:02.0,Personal foul by B. Hield (drawn by E. Fournier),,63,48
207,2,1:02.0,E. Fournier makes free throw 1 of 2,,64,48
208,2,1:02.0,E. Fournier makes free throw 2 of 2,,65,48
209,2,0:49.0,,N. Bjelica makes 2-pt dunk from 1 ft (assist by B. Hield),65,50
210,2,0:35.0,E. Fournier misses 3-pt jump shot from 26 ft,,65,50
211,2,0:32.0,,Defensive rebound by D. Fox,65,50
212,2,0:24.0,,D. Fox makes 2-pt layup from 2 ft,65,52
213,2,0:03.0,M. Fultz misses 2-pt jump shot from 14 ft,,65,52
214,2,0:03.0,,Defensive rebound by H. Barnes,65,52
215,3,11:43.0,A. Gordon misses 2-pt jump shot from 10 ft,,65,52
216,3,11:38.0,,Defensive rebound by N. Bjelica,65,52
217,3,11:29.0,,Turnover by H. Barnes (bad pass),65,52
218,3,11:12.0,E. Fournier misses 2-pt jump shot from 13 ft,,65,52
219,3,11:08.0,,Defensive rebound by D. Fox,65,52
220,3,11:04.0,,D. Fox makes 2-pt jump shot from 8 ft,65,54
221,3,10:44.0,M. Fultz makes 2-pt jump shot from 14 ft (assist by A. Gordon),,67,54
222,3,10:29.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by H. Barnes),67,57
223,3,10:10.0,Turnover by M. Fultz (lost ball; steal by N. Bjelica),,67,57
224,3,10:01.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by D. Fox),67,60
225,3,9:38.0,Shooting foul by H. Giles (drawn by A. Gordon),,67,60
226,3,9:38.0,A. Gordon misses free throw 1 of 2,,67,60
227,3,9:38.0,Offensive rebound by Team,,67,60
228,3,9:38.0,A. Gordon misses free throw 2 of 2,,67,60
229,3,9:36.0,,Defensive rebound by H. Giles,67,60
230,3,9:27.0,,D. Fox makes 3-pt jump shot from 25 ft (assist by H. Giles),67,63
231,3,9:26.0,Orlando full timeout,,67,63
232,3,9:11.0,Shooting foul by H. Giles (drawn by N. Vučević),,67,63
233,3,9:11.0,N. Vučević makes free throw 1 of 2,,68,63
234,3,9:11.0,N. Vučević makes free throw 2 of 2,,69,63
235,3,8:59.0,,D. Fox misses 2-pt jump shot from 9 ft,69,63
236,3,8:56.0,Defensive rebound by N. Vučević,,69,63
237,3,8:50.0,M. Fultz makes 2-pt layup from 2 ft,,71,63
238,3,8:40.0,,Turnover by B. Hield (step out of bounds),71,63
239,3,8:18.0,N. Vučević makes 2-pt jump shot from 10 ft,,73,63
240,3,8:07.0,,H. Giles misses 2-pt dunk from 4 ft (block by A. Gordon),73,63
241,3,8:07.0,,Offensive rebound by Team,73,63
242,3,7:59.0,,H. Giles makes 2-pt jump shot from 16 ft (assist by N. Bjelica),73,65
243,3,7:40.0,A. Gordon misses 3-pt jump shot from 25 ft,,73,65
244,3,7:37.0,,Defensive rebound by H. Giles,73,65
245,3,7:23.0,,D. Fox misses 2-pt jump shot from 12 ft,73,65
246,3,7:20.0,Defensive rebound by A. Gordon,,73,65
247,3,7:13.0,E. Fournier misses 3-pt jump shot from 26 ft,,73,65
248,3,7:10.0,,Defensive rebound by N. Bjelica,73,65
249,3,6:56.0,,B. Hield makes 2-pt jump shot from 19 ft (assist by H. Giles),73,67
250,3,6:36.0,Turnover by N. Vučević (lost ball; steal by B. Hield),,73,67
251,3,6:22.0,,B. Hield makes 2-pt jump shot from 15 ft (assist by H. Giles),73,69
252,3,6:04.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by K. Birch),,76,69
253,3,5:47.0,,H. Giles misses 2-pt hook shot from 7 ft (block by N. Vučević),76,69
254,3,5:43.0,Defensive rebound by N. Vučević,,76,69
255,3,5:39.0,N. Vučević misses 2-pt layup from 3 ft,,76,69
256,3,5:38.0,Offensive rebound by N. Vučević,,76,69
257,3,5:38.0,N. Vučević makes 2-pt layup from 1 ft,,78,69
258,3,5:38.0,,Sacramento full timeout,78,69
259,3,5:38.0,T. Ross enters the game for A. Gordon,,78,69
260,3,5:38.0,,T. Ariza enters the game for H. Barnes,78,69
261,3,5:38.0,,M. Bagley enters the game for H. Giles,78,69
262,3,5:27.0,,N. Bjelica makes 3-pt jump shot from 23 ft (assist by D. Fox),78,72
263,3,5:14.0,Shooting foul by M. Bagley (drawn by M. Fultz),,78,72
264,3,5:14.0,M. Fultz misses free throw 1 of 2,,78,72
265,3,5:14.0,Offensive rebound by Team,,78,72
266,3,5:14.0,M. Fultz makes free throw 2 of 2,,79,72
267,3,5:01.0,,M. Bagley makes 2-pt hook shot from 7 ft (assist by D. Fox),79,74
268,3,4:43.0,Turnover by M. Fultz (lost ball; steal by N. Bjelica),,79,74
269,3,4:28.0,,B. Hield misses 3-pt jump shot from 24 ft,79,74
270,3,4:24.0,Defensive rebound by T. Ross,,79,74
271,3,4:14.0,E. Fournier misses 3-pt jump shot from 27 ft,,79,74
272,3,4:09.0,,Defensive rebound by N. Bjelica,79,74
273,3,3:59.0,,M. Bagley misses 3-pt jump shot from 26 ft,79,74
274,3,3:59.0,Defensive rebound by T. Ross,,79,74
275,3,3:47.0,Shooting foul by M. Bagley (drawn by E. Fournier),,79,74
276,3,3:47.0,E. Fournier makes free throw 1 of 2,,80,74
277,3,3:47.0,D. Augustin enters the game for M. Fultz,,80,74
278,3,3:47.0,,C. Joseph enters the game for D. Fox,80,74
279,3,3:47.0,E. Fournier makes free throw 2 of 2,,81,74
280,3,3:38.0,,Shooting foul by N. Vučević (drawn by M. Bagley),81,74
281,3,3:38.0,,M. Bagley makes free throw 1 of 2,81,75
282,3,3:38.0,W. Iwundu enters the game for E. Fournier,,81,75
283,3,3:38.0,,M. Bagley makes free throw 2 of 2,81,76
284,3,3:21.0,Shooting foul by T. Ariza (drawn by T. Ross),,81,76
285,3,3:21.0,T. Ross makes free throw 1 of 3,,82,76
286,3,3:21.0,T. Ross makes free throw 2 of 3,,83,76
287,3,3:21.0,T. Ross makes free throw 3 of 3,,84,76
288,3,3:10.0,,Personal foul by K. Birch (drawn by N. Bjelica),84,76
289,3,3:00.0,,Turnover by M. Bagley (traveling),84,76
290,3,2:36.0,N. Vučević misses 2-pt jump shot from 19 ft,,84,76
291,3,2:31.0,,Defensive rebound by B. Hield,84,76
292,3,2:26.0,,M. Bagley makes 2-pt dunk at rim (assist by B. Hield),84,78
293,3,2:06.0,N. Vučević misses 2-pt hook shot from 3 ft (block by M. Bagley),,84,78
294,3,2:02.0,,Defensive rebound by N. Bjelica,84,78
295,3,1:55.0,,M. Bagley makes 2-pt layup from 2 ft (assist by C. Joseph),84,80
296,3,1:30.0,D. Augustin makes 2-pt layup from 3 ft,,86,80
297,3,1:19.0,,N. Bjelica misses 3-pt jump shot from 29 ft,86,80
298,3,1:15.0,Defensive rebound by T. Ross,,86,80
299,3,1:15.0,M. Bamba enters the game for K. Birch,,86,80
300,3,1:15.0,A. Gordon enters the game for N. Vučević,,86,80
301,3,1:15.0,,H. Barnes enters the game for N. Bjelica,86,80
302,3,0:54.0,W. Iwundu misses 2-pt jump shot from 18 ft,,86,80
303,3,0:50.0,,Defensive rebound by M. Bagley,86,80
304,3,0:40.0,,B. Hield makes 3-pt jump shot from 26 ft,86,83
305,3,0:23.0,Turnover by D. Augustin (lost ball; steal by B. Hield),,86,83
306,3,0:18.0,,T. Ariza makes 2-pt layup from 2 ft (assist by B. Hield),86,85
307,3,0:02.0,D. Augustin misses 3-pt jump shot from 26 ft,,86,85
308,3,0:02.0,,Defensive rebound by M. Bagley,86,85
309,4,11:38.0,,H. Barnes misses 2-pt hook shot from 7 ft,86,85
310,4,11:35.0,Defensive rebound by M. Bamba,,86,85
311,4,11:17.0,M. Bamba makes 2-pt dunk at rim (assist by D. Augustin),,88,85
312,4,10:58.0,,T. Ariza misses 3-pt jump shot from 25 ft,88,85
313,4,10:54.0,Defensive rebound by D. Augustin,,88,85
314,4,10:45.0,D. Augustin misses 3-pt jump shot from 25 ft,,88,85
315,4,10:43.0,,Defensive rebound by C. Joseph,88,85
316,4,10:37.0,,T. Ariza misses 3-pt jump shot from 25 ft,88,85
317,4,10:33.0,Defensive rebound by T. Ross,,88,85
318,4,10:19.0,A. Gordon makes 2-pt hook shot from 7 ft,,90,85
319,4,10:03.0,,M. Bagley misses 2-pt layup from 5 ft (block by M. Bamba),90,85
320,4,10:01.0,Defensive rebound by D. Augustin,,90,85
321,4,10:01.0,Personal foul by D. Fox (drawn by D. Augustin),,90,85
322,4,9:49.0,E. Fournier misses 3-pt jump shot from 26 ft,,90,85
323,4,9:45.0,,Defensive rebound by T. Ariza,90,85
324,4,9:38.0,,Shooting foul by E. Fournier (drawn by D. Fox),90,85
325,4,9:38.0,,D. Fox makes free throw 1 of 2,90,86
326,4,9:38.0,,D. Fox makes free throw 2 of 2,90,87
327,4,9:23.0,T. Ross misses 2-pt jump shot from 13 ft (block by M. Bagley),,90,87
328,4,9:19.0,,Defensive rebound by H. Barnes,90,87
329,4,9:16.0,,Personal foul by T. Ross (drawn by M. Bagley),90,87
330,4,9:08.0,,D. Fox misses 3-pt jump shot from 25 ft,90,87
331,4,9:06.0,Defensive rebound by A. Gordon,,90,87
332,4,8:57.0,A. Gordon makes 2-pt jump shot from 13 ft,,92,87
333,4,8:45.0,,M. Bagley makes 2-pt layup from 4 ft (assist by D. Fox),92,89
334,4,8:45.0,,Shooting foul by M. Bamba (drawn by M. Bagley),92,89
335,4,8:45.0,,M. Bagley misses free throw 1 of 1,92,89
336,4,8:42.0,Defensive rebound by A. Gordon,,92,89
337,4,8:29.0,A. Gordon misses 2-pt layup from 3 ft,,92,89
338,4,8:25.0,Offensive rebound by A. Gordon,,92,89
339,4,8:25.0,A. Gordon misses 2-pt layup at rim,,92,89
340,4,8:24.0,Offensive rebound by M. Bamba,,92,89
341,4,8:24.0,M. Bamba misses 2-pt jump shot at rim,,92,89
342,4,8:20.0,Offensive rebound by A. Gordon,,92,89
343,4,8:20.0,A. Gordon makes 2-pt layup at rim,,94,89
344,4,8:10.0,,H. Barnes misses 3-pt jump shot from 25 ft,94,89
345,4,8:09.0,Defensive rebound by Team,,94,89
346,4,8:09.0,W. Iwundu enters the game for A. Gordon,,94,89
347,4,7:55.0,D. Augustin misses 3-pt jump shot from 27 ft,,94,89
348,4,7:52.0,,Defensive rebound by T. Ariza,94,89
349,4,7:43.0,,Shooting foul by M. Bamba (drawn by D. Fox),94,89
350,4,7:43.0,,D. Fox makes free throw 1 of 2,94,90
351,4,7:43.0,M. Fultz enters the game for M. Bamba,,94,90
352,4,7:43.0,N. Vučević enters the game for T. Ross,,94,90
353,4,7:43.0,,D. Fox makes free throw 2 of 2,94,91
354,4,7:26.0,E. Fournier misses 3-pt jump shot from 24 ft,,94,91
355,4,7:23.0,,Defensive rebound by C. Joseph,94,91
356,4,7:18.0,,T. Ariza misses 3-pt jump shot from 24 ft,94,91
357,4,7:17.0,Defensive rebound by Team,,94,91
358,4,6:55.0,N. Vučević misses 2-pt hook shot from 9 ft,,94,91
359,4,6:51.0,,Defensive rebound by M. Bagley,94,91
360,4,6:45.0,,Turnover by D. Fox (bad pass; steal by E. Fournier),94,91
361,4,6:42.0,W. Iwundu makes 2-pt layup from 2 ft,,96,91
362,4,6:42.0,Shooting foul by D. Fox (drawn by W. Iwundu),,96,91
363,4,6:42.0,,Sacramento full timeout,96,91
364,4,6:42.0,,N. Bjelica enters the game for T. Ariza,96,91
365,4,6:42.0,,B. Hield enters the game for H. Barnes,96,91
366,4,6:42.0,W. Iwundu misses free throw 1 of 1,,96,91
367,4,6:39.0,,Defensive rebound by D. Fox,96,91
368,4,6:27.0,,M. Bagley misses 2-pt layup from 4 ft,96,91
369,4,6:25.0,Defensive rebound by N. Vučević,,96,91
370,4,6:25.0,Personal foul by N. Bjelica (drawn by M. Fultz),,96,91
371,4,6:14.0,M. Fultz makes 2-pt layup from 1 ft (assist by N. Vučević),,98,91
372,4,6:14.0,Shooting foul by B. Hield (drawn by M. Fultz),,98,91
373,4,6:14.0,M. Fultz misses free throw 1 of 1,,98,91
374,4,6:11.0,,Defensive rebound by M. Bagley,98,91
375,4,5:57.0,,M. Bagley misses 3-pt jump shot from 26 ft,98,91
376,4,5:54.0,,Offensive rebound by B. Hield,98,91
377,4,5:52.0,,B. Hield makes 2-pt layup from 2 ft,98,93
378,4,5:35.0,E. Fournier makes 2-pt layup from 2 ft,,100,93
379,4,5:14.0,,M. Bagley misses 2-pt layup from 3 ft,100,93
380,4,5:10.0,Defensive rebound by M. Fultz,,100,93
381,4,5:01.0,N. Vučević misses 3-pt jump shot from 25 ft,,100,93
382,4,4:58.0,,Defensive rebound by D. Fox,100,93
383,4,4:49.0,,M. Bagley misses 2-pt layup from 3 ft,100,93
384,4,4:47.0,Defensive rebound by N. Vučević,,100,93
385,4,4:30.0,Turnover by D. Augustin (bad pass; steal by D. Fox),,100,93
