,QUARTER,TIME_REMAINING,DENVER_ACTION,ORLANDO_ACTION,DENVER_SCORE,ORLANDO_SCORE
393,4,5:21.0,,Defensive rebound by A. Aminu,79,76
394,4,5:07.0,,D. Augustin misses 2-pt layup from 2 ft,79,76
395,4,5:06.0,,Offensive rebound by A. Aminu,79,76
396,4,5:05.0,,A. Aminu misses 2-pt hook shot from 2 ft,79,76
397,4,5:02.0,Defensive rebound by P. Millsap,,79,76
398,4,4:59.0,Personal foul by E. Fournier (drawn by P. Millsap),,79,76
399,4,4:59.0,,M. Fultz enters the game for A. Aminu,79,76
400,4,4:59.0,,A. Gordon enters the game for D. Augustin,79,76
401,4,4:50.0,J. Murray misses 2-pt jump shot from 18 ft,,79,76
402,4,4:47.0,,Defensive rebound by M. Fultz,79,76
403,4,4:40.0,,A. Gordon makes 2-pt layup from 2 ft (assist by M. Fultz),79,78
404,4,4:17.0,N. Jokić makes 2-pt jump shot from 6 ft (assist by G. Harris),,81,78
405,4,4:09.0,,Orlando full timeout,81,78
406,4,3:57.0,,N. Vučević makes 3-pt jump shot from 25 ft (assist by J. Isaac),81,81
407,4,3:40.0,Shooting foul by N. Vučević (drawn by G. Harris),,81,81
408,4,3:40.0,G. Harris makes free throw 1 of 2,,82,81
409,4,3:40.0,G. Harris misses free throw 2 of 2,,82,81
410,4,3:37.0,,Defensive rebound by J. Isaac,82,81
411,4,3:22.0,,N. Vučević misses 3-pt jump shot from 25 ft,82,81
412,4,3:21.0,Defensive rebound by T. Craig,,82,81
413,4,3:21.0,Denver full timeout,,82,81
414,4,3:05.0,Turnover by N. Jokić (bad pass; steal by M. Fultz),,82,81
415,4,2:57.0,,Turnover by M. Fultz (lost ball; steal by T. Craig),82,81
416,4,2:43.0,P. Millsap misses 2-pt dunk from 2 ft (block by N. Vučević),,82,81
417,4,2:40.0,,Defensive rebound by E. Fournier,82,81
418,4,2:21.0,,E. Fournier misses 3-pt jump shot from 32 ft,82,81
419,4,2:17.0,Defensive rebound by N. Jokić,,82,81
420,4,1:53.0,N. Jokić makes 2-pt jump shot from 19 ft (assist by G. Harris),,84,81
421,4,1:38.0,,J. Isaac misses 3-pt jump shot from 25 ft,84,81
422,4,1:35.0,Defensive rebound by T. Craig,,84,81
423,4,1:24.0,J. Murray makes 2-pt jump shot from 12 ft (assist by N. Jokić),,86,81
424,4,1:24.0,,Orlando full timeout,86,81
425,4,1:24.0,,T. Ross enters the game for J. Isaac,86,81
426,4,1:17.0,,E. Fournier makes 2-pt jump shot from 23 ft,86,83
427,4,1:00.0,J. Murray misses 2-pt jump shot from 19 ft,,86,83
428,4,0:58.0,,Defensive rebound by A. Gordon,86,83
429,4,0:51.0,,Turnover by N. Vučević (offensive foul),86,83
430,4,0:51.0,,Offensive foul by N. Vučević (drawn by T. Craig),86,83
431,4,0:35.0,J. Murray makes 2-pt dunk from 2 ft (assist by N. Jokić),,88,83
432,4,0:24.0,,Personal foul by G. Harris (drawn by N. Vučević),88,83
433,4,0:23.0,,Instant Replay (Request: Stands),88,83
434,4,0:17.0,,M. Fultz makes 2-pt jump shot from 11 ft (assist by E. Fournier),88,85
435,4,0:15.0,Personal take foul by T. Ross (drawn by J. Murray),,88,85
436,4,0:15.0,M. Morris enters the game for T. Craig,,88,85
437,4,0:14.0,Personal take foul by M. Fultz (drawn by G. Harris),,88,85
438,4,0:14.0,G. Harris makes free throw 1 of 2,,89,85
439,4,0:14.0,G. Harris misses free throw 2 of 2,,89,85
440,4,0:14.0,,Defensive rebound by E. Fournier,89,85
441,4,0:14.0,T. Craig enters the game for N. Jokić,,89,85
442,4,0:14.0,J. Grant enters the game for P. Millsap,,89,85
443,4,0:14.0,M. Plumlee enters the game for M. Morris,,89,85
444,4,0:13.0,,Orlando full timeout,89,85
445,4,0:13.0,N. Jokić enters the game for J. Grant,,89,85
446,4,0:13.0,P. Millsap enters the game for M. Plumlee,,89,85
447,4,0:12.0,,E. Fournier makes 2-pt layup from 2 ft (assist by A. Gordon),89,87
448,4,0:12.0,Denver full timeout,,89,87
449,4,0:12.0,M. Morris enters the game for T. Craig,,89,87
450,4,0:12.0,,J. Isaac enters the game for N. Vučević,89,87
451,4,0:05.0,Personal take foul by J. Isaac (drawn by J. Murray),,89,87
452,4,0:05.0,J. Murray makes free throw 1 of 2,,90,87
453,4,0:05.0,T. Craig enters the game for N. Jokić,,90,87
454,4,0:05.0,J. Grant enters the game for P. Millsap,,90,87
455,4,0:05.0,M. Plumlee enters the game for M. Morris,,90,87
456,4,0:05.0,,N. Vučević enters the game for J. Isaac,90,87
457,4,0:05.0,J. Murray makes free throw 2 of 2,,91,87
458,4,0:00.0,,E. Fournier misses 3-pt jump shot from 26 ft,91,87
459,4,0:00.0,,Offensive rebound by Team,91,87
