,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,ORLANDO_ACTION,PHILADELPHIA_SCORE,ORLANDO_SCORE
218,2,1:35.0,,Violation by Team (def goaltending),43,41
219,2,1:24.0,,E. Fournier makes 2-pt jump shot from 10 ft (assist by N. Vučević),43,43
220,2,1:09.0,J. Richardson makes 2-pt jump shot from 16 ft,,45,43
221,2,0:52.0,,E. Fournier misses 3-pt jump shot from 23 ft,45,43
222,2,0:50.0,Defensive rebound by F. Korkmaz,,45,43
223,2,0:34.0,F. Korkmaz misses 3-pt jump shot from 26 ft,,45,43
224,2,0:32.0,,Defensive rebound by A. Gordon,45,43
225,2,0:23.0,,N. Vučević makes 3-pt jump shot from 23 ft (assist by A. Gordon),45,46
226,2,0:23.0,,W. Iwundu enters the game for A. Gordon,45,46
227,2,0:02.0,J. Embiid misses 3-pt jump shot from 26 ft,,45,46
228,2,0:01.0,Offensive rebound by B. Simmons,,45,46
229,2,0:01.0,B. Simmons makes 2-pt layup at rim,,47,46
230,3,11:50.0,,Turnover by M. Fultz (bad pass),47,46
231,3,11:38.0,J. Embiid makes 2-pt jump shot from 17 ft (assist by A. Horford),,49,46
232,3,11:24.0,,N. Vučević misses 3-pt jump shot from 26 ft,49,46
233,3,11:21.0,Defensive rebound by B. Simmons,,49,46
234,3,11:15.0,Shooting foul by N. Vučević (drawn by J. Embiid),,49,46
235,3,11:15.0,J. Embiid makes free throw 1 of 2,,50,46
236,3,11:15.0,J. Embiid makes free throw 2 of 2,,51,46
237,3,10:58.0,,A. Gordon misses 2-pt jump shot from 13 ft,51,46
238,3,10:55.0,Defensive rebound by J. Richardson,,51,46
239,3,10:50.0,Turnover by T. Harris (bad pass; steal by J. Isaac),,51,46
240,3,10:47.0,,Turnover by M. Fultz (bad pass; steal by B. Simmons),51,46
241,3,10:38.0,J. Embiid misses 3-pt jump shot from 26 ft,,51,46
242,3,10:31.0,,Defensive rebound by A. Gordon,51,46
243,3,10:31.0,,A. Gordon makes 2-pt dunk from 1 ft,51,48
244,3,10:13.0,T. Harris makes 3-pt jump shot from 26 ft (assist by J. Richardson),,54,48
245,3,9:52.0,,M. Fultz misses 3-pt jump shot from 24 ft,54,48
246,3,9:50.0,Defensive rebound by J. Embiid,,54,48
247,3,9:36.0,J. Embiid misses 3-pt jump shot from 26 ft,,54,48
248,3,9:34.0,,Defensive rebound by J. Isaac,54,48
249,3,9:32.0,,Turnover by J. Isaac (lost ball; steal by B. Simmons),54,48
250,3,9:31.0,B. Simmons misses 2-pt layup from 2 ft,,54,48
251,3,9:30.0,,Defensive rebound by M. Fultz,54,48
252,3,9:25.0,,A. Gordon misses 3-pt jump shot from 25 ft,54,48
253,3,9:22.0,Defensive rebound by B. Simmons,,54,48
254,3,9:13.0,Shooting foul by A. Gordon (drawn by T. Harris),,54,48
255,3,9:13.0,T. Harris makes free throw 1 of 2,,55,48
256,3,9:13.0,T. Harris misses free throw 2 of 2,,55,48
257,3,9:13.0,,Defensive rebound by N. Vučević,55,48
258,3,8:57.0,,M. Fultz makes 2-pt layup from 3 ft (assist by E. Fournier),55,50
259,3,8:45.0,J. Richardson makes 2-pt jump shot from 19 ft (assist by B. Simmons),,57,50
260,3,8:29.0,,M. Fultz misses 2-pt jump shot from 20 ft,57,50
261,3,8:27.0,Defensive rebound by T. Harris,,57,50
262,3,8:04.0,B. Simmons misses 2-pt jump shot from 14 ft (block by A. Gordon),,57,50
263,3,8:04.0,Offensive rebound by Team,,57,50
264,3,8:04.0,Turnover by Team (shot clock),,57,50
265,3,7:57.0,,N. Vučević makes 2-pt dunk from 1 ft (assist by M. Fultz),57,52
266,3,7:42.0,B. Simmons makes 2-pt hook shot from 7 ft,,59,52
267,3,7:27.0,,A. Gordon makes 2-pt dunk from 1 ft (assist by N. Vučević),59,54
268,3,7:12.0,Turnover by J. Embiid (traveling),,59,54
269,3,7:04.0,,Offensive foul by A. Gordon (drawn by T. Harris),59,54
270,3,7:04.0,,Turnover by A. Gordon (offensive foul),59,54
271,3,7:04.0,,T. Ross enters the game for A. Gordon,59,54
272,3,6:42.0,J. Embiid makes 3-pt jump shot from 25 ft (assist by T. Harris),,62,54
273,3,6:26.0,,T. Ross makes 2-pt jump shot from 19 ft (assist by M. Fultz),62,56
274,3,6:05.0,A. Horford misses 2-pt hook shot from 8 ft,,62,56
275,3,6:03.0,,Defensive rebound by T. Ross,62,56
276,3,5:57.0,,T. Ross misses 3-pt jump shot from 26 ft,62,56
277,3,5:54.0,Defensive rebound by T. Harris,,62,56
278,3,5:37.0,J. Richardson misses 2-pt layup from 1 ft,,62,56
279,3,5:35.0,,Defensive rebound by N. Vučević,62,56
280,3,5:20.0,,E. Fournier makes 3-pt jump shot from 27 ft (assist by N. Vučević),62,59
281,3,4:57.0,Turnover by J. Embiid (bad pass; steal by E. Fournier),,62,59
282,3,4:51.0,,J. Isaac makes 2-pt layup from 2 ft (assist by M. Fultz),62,61
283,3,4:51.0,Philadelphia full timeout,,62,61
284,3,4:51.0,J. Ennis enters the game for J. Embiid,,62,61
285,3,4:51.0,F. Korkmaz enters the game for J. Richardson,,62,61
286,3,4:51.0,,D. Augustin enters the game for E. Fournier,62,61
287,3,4:51.0,,W. Iwundu enters the game for M. Fultz,62,61
288,3,4:34.0,Turnover by F. Korkmaz (bad pass; steal by T. Ross),,62,61
289,3,4:30.0,,N. Vučević makes 2-pt dunk at rim (assist by W. Iwundu),62,63
290,3,4:19.0,Offensive foul by B. Simmons (drawn by J. Isaac),,62,63
291,3,4:19.0,Turnover by B. Simmons (offensive foul),,62,63
292,3,4:03.0,,N. Vučević misses 2-pt hook shot from 9 ft,62,63
293,3,4:01.0,Defensive rebound by A. Horford,,62,63
294,3,3:53.0,A. Horford makes 2-pt jump shot from 18 ft (assist by T. Harris),,64,63
295,3,3:34.0,,W. Iwundu misses 2-pt layup from 4 ft,64,63
296,3,3:32.0,,Offensive rebound by N. Vučević,64,63
297,3,3:31.0,,N. Vučević misses 2-pt layup from 3 ft,64,63
298,3,3:30.0,,Offensive rebound by N. Vučević,64,63
299,3,3:29.0,,N. Vučević misses 2-pt layup from 2 ft,64,63
300,3,3:28.0,Defensive rebound by T. Harris,,64,63
301,3,3:21.0,Personal take foul by N. Vučević (drawn by T. Harris),,64,63
302,3,3:21.0,M. Scott enters the game for T. Harris,,64,63
303,3,3:21.0,,K. Birch enters the game for N. Vučević,64,63
304,3,3:06.0,F. Korkmaz misses 3-pt jump shot from 25 ft,,64,63
305,3,3:03.0,,Defensive rebound by K. Birch,64,63
306,3,2:49.0,,T. Ross misses 3-pt jump shot from 26 ft,64,63
307,3,2:47.0,Defensive rebound by J. Ennis,,64,63
308,3,2:42.0,Personal foul by J. Isaac (drawn by B. Simmons),,64,63
309,3,2:42.0,,Orlando full timeout,64,63
310,3,2:42.0,T. Burke enters the game for J. Ennis,,64,63
311,3,2:42.0,J. Embiid enters the game for A. Horford,,64,63
312,3,2:42.0,J. Richardson enters the game for B. Simmons,,64,63
313,3,2:27.0,M. Scott misses 2-pt jump shot from 16 ft,,64,63
314,3,2:24.0,,Defensive rebound by T. Ross,64,63
315,3,2:08.0,,K. Birch makes 2-pt layup from 4 ft (assist by D. Augustin),64,65
316,3,1:42.0,J. Richardson misses 2-pt jump shot from 19 ft,,64,65
317,3,1:41.0,,Defensive rebound by Team,64,65
318,3,1:41.0,Loose ball foul by J. Embiid (drawn by J. Isaac),,64,65
319,3,1:22.0,,Offensive foul by K. Birch (drawn by J. Richardson),64,65
320,3,1:22.0,,Turnover by K. Birch (offensive foul),64,65
321,3,1:22.0,,E. Fournier enters the game for J. Isaac,64,65
322,3,1:22.0,,A. Gordon enters the game for W. Iwundu,64,65
323,3,1:12.0,J. Richardson misses 2-pt jump shot from 22 ft,,64,65
324,3,1:11.0,,Defensive rebound by Team,64,65
325,3,0:59.0,,Personal foul by J. Richardson (drawn by T. Ross),64,65
326,3,0:59.0,,T. Ross makes free throw 1 of 2,64,66
327,3,0:59.0,,T. Ross makes free throw 2 of 2,64,67
328,3,0:47.0,J. Embiid makes 2-pt dunk from 4 ft (assist by J. Richardson),,66,67
329,3,0:36.0,,D. Augustin makes 3-pt jump shot from 26 ft,66,70
330,3,0:24.0,M. Scott misses 3-pt jump shot from 23 ft,,66,70
331,3,0:22.0,,Defensive rebound by T. Ross,66,70
332,3,0:12.0,,Turnover by T. Ross (lost ball; steal by J. Richardson),66,70
333,3,0:09.0,J. Richardson makes 2-pt layup at rim,,68,70
334,3,0:04.0,,Shooting foul by J. Embiid (drawn by K. Birch),68,70
335,3,0:04.0,,K. Birch makes free throw 1 of 2,68,71
336,3,0:04.0,,K. Birch misses free throw 2 of 2,68,71
337,3,0:02.0,Defensive rebound by J. Embiid,,68,71
338,4,11:38.0,J. Richardson misses 2-pt jump shot from 15 ft,,68,71
339,4,11:35.0,,Defensive rebound by W. Iwundu,68,71
340,4,11:22.0,,A. Gordon makes 2-pt jump shot from 15 ft,68,73
341,4,11:01.0,J. Ennis misses 2-pt layup from 1 ft,,68,73
342,4,10:59.0,,Defensive rebound by A. Gordon,68,73
343,4,10:53.0,,W. Iwundu misses 2-pt jump shot from 20 ft,68,73
344,4,10:53.0,,Offensive rebound by K. Birch,68,73
345,4,10:45.0,,K. Birch makes 2-pt layup at rim,68,75
346,4,10:27.0,J. Richardson makes 2-pt dunk from 1 ft (assist by B. Simmons),,70,75
347,4,10:09.0,,Personal foul by M. Scott (drawn by A. Gordon),70,75
348,4,10:09.0,T. Harris enters the game for M. Scott,,70,75
349,4,9:59.0,,Shooting foul by B. Simmons (drawn by A. Gordon),70,75
350,4,9:59.0,,A. Gordon makes free throw 1 of 2,70,76
351,4,9:59.0,,A. Gordon makes free throw 2 of 2,70,77
352,4,9:39.0,A. Horford makes 2-pt jump shot from 19 ft (assist by T. Harris),,72,77
353,4,9:14.0,,A. Gordon misses 2-pt jump shot from 15 ft,72,77
354,4,9:12.0,Defensive rebound by J. Richardson,,72,77
355,4,8:55.0,Shooting foul by W. Iwundu (drawn by J. Ennis),,72,77
356,4,8:55.0,J. Ennis makes free throw 1 of 2,,73,77
357,4,8:55.0,J. Ennis makes free throw 2 of 2,,74,77
358,4,8:42.0,,A. Gordon misses 3-pt jump shot from 25 ft,74,77
359,4,8:39.0,Defensive rebound by T. Harris,,74,77
360,4,8:34.0,Personal foul by D. Augustin (drawn by J. Ennis),,74,77
361,4,8:34.0,,E. Fournier enters the game for W. Iwundu,74,77
362,4,8:26.0,T. Harris makes 2-pt jump shot from 6 ft,,76,77
363,4,8:06.0,,Personal foul by J. Ennis (drawn by D. Augustin),76,77
364,4,7:58.0,,E. Fournier makes 2-pt layup from 4 ft (assist by A. Gordon),76,79
365,4,7:37.0,A. Horford misses 2-pt jump shot from 20 ft,,76,79
366,4,7:34.0,,Defensive rebound by T. Ross,76,79
367,4,7:20.0,,Turnover by K. Birch (bad pass),76,79
368,4,7:20.0,,N. Vučević enters the game for K. Birch,76,79
369,4,7:07.0,T. Harris misses 3-pt jump shot from 27 ft,,76,79
370,4,7:04.0,,Defensive rebound by A. Gordon,76,79
371,4,7:00.0,,D. Augustin misses 3-pt jump shot from 25 ft,76,79
372,4,6:57.0,,Offensive rebound by D. Augustin,76,79
373,4,6:49.0,,T. Ross misses 2-pt layup from 10 ft (block by A. Horford),76,79
374,4,6:49.0,,Offensive rebound by Team,76,79
375,4,6:49.0,,Orlando full timeout,76,79
376,4,6:49.0,J. Embiid enters the game for A. Horford,,76,79
377,4,6:49.0,F. Korkmaz enters the game for J. Richardson,,76,79
378,4,6:49.0,,M. Fultz enters the game for T. Ross,76,79
379,4,6:47.0,,N. Vučević makes 2-pt jump shot from 9 ft (assist by M. Fultz),76,81
380,4,6:29.0,Shooting foul by E. Fournier (drawn by T. Harris),,76,81
381,4,6:29.0,T. Harris makes free throw 1 of 2,,77,81
382,4,6:29.0,T. Harris makes free throw 2 of 2,,78,81
383,4,6:17.0,,E. Fournier makes 2-pt jump shot from 10 ft (assist by N. Vučević),78,83
384,4,5:56.0,J. Ennis misses 2-pt layup from 3 ft,,78,83
385,4,5:55.0,Offensive rebound by Team,,78,83
386,4,5:51.0,Personal foul by N. Vučević (drawn by T. Harris),,78,83
