,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,TORONTO_ACTION,PHILADELPHIA_SCORE,TORONTO_SCORE
0,1,11:38.0,,F. VanVleet misses 2-pt layup from 3 ft,0,0
1,1,11:36.0,Defensive rebound by J. Embiid,,0,0
2,1,11:20.0,A. Horford misses 2-pt layup from 5 ft,,0,0
3,1,11:17.0,,Defensive rebound by F. VanVleet,0,0
4,1,11:06.0,,F. VanVleet makes 3-pt jump shot from 28 ft (assist by M. Gasol),0,3
5,1,10:46.0,Personal foul by F. VanVleet (drawn by J. Richardson),,0,3
6,1,10:38.0,Turnover by J. Richardson (traveling),,0,3
7,1,10:25.0,,N. Powell misses 2-pt jump shot from 18 ft,0,3
8,1,10:23.0,Defensive rebound by J. Embiid,,0,3
9,1,10:17.0,B. Simmons misses 2-pt layup from 2 ft,,0,3
10,1,10:15.0,,Defensive rebound by N. Powell,0,3
11,1,10:14.0,,Shooting foul by T. Harris (drawn by N. Powell),0,3
12,1,10:14.0,,N. Powell makes free throw 1 of 2,0,4
13,1,10:14.0,,N. Powell makes free throw 2 of 2,0,5
14,1,9:56.0,Personal foul by O. Anunoby (drawn by B. Simmons),,0,5
15,1,9:48.0,J. Richardson misses 2-pt jump shot from 10 ft,,0,5
16,1,9:45.0,,Defensive rebound by P. Siakam,0,5
17,1,9:36.0,,P. Siakam makes 3-pt jump shot from 27 ft (assist by O. Anunoby),0,8
18,1,9:13.0,T. Harris misses 2-pt jump shot from 12 ft,,0,8
19,1,9:09.0,,Defensive rebound by O. Anunoby,0,8
20,1,9:03.0,,O. Anunoby misses 2-pt layup from 5 ft (block by A. Horford),0,8
21,1,9:03.0,,Offensive rebound by Team,0,8
22,1,8:56.0,,M. Gasol misses 3-pt jump shot from 23 ft,0,8
23,1,8:53.0,Defensive rebound by J. Embiid,,0,8
24,1,8:37.0,J. Richardson makes 3-pt jump shot from 26 ft (assist by A. Horford),,3,8
25,1,8:19.0,,O. Anunoby makes 2-pt layup from 1 ft (assist by F. VanVleet),3,10
26,1,7:54.0,T. Harris misses 2-pt jump shot from 18 ft,,3,10
27,1,7:47.0,Offensive rebound by A. Horford,,3,10
28,1,7:47.0,A. Horford makes 2-pt layup from 1 ft,,5,10
29,1,7:42.0,,O. Anunoby misses 3-pt jump shot from 25 ft,5,10
30,1,7:40.0,Defensive rebound by A. Horford,,5,10
31,1,7:35.0,J. Richardson makes 3-pt jump shot from 24 ft (assist by B. Simmons),,8,10
32,1,7:14.0,,F. VanVleet makes 3-pt jump shot from 28 ft (assist by P. Siakam),8,13
33,1,6:56.0,J. Embiid misses 2-pt jump shot from 17 ft,,8,13
34,1,6:53.0,,Defensive rebound by P. Siakam,8,13
35,1,6:49.0,,N. Powell misses 3-pt jump shot from 27 ft,8,13
36,1,6:45.0,Defensive rebound by B. Simmons,,8,13
37,1,6:43.0,Personal foul by P. Siakam (drawn by B. Simmons),,8,13
38,1,6:43.0,,Toronto full timeout,8,13
39,1,6:43.0,J. Ennis enters the game for J. Embiid,,8,13
40,1,6:43.0,F. Korkmaz enters the game for J. Richardson,,8,13
41,1,6:36.0,T. Harris makes 3-pt jump shot from 26 ft (assist by B. Simmons),,11,13
42,1,6:19.0,,F. VanVleet makes 2-pt layup from 2 ft (assist by P. Siakam),11,15
43,1,6:02.0,T. Harris makes 2-pt layup from 1 ft (assist by F. Korkmaz),,13,15
44,1,6:02.0,Shooting foul by M. Gasol (drawn by T. Harris),,13,15
45,1,6:02.0,,R. Hollis-Jefferson enters the game for M. Gasol,13,15
46,1,6:02.0,T. Harris makes free throw 1 of 1,,14,15
47,1,5:54.0,,P. Siakam makes 2-pt layup from 1 ft (assist by F. VanVleet),14,17
48,1,5:44.0,A. Horford makes 3-pt jump shot from 25 ft (assist by B. Simmons),,17,17
49,1,5:32.0,,Turnover by F. VanVleet (lost ball; steal by J. Ennis),17,17
