,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,BROOKLYN_ACTION,CHARLOTTE_SCORE,BROOKLYN_SCORE
0,1,11:41.0,P. Washington makes 3-pt jump shot from 24 ft (assist by T. Rozier),,3,0
1,1,11:18.0,,J. Harris makes 2-pt layup from 1 ft (assist by G. Temple),3,2
2,1,10:54.0,D. Graham makes 3-pt jump shot from 31 ft (assist by T. Rozier),,6,2
3,1,10:43.0,,J. Allen makes 2-pt layup from 2 ft (assist by T. Prince),6,4
4,1,10:43.0,,Shooting foul by M. Bridges (drawn by J. Allen),6,4
5,1,10:43.0,,J. Allen makes free throw 1 of 1,6,5
6,1,10:22.0,B. Biyombo misses 2-pt jump shot from 7 ft,,6,5
7,1,10:20.0,,Defensive rebound by T. Prince,6,5
8,1,10:07.0,,J. Harris makes 2-pt layup from 1 ft (assist by J. Allen),6,7
9,1,10:01.0,M. Bridges misses 3-pt jump shot from 23 ft,,6,7
10,1,10:01.0,Offensive rebound by B. Biyombo,,6,7
11,1,9:49.0,D. Graham makes 3-pt jump shot from 28 ft,,9,7
12,1,9:48.0,,Brooklyn full timeout,9,7
13,1,9:30.0,,T. Prince makes 2-pt layup from 2 ft (assist by G. Temple),9,9
14,1,9:11.0,T. Rozier misses 2-pt jump shot from 14 ft,,9,9
15,1,9:07.0,,Defensive rebound by J. Harris,9,9
16,1,8:56.0,,J. Harris misses 3-pt jump shot from 25 ft,9,9
17,1,8:53.0,,Offensive rebound by J. Allen,9,9
18,1,8:52.0,,J. Allen misses 2-pt layup from 1 ft (block by P. Washington),9,9
19,1,8:52.0,Defensive rebound by P. Washington,,9,9
20,1,8:37.0,B. Biyombo makes 2-pt hook shot from 8 ft (assist by D. Graham),,11,9
21,1,8:26.0,,Personal foul by D. Graham (drawn by J. Allen),11,9
22,1,8:19.0,,G. Temple misses 3-pt jump shot from 23 ft,11,9
23,1,8:14.0,,Offensive rebound by J. Allen,11,9
24,1,8:11.0,,G. Temple makes 2-pt layup from 1 ft (assist by J. Allen),11,11
25,1,7:57.0,M. Bridges misses 2-pt dunk at rim (block by J. Allen),,11,11
26,1,7:54.0,,Defensive rebound by J. Allen,11,11
27,1,7:44.0,,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),11,13
28,1,7:44.0,Charlotte full timeout,,11,13
29,1,7:44.0,,D. Musa enters the game for G. Temple,11,13
30,1,7:37.0,Personal foul by D. Musa (drawn by T. Rozier),,11,13
31,1,7:27.0,T. Rozier makes 2-pt layup from 3 ft (assist by D. Graham),,13,13
32,1,7:20.0,,Shooting foul by B. Biyombo (drawn by T. Prince),13,13
33,1,7:20.0,,T. Prince misses free throw 1 of 2,13,13
34,1,7:20.0,,Offensive rebound by Team,13,13
35,1,7:20.0,,T. Prince makes free throw 2 of 2,13,14
36,1,6:56.0,P. Washington misses 3-pt jump shot from 23 ft,,13,14
37,1,6:53.0,,Defensive rebound by D. Musa,13,14
38,1,6:45.0,,J. Harris misses 3-pt jump shot from 24 ft,13,14
39,1,6:40.0,Defensive rebound by P. Washington,,13,14
40,1,6:36.0,Turnover by M. Bridges (bad pass; steal by S. Dinwiddie),,13,14
41,1,6:32.0,,S. Dinwiddie makes 3-pt jump shot from 24 ft,13,17
42,1,6:12.0,Shooting foul by S. Dinwiddie (drawn by D. Graham),,13,17
43,1,6:12.0,D. Graham misses free throw 1 of 2,,13,17
44,1,6:12.0,Offensive rebound by Team,,13,17
45,1,6:12.0,M. Kidd-Gilchrist enters the game for B. Biyombo,,13,17
46,1,6:12.0,C. Zeller enters the game for M. Bridges,,13,17
47,1,6:12.0,D. Graham makes free throw 2 of 2,,14,17
48,1,6:03.0,,Shooting foul by C. Zeller (drawn by D. Musa),14,17
49,1,6:03.0,,D. Musa misses free throw 1 of 2,14,17
50,1,6:03.0,,Offensive rebound by Team,14,17
51,1,6:03.0,C. Martin enters the game for D. Graham,,14,17
52,1,6:03.0,,D. Musa makes free throw 2 of 2,14,18
53,1,5:44.0,M. Kidd-Gilchrist makes 3-pt jump shot from 25 ft (assist by T. Rozier),,17,18
54,1,5:32.0,,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),17,20
55,1,5:06.0,Turnover by P. Washington (bad pass; steal by D. Musa),,17,20
56,1,5:01.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,17,20
57,1,4:56.0,Defensive rebound by T. Rozier,,17,20
58,1,4:53.0,T. Rozier makes 2-pt layup from 1 ft,,19,20
59,1,4:40.0,,J. Harris misses 3-pt jump shot from 25 ft,19,20
60,1,4:37.0,,Offensive rebound by J. Allen,19,20
61,1,4:31.0,,J. Allen misses 2-pt dunk from 1 ft (block by C. Martin),19,20
62,1,4:31.0,,Offensive rebound by J. Allen,19,20
63,1,4:28.0,,J. Allen makes 2-pt layup at rim,19,22
64,1,4:21.0,T. Rozier misses 3-pt jump shot from 25 ft,,19,22
65,1,4:21.0,,Defensive rebound by S. Dinwiddie,19,22
66,1,4:09.0,,Personal foul by M. Kidd-Gilchrist (drawn by J. Allen),19,22
67,1,4:09.0,,J. Allen makes free throw 1 of 2,19,23
68,1,4:09.0,M. Bridges enters the game for P. Washington,,19,23
69,1,4:09.0,,I. Shumpert enters the game for J. Harris,19,23
70,1,4:09.0,,J. Allen makes free throw 2 of 2,19,24
