,QUARTER,TIME_REMAINING,DENVER_ACTION,NEW YORK_ACTION,DENVER_SCORE,NEW YORK_SCORE
130,2,8:37.0,,F. Ntilikina enters the game for D. Smith,38,34
131,2,8:18.0,J. Grant misses 3-pt jump shot from 26 ft,,38,34
132,2,8:16.0,,Defensive rebound by M. Robinson,38,34
133,2,8:05.0,,Turnover by F. Ntilikina (bad pass; steal by M. Plumlee),38,34
134,2,8:00.0,J. Hernangómez misses 2-pt dunk from 2 ft (block by K. Knox),,38,34
135,2,7:58.0,,Defensive rebound by D. Dotson,38,34
136,2,7:49.0,,K. Knox makes 3-pt jump shot from 26 ft,38,37
137,2,7:25.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,41,37
138,2,7:13.0,,B. Portis misses 3-pt jump shot from 25 ft,41,37
139,2,7:11.0,Defensive rebound by M. Plumlee,,41,37
140,2,7:02.0,J. Hernangómez makes 3-pt jump shot from 25 ft (assist by M. Morris),,44,37
141,2,7:02.0,,New York full timeout,44,37
142,2,7:02.0,,R. Barrett enters the game for D. Dotson,44,37
143,2,7:02.0,,T. Gibson enters the game for B. Portis,44,37
144,2,7:02.0,,J. Randle enters the game for M. Robinson,44,37
145,2,6:49.0,,Shooting foul by J. Grant (drawn by J. Randle),44,37
146,2,6:49.0,,J. Randle misses free throw 1 of 2,44,37
147,2,6:49.0,,Offensive rebound by Team,44,37
148,2,6:49.0,,J. Randle makes free throw 2 of 2,44,38
149,2,6:31.0,J. Hernangómez misses 2-pt layup from 1 ft,,44,38
150,2,6:26.0,,Defensive rebound by J. Randle,44,38
151,2,6:25.0,,R. Barrett misses 3-pt jump shot from 25 ft,44,38
152,2,6:22.0,Defensive rebound by M. Plumlee,,44,38
153,2,6:11.0,Personal foul by T. Gibson (drawn by M. Morris),,44,38
154,2,6:00.0,J. Grant makes 2-pt jump shot from 9 ft (assist by J. Hernangómez),,46,38
155,2,5:47.0,,Turnover by R. Barrett (bad pass),46,38
156,2,5:47.0,W. Barton enters the game for J. Hernangómez,,46,38
157,2,5:47.0,,M. Morris enters the game for K. Knox,46,38
158,2,5:23.0,M. Beasley makes 2-pt jump shot from 16 ft (assist by M. Plumlee),,48,38
159,2,5:06.0,,Personal foul by W. Barton (drawn by M. Morris),48,38
160,2,5:06.0,N. Jokić enters the game for J. Grant,,48,38
161,2,5:06.0,P. Millsap enters the game for M. Plumlee,,48,38
162,2,4:54.0,,Turnover by J. Randle (bad pass; steal by W. Barton),48,38
163,2,4:52.0,M. Morris makes 2-pt dunk from 1 ft (assist by W. Barton),,50,38
164,2,4:52.0,,New York full timeout,50,38
165,2,4:52.0,J. Murray enters the game for M. Morris,,50,38
166,2,4:37.0,,J. Randle misses 3-pt jump shot from 26 ft,50,38
167,2,4:35.0,Defensive rebound by J. Murray,,50,38
168,2,4:17.0,P. Millsap makes 3-pt jump shot from 22 ft (assist by N. Jokić),,53,38
169,2,3:56.0,,Turnover by R. Barrett (bad pass),53,38
170,2,3:38.0,P. Millsap makes 2-pt layup from 1 ft (assist by N. Jokić),,55,38
171,2,3:25.0,,M. Morris misses 3-pt jump shot from 26 ft,55,38
172,2,3:23.0,Defensive rebound by P. Millsap,,55,38
173,2,3:04.0,P. Millsap misses 2-pt layup from 3 ft (block by R. Barrett),,55,38
174,2,3:02.0,Offensive rebound by P. Millsap,,55,38
175,2,2:58.0,P. Millsap misses 2-pt jump shot from 9 ft,,55,38
176,2,2:57.0,,Defensive rebound by R. Barrett,55,38
177,2,2:52.0,,M. Morris misses 2-pt layup from 2 ft,55,38
178,2,2:50.0,Defensive rebound by N. Jokić,,55,38
179,2,2:44.0,J. Murray misses 3-pt jump shot from 25 ft,,55,38
180,2,2:42.0,Offensive rebound by J. Murray,,55,38
181,2,2:31.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by N. Jokić),,58,38
182,2,2:29.0,,New York full timeout,58,38
183,2,2:29.0,G. Harris enters the game for M. Beasley,,58,38
184,2,2:29.0,,M. Robinson enters the game for T. Gibson,58,38
185,2,2:13.0,,Personal foul by W. Barton (drawn by M. Morris),58,38
186,2,2:06.0,,Turnover by R. Barrett (lost ball; steal by G. Harris),58,38
187,2,2:03.0,Shooting foul by F. Ntilikina (drawn by W. Barton),,58,38
188,2,2:03.0,W. Barton makes free throw 1 of 2,,59,38
189,2,2:03.0,W. Barton misses free throw 2 of 2,,59,38
190,2,2:01.0,Offensive rebound by N. Jokić,,59,38
191,2,2:01.0,N. Jokić makes 2-pt layup at rim,,61,38
192,2,1:46.0,,R. Barrett misses 3-pt jump shot from 26 ft,61,38
193,2,1:44.0,Defensive rebound by P. Millsap,,61,38
194,2,1:38.0,Turnover by P. Millsap (bad pass; steal by R. Barrett),,61,38
195,2,1:34.0,,J. Randle makes 2-pt dunk from 1 ft (assist by R. Barrett),61,40
196,2,1:04.0,W. Barton makes 2-pt layup from 1 ft (assist by P. Millsap),,63,40
197,2,0:52.0,,M. Robinson makes 2-pt layup at rim (assist by J. Randle),63,42
198,2,0:52.0,,Shooting foul by P. Millsap (drawn by M. Robinson),63,42
199,2,0:52.0,,M. Robinson makes free throw 1 of 1,63,43
200,2,0:31.0,N. Jokić makes 2-pt jump shot from 17 ft (assist by J. Murray),,65,43
201,2,0:15.0,,Shooting foul by N. Jokić (drawn by M. Robinson),65,43
202,2,0:15.0,,M. Robinson makes free throw 1 of 2,65,44
203,2,0:15.0,,M. Robinson makes free throw 2 of 2,65,45
204,2,0:06.0,Personal foul by F. Ntilikina (drawn by J. Murray),,65,45
205,2,0:02.0,J. Murray makes 2-pt jump shot from 22 ft,,67,45
206,2,0:00.0,,M. Morris misses 3-pt jump shot from 69 ft,67,45
207,2,0:00.0,,Offensive rebound by Team,67,45
208,3,11:43.0,,M. Morris makes 2-pt jump shot from 3 ft (assist by R. Barrett),67,47
209,3,11:23.0,J. Murray misses 3-pt jump shot from 26 ft,,67,47
210,3,11:21.0,,Defensive rebound by J. Randle,67,47
211,3,11:12.0,,J. Randle misses 2-pt jump shot from 10 ft,67,47
212,3,11:10.0,Defensive rebound by P. Millsap,,67,47
213,3,10:59.0,G. Harris makes 3-pt jump shot from 23 ft (assist by P. Millsap),,70,47
214,3,10:42.0,,M. Morris misses 3-pt jump shot from 23 ft,70,47
215,3,10:40.0,Defensive rebound by N. Jokić,,70,47
216,3,10:29.0,G. Harris misses 2-pt jump shot from 4 ft,,70,47
217,3,10:27.0,Offensive rebound by P. Millsap,,70,47
218,3,10:26.0,Turnover by P. Millsap (bad pass),,70,47
219,3,10:14.0,,F. Ntilikina makes 3-pt jump shot from 25 ft (assist by R. Barrett),70,50
220,3,9:47.0,W. Barton misses 2-pt jump shot from 14 ft (block by T. Gibson),,70,50
221,3,9:46.0,Offensive rebound by Team,,70,50
222,3,9:46.0,,Loose ball foul by M. Morris (drawn by P. Millsap),70,50
223,3,9:35.0,Shooting foul by R. Barrett (drawn by P. Millsap),,70,50
224,3,9:35.0,P. Millsap misses free throw 1 of 2,,70,50
225,3,9:35.0,Offensive rebound by Team,,70,50
226,3,9:35.0,P. Millsap makes free throw 2 of 2,,71,50
227,3,9:21.0,,J. Randle misses 3-pt jump shot from 23 ft,71,50
228,3,9:19.0,Defensive rebound by W. Barton,,71,50
229,3,9:12.0,W. Barton makes 2-pt layup from 1 ft,,73,50
230,3,8:57.0,,R. Barrett makes 2-pt jump shot from 3 ft (assist by J. Randle),73,52
231,3,8:32.0,P. Millsap makes 2-pt layup at rim (assist by N. Jokić),,75,52
232,3,8:25.0,,F. Ntilikina makes 3-pt jump shot from 26 ft (assist by J. Randle),75,55
233,3,8:23.0,Denver full timeout,,75,55
234,3,8:07.0,P. Millsap makes 2-pt jump shot from 14 ft (assist by J. Murray),,77,55
235,3,7:43.0,,J. Randle misses 2-pt layup from 5 ft,77,55
236,3,7:41.0,Defensive rebound by N. Jokić,,77,55
237,3,7:36.0,P. Millsap misses 3-pt jump shot from 25 ft,,77,55
238,3,7:34.0,,Defensive rebound by T. Gibson,77,55
239,3,7:21.0,,M. Morris misses 3-pt jump shot from 24 ft,77,55
240,3,7:19.0,Defensive rebound by N. Jokić,,77,55
241,3,7:12.0,J. Murray makes 2-pt layup from 3 ft,,79,55
242,3,6:50.0,,F. Ntilikina misses 3-pt jump shot from 26 ft,79,55
243,3,6:48.0,Defensive rebound by G. Harris,,79,55
244,3,6:37.0,G. Harris makes 3-pt jump shot from 24 ft (assist by N. Jokić),,82,55
245,3,6:36.0,,New York full timeout,82,55
246,3,6:36.0,,B. Portis enters the game for J. Randle,82,55
247,3,6:13.0,,R. Barrett misses 3-pt jump shot from 25 ft,82,55
248,3,6:11.0,Defensive rebound by Team,,82,55
249,3,5:59.0,W. Barton makes 3-pt jump shot from 25 ft (assist by J. Murray),,85,55
250,3,5:41.0,,R. Barrett makes 2-pt layup from 2 ft (assist by M. Morris),85,57
251,3,5:14.0,Shooting foul by M. Morris (drawn by J. Murray),,85,57
252,3,5:14.0,,W. Ellington enters the game for R. Barrett,85,57
253,3,5:14.0,,M. Robinson enters the game for T. Gibson,85,57
254,3,5:14.0,J. Murray misses free throw 1 of 2,,85,57
255,3,5:14.0,Offensive rebound by Team,,85,57
256,3,5:14.0,J. Murray makes free throw 2 of 2,,86,57
257,3,4:52.0,,B. Portis makes 2-pt dunk from 1 ft (assist by W. Ellington),86,59
258,3,4:52.0,,Shooting foul by P. Millsap (drawn by B. Portis),86,59
259,3,4:52.0,,B. Portis makes free throw 1 of 1,86,60
260,3,4:38.0,W. Barton makes 3-pt jump shot from 25 ft (assist by J. Murray),,89,60
261,3,4:26.0,,F. Ntilikina misses 2-pt layup from 2 ft,89,60
262,3,4:24.0,Defensive rebound by N. Jokić,,89,60
263,3,4:17.0,J. Murray misses 2-pt layup from 5 ft (block by M. Robinson),,89,60
264,3,4:15.0,,Defensive rebound by M. Morris,89,60
265,3,4:12.0,,M. Robinson makes 2-pt layup from 1 ft (assist by M. Morris),89,62
266,3,4:12.0,,Shooting foul by N. Jokić (drawn by M. Robinson),89,62
267,3,4:12.0,,D. Smith enters the game for F. Ntilikina,89,62
268,3,4:12.0,,M. Robinson makes free throw 1 of 1,89,63
269,3,3:53.0,N. Jokić misses 2-pt hook shot from 2 ft,,89,63
270,3,3:51.0,,Defensive rebound by B. Portis,89,63
271,3,3:41.0,,M. Morris makes 2-pt jump shot from 7 ft,89,65
272,3,3:41.0,Denver full timeout,,89,65
273,3,3:41.0,J. Grant enters the game for P. Millsap,,89,65
274,3,3:41.0,M. Morris enters the game for J. Murray,,89,65
275,3,3:19.0,N. Jokić misses 2-pt jump shot from 14 ft,,89,65
276,3,3:17.0,,Defensive rebound by D. Smith,89,65
277,3,3:10.0,,M. Robinson makes 2-pt dunk from 2 ft (assist by D. Smith),89,67
278,3,2:48.0,W. Barton misses 2-pt jump shot from 5 ft,,89,67
279,3,2:47.0,,Defensive rebound by B. Portis,89,67
280,3,2:42.0,,Shooting foul by M. Morris (drawn by D. Smith),89,67
281,3,2:42.0,M. Beasley enters the game for W. Barton,,89,67
282,3,2:42.0,J. Hernangómez enters the game for G. Harris,,89,67
283,3,2:42.0,,D. Smith misses free throw 1 of 2,89,67
284,3,2:42.0,,Offensive rebound by Team,89,67
285,3,2:42.0,,D. Smith makes free throw 2 of 2,89,68
286,3,2:27.0,Personal foul by B. Portis (drawn by N. Jokić),,89,68
287,3,2:27.0,M. Plumlee enters the game for N. Jokić,,89,68
288,3,2:22.0,Turnover by M. Beasley (bad pass; steal by W. Ellington),,89,68
289,3,2:19.0,,Turnover by W. Ellington (lost ball; steal by M. Plumlee),89,68
290,3,2:14.0,M. Beasley makes 2-pt layup from 1 ft (assist by M. Plumlee),,91,68
291,3,1:54.0,,M. Morris misses 3-pt jump shot from 25 ft,91,68
292,3,1:52.0,Defensive rebound by J. Grant,,91,68
293,3,1:45.0,M. Morris makes 2-pt jump shot from 18 ft (assist by M. Plumlee),,93,68
294,3,1:34.0,,Personal foul by M. Morris (drawn by D. Smith),93,68
295,3,1:34.0,,K. Knox enters the game for M. Morris,93,68
296,3,1:26.0,,W. Ellington makes 2-pt layup from 1 ft (assist by M. Robinson),93,70
297,3,1:10.0,M. Morris makes 2-pt layup from 1 ft,,95,70
298,3,0:57.0,,D. Smith makes 2-pt jump shot from 10 ft,95,72
299,3,0:36.0,J. Grant makes 2-pt layup from 3 ft (assist by J. Hernangómez),,97,72
300,3,0:36.0,Shooting foul by D. Smith (drawn by J. Grant),,97,72
301,3,0:36.0,J. Grant makes free throw 1 of 1,,98,72
302,3,0:25.0,,K. Knox makes 3-pt jump shot from 27 ft (assist by D. Smith),98,75
303,3,0:02.0,Turnover by M. Morris (bad pass; steal by K. Knox),,98,75
304,3,0:00.0,,B. Portis misses 3-pt jump shot from 37 ft,98,75
305,3,0:00.0,,Offensive rebound by Team,98,75
306,4,11:48.0,M. Beasley misses 3-pt jump shot from 26 ft,,98,75
307,4,11:46.0,,Defensive rebound by B. Portis,98,75
308,4,11:41.0,,Turnover by D. Smith (bad pass),98,75
309,4,11:26.0,Turnover by J. Hernangómez (bad pass; steal by M. Robinson),,98,75
310,4,11:25.0,Clear path foul by M. Robinson,,98,75
311,4,11:25.0,,M. Robinson makes clear path free throw 1 of 2,98,76
312,4,11:25.0,,M. Robinson misses clear path free throw 2 of 2,98,76
313,4,11:25.0,,Offensive rebound by Team,98,76
314,4,11:16.0,,W. Ellington misses 3-pt jump shot from 24 ft,98,76
315,4,11:14.0,Defensive rebound by Team,,98,76
316,4,11:02.0,M. Morris makes 2-pt jump shot from 11 ft,,100,76
317,4,10:55.0,,D. Smith misses 2-pt dunk from 2 ft,100,76
318,4,10:54.0,,Offensive rebound by M. Robinson,100,76
319,4,10:54.0,,M. Robinson misses 2-pt layup from 1 ft,100,76
320,4,10:53.0,,Offensive rebound by M. Robinson,100,76
321,4,10:52.0,,Shooting foul by M. Morris (drawn by M. Robinson),100,76
322,4,10:52.0,,M. Robinson misses free throw 1 of 2,100,76
323,4,10:52.0,,Offensive rebound by Team,100,76
324,4,10:52.0,,M. Robinson misses free throw 2 of 2,100,76
325,4,10:50.0,Defensive rebound by J. Grant,,100,76
326,4,10:40.0,J. Grant makes 3-pt jump shot from 26 ft (assist by M. Morris),,103,76
327,4,10:24.0,,K. Knox misses 2-pt layup from 4 ft,103,76
328,4,10:22.0,Defensive rebound by M. Plumlee,,103,76
329,4,10:18.0,Turnover by M. Plumlee (bad pass; steal by W. Ellington),,103,76
330,4,10:11.0,,K. Knox misses 3-pt jump shot from 23 ft,103,76
331,4,10:09.0,Defensive rebound by M. Beasley,,103,76
332,4,10:03.0,M. Morris makes 3-pt jump shot from 25 ft (assist by M. Beasley),,106,76
333,4,10:02.0,,New York full timeout,106,76
334,4,10:02.0,,E. Payton enters the game for D. Smith,106,76
335,4,9:51.0,,B. Portis misses 2-pt jump shot from 23 ft,106,76
336,4,9:49.0,Defensive rebound by J. Hernangómez,,106,76
337,4,9:34.0,M. Plumlee makes 2-pt hook shot from 1 ft (assist by M. Morris),,108,76
338,4,9:22.0,,E. Payton makes 2-pt jump shot from 4 ft,108,78
339,4,9:03.0,J. Grant misses 2-pt jump shot from 6 ft,,108,78
340,4,9:01.0,Offensive rebound by M. Plumlee,,108,78
341,4,9:01.0,M. Plumlee makes 2-pt layup from 1 ft,,110,78
342,4,8:52.0,,Turnover by E. Payton (bad pass),110,78
343,4,8:38.0,M. Plumlee makes 2-pt dunk at rim,,112,78
344,4,8:26.0,,Personal foul by M. Plumlee (drawn by M. Robinson),112,78
345,4,8:18.0,,E. Payton misses 2-pt jump shot from 11 ft,112,78
346,4,8:17.0,Defensive rebound by M. Plumlee,,112,78
347,4,8:12.0,Shooting foul by B. Portis (drawn by M. Beasley),,112,78
348,4,8:12.0,M. Beasley misses free throw 1 of 2,,112,78
349,4,8:12.0,Offensive rebound by Team,,112,78
350,4,8:12.0,M. Beasley makes free throw 2 of 2,,113,78
351,4,7:55.0,,E. Payton misses 2-pt layup from 4 ft (block by M. Plumlee),113,78
352,4,7:54.0,Defensive rebound by M. Plumlee,,113,78
353,4,7:48.0,J. Hernangómez misses 3-pt jump shot from 26 ft,,113,78
354,4,7:47.0,,Defensive rebound by Team,113,78
355,4,7:35.0,,W. Ellington misses 2-pt jump shot from 21 ft,113,78
356,4,7:33.0,Defensive rebound by J. Grant,,113,78
357,4,7:20.0,M. Beasley misses 3-pt jump shot from 26 ft,,113,78
358,4,7:18.0,,Defensive rebound by W. Ellington,113,78
359,4,7:10.0,,B. Portis makes 2-pt layup from 1 ft (assist by E. Payton),113,80
360,4,6:58.0,J. Grant makes 3-pt jump shot from 25 ft (assist by M. Morris),,116,80
361,4,6:44.0,,K. Knox makes 2-pt jump shot from 3 ft,116,82
362,4,6:29.0,Turnover by J. Grant (bad pass; steal by W. Ellington),,116,82
363,4,6:28.0,,Personal take foul by M. Plumlee (drawn by W. Ellington),116,82
364,4,6:28.0,,A. Trier enters the game for W. Ellington,116,82
365,4,6:13.0,,B. Portis misses 2-pt jump shot from 12 ft,116,82
366,4,6:12.0,Defensive rebound by M. Plumlee,,116,82
367,4,6:01.0,Personal foul by A. Trier (drawn by J. Grant),,116,82
368,4,5:53.0,M. Morris misses 3-pt jump shot from 26 ft,,116,82
369,4,5:52.0,,Defensive rebound by A. Trier,116,82
370,4,5:42.0,,A. Trier misses 3-pt jump shot from 25 ft,116,82
371,4,5:40.0,Defensive rebound by M. Morris,,116,82
372,4,5:32.0,J. Hernangómez makes 3-pt jump shot from 22 ft (assist by M. Morris),,119,82
373,4,5:18.0,,Turnover by E. Payton (bad pass; steal by M. Morris),119,82
374,4,5:16.0,Shooting foul by E. Payton (drawn by M. Morris),,119,82
375,4,5:16.0,Denver full timeout,,119,82
376,4,5:16.0,M. Porter enters the game for J. Grant,,119,82
377,4,5:16.0,M. Morris makes free throw 1 of 2,,120,82
378,4,5:16.0,M. Morris makes free throw 2 of 2,,121,82
379,4,4:53.0,,Shooting foul by M. Porter (drawn by B. Portis),121,82
380,4,4:53.0,T. Craig enters the game for M. Beasley,,121,82
381,4,4:53.0,,B. Portis makes free throw 1 of 2,121,83
382,4,4:53.0,,B. Portis misses free throw 2 of 2,121,83
383,4,4:51.0,Defensive rebound by M. Plumlee,,121,83
