,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MIAMI_ACTION,PORTLAND_SCORE,MIAMI_SCORE
207,2,0:42.0,,G. Dragić misses 2-pt jump shot from 14 ft,44,63
208,2,0:39.0,Defensive rebound by H. Whiteside,,44,63
209,2,0:24.0,Shooting foul by B. Adebayo (drawn by D. Lillard),,44,63
210,2,0:24.0,D. Lillard makes free throw 1 of 2,,45,63
211,2,0:24.0,M. Hezonja enters the game for H. Whiteside,,45,63
212,2,0:24.0,,M. Leonard enters the game for B. Adebayo,45,63
213,2,0:24.0,D. Lillard makes free throw 2 of 2,,46,63
214,2,0:01.0,,G. Dragić makes 2-pt jump shot from 12 ft,46,65
215,3,11:46.0,A. Simons makes 2-pt dunk from 1 ft (assist by D. Lillard),,48,65
216,3,11:25.0,,M. Leonard misses 3-pt jump shot from 26 ft,48,65
217,3,11:22.0,Defensive rebound by H. Whiteside,,48,65
218,3,11:14.0,H. Whiteside makes 2-pt layup from 1 ft (assist by D. Lillard),,50,65
219,3,11:01.0,,D. Robinson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),50,68
220,3,10:50.0,H. Whiteside makes 2-pt hook shot from 5 ft (assist by D. Lillard),,52,68
221,3,10:37.0,,D. Robinson misses 3-pt jump shot from 25 ft,52,68
222,3,10:35.0,,Offensive rebound by D. Robinson,52,68
223,3,10:27.0,,B. Adebayo misses 2-pt jump shot from 7 ft,52,68
224,3,10:23.0,,Offensive rebound by B. Adebayo,52,68
225,3,10:23.0,,Shooting foul by K. Bazemore (drawn by B. Adebayo),52,68
226,3,10:23.0,,B. Adebayo misses free throw 1 of 2,52,68
227,3,10:23.0,,Offensive rebound by Team,52,68
228,3,10:23.0,,B. Adebayo makes free throw 2 of 2,52,69
229,3,10:13.0,D. Lillard misses 3-pt jump shot from 28 ft,,52,69
230,3,10:11.0,,Defensive rebound by M. Leonard,52,69
231,3,9:59.0,,M. Leonard makes 2-pt jump shot from 3 ft (assist by K. Nunn),52,71
232,3,9:46.0,H. Whiteside makes 2-pt dunk from 1 ft (assist by C. Anthony),,54,71
233,3,9:32.0,,B. Adebayo makes 2-pt layup from 2 ft (assist by K. Nunn),54,73
234,3,9:18.0,H. Whiteside misses 2-pt jump shot from 15 ft,,54,73
235,3,9:16.0,,Defensive rebound by M. Leonard,54,73
236,3,9:08.0,,M. Leonard makes 3-pt jump shot from 30 ft (assist by B. Adebayo),54,76
237,3,8:47.0,A. Simons misses 2-pt jump shot from 8 ft,,54,76
238,3,8:45.0,,Defensive rebound by B. Adebayo,54,76
239,3,8:40.0,,D. Jones makes 2-pt dunk from 1 ft (assist by B. Adebayo),54,78
240,3,8:39.0,Portland full timeout,,54,78
241,3,8:26.0,A. Simons makes 2-pt hook shot from 6 ft (assist by C. Anthony),,56,78
242,3,8:09.0,,D. Robinson misses 3-pt jump shot from 26 ft,56,78
243,3,8:07.0,Defensive rebound by C. Anthony,,56,78
244,3,7:57.0,A. Simons misses 3-pt jump shot from 27 ft,,56,78
245,3,7:54.0,Offensive rebound by H. Whiteside,,56,78
246,3,7:54.0,H. Whiteside makes 2-pt layup at rim,,58,78
247,3,7:35.0,,K. Nunn makes 2-pt layup from 1 ft,58,80
248,3,7:19.0,K. Bazemore misses 3-pt jump shot from 24 ft,,58,80
249,3,7:17.0,,Defensive rebound by M. Leonard,58,80
250,3,7:10.0,,Personal foul by H. Whiteside (drawn by D. Jones),58,80
251,3,7:00.0,,K. Nunn misses 3-pt jump shot from 23 ft,58,80
252,3,6:56.0,Defensive rebound by K. Bazemore,,58,80
253,3,6:47.0,Shooting foul by D. Robinson (drawn by C. Anthony),,58,80
254,3,6:47.0,C. Anthony makes free throw 1 of 2,,59,80
255,3,6:47.0,C. Anthony makes free throw 2 of 2,,60,80
256,3,6:36.0,,K. Nunn misses 2-pt jump shot from 3 ft,60,80
257,3,6:34.0,Defensive rebound by H. Whiteside,,60,80
258,3,6:24.0,D. Lillard makes 2-pt layup from 1 ft,,62,80
259,3,6:10.0,,K. Nunn misses 2-pt layup from 2 ft (block by H. Whiteside),62,80
260,3,6:10.0,,Offensive rebound by Team,62,80
261,3,6:03.0,,Turnover by B. Adebayo (traveling),62,80
262,3,5:51.0,D. Lillard makes 3-pt jump shot from 28 ft (assist by A. Simons),,65,80
263,3,5:48.0,,Miami full timeout,65,80
264,3,5:48.0,,G. Dragić enters the game for D. Robinson,65,80
265,3,5:28.0,,Turnover by G. Dragić (bad pass; steal by D. Lillard),65,80
266,3,5:28.0,,J. Johnson enters the game for B. Adebayo,65,80
267,3,5:20.0,D. Lillard makes 3-pt jump shot from 30 ft (assist by A. Simons),,68,80
268,3,5:10.0,,Turnover by G. Dragić (step out of bounds),68,80
269,3,5:02.0,Offensive foul by H. Whiteside (drawn by D. Jones),,68,80
270,3,5:02.0,Turnover by H. Whiteside (offensive foul),,68,80
271,3,4:43.0,,G. Dragić misses 3-pt jump shot from 26 ft,68,80
272,3,4:41.0,Defensive rebound by H. Whiteside,,68,80
273,3,4:30.0,A. Simons makes 2-pt dunk from 1 ft (assist by D. Lillard),,70,80
274,3,4:19.0,,Personal foul by C. Anthony (drawn by M. Leonard),70,80
275,3,4:03.0,,D. Jones makes 2-pt dunk from 2 ft (assist by G. Dragić),70,82
276,3,3:47.0,C. Anthony misses 3-pt jump shot from 24 ft (block by J. Johnson),,70,82
277,3,3:46.0,,Defensive rebound by K. Nunn,70,82
278,3,3:28.0,,M. Leonard misses 3-pt jump shot from 23 ft,70,82
279,3,3:27.0,Defensive rebound by A. Simons,,70,82
280,3,3:20.0,D. Lillard makes 3-pt jump shot from 26 ft,,73,82
281,3,3:09.0,,Shooting foul by H. Whiteside (drawn by J. Johnson),73,82
282,3,3:09.0,,J. Johnson makes free throw 1 of 2,73,83
283,3,3:09.0,M. Hezonja enters the game for C. Anthony,,73,83
284,3,3:09.0,A. Tolliver enters the game for A. Simons,,73,83
285,3,3:09.0,G. Trent enters the game for H. Whiteside,,73,83
286,3,3:09.0,,B. Adebayo enters the game for M. Leonard,73,83
287,3,3:09.0,,T. Herro enters the game for K. Nunn,73,83
288,3,3:09.0,,J. Johnson makes free throw 2 of 2,73,84
289,3,2:54.0,M. Hezonja makes 2-pt layup from 1 ft (assist by D. Lillard),,75,84
290,3,2:41.0,,D. Jones makes 3-pt jump shot from 26 ft,75,87
291,3,2:25.0,A. Tolliver makes 3-pt jump shot from 23 ft (assist by D. Lillard),,78,87
292,3,2:08.0,,G. Dragić makes 3-pt jump shot from 27 ft (assist by T. Herro),78,90
293,3,1:49.0,G. Trent misses 2-pt layup from 1 ft,,78,90
294,3,1:46.0,,Defensive rebound by J. Johnson,78,90
295,3,1:41.0,,J. Johnson makes 2-pt jump shot from 6 ft,78,92
296,3,1:28.0,K. Bazemore misses 3-pt jump shot from 25 ft,,78,92
297,3,1:26.0,,Defensive rebound by J. Johnson,78,92
298,3,1:16.0,,Offensive foul by G. Dragić (drawn by A. Tolliver),78,92
299,3,1:16.0,,Turnover by G. Dragić (offensive foul),78,92
300,3,1:05.0,D. Lillard misses 2-pt layup from 1 ft,,78,92
301,3,1:04.0,,Defensive rebound by B. Adebayo,78,92
302,3,0:57.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by G. Dragić),78,94
303,3,0:34.0,D. Lillard makes 3-pt jump shot from 27 ft,,81,94
304,3,0:12.0,,D. Jones misses 2-pt layup from 5 ft (block by M. Hezonja),81,94
305,3,0:11.0,,Offensive rebound by J. Johnson,81,94
306,3,0:07.0,,D. Jones misses 2-pt layup from 5 ft (block by M. Hezonja),81,94
307,3,0:07.0,,Offensive rebound by J. Johnson,81,94
308,3,0:07.0,,J. Johnson misses 2-pt jump shot from 9 ft,81,94
309,3,0:06.0,,Offensive rebound by D. Jones,81,94
310,3,0:06.0,,D. Jones misses 2-pt layup from 1 ft,81,94
311,3,0:06.0,Defensive rebound by K. Bazemore,,81,94
312,3,0:06.0,Personal foul by D. Jones (drawn by K. Bazemore),,81,94
313,3,0:01.0,Turnover by D. Lillard (bad pass; steal by B. Adebayo),,81,94
314,3,0:00.0,,D. Jones misses 3-pt jump shot from 41 ft,81,94
315,3,0:00.0,,Offensive rebound by Team,81,94
316,4,11:46.0,,Turnover by D. Robinson (bad pass; steal by D. Lillard),81,94
317,4,11:44.0,M. Hezonja makes 2-pt layup from 1 ft (assist by D. Lillard),,83,94
318,4,11:44.0,Shooting foul by D. Robinson (drawn by M. Hezonja),,83,94
319,4,11:44.0,M. Hezonja makes free throw 1 of 1,,84,94
320,4,11:34.0,,G. Dragić makes 3-pt jump shot from 26 ft (assist by B. Adebayo),84,97
321,4,11:18.0,C. Anthony misses 3-pt jump shot from 24 ft,,84,97
322,4,11:15.0,,Defensive rebound by J. Johnson,84,97
323,4,11:04.0,,T. Herro makes 3-pt jump shot from 26 ft (assist by J. Johnson),84,100
324,4,10:48.0,M. Hezonja makes 3-pt jump shot from 27 ft (assist by D. Lillard),,87,100
325,4,10:26.0,,G. Dragić makes 3-pt jump shot from 27 ft,87,103
326,4,10:00.0,Shooting foul by D. Robinson (drawn by C. Anthony),,87,103
327,4,10:00.0,C. Anthony misses free throw 1 of 2,,87,103
328,4,10:00.0,Offensive rebound by Team,,87,103
329,4,10:00.0,C. Anthony makes free throw 2 of 2,,88,103
330,4,9:47.0,,B. Adebayo makes 2-pt dunk from 2 ft (assist by G. Dragić),88,105
331,4,9:24.0,D. Lillard misses 3-pt jump shot from 28 ft,,88,105
332,4,9:23.0,,Defensive rebound by Team,88,105
333,4,9:20.0,,Personal foul by A. Tolliver (drawn by G. Dragić),88,105
334,4,9:20.0,H. Whiteside enters the game for A. Tolliver,,88,105
335,4,9:14.0,,Turnover by B. Adebayo (bad pass; steal by M. Hezonja),88,105
336,4,9:11.0,M. Hezonja makes 2-pt layup from 1 ft,,90,105
337,4,8:56.0,,D. Robinson misses 3-pt jump shot from 25 ft,90,105
338,4,8:55.0,,Offensive rebound by T. Herro,90,105
339,4,8:54.0,,G. Dragić makes 3-pt jump shot from 27 ft (assist by T. Herro),90,108
340,4,8:32.0,A. Simons misses 3-pt jump shot from 23 ft,,90,108
341,4,8:28.0,,Defensive rebound by G. Dragić,90,108
342,4,8:26.0,,G. Dragić misses 2-pt layup from 2 ft,90,108
343,4,8:24.0,Defensive rebound by A. Simons,,90,108
344,4,8:19.0,Turnover by A. Simons (bad pass),,90,108
345,4,8:07.0,,Personal foul by M. Hezonja (drawn by T. Herro),90,108
346,4,7:56.0,,T. Herro misses 3-pt jump shot from 25 ft,90,108
347,4,7:54.0,Defensive rebound by H. Whiteside,,90,108
348,4,7:45.0,A. Simons misses 2-pt layup from 2 ft,,90,108
349,4,7:44.0,Offensive rebound by H. Whiteside,,90,108
350,4,7:44.0,H. Whiteside makes 2-pt layup from 1 ft,,92,108
351,4,7:44.0,Shooting foul by B. Adebayo (drawn by H. Whiteside),,92,108
352,4,7:44.0,K. Bazemore enters the game for M. Hezonja,,92,108
353,4,7:44.0,H. Whiteside makes free throw 1 of 1,,93,108
354,4,7:44.0,,Miami full timeout,93,108
355,4,7:32.0,,J. Johnson makes 2-pt dunk from 1 ft (assist by G. Dragić),93,110
356,4,7:12.0,A. Simons makes 2-pt layup from 1 ft,,95,110
357,4,6:55.0,,D. Robinson misses 3-pt jump shot from 25 ft,95,110
358,4,6:54.0,,Offensive rebound by B. Adebayo,95,110
359,4,6:52.0,,D. Robinson misses 3-pt jump shot from 25 ft,95,110
360,4,6:51.0,Defensive rebound by H. Whiteside,,95,110
361,4,6:46.0,D. Lillard makes 3-pt jump shot from 28 ft,,98,110
362,4,6:26.0,,G. Dragić makes 3-pt jump shot from 24 ft,98,113
363,4,6:10.0,C. Anthony misses 2-pt jump shot from 12 ft,,98,113
364,4,6:08.0,Offensive rebound by H. Whiteside,,98,113
365,4,6:05.0,H. Whiteside makes 2-pt hook shot from 7 ft,,100,113
366,4,5:50.0,,Shooting foul by H. Whiteside (drawn by B. Adebayo),100,113
367,4,5:50.0,,B. Adebayo makes free throw 1 of 2,100,114
368,4,5:50.0,,D. Jones enters the game for J. Johnson,100,114
369,4,5:50.0,,B. Adebayo misses free throw 2 of 2,100,114
370,4,5:47.0,Defensive rebound by K. Bazemore,,100,114
371,4,5:39.0,D. Lillard misses 3-pt jump shot from 25 ft,,100,114
372,4,5:37.0,,Defensive rebound by T. Herro,100,114
373,4,5:34.0,,T. Herro makes 2-pt layup from 1 ft,100,116
374,4,5:15.0,A. Simons makes 3-pt jump shot from 23 ft,,103,116
375,4,4:56.0,,T. Herro misses 2-pt jump shot from 22 ft,103,116
376,4,4:53.0,Defensive rebound by K. Bazemore,,103,116
377,4,4:41.0,K. Bazemore misses 2-pt jump shot from 2 ft,,103,116
378,4,4:39.0,,Defensive rebound by D. Robinson,103,116
