,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,BOSTON_ACTION,BROOKLYN_SCORE,BOSTON_SCORE
0,1,11:39.0,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by T. Prince),,3,0
1,1,11:21.0,,D. Theis makes 2-pt jump shot from 13 ft (assist by K. Walker),3,2
2,1,11:08.0,Turnover by J. Allen (lost ball; steal by M. Smart),,3,2
3,1,11:02.0,,J. Brown makes 3-pt jump shot from 26 ft,3,5
4,1,10:39.0,T. Prince misses 3-pt jump shot from 23 ft,,3,5
5,1,10:37.0,,Defensive rebound by K. Walker,3,5
6,1,10:33.0,,K. Walker misses 3-pt jump shot from 27 ft,3,5
7,1,10:31.0,,Offensive rebound by D. Theis,3,5
8,1,10:30.0,,D. Theis makes 2-pt layup from 1 ft,3,7
9,1,10:12.0,J. Allen makes 2-pt dunk from 2 ft (assist by C. LeVert),,5,7
10,1,9:54.0,,D. Theis makes 2-pt jump shot from 13 ft (assist by M. Smart),5,9
11,1,9:46.0,Personal foul by J. Brown (drawn by J. Allen),,5,9
12,1,9:38.0,J. Allen makes 2-pt hook shot from 3 ft (assist by C. LeVert),,7,9
13,1,9:30.0,,Personal foul by T. Prince (drawn by J. Brown),7,9
14,1,9:21.0,,M. Smart misses 3-pt jump shot from 26 ft,7,9
15,1,9:18.0,Defensive rebound by T. Prince,,7,9
16,1,9:11.0,C. LeVert makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,10,9
17,1,8:57.0,,K. Walker makes 2-pt jump shot from 16 ft,10,11
18,1,8:44.0,,Violation by Team (kicked ball),10,11
19,1,8:39.0,J. Harris misses 3-pt jump shot from 26 ft,,10,11
20,1,8:36.0,Offensive rebound by J. Harris,,10,11
21,1,8:33.0,T. Prince misses 3-pt jump shot from 25 ft,,10,11
22,1,8:31.0,Offensive rebound by J. Harris,,10,11
23,1,8:30.0,J. Harris makes 2-pt layup from 1 ft,,12,11
24,1,8:16.0,,M. Smart makes 3-pt jump shot from 23 ft (assist by J. Brown),12,14
25,1,8:04.0,C. LeVert makes 2-pt layup from 4 ft,,14,14
26,1,7:54.0,,K. Walker makes 3-pt jump shot from 28 ft,14,17
27,1,7:36.0,Turnover by J. Harris (lost ball; steal by J. Brown),,14,17
28,1,7:34.0,,J. Brown makes 2-pt dunk from 1 ft,14,19
29,1,7:34.0,Brooklyn full timeout,,14,19
30,1,7:16.0,T. Prince misses 2-pt jump shot from 8 ft,,14,19
31,1,7:11.0,Offensive rebound by J. Allen,,14,19
32,1,7:00.0,C. LeVert misses 2-pt jump shot from 11 ft,,14,19
33,1,6:58.0,Offensive rebound by J. Allen,,14,19
34,1,6:55.0,J. Allen misses 2-pt dunk from 3 ft (block by M. Smart),,14,19
35,1,6:55.0,,Defensive rebound by J. Brown,14,19
36,1,6:49.0,,J. Brown misses 2-pt jump shot from 15 ft,14,19
37,1,6:47.0,Defensive rebound by J. Allen,,14,19
38,1,6:40.0,Personal foul by J. Brown (drawn by J. Harris),,14,19
39,1,6:40.0,G. Temple enters the game for C. LeVert,,14,19
40,1,6:40.0,,J. Green enters the game for D. Theis,14,19
41,1,6:40.0,,R. Williams enters the game for K. Walker,14,19
42,1,6:32.0,Turnover by S. Dinwiddie (traveling),,14,19
43,1,6:32.0,W. Chandler enters the game for T. Prince,,14,19
44,1,6:22.0,,G. Hayward misses 2-pt jump shot from 13 ft,14,19
45,1,6:21.0,,Offensive rebound by R. Williams,14,19
46,1,6:21.0,,R. Williams makes 2-pt layup at rim,14,21
47,1,6:04.0,Turnover by J. Harris (out of bounds lost ball),,14,21
48,1,5:56.0,,M. Smart misses 3-pt jump shot from 22 ft,14,21
49,1,5:53.0,Defensive rebound by S. Dinwiddie,,14,21
50,1,5:35.0,W. Chandler makes 3-pt jump shot from 26 ft (assist by G. Temple),,17,21
51,1,5:20.0,,M. Smart makes 3-pt jump shot from 27 ft (assist by G. Hayward),17,24
52,1,5:08.0,Brooklyn full timeout,,17,24
53,1,5:08.0,D. Jordan enters the game for J. Allen,,17,24
54,1,5:08.0,,B. Wanamaker enters the game for J. Brown,17,24
55,1,4:58.0,G. Temple misses 3-pt jump shot from 26 ft,,17,24
56,1,4:56.0,,Defensive rebound by J. Green,17,24
57,1,4:47.0,,G. Hayward makes 2-pt jump shot from 18 ft (assist by M. Smart),17,26
58,1,4:38.0,D. Jordan makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),,19,26
59,1,4:21.0,,G. Hayward makes 2-pt jump shot from 8 ft,19,28
60,1,4:17.0,Shooting foul by G. Hayward (drawn by S. Dinwiddie),,19,28
61,1,4:17.0,S. Dinwiddie misses free throw 1 of 2,,19,28
62,1,4:17.0,Offensive rebound by Team,,19,28
63,1,4:17.0,T. Luwawu-Cabarrot enters the game for J. Harris,,19,28
64,1,4:17.0,S. Dinwiddie makes free throw 2 of 2,,20,28
65,1,4:08.0,,Turnover by R. Williams (bad pass; steal by S. Dinwiddie),20,28
66,1,4:01.0,Shooting foul by M. Smart (drawn by S. Dinwiddie),,20,28
67,1,4:01.0,S. Dinwiddie makes free throw 1 of 2,,21,28
68,1,4:01.0,S. Dinwiddie misses free throw 2 of 2,,21,28
69,1,3:59.0,,Defensive rebound by J. Green,21,28
70,1,3:41.0,,M. Smart misses 3-pt jump shot from 26 ft,21,28
71,1,3:38.0,Defensive rebound by S. Dinwiddie,,21,28
72,1,3:23.0,Turnover by G. Temple (bad pass; steal by M. Smart),,21,28
73,1,3:19.0,,Offensive foul by B. Wanamaker (drawn by G. Temple),21,28
74,1,3:19.0,,Turnover by B. Wanamaker (offensive foul),21,28
75,1,3:19.0,C. LeVert enters the game for S. Dinwiddie,,21,28
76,1,3:19.0,,E. Freedom enters the game for R. Williams,21,28
77,1,3:07.0,Turnover by C. LeVert (traveling),,21,28
78,1,2:52.0,,G. Hayward misses 3-pt jump shot from 23 ft,21,28
79,1,2:52.0,,Offensive rebound by Team,21,28
80,1,2:52.0,Loose ball foul by T. Luwawu-Cabarrot (drawn by E. Freedom),,21,28
81,1,2:45.0,,E. Freedom makes 2-pt hook shot from 4 ft (assist by G. Hayward),21,30
82,1,2:38.0,Offensive foul by G. Temple (drawn by J. Green),,21,30
83,1,2:38.0,Turnover by G. Temple (offensive foul),,21,30
84,1,2:29.0,,M. Smart misses 3-pt jump shot from 23 ft,21,30
85,1,2:27.0,Defensive rebound by T. Luwawu-Cabarrot,,21,30
86,1,2:24.0,Shooting foul by B. Wanamaker (drawn by T. Luwawu-Cabarrot),,21,30
87,1,2:24.0,T. Luwawu-Cabarrot makes free throw 1 of 2,,22,30
88,1,2:24.0,,C. Edwards enters the game for J. Green,22,30
89,1,2:24.0,T. Luwawu-Cabarrot makes free throw 2 of 2,,23,30
90,1,2:10.0,,E. Freedom misses 2-pt layup from 3 ft (block by T. Luwawu-Cabarrot),23,30
91,1,2:08.0,Defensive rebound by T. Luwawu-Cabarrot,,23,30
92,1,2:02.0,C. LeVert makes 2-pt layup from 3 ft,,25,30
93,1,1:47.0,,G. Hayward misses 2-pt jump shot from 8 ft,25,30
94,1,1:45.0,Defensive rebound by D. Jordan,,25,30
95,1,1:39.0,Turnover by C. LeVert (lost ball; steal by B. Wanamaker),,25,30
96,1,1:37.0,,Turnover by B. Wanamaker (bad pass),25,30
97,1,1:37.0,,J. Brown enters the game for M. Smart,25,30
98,1,1:21.0,W. Chandler misses 3-pt jump shot from 27 ft,,25,30
99,1,1:19.0,,Defensive rebound by E. Freedom,25,30
100,1,1:11.0,,J. Brown misses 3-pt jump shot from 27 ft,25,30
101,1,1:09.0,Defensive rebound by D. Jordan,,25,30
102,1,0:59.0,C. LeVert makes 2-pt layup from 2 ft,,27,30
103,1,0:45.0,,C. Edwards makes 3-pt jump shot from 27 ft (assist by J. Brown),27,33
104,1,0:31.0,C. LeVert misses 3-pt jump shot from 25 ft,,27,33
105,1,0:29.0,,Defensive rebound by E. Freedom,27,33
106,1,0:12.0,,G. Hayward misses 2-pt jump shot from 12 ft,27,33
107,1,0:09.0,Defensive rebound by W. Chandler,,27,33
108,1,0:01.0,Personal foul by C. Edwards (drawn by C. LeVert),,27,33
109,1,0:01.0,C. LeVert misses free throw 1 of 2,,27,33
110,1,0:01.0,Offensive rebound by Team,,27,33
111,1,0:01.0,C. LeVert makes free throw 2 of 2,,28,33
112,1,0:01.0,,C. Edwards misses 3-pt jump shot from 37 ft,28,33
113,1,0:01.0,,Offensive rebound by Team,28,33
114,2,11:39.0,,C. Edwards makes 3-pt jump shot from 27 ft (assist by G. Williams),28,36
115,2,11:18.0,T. Prince makes 2-pt jump shot from 11 ft,,30,36
116,2,11:07.0,,J. Brown misses 3-pt jump shot from 27 ft,30,36
117,2,11:05.0,,Offensive rebound by J. Brown,30,36
118,2,11:02.0,,Shooting foul by R. Kurucs (drawn by J. Brown),30,36
119,2,11:02.0,,J. Brown makes free throw 1 of 2,30,37
120,2,11:02.0,,J. Brown misses free throw 2 of 2,30,37
121,2,11:02.0,Defensive rebound by R. Kurucs,,30,37
122,2,10:53.0,Personal foul by C. Edwards (drawn by D. Jordan),,30,37
123,2,10:53.0,,K. Walker enters the game for B. Wanamaker,30,37
124,2,10:47.0,C. LeVert makes 2-pt dunk from 1 ft,,32,37
125,2,10:25.0,,G. Williams misses 2-pt jump shot from 15 ft,32,37
126,2,10:24.0,Defensive rebound by R. Kurucs,,32,37
127,2,10:17.0,Turnover by R. Kurucs (traveling),,32,37
128,2,9:58.0,,C. Edwards misses 3-pt jump shot from 27 ft,32,37
129,2,9:56.0,,Offensive rebound by G. Williams,32,37
130,2,9:55.0,,G. Williams misses 2-pt layup from 3 ft,32,37
131,2,9:55.0,,Offensive rebound by E. Freedom,32,37
132,2,9:53.0,,E. Freedom misses 2-pt layup at rim,32,37
133,2,9:53.0,,Offensive rebound by Team,32,37
134,2,9:47.0,,K. Walker makes 2-pt layup from 1 ft,32,39
135,2,9:35.0,C. LeVert makes 2-pt layup from 2 ft (assist by T. Luwawu-Cabarrot),,34,39
136,2,9:24.0,,K. Walker misses 3-pt jump shot from 27 ft,34,39
137,2,9:24.0,Defensive rebound by D. Jordan,,34,39
138,2,9:10.0,C. LeVert misses 3-pt jump shot from 25 ft,,34,39
139,2,9:08.0,,Defensive rebound by J. Brown,34,39
