,QUARTER,TIME_REMAINING,HOUSTON_ACTION,UTAH_ACTION,HOUSTON_SCORE,UTAH_SCORE
35,1,7:20.0,,J. Ingles misses 3-pt jump shot from 25 ft,11,7
36,1,7:17.0,Defensive rebound by D. House,,11,7
37,1,7:14.0,Shooting foul by J. Ingles (drawn by D. House),,11,7
38,1,7:14.0,D. House makes free throw 1 of 2,,12,7
39,1,7:14.0,D. House makes free throw 2 of 2,,13,7
40,1,7:00.0,,Shooting foul by P. Tucker (drawn by D. Mitchell),13,7
41,1,7:00.0,,D. Mitchell makes free throw 1 of 2,13,8
42,1,7:00.0,,D. Mitchell misses free throw 2 of 2,13,8
43,1,6:59.0,Defensive rebound by P. Tucker,,13,8
44,1,6:43.0,Turnover by D. House (dbl dribble),,13,8
45,1,6:43.0,,Utah full timeout,13,8
46,1,6:43.0,M. Frazier enters the game for B. McLemore,,13,8
47,1,6:43.0,T. Sefolosha enters the game for A. Rivers,,13,8
48,1,6:28.0,,B. Bogdanović makes 2-pt jump shot from 17 ft (assist by J. Ingles),13,10
49,1,6:08.0,E. Gordon misses 3-pt jump shot from 25 ft,,13,10
50,1,6:04.0,,Defensive rebound by R. Gobert,13,10
51,1,5:57.0,,J. Ingles misses 3-pt jump shot from 26 ft,13,10
52,1,5:53.0,Defensive rebound by T. Sefolosha,,13,10
53,1,5:38.0,E. Gordon misses 2-pt jump shot from 4 ft (block by R. Gobert),,13,10
54,1,5:38.0,Offensive rebound by Team,,13,10
55,1,5:38.0,,M. Conley enters the game for D. Mitchell,13,10
56,1,5:38.0,,G. Niang enters the game for R. O'Neale,13,10
57,1,5:32.0,D. House makes 3-pt jump shot from 25 ft (assist by P. Tucker),,16,10
58,1,5:17.0,,G. Niang misses 3-pt jump shot from 25 ft,16,10
59,1,5:14.0,Defensive rebound by E. Gordon,,16,10
60,1,5:07.0,E. Gordon misses 3-pt jump shot from 25 ft,,16,10
61,1,5:03.0,,Defensive rebound by G. Niang,16,10
62,1,4:56.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Ingles),16,13
63,1,4:45.0,D. House misses 2-pt jump shot from 10 ft,,16,13
64,1,4:42.0,Offensive rebound by Team,,16,13
65,1,4:42.0,,J. Clarkson enters the game for J. Ingles,16,13
66,1,4:35.0,Shooting foul by J. Clarkson (drawn by E. Gordon),,16,13
67,1,4:35.0,E. Gordon makes free throw 1 of 3,,17,13
68,1,4:35.0,E. Gordon misses free throw 2 of 3,,17,13
69,1,4:35.0,Offensive rebound by Team,,17,13
70,1,4:35.0,E. Gordon makes free throw 3 of 3,,18,13
71,1,4:19.0,,Offensive foul by B. Bogdanović (drawn by M. Frazier),18,13
72,1,4:19.0,,Turnover by B. Bogdanović (offensive foul),18,13
73,1,4:19.0,Houston full timeout,,18,13
74,1,4:19.0,Instant Replay (Challenge: Ruling Stands),,18,13
75,1,4:19.0,A. Rivers enters the game for E. Gordon,,18,13
76,1,4:04.0,Personal foul by M. Conley (drawn by M. Frazier),,18,13
77,1,4:04.0,M. Frazier misses free throw 1 of 2,,18,13
78,1,4:04.0,Offensive rebound by Team,,18,13
79,1,4:04.0,M. Frazier makes free throw 2 of 2,,19,13
80,1,3:46.0,,Turnover by M. Conley (bad pass; steal by D. House),19,13
81,1,3:38.0,T. Sefolosha misses 3-pt jump shot from 26 ft,,19,13
82,1,3:35.0,,Defensive rebound by G. Niang,19,13
83,1,3:29.0,,R. Gobert misses 2-pt layup from 3 ft,19,13
84,1,3:25.0,Defensive rebound by P. Tucker,,19,13
85,1,3:12.0,A. Rivers makes 3-pt jump shot from 25 ft,,22,13
86,1,3:02.0,,Shooting foul by M. Frazier (drawn by M. Conley),22,13
87,1,3:02.0,,M. Conley misses free throw 1 of 2,22,13
88,1,3:02.0,,Offensive rebound by Team,22,13
89,1,3:02.0,C. Clemons enters the game for D. House,,22,13
90,1,3:02.0,I. Hartenstein enters the game for P. Tucker,,22,13
91,1,3:02.0,,T. Bradley enters the game for B. Bogdanović,22,13
92,1,3:02.0,,D. Mitchell enters the game for R. Gobert,22,13
93,1,3:02.0,,R. O'Neale enters the game for G. Niang,22,13
94,1,3:02.0,,M. Conley makes free throw 2 of 2,22,14
95,1,2:52.0,A. Rivers misses 2-pt jump shot from 6 ft,,22,14
96,1,2:48.0,,Defensive rebound by R. O'Neale,22,14
97,1,2:44.0,,D. Mitchell makes 2-pt layup from 2 ft (assist by R. O'Neale),22,16
98,1,2:22.0,A. Rivers makes 2-pt layup from 3 ft,,24,16
99,1,2:06.0,,J. Clarkson makes 2-pt jump shot from 9 ft,24,18
100,1,1:59.0,Offensive foul by I. Hartenstein (drawn by M. Conley),,24,18
101,1,1:59.0,Turnover by I. Hartenstein (offensive foul),,24,18
102,1,1:59.0,D. House enters the game for M. Frazier,,24,18
103,1,1:45.0,,Turnover by R. O'Neale (bad pass),24,18
104,1,1:31.0,A. Rivers misses 2-pt layup from 4 ft,,24,18
105,1,1:29.0,,Defensive rebound by D. Mitchell,24,18
106,1,1:21.0,,J. Clarkson misses 3-pt jump shot from 25 ft,24,18
107,1,1:17.0,Defensive rebound by I. Hartenstein,,24,18
108,1,1:00.0,D. House misses 2-pt jump shot from 9 ft,,24,18
109,1,0:59.0,Offensive rebound by I. Hartenstein,,24,18
110,1,0:59.0,I. Hartenstein makes 2-pt layup at rim,,26,18
111,1,0:42.0,,T. Bradley makes 2-pt hook shot from 2 ft (assist by M. Conley),26,20
112,1,0:32.0,C. Clemons makes 2-pt jump shot from 11 ft,,28,20
113,1,0:12.0,,D. Mitchell misses 2-pt jump shot from 20 ft,28,20
114,1,0:09.0,Defensive rebound by D. House,,28,20
115,1,0:01.0,Turnover by D. House (bad pass; steal by T. Bradley),,28,20
116,1,0:00.0,,M. Conley misses 3-pt jump shot from 42 ft,28,20
117,1,0:00.0,,Offensive rebound by Team,28,20
118,2,11:50.0,C. Clemons misses 3-pt jump shot from 28 ft,,28,20
119,2,11:46.0,,Defensive rebound by T. Bradley,28,20
120,2,11:38.0,,T. Bradley makes 2-pt dunk from 1 ft (assist by J. Ingles),28,22
121,2,11:31.0,C. Clemons misses 3-pt jump shot from 28 ft,,28,22
122,2,11:28.0,,Defensive rebound by T. Bradley,28,22
123,2,11:22.0,,J. Clarkson misses 3-pt jump shot from 24 ft,28,22
124,2,11:20.0,Defensive rebound by B. McLemore,,28,22
125,2,11:11.0,Turnover by A. Rivers (bad pass; steal by G. Niang),,28,22
126,2,11:05.0,,D. Mitchell makes 2-pt layup from 2 ft (assist by G. Niang),28,24
127,2,10:51.0,Personal foul by J. Ingles (drawn by I. Hartenstein),,28,24
128,2,10:51.0,E. Gordon enters the game for A. Rivers,,28,24
129,2,10:46.0,Shooting foul by T. Bradley (drawn by E. Gordon),,28,24
130,2,10:46.0,E. Gordon makes free throw 1 of 2,,29,24
131,2,10:46.0,E. Gordon makes free throw 2 of 2,,30,24
132,2,10:34.0,,D. Mitchell makes 2-pt layup from 2 ft,30,26
133,2,10:25.0,C. Clemons misses 3-pt jump shot from 28 ft,,30,26
134,2,10:23.0,,Defensive rebound by Team,30,26
135,2,10:02.0,,J. Ingles misses 3-pt jump shot from 23 ft,30,26
136,2,9:58.0,Defensive rebound by E. Gordon,,30,26
137,2,9:49.0,Shooting foul by T. Bradley (drawn by B. McLemore),,30,26
138,2,9:49.0,B. McLemore misses free throw 1 of 2,,30,26
139,2,9:49.0,Offensive rebound by Team,,30,26
140,2,9:49.0,B. McLemore misses free throw 2 of 2,,30,26
141,2,9:48.0,,Defensive rebound by G. Niang,30,26
142,2,9:38.0,,J. Ingles makes 2-pt layup from 3 ft,30,28
143,2,9:24.0,D. House misses 2-pt layup from 6 ft,,30,28
144,2,9:22.0,Offensive rebound by I. Hartenstein,,30,28
145,2,9:19.0,Turnover by I. Hartenstein (traveling),,30,28
146,2,9:09.0,,D. Mitchell makes 3-pt jump shot from 25 ft (assist by J. Ingles),30,31
147,2,9:06.0,Houston full timeout,,30,31
148,2,9:06.0,P. Tucker enters the game for I. Hartenstein,,30,31
149,2,9:06.0,,M. Conley enters the game for T. Bradley,30,31
150,2,9:06.0,,R. Gobert enters the game for D. Mitchell,30,31
151,2,8:51.0,D. House misses 2-pt jump shot from 12 ft,,30,31
152,2,8:48.0,,Defensive rebound by M. Conley,30,31
153,2,8:43.0,,M. Conley makes 2-pt layup from 3 ft,30,33
154,2,8:32.0,Turnover by D. House (traveling),,30,33
155,2,8:20.0,,Turnover by M. Conley (bad pass; steal by P. Tucker),30,33
156,2,8:09.0,C. Clemons misses 3-pt jump shot from 31 ft,,30,33
157,2,8:06.0,,Defensive rebound by G. Niang,30,33
158,2,8:01.0,,J. Clarkson misses 3-pt jump shot from 23 ft,30,33
159,2,7:56.0,Defensive rebound by C. Clemons,,30,33
160,2,7:50.0,C. Clemons misses 2-pt layup from 2 ft,,30,33
161,2,7:48.0,,Defensive rebound by R. Gobert,30,33
162,2,7:44.0,,Personal foul by P. Tucker (drawn by R. Gobert),30,33
163,2,7:44.0,A. Rivers enters the game for C. Clemons,,30,33
164,2,7:44.0,,B. Bogdanović enters the game for G. Niang,30,33
165,2,7:31.0,,Turnover by J. Ingles (bad pass; steal by E. Gordon),30,33
166,2,7:26.0,E. Gordon makes 3-pt jump shot from 26 ft,,33,33
167,2,7:05.0,,J. Clarkson makes 2-pt jump shot from 3 ft,33,35
168,2,6:53.0,B. McLemore makes 3-pt jump shot from 25 ft,,36,35
169,2,6:37.0,,J. Ingles misses 3-pt jump shot from 24 ft,36,35
170,2,6:34.0,Defensive rebound by D. House,,36,35
171,2,6:31.0,E. Gordon makes 3-pt jump shot from 28 ft,,39,35
172,2,6:27.0,,Utah full timeout,39,35
173,2,6:27.0,T. Sefolosha enters the game for P. Tucker,,39,35
174,2,6:27.0,,R. O'Neale enters the game for J. Ingles,39,35
175,2,6:15.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,39,35
176,2,6:13.0,Defensive rebound by Team,,39,35
177,2,6:13.0,,Loose ball foul by R. Gobert (drawn by B. McLemore),39,35
178,2,5:59.0,E. Gordon misses 3-pt jump shot from 25 ft,,39,35
179,2,5:54.0,,Defensive rebound by Team,39,35
180,2,5:45.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by M. Conley),39,37
181,2,5:45.0,,Shooting foul by D. House (drawn by B. Bogdanović),39,37
182,2,5:45.0,,D. Mitchell enters the game for J. Clarkson,39,37
183,2,5:45.0,,B. Bogdanović makes free throw 1 of 1,39,38
184,2,5:34.0,T. Sefolosha misses 3-pt jump shot from 25 ft,,39,38
185,2,5:30.0,,Defensive rebound by R. O'Neale,39,38
186,2,5:26.0,,Turnover by D. Mitchell (palming),39,38
187,2,5:14.0,A. Rivers misses 2-pt jump shot from 5 ft,,39,38
188,2,5:14.0,Offensive rebound by Team,,39,38
189,2,5:09.0,D. House makes 3-pt jump shot from 27 ft (assist by T. Sefolosha),,42,38
190,2,4:53.0,,Personal foul by B. McLemore (drawn by D. Mitchell),42,38
191,2,4:53.0,M. Frazier enters the game for B. McLemore,,42,38
192,2,4:44.0,,M. Conley makes 2-pt layup from 6 ft,42,40
193,2,4:32.0,Turnover by E. Gordon (bad pass),,42,40
194,2,4:24.0,,M. Conley misses 3-pt jump shot from 26 ft,42,40
195,2,4:20.0,Defensive rebound by A. Rivers,,42,40
196,2,4:15.0,T. Sefolosha makes 2-pt layup from 2 ft (assist by D. House),,44,40
197,2,3:57.0,,D. Mitchell misses 3-pt jump shot from 25 ft,44,40
198,2,3:54.0,Defensive rebound by D. House,,44,40
199,2,3:46.0,E. Gordon makes 2-pt layup from 3 ft,,46,40
200,2,3:30.0,,R. O'Neale misses 2-pt layup from 5 ft,46,40
201,2,3:29.0,,Offensive rebound by Team,46,40
202,2,3:29.0,,Personal foul by D. House (drawn by R. Gobert),46,40
203,2,3:29.0,,J. Ingles enters the game for M. Conley,46,40
204,2,3:22.0,,Turnover by B. Bogdanović (lost ball; steal by A. Rivers),46,40
205,2,3:20.0,Shooting foul by D. Mitchell (drawn by A. Rivers),,46,40
206,2,3:20.0,A. Rivers makes free throw 1 of 2,,47,40
207,2,3:20.0,A. Rivers makes free throw 2 of 2,,48,40
208,2,3:06.0,,Shooting foul by T. Sefolosha (drawn by R. Gobert),48,40
209,2,3:06.0,,R. Gobert makes free throw 1 of 2,48,41
210,2,3:06.0,,R. Gobert misses free throw 2 of 2,48,41
211,2,3:04.0,Defensive rebound by E. Gordon,,48,41
212,2,3:00.0,E. Gordon misses 2-pt layup from 2 ft,,48,41
213,2,2:57.0,,Defensive rebound by J. Ingles,48,41
214,2,2:55.0,,R. O'Neale misses 3-pt jump shot from 25 ft,48,41
215,2,2:50.0,Defensive rebound by D. House,,48,41
216,2,2:48.0,Turnover by D. House (bad pass; steal by D. Mitchell),,48,41
217,2,2:40.0,,R. Gobert misses 2-pt layup from 2 ft (block by A. Rivers),48,41
218,2,2:36.0,Defensive rebound by T. Sefolosha,,48,41
219,2,2:33.0,T. Sefolosha makes 2-pt jump shot from 17 ft,,50,41
220,2,2:15.0,,D. Mitchell makes 2-pt layup from 2 ft,50,43
221,2,2:02.0,A. Rivers makes 2-pt layup from 2 ft,,52,43
222,2,1:52.0,,D. Mitchell misses 3-pt jump shot from 26 ft,52,43
223,2,1:48.0,Defensive rebound by E. Gordon,,52,43
224,2,1:44.0,Shooting foul by R. O'Neale (drawn by E. Gordon),,52,43
225,2,1:44.0,E. Gordon makes free throw 1 of 2,,53,43
226,2,1:44.0,E. Gordon makes free throw 2 of 2,,54,43
227,2,1:30.0,,R. O'Neale misses 3-pt jump shot from 23 ft,54,43
228,2,1:29.0,,Offensive rebound by Team,54,43
229,2,1:29.0,Loose ball foul by D. House (drawn by R. Gobert),,54,43
230,2,1:29.0,,R. Gobert misses free throw 1 of 2,54,43
231,2,1:29.0,,Offensive rebound by Team,54,43
232,2,1:29.0,,R. Gobert makes free throw 2 of 2,54,44
233,2,1:08.0,E. Gordon makes 2-pt layup from 1 ft,,56,44
234,2,0:50.0,,Shooting foul by M. Frazier (drawn by J. Ingles),56,44
235,2,0:50.0,,J. Ingles makes free throw 1 of 2,56,45
236,2,0:50.0,,J. Ingles makes free throw 2 of 2,56,46
237,2,0:34.0,D. House misses 3-pt jump shot from 28 ft,,56,46
238,2,0:30.0,,Defensive rebound by R. Gobert,56,46
239,2,0:21.0,,Turnover by J. Ingles (bad pass; steal by T. Sefolosha),56,46
240,2,0:20.0,Clear path foul by D. Mitchell,,56,46
241,2,0:20.0,Instant Replay (Request: Ruling Stands),,56,46
242,2,0:20.0,E. Gordon makes clear path free throw 1 of 2,,57,46
243,2,0:20.0,E. Gordon misses clear path free throw 2 of 2,,57,46
244,2,0:20.0,Offensive rebound by Team,,57,46
245,2,0:20.0,,M. Conley enters the game for D. Mitchell,57,46
246,2,0:02.0,T. Sefolosha makes 2-pt layup from 2 ft,,59,46
247,2,0:00.0,,R. O'Neale misses 3-pt jump shot from 55 ft,59,46
248,2,0:00.0,,Offensive rebound by Team,59,46
249,3,11:42.0,E. Gordon makes 3-pt jump shot from 26 ft,,62,46
250,3,11:19.0,,R. O'Neale makes 2-pt layup from 2 ft (assist by B. Bogdanović),62,48
251,3,11:19.0,,Shooting foul by D. House (drawn by R. O'Neale),62,48
252,3,11:19.0,,R. O'Neale makes free throw 1 of 1,62,49
253,3,11:06.0,B. McLemore misses 3-pt jump shot from 25 ft,,62,49
254,3,11:03.0,,Defensive rebound by B. Bogdanović,62,49
255,3,10:57.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by R. O'Neale),62,51
256,3,10:40.0,E. Gordon misses 3-pt jump shot from 26 ft,,62,51
257,3,10:38.0,,Defensive rebound by R. Gobert,62,51
258,3,10:16.0,,D. Mitchell misses 3-pt jump shot from 27 ft,62,51
259,3,10:12.0,Defensive rebound by D. House,,62,51
260,3,10:06.0,Turnover by D. House (out of bounds lost ball),,62,51
261,3,9:44.0,,D. Mitchell makes 2-pt layup from 2 ft,62,53
262,3,9:26.0,A. Rivers makes 2-pt layup from 2 ft,,64,53
263,3,9:13.0,,R. O'Neale misses 2-pt layup from 3 ft,64,53
264,3,9:12.0,Defensive rebound by D. House,,64,53
265,3,9:05.0,A. Rivers misses 2-pt jump shot from 16 ft,,64,53
266,3,9:02.0,,Defensive rebound by R. Gobert,64,53
267,3,8:47.0,,Personal foul by B. McLemore (drawn by B. Bogdanović),64,53
268,3,8:43.0,,R. Gobert makes 2-pt layup from 2 ft (assist by B. Bogdanović),64,55
269,3,8:24.0,Personal foul by J. Ingles (drawn by A. Rivers),,64,55
270,3,8:21.0,Personal foul by R. O'Neale (drawn by P. Tucker),,64,55
271,3,8:16.0,E. Gordon misses 3-pt jump shot from 28 ft,,64,55
272,3,8:14.0,,Defensive rebound by R. O'Neale,64,55
273,3,8:07.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,64,55
274,3,8:04.0,Defensive rebound by E. Gordon,,64,55
275,3,7:51.0,A. Rivers misses 3-pt jump shot from 26 ft,,64,55
276,3,7:49.0,,Defensive rebound by R. Gobert,64,55
277,3,7:39.0,,D. Mitchell makes 3-pt jump shot from 26 ft (assist by R. O'Neale),64,58
278,3,7:37.0,Houston full timeout,,64,58
279,3,7:20.0,D. House misses 3-pt jump shot from 25 ft,,64,58
280,3,7:17.0,,Defensive rebound by R. Gobert,64,58
281,3,7:02.0,,B. Bogdanović misses 2-pt layup from 4 ft (block by P. Tucker),64,58
282,3,7:02.0,Defensive rebound by Team,,64,58
283,3,6:45.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by B. McLemore),,67,58
284,3,6:25.0,,D. Mitchell makes 2-pt jump shot from 12 ft (assist by J. Ingles),67,60
285,3,6:01.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by P. Tucker),,70,60
286,3,5:44.0,,J. Ingles misses 3-pt jump shot from 24 ft,70,60
287,3,5:40.0,Defensive rebound by A. Rivers,,70,60
288,3,5:37.0,Shooting foul by R. O'Neale (drawn by A. Rivers),,70,60
289,3,5:37.0,A. Rivers makes free throw 1 of 2,,71,60
290,3,5:37.0,M. Frazier enters the game for E. Gordon,,71,60
291,3,5:37.0,,M. Conley enters the game for D. Mitchell,71,60
292,3,5:37.0,,G. Niang enters the game for R. O'Neale,71,60
293,3,5:37.0,A. Rivers makes free throw 2 of 2,,72,60
294,3,5:15.0,,B. Bogdanović makes 3-pt jump shot from 25 ft,72,63
295,3,5:01.0,Turnover by P. Tucker (bad pass; steal by G. Niang),,72,63
296,3,4:57.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by G. Niang),72,66
297,3,4:55.0,Houston full timeout,,72,66
298,3,4:55.0,T. Sefolosha enters the game for P. Tucker,,72,66
299,3,4:34.0,A. Rivers misses 2-pt layup from 4 ft,,72,66
300,3,4:32.0,,Defensive rebound by M. Conley,72,66
301,3,4:26.0,,Turnover by M. Conley (lost ball; steal by T. Sefolosha),72,66
302,3,4:25.0,Personal take foul by G. Niang (drawn by T. Sefolosha),,72,66
303,3,4:25.0,,J. Clarkson enters the game for J. Ingles,72,66
304,3,4:07.0,A. Rivers makes 3-pt jump shot from 25 ft,,75,66
305,3,3:51.0,,M. Conley makes 2-pt layup from 5 ft,75,68
306,3,3:42.0,A. Rivers misses 3-pt jump shot from 26 ft,,75,68
307,3,3:40.0,,Defensive rebound by Team,75,68
308,3,3:29.0,,Turnover by M. Conley (lost ball; steal by D. House),75,68
309,3,3:24.0,D. House makes 2-pt jump shot from 10 ft,,77,68
310,3,3:13.0,,Turnover by B. Bogdanović (lost ball; steal by D. House),77,68
311,3,3:06.0,Personal foul by M. Conley (drawn by M. Frazier),,77,68
312,3,3:06.0,M. Frazier makes free throw 1 of 2,,78,68
313,3,3:06.0,,D. Mitchell enters the game for B. Bogdanović,78,68
314,3,3:06.0,M. Frazier makes free throw 2 of 2,,79,68
315,3,2:49.0,,J. Clarkson makes 2-pt jump shot from 9 ft (assist by G. Niang),79,70
316,3,2:35.0,D. House misses 3-pt jump shot from 24 ft,,79,70
317,3,2:32.0,,Defensive rebound by R. Gobert,79,70
318,3,2:25.0,,Turnover by J. Clarkson (out of bounds lost ball),79,70
319,3,2:25.0,,T. Bradley enters the game for R. Gobert,79,70
320,3,2:16.0,T. Sefolosha makes 3-pt jump shot from 26 ft (assist by A. Rivers),,82,70
321,3,2:02.0,,Turnover by D. Mitchell (lost ball; steal by D. House),82,70
322,3,1:57.0,D. House misses 2-pt layup from 2 ft,,82,70
323,3,1:56.0,,Defensive rebound by M. Conley,82,70
324,3,1:50.0,,G. Niang makes 2-pt layup from 3 ft (assist by M. Conley),82,72
325,3,1:31.0,T. Sefolosha misses 3-pt jump shot from 26 ft,,82,72
326,3,1:27.0,,Defensive rebound by J. Clarkson,82,72
327,3,1:22.0,,Personal foul by T. Sefolosha (drawn by T. Bradley),82,72
328,3,1:22.0,E. Gordon enters the game for D. House,,82,72
329,3,1:22.0,P. Tucker enters the game for B. McLemore,,82,72
330,3,1:12.0,,J. Clarkson misses 2-pt jump shot from 10 ft,82,72
331,3,1:09.0,Defensive rebound by P. Tucker,,82,72
332,3,0:50.0,E. Gordon makes 2-pt layup from 2 ft,,84,72
333,3,0:34.0,,D. Mitchell misses 2-pt jump shot from 21 ft,84,72
334,3,0:30.0,Defensive rebound by P. Tucker,,84,72
335,3,0:22.0,A. Rivers makes 2-pt layup from 4 ft,,86,72
336,3,0:22.0,Shooting foul by T. Bradley (drawn by A. Rivers),,86,72
337,3,0:22.0,Technical foul by D. Mitchell,,86,72
338,3,0:22.0,E. Gordon makes technical free throw,,87,72
339,3,0:22.0,A. Rivers misses free throw 1 of 1,,87,72
340,3,0:21.0,,Defensive rebound by T. Bradley,87,72
341,3,0:02.0,,G. Niang makes 3-pt jump shot from 24 ft (assist by D. Mitchell),87,75
342,4,11:46.0,,T. Bradley makes 2-pt layup from 2 ft (assist by D. Mitchell),87,77
343,4,11:39.0,Personal foul by J. Ingles (drawn by E. Gordon),,87,77
344,4,11:39.0,,R. O'Neale enters the game for J. Ingles,87,77
345,4,11:22.0,Shooting foul by T. Bradley (drawn by D. House),,87,77
346,4,11:22.0,D. House makes free throw 1 of 2,,88,77
347,4,11:22.0,D. House misses free throw 2 of 2,,88,77
348,4,11:20.0,,Defensive rebound by T. Bradley,88,77
349,4,11:10.0,,Personal foul by M. Frazier (drawn by T. Bradley),88,77
350,4,11:01.0,,D. Mitchell makes 2-pt jump shot from 18 ft,88,79
351,4,10:49.0,Shooting foul by T. Bradley (drawn by E. Gordon),,88,79
352,4,10:49.0,E. Gordon misses free throw 1 of 2,,88,79
353,4,10:49.0,Offensive rebound by Team,,88,79
354,4,10:49.0,E. Gordon makes free throw 2 of 2,,89,79
355,4,10:37.0,,D. Mitchell makes 2-pt jump shot from 6 ft,89,81
356,4,10:24.0,Shooting foul by R. O'Neale (drawn by E. Gordon),,89,81
357,4,10:24.0,E. Gordon makes free throw 1 of 2,,90,81
358,4,10:24.0,A. Rivers enters the game for T. Sefolosha,,90,81
359,4,10:24.0,E. Gordon makes free throw 2 of 2,,91,81
360,4,10:06.0,,D. Mitchell misses 2-pt jump shot from 8 ft,91,81
361,4,10:05.0,Defensive rebound by A. Rivers,,91,81
362,4,9:46.0,A. Rivers misses 2-pt layup from 3 ft,,91,81
363,4,9:44.0,Offensive rebound by P. Tucker,,91,81
364,4,9:43.0,P. Tucker makes 2-pt layup from 1 ft,,93,81
365,4,9:30.0,,Personal foul by A. Rivers (drawn by J. Clarkson),93,81
366,4,9:30.0,,M. Conley enters the game for T. Bradley,93,81
367,4,9:30.0,,R. Gobert enters the game for G. Niang,93,81
368,4,9:20.0,,D. Mitchell misses 3-pt jump shot from 25 ft,93,81
369,4,9:17.0,Defensive rebound by P. Tucker,,93,81
370,4,9:12.0,Personal foul by R. O'Neale (drawn by P. Tucker),,93,81
371,4,9:12.0,P. Tucker makes free throw 1 of 2,,94,81
372,4,9:12.0,,B. Bogdanović enters the game for D. Mitchell,94,81
373,4,9:12.0,,J. Ingles enters the game for R. O'Neale,94,81
374,4,9:12.0,P. Tucker makes free throw 2 of 2,,95,81
375,4,8:59.0,,Shooting foul by P. Tucker (drawn by R. Gobert),95,81
376,4,8:59.0,,R. Gobert misses free throw 1 of 2,95,81
377,4,8:59.0,,Offensive rebound by Team,95,81
378,4,8:59.0,,R. Gobert makes free throw 2 of 2,95,82
379,4,8:41.0,M. Frazier makes 3-pt jump shot from 25 ft (assist by E. Gordon),,98,82
380,4,8:19.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by M. Conley),98,84
381,4,8:02.0,M. Frazier misses 3-pt jump shot from 25 ft,,98,84
382,4,8:00.0,,Defensive rebound by J. Ingles,98,84
383,4,7:52.0,,J. Clarkson makes 2-pt layup from 2 ft,98,86
384,4,7:51.0,Houston full timeout,,98,86
385,4,7:38.0,E. Gordon makes 2-pt layup from 3 ft (assist by P. Tucker),,100,86
386,4,7:26.0,,Shooting foul by M. Frazier (drawn by B. Bogdanović),100,86
387,4,7:26.0,,B. Bogdanović makes free throw 1 of 2,100,87
