,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MEMPHIS_ACTION,MINNESOTA_SCORE,MEMPHIS_SCORE
80,1,3:45.0,J. McLaughlin makes 3-pt jump shot from 25 ft (assist by N. Vonleh),,20,27
81,1,3:30.0,,M. Guduric misses 2-pt layup from 2 ft,20,27
82,1,3:28.0,,Offensive rebound by M. Guduric,20,27
83,1,3:28.0,,M. Guduric makes 2-pt layup from 3 ft,20,29
84,1,3:20.0,Turnover by J. Layman (bad pass; steal by T. Jones),,20,29
85,1,3:03.0,,T. Jones misses 2-pt layup from 2 ft,20,29
86,1,2:57.0,,Offensive rebound by B. Clarke,20,29
87,1,2:57.0,,B. Clarke makes 2-pt layup at rim,20,31
88,1,2:47.0,J. McLaughlin misses 3-pt jump shot from 25 ft,,20,31
89,1,2:44.0,Offensive rebound by T. Graham,,20,31
90,1,2:33.0,N. Vonleh misses 2-pt jump shot from 5 ft,,20,31
91,1,2:26.0,,Defensive rebound by B. Clarke,20,31
92,1,2:20.0,,B. Caboclo misses 3-pt jump shot from 23 ft,20,31
93,1,2:17.0,Defensive rebound by A. Wiggins,,20,31
94,1,2:14.0,Shooting foul by B. Clarke (drawn by J. Layman),,20,31
95,1,2:14.0,J. Layman makes free throw 1 of 2,,21,31
96,1,2:14.0,R. Covington enters the game for A. Wiggins,,21,31
97,1,2:14.0,,K. Anderson enters the game for B. Clarke,21,31
98,1,2:14.0,,S. Hill enters the game for J. Crowder,21,31
99,1,2:14.0,J. Layman makes free throw 2 of 2,,22,31
100,1,1:58.0,,Turnover by B. Caboclo (lost ball; steal by J. Layman),22,31
101,1,1:51.0,T. Graham misses 3-pt jump shot from 28 ft,,22,31
102,1,1:50.0,Offensive rebound by Team,,22,31
103,1,1:50.0,,Loose ball foul by K. Anderson (drawn by N. Vonleh),22,31
104,1,1:50.0,N. Vonleh misses free throw 1 of 2,,22,31
105,1,1:50.0,Offensive rebound by Team,,22,31
106,1,1:50.0,,J. Morant enters the game for T. Jones,22,31
107,1,1:50.0,N. Vonleh makes free throw 2 of 2,,23,31
108,1,1:29.0,,K. Anderson misses 2-pt layup from 4 ft,23,31
109,1,1:25.0,Defensive rebound by T. Graham,,23,31
110,1,1:22.0,T. Graham misses 2-pt layup from 3 ft (block by B. Caboclo),,23,31
111,1,1:20.0,,Defensive rebound by S. Hill,23,31
112,1,1:16.0,,Shooting foul by R. Covington (drawn by J. Morant),23,31
113,1,1:16.0,,J. Morant makes free throw 1 of 2,23,32
114,1,1:16.0,K. Towns enters the game for R. Covington,,23,32
115,1,1:16.0,,J. Morant makes free throw 2 of 2,23,33
116,1,1:03.0,N. Vonleh misses 3-pt jump shot from 22 ft,,23,33
117,1,0:59.0,,Defensive rebound by M. Guduric,23,33
118,1,0:54.0,,S. Hill makes 3-pt jump shot from 25 ft (assist by J. Morant),23,36
119,1,0:43.0,T. Graham makes 3-pt jump shot from 24 ft (assist by K. Towns),,26,36
120,1,0:30.0,,Turnover by J. Morant (step out of bounds),26,36
121,1,0:13.0,Turnover by J. Layman (lost ball; steal by S. Hill),,26,36
122,1,0:10.0,,Shooting foul by J. Layman (drawn by J. Morant),26,36
123,1,0:10.0,,J. Morant misses free throw 1 of 2,26,36
124,1,0:10.0,,Offensive rebound by Team,26,36
125,1,0:10.0,A. Wiggins enters the game for N. Vonleh,,26,36
126,1,0:10.0,,J. Morant makes free throw 2 of 2,26,37
127,1,0:00.0,A. Wiggins misses 3-pt jump shot from 25 ft,,26,37
128,1,0:00.0,Offensive rebound by Team,,26,37
129,2,11:51.0,,Turnover by K. Anderson (traveling),26,37
130,2,11:42.0,J. McLaughlin misses 2-pt layup from 3 ft (block by B. Caboclo),,26,37
131,2,11:40.0,,Defensive rebound by B. Caboclo,26,37
132,2,11:35.0,,Shooting foul by J. Okogie (drawn by D. Brooks),26,37
133,2,11:35.0,,D. Brooks makes free throw 1 of 2,26,38
134,2,11:35.0,K. Towns enters the game for J. Okogie,,26,38
135,2,11:35.0,,D. Brooks makes free throw 2 of 2,26,39
136,2,11:26.0,K. Towns misses 3-pt jump shot from 25 ft,,26,39
137,2,11:23.0,,Defensive rebound by D. Brooks,26,39
138,2,11:21.0,,Shooting foul by J. Culver (drawn by D. Brooks),26,39
139,2,11:21.0,,D. Brooks makes free throw 1 of 2,26,40
140,2,11:21.0,,D. Brooks makes free throw 2 of 2,26,41
141,2,11:01.0,N. Vonleh makes 2-pt hook shot from 6 ft,,28,41
142,2,10:46.0,,D. Brooks makes 2-pt layup from 8 ft (assist by S. Hill),28,43
143,2,10:46.0,,Shooting foul by J. Culver (drawn by D. Brooks),28,43
144,2,10:46.0,,D. Brooks makes free throw 1 of 1,28,44
145,2,10:31.0,Shooting foul by K. Anderson (drawn by J. Culver),,28,44
146,2,10:31.0,J. Culver makes free throw 1 of 2,,29,44
147,2,10:31.0,J. Culver makes free throw 2 of 2,,30,44
148,2,10:22.0,,D. Brooks misses 2-pt jump shot from 9 ft,30,44
149,2,10:19.0,Defensive rebound by N. Vonleh,,30,44
150,2,10:08.0,J. Layman misses 2-pt layup from 5 ft,,30,44
151,2,10:03.0,,Defensive rebound by J. Morant,30,44
152,2,9:59.0,,B. Caboclo misses 3-pt jump shot from 23 ft,30,44
153,2,9:57.0,Defensive rebound by Team,,30,44
154,2,9:57.0,,T. Jones enters the game for J. Morant,30,44
155,2,9:45.0,Shooting foul by B. Caboclo (drawn by J. Culver),,30,44
156,2,9:45.0,J. Culver misses free throw 1 of 2,,30,44
157,2,9:45.0,Offensive rebound by Team,,30,44
158,2,9:45.0,,J. Jackson enters the game for B. Caboclo,30,44
159,2,9:45.0,J. Culver makes free throw 2 of 2,,31,44
160,2,9:34.0,,Personal foul by K. Towns (drawn by J. Jackson),31,44
161,2,9:25.0,,J. Jackson misses 3-pt jump shot from 25 ft,31,44
162,2,9:22.0,Defensive rebound by J. Culver,,31,44
163,2,9:15.0,J. Layman makes 2-pt jump shot from 21 ft (assist by N. Vonleh),,33,44
164,2,8:57.0,,S. Hill makes 2-pt jump shot from 5 ft,33,46
165,2,8:39.0,K. Towns makes 2-pt jump shot from 4 ft (assist by J. Layman),,35,46
166,2,8:27.0,,J. Jackson misses 2-pt hook shot from 7 ft,35,46
167,2,8:25.0,Defensive rebound by K. Towns,,35,46
168,2,8:13.0,K. Towns makes 2-pt layup from 4 ft,,37,46
169,2,8:13.0,,Memphis full timeout,37,46
170,2,8:13.0,A. Wiggins enters the game for N. Vonleh,,37,46
171,2,8:13.0,,J. Crowder enters the game for K. Anderson,37,46
172,2,8:13.0,,J. Valančiūnas enters the game for S. Hill,37,46
173,2,8:02.0,,D. Brooks misses 2-pt jump shot from 8 ft (block by A. Wiggins),37,46
174,2,8:02.0,,Offensive rebound by Team,37,46
175,2,8:02.0,Violation by Team (kicked ball),,37,46
176,2,7:53.0,,Turnover by J. Valančiūnas (lost ball; steal by J. Layman),37,46
177,2,7:43.0,Turnover by K. Towns (traveling),,37,46
178,2,7:29.0,,Turnover by D. Brooks (step out of bounds),37,46
179,2,7:29.0,R. Covington enters the game for J. McLaughlin,,37,46
180,2,7:19.0,J. Culver makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,40,46
181,2,7:06.0,,Turnover by D. Brooks (bad pass; steal by R. Covington),40,46
182,2,7:03.0,J. Culver misses 2-pt layup from 2 ft,,40,46
183,2,7:01.0,,Defensive rebound by J. Jackson,40,46
184,2,6:47.0,,D. Brooks makes 2-pt jump shot from 4 ft (assist by J. Valančiūnas),40,48
185,2,6:31.0,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Culver),,43,48
186,2,6:19.0,,J. Jackson misses 2-pt hook shot from 8 ft,43,48
187,2,6:16.0,Defensive rebound by K. Towns,,43,48
188,2,6:09.0,R. Covington makes 3-pt jump shot from 26 ft (assist by J. Culver),,46,48
189,2,6:07.0,,Memphis full timeout,46,48
190,2,6:07.0,,B. Clarke enters the game for J. Jackson,46,48
191,2,5:55.0,,Personal foul by A. Wiggins (drawn by B. Clarke),46,48
192,2,5:55.0,,B. Clarke makes free throw 1 of 2,46,49
193,2,5:55.0,,B. Clarke makes free throw 2 of 2,46,50
194,2,5:37.0,J. Layman misses 3-pt jump shot from 22 ft,,46,50
195,2,5:34.0,Offensive rebound by A. Wiggins,,46,50
196,2,5:29.0,A. Wiggins misses 3-pt jump shot from 22 ft,,46,50
197,2,5:26.0,Offensive rebound by K. Towns,,46,50
198,2,5:25.0,R. Covington makes 2-pt layup from 1 ft (assist by K. Towns),,48,50
199,2,5:07.0,,Turnover by J. Crowder (lost ball; steal by J. Layman),48,50
200,2,5:07.0,G. Dieng enters the game for J. Layman,,48,50
201,2,5:07.0,J. Okogie enters the game for K. Towns,,48,50
202,2,5:07.0,,M. Guduric enters the game for D. Brooks,48,50
203,2,4:59.0,A. Wiggins makes 2-pt jump shot from 12 ft (assist by J. Culver),,50,50
204,2,4:44.0,,B. Clarke makes 2-pt jump shot from 5 ft (assist by M. Guduric),50,52
205,2,4:24.0,R. Covington makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,53,52
206,2,4:11.0,,T. Jones makes 2-pt jump shot from 9 ft (assist by J. Valančiūnas),53,54
207,2,3:58.0,A. Wiggins misses 2-pt jump shot from 17 ft,,53,54
208,2,3:55.0,,Defensive rebound by T. Jones,53,54
209,2,3:51.0,,J. Valančiūnas makes 2-pt dunk from 1 ft (assist by T. Jones),53,56
210,2,3:51.0,Minnesota full timeout,,53,56
211,2,3:51.0,T. Graham enters the game for J. Culver,,53,56
212,2,3:39.0,G. Dieng misses 3-pt jump shot from 25 ft,,53,56
213,2,3:36.0,,Defensive rebound by B. Clarke,53,56
214,2,3:24.0,,T. Jones misses 2-pt jump shot from 11 ft (block by R. Covington),53,56
215,2,3:23.0,,Offensive rebound by Team,53,56
216,2,3:22.0,,T. Jones makes 2-pt jump shot from 17 ft (assist by M. Guduric),53,58
217,2,3:07.0,A. Wiggins misses 2-pt jump shot from 9 ft,,53,58
218,2,3:04.0,,Defensive rebound by B. Clarke,53,58
219,2,2:55.0,,Turnover by B. Clarke (bad pass; steal by G. Dieng),53,58
220,2,2:50.0,R. Covington makes 3-pt jump shot from 26 ft,,56,58
221,2,2:22.0,,M. Guduric misses 2-pt layup from 2 ft,56,58
222,2,2:20.0,,Offensive rebound by B. Clarke,56,58
223,2,2:18.0,,M. Guduric makes 3-pt jump shot from 23 ft (assist by B. Clarke),56,61
224,2,2:00.0,G. Dieng makes 2-pt jump shot from 6 ft (assist by T. Graham),,58,61
225,2,1:54.0,,J. Crowder makes 3-pt jump shot from 25 ft,58,64
226,2,1:54.0,,Shooting foul by A. Wiggins (drawn by J. Crowder),58,64
227,2,1:54.0,K. Towns enters the game for G. Dieng,,58,64
228,2,1:54.0,,B. Caboclo enters the game for T. Jones,58,64
229,2,1:54.0,,J. Morant enters the game for J. Valančiūnas,58,64
230,2,1:54.0,,J. Crowder makes free throw 1 of 1,58,65
231,2,1:43.0,A. Wiggins makes 2-pt layup from 4 ft,,60,65
232,2,1:34.0,,B. Caboclo makes 3-pt jump shot from 22 ft (assist by J. Crowder),60,68
233,2,1:22.0,Turnover by J. Okogie (out of bounds lost ball),,60,68
234,2,1:22.0,J. McLaughlin enters the game for A. Wiggins,,60,68
235,2,1:04.0,,J. Morant makes 2-pt layup from 4 ft (assist by B. Caboclo),60,70
236,2,0:49.0,R. Covington makes 2-pt layup from 7 ft (assist by J. Okogie),,62,70
237,2,0:34.0,,B. Clarke makes 2-pt dunk from 1 ft (assist by J. Morant),62,72
238,2,0:25.0,R. Covington misses 3-pt jump shot from 29 ft,,62,72
239,2,0:21.0,Offensive rebound by K. Towns,,62,72
240,2,0:19.0,K. Towns makes 2-pt hook shot from 5 ft,,64,72
241,2,0:02.0,,J. Morant misses 2-pt layup from 2 ft (block by K. Towns),64,72
242,2,0:02.0,Defensive rebound by K. Towns,,64,72
243,2,0:00.0,R. Covington misses 3-pt jump shot from 45 ft,,64,72
244,2,0:00.0,Offensive rebound by Team,,64,72
245,3,11:46.0,,J. Valančiūnas makes 2-pt hook shot from 4 ft,64,74
246,3,11:30.0,J. Culver makes 3-pt jump shot from 26 ft (assist by A. Wiggins),,67,74
247,3,11:18.0,,Shooting foul by J. Okogie (drawn by J. Morant),67,74
248,3,11:18.0,,J. Morant makes free throw 1 of 2,67,75
249,3,11:18.0,,J. Morant misses free throw 2 of 2,67,75
250,3,11:16.0,Defensive rebound by R. Covington,,67,75
251,3,11:05.0,Shooting foul by D. Brooks (drawn by K. Towns),,67,75
252,3,11:05.0,K. Towns makes free throw 1 of 2,,68,75
253,3,11:05.0,K. Towns makes free throw 2 of 2,,69,75
254,3,10:54.0,,J. Morant misses 2-pt layup from 4 ft (block by R. Covington),69,75
255,3,10:50.0,Defensive rebound by J. Okogie,,69,75
256,3,10:48.0,R. Covington misses 3-pt jump shot from 26 ft,,69,75
257,3,10:44.0,,Defensive rebound by J. Valančiūnas,69,75
258,3,10:39.0,,J. Crowder misses 3-pt jump shot from 26 ft,69,75
259,3,10:33.0,Defensive rebound by J. Culver,,69,75
260,3,10:30.0,K. Towns misses 3-pt jump shot from 24 ft,,69,75
261,3,10:25.0,,Defensive rebound by J. Jackson,69,75
262,3,10:22.0,,Offensive foul by J. Jackson (drawn by R. Covington),69,75
263,3,10:22.0,,Turnover by J. Jackson (offensive foul),69,75
264,3,10:14.0,J. Culver misses 2-pt layup from 3 ft,,69,75
265,3,10:14.0,,Defensive rebound by Team,69,75
266,3,10:14.0,Loose ball foul by J. Culver (drawn by J. Jackson),,69,75
267,3,10:07.0,,Personal foul by J. Okogie (drawn by J. Morant),69,75
268,3,10:07.0,T. Graham enters the game for J. Okogie,,69,75
269,3,9:58.0,,J. Morant misses 2-pt layup from 4 ft (block by T. Graham),69,75
270,3,9:58.0,,Offensive rebound by Team,69,75
271,3,9:52.0,,D. Brooks misses 2-pt jump shot from 9 ft,69,75
272,3,9:48.0,Defensive rebound by K. Towns,,69,75
273,3,9:44.0,Turnover by A. Wiggins (back court),,69,75
274,3,9:36.0,,D. Brooks misses 3-pt jump shot from 22 ft,69,75
275,3,9:33.0,Defensive rebound by T. Graham,,69,75
276,3,9:26.0,Turnover by K. Towns (off goaltending),,69,75
277,3,9:26.0,Minnesota full timeout,,69,75
278,3,9:26.0,Instant Replay (Challenge: Ruling Stands),,69,75
279,3,9:09.0,,J. Valančiūnas misses 2-pt jump shot from 23 ft,69,75
280,3,9:08.0,,Offensive rebound by Team,69,75
281,3,9:06.0,,Turnover by D. Brooks (bad pass),69,75
282,3,9:06.0,,Loose ball foul by J. Morant (drawn by T. Graham),69,75
283,3,8:56.0,K. Towns misses 3-pt jump shot from 25 ft,,69,75
284,3,8:53.0,,Defensive rebound by J. Jackson,69,75
285,3,8:51.0,,Personal foul by K. Towns (drawn by J. Valančiūnas),69,75
286,3,8:44.0,,J. Morant makes 2-pt layup from 4 ft,69,77
287,3,8:33.0,Personal foul by D. Brooks (drawn by K. Towns),,69,77
288,3,8:29.0,Shooting foul by J. Crowder (drawn by A. Wiggins),,69,77
289,3,8:29.0,A. Wiggins makes free throw 1 of 2,,70,77
290,3,8:29.0,A. Wiggins misses free throw 2 of 2,,70,77
291,3,8:26.0,,Defensive rebound by J. Valančiūnas,70,77
292,3,8:09.0,,J. Valančiūnas misses 2-pt jump shot from 11 ft,70,77
293,3,8:09.0,,Offensive rebound by Team,70,77
294,3,8:09.0,Loose ball foul by T. Graham (drawn by J. Crowder),,70,77
295,3,8:09.0,,J. Crowder misses free throw 1 of 2,70,77
296,3,8:09.0,,Offensive rebound by Team,70,77
297,3,8:09.0,,J. Crowder misses free throw 2 of 2,70,77
298,3,8:06.0,Defensive rebound by K. Towns,,70,77
299,3,8:04.0,Personal foul by D. Brooks (drawn by A. Wiggins),,70,77
300,3,8:04.0,A. Wiggins makes free throw 1 of 2,,71,77
301,3,8:04.0,A. Wiggins misses free throw 2 of 2,,71,77
302,3,8:02.0,,Defensive rebound by J. Valančiūnas,71,77
303,3,7:49.0,,Shooting foul by T. Graham (drawn by J. Morant),71,77
304,3,7:49.0,,J. Morant makes free throw 1 of 2,71,78
305,3,7:49.0,,K. Anderson enters the game for D. Brooks,71,78
306,3,7:49.0,,J. Morant makes free throw 2 of 2,71,79
307,3,7:39.0,J. Culver makes 2-pt layup from 3 ft,,73,79
308,3,7:24.0,,J. Morant misses 2-pt jump shot from 8 ft,73,79
309,3,7:20.0,Defensive rebound by T. Graham,,73,79
310,3,7:15.0,Turnover by R. Covington (bad pass),,73,79
311,3,7:13.0,,Memphis full timeout,73,79
312,3,7:13.0,J. Layman enters the game for A. Wiggins,,73,79
313,3,7:13.0,,T. Jones enters the game for J. Morant,73,79
314,3,7:08.0,,J. Crowder misses 3-pt jump shot from 25 ft,73,79
315,3,7:05.0,Defensive rebound by K. Towns,,73,79
316,3,6:55.0,K. Towns makes 2-pt hook shot from 6 ft (assist by J. Layman),,75,79
317,3,6:45.0,,Turnover by J. Valančiūnas (bad pass; steal by R. Covington),75,79
318,3,6:41.0,J. Culver makes 2-pt layup from 2 ft (assist by T. Graham),,77,79
319,3,6:27.0,,Turnover by T. Jones (lost ball; steal by T. Graham),77,79
320,3,6:23.0,J. Layman makes 2-pt layup from 2 ft (assist by T. Graham),,79,79
321,3,6:01.0,,T. Jones misses 3-pt jump shot from 23 ft,79,79
322,3,5:58.0,Defensive rebound by K. Towns,,79,79
323,3,5:50.0,R. Covington misses 2-pt layup from 6 ft,,79,79
324,3,5:46.0,,Defensive rebound by K. Anderson,79,79
325,3,5:43.0,,K. Anderson makes 2-pt jump shot from 11 ft,79,81
326,3,5:30.0,J. Culver misses 3-pt jump shot from 26 ft,,79,81
327,3,5:28.0,,Defensive rebound by J. Jackson,79,81
328,3,5:14.0,,J. Valančiūnas makes 2-pt layup from 3 ft (assist by K. Anderson),79,83
329,3,4:57.0,Personal foul by J. Valančiūnas (drawn by K. Towns),,79,83
330,3,4:57.0,K. Towns makes free throw 1 of 2,,80,83
331,3,4:57.0,J. McLaughlin enters the game for R. Covington,,80,83
332,3,4:57.0,,B. Caboclo enters the game for J. Jackson,80,83
333,3,4:57.0,,B. Clarke enters the game for J. Valančiūnas,80,83
334,3,4:57.0,K. Towns makes free throw 2 of 2,,81,83
335,3,4:44.0,,B. Clarke makes 2-pt jump shot from 11 ft (assist by K. Anderson),81,85
336,3,4:29.0,J. McLaughlin makes 2-pt layup from 4 ft (assist by T. Graham),,83,85
337,3,4:17.0,,B. Caboclo misses 3-pt jump shot from 26 ft,83,85
338,3,4:14.0,Defensive rebound by J. Culver,,83,85
339,3,3:59.0,J. Layman misses 3-pt jump shot from 24 ft,,83,85
340,3,3:54.0,,Defensive rebound by J. Crowder,83,85
341,3,3:41.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by K. Anderson),83,88
342,3,3:31.0,K. Towns makes 3-pt jump shot from 26 ft (assist by J. McLaughlin),,86,88
343,3,3:21.0,,B. Clarke makes 2-pt jump shot from 12 ft (assist by T. Jones),86,90
344,3,3:08.0,J. Culver misses 3-pt jump shot from 25 ft,,86,90
345,3,3:03.0,,Defensive rebound by B. Caboclo,86,90
346,3,2:56.0,,K. Anderson makes 2-pt layup from 2 ft,86,92
347,3,2:39.0,Shooting foul by B. Caboclo (drawn by K. Towns),,86,92
348,3,2:39.0,K. Towns makes free throw 1 of 2,,87,92
349,3,2:39.0,A. Wiggins enters the game for J. Culver,,87,92
350,3,2:39.0,,M. Guduric enters the game for J. Crowder,87,92
351,3,2:39.0,K. Towns makes free throw 2 of 2,,88,92
352,3,2:26.0,,Shooting foul by A. Wiggins (drawn by K. Anderson),88,92
353,3,2:26.0,,K. Anderson makes free throw 1 of 2,88,93
354,3,2:26.0,N. Vonleh enters the game for K. Towns,,88,93
355,3,2:26.0,,K. Anderson misses free throw 2 of 2,88,93
356,3,2:23.0,Defensive rebound by T. Graham,,88,93
357,3,2:09.0,Shooting foul by K. Anderson (drawn by N. Vonleh),,88,93
358,3,2:09.0,N. Vonleh makes free throw 1 of 2,,89,93
359,3,2:09.0,N. Vonleh makes free throw 2 of 2,,90,93
360,3,1:55.0,,M. Guduric makes 2-pt jump shot from 7 ft (assist by B. Caboclo),90,95
361,3,1:45.0,A. Wiggins misses 2-pt layup from 6 ft,,90,95
362,3,1:40.0,,Defensive rebound by B. Caboclo,90,95
363,3,1:35.0,,K. Anderson makes 2-pt dunk from 1 ft (assist by B. Clarke),90,97
364,3,1:16.0,J. Layman makes 3-pt jump shot from 23 ft (assist by A. Wiggins),,93,97
365,3,0:55.0,,B. Clarke makes 2-pt jump shot from 13 ft (assist by T. Jones),93,99
366,3,0:45.0,J. McLaughlin misses 3-pt jump shot from 24 ft,,93,99
367,3,0:41.0,,Defensive rebound by M. Guduric,93,99
368,3,0:20.0,,B. Caboclo makes 2-pt jump shot from 22 ft (assist by M. Guduric),93,101
369,3,0:02.0,T. Graham makes 3-pt jump shot from 24 ft (assist by A. Wiggins),,96,101
370,4,11:50.0,A. Wiggins makes 3-pt jump shot from 25 ft (assist by N. Vonleh),,99,101
371,4,11:50.0,Shooting foul by M. Guduric (drawn by A. Wiggins),,99,101
372,4,11:50.0,A. Wiggins misses free throw 1 of 1,,99,101
373,4,11:47.0,,Defensive rebound by J. Valančiūnas,99,101
374,4,11:43.0,,S. Hill misses 3-pt jump shot from 23 ft,99,101
375,4,11:40.0,Defensive rebound by Team,,99,101
376,4,11:32.0,A. Wiggins misses 2-pt jump shot from 12 ft,,99,101
377,4,11:28.0,,Defensive rebound by J. Valančiūnas,99,101
378,4,11:13.0,,D. Brooks makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),99,104
379,4,10:58.0,J. McLaughlin misses 3-pt jump shot from 22 ft,,99,104
