,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MIAMI_ACTION,SACRAMENTO_SCORE,MIAMI_SCORE
380,4,5:44.0,Defensive rebound by Y. Ferrell,,91,85
381,4,5:29.0,M. Bagley misses 2-pt layup from 2 ft,,91,85
382,4,5:27.0,Offensive rebound by M. Bagley,,91,85
383,4,5:23.0,Y. Ferrell misses 2-pt jump shot from 12 ft,,91,85
384,4,5:20.0,,Defensive rebound by K. Olynyk,91,85
385,4,5:02.0,,G. Dragić makes 2-pt jump shot from 16 ft,91,87
386,4,4:46.0,Personal foul by K. Nunn (drawn by N. Bjelica),,91,87
387,4,4:46.0,B. Bogdanović enters the game for Y. Ferrell,,91,87
388,4,4:38.0,Turnover by B. Bogdanović (out of bounds lost ball),,91,87
389,4,4:27.0,,Personal foul by B. Hield (drawn by K. Nunn),91,87
390,4,4:18.0,,B. Adebayo makes 2-pt dunk at rim (assist by K. Nunn),91,89
391,4,4:08.0,Sacramento full timeout,,91,89
392,4,3:58.0,D. Fox makes 2-pt jump shot from 8 ft (assist by M. Bagley),,93,89
393,4,3:32.0,,K. Nunn misses 2-pt jump shot from 6 ft,93,89
394,4,3:27.0,,Offensive rebound by B. Adebayo,93,89
395,4,3:27.0,,B. Adebayo makes 2-pt dunk from 1 ft,93,91
396,4,3:18.0,N. Bjelica makes 2-pt jump shot from 8 ft (assist by D. Fox),,95,91
397,4,3:18.0,,Violation by Team (def goaltending),95,91
398,4,3:18.0,,Miami full timeout,95,91
399,4,2:58.0,,K. Nunn makes 2-pt jump shot from 12 ft,95,93
400,4,2:44.0,N. Bjelica makes 2-pt jump shot from 7 ft (assist by D. Fox),,97,93
401,4,2:44.0,Shooting foul by D. Robinson (drawn by N. Bjelica),,97,93
402,4,2:44.0,N. Bjelica makes free throw 1 of 1,,98,93
403,4,2:40.0,,Personal foul by D. Fox (drawn by G. Dragić),98,93
404,4,2:27.0,,Shooting foul by M. Bagley (drawn by B. Adebayo),98,93
405,4,2:27.0,,B. Adebayo misses free throw 1 of 2,98,93
406,4,2:27.0,,Offensive rebound by Team,98,93
407,4,2:27.0,,J. Johnson enters the game for K. Olynyk,98,93
408,4,2:27.0,,B. Adebayo makes free throw 2 of 2,98,94
409,4,2:08.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,98,94
410,4,2:04.0,Offensive rebound by M. Bagley,,98,94
411,4,2:02.0,M. Bagley makes 2-pt layup from 2 ft,,100,94
412,4,1:48.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by D. Robinson),100,97
413,4,1:22.0,B. Hield misses 3-pt jump shot from 25 ft,,100,97
414,4,1:22.0,Offensive rebound by M. Bagley,,100,97
415,4,1:22.0,M. Bagley makes 2-pt dunk at rim,,102,97
416,4,1:22.0,Shooting foul by B. Adebayo (drawn by M. Bagley),,102,97
417,4,1:22.0,H. Barnes enters the game for N. Bjelica,,102,97
418,4,1:22.0,M. Bagley makes free throw 1 of 1,,103,97
419,4,1:12.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by B. Adebayo),103,100
420,4,0:54.0,D. Fox misses 2-pt layup from 2 ft (block by B. Adebayo),,103,100
421,4,0:53.0,Offensive rebound by M. Bagley,,103,100
422,4,0:52.0,M. Bagley misses 2-pt layup from 2 ft (block by J. Johnson),,103,100
423,4,0:50.0,Offensive rebound by Team,,103,100
424,4,0:50.0,Instant Replay (Request: Stands),,103,100
425,4,0:50.0,N. Bjelica enters the game for H. Barnes,,103,100
426,4,0:38.0,B. Hield misses 3-pt jump shot from 26 ft,,103,100
427,4,0:35.0,,Defensive rebound by J. Johnson,103,100
428,4,0:29.0,,D. Robinson makes 3-pt jump shot from 26 ft (assist by K. Nunn),103,103
429,4,0:18.0,Sacramento full timeout,,103,103
430,4,0:03.0,N. Bjelica misses 2-pt jump shot from 7 ft,,103,103
431,4,0:01.0,Offensive rebound by N. Bjelica,,103,103
432,4,0:01.0,N. Bjelica makes 2-pt layup from 1 ft,,105,103
433,4,0:01.0,,Miami full timeout,105,103
434,4,0:01.0,H. Barnes enters the game for N. Bjelica,,105,103
435,4,0:01.0,C. Joseph enters the game for B. Hield,,105,103
436,4,0:01.0,,T. Herro enters the game for J. Johnson,105,103
437,4,0:00.0,,B. Adebayo makes 2-pt layup from 1 ft (assist by G. Dragić),105,105
438,4,0:00.0,N. Bjelica enters the game for H. Barnes,,105,105
439,4,0:00.0,B. Hield enters the game for C. Joseph,,105,105
440,4,0:00.0,,J. Johnson enters the game for G. Dragić,105,105
441,4,0:00.0,,D. Jones enters the game for T. Herro,105,105
442,4,0:00.0,,M. Leonard enters the game for K. Nunn,105,105
443,4,0:00.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,105,105
444,4,0:00.0,Offensive rebound by Team,,105,105
445,1OT,4:47.0,,B. Adebayo makes 2-pt dunk from 2 ft (assist by G. Dragić),105,107
446,1OT,4:19.0,D. Fox misses 3-pt jump shot from 23 ft,,105,107
447,1OT,4:16.0,,Defensive rebound by B. Adebayo,105,107
448,1OT,4:07.0,,D. Robinson misses 3-pt jump shot from 25 ft,105,107
449,1OT,4:05.0,Defensive rebound by N. Bjelica,,105,107
450,1OT,3:52.0,D. Fox misses 2-pt jump shot from 8 ft,,105,107
451,1OT,3:50.0,,Defensive rebound by B. Adebayo,105,107
452,1OT,3:39.0,,G. Dragić misses 2-pt jump shot from 11 ft,105,107
453,1OT,3:36.0,,Offensive rebound by B. Adebayo,105,107
454,1OT,3:28.0,,Shooting foul by B. Hield (drawn by B. Adebayo),105,107
455,1OT,3:28.0,,B. Adebayo makes free throw 1 of 2,105,108
456,1OT,3:28.0,,B. Adebayo makes free throw 2 of 2,105,109
457,1OT,3:17.0,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),,108,109
458,1OT,3:04.0,,Personal foul by B. Bogdanović (drawn by D. Robinson),108,109
459,1OT,2:47.0,,J. Johnson misses 3-pt jump shot from 22 ft,108,109
460,1OT,2:45.0,Defensive rebound by B. Hield,,108,109
461,1OT,2:35.0,B. Hield makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,111,109
462,1OT,2:35.0,,Miami full timeout,111,109
463,1OT,2:24.0,,J. Johnson makes 2-pt dunk from 1 ft (assist by G. Dragić),111,111
464,1OT,2:05.0,D. Fox makes 2-pt layup from 1 ft,,113,111
465,1OT,2:05.0,,Violation by Team (def goaltending),113,111
466,1OT,1:55.0,,K. Nunn makes 3-pt jump shot from 23 ft (assist by J. Johnson),113,114
467,1OT,1:33.0,D. Fox misses 2-pt jump shot from 9 ft,,113,114
468,1OT,1:31.0,,Defensive rebound by K. Nunn,113,114
469,1OT,1:13.0,,G. Dragić misses 3-pt jump shot from 25 ft,113,114
470,1OT,1:12.0,,Offensive rebound by Team,113,114
471,1OT,1:12.0,,Instant Replay (Request: Ruling Stands),113,114
472,1OT,1:12.0,H. Barnes enters the game for N. Bjelica,,113,114
473,1OT,1:00.0,,D. Robinson misses 3-pt jump shot from 25 ft,113,114
474,1OT,1:00.0,Defensive rebound by Team,,113,114
475,1OT,1:00.0,N. Bjelica enters the game for H. Barnes,,113,114
476,1OT,0:51.0,B. Hield misses 3-pt jump shot from 25 ft,,113,114
477,1OT,0:48.0,,Defensive rebound by J. Johnson,113,114
478,1OT,0:28.0,,G. Dragić misses 2-pt hook shot from 1 ft,113,114
479,1OT,0:26.0,Defensive rebound by N. Bjelica,,113,114
480,1OT,0:26.0,Instant Replay (Request: Ruling Stands),,113,114
481,1OT,0:26.0,,D. Jones enters the game for G. Dragić,113,114
482,1OT,0:26.0,,M. Leonard enters the game for K. Nunn,113,114
483,1OT,0:15.0,D. Fox misses 2-pt jump shot from 11 ft,,113,114
484,1OT,0:15.0,,Defensive rebound by Team,113,114
485,1OT,0:15.0,Loose ball foul by M. Bagley (drawn by M. Leonard),,113,114
486,1OT,0:15.0,H. Barnes enters the game for N. Bjelica,,113,114
487,1OT,0:15.0,C. Joseph enters the game for B. Hield,,113,114
488,1OT,0:15.0,,G. Dragić enters the game for D. Jones,113,114
489,1OT,0:15.0,,K. Nunn enters the game for M. Leonard,113,114
490,1OT,0:09.0,,Personal take foul by B. Bogdanović (drawn by K. Nunn),113,114
491,1OT,0:09.0,,K. Nunn makes free throw 1 of 2,113,115
492,1OT,0:09.0,,D. Jones enters the game for G. Dragić,113,115
493,1OT,0:09.0,,M. Leonard enters the game for D. Robinson,113,115
494,1OT,0:09.0,,K. Nunn makes free throw 2 of 2,113,116
495,1OT,0:09.0,Sacramento full timeout,,113,116
496,1OT,0:09.0,N. Bjelica enters the game for M. Bagley,,113,116
497,1OT,0:09.0,B. Hield enters the game for C. Joseph,,113,116
498,1OT,0:09.0,,G. Dragić enters the game for D. Jones,113,116
499,1OT,0:09.0,,D. Robinson enters the game for M. Leonard,113,116
500,1OT,0:05.0,,Turnover by D. Robinson (bad pass; steal by B. Hield),113,116
501,1OT,0:04.0,B. Bogdanović misses 3-pt jump shot from 27 ft (block by J. Johnson),,113,116
502,1OT,0:04.0,,Defensive rebound by K. Nunn,113,116
503,1OT,0:00.0,,Personal take foul by N. Bjelica (drawn by K. Nunn),113,116
504,1OT,0:00.0,,K. Nunn makes free throw 1 of 2,113,117
505,1OT,0:00.0,,D. Jones enters the game for G. Dragić,113,117
506,1OT,0:00.0,,K. Nunn makes free throw 2 of 2,113,118
