,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DETROIT_ACTION,SAN ANTONIO_SCORE,DETROIT_SCORE
135,2,8:30.0,,D. Rose makes free throw 2 of 3,33,43
136,2,8:30.0,,D. Rose makes free throw 3 of 3,33,44
137,2,8:20.0,D. White misses 2-pt layup from 4 ft (block by D. Rose),,33,44
138,2,8:20.0,,Defensive rebound by C. Wood,33,44
139,2,8:20.0,,Instant Replay (Challenge: Ruling Stands),33,44
140,2,8:20.0,,B. Brown enters the game for L. Galloway,33,44
141,2,8:20.0,,L. Kennard enters the game for D. Rose,33,44
142,2,8:04.0,,C. Wood makes 2-pt dunk from 1 ft (assist by M. Morris),33,46
143,2,7:53.0,Turnover by R. Gay (traveling),,33,46
144,2,7:39.0,,Shooting foul by M. Belinelli (drawn by S. Mykhailiuk),33,46
145,2,7:39.0,,S. Mykhailiuk misses free throw 1 of 2,33,46
146,2,7:39.0,,Offensive rebound by Team,33,46
147,2,7:39.0,D. DeRozan enters the game for M. Belinelli,,33,46
148,2,7:39.0,,S. Mykhailiuk makes free throw 2 of 2,33,47
149,2,7:25.0,R. Gay makes 2-pt jump shot from 9 ft,,35,47
150,2,7:04.0,,B. Brown misses 2-pt layup from 5 ft (block by R. Gay),35,47
151,2,7:03.0,,Offensive rebound by C. Wood,35,47
152,2,7:03.0,,C. Wood makes 2-pt dunk from 1 ft,35,49
153,2,6:52.0,San Antonio full timeout,,35,49
154,2,6:52.0,,B. Griffin enters the game for M. Morris,35,49
155,2,6:52.0,,T. Snell enters the game for S. Mykhailiuk,35,49
156,2,6:42.0,B. Forbes misses 3-pt jump shot from 25 ft,,35,49
157,2,6:38.0,,Defensive rebound by C. Wood,35,49
158,2,6:27.0,,L. Kennard misses 3-pt jump shot from 26 ft,35,49
159,2,6:22.0,Defensive rebound by D. White,,35,49
160,2,6:08.0,D. White makes 2-pt layup from 4 ft,,37,49
161,2,5:53.0,,C. Wood makes 3-pt jump shot from 24 ft (assist by B. Griffin),37,52
162,2,5:38.0,Personal foul by T. Snell (drawn by D. DeRozan),,37,52
163,2,5:25.0,B. Forbes misses 2-pt jump shot from 15 ft,,37,52
164,2,5:21.0,,Defensive rebound by B. Brown,37,52
165,2,5:12.0,,B. Griffin misses 2-pt layup from 5 ft (block by R. Gay),37,52
166,2,5:12.0,,Offensive rebound by Team,37,52
167,2,5:12.0,,Instant Replay (Challenge: Ruling Stands),37,52
168,2,5:00.0,,L. Kennard misses 2-pt layup from 8 ft (block by D. White),37,52
169,2,4:58.0,,Offensive rebound by L. Kennard,37,52
170,2,4:58.0,,Turnover by Team (shot clock),37,52
171,2,4:58.0,,A. Drummond enters the game for C. Wood,37,52
172,2,4:48.0,Personal foul by T. Snell (drawn by D. DeRozan),,37,52
173,2,4:48.0,D. DeRozan makes free throw 1 of 2,,38,52
174,2,4:48.0,,L. Galloway enters the game for T. Snell,38,52
175,2,4:48.0,D. DeRozan makes free throw 2 of 2,,39,52
176,2,4:31.0,,A. Drummond misses 2-pt layup from 1 ft,39,52
177,2,4:29.0,Defensive rebound by J. Poeltl,,39,52
178,2,4:22.0,D. DeRozan misses 2-pt jump shot from 12 ft,,39,52
179,2,4:19.0,,Defensive rebound by A. Drummond,39,52
180,2,4:09.0,,B. Brown makes 2-pt jump shot from 7 ft,39,54
181,2,3:51.0,J. Poeltl misses 2-pt layup from 7 ft,,39,54
182,2,3:51.0,,Defensive rebound by B. Brown,39,54
183,2,3:39.0,,B. Brown misses 3-pt jump shot from 27 ft,39,54
184,2,3:34.0,Defensive rebound by D. DeRozan,,39,54
185,2,3:29.0,D. DeRozan makes 2-pt layup from 2 ft,,41,54
186,2,3:13.0,,Turnover by B. Griffin (bad pass; steal by B. Forbes),41,54
187,2,3:09.0,R. Gay makes 2-pt layup at rim (assist by B. Forbes),,43,54
188,2,3:09.0,,Detroit full timeout,43,54
189,2,3:09.0,P. Mills enters the game for B. Forbes,,43,54
190,2,3:09.0,D. Murray enters the game for D. White,,43,54
191,2,3:09.0,,D. Rose enters the game for B. Brown,43,54
192,2,3:03.0,,B. Griffin misses 2-pt layup from 5 ft,43,54
193,2,3:01.0,Defensive rebound by J. Poeltl,,43,54
194,2,2:50.0,J. Poeltl misses 2-pt jump shot from 9 ft (block by A. Drummond),,43,54
195,2,2:45.0,,Defensive rebound by L. Kennard,43,54
196,2,2:25.0,,D. Rose misses 3-pt jump shot from 25 ft,43,54
197,2,2:25.0,Defensive rebound by Team,,43,54
198,2,2:25.0,,M. Morris enters the game for B. Griffin,43,54
199,2,2:09.0,P. Mills misses 2-pt jump shot from 9 ft,,43,54
200,2,2:07.0,,Defensive rebound by A. Drummond,43,54
201,2,2:03.0,,Turnover by A. Drummond (bad pass; steal by D. DeRozan),43,54
202,2,1:57.0,Turnover by R. Gay (lost ball; steal by L. Galloway),,43,54
203,2,1:51.0,,Turnover by M. Morris (bad pass; steal by R. Gay),43,54
204,2,1:36.0,R. Gay makes 2-pt jump shot from 22 ft (assist by D. Murray),,45,54
205,2,1:36.0,Instant Replay (Request: Ruling Stands),,45,54
206,2,1:21.0,,Turnover by D. Rose (lost ball; steal by D. Murray),45,54
207,2,1:15.0,R. Gay makes 2-pt layup from 2 ft (assist by D. Murray),,47,54
208,2,0:57.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by D. Rose),47,57
209,2,0:45.0,Shooting foul by M. Morris (drawn by R. Gay),,47,57
210,2,0:45.0,R. Gay makes free throw 1 of 2,,48,57
211,2,0:45.0,R. Gay makes free throw 2 of 2,,49,57
212,2,0:33.0,,L. Kennard makes 2-pt jump shot from 8 ft,49,59
213,2,0:12.0,D. DeRozan makes 2-pt jump shot from 16 ft,,51,59
214,2,0:05.0,,D. Rose misses 2-pt layup from 3 ft (block by J. Poeltl),51,59
215,2,0:02.0,Defensive rebound by D. Murray,,51,59
216,2,0:00.0,P. Mills misses 3-pt jump shot from 29 ft,,51,59
217,2,0:00.0,Offensive rebound by Team,,51,59
218,3,11:44.0,,T. Snell misses 3-pt jump shot from 26 ft,51,59
219,3,11:40.0,Defensive rebound by R. Gay,,51,59
220,3,11:34.0,R. Gay misses 3-pt jump shot from 25 ft,,51,59
221,3,11:31.0,,Defensive rebound by A. Drummond,51,59
222,3,11:25.0,,B. Griffin makes 2-pt layup from 1 ft (assist by B. Brown),51,61
223,3,11:06.0,D. White makes 2-pt jump shot from 17 ft,,53,61
224,3,10:51.0,,B. Griffin misses 3-pt jump shot from 23 ft,53,61
225,3,10:48.0,,Offensive rebound by A. Drummond,53,61
226,3,10:43.0,,T. Snell makes 2-pt jump shot from 9 ft (assist by B. Brown),53,63
227,3,10:29.0,D. White misses 3-pt jump shot from 25 ft,,53,63
228,3,10:26.0,,Defensive rebound by B. Griffin,53,63
229,3,10:13.0,,B. Brown misses 2-pt layup from 1 ft,53,63
230,3,10:11.0,,Offensive rebound by A. Drummond,53,63
231,3,10:07.0,,Personal foul by D. White (drawn by A. Drummond),53,63
232,3,9:56.0,,B. Brown makes 2-pt layup from 4 ft (assist by B. Griffin),53,65
233,3,9:44.0,B. Forbes misses 3-pt jump shot from 29 ft,,53,65
234,3,9:41.0,,Defensive rebound by A. Drummond,53,65
235,3,9:38.0,,Shooting foul by D. DeRozan (drawn by B. Brown),53,65
236,3,9:38.0,,B. Brown makes free throw 1 of 2,53,66
237,3,9:38.0,,B. Brown makes free throw 2 of 2,53,67
238,3,9:27.0,B. Forbes misses 3-pt jump shot from 26 ft,,53,67
239,3,9:24.0,,Defensive rebound by B. Brown,53,67
240,3,9:16.0,,A. Drummond misses 2-pt hook shot from 6 ft,53,67
241,3,9:13.0,Defensive rebound by R. Gay,,53,67
242,3,9:09.0,B. Forbes makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,56,67
243,3,8:50.0,,L. Kennard makes 2-pt layup from 3 ft (assist by B. Griffin),56,69
244,3,8:41.0,Shooting foul by B. Griffin (drawn by D. DeRozan),,56,69
245,3,8:41.0,D. DeRozan misses free throw 1 of 2,,56,69
246,3,8:41.0,Offensive rebound by Team,,56,69
247,3,8:41.0,D. DeRozan makes free throw 2 of 2,,57,69
248,3,8:28.0,,B. Griffin misses 2-pt layup from 1 ft,57,69
249,3,8:27.0,,Offensive rebound by A. Drummond,57,69
250,3,8:24.0,,Turnover by A. Drummond (lost ball; steal by J. Poeltl),57,69
251,3,8:12.0,D. DeRozan misses 2-pt jump shot from 15 ft,,57,69
252,3,8:09.0,,Defensive rebound by A. Drummond,57,69
253,3,7:55.0,,B. Brown makes 3-pt jump shot from 23 ft (assist by L. Kennard),57,72
254,3,7:55.0,San Antonio full timeout,,57,72
255,3,7:35.0,R. Gay makes 2-pt jump shot from 17 ft,,59,72
256,3,7:17.0,,Turnover by L. Kennard (lost ball; steal by D. White),59,72
257,3,7:06.0,D. DeRozan misses 2-pt jump shot from 14 ft,,59,72
258,3,7:04.0,,Defensive rebound by Team,59,72
259,3,7:04.0,Loose ball foul by R. Gay (drawn by A. Drummond),,59,72
260,3,6:39.0,,B. Griffin misses 2-pt layup from 4 ft,59,72
261,3,6:37.0,Defensive rebound by R. Gay,,59,72
262,3,6:24.0,R. Gay misses 2-pt jump shot from 13 ft,,59,72
263,3,6:22.0,,Defensive rebound by B. Brown,59,72
264,3,6:12.0,,L. Kennard makes 3-pt jump shot from 24 ft (assist by B. Griffin),59,75
265,3,5:49.0,D. DeRozan makes 2-pt jump shot from 16 ft,,61,75
266,3,5:21.0,,A. Drummond makes 2-pt layup from 2 ft,61,77
267,3,5:07.0,R. Gay misses 2-pt dunk from 3 ft (block by A. Drummond),,61,77
268,3,5:05.0,,Defensive rebound by A. Drummond,61,77
269,3,4:50.0,,Personal foul by R. Gay (drawn by A. Drummond),61,77
270,3,4:50.0,T. Lyles enters the game for B. Forbes,,61,77
271,3,4:50.0,P. Mills enters the game for R. Gay,,61,77
272,3,4:50.0,D. Murray enters the game for D. White,,61,77
273,3,4:50.0,,D. Rose enters the game for B. Brown,61,77
274,3,4:35.0,,B. Griffin misses 2-pt layup from 5 ft (block by T. Lyles),61,77
275,3,4:33.0,Defensive rebound by T. Lyles,,61,77
276,3,4:28.0,D. DeRozan misses 2-pt layup from 1 ft,,61,77
277,3,4:23.0,Offensive rebound by J. Poeltl,,61,77
278,3,4:23.0,J. Poeltl makes 2-pt layup at rim,,63,77
279,3,4:16.0,,B. Griffin makes 2-pt layup from 3 ft,63,79
280,3,4:16.0,,Shooting foul by T. Lyles (drawn by B. Griffin),63,79
281,3,4:16.0,L. Walker enters the game for D. DeRozan,,63,79
282,3,4:16.0,,B. Griffin makes free throw 1 of 1,63,80
283,3,4:06.0,P. Mills makes 2-pt layup from 2 ft (assist by J. Poeltl),,65,80
284,3,3:42.0,,D. Rose misses 3-pt jump shot from 24 ft,65,80
285,3,3:39.0,,Offensive rebound by A. Drummond,65,80
286,3,3:39.0,,Shooting foul by J. Poeltl (drawn by A. Drummond),65,80
287,3,3:39.0,,A. Drummond misses free throw 1 of 2,65,80
288,3,3:39.0,,Offensive rebound by Team,65,80
289,3,3:39.0,,L. Galloway enters the game for L. Kennard,65,80
290,3,3:39.0,,S. Mykhailiuk enters the game for T. Snell,65,80
291,3,3:39.0,,A. Drummond misses free throw 2 of 2,65,80
292,3,3:36.0,Defensive rebound by T. Lyles,,65,80
293,3,3:20.0,L. Walker makes 2-pt jump shot from 8 ft,,67,80
294,3,3:11.0,,Personal take foul by T. Lyles (drawn by A. Drummond),67,80
295,3,3:11.0,,A. Drummond makes free throw 1 of 2,67,81
296,3,3:11.0,,A. Drummond misses free throw 2 of 2,67,81
297,3,3:10.0,Defensive rebound by Team,,67,81
298,3,3:01.0,J. Poeltl makes 2-pt dunk from 2 ft,,69,81
299,3,2:59.0,,Detroit full timeout,69,81
300,3,2:59.0,D. Eubanks enters the game for J. Poeltl,,69,81
301,3,2:59.0,,M. Morris enters the game for A. Drummond,69,81
302,3,2:59.0,,C. Wood enters the game for B. Griffin,69,81
303,3,2:45.0,,M. Morris misses 3-pt jump shot from 26 ft,69,81
304,3,2:42.0,,Offensive rebound by C. Wood,69,81
305,3,2:42.0,,Shooting foul by D. Eubanks (drawn by C. Wood),69,81
306,3,2:42.0,,C. Wood makes free throw 1 of 2,69,82
307,3,2:42.0,,C. Wood makes free throw 2 of 2,69,83
308,3,2:21.0,D. Murray misses 2-pt jump shot from 17 ft,,69,83
309,3,2:17.0,,Defensive rebound by L. Galloway,69,83
310,3,2:13.0,,S. Mykhailiuk misses 3-pt jump shot from 26 ft,69,83
311,3,2:10.0,,Offensive rebound by M. Morris,69,83
312,3,2:04.0,,D. Rose makes 3-pt jump shot from 25 ft,69,86
313,3,1:47.0,L. Walker misses 2-pt jump shot from 13 ft,,69,86
314,3,1:44.0,,Defensive rebound by C. Wood,69,86
315,3,1:36.0,,C. Wood makes 2-pt layup from 4 ft (assist by D. Rose),69,88
316,3,1:15.0,T. Lyles misses 3-pt jump shot from 25 ft,,69,88
317,3,1:13.0,,Defensive rebound by Team,69,88
318,3,1:01.0,,C. Wood makes 2-pt dunk from 1 ft (assist by D. Rose),69,90
319,3,0:46.0,T. Lyles misses 2-pt jump shot from 8 ft,,69,90
320,3,0:42.0,,Defensive rebound by S. Mykhailiuk,69,90
321,3,0:37.0,,S. Mykhailiuk makes 3-pt jump shot from 29 ft (assist by D. Rose),69,93
322,3,0:28.0,P. Mills misses 3-pt jump shot from 22 ft,,69,93
323,3,0:25.0,Offensive rebound by L. Walker,,69,93
324,3,0:13.0,T. Lyles makes 2-pt layup from 7 ft (assist by D. Murray),,71,93
325,3,0:13.0,,Violation by Team (def goaltending),71,93
326,3,0:02.0,,C. Wood makes 3-pt jump shot from 23 ft (assist by L. Galloway),71,96
327,4,11:38.0,L. Walker makes 3-pt jump shot from 26 ft (assist by D. Murray),,74,96
328,4,11:16.0,,C. Wood makes 2-pt dunk at rim (assist by D. Rose),74,98
329,4,11:00.0,L. Walker misses 2-pt jump shot from 18 ft,,74,98
330,4,10:57.0,,Defensive rebound by C. Wood,74,98
331,4,10:45.0,,S. Mykhailiuk makes 2-pt layup from 3 ft,74,100
332,4,10:32.0,D. Eubanks makes 2-pt layup from 2 ft (assist by D. Murray),,76,100
333,4,10:20.0,,D. Rose makes 2-pt layup from 2 ft,76,102
334,4,10:09.0,D. Murray misses 2-pt jump shot from 18 ft,,76,102
335,4,10:05.0,,Defensive rebound by L. Galloway,76,102
336,4,9:56.0,,C. Wood misses 2-pt layup from 2 ft,76,102
337,4,9:54.0,Defensive rebound by D. Eubanks,,76,102
338,4,9:52.0,Turnover by D. Eubanks (bad pass; steal by D. Rose),,76,102
339,4,9:48.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by D. Rose),76,105
340,4,9:29.0,T. Lyles makes 3-pt jump shot from 23 ft (assist by L. Walker),,79,105
341,4,9:04.0,,Turnover by L. Galloway (bad pass; steal by L. Walker),79,105
342,4,8:59.0,L. Walker makes 2-pt layup at rim,,81,105
343,4,8:46.0,,L. Galloway misses 3-pt jump shot from 25 ft,81,105
344,4,8:46.0,Defensive rebound by D. Eubanks,,81,105
345,4,8:41.0,San Antonio full timeout,,81,105
346,4,8:41.0,M. Belinelli enters the game for T. Lyles,,81,105
347,4,8:41.0,,B. Brown enters the game for L. Galloway,81,105
348,4,8:41.0,,L. Kennard enters the game for D. Rose,81,105
349,4,8:31.0,L. Walker makes 2-pt layup from 1 ft (assist by D. Carroll),,83,105
350,4,8:05.0,,B. Brown makes 2-pt layup from 4 ft,83,107
351,4,7:50.0,L. Walker makes 2-pt jump shot from 5 ft,,85,107
352,4,7:31.0,,L. Kennard makes 2-pt jump shot from 12 ft,85,109
353,4,7:17.0,L. Walker misses 2-pt jump shot from 10 ft,,85,109
354,4,7:15.0,,Defensive rebound by L. Kennard,85,109
355,4,7:10.0,,Turnover by C. Wood (traveling),85,109
356,4,7:10.0,D. White enters the game for D. Murray,,85,109
357,4,6:54.0,D. Carroll misses 2-pt layup at rim,,85,109
358,4,6:51.0,,Defensive rebound by C. Wood,85,109
359,4,6:50.0,,Turnover by C. Wood (step out of bounds),85,109
360,4,6:45.0,Personal foul by L. Kennard (drawn by D. White),,85,109
361,4,6:35.0,D. White misses 2-pt jump shot from 21 ft,,85,109
362,4,6:33.0,,Defensive rebound by B. Brown,85,109
363,4,6:30.0,,M. Morris makes 2-pt layup from 1 ft (assist by B. Brown),85,111
364,4,6:15.0,L. Walker misses 2-pt jump shot from 19 ft,,85,111
365,4,6:08.0,Offensive rebound by D. Eubanks,,85,111
366,4,6:08.0,D. Eubanks makes 2-pt dunk at rim,,87,111
367,4,5:53.0,,C. Wood makes 2-pt layup from 4 ft (assist by L. Kennard),87,113
368,4,5:48.0,San Antonio full timeout,,87,113
369,4,5:48.0,B. Forbes enters the game for D. White,,87,113
370,4,5:32.0,Shooting foul by M. Morris (drawn by D. Carroll),,87,113
371,4,5:32.0,D. Carroll makes free throw 1 of 2,,88,113
372,4,5:32.0,D. Carroll makes free throw 2 of 2,,89,113
373,4,5:21.0,,Personal foul by D. Carroll (drawn by M. Morris),89,113
374,4,5:10.0,,M. Morris makes 2-pt layup from 5 ft,89,115
375,4,5:00.0,D. Carroll misses 3-pt jump shot from 24 ft,,89,115
376,4,4:56.0,,Defensive rebound by B. Brown,89,115
377,4,4:47.0,,Turnover by B. Brown (bad pass),89,115
378,4,4:47.0,,T. Frazier enters the game for L. Kennard,89,115
379,4,4:47.0,,T. Maker enters the game for M. Morris,89,115
380,4,4:37.0,M. Belinelli misses 2-pt jump shot from 20 ft,,89,115
381,4,4:34.0,,Defensive rebound by B. Brown,89,115
382,4,4:11.0,,T. Frazier misses 2-pt layup from 7 ft (block by D. Eubanks),89,115
383,4,4:08.0,,Offensive rebound by C. Wood,89,115
384,4,4:08.0,,C. Wood makes 2-pt layup from 2 ft,89,117
