,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,INDIANA_ACTION,BROOKLYN_SCORE,INDIANA_SCORE
51,1,4:58.0,G. Temple makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),,20,17
52,1,4:40.0,,Shooting foul by T. Prince (drawn by T. Warren),20,17
53,1,4:40.0,,T. Warren misses free throw 1 of 2,20,17
54,1,4:40.0,,Offensive rebound by Team,20,17
55,1,4:40.0,W. Chandler enters the game for J. Allen,,20,17
56,1,4:40.0,D. Jordan enters the game for T. Prince,,20,17
57,1,4:40.0,,T. Warren makes free throw 2 of 2,20,18
58,1,4:31.0,Turnover by S. Dinwiddie (bad pass; steal by T. Warren),,20,18
59,1,4:18.0,,Shooting foul by D. Jordan (drawn by T. Warren),20,18
60,1,4:18.0,,T. Warren misses free throw 1 of 2,20,18
61,1,4:18.0,,Offensive rebound by Team,20,18
62,1,4:18.0,,T. Warren makes free throw 2 of 2,20,19
63,1,4:04.0,J. Harris misses 3-pt jump shot from 27 ft,,20,19
64,1,4:01.0,,Defensive rebound by M. Turner,20,19
65,1,3:57.0,,V. Oladipo misses 3-pt jump shot from 26 ft,20,19
66,1,3:54.0,Defensive rebound by D. Jordan,,20,19
67,1,3:49.0,Shooting foul by M. Brogdon (drawn by S. Dinwiddie),,20,19
68,1,3:49.0,S. Dinwiddie makes free throw 1 of 2,,21,19
69,1,3:49.0,T. Luwawu-Cabarrot enters the game for J. Harris,,21,19
70,1,3:49.0,,J. Lamb enters the game for M. Brogdon,21,19
71,1,3:49.0,,T. McConnell enters the game for V. Oladipo,21,19
72,1,3:49.0,S. Dinwiddie makes free throw 2 of 2,,22,19
73,1,3:36.0,,Turnover by M. Turner (lost ball; steal by W. Chandler),22,19
74,1,3:17.0,S. Dinwiddie misses 2-pt jump shot from 15 ft,,22,19
75,1,3:14.0,,Defensive rebound by J. Lamb,22,19
76,1,3:06.0,,Turnover by J. Lamb (lost ball; steal by T. Luwawu-Cabarrot),22,19
77,1,3:06.0,Personal foul by J. Lamb (drawn by T. Luwawu-Cabarrot),,22,19
78,1,3:06.0,T. Luwawu-Cabarrot misses free throw 1 of 2,,22,19
79,1,3:06.0,Offensive rebound by Team,,22,19
80,1,3:06.0,C. LeVert enters the game for S. Dinwiddie,,22,19
81,1,3:06.0,,D. Sabonis enters the game for M. Turner,22,19
82,1,3:06.0,T. Luwawu-Cabarrot makes free throw 2 of 2,,23,19
83,1,2:54.0,,T. Warren misses 2-pt jump shot from 11 ft,23,19
84,1,2:50.0,Defensive rebound by G. Temple,,23,19
85,1,2:34.0,C. LeVert misses 2-pt layup from 1 ft,,23,19
86,1,2:32.0,,Defensive rebound by D. Sabonis,23,19
87,1,2:17.0,,T. Warren makes 2-pt layup from 2 ft (assist by J. Lamb),23,21
88,1,2:15.0,Brooklyn full timeout,,23,21
89,1,1:54.0,G. Temple makes 3-pt jump shot from 28 ft,,26,21
90,1,1:39.0,,D. Sabonis misses 2-pt dunk from 1 ft,26,21
91,1,1:37.0,Defensive rebound by G. Temple,,26,21
92,1,1:30.0,C. LeVert makes 2-pt layup from 1 ft (assist by G. Temple),,28,21
93,1,1:30.0,Technical foul by N. McMillan,,28,21
94,1,1:30.0,C. LeVert misses technical free throw,,28,21
95,1,1:30.0,,Defensive rebound by Team,28,21
96,1,1:18.0,,T. Warren makes 2-pt layup from 2 ft (assist by D. Sabonis),28,23
97,1,1:18.0,,Shooting foul by W. Chandler (drawn by T. Warren),28,23
98,1,1:18.0,,T. Warren makes free throw 1 of 1,28,24
99,1,1:03.0,C. LeVert misses 3-pt jump shot from 28 ft,,28,24
100,1,1:00.0,,Defensive rebound by T. Warren,28,24
101,1,0:52.0,,T. McConnell makes 2-pt jump shot from 13 ft,28,26
102,1,0:29.0,C. LeVert misses 2-pt jump shot from 3 ft,,28,26
103,1,0:29.0,Offensive rebound by D. Jordan,,28,26
104,1,0:29.0,D. Jordan makes 2-pt dunk from 1 ft,,30,26
105,1,0:16.0,,J. Lamb makes 2-pt jump shot from 19 ft,30,28
106,1,0:00.0,G. Temple misses 3-pt jump shot from 25 ft (block by T. McConnell),,30,28
107,1,0:00.0,,Defensive rebound by Team,30,28
108,2,11:48.0,,J. Holiday misses 3-pt jump shot from 29 ft,30,28
109,2,11:45.0,Defensive rebound by D. Jordan,,30,28
110,2,11:31.0,C. LeVert misses 2-pt jump shot from 14 ft,,30,28
111,2,11:29.0,,Defensive rebound by D. Sabonis,30,28
112,2,11:17.0,,D. Sabonis makes 2-pt layup from 1 ft,30,30
113,2,11:02.0,G. Temple makes 2-pt jump shot from 19 ft,,32,30
114,2,10:50.0,,D. McDermott makes 2-pt jump shot from 22 ft (assist by D. Sabonis),32,32
115,2,10:30.0,W. Chandler misses 3-pt jump shot from 27 ft,,32,32
116,2,10:26.0,Offensive rebound by T. Luwawu-Cabarrot,,32,32
117,2,10:19.0,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft (block by T. McConnell),,32,32
118,2,10:18.0,Offensive rebound by T. Luwawu-Cabarrot,,32,32
119,2,10:16.0,Shooting foul by D. Sabonis (drawn by T. Luwawu-Cabarrot),,32,32
120,2,10:16.0,T. Luwawu-Cabarrot makes free throw 1 of 2,,33,32
121,2,10:16.0,T. Luwawu-Cabarrot makes free throw 2 of 2,,34,32
122,2,10:06.0,,D. McDermott makes 2-pt jump shot from 11 ft (assist by D. Sabonis),34,34
123,2,9:41.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 27 ft,,34,34
124,2,9:38.0,,Defensive rebound by D. McDermott,34,34
125,2,9:32.0,,Personal foul by G. Temple (drawn by D. Sabonis),34,34
126,2,9:28.0,,D. McDermott misses 2-pt layup from 2 ft,34,34
127,2,9:26.0,Defensive rebound by G. Temple,,34,34
128,2,9:20.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,,34,34
129,2,9:17.0,,Defensive rebound by T. McConnell,34,34
130,2,9:09.0,,D. Sabonis misses 2-pt jump shot from 12 ft,34,34
131,2,9:07.0,Defensive rebound by D. Jordan,,34,34
132,2,8:54.0,C. LeVert misses 2-pt jump shot from 10 ft,,34,34
133,2,8:52.0,,Defensive rebound by J. Lamb,34,34
134,2,8:42.0,,D. Sabonis misses 3-pt jump shot from 28 ft,34,34
135,2,8:38.0,,Offensive rebound by J. Holiday,34,34
136,2,8:30.0,,J. Lamb misses 3-pt jump shot from 26 ft,34,34
137,2,8:26.0,Defensive rebound by C. LeVert,,34,34
138,2,8:13.0,C. LeVert makes 2-pt jump shot from 10 ft (assist by W. Chandler),,36,34
139,2,7:59.0,,T. McConnell misses 2-pt layup from 1 ft,36,34
140,2,7:57.0,Defensive rebound by D. Jordan,,36,34
141,2,7:39.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 26 ft (assist by C. LeVert),,39,34
142,2,7:38.0,,Indiana full timeout,39,34
143,2,7:38.0,S. Dinwiddie enters the game for W. Chandler,,39,34
144,2,7:38.0,J. Harris enters the game for C. LeVert,,39,34
145,2,7:38.0,T. Prince enters the game for T. Luwawu-Cabarrot,,39,34
146,2,7:38.0,,M. Turner enters the game for J. Holiday,39,34
147,2,7:20.0,,M. Turner makes 3-pt jump shot from 27 ft (assist by D. Sabonis),39,37
148,2,7:00.0,Shooting foul by D. McDermott (drawn by S. Dinwiddie),,39,37
149,2,7:00.0,S. Dinwiddie makes free throw 1 of 2,,40,37
150,2,7:00.0,S. Dinwiddie makes free throw 2 of 2,,41,37
151,2,6:49.0,,M. Turner misses 3-pt jump shot from 23 ft,41,37
152,2,6:46.0,Defensive rebound by J. Harris,,41,37
153,2,6:38.0,T. Prince makes 3-pt jump shot from 27 ft,,44,37
154,2,6:22.0,,M. Turner makes 2-pt dunk from 2 ft (assist by T. McConnell),44,39
155,2,6:07.0,G. Temple misses 3-pt jump shot from 24 ft,,44,39
156,2,6:04.0,Offensive rebound by J. Harris,,44,39
157,2,5:56.0,Turnover by J. Harris (lost ball; steal by J. Lamb),,44,39
158,2,5:51.0,,Personal foul by T. Prince (drawn by D. Sabonis),44,39
159,2,5:51.0,,M. Brogdon enters the game for T. McConnell,44,39
160,2,5:51.0,,V. Oladipo enters the game for D. McDermott,44,39
161,2,5:51.0,,T. Warren enters the game for D. Sabonis,44,39
162,2,5:43.0,,M. Turner misses 2-pt jump shot from 18 ft,44,39
163,2,5:40.0,Defensive rebound by G. Temple,,44,39
164,2,5:17.0,Shooting foul by M. Turner (drawn by T. Prince),,44,39
165,2,5:17.0,T. Prince misses free throw 1 of 2,,44,39
166,2,5:17.0,Offensive rebound by Team,,44,39
167,2,5:17.0,J. Allen enters the game for D. Jordan,,44,39
168,2,5:17.0,T. Prince makes free throw 2 of 2,,45,39
169,2,4:58.0,,T. Warren misses 3-pt jump shot from 24 ft,45,39
170,2,4:54.0,Defensive rebound by J. Harris,,45,39
171,2,4:43.0,T. Prince misses 3-pt jump shot from 27 ft,,45,39
172,2,4:41.0,,Defensive rebound by J. Lamb,45,39
173,2,4:35.0,,J. Lamb makes 3-pt jump shot from 28 ft,45,42
174,2,4:08.0,G. Temple misses 3-pt jump shot from 25 ft,,45,42
175,2,4:05.0,,Defensive rebound by M. Brogdon,45,42
176,2,3:52.0,,M. Brogdon misses 2-pt layup from 4 ft (block by S. Dinwiddie),45,42
177,2,3:50.0,Defensive rebound by J. Allen,,45,42
178,2,3:46.0,T. Prince makes 2-pt layup from 2 ft (assist by G. Temple),,47,42
179,2,3:18.0,,M. Turner makes 2-pt layup from 1 ft (assist by T. Warren),47,44
180,2,3:17.0,Brooklyn full timeout,,47,44
181,2,3:17.0,C. LeVert enters the game for G. Temple,,47,44
182,2,3:17.0,,J. Holiday enters the game for J. Lamb,47,44
183,2,3:17.0,,D. Sabonis enters the game for M. Turner,47,44
184,2,3:02.0,T. Prince misses 2-pt jump shot from 20 ft,,47,44
185,2,2:59.0,Offensive rebound by J. Allen,,47,44
186,2,2:55.0,Turnover by C. LeVert (traveling),,47,44
187,2,2:33.0,,J. Holiday misses 3-pt jump shot from 24 ft,47,44
188,2,2:29.0,Defensive rebound by J. Allen,,47,44
189,2,2:18.0,S. Dinwiddie makes 2-pt layup from 6 ft,,49,44
190,2,2:10.0,,T. Warren misses 3-pt jump shot from 26 ft,49,44
191,2,2:06.0,Defensive rebound by S. Dinwiddie,,49,44
192,2,2:01.0,Turnover by S. Dinwiddie (bad pass; steal by D. Sabonis),,49,44
193,2,1:51.0,,J. Holiday misses 3-pt jump shot from 27 ft,49,44
194,2,1:48.0,,Offensive rebound by J. Holiday,49,44
195,2,1:46.0,,T. Warren makes 2-pt layup from 2 ft (assist by J. Holiday),49,46
196,2,1:46.0,Brooklyn full timeout,,49,46
197,2,1:27.0,J. Harris misses 2-pt jump shot from 12 ft,,49,46
198,2,1:25.0,,Defensive rebound by J. Holiday,49,46
199,2,1:11.0,,J. Holiday misses 2-pt layup from 2 ft (block by J. Allen),49,46
200,2,1:09.0,,Offensive rebound by J. Holiday,49,46
201,2,1:05.0,,Turnover by J. Holiday (traveling),49,46
202,2,0:40.0,J. Allen misses 2-pt dunk from 4 ft,,49,46
203,2,0:38.0,Offensive rebound by J. Allen,,49,46
204,2,0:34.0,T. Prince misses 3-pt jump shot from 27 ft,,49,46
205,2,0:31.0,Offensive rebound by J. Harris,,49,46
206,2,0:30.0,C. LeVert misses 3-pt jump shot from 27 ft,,49,46
207,2,0:26.0,,Defensive rebound by V. Oladipo,49,46
208,2,0:20.0,,T. Warren makes 2-pt dunk from 2 ft (assist by D. Sabonis),49,48
209,2,0:05.0,Personal foul by T. Warren (drawn by J. Allen),,49,48
210,2,0:05.0,,J. Lamb enters the game for T. Warren,49,48
211,2,0:00.0,J. Allen makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,51,48
212,3,11:46.0,,M. Brogdon misses 2-pt jump shot from 20 ft,51,48
213,3,11:43.0,Defensive rebound by S. Dinwiddie,,51,48
214,3,11:35.0,T. Prince makes 2-pt jump shot from 17 ft (assist by S. Dinwiddie),,53,48
215,3,11:18.0,,T. Warren makes 2-pt jump shot from 15 ft,53,50
216,3,11:08.0,Personal foul by T. Warren (drawn by T. Prince),,53,50
217,3,10:55.0,J. Harris makes 3-pt jump shot from 25 ft,,56,50
218,3,10:43.0,,V. Oladipo misses 3-pt jump shot from 28 ft,56,50
219,3,10:40.0,Defensive rebound by J. Allen,,56,50
220,3,10:23.0,J. Allen misses 2-pt layup from 2 ft,,56,50
221,3,10:20.0,,Defensive rebound by M. Turner,56,50
222,3,10:13.0,,T. Warren makes 2-pt layup from 1 ft (assist by D. Sabonis),56,52
223,3,9:54.0,Shooting foul by T. Warren (drawn by S. Dinwiddie),,56,52
224,3,9:54.0,S. Dinwiddie makes free throw 1 of 3,,57,52
225,3,9:54.0,S. Dinwiddie makes free throw 2 of 3,,58,52
226,3,9:54.0,,J. Holiday enters the game for T. Warren,58,52
227,3,9:54.0,S. Dinwiddie misses free throw 3 of 3,,58,52
228,3,9:52.0,,Defensive rebound by D. Sabonis,58,52
229,3,9:41.0,,V. Oladipo makes 3-pt jump shot from 28 ft (assist by M. Brogdon),58,55
230,3,9:27.0,J. Allen makes 2-pt dunk from 2 ft (assist by C. LeVert),,60,55
231,3,9:16.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by M. Turner),60,57
232,3,9:05.0,J. Harris makes 3-pt jump shot from 28 ft (assist by S. Dinwiddie),,63,57
233,3,8:52.0,,V. Oladipo misses 2-pt layup at rim (block by J. Allen),63,57
234,3,8:48.0,,Offensive rebound by V. Oladipo,63,57
235,3,8:40.0,,M. Brogdon misses 2-pt layup from 2 ft (block by T. Prince),63,57
236,3,8:40.0,,Offensive rebound by Team,63,57
237,3,8:37.0,,J. Holiday misses 3-pt jump shot from 25 ft,63,57
238,3,8:34.0,Defensive rebound by J. Allen,,63,57
239,3,8:28.0,S. Dinwiddie misses 2-pt layup from 2 ft,,63,57
240,3,8:25.0,Offensive rebound by J. Allen,,63,57
241,3,8:25.0,J. Allen misses 2-pt layup at rim,,63,57
242,3,8:24.0,,Defensive rebound by M. Turner,63,57
243,3,8:22.0,,M. Brogdon misses 3-pt jump shot from 29 ft,63,57
244,3,8:18.0,,Offensive rebound by V. Oladipo,63,57
245,3,8:07.0,,D. Sabonis makes 2-pt jump shot from 17 ft (assist by M. Turner),63,59
246,3,7:53.0,Turnover by C. LeVert (bad pass),,63,59
247,3,7:43.0,,Personal foul by T. Prince (drawn by D. Sabonis),63,59
248,3,7:30.0,,V. Oladipo misses 2-pt layup from 3 ft,63,59
249,3,7:28.0,Defensive rebound by S. Dinwiddie,,63,59
250,3,7:24.0,S. Dinwiddie misses 2-pt jump shot from 13 ft,,63,59
251,3,7:21.0,,Defensive rebound by M. Turner,63,59
252,3,7:15.0,,V. Oladipo makes 2-pt layup from 1 ft,63,61
253,3,7:02.0,J. Allen makes 2-pt hook shot from 3 ft (assist by C. LeVert),,65,61
254,3,6:44.0,,Turnover by M. Brogdon (bad pass; steal by C. LeVert),65,61
255,3,6:37.0,Shooting foul by M. Brogdon (drawn by J. Allen),,65,61
256,3,6:37.0,,Indiana full timeout,65,61
257,3,6:37.0,G. Temple enters the game for C. LeVert,,65,61
258,3,6:37.0,J. Allen misses free throw 1 of 2,,65,61
259,3,6:37.0,Offensive rebound by Team,,65,61
260,3,6:37.0,J. Allen makes free throw 2 of 2,,66,61
261,3,6:25.0,,M. Turner misses 3-pt jump shot from 28 ft,66,61
262,3,6:23.0,Defensive rebound by S. Dinwiddie,,66,61
263,3,6:16.0,J. Harris makes 3-pt jump shot from 28 ft (assist by S. Dinwiddie),,69,61
264,3,5:59.0,,Personal foul by J. Harris (drawn by M. Turner),69,61
265,3,5:59.0,,D. McDermott enters the game for D. Sabonis,69,61
266,3,5:47.0,,Shooting foul by J. Allen (drawn by M. Turner),69,61
267,3,5:47.0,,M. Turner makes free throw 1 of 2,69,62
268,3,5:47.0,,M. Turner makes free throw 2 of 2,69,63
269,3,5:33.0,G. Temple misses 3-pt jump shot from 28 ft,,69,63
270,3,5:31.0,Offensive rebound by Team,,69,63
271,3,5:31.0,,Loose ball foul by V. Oladipo (drawn by J. Allen),69,63
272,3,5:17.0,S. Dinwiddie misses 2-pt layup from 2 ft,,69,63
273,3,5:14.0,,Defensive rebound by V. Oladipo,69,63
274,3,5:12.0,,D. McDermott misses 3-pt jump shot from 28 ft,69,63
275,3,5:09.0,Defensive rebound by T. Prince,,69,63
276,3,5:05.0,T. Prince misses 2-pt layup from 2 ft,,69,63
277,3,5:05.0,,Defensive rebound by D. McDermott,69,63
278,3,4:52.0,,M. Brogdon makes 2-pt layup from 1 ft,69,65
279,3,4:44.0,Shooting foul by D. McDermott (drawn by S. Dinwiddie),,69,65
280,3,4:44.0,S. Dinwiddie makes free throw 1 of 2,,70,65
281,3,4:44.0,W. Chandler enters the game for J. Allen,,70,65
282,3,4:44.0,D. Jordan enters the game for T. Prince,,70,65
283,3,4:44.0,,J. Lamb enters the game for V. Oladipo,70,65
284,3,4:44.0,S. Dinwiddie makes free throw 2 of 2,,71,65
285,3,4:35.0,,M. Brogdon makes 2-pt dunk from 2 ft,71,67
286,3,4:11.0,J. Harris misses 2-pt layup from 1 ft,,71,67
287,3,4:06.0,,Defensive rebound by D. McDermott,71,67
288,3,4:03.0,,D. McDermott makes 2-pt layup from 2 ft (assist by M. Turner),71,69
289,3,4:02.0,Brooklyn full timeout,,71,69
290,3,3:53.0,J. Harris misses 3-pt jump shot from 23 ft,,71,69
291,3,3:51.0,,Defensive rebound by Team,71,69
292,3,3:29.0,,J. Lamb misses 3-pt jump shot from 26 ft,71,69
293,3,3:26.0,Defensive rebound by D. Jordan,,71,69
294,3,3:06.0,G. Temple makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),,74,69
295,3,2:51.0,,J. Lamb misses 2-pt jump shot from 18 ft,74,69
296,3,2:47.0,Defensive rebound by J. Harris,,74,69
297,3,2:41.0,J. Harris misses 3-pt jump shot from 29 ft,,74,69
298,3,2:38.0,Offensive rebound by D. Jordan,,74,69
299,3,2:31.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,74,69
300,3,2:28.0,,Defensive rebound by D. McDermott,74,69
301,3,2:28.0,C. LeVert enters the game for S. Dinwiddie,,74,69
302,3,2:28.0,T. Luwawu-Cabarrot enters the game for J. Harris,,74,69
303,3,2:28.0,,T. McConnell enters the game for M. Brogdon,74,69
304,3,2:28.0,,D. Sabonis enters the game for M. Turner,74,69
305,3,2:05.0,,T. McConnell misses 2-pt jump shot from 6 ft,74,69
306,3,2:03.0,Defensive rebound by D. Jordan,,74,69
307,3,2:03.0,Personal foul by T. McConnell (drawn by T. Luwawu-Cabarrot),,74,69
308,3,2:03.0,T. Luwawu-Cabarrot makes free throw 1 of 2,,75,69
309,3,2:03.0,T. Luwawu-Cabarrot makes free throw 2 of 2,,76,69
310,3,1:55.0,,T. McConnell makes 2-pt layup from 2 ft,76,71
311,3,1:33.0,Turnover by T. Luwawu-Cabarrot (bad pass; steal by T. McConnell),,76,71
312,3,1:22.0,,D. McDermott makes 3-pt jump shot from 29 ft (assist by D. Sabonis),76,74
313,3,1:00.0,Turnover by C. LeVert (lost ball; steal by T. McConnell),,76,74
314,3,0:58.0,,Personal take foul by D. Jordan (drawn by T. McConnell),76,74
315,3,0:51.0,,D. McDermott makes 3-pt jump shot from 28 ft (assist by D. Sabonis),76,77
316,3,0:51.0,,Shooting foul by G. Temple (drawn by D. McDermott),76,77
317,3,0:51.0,S. Dinwiddie enters the game for W. Chandler,,76,77
318,3,0:51.0,J. Harris enters the game for T. Luwawu-Cabarrot,,76,77
319,3,0:51.0,,D. McDermott makes free throw 1 of 1,76,78
320,3,0:40.0,C. LeVert misses 3-pt jump shot from 26 ft,,76,78
321,3,0:40.0,Offensive rebound by Team,,76,78
322,3,0:39.0,,Loose ball foul by T. McConnell (drawn by D. Jordan),76,78
323,3,0:39.0,D. Jordan misses free throw 1 of 2,,76,78
324,3,0:39.0,Offensive rebound by Team,,76,78
325,3,0:39.0,D. Jordan makes free throw 2 of 2,,77,78
326,3,0:32.0,,D. Sabonis makes 2-pt dunk from 1 ft (assist by J. Lamb),77,80
327,3,0:13.0,S. Dinwiddie misses 3-pt jump shot from 32 ft,,77,80
328,3,0:10.0,,Defensive rebound by D. Sabonis,77,80
329,3,0:03.0,,D. Sabonis misses 3-pt jump shot from 28 ft,77,80
330,3,0:03.0,Defensive rebound by D. Jordan,,77,80
331,4,11:43.0,C. LeVert misses 2-pt jump shot from 12 ft,,77,80
332,4,11:41.0,Offensive rebound by D. Jordan,,77,80
333,4,11:41.0,D. Jordan makes 2-pt layup at rim,,79,80
334,4,11:30.0,,D. Sabonis makes 2-pt layup from 3 ft (assist by D. McDermott),79,82
335,4,11:30.0,,Shooting foul by C. LeVert (drawn by D. Sabonis),79,82
336,4,11:30.0,,D. Sabonis makes free throw 1 of 1,79,83
337,4,11:18.0,G. Temple misses 2-pt jump shot from 12 ft,,79,83
338,4,11:15.0,,Defensive rebound by T. McConnell,79,83
339,4,11:06.0,,Turnover by T. McConnell (lost ball; steal by T. Luwawu-Cabarrot),79,83
340,4,10:58.0,T. Luwawu-Cabarrot makes 2-pt layup from 3 ft,,81,83
341,4,10:47.0,,D. McDermott misses 3-pt jump shot from 28 ft,81,83
342,4,10:47.0,Defensive rebound by W. Chandler,,81,83
343,4,10:32.0,C. LeVert misses 2-pt jump shot from 7 ft,,81,83
344,4,10:29.0,,Defensive rebound by J. Lamb,81,83
345,4,10:21.0,,J. Lamb makes 2-pt jump shot from 18 ft,81,85
346,4,9:53.0,D. Jordan misses 2-pt layup from 3 ft,,81,85
347,4,9:50.0,Offensive rebound by D. Jordan,,81,85
348,4,9:50.0,D. Jordan makes 2-pt layup at rim,,83,85
349,4,9:37.0,,J. Lamb makes 2-pt jump shot from 1 ft (assist by T. McConnell),83,87
350,4,9:37.0,,Shooting foul by C. LeVert (drawn by J. Lamb),83,87
351,4,9:37.0,T. Prince enters the game for W. Chandler,,83,87
352,4,9:37.0,,J. Lamb misses free throw 1 of 1,83,87
353,4,9:36.0,Defensive rebound by D. Jordan,,83,87
354,4,9:19.0,Turnover by C. LeVert (bad pass),,83,87
355,4,9:10.0,,T. McConnell makes 2-pt jump shot from 11 ft,83,89
356,4,8:55.0,D. Jordan makes 2-pt hook shot from 5 ft (assist by G. Temple),,85,89
357,4,8:42.0,,T. McConnell misses 2-pt jump shot from 17 ft,85,89
358,4,8:40.0,Defensive rebound by D. Jordan,,85,89
359,4,8:19.0,G. Temple misses 2-pt jump shot from 21 ft,,85,89
360,4,8:15.0,,Defensive rebound by J. Holiday,85,89
361,4,8:08.0,,J. Lamb misses 2-pt jump shot from 8 ft (block by D. Jordan),85,89
362,4,8:08.0,Defensive rebound by D. Jordan,,85,89
363,4,8:05.0,Personal take foul by T. McConnell (drawn by C. LeVert),,85,89
364,4,8:05.0,S. Dinwiddie enters the game for C. LeVert,,85,89
365,4,7:56.0,T. Prince misses 2-pt jump shot from 19 ft,,85,89
366,4,7:51.0,,Defensive rebound by J. Holiday,85,89
367,4,7:45.0,,Indiana full timeout,85,89
368,4,7:45.0,J. Harris enters the game for T. Luwawu-Cabarrot,,85,89
369,4,7:45.0,,M. Brogdon enters the game for J. Holiday,85,89
370,4,7:45.0,,T. Warren enters the game for J. Lamb,85,89
371,4,7:34.0,,T. McConnell misses 2-pt layup from 2 ft,85,89
372,4,7:32.0,Defensive rebound by D. Jordan,,85,89
373,4,7:19.0,S. Dinwiddie misses 3-pt jump shot from 27 ft,,85,89
374,4,7:14.0,Offensive rebound by T. Prince,,85,89
375,4,7:13.0,T. Prince misses 3-pt jump shot from 29 ft,,85,89
376,4,7:10.0,,Defensive rebound by D. Sabonis,85,89
