,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CHICAGO_ACTION,ATLANTA_SCORE,CHICAGO_SCORE
124,2,9:41.0,,C. White misses 2-pt layup from 3 ft,38,40
125,2,9:38.0,Defensive rebound by D. Jones,,38,40
126,2,9:32.0,T. Young misses 2-pt jump shot from 12 ft,,38,40
127,2,9:28.0,,Defensive rebound by D. Valentine,38,40
128,2,9:25.0,,D. Valentine misses 3-pt jump shot from 26 ft,38,40
129,2,9:25.0,Defensive rebound by Team,,38,40
130,2,9:25.0,V. Carter enters the game for J. Parker,,38,40
131,2,9:25.0,D. Hunter enters the game for E. Turner,,38,40
132,2,9:25.0,,K. Dunn enters the game for R. Arcidiacono,38,40
133,2,9:09.0,A. Crabbe misses 3-pt jump shot from 26 ft,,38,40
134,2,9:06.0,,Defensive rebound by K. Dunn,38,40
135,2,8:59.0,,T. Young misses 2-pt hook shot from 7 ft,38,40
136,2,8:56.0,,Offensive rebound by W. Carter,38,40
137,2,8:44.0,,Turnover by C. White (bad pass; steal by V. Carter),38,40
138,2,8:35.0,Turnover by V. Carter (bad pass; steal by C. White),,38,40
139,2,8:31.0,,K. Dunn makes 2-pt layup from 2 ft (assist by D. Valentine),38,42
140,2,8:16.0,T. Young misses 2-pt layup from 2 ft,,38,42
141,2,8:13.0,Offensive rebound by D. Hunter,,38,42
142,2,8:10.0,D. Hunter misses 3-pt jump shot from 26 ft,,38,42
143,2,8:05.0,,Defensive rebound by T. Young,38,42
144,2,7:53.0,,C. White makes 2-pt layup from 2 ft (assist by W. Carter),38,44
145,2,7:42.0,D. Hunter misses 3-pt jump shot from 27 ft,,38,44
146,2,7:39.0,,Defensive rebound by K. Dunn,38,44
147,2,7:37.0,,Turnover by K. Dunn (bad pass; steal by T. Young),38,44
148,2,7:32.0,T. Young misses 2-pt jump shot from 5 ft,,38,44
149,2,7:31.0,,Defensive rebound by W. Carter,38,44
150,2,7:31.0,,Personal foul by D. Jones (drawn by W. Carter),38,44
151,2,7:31.0,K. Huerter enters the game for A. Crabbe,,38,44
152,2,7:31.0,A. Len enters the game for D. Jones,,38,44
153,2,7:31.0,,Z. LaVine enters the game for D. Valentine,38,44
154,2,7:12.0,,C. White misses 3-pt jump shot from 26 ft,38,44
155,2,7:09.0,Defensive rebound by V. Carter,,38,44
156,2,6:58.0,Shooting foul by W. Carter (drawn by T. Young),,38,44
157,2,6:58.0,,Chicago full timeout,38,44
158,2,6:58.0,T. Young makes free throw 1 of 2,,39,44
159,2,6:58.0,T. Young misses free throw 2 of 2,,39,44
160,2,6:55.0,Offensive rebound by A. Len,,39,44
161,2,6:53.0,K. Huerter misses 3-pt jump shot from 26 ft,,39,44
162,2,6:49.0,,Defensive rebound by T. Young,39,44
163,2,6:37.0,,K. Dunn misses 3-pt jump shot from 23 ft,39,44
164,2,6:31.0,Defensive rebound by V. Carter,,39,44
165,2,6:25.0,T. Young misses 2-pt layup from 3 ft,,39,44
166,2,6:23.0,,Defensive rebound by W. Carter,39,44
167,2,6:16.0,,T. Young misses 2-pt layup from 3 ft,39,44
168,2,6:13.0,Defensive rebound by V. Carter,,39,44
169,2,6:03.0,A. Len makes 3-pt jump shot from 22 ft (assist by K. Huerter),,42,44
170,2,6:02.0,Violation by Team (delay of game),,42,44
171,2,5:48.0,,Offensive foul by Z. LaVine (drawn by D. Hunter),42,44
172,2,5:48.0,,Turnover by Z. LaVine (offensive foul),42,44
173,2,5:48.0,C. Reddish enters the game for T. Young,,42,44
174,2,5:48.0,,L. Markkanen enters the game for C. White,42,44
175,2,5:48.0,,T. Satoranský enters the game for T. Young,42,44
176,2,5:32.0,V. Carter misses 3-pt jump shot from 25 ft,,42,44
177,2,5:29.0,,Defensive rebound by T. Satoranský,42,44
178,2,5:18.0,,K. Dunn misses 2-pt hook shot from 3 ft,42,44
179,2,5:13.0,,Offensive rebound by W. Carter,42,44
180,2,5:13.0,,W. Carter makes 2-pt layup at rim,42,46
181,2,5:06.0,,Violation by Team (kicked ball),42,46
182,2,4:57.0,D. Hunter misses 2-pt layup from 5 ft (block by Z. LaVine),,42,46
183,2,4:56.0,,Defensive rebound by Team,42,46
184,2,4:43.0,,Z. LaVine misses 2-pt jump shot from 20 ft,42,46
185,2,4:39.0,Defensive rebound by A. Len,,42,46
186,2,4:30.0,V. Carter misses 2-pt jump shot from 23 ft,,42,46
187,2,4:27.0,,Defensive rebound by Z. LaVine,42,46
188,2,4:15.0,,Z. LaVine makes 3-pt jump shot from 22 ft (assist by L. Markkanen),42,49
189,2,4:00.0,Shooting foul by W. Carter (drawn by V. Carter),,42,49
190,2,4:00.0,V. Carter misses free throw 1 of 2,,42,49
191,2,4:00.0,Offensive rebound by Team,,42,49
192,2,4:00.0,,T. Young enters the game for W. Carter,42,49
193,2,4:00.0,V. Carter makes free throw 2 of 2,,43,49
194,2,3:46.0,,T. Young makes 2-pt jump shot from 6 ft (assist by Z. LaVine),43,51
195,2,3:37.0,A. Len makes 2-pt dunk at rim (assist by K. Huerter),,45,51
196,2,3:33.0,,Personal foul by C. Reddish (drawn by Z. LaVine),45,51
197,2,3:33.0,J. Parker enters the game for V. Carter,,45,51
198,2,3:33.0,T. Young enters the game for D. Hunter,,45,51
199,2,3:20.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by Z. LaVine),45,54
200,2,3:10.0,K. Huerter makes 3-pt jump shot from 25 ft (assist by A. Len),,48,54
201,2,3:00.0,,Turnover by T. Satoranský (bad pass; steal by K. Huerter),48,54
202,2,2:56.0,T. Young makes 2-pt layup at rim (assist by K. Huerter),,50,54
203,2,2:43.0,,T. Young makes 2-pt jump shot from 17 ft (assist by T. Satoranský),50,56
204,2,2:23.0,C. Reddish misses 3-pt jump shot from 25 ft,,50,56
205,2,2:22.0,,Defensive rebound by Team,50,56
206,2,2:22.0,Atlanta full timeout,,50,56
207,2,2:22.0,A. Crabbe enters the game for K. Huerter,,50,56
208,2,2:09.0,,Z. LaVine misses 2-pt layup from 2 ft (block by C. Reddish),50,56
209,2,2:09.0,Defensive rebound by C. Reddish,,50,56
210,2,2:04.0,Shooting foul by K. Dunn (drawn by T. Young),,50,56
211,2,2:04.0,T. Young makes free throw 1 of 2,,51,56
212,2,2:04.0,T. Young makes free throw 2 of 2,,52,56
213,2,1:54.0,,K. Dunn makes 2-pt layup from 3 ft,52,58
214,2,1:54.0,,Shooting foul by T. Young (drawn by K. Dunn),52,58
215,2,1:54.0,,K. Dunn makes free throw 1 of 1,52,59
216,2,1:43.0,T. Young misses 3-pt jump shot from 23 ft,,52,59
217,2,1:40.0,,Defensive rebound by Z. LaVine,52,59
218,2,1:38.0,,Z. LaVine makes 2-pt dunk from 1 ft,52,61
219,2,1:22.0,T. Young misses 3-pt jump shot from 25 ft,,52,61
220,2,1:18.0,,Defensive rebound by L. Markkanen,52,61
221,2,1:16.0,,Offensive foul by Z. LaVine (drawn by T. Young),52,61
222,2,1:16.0,,Turnover by Z. LaVine (offensive foul),52,61
223,2,1:01.0,Turnover by C. Reddish (bad pass),,52,61
224,2,0:48.0,,L. Markkanen misses 3-pt jump shot from 25 ft,52,61
225,2,0:43.0,Turnover by T. Young (step out of bounds),,52,61
226,2,0:43.0,Defensive rebound by T. Young,,52,61
227,2,0:43.0,Violation by Team (delay of game),,52,61
228,2,0:43.0,Violation by Team (delay of game),,52,61
229,2,0:43.0,,Z. LaVine makes technical free throw,52,62
230,2,0:30.0,,T. Young misses 2-pt layup from 2 ft,52,62
231,2,0:29.0,Defensive rebound by T. Young,,52,62
232,2,0:24.0,Turnover by T. Young (lost ball; steal by T. Young),,52,62
233,2,0:22.0,,Shooting foul by C. Reddish (drawn by L. Markkanen),52,62
234,2,0:22.0,,L. Markkanen makes free throw 1 of 2,52,63
235,2,0:22.0,K. Huerter enters the game for J. Parker,,52,63
236,2,0:22.0,,S. Harrison enters the game for Z. LaVine,52,63
237,2,0:22.0,,L. Markkanen makes free throw 2 of 2,52,64
238,2,0:01.0,Turnover by T. Young (lost ball; steal by K. Dunn),,52,64
239,2,0:00.0,,S. Harrison makes 2-pt dunk at rim (assist by T. Young),52,66
240,2,0:00.0,,Instant Replay (Request: Ruling Stands),52,66
241,3,11:49.0,,Turnover by T. Satoranský (out of bounds lost ball),52,66
242,3,11:37.0,D. Jones makes 2-pt dunk from 1 ft (assist by T. Young),,54,66
243,3,11:19.0,,Turnover by Z. LaVine (traveling),54,66
244,3,11:12.0,D. Jones makes 2-pt dunk from 1 ft (assist by T. Young),,56,66
245,3,10:53.0,,L. Markkanen makes 2-pt jump shot from 8 ft (assist by K. Dunn),56,68
246,3,10:29.0,D. Hunter misses 2-pt layup from 3 ft (block by K. Dunn),,56,68
247,3,10:25.0,,Defensive rebound by K. Dunn,56,68
248,3,10:24.0,,Z. LaVine makes 2-pt dunk from 1 ft (assist by K. Dunn),56,70
249,3,10:12.0,J. Parker makes 3-pt jump shot from 24 ft (assist by T. Young),,59,70
250,3,10:02.0,,T. Satoranský makes 2-pt jump shot from 6 ft,59,72
251,3,9:46.0,Turnover by J. Parker (lost ball; steal by T. Satoranský),,59,72
252,3,9:46.0,,Personal foul by J. Parker (drawn by T. Satoranský),59,72
253,3,9:34.0,,Z. LaVine misses 2-pt jump shot from 17 ft,59,72
254,3,9:31.0,Defensive rebound by J. Parker,,59,72
255,3,9:26.0,Atlanta full timeout,,59,72
256,3,9:20.0,Personal foul by K. Dunn (drawn by T. Young),,59,72
257,3,9:11.0,Shooting foul by Z. LaVine (drawn by K. Huerter),,59,72
258,3,9:11.0,K. Huerter makes free throw 1 of 2,,60,72
259,3,9:11.0,K. Huerter makes free throw 2 of 2,,61,72
260,3,8:58.0,,K. Dunn misses 3-pt jump shot from 26 ft,61,72
261,3,8:53.0,,Offensive rebound by L. Markkanen,61,72
262,3,8:53.0,,L. Markkanen makes 2-pt layup from 1 ft,61,74
263,3,8:42.0,K. Huerter misses 2-pt jump shot from 15 ft,,61,74
264,3,8:37.0,,Defensive rebound by L. Markkanen,61,74
265,3,8:32.0,,W. Carter makes 2-pt dunk from 1 ft (assist by Z. LaVine),61,76
266,3,8:27.0,Offensive foul by D. Jones (drawn by K. Dunn),,61,76
267,3,8:27.0,Turnover by D. Jones (offensive foul),,61,76
268,3,8:27.0,Violation by Team (delay of game),,61,76
269,3,8:27.0,Violation by Team (delay of game),,61,76
270,3,8:27.0,,Z. LaVine makes technical free throw,61,77
271,3,8:27.0,A. Len enters the game for D. Jones,,61,77
272,3,8:02.0,,T. Satoranský makes 3-pt jump shot from 26 ft,61,80
273,3,7:41.0,J. Parker misses 2-pt layup from 3 ft,,61,80
274,3,7:38.0,Offensive rebound by J. Parker,,61,80
275,3,7:38.0,J. Parker misses 2-pt layup at rim,,61,80
276,3,7:36.0,Offensive rebound by J. Parker,,61,80
277,3,7:36.0,J. Parker makes 2-pt dunk at rim,,63,80
278,3,7:28.0,,W. Carter misses 2-pt layup from 1 ft,63,80
279,3,7:26.0,Defensive rebound by J. Parker,,63,80
280,3,7:21.0,J. Parker makes 2-pt layup from 1 ft,,65,80
281,3,7:12.0,,Z. LaVine makes 3-pt jump shot from 25 ft,65,83
282,3,7:11.0,Atlanta full timeout,,65,83
283,3,7:11.0,A. Crabbe enters the game for K. Huerter,,65,83
284,3,7:11.0,C. Reddish enters the game for D. Hunter,,65,83
285,3,6:47.0,C. Reddish misses 3-pt jump shot from 23 ft,,65,83
286,3,6:44.0,Offensive rebound by A. Len,,65,83
287,3,6:42.0,A. Crabbe makes 3-pt jump shot from 23 ft (assist by T. Young),,68,83
288,3,6:18.0,,W. Carter makes 2-pt jump shot from 9 ft,68,85
289,3,5:57.0,Shooting foul by W. Carter (drawn by A. Len),,68,85
290,3,5:57.0,A. Len misses free throw 1 of 2,,68,85
291,3,5:57.0,Offensive rebound by Team,,68,85
292,3,5:57.0,V. Carter enters the game for J. Parker,,68,85
293,3,5:57.0,,C. White enters the game for K. Dunn,68,85
294,3,5:57.0,,T. Young enters the game for L. Markkanen,68,85
295,3,5:57.0,A. Len makes free throw 2 of 2,,69,85
296,3,5:48.0,,Z. LaVine makes 3-pt jump shot from 26 ft (assist by T. Satoranský),69,88
297,3,5:28.0,T. Young misses 3-pt jump shot from 25 ft,,69,88
298,3,5:28.0,,Defensive rebound by T. Young,69,88
299,3,5:13.0,,Z. LaVine makes 3-pt jump shot from 26 ft,69,91
300,3,4:58.0,V. Carter misses 2-pt jump shot from 23 ft,,69,91
301,3,4:58.0,,Defensive rebound by W. Carter,69,91
302,3,4:46.0,,Personal foul by C. Reddish (drawn by Z. LaVine),69,91
303,3,4:34.0,,W. Carter makes 2-pt layup from 1 ft (assist by Z. LaVine),69,93
304,3,4:27.0,T. Young makes 3-pt jump shot from 26 ft,,72,93
305,3,4:14.0,,Offensive foul by T. Young (drawn by T. Young),72,93
306,3,4:14.0,,Turnover by T. Young (offensive foul),72,93
307,3,4:14.0,B. Fernando enters the game for A. Len,,72,93
308,3,3:54.0,V. Carter misses 2-pt jump shot from 14 ft,,72,93
309,3,3:52.0,,Defensive rebound by W. Carter,72,93
310,3,3:48.0,,C. White makes 2-pt layup from 1 ft,72,95
311,3,3:45.0,Atlanta full timeout,,72,95
312,3,3:45.0,D. Hunter enters the game for V. Carter,,72,95
313,3,3:45.0,,D. Gafford enters the game for W. Carter,72,95
314,3,3:26.0,D. Hunter misses 2-pt layup from 3 ft,,72,95
315,3,3:24.0,,Defensive rebound by C. White,72,95
316,3,3:21.0,,Turnover by D. Gafford (out of bounds lost ball),72,95
317,3,3:06.0,A. Crabbe makes 3-pt jump shot from 23 ft (assist by C. Reddish),,75,95
318,3,2:51.0,,Z. LaVine makes 3-pt jump shot from 26 ft,75,98
319,3,2:35.0,B. Fernando makes 2-pt dunk from 1 ft (assist by T. Young),,77,98
320,3,2:24.0,,Shooting foul by B. Fernando (drawn by Z. LaVine),77,98
321,3,2:24.0,,Z. LaVine makes free throw 1 of 2,77,99
322,3,2:24.0,K. Huerter enters the game for T. Young,,77,99
323,3,2:24.0,,R. Arcidiacono enters the game for T. Satoranský,77,99
324,3,2:24.0,,Z. LaVine makes free throw 2 of 2,77,100
325,3,2:14.0,Personal foul by R. Arcidiacono (drawn by A. Crabbe),,77,100
326,3,2:14.0,,D. Valentine enters the game for Z. LaVine,77,100
327,3,2:08.0,C. Reddish makes 3-pt jump shot from 25 ft (assist by B. Fernando),,80,100
328,3,1:51.0,,C. White makes 2-pt layup from 2 ft (assist by D. Gafford),80,102
329,3,1:40.0,D. Hunter makes 3-pt jump shot from 26 ft (assist by B. Fernando),,83,102
330,3,1:14.0,,T. Young misses 2-pt layup from 2 ft,83,102
331,3,1:12.0,Defensive rebound by B. Fernando,,83,102
332,3,1:06.0,Personal foul by D. Gafford (drawn by C. Reddish),,83,102
333,3,1:06.0,C. Reddish misses free throw 1 of 2,,83,102
334,3,1:06.0,Offensive rebound by Team,,83,102
335,3,1:06.0,C. Reddish makes free throw 2 of 2,,84,102
336,3,1:06.0,,Loose ball foul by D. Gafford (drawn by B. Fernando),84,102
337,3,1:06.0,B. Fernando makes free throw 1 of 1,,85,102
338,3,0:51.0,,T. Young misses 2-pt layup from 1 ft,85,102
339,3,0:49.0,Defensive rebound by A. Crabbe,,85,102
340,3,0:46.0,Turnover by K. Huerter (bad pass),,85,102
341,3,0:33.0,,D. Gafford makes 2-pt layup from 3 ft (assist by T. Young),85,104
342,3,0:29.0,K. Huerter misses 3-pt jump shot from 30 ft,,85,104
343,3,0:26.0,,Defensive rebound by T. Young,85,104
344,3,0:08.0,,Shooting foul by K. Huerter (drawn by C. White),85,104
345,3,0:08.0,,C. White makes free throw 1 of 2,85,105
346,3,0:08.0,T. Young enters the game for B. Fernando,,85,105
347,3,0:08.0,,S. Harrison enters the game for D. Gafford,85,105
348,3,0:08.0,,C. White makes free throw 2 of 2,85,106
349,3,0:02.0,T. Young makes 2-pt layup from 2 ft,,87,106
350,4,11:48.0,D. Hunter misses 3-pt jump shot from 26 ft,,87,106
351,4,11:43.0,,Defensive rebound by D. Valentine,87,106
352,4,11:43.0,,Personal foul by D. Hunter (drawn by T. Young),87,106
353,4,11:43.0,Atlanta full timeout,,87,106
354,4,11:43.0,Instant Replay (Challenge: Ruling Stands),,87,106
355,4,11:20.0,,C. White misses 2-pt layup from 3 ft (block by J. Parker),87,106
356,4,11:17.0,Defensive rebound by C. Reddish,,87,106
357,4,11:13.0,D. Hunter makes 3-pt jump shot from 27 ft (assist by T. Young),,90,106
358,4,10:54.0,,D. Gafford makes 2-pt dunk at rim (assist by D. Valentine),90,108
359,4,10:42.0,Personal foul by D. Gafford (drawn by T. Young),,90,108
360,4,10:42.0,,L. Markkanen enters the game for D. Gafford,90,108
361,4,10:39.0,Personal foul by R. Arcidiacono (drawn by T. Young),,90,108
362,4,10:33.0,C. Reddish misses 3-pt jump shot from 25 ft,,90,108
363,4,10:31.0,,Defensive rebound by Team,90,108
364,4,10:12.0,,C. White misses 3-pt jump shot from 25 ft,90,108
365,4,10:09.0,Defensive rebound by D. Hunter,,90,108
366,4,9:59.0,D. Hunter misses 2-pt jump shot from 7 ft (block by L. Markkanen),,90,108
367,4,9:56.0,,Defensive rebound by C. White,90,108
368,4,9:54.0,,L. Markkanen makes 2-pt layup from 1 ft (assist by T. Young),90,110
369,4,9:54.0,,Shooting foul by T. Young (drawn by L. Markkanen),90,110
370,4,9:54.0,K. Huerter enters the game for D. Hunter,,90,110
371,4,9:54.0,A. Len enters the game for J. Parker,,90,110
372,4,9:54.0,,L. Markkanen makes free throw 1 of 1,90,111
373,4,9:42.0,Shooting foul by L. Markkanen (drawn by A. Len),,90,111
374,4,9:42.0,A. Len misses free throw 1 of 2,,90,111
375,4,9:42.0,Offensive rebound by Team,,90,111
376,4,9:42.0,A. Len makes free throw 2 of 2,,91,111
377,4,9:24.0,,L. Markkanen makes 3-pt jump shot from 22 ft (assist by T. Young),91,114
378,4,9:11.0,K. Huerter misses 3-pt jump shot from 23 ft,,91,114
379,4,9:09.0,Offensive rebound by Team,,91,114
380,4,9:09.0,B. Fernando enters the game for A. Crabbe,,91,114
381,4,9:02.0,C. Reddish misses 3-pt jump shot from 26 ft,,91,114
382,4,9:01.0,,Defensive rebound by Team,91,114
383,4,9:01.0,Loose ball foul by K. Huerter (drawn by L. Markkanen),,91,114
384,4,8:50.0,,C. White makes 2-pt jump shot from 4 ft,91,116
385,4,8:43.0,Shooting foul by R. Arcidiacono (drawn by T. Young),,91,116
386,4,8:43.0,T. Young makes free throw 1 of 2,,92,116
387,4,8:43.0,,K. Dunn enters the game for R. Arcidiacono,92,116
388,4,8:43.0,T. Young makes free throw 2 of 2,,93,116
