,QUARTER,TIME_REMAINING,UTAH_ACTION,BOSTON_ACTION,UTAH_SCORE,BOSTON_SCORE
36,1,6:00.0,Turnover by R. Gobert (offensive foul),,16,23
37,1,5:40.0,,Shooting foul by D. Mitchell (drawn by J. Tatum),16,23
38,1,5:40.0,,J. Tatum misses free throw 1 of 2,16,23
39,1,5:40.0,,Offensive rebound by Team,16,23
40,1,5:40.0,,J. Tatum misses free throw 2 of 2,16,23
41,1,5:40.0,Defensive rebound by R. Gobert,,16,23
42,1,5:19.0,B. Bogdanović misses 2-pt layup from 4 ft (block by D. Theis),,16,23
43,1,5:18.0,,Defensive rebound by S. Ojeleye,16,23
44,1,5:12.0,,D. Theis makes 2-pt dunk from 2 ft (assist by M. Smart),16,25
45,1,4:58.0,R. O'Neale misses 3-pt jump shot from 27 ft,,16,25
46,1,4:56.0,,Defensive rebound by G. Williams,16,25
47,1,4:47.0,,J. Tatum misses 2-pt layup from 2 ft,16,25
48,1,4:46.0,,Offensive rebound by Team,16,25
49,1,4:46.0,J. Clarkson enters the game for R. O'Neale,,16,25
50,1,4:40.0,,J. Tatum misses 3-pt jump shot from 26 ft,16,25
51,1,4:38.0,Defensive rebound by B. Bogdanović,,16,25
52,1,4:21.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,16,25
53,1,4:19.0,,Defensive rebound by J. Tatum,16,25
54,1,4:05.0,,D. Theis misses 2-pt jump shot from 5 ft,16,25
55,1,4:03.0,Defensive rebound by J. Ingles,,16,25
56,1,3:53.0,J. Clarkson misses 3-pt jump shot from 26 ft,,16,25
57,1,3:51.0,,Defensive rebound by D. Theis,16,25
58,1,3:38.0,,J. Tatum makes 2-pt jump shot from 10 ft,16,27
59,1,3:21.0,B. Bogdanović misses 2-pt layup from 4 ft,,16,27
60,1,3:19.0,,Defensive rebound by D. Theis,16,27
61,1,3:14.0,,G. Williams misses 3-pt jump shot from 26 ft,16,27
62,1,3:11.0,,Offensive rebound by S. Ojeleye,16,27
63,1,3:06.0,,Boston full timeout,16,27
64,1,3:06.0,T. Bradley enters the game for B. Bogdanović,,16,27
65,1,3:06.0,M. Conley enters the game for R. Gobert,,16,27
66,1,3:06.0,G. Niang enters the game for D. Mitchell,,16,27
67,1,3:06.0,,B. Wanamaker enters the game for S. Ojeleye,16,27
68,1,3:02.0,,M. Smart misses 3-pt jump shot from 29 ft,16,27
69,1,3:00.0,Defensive rebound by Team,,16,27
70,1,2:49.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by M. Conley),,19,27
71,1,2:24.0,,J. Tatum makes 2-pt jump shot from 9 ft,19,29
72,1,2:08.0,T. Bradley makes 2-pt layup at rim (assist by M. Conley),,21,29
73,1,1:48.0,,D. Theis misses 2-pt jump shot from 12 ft,21,29
74,1,1:46.0,Defensive rebound by T. Bradley,,21,29
75,1,1:34.0,G. Niang makes 2-pt jump shot from 10 ft,,23,29
76,1,1:34.0,,E. Freedom enters the game for M. Smart,23,29
77,1,1:34.0,,R. Langford enters the game for D. Theis,23,29
78,1,1:12.0,,Turnover by G. Williams (bad pass; steal by J. Ingles),23,29
79,1,1:08.0,G. Niang makes 2-pt layup from 1 ft (assist by J. Ingles),,25,29
80,1,0:47.0,,E. Freedom misses 2-pt layup from 2 ft,25,29
81,1,0:46.0,,Offensive rebound by E. Freedom,25,29
82,1,0:45.0,,E. Freedom misses 2-pt layup from 3 ft,25,29
83,1,0:43.0,Defensive rebound by M. Conley,,25,29
84,1,0:24.0,M. Conley makes 2-pt jump shot from 12 ft,,27,29
85,1,0:24.0,Shooting foul by B. Wanamaker (drawn by M. Conley),,27,29
86,1,0:24.0,M. Conley makes free throw 1 of 1,,28,29
87,1,0:07.0,,Turnover by J. Tatum (bad pass; steal by J. Clarkson),28,29
88,1,0:05.0,J. Clarkson makes 2-pt layup at rim,,30,29
89,1,0:01.0,,Personal foul by G. Niang (drawn by G. Williams),30,29
90,1,0:01.0,,E. Freedom misses 2-pt jump shot from 16 ft,30,29
91,1,0:00.0,,Offensive rebound by Team,30,29
92,2,11:40.0,,E. Freedom makes 2-pt layup from 2 ft,30,31
93,2,11:27.0,J. Clarkson makes 3-pt jump shot from 26 ft,,33,31
94,2,11:13.0,,K. Walker makes 2-pt layup from 2 ft,33,33
95,2,11:01.0,J. Ingles makes 3-pt jump shot from 26 ft,,36,33
96,2,10:47.0,,K. Walker misses 2-pt layup from 2 ft (block by T. Bradley),36,33
97,2,10:45.0,Defensive rebound by J. Ingles,,36,33
98,2,10:43.0,Offensive foul by J. Clarkson (drawn by S. Ojeleye),,36,33
99,2,10:43.0,Turnover by J. Clarkson (offensive foul),,36,33
100,2,10:43.0,Utah full timeout,,36,33
101,2,10:43.0,Instant Replay (Challenge: Ruling Stands),,36,33
102,2,10:26.0,,K. Walker misses 3-pt jump shot from 25 ft,36,33
103,2,10:25.0,Defensive rebound by J. Ingles,,36,33
104,2,10:13.0,J. Clarkson makes 2-pt jump shot from 8 ft (assist by J. Ingles),,38,33
105,2,9:54.0,,B. Wanamaker makes 2-pt layup from 4 ft (assist by E. Freedom),38,35
106,2,9:37.0,M. Conley makes 3-pt jump shot from 27 ft,,41,35
107,2,9:18.0,,S. Ojeleye makes 2-pt jump shot from 4 ft,41,37
108,2,8:52.0,G. Niang makes 3-pt jump shot from 23 ft (assist by J. Clarkson),,44,37
109,2,8:41.0,,Personal foul by T. Bradley (drawn by K. Walker),44,37
110,2,8:41.0,,R. Williams enters the game for E. Freedom,44,37
111,2,8:35.0,,R. Langford misses 2-pt layup from 6 ft (block by T. Bradley),44,37
112,2,8:33.0,Defensive rebound by J. Clarkson,,44,37
113,2,8:21.0,M. Conley misses 3-pt jump shot from 26 ft,,44,37
114,2,8:19.0,Offensive rebound by J. Ingles,,44,37
115,2,8:14.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by G. Niang),,47,37
116,2,8:12.0,,Boston full timeout,47,37
117,2,8:12.0,,J. Green enters the game for R. Langford,47,37
118,2,7:59.0,,Turnover by K. Walker (out of bounds lost ball),47,37
119,2,7:46.0,J. Ingles misses 2-pt jump shot from 19 ft,,47,37
120,2,7:43.0,,Defensive rebound by R. Williams,47,37
121,2,7:36.0,,B. Wanamaker makes 2-pt jump shot from 19 ft,47,39
122,2,7:20.0,T. Bradley makes 2-pt dunk from 1 ft (assist by M. Conley),,49,39
123,2,7:01.0,,S. Ojeleye misses 2-pt layup from 2 ft,49,39
124,2,6:59.0,Defensive rebound by T. Bradley,,49,39
125,2,6:46.0,T. Bradley makes 2-pt dunk from 1 ft (assist by J. Clarkson),,51,39
126,2,6:32.0,,R. Williams makes 2-pt dunk from 1 ft (assist by K. Walker),51,41
127,2,6:12.0,G. Niang misses 3-pt jump shot from 23 ft,,51,41
128,2,6:10.0,,Defensive rebound by R. Williams,51,41
129,2,6:02.0,,S. Ojeleye misses 3-pt jump shot from 25 ft,51,41
130,2,6:00.0,Defensive rebound by Team,,51,41
131,2,6:00.0,B. Bogdanović enters the game for T. Bradley,,51,41
132,2,6:00.0,R. Gobert enters the game for M. Conley,,51,41
133,2,6:00.0,D. Mitchell enters the game for J. Ingles,,51,41
134,2,6:00.0,R. O'Neale enters the game for G. Niang,,51,41
135,2,6:00.0,,M. Smart enters the game for K. Walker,51,41
136,2,5:44.0,J. Clarkson misses 3-pt jump shot from 26 ft,,51,41
137,2,5:42.0,,Defensive rebound by R. Williams,51,41
138,2,5:33.0,,M. Smart misses 2-pt jump shot from 20 ft,51,41
139,2,5:32.0,,Offensive rebound by Team,51,41
140,2,5:32.0,,Turnover by M. Smart (traveling),51,41
141,2,5:13.0,D. Mitchell misses 2-pt layup from 9 ft,,51,41
142,2,5:11.0,,Defensive rebound by J. Green,51,41
143,2,5:03.0,,B. Wanamaker misses 2-pt jump shot from 18 ft,51,41
144,2,5:01.0,Defensive rebound by R. O'Neale,,51,41
145,2,4:49.0,Turnover by J. Clarkson (lost ball; steal by J. Green),,51,41
146,2,4:44.0,,M. Smart misses 3-pt jump shot from 23 ft,51,41
147,2,4:42.0,,Offensive rebound by J. Green,51,41
148,2,4:33.0,,J. Green misses 2-pt dunk from 1 ft,51,41
149,2,4:30.0,Defensive rebound by R. O'Neale,,51,41
150,2,4:08.0,R. O'Neale makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,54,41
151,2,3:44.0,,M. Smart makes 2-pt layup from 2 ft,54,43
152,2,3:29.0,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Mitchell),,56,43
153,2,3:10.0,,M. Smart misses 3-pt jump shot from 25 ft,56,43
154,2,3:07.0,Defensive rebound by B. Bogdanović,,56,43
155,2,3:07.0,M. Conley enters the game for J. Clarkson,,56,43
156,2,3:07.0,,J. Tatum enters the game for B. Wanamaker,56,43
157,2,2:50.0,M. Conley makes 3-pt jump shot from 26 ft (assist by R. O'Neale),,59,43
158,2,2:31.0,,M. Smart makes 2-pt layup from 6 ft,59,45
159,2,2:17.0,M. Conley misses 2-pt layup from 5 ft,,59,45
160,2,2:15.0,,Defensive rebound by J. Tatum,59,45
161,2,1:57.0,,S. Ojeleye misses 2-pt jump shot from 8 ft,59,45
162,2,1:55.0,,Offensive rebound by S. Ojeleye,59,45
163,2,1:54.0,,S. Ojeleye misses 2-pt layup from 7 ft,59,45
164,2,1:53.0,Defensive rebound by Team,,59,45
165,2,1:53.0,,D. Theis enters the game for R. Williams,59,45
166,2,1:30.0,D. Mitchell misses 2-pt jump shot from 10 ft,,59,45
167,2,1:28.0,,Defensive rebound by J. Tatum,59,45
168,2,1:27.0,,Personal take foul by R. O'Neale (drawn by J. Tatum),59,45
169,2,1:18.0,,S. Ojeleye misses 3-pt jump shot from 27 ft,59,45
170,2,1:16.0,Defensive rebound by R. Gobert,,59,45
171,2,1:06.0,Turnover by R. Gobert (traveling),,59,45
172,2,0:54.0,,D. Theis makes 2-pt jump shot from 11 ft (assist by J. Green),59,47
173,2,0:35.0,Turnover by M. Conley (dbl dribble),,59,47
174,2,0:30.0,,Shooting foul by D. Mitchell (drawn by M. Smart),59,47
175,2,0:30.0,,M. Smart makes free throw 1 of 2,59,48
176,2,0:30.0,,M. Smart makes free throw 2 of 2,59,49
177,2,0:10.0,D. Mitchell makes 3-pt jump shot from 25 ft (assist by M. Conley),,62,49
178,2,0:04.0,,J. Tatum misses 3-pt jump shot from 26 ft,62,49
179,2,0:01.0,Defensive rebound by R. O'Neale,,62,49
180,3,11:41.0,,K. Walker misses 3-pt jump shot from 26 ft,62,49
181,3,11:39.0,,Offensive rebound by M. Smart,62,49
182,3,11:37.0,,M. Smart misses 2-pt jump shot from 15 ft,62,49
183,3,11:35.0,Defensive rebound by R. Gobert,,62,49
184,3,11:24.0,R. O'Neale misses 3-pt jump shot from 23 ft,,62,49
185,3,11:22.0,Offensive rebound by M. Conley,,62,49
186,3,11:14.0,M. Conley makes 3-pt jump shot from 24 ft (assist by R. Gobert),,65,49
187,3,10:54.0,,M. Smart makes 2-pt jump shot from 10 ft (assist by J. Tatum),65,51
188,3,10:28.0,D. Mitchell misses 3-pt jump shot from 28 ft,,65,51
189,3,10:26.0,,Defensive rebound by K. Walker,65,51
190,3,10:24.0,,J. Tatum misses 2-pt layup from 2 ft (block by R. O'Neale),65,51
191,3,10:23.0,,Offensive rebound by Team,65,51
192,3,10:13.0,,K. Walker makes 2-pt layup from 2 ft,65,53
193,3,9:53.0,M. Conley misses 3-pt jump shot from 26 ft,,65,53
194,3,9:52.0,,Defensive rebound by S. Ojeleye,65,53
195,3,9:33.0,,M. Smart makes 3-pt jump shot from 26 ft,65,56
196,3,9:12.0,Turnover by B. Bogdanović (out of bounds lost ball),,65,56
197,3,9:05.0,,K. Walker misses 3-pt jump shot from 26 ft,65,56
198,3,9:03.0,,Offensive rebound by D. Theis,65,56
199,3,8:59.0,,D. Theis makes 2-pt layup from 2 ft (assist by K. Walker),65,58
200,3,8:59.0,,Shooting foul by B. Bogdanović (drawn by D. Theis),65,58
201,3,8:59.0,Utah full timeout,,65,58
202,3,8:59.0,,D. Theis misses free throw 1 of 1,65,58
203,3,8:59.0,Defensive rebound by R. O'Neale,,65,58
204,3,8:40.0,D. Mitchell misses 3-pt jump shot from 23 ft,,65,58
205,3,8:38.0,,Defensive rebound by J. Tatum,65,58
206,3,8:32.0,,M. Smart misses 3-pt jump shot from 26 ft,65,58
207,3,8:30.0,,Offensive rebound by S. Ojeleye,65,58
208,3,8:27.0,,S. Ojeleye makes 2-pt layup at rim,65,60
209,3,8:09.0,Offensive foul by M. Conley (drawn by S. Ojeleye),,65,60
210,3,8:09.0,Turnover by M. Conley (offensive foul),,65,60
211,3,7:57.0,,J. Tatum misses 2-pt dunk from 7 ft (block by R. Gobert),65,60
212,3,7:55.0,Defensive rebound by R. O'Neale,,65,60
213,3,7:52.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,65,60
214,3,7:49.0,Offensive rebound by D. Mitchell,,65,60
215,3,7:42.0,Turnover by D. Mitchell (lost ball; steal by D. Theis),,65,60
216,3,7:33.0,,K. Walker misses 2-pt layup from 1 ft,65,60
217,3,7:31.0,Defensive rebound by B. Bogdanović,,65,60
218,3,7:24.0,Turnover by B. Bogdanović (bad pass),,65,60
219,3,7:13.0,,M. Smart misses 2-pt jump shot from 12 ft,65,60
220,3,7:11.0,,Offensive rebound by M. Smart,65,60
221,3,7:07.0,,K. Walker misses 3-pt jump shot from 27 ft,65,60
222,3,7:05.0,Defensive rebound by Team,,65,60
223,3,7:04.0,,Loose ball foul by D. Theis (drawn by M. Conley),65,60
224,3,7:04.0,J. Clarkson enters the game for B. Bogdanović,,65,60
225,3,7:04.0,J. Ingles enters the game for M. Conley,,65,60
226,3,7:04.0,,B. Wanamaker enters the game for K. Walker,65,60
227,3,6:54.0,Shooting foul by D. Theis (drawn by R. Gobert),,65,60
228,3,6:54.0,R. Gobert misses free throw 1 of 2,,65,60
229,3,6:54.0,Offensive rebound by Team,,65,60
230,3,6:54.0,R. Gobert makes free throw 2 of 2,,66,60
231,3,6:43.0,,J. Tatum misses 2-pt jump shot from 18 ft,66,60
232,3,6:42.0,,Offensive rebound by Team,66,60
233,3,6:42.0,Loose ball foul by R. O'Neale (drawn by D. Theis),,66,60
234,3,6:28.0,,M. Smart misses 3-pt jump shot from 29 ft,66,60
235,3,6:26.0,Defensive rebound by D. Mitchell,,66,60
236,3,6:22.0,D. Mitchell misses 2-pt layup from 8 ft (block by B. Wanamaker),,66,60
237,3,6:21.0,Offensive rebound by Team,,66,60
238,3,6:21.0,,Technical foul by D. Mitchell,66,60
239,3,6:21.0,,J. Tatum makes technical free throw,66,61
240,3,6:10.0,R. O'Neale makes 3-pt jump shot from 25 ft (assist by J. Ingles),,69,61
241,3,5:48.0,,J. Tatum misses 2-pt layup from 3 ft (block by R. Gobert),69,61
242,3,5:46.0,,Offensive rebound by D. Theis,69,61
243,3,5:44.0,,M. Smart misses 3-pt jump shot from 26 ft,69,61
244,3,5:42.0,,Offensive rebound by Team,69,61
245,3,5:42.0,,Turnover by Team (shot clock),69,61
246,3,5:24.0,R. Gobert makes 2-pt dunk from 3 ft (assist by J. Ingles),,71,61
247,3,5:10.0,,S. Ojeleye misses 3-pt jump shot from 26 ft,71,61
248,3,5:08.0,,Offensive rebound by Team,71,61
249,3,5:08.0,,J. Green enters the game for M. Smart,71,61
250,3,5:08.0,,R. Williams enters the game for D. Theis,71,61
251,3,4:54.0,,J. Tatum makes 3-pt jump shot from 25 ft,71,64
252,3,4:40.0,R. Gobert makes 2-pt dunk from 2 ft (assist by R. O'Neale),,73,64
253,3,4:25.0,,Turnover by B. Wanamaker (lost ball; steal by J. Ingles),73,64
254,3,4:04.0,D. Mitchell misses 2-pt layup from 5 ft,,73,64
255,3,4:02.0,,Defensive rebound by R. Williams,73,64
256,3,3:59.0,,Boston full timeout,73,64
257,3,3:59.0,,G. Williams enters the game for S. Ojeleye,73,64
258,3,3:49.0,,J. Tatum misses 3-pt jump shot from 26 ft,73,64
259,3,3:47.0,Defensive rebound by Team,,73,64
260,3,3:27.0,J. Clarkson misses 3-pt jump shot from 24 ft,,73,64
261,3,3:25.0,,Defensive rebound by R. Williams,73,64
262,3,3:12.0,,Offensive foul by R. Williams (drawn by R. Gobert),73,64
263,3,3:12.0,,Turnover by R. Williams (offensive foul),73,64
264,3,3:12.0,T. Bradley enters the game for R. Gobert,,73,64
265,3,3:12.0,M. Conley enters the game for D. Mitchell,,73,64
266,3,3:12.0,G. Niang enters the game for R. O'Neale,,73,64
267,3,2:58.0,G. Niang misses 3-pt jump shot from 24 ft,,73,64
268,3,2:56.0,,Defensive rebound by J. Green,73,64
269,3,2:51.0,,Turnover by J. Green (bad pass; steal by M. Conley),73,64
270,3,2:46.0,Shooting foul by G. Williams (drawn by J. Clarkson),,73,64
271,3,2:46.0,J. Clarkson makes free throw 1 of 2,,74,64
272,3,2:46.0,J. Clarkson makes free throw 2 of 2,,75,64
273,3,2:32.0,,B. Wanamaker misses 2-pt jump shot from 10 ft,75,64
274,3,2:30.0,Defensive rebound by J. Ingles,,75,64
275,3,2:24.0,Turnover by J. Ingles (out of bounds lost ball),,75,64
276,3,2:10.0,,J. Tatum misses 2-pt layup from 7 ft,75,64
277,3,2:06.0,Defensive rebound by J. Ingles,,75,64
278,3,2:00.0,J. Clarkson misses 3-pt jump shot from 23 ft,,75,64
279,3,1:58.0,,Defensive rebound by B. Wanamaker,75,64
280,3,1:56.0,,Shooting foul by G. Niang (drawn by B. Wanamaker),75,64
281,3,1:56.0,,B. Wanamaker makes free throw 1 of 2,75,65
282,3,1:56.0,,M. Smart enters the game for J. Tatum,75,65
283,3,1:56.0,,B. Wanamaker makes free throw 2 of 2,75,66
284,3,1:36.0,T. Bradley misses 2-pt jump shot from 6 ft (block by R. Williams),,75,66
285,3,1:36.0,Offensive rebound by Team,,75,66
286,3,1:36.0,,Boston full timeout,75,66
287,3,1:36.0,,Instant Replay (Challenge: Ruling Stands),75,66
288,3,1:22.0,M. Conley misses 3-pt jump shot from 24 ft (block by R. Williams),,75,66
289,3,1:20.0,Offensive rebound by T. Bradley,,75,66
290,3,1:18.0,J. Clarkson makes 2-pt layup from 3 ft (assist by T. Bradley),,77,66
291,3,0:57.0,,M. Smart misses 2-pt jump shot from 7 ft,77,66
292,3,0:55.0,Defensive rebound by T. Bradley,,77,66
293,3,0:46.0,M. Conley misses 2-pt hook shot from 13 ft,,77,66
294,3,0:44.0,,Defensive rebound by R. Williams,77,66
295,3,0:41.0,,Turnover by M. Smart (traveling),77,66
296,3,0:27.0,Offensive foul by M. Conley (drawn by M. Smart),,77,66
297,3,0:27.0,Turnover by M. Conley (offensive foul),,77,66
298,3,0:27.0,R. O'Neale enters the game for G. Niang,,77,66
299,3,0:27.0,,K. Walker enters the game for J. Green,77,66
300,3,0:16.0,,Turnover by K. Walker (lost ball; steal by J. Ingles),77,66
301,3,0:03.0,J. Clarkson makes 2-pt jump shot from 8 ft,,79,66
302,3,0:01.0,,M. Smart misses 3-pt jump shot from 52 ft,79,66
303,3,0:00.0,,Offensive rebound by Team,79,66
304,4,11:47.0,M. Conley misses 2-pt layup from 5 ft (block by M. Smart),,79,66
305,4,11:46.0,Offensive rebound by Team,,79,66
306,4,11:32.0,J. Clarkson makes 2-pt jump shot from 9 ft,,81,66
307,4,11:18.0,,M. Smart misses 2-pt layup from 11 ft,81,66
308,4,11:16.0,Defensive rebound by J. Ingles,,81,66
309,4,11:02.0,J. Clarkson misses 2-pt jump shot from 17 ft,,81,66
310,4,11:00.0,,Defensive rebound by K. Walker,81,66
311,4,10:57.0,,Shooting foul by J. Ingles (drawn by K. Walker),81,66
312,4,10:57.0,,K. Walker makes free throw 1 of 2,81,67
313,4,10:57.0,,K. Walker makes free throw 2 of 2,81,68
314,4,10:38.0,J. Ingles misses 3-pt jump shot from 23 ft,,81,68
315,4,10:35.0,Offensive rebound by J. Clarkson,,81,68
316,4,10:32.0,J. Ingles misses 3-pt jump shot from 23 ft,,81,68
317,4,10:30.0,Offensive rebound by M. Conley,,81,68
318,4,10:18.0,T. Bradley misses 2-pt hook shot from 5 ft (block by R. Williams),,81,68
319,4,10:16.0,,Defensive rebound by G. Williams,81,68
320,4,10:01.0,,K. Walker makes 3-pt jump shot from 26 ft,81,71
321,4,9:43.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,81,71
322,4,9:41.0,,Defensive rebound by M. Smart,81,71
323,4,9:32.0,,Turnover by M. Smart (bad pass; steal by M. Conley),81,71
324,4,9:23.0,J. Ingles misses 3-pt jump shot from 22 ft,,81,71
325,4,9:21.0,,Defensive rebound by S. Ojeleye,81,71
326,4,9:12.0,,K. Walker misses 2-pt layup from 3 ft (block by T. Bradley),81,71
327,4,9:10.0,Defensive rebound by J. Clarkson,,81,71
328,4,9:07.0,J. Clarkson misses 2-pt layup from 5 ft,,81,71
329,4,9:06.0,Offensive rebound by J. Clarkson,,81,71
330,4,9:05.0,J. Clarkson makes 2-pt layup from 3 ft,,83,71
331,4,9:01.0,,Boston full timeout,83,71
332,4,9:01.0,Technical foul by M. Smart,,83,71
333,4,9:01.0,R. Gobert enters the game for T. Bradley,,83,71
334,4,9:01.0,D. Mitchell enters the game for M. Conley,,83,71
335,4,9:01.0,B. Bogdanović makes technical free throw,,84,71
336,4,8:49.0,,Shooting foul by R. Gobert (drawn by M. Smart),84,71
337,4,8:49.0,,M. Smart makes free throw 1 of 2,84,72
338,4,8:49.0,,M. Smart makes free throw 2 of 2,84,73
339,4,8:30.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by J. Ingles),,87,73
340,4,8:13.0,,K. Walker misses 2-pt layup from 2 ft,87,73
341,4,8:12.0,,Offensive rebound by R. Williams,87,73
342,4,8:11.0,,R. Williams misses 2-pt layup from 1 ft,87,73
343,4,8:10.0,,Offensive rebound by R. Williams,87,73
344,4,8:07.0,,G. Williams misses 3-pt jump shot from 25 ft,87,73
345,4,8:05.0,Defensive rebound by B. Bogdanović,,87,73
346,4,7:57.0,Personal foul by G. Williams (drawn by R. Gobert),,87,73
347,4,7:57.0,R. O'Neale enters the game for J. Ingles,,87,73
348,4,7:57.0,,J. Tatum enters the game for K. Walker,87,73
349,4,7:57.0,,D. Theis enters the game for R. Williams,87,73
350,4,7:44.0,Turnover by B. Bogdanović (lost ball; steal by J. Tatum),,87,73
351,4,7:41.0,,D. Theis makes 2-pt dunk from 1 ft (assist by J. Tatum),87,75
352,4,7:26.0,D. Mitchell misses 3-pt jump shot from 26 ft,,87,75
353,4,7:24.0,,Defensive rebound by D. Theis,87,75
354,4,7:14.0,,M. Smart misses 3-pt jump shot from 26 ft,87,75
355,4,7:13.0,Defensive rebound by Team,,87,75
356,4,7:13.0,,Loose ball foul by G. Williams (drawn by D. Mitchell),87,75
357,4,7:13.0,Utah full timeout,,87,75
358,4,7:13.0,,B. Wanamaker enters the game for S. Ojeleye,87,75
359,4,6:57.0,Turnover by D. Mitchell (lost ball; steal by G. Williams),,87,75
360,4,6:54.0,,B. Wanamaker makes 2-pt layup from 2 ft (assist by G. Williams),87,77
361,4,6:54.0,,Shooting foul by J. Clarkson (drawn by B. Wanamaker),87,77
362,4,6:54.0,,B. Wanamaker makes free throw 1 of 1,87,78
363,4,6:36.0,Turnover by B. Bogdanović (bad pass; steal by J. Tatum),,87,78
364,4,6:30.0,,G. Williams misses 3-pt jump shot from 27 ft,87,78
365,4,6:28.0,Defensive rebound by R. Gobert,,87,78
366,4,6:13.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,87,78
367,4,6:11.0,,Defensive rebound by J. Tatum,87,78
368,4,6:01.0,,Personal foul by J. Clarkson (drawn by B. Wanamaker),87,78
369,4,6:01.0,M. Conley enters the game for B. Bogdanović,,87,78
370,4,6:01.0,J. Ingles enters the game for J. Clarkson,,87,78
371,4,5:51.0,,M. Smart misses 3-pt jump shot from 25 ft,87,78
372,4,5:49.0,Defensive rebound by R. O'Neale,,87,78
373,4,5:32.0,M. Conley makes 3-pt jump shot from 25 ft,,90,78
374,4,5:11.0,,J. Tatum misses 2-pt layup from 5 ft,90,78
375,4,5:09.0,,Offensive rebound by Team,90,78
376,4,5:09.0,,K. Walker enters the game for G. Williams,90,78
377,4,4:59.0,,Turnover by J. Tatum (bad pass; steal by M. Conley),90,78
378,4,4:54.0,D. Mitchell misses 3-pt jump shot from 24 ft,,90,78
379,4,4:53.0,,Defensive rebound by Team,90,78
380,4,4:53.0,Loose ball foul by R. Gobert (drawn by D. Theis),,90,78
381,4,4:53.0,,D. Theis makes free throw 1 of 2,90,79
382,4,4:53.0,,D. Theis makes free throw 2 of 2,90,80
383,4,4:33.0,Personal foul by M. Smart (drawn by M. Conley),,90,80
384,4,4:20.0,M. Conley makes 2-pt jump shot from 18 ft,,92,80
