,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,SACRAMENTO_ACTION,MILWAUKEE_SCORE,SACRAMENTO_SCORE
82,1,3:14.0,,H. Barnes enters the game for N. Bjelica,29,16
83,1,2:59.0,,H. Barnes makes 2-pt hook shot from 3 ft,29,18
84,1,2:41.0,R. Lopez makes 2-pt hook shot from 7 ft (assist by D. DiVincenzo),,31,18
85,1,2:22.0,,H. Barnes misses 2-pt jump shot from 5 ft,31,18
86,1,2:18.0,,Offensive rebound by D. Dedmon,31,18
87,1,2:16.0,,C. Joseph misses 3-pt jump shot from 25 ft,31,18
88,1,2:13.0,Defensive rebound by R. Lopez,,31,18
89,1,2:06.0,P. Connaughton misses 3-pt jump shot from 27 ft,,31,18
90,1,2:03.0,,Defensive rebound by T. Ariza,31,18
91,1,1:47.0,,Turnover by T. Ariza (bad pass; steal by D. DiVincenzo),31,18
92,1,1:41.0,P. Connaughton misses 3-pt jump shot from 27 ft,,31,18
93,1,1:38.0,,Defensive rebound by T. Ariza,31,18
94,1,1:25.0,,Turnover by C. Joseph (bad pass; steal by D. DiVincenzo),31,18
95,1,1:25.0,Personal foul by D. Dedmon (drawn by D. DiVincenzo),,31,18
96,1,1:25.0,Instant Replay (Request: Ruling Stands),,31,18
97,1,1:25.0,K. Korver enters the game for P. Connaughton,,31,18
98,1,1:13.0,G. Antetokounmpo makes 2-pt jump shot from 21 ft (assist by G. Hill),,33,18
99,1,0:54.0,,T. Ariza misses 3-pt jump shot from 26 ft,33,18
100,1,0:51.0,Defensive rebound by G. Antetokounmpo,,33,18
101,1,0:40.0,Shooting foul by D. Dedmon (drawn by G. Antetokounmpo),,33,18
102,1,0:40.0,G. Antetokounmpo makes free throw 1 of 2,,34,18
103,1,0:40.0,P. Connaughton enters the game for R. Lopez,,34,18
104,1,0:40.0,,N. Bjelica enters the game for D. Dedmon,34,18
105,1,0:40.0,,D. Fox enters the game for C. Joseph,34,18
106,1,0:40.0,G. Antetokounmpo misses free throw 2 of 2,,34,18
107,1,0:40.0,,Defensive rebound by T. Ariza,34,18
108,1,0:28.0,,Turnover by D. Fox (lost ball; steal by G. Hill),34,18
109,1,0:23.0,Turnover by G. Hill (lost ball; steal by D. Fox),,34,18
110,1,0:23.0,,Turnover by B. Hield (step out of bounds),34,18
111,1,0:02.0,P. Connaughton misses 2-pt layup from 6 ft,,34,18
112,1,0:02.0,Offensive rebound by D. DiVincenzo,,34,18
113,1,0:00.0,D. DiVincenzo misses 2-pt layup from 1 ft (block by N. Bjelica),,34,18
114,1,0:00.0,Offensive rebound by Team,,34,18
115,2,11:42.0,,N. Bjelica misses 2-pt layup at rim,34,18
116,2,11:42.0,Defensive rebound by P. Connaughton,,34,18
117,2,11:33.0,P. Connaughton misses 3-pt jump shot from 25 ft,,34,18
118,2,11:30.0,,Defensive rebound by N. Bjelica,34,18
119,2,11:26.0,,H. Barnes makes 2-pt jump shot from 5 ft (assist by D. Fox),34,20
120,2,11:12.0,K. Korver misses 3-pt jump shot from 26 ft,,34,20
121,2,11:10.0,,Defensive rebound by T. Ariza,34,20
122,2,11:10.0,,Personal foul by G. Antetokounmpo (drawn by T. Ariza),34,20
123,2,11:10.0,E. Bledsoe enters the game for P. Connaughton,,34,20
124,2,11:03.0,,Offensive foul by D. Fox (drawn by G. Hill),34,20
125,2,11:03.0,,Turnover by D. Fox (offensive foul),34,20
126,2,11:03.0,Technical foul by D. Fox,,34,20
127,2,11:03.0,K. Korver makes technical free throw,,35,20
128,2,10:45.0,E. Bledsoe makes 2-pt jump shot from 21 ft (assist by G. Antetokounmpo),,37,20
129,2,10:37.0,,Shooting foul by E. Bledsoe (drawn by C. Joseph),37,20
130,2,10:37.0,,C. Joseph makes free throw 1 of 2,37,21
131,2,10:37.0,,C. Joseph makes free throw 2 of 2,37,22
132,2,10:15.0,D. DiVincenzo misses 2-pt layup from 2 ft,,37,22
133,2,10:13.0,,Defensive rebound by N. Bjelica,37,22
134,2,10:10.0,,D. Fox makes 2-pt jump shot from 10 ft,37,24
135,2,9:49.0,Turnover by K. Korver (bad pass; steal by T. Ariza),,37,24
136,2,9:41.0,,D. Fox misses 3-pt jump shot from 25 ft,37,24
137,2,9:38.0,Defensive rebound by G. Hill,,37,24
138,2,9:30.0,E. Bledsoe makes 2-pt layup from 2 ft,,39,24
139,2,9:16.0,,C. Joseph misses 3-pt jump shot from 25 ft,39,24
140,2,9:13.0,Defensive rebound by G. Antetokounmpo,,39,24
141,2,9:07.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,39,24
142,2,9:03.0,,Defensive rebound by T. Ariza,39,24
143,2,8:58.0,,C. Joseph makes 2-pt layup from 2 ft,39,26
144,2,8:43.0,Shooting foul by C. Joseph (drawn by G. Antetokounmpo),,39,26
145,2,8:43.0,G. Antetokounmpo misses free throw 1 of 2,,39,26
146,2,8:43.0,Offensive rebound by Team,,39,26
147,2,8:43.0,W. Matthews enters the game for D. DiVincenzo,,39,26
148,2,8:43.0,K. Middleton enters the game for G. Hill,,39,26
149,2,8:43.0,G. Antetokounmpo makes free throw 2 of 2,,40,26
150,2,8:31.0,,D. Fox misses 2-pt layup from 3 ft,40,26
151,2,8:28.0,Defensive rebound by G. Antetokounmpo,,40,26
152,2,8:24.0,K. Middleton makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,43,26
153,2,8:13.0,,N. Bjelica makes 3-pt jump shot from 26 ft (assist by D. Fox),43,29
154,2,8:13.0,B. Lopez enters the game for G. Antetokounmpo,,43,29
155,2,8:13.0,,H. Giles enters the game for T. Ariza,43,29
156,2,8:13.0,,B. Hield enters the game for H. Barnes,43,29
157,2,8:02.0,K. Korver misses 3-pt jump shot from 23 ft,,43,29
158,2,7:59.0,,Defensive rebound by H. Giles,43,29
159,2,7:52.0,,B. Hield misses 2-pt jump shot from 12 ft,43,29
160,2,7:49.0,Defensive rebound by K. Middleton,,43,29
161,2,7:34.0,B. Lopez makes 2-pt jump shot from 13 ft,,45,29
162,2,7:07.0,,C. Joseph misses 2-pt layup from 3 ft,45,29
163,2,7:05.0,Defensive rebound by K. Middleton,,45,29
164,2,7:00.0,W. Matthews misses 3-pt jump shot from 23 ft,,45,29
165,2,6:57.0,,Defensive rebound by D. Fox,45,29
166,2,6:53.0,,Offensive foul by N. Bjelica (drawn by K. Korver),45,29
167,2,6:53.0,,Turnover by N. Bjelica (offensive foul),45,29
168,2,6:53.0,,Sacramento full timeout,45,29
169,2,6:53.0,P. Connaughton enters the game for K. Korver,,45,29
170,2,6:53.0,,T. Ariza enters the game for C. Joseph,45,29
171,2,6:34.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,45,29
172,2,6:32.0,,Defensive rebound by H. Giles,45,29
173,2,6:19.0,,H. Giles misses 2-pt jump shot from 11 ft,45,29
174,2,6:16.0,Defensive rebound by E. Bledsoe,,45,29
175,2,6:06.0,K. Middleton makes 2-pt jump shot from 21 ft,,47,29
176,2,5:53.0,,D. Fox makes 2-pt jump shot from 9 ft,47,31
177,2,5:39.0,W. Matthews misses 3-pt jump shot from 25 ft,,47,31
178,2,5:37.0,,Defensive rebound by T. Ariza,47,31
179,2,5:30.0,,Personal foul by W. Matthews (drawn by N. Bjelica),47,31
180,2,5:30.0,Violation by Team (delay of game),,47,31
181,2,5:16.0,,D. Fox misses 2-pt jump shot from 10 ft (block by B. Lopez),47,31
182,2,5:14.0,Defensive rebound by P. Connaughton,,47,31
183,2,5:02.0,Turnover by P. Connaughton (out of bounds lost ball),,47,31
184,2,5:02.0,G. Hill enters the game for E. Bledsoe,,47,31
185,2,5:02.0,,H. Barnes enters the game for H. Giles,47,31
186,2,4:42.0,,B. Hield misses 3-pt jump shot from 25 ft,47,31
187,2,4:39.0,Defensive rebound by G. Hill,,47,31
188,2,4:29.0,P. Connaughton misses 3-pt jump shot from 26 ft,,47,31
189,2,4:26.0,,Defensive rebound by B. Hield,47,31
190,2,4:21.0,,N. Bjelica makes 3-pt jump shot from 27 ft (assist by D. Fox),47,34
191,2,3:58.0,K. Middleton makes 2-pt jump shot from 22 ft,,49,34
192,2,3:48.0,,Turnover by B. Hield (bad pass; steal by G. Hill),49,34
193,2,3:33.0,Personal foul by B. Hield (drawn by G. Hill),,49,34
194,2,3:33.0,Milwaukee full timeout,,49,34
195,2,3:33.0,G. Antetokounmpo enters the game for P. Connaughton,,49,34
196,2,3:33.0,D. DiVincenzo enters the game for B. Lopez,,49,34
197,2,3:25.0,Turnover by G. Antetokounmpo (traveling),,49,34
198,2,3:14.0,,Personal foul by K. Middleton (drawn by N. Bjelica),49,34
199,2,3:06.0,,D. Fox makes 2-pt layup from 2 ft,49,36
200,2,2:48.0,W. Matthews misses 3-pt jump shot from 27 ft,,49,36
201,2,2:44.0,,Defensive rebound by B. Hield,49,36
202,2,2:36.0,,N. Bjelica makes 2-pt hook shot from 5 ft (assist by B. Hield),49,38
203,2,2:36.0,P. Connaughton enters the game for K. Middleton,,49,38
204,2,2:15.0,D. DiVincenzo misses 3-pt jump shot from 25 ft,,49,38
205,2,2:13.0,,Defensive rebound by T. Ariza,49,38
206,2,2:01.0,,T. Ariza misses 3-pt jump shot from 25 ft,49,38
207,2,1:57.0,Defensive rebound by D. DiVincenzo,,49,38
208,2,1:41.0,Turnover by W. Matthews (out of bounds lost ball),,49,38
209,2,1:41.0,E. Bledsoe enters the game for W. Matthews,,49,38
210,2,1:24.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by D. Fox),49,41
211,2,1:00.0,D. DiVincenzo misses 2-pt layup from 2 ft,,49,41
212,2,0:57.0,,Defensive rebound by N. Bjelica,49,41
213,2,0:55.0,,T. Ariza makes 2-pt dunk at rim (assist by N. Bjelica),49,43
214,2,0:41.0,E. Bledsoe makes 2-pt jump shot from 13 ft,,51,43
215,2,0:31.0,,D. Fox misses 2-pt jump shot from 6 ft,51,43
216,2,0:30.0,Defensive rebound by E. Bledsoe,,51,43
217,2,0:30.0,Personal foul by B. Hield (drawn by E. Bledsoe),,51,43
218,2,0:30.0,K. Korver enters the game for P. Connaughton,,51,43
219,2,0:19.0,D. DiVincenzo misses 2-pt layup from 5 ft,,51,43
220,2,0:19.0,,Defensive rebound by Team,51,43
221,2,0:19.0,Loose ball foul by G. Antetokounmpo (drawn by T. Ariza),,51,43
222,2,0:19.0,Instant Replay (Request: Ruling Stands),,51,43
223,2,0:19.0,,T. Ariza misses free throw 1 of 2,51,43
224,2,0:19.0,,Offensive rebound by Team,51,43
225,2,0:19.0,W. Matthews enters the game for G. Antetokounmpo,,51,43
226,2,0:19.0,K. Middleton enters the game for D. DiVincenzo,,51,43
227,2,0:19.0,,J. James enters the game for D. Fox,51,43
228,2,0:19.0,,C. Joseph enters the game for B. Hield,51,43
229,2,0:19.0,,T. Ariza makes free throw 2 of 2,51,44
230,2,0:02.0,G. Hill makes 2-pt layup from 2 ft,,53,44
231,2,0:00.0,,T. Ariza misses 3-pt jump shot from 38 ft,53,44
232,2,0:00.0,,Offensive rebound by Team,53,44
233,3,11:49.0,,H. Giles makes 2-pt jump shot from 15 ft,53,46
234,3,11:38.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),,55,46
235,3,11:27.0,,D. Fox makes 2-pt layup from 3 ft,55,48
236,3,11:17.0,B. Lopez misses 3-pt jump shot from 28 ft,,55,48
237,3,11:15.0,,Defensive rebound by B. Hield,55,48
238,3,10:57.0,,N. Bjelica makes 2-pt layup from 2 ft,55,50
239,3,10:42.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,55,50
240,3,10:38.0,,Defensive rebound by H. Giles,55,50
241,3,10:29.0,,H. Barnes misses 2-pt jump shot from 4 ft,55,50
242,3,10:25.0,,Offensive rebound by B. Hield,55,50
243,3,10:25.0,,B. Hield makes 2-pt layup from 2 ft,55,52
244,3,10:06.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,55,52
245,3,10:06.0,,Defensive rebound by N. Bjelica,55,52
246,3,10:01.0,,D. Fox misses 2-pt jump shot from 10 ft,55,52
247,3,9:57.0,,Offensive rebound by D. Fox,55,52
248,3,9:54.0,,B. Hield misses 2-pt jump shot from 11 ft,55,52
249,3,9:54.0,Defensive rebound by G. Antetokounmpo,,55,52
250,3,9:41.0,W. Matthews misses 3-pt jump shot from 27 ft,,55,52
251,3,9:38.0,Offensive rebound by G. Antetokounmpo,,55,52
252,3,9:30.0,K. Middleton makes 2-pt jump shot from 17 ft,,57,52
253,3,9:19.0,,B. Hield makes 2-pt layup from 1 ft (assist by D. Fox),57,54
254,3,9:08.0,E. Bledsoe makes 2-pt jump shot from 13 ft,,59,54
255,3,8:57.0,,H. Giles misses 2-pt layup from 2 ft,59,54
256,3,8:55.0,Defensive rebound by G. Antetokounmpo,,59,54
257,3,8:52.0,Shooting foul by H. Giles (drawn by K. Middleton),,59,54
258,3,8:52.0,K. Middleton misses free throw 1 of 3,,59,54
259,3,8:52.0,Offensive rebound by Team,,59,54
260,3,8:52.0,K. Middleton misses free throw 2 of 3,,59,54
261,3,8:52.0,Offensive rebound by Team,,59,54
262,3,8:52.0,K. Middleton makes free throw 3 of 3,,60,54
263,3,8:44.0,,Personal foul by W. Matthews (drawn by N. Bjelica),60,54
264,3,8:40.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by H. Barnes),60,57
265,3,8:29.0,K. Middleton misses 2-pt layup from 4 ft,,60,57
266,3,8:26.0,,Defensive rebound by H. Giles,60,57
267,3,8:17.0,,N. Bjelica makes 2-pt jump shot from 6 ft (assist by B. Hield),60,59
268,3,8:17.0,Milwaukee full timeout,,60,59
269,3,8:03.0,B. Lopez misses 2-pt jump shot from 9 ft,,60,59
270,3,8:00.0,,Defensive rebound by N. Bjelica,60,59
271,3,7:46.0,,H. Giles makes 2-pt hook shot from 6 ft (assist by D. Fox),60,61
272,3,7:35.0,B. Lopez misses 3-pt jump shot from 29 ft,,60,61
273,3,7:33.0,,Defensive rebound by N. Bjelica,60,61
274,3,7:20.0,,N. Bjelica misses 3-pt jump shot from 24 ft,60,61
275,3,7:17.0,Defensive rebound by G. Antetokounmpo,,60,61
276,3,7:13.0,Shooting foul by H. Barnes (drawn by G. Antetokounmpo),,60,61
277,3,7:13.0,G. Antetokounmpo misses free throw 1 of 2,,60,61
278,3,7:13.0,Offensive rebound by Team,,60,61
279,3,7:13.0,S. Brown enters the game for K. Middleton,,60,61
280,3,7:13.0,G. Antetokounmpo misses free throw 2 of 2,,60,61
281,3,7:11.0,,Defensive rebound by B. Hield,60,61
282,3,6:56.0,,H. Giles makes 2-pt layup from 2 ft (assist by N. Bjelica),60,63
283,3,6:47.0,Shooting foul by H. Giles (drawn by E. Bledsoe),,60,63
284,3,6:47.0,E. Bledsoe makes free throw 1 of 3,,61,63
285,3,6:47.0,E. Bledsoe makes free throw 2 of 3,,62,63
286,3,6:47.0,K. Middleton enters the game for G. Antetokounmpo,,62,63
287,3,6:47.0,,D. Dedmon enters the game for H. Giles,62,63
288,3,6:47.0,E. Bledsoe makes free throw 3 of 3,,63,63
289,3,6:30.0,,D. Fox misses 2-pt jump shot from 11 ft (block by E. Bledsoe),63,63
290,3,6:25.0,Defensive rebound by K. Middleton,,63,63
291,3,6:23.0,K. Middleton makes 2-pt layup from 2 ft,,65,63
292,3,6:11.0,,D. Dedmon misses 3-pt jump shot from 26 ft,65,63
293,3,6:06.0,,Offensive rebound by N. Bjelica,65,63
294,3,6:05.0,,Turnover by N. Bjelica (lost ball; steal by K. Middleton),65,63
295,3,5:59.0,E. Bledsoe misses 2-pt layup from 3 ft,,65,63
296,3,5:54.0,Offensive rebound by B. Lopez,,65,63
297,3,5:54.0,B. Lopez makes 2-pt layup from 1 ft,,67,63
298,3,5:42.0,,D. Fox makes 3-pt jump shot from 25 ft (assist by N. Bjelica),67,66
299,3,5:30.0,E. Bledsoe misses 2-pt jump shot from 18 ft,,67,66
300,3,5:27.0,,Defensive rebound by N. Bjelica,67,66
301,3,5:21.0,,B. Hield misses 2-pt jump shot from 16 ft,67,66
302,3,5:19.0,Defensive rebound by S. Brown,,67,66
303,3,5:11.0,K. Middleton makes 2-pt layup from 3 ft (assist by B. Lopez),,69,66
304,3,5:11.0,Shooting foul by D. Fox (drawn by K. Middleton),,69,66
305,3,5:11.0,D. DiVincenzo enters the game for E. Bledsoe,,69,66
306,3,5:11.0,G. Hill enters the game for B. Lopez,,69,66
307,3,5:11.0,R. Lopez enters the game for W. Matthews,,69,66
308,3,5:11.0,,T. Ariza enters the game for H. Barnes,69,66
309,3,5:11.0,,C. Joseph enters the game for D. Fox,69,66
310,3,5:11.0,K. Middleton makes free throw 1 of 1,,70,66
311,3,5:00.0,,C. Joseph misses 2-pt jump shot from 14 ft,70,66
312,3,4:57.0,Defensive rebound by K. Middleton,,70,66
313,3,4:47.0,S. Brown makes 3-pt jump shot from 23 ft (assist by G. Hill),,73,66
314,3,4:46.0,,Sacramento full timeout,73,66
315,3,4:32.0,,B. Hield misses 3-pt jump shot from 23 ft,73,66
316,3,4:29.0,Defensive rebound by G. Hill,,73,66
317,3,4:23.0,D. DiVincenzo makes 3-pt jump shot from 25 ft (assist by G. Hill),,76,66
318,3,3:55.0,,B. Hield misses 3-pt jump shot from 23 ft,76,66
319,3,3:53.0,Defensive rebound by K. Middleton,,76,66
320,3,3:45.0,G. Hill makes 2-pt layup from 3 ft (assist by S. Brown),,78,66
321,3,3:33.0,,Turnover by B. Hield (bad pass; steal by S. Brown),78,66
322,3,3:27.0,G. Hill misses 2-pt layup from 2 ft,,78,66
323,3,3:22.0,,Defensive rebound by D. Dedmon,78,66
324,3,3:18.0,,N. Bjelica misses 2-pt layup from 3 ft (block by S. Brown),78,66
325,3,3:15.0,Defensive rebound by S. Brown,,78,66
326,3,3:15.0,Personal foul by C. Joseph (drawn by K. Middleton),,78,66
327,3,3:15.0,K. Middleton makes free throw 1 of 2,,79,66
328,3,3:15.0,,H. Barnes enters the game for N. Bjelica,79,66
329,3,3:15.0,,D. Fox enters the game for B. Hield,79,66
330,3,3:15.0,K. Middleton makes free throw 2 of 2,,80,66
331,3,3:00.0,,D. Dedmon misses 3-pt jump shot from 25 ft,80,66
332,3,2:56.0,Defensive rebound by S. Brown,,80,66
333,3,2:53.0,K. Middleton misses 3-pt jump shot from 26 ft,,80,66
334,3,2:49.0,,Defensive rebound by D. Dedmon,80,66
335,3,2:45.0,,H. Barnes misses 3-pt jump shot from 23 ft,80,66
336,3,2:43.0,,Offensive rebound by T. Ariza,80,66
337,3,2:35.0,,D. Dedmon makes 2-pt dunk from 1 ft (assist by T. Ariza),80,68
338,3,2:34.0,Milwaukee full timeout,,80,68
339,3,2:34.0,G. Antetokounmpo enters the game for K. Middleton,,80,68
340,3,2:13.0,Shooting foul by D. Dedmon (drawn by R. Lopez),,80,68
341,3,2:13.0,R. Lopez makes free throw 1 of 2,,81,68
342,3,2:13.0,R. Lopez makes free throw 2 of 2,,82,68
343,3,1:55.0,,D. Dedmon makes 2-pt jump shot from 18 ft (assist by T. Ariza),82,70
344,3,1:45.0,D. DiVincenzo makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),,85,70
345,3,1:30.0,,D. Dedmon misses 2-pt jump shot from 21 ft,85,70
346,3,1:28.0,Defensive rebound by G. Antetokounmpo,,85,70
347,3,1:18.0,S. Brown makes 3-pt jump shot from 23 ft (assist by G. Hill),,88,70
348,3,0:59.0,,Turnover by D. Fox (bad pass; steal by G. Antetokounmpo),88,70
349,3,0:54.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,88,70
350,3,0:52.0,Offensive rebound by S. Brown,,88,70
351,3,0:51.0,S. Brown misses 2-pt layup from 6 ft (block by D. Fox),,88,70
352,3,0:48.0,Offensive rebound by S. Brown,,88,70
353,3,0:45.0,R. Lopez misses 3-pt jump shot from 26 ft,,88,70
354,3,0:41.0,,Defensive rebound by T. Ariza,88,70
355,3,0:28.0,,D. Fox makes 2-pt jump shot from 9 ft,88,72
356,3,0:08.0,R. Lopez makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,90,72
357,3,0:01.0,,C. Joseph makes 2-pt jump shot from 8 ft,90,74
358,3,0:01.0,,Shooting foul by G. Antetokounmpo (drawn by C. Joseph),90,74
359,3,0:01.0,,C. Joseph makes free throw 1 of 1,90,75
360,3,0:00.0,D. DiVincenzo misses 3-pt jump shot from 52 ft,,90,75
361,3,0:00.0,Offensive rebound by Team,,90,75
362,4,11:43.0,G. Hill makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,93,75
363,4,11:30.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by T. Ariza),93,78
364,4,11:17.0,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by G. Hill),,95,78
365,4,11:01.0,,Shooting foul by R. Lopez (drawn by H. Barnes),95,78
366,4,11:01.0,,H. Barnes misses free throw 1 of 2,95,78
367,4,11:01.0,,Offensive rebound by Team,95,78
368,4,11:01.0,S. Brown enters the game for R. Lopez,,95,78
369,4,11:01.0,,H. Barnes makes free throw 2 of 2,95,79
370,4,10:50.0,S. Brown misses 2-pt layup from 6 ft (block by D. Fox),,95,79
371,4,10:47.0,,Defensive rebound by N. Bjelica,95,79
372,4,10:28.0,,H. Barnes makes 2-pt jump shot from 7 ft (assist by D. Fox),95,81
373,4,10:11.0,Shooting foul by T. Ariza (drawn by G. Hill),,95,81
374,4,10:11.0,G. Hill makes free throw 1 of 2,,96,81
