,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MEMPHIS_ACTION,LA CLIPPERS_SCORE,MEMPHIS_SCORE
139,2,9:37.0,,Turnover by S. Hill (bad pass; steal by L. Williams),37,37
140,2,9:33.0,Turnover by J. Robinson (bad pass; steal by D. Brooks),,37,37
141,2,9:30.0,,Personal take foul by M. Harrell (drawn by D. Brooks),37,37
142,2,9:30.0,P. Beverley enters the game for L. Williams,,37,37
143,2,9:27.0,,Personal foul by J. Robinson (drawn by J. Morant),37,37
144,2,9:18.0,,J. Valančiūnas misses 2-pt jump shot from 9 ft,37,37
145,2,9:14.0,,Offensive rebound by D. Brooks,37,37
146,2,9:13.0,,D. Brooks misses 2-pt jump shot from 14 ft,37,37
147,2,9:11.0,Defensive rebound by M. Harrell,,37,37
148,2,9:05.0,,Violation by Team (kicked ball),37,37
149,2,9:05.0,R. McGruder enters the game for J. Robinson,,37,37
150,2,8:48.0,R. McGruder misses 3-pt jump shot from 26 ft,,37,37
151,2,8:44.0,,Defensive rebound by J. Valančiūnas,37,37
152,2,8:39.0,,J. Morant misses 3-pt jump shot from 26 ft,37,37
153,2,8:37.0,Defensive rebound by J. Green,,37,37
154,2,8:30.0,M. Harrell makes 2-pt dunk from 1 ft (assist by P. George),,39,37
155,2,8:30.0,Shooting foul by J. Crowder (drawn by M. Harrell),,39,37
156,2,8:30.0,M. Harrell makes free throw 1 of 1,,40,37
157,2,8:13.0,,D. Brooks misses 3-pt jump shot from 24 ft,40,37
158,2,8:08.0,Defensive rebound by M. Harrell,,40,37
159,2,7:58.0,R. McGruder misses 2-pt layup from 1 ft,,40,37
160,2,7:57.0,Offensive rebound by M. Harrell,,40,37
161,2,7:57.0,M. Harrell makes 2-pt layup from 1 ft,,42,37
162,2,7:57.0,,Memphis full timeout,42,37
163,2,7:57.0,,Technical foul by P. George,42,37
164,2,7:57.0,M. Harkless enters the game for J. Green,,42,37
165,2,7:57.0,,G. Allen enters the game for D. Brooks,42,37
166,2,7:57.0,,J. Valančiūnas makes technical free throw,42,38
167,2,7:43.0,,J. Crowder misses 3-pt jump shot from 24 ft,42,38
168,2,7:38.0,Defensive rebound by M. Harrell,,42,38
169,2,7:25.0,R. McGruder misses 2-pt jump shot from 10 ft,,42,38
170,2,7:23.0,Offensive rebound by M. Harrell,,42,38
171,2,7:23.0,M. Harrell misses 2-pt layup from 1 ft,,42,38
172,2,7:23.0,,Defensive rebound by G. Allen,42,38
173,2,7:17.0,,J. Crowder makes 2-pt layup from 1 ft (assist by J. Morant),42,40
174,2,7:02.0,Personal foul by J. Valančiūnas (drawn by P. George),,42,40
175,2,7:02.0,,T. Jones enters the game for J. Morant,42,40
176,2,6:54.0,P. George misses 3-pt jump shot from 25 ft,,42,40
177,2,6:50.0,,Defensive rebound by S. Hill,42,40
178,2,6:46.0,,Turnover by S. Hill (bad pass),42,40
179,2,6:38.0,Turnover by P. George (traveling),,42,40
180,2,6:38.0,I. Zubac enters the game for M. Harrell,,42,40
181,2,6:23.0,,Shooting foul by M. Harkless (drawn by T. Jones),42,40
182,2,6:23.0,,T. Jones makes free throw 1 of 2,42,41
183,2,6:23.0,,T. Jones makes free throw 2 of 2,42,42
184,2,6:06.0,I. Zubac makes 2-pt jump shot from 7 ft (assist by P. Beverley),,44,42
185,2,5:59.0,,S. Hill makes 3-pt jump shot from 23 ft (assist by T. Jones),44,45
186,2,5:46.0,M. Harkless makes 2-pt dunk from 1 ft (assist by P. George),,46,45
187,2,5:28.0,,Shooting foul by M. Harkless (drawn by J. Valančiūnas),46,45
188,2,5:28.0,,J. Valančiūnas misses free throw 1 of 2,46,45
189,2,5:28.0,,Offensive rebound by Team,46,45
190,2,5:28.0,J. Green enters the game for P. George,,46,45
191,2,5:28.0,L. Williams enters the game for M. Harkless,,46,45
192,2,5:28.0,,J. Valančiūnas makes free throw 2 of 2,46,46
193,2,5:07.0,L. Williams misses 2-pt jump shot from 19 ft,,46,46
194,2,5:03.0,Offensive rebound by R. McGruder,,46,46
195,2,4:51.0,P. Beverley misses 3-pt jump shot from 25 ft,,46,46
196,2,4:48.0,,Defensive rebound by J. Valančiūnas,46,46
197,2,4:41.0,,Personal foul by J. Green (drawn by J. Crowder),46,46
198,2,4:41.0,,J. Crowder makes free throw 1 of 2,46,47
199,2,4:41.0,,B. Clarke enters the game for S. Hill,46,47
200,2,4:41.0,,J. Jackson enters the game for J. Valančiūnas,46,47
201,2,4:41.0,,J. Crowder makes free throw 2 of 2,46,48
202,2,4:31.0,J. Green makes 3-pt jump shot from 26 ft (assist by L. Williams),,49,48
203,2,4:22.0,,Personal foul by R. McGruder (drawn by J. Crowder),49,48
204,2,4:22.0,,J. Crowder misses free throw 1 of 2,49,48
205,2,4:22.0,,Offensive rebound by Team,49,48
206,2,4:22.0,,J. Crowder makes free throw 2 of 2,49,49
207,2,4:07.0,Turnover by J. Green (bad pass),,49,49
208,2,3:56.0,,B. Clarke misses 3-pt jump shot from 23 ft,49,49
209,2,3:53.0,Defensive rebound by P. Beverley,,49,49
210,2,3:46.0,I. Zubac makes 2-pt layup from 1 ft (assist by L. Williams),,51,49
211,2,3:46.0,,Violation by Team (def goaltending),51,49
212,2,3:32.0,,J. Jackson misses 2-pt jump shot from 10 ft,51,49
213,2,3:26.0,Defensive rebound by P. Beverley,,51,49
214,2,3:25.0,J. Green makes 2-pt layup from 1 ft (assist by P. Beverley),,53,49
215,2,3:05.0,,T. Jones makes 2-pt jump shot from 10 ft,53,51
216,2,2:54.0,R. McGruder makes 3-pt jump shot from 25 ft (assist by P. Beverley),,56,51
217,2,2:40.0,,T. Jones makes 2-pt jump shot from 12 ft (assist by B. Clarke),56,53
218,2,2:39.0,,Violation by Team (delay of game),56,53
219,2,2:29.0,J. Green misses 3-pt jump shot from 27 ft,,56,53
220,2,2:26.0,,Defensive rebound by T. Jones,56,53
221,2,2:20.0,,B. Clarke makes 2-pt jump shot from 12 ft (assist by T. Jones),56,55
222,2,2:04.0,LA Clippers full timeout,,56,55
223,2,2:04.0,P. George enters the game for J. Green,,56,55
224,2,2:04.0,M. Harrell enters the game for I. Zubac,,56,55
225,2,2:04.0,,D. Brooks enters the game for G. Allen,56,55
226,2,2:04.0,,S. Hill enters the game for J. Crowder,56,55
227,2,2:04.0,,J. Morant enters the game for T. Jones,56,55
228,2,1:59.0,Turnover by L. Williams (bad pass; steal by J. Morant),,56,55
229,2,1:55.0,,D. Brooks makes 2-pt layup from 1 ft (assist by J. Morant),56,57
230,2,1:40.0,M. Harrell misses 2-pt jump shot from 10 ft,,56,57
231,2,1:37.0,,Defensive rebound by B. Clarke,56,57
232,2,1:33.0,,D. Brooks misses 3-pt jump shot from 27 ft,56,57
233,2,1:29.0,Defensive rebound by R. McGruder,,56,57
234,2,1:26.0,P. Beverley makes 3-pt jump shot from 27 ft (assist by R. McGruder),,59,57
235,2,1:02.0,,J. Jackson misses 2-pt hook shot from 10 ft,59,57
236,2,0:59.0,Defensive rebound by P. George,,59,57
237,2,0:55.0,Shooting foul by D. Brooks (drawn by L. Williams),,59,57
238,2,0:55.0,L. Williams makes free throw 1 of 2,,60,57
239,2,0:55.0,L. Williams makes free throw 2 of 2,,61,57
240,2,0:35.0,,J. Jackson misses 3-pt jump shot from 26 ft,61,57
241,2,0:32.0,Defensive rebound by P. George,,61,57
242,2,0:28.0,Shooting foul by S. Hill (drawn by M. Harrell),,61,57
243,2,0:28.0,M. Harrell misses free throw 1 of 2,,61,57
244,2,0:28.0,Offensive rebound by Team,,61,57
245,2,0:28.0,T. Mann enters the game for L. Williams,,61,57
246,2,0:28.0,M. Harrell makes free throw 2 of 2,,62,57
247,2,0:07.0,,D. Brooks misses 2-pt layup from 1 ft,62,57
248,2,0:06.0,Defensive rebound by Team,,62,57
249,2,0:06.0,,Loose ball foul by J. Jackson (drawn by P. George),62,57
250,2,0:06.0,P. George makes free throw 1 of 2,,63,57
251,2,0:06.0,P. George makes free throw 2 of 2,,64,57
252,2,0:01.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by J. Morant),64,60
253,2,0:00.0,,Instant Replay (Request: Ruling Stands),64,60
254,3,11:49.0,M. Harkless misses 2-pt layup from 1 ft,,64,60
255,3,11:47.0,,Defensive rebound by J. Jackson,64,60
256,3,11:36.0,,J. Jackson makes 3-pt jump shot from 25 ft,64,63
257,3,11:21.0,P. George makes 3-pt jump shot from 25 ft (assist by P. Beverley),,67,63
258,3,11:07.0,,J. Valančiūnas misses 2-pt jump shot from 5 ft,67,63
259,3,11:03.0,,Offensive rebound by J. Valančiūnas,67,63
260,3,11:03.0,,J. Valančiūnas makes 2-pt layup from 1 ft,67,65
261,3,10:55.0,Personal foul by D. Brooks (drawn by P. George),,67,65
262,3,10:49.0,P. George misses 3-pt jump shot from 25 ft,,67,65
263,3,10:48.0,,Defensive rebound by J. Jackson,67,65
264,3,10:39.0,,Turnover by D. Brooks (traveling),67,65
265,3,10:27.0,Turnover by M. Harkless (3 sec),,67,65
266,3,10:12.0,,J. Jackson misses 2-pt hook shot from 5 ft,67,65
267,3,10:11.0,Defensive rebound by Team,,67,65
268,3,9:57.0,Turnover by P. George (lost ball; steal by J. Crowder),,67,65
269,3,9:51.0,,Personal foul by M. Harkless (drawn by J. Jackson),67,65
270,3,9:51.0,J. Green enters the game for M. Harkless,,67,65
271,3,9:45.0,,J. Morant misses 2-pt layup from 2 ft,67,65
272,3,9:45.0,,Offensive rebound by Team,67,65
273,3,9:37.0,,J. Valančiūnas misses 2-pt hook shot from 6 ft,67,65
274,3,9:34.0,Defensive rebound by P. Beverley,,67,65
275,3,9:27.0,J. Green misses 3-pt jump shot from 25 ft,,67,65
276,3,9:23.0,,Defensive rebound by J. Jackson,67,65
277,3,9:15.0,,J. Morant misses 2-pt jump shot from 6 ft,67,65
278,3,9:11.0,,Offensive rebound by J. Morant,67,65
279,3,9:09.0,,J. Morant makes 2-pt layup from 1 ft,67,67
280,3,9:00.0,P. George makes 3-pt jump shot from 23 ft,,70,67
281,3,8:41.0,,J. Valančiūnas makes 2-pt hook shot from 3 ft (assist by J. Jackson),70,69
282,3,8:33.0,Turnover by P. Beverley (bad pass),,70,69
283,3,8:19.0,,J. Jackson misses 3-pt jump shot from 25 ft,70,69
284,3,8:14.0,,Offensive rebound by J. Valančiūnas,70,69
285,3,8:14.0,,J. Valančiūnas makes 2-pt layup from 1 ft,70,71
286,3,8:03.0,P. Beverley misses 3-pt jump shot from 25 ft,,70,71
287,3,8:01.0,,Defensive rebound by Team,70,71
288,3,7:53.0,,J. Morant misses 2-pt layup from 2 ft,70,71
289,3,7:53.0,,Offensive rebound by J. Valančiūnas,70,71
290,3,7:53.0,,J. Valančiūnas makes 2-pt dunk from 1 ft,70,73
291,3,7:53.0,LA Clippers full timeout,,70,73
292,3,7:53.0,P. Patterson enters the game for I. Zubac,,70,73
293,3,7:38.0,P. Patterson misses 3-pt jump shot from 26 ft,,70,73
294,3,7:34.0,Offensive rebound by R. McGruder,,70,73
295,3,7:33.0,Personal foul by D. Brooks (drawn by P. George),,70,73
296,3,7:21.0,P. George misses 3-pt jump shot from 26 ft,,70,73
297,3,7:21.0,Offensive rebound by J. Green,,70,73
298,3,7:15.0,P. Patterson makes 3-pt jump shot from 26 ft (assist by P. Beverley),,73,73
299,3,7:13.0,,Memphis full timeout,73,73
300,3,6:58.0,,Turnover by J. Valančiūnas (bad pass; steal by R. McGruder),73,73
301,3,6:55.0,R. McGruder makes 2-pt layup from 1 ft,,75,73
302,3,6:37.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Morant),75,76
303,3,6:23.0,Turnover by P. Beverley (bad pass; steal by J. Morant),,75,76
304,3,6:20.0,,J. Morant makes 2-pt dunk from 1 ft,75,78
305,3,6:17.0,LA Clippers full timeout,,75,78
306,3,6:17.0,L. Williams enters the game for R. McGruder,,75,78
307,3,6:17.0,,G. Allen enters the game for D. Brooks,75,78
308,3,6:17.0,,B. Clarke enters the game for J. Valančiūnas,75,78
309,3,6:08.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by P. Beverley),,78,78
310,3,5:57.0,,J. Morant makes 2-pt layup from 1 ft (assist by B. Clarke),78,80
311,3,5:46.0,P. Patterson misses 3-pt jump shot from 25 ft,,78,80
312,3,5:44.0,,Defensive rebound by J. Morant,78,80
313,3,5:39.0,,Turnover by J. Morant (out of bounds lost ball),78,80
314,3,5:39.0,J. Robinson enters the game for P. George,,78,80
315,3,5:28.0,J. Robinson misses 2-pt jump shot from 6 ft,,78,80
316,3,5:19.0,Offensive rebound by P. Beverley,,78,80
317,3,5:16.0,P. Patterson makes 2-pt dunk from 1 ft (assist by L. Williams),,80,80
318,3,4:57.0,,Offensive foul by J. Jackson (drawn by P. Patterson),80,80
319,3,4:57.0,,Turnover by J. Jackson (offensive foul),80,80
320,3,4:57.0,M. Harrell enters the game for P. Beverley,,80,80
321,3,4:57.0,T. Mann enters the game for J. Green,,80,80
322,3,4:57.0,,T. Jones enters the game for J. Morant,80,80
323,3,4:46.0,P. Patterson misses 3-pt jump shot from 26 ft,,80,80
324,3,4:42.0,,Defensive rebound by G. Allen,80,80
325,3,4:41.0,,Personal foul by M. Harrell (drawn by J. Jackson),80,80
326,3,4:28.0,,J. Jackson misses 2-pt jump shot from 2 ft,80,80
327,3,4:23.0,Defensive rebound by P. Patterson,,80,80
328,3,4:21.0,L. Williams misses 3-pt jump shot from 22 ft,,80,80
329,3,4:20.0,Offensive rebound by P. Patterson,,80,80
330,3,4:20.0,Shooting foul by J. Crowder (drawn by P. Patterson),,80,80
331,3,4:20.0,P. Patterson makes free throw 1 of 2,,81,80
332,3,4:20.0,P. Patterson makes free throw 2 of 2,,82,80
333,3,4:04.0,,J. Jackson misses 3-pt jump shot from 27 ft,82,80
334,3,4:01.0,Defensive rebound by M. Harrell,,82,80
335,3,3:55.0,Shooting foul by G. Allen (drawn by M. Harrell),,82,80
336,3,3:55.0,,M. Guduric enters the game for J. Crowder,82,80
337,3,3:55.0,,J. Valančiūnas enters the game for J. Jackson,82,80
338,3,3:55.0,M. Harrell makes free throw 1 of 2,,83,80
339,3,3:55.0,M. Harrell misses free throw 2 of 2,,83,80
340,3,3:51.0,,Defensive rebound by G. Allen,83,80
341,3,3:42.0,,B. Clarke makes 2-pt layup from 1 ft (assist by J. Valančiūnas),83,82
342,3,3:28.0,L. Williams makes 3-pt jump shot from 23 ft (assist by M. Harrell),,86,82
343,3,3:09.0,,G. Allen misses 2-pt jump shot from 9 ft (block by M. Harrell),86,82
344,3,3:07.0,,Offensive rebound by J. Valančiūnas,86,82
345,3,3:07.0,,J. Valančiūnas misses 2-pt layup from 1 ft,86,82
346,3,3:07.0,,Offensive rebound by J. Valančiūnas,86,82
347,3,3:07.0,,Shooting foul by T. Mann (drawn by J. Valančiūnas),86,82
348,3,3:07.0,,J. Valančiūnas makes free throw 1 of 2,86,83
349,3,3:07.0,,J. Valančiūnas makes free throw 2 of 2,86,84
350,3,2:46.0,M. Harrell makes 2-pt layup at rim (assist by L. Williams),,88,84
351,3,2:32.0,,Turnover by G. Allen (traveling),88,84
352,3,2:23.0,L. Williams misses 3-pt jump shot from 25 ft,,88,84
353,3,2:20.0,,Defensive rebound by J. Valančiūnas,88,84
354,3,2:03.0,,M. Guduric misses 3-pt jump shot from 26 ft,88,84
355,3,1:59.0,Defensive rebound by J. Robinson,,88,84
356,3,1:49.0,M. Harrell misses 2-pt jump shot from 10 ft,,88,84
357,3,1:47.0,,Defensive rebound by B. Clarke,88,84
358,3,1:32.0,,G. Allen misses 2-pt layup from 2 ft,88,84
359,3,1:30.0,Defensive rebound by M. Harrell,,88,84
360,3,1:25.0,J. Robinson misses 3-pt jump shot from 23 ft,,88,84
361,3,1:22.0,,Defensive rebound by B. Clarke,88,84
362,3,1:17.0,,B. Clarke makes 2-pt dunk from 1 ft (assist by M. Guduric),88,86
363,3,1:17.0,J. Green enters the game for P. Patterson,,88,86
364,3,1:17.0,,D. Brooks enters the game for G. Allen,88,86
365,3,1:17.0,,J. Morant enters the game for T. Jones,88,86
366,3,0:47.0,Shooting foul by M. Guduric (drawn by L. Williams),,88,86
367,3,0:47.0,L. Williams misses free throw 1 of 2,,88,86
368,3,0:47.0,Offensive rebound by Team,,88,86
369,3,0:47.0,L. Williams makes free throw 2 of 2,,89,86
370,3,0:46.0,,Turnover by D. Brooks (bad pass; steal by T. Mann),89,86
371,3,0:45.0,T. Mann makes 2-pt dunk from 1 ft,,91,86
372,3,0:27.0,,J. Morant misses 2-pt jump shot from 11 ft,91,86
373,3,0:26.0,,Offensive rebound by B. Clarke,91,86
374,3,0:26.0,,B. Clarke makes 2-pt dunk from 1 ft,91,88
375,3,0:13.0,Personal foul by D. Brooks (drawn by L. Williams),,91,88
376,3,0:13.0,L. Williams makes free throw 1 of 2,,92,88
377,3,0:13.0,L. Williams misses free throw 2 of 2,,92,88
378,3,0:11.0,,Defensive rebound by J. Valančiūnas,92,88
379,3,0:06.0,,Personal take foul by T. Mann (drawn by J. Morant),92,88
380,3,0:06.0,P. Beverley enters the game for L. Williams,,92,88
381,3,0:01.0,,Turnover by M. Guduric (bad pass; steal by J. Green),92,88
382,4,11:38.0,,J. Valančiūnas makes 3-pt jump shot from 25 ft (assist by J. Morant),92,91
383,4,11:23.0,L. Williams misses 2-pt jump shot from 18 ft,,92,91
384,4,11:20.0,,Defensive rebound by S. Hill,92,91
385,4,11:15.0,,J. Valančiūnas makes 2-pt layup from 9 ft (assist by D. Brooks),92,93
