,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CLEVELAND_ACTION,ATLANTA_SCORE,CLEVELAND_SCORE
0,1,11:44.0,,C. Sexton misses 2-pt jump shot from 11 ft,0,0
1,1,11:41.0,Defensive rebound by D. Dedmon,,0,0
2,1,11:28.0,J. Collins misses 2-pt layup from 3 ft (block by A. Drummond),,0,0
3,1,11:24.0,,Defensive rebound by A. Drummond,0,0
4,1,11:21.0,,A. Drummond misses 2-pt layup from 2 ft (block by D. Dedmon),0,0
5,1,11:19.0,,Offensive rebound by L. Nance,0,0
6,1,11:18.0,,Shooting foul by D. Dedmon (drawn by L. Nance),0,0
7,1,11:18.0,,L. Nance makes free throw 1 of 2,0,1
8,1,11:18.0,,L. Nance makes free throw 2 of 2,0,2
9,1,10:56.0,Turnover by T. Young (traveling),,0,2
10,1,10:42.0,,Turnover by C. Sexton (lost ball; steal by T. Young),0,2
11,1,10:39.0,T. Young misses 3-pt jump shot from 26 ft,,0,2
12,1,10:35.0,,Defensive rebound by C. Osman,0,2
13,1,10:30.0,,D. Garland makes 2-pt jump shot from 7 ft (assist by C. Osman),0,4
14,1,10:13.0,D. Dedmon misses 3-pt jump shot from 27 ft,,0,4
15,1,10:11.0,,Defensive rebound by C. Osman,0,4
16,1,10:05.0,,C. Sexton misses 3-pt jump shot from 25 ft,0,4
17,1,10:00.0,,Offensive rebound by A. Drummond,0,4
18,1,10:00.0,,A. Drummond makes 2-pt layup from 1 ft,0,6
19,1,9:52.0,Shooting foul by C. Osman (drawn by D. Hunter),,0,6
20,1,9:52.0,D. Hunter makes free throw 1 of 2,,1,6
21,1,9:52.0,D. Hunter misses free throw 2 of 2,,1,6
22,1,9:50.0,,Defensive rebound by A. Drummond,1,6
23,1,9:45.0,,Personal foul by D. Dedmon (drawn by A. Drummond),1,6
24,1,9:45.0,D. Jones enters the game for D. Dedmon,,1,6
25,1,9:34.0,,D. Garland misses 2-pt jump shot from 9 ft,1,6
26,1,9:32.0,Defensive rebound by D. Hunter,,1,6
27,1,9:24.0,T. Young misses 2-pt jump shot from 20 ft,,1,6
28,1,9:22.0,,Defensive rebound by A. Drummond,1,6
29,1,9:14.0,,A. Drummond misses 2-pt layup from 4 ft,1,6
30,1,9:11.0,,Offensive rebound by A. Drummond,1,6
31,1,9:09.0,,Personal foul by J. Collins (drawn by C. Sexton),1,6
32,1,9:04.0,,C. Osman misses 3-pt jump shot from 25 ft,1,6
33,1,9:01.0,Defensive rebound by J. Collins,,1,6
34,1,8:54.0,Personal foul by A. Drummond (drawn by K. Huerter),,1,6
35,1,8:47.0,D. Jones makes 2-pt dunk at rim (assist by T. Young),,3,6
36,1,8:41.0,,Turnover by D. Garland (step out of bounds),3,6
37,1,8:31.0,D. Jones misses 2-pt layup from 1 ft,,3,6
38,1,8:31.0,Offensive rebound by Team,,3,6
39,1,8:23.0,D. Hunter misses 2-pt jump shot from 4 ft (block by A. Drummond),,3,6
40,1,8:20.0,,Defensive rebound by A. Drummond,3,6
41,1,8:10.0,,Turnover by C. Osman (bad pass),3,6
42,1,8:01.0,K. Huerter misses 2-pt jump shot from 7 ft,,3,6
43,1,7:57.0,,Defensive rebound by A. Drummond,3,6
44,1,7:55.0,,Turnover by A. Drummond (bad pass; steal by J. Collins),3,6
45,1,7:52.0,J. Collins makes 2-pt dunk from 3 ft (assist by T. Young),,5,6
46,1,7:42.0,,D. Garland misses 2-pt jump shot from 17 ft,5,6
47,1,7:40.0,Defensive rebound by J. Collins,,5,6
48,1,7:29.0,K. Huerter makes 3-pt jump shot from 29 ft (assist by T. Young),,8,6
49,1,7:08.0,,Offensive foul by A. Drummond (drawn by D. Hunter),8,6
50,1,7:08.0,,Turnover by A. Drummond (offensive foul),8,6
51,1,7:08.0,Atlanta full timeout,,8,6
52,1,7:08.0,Instant Replay (Challenge: Ruling Stands),,8,6
53,1,7:08.0,,K. Porter enters the game for C. Sexton,8,6
54,1,6:49.0,T. Young makes 3-pt jump shot from 26 ft (assist by K. Huerter),,11,6
55,1,6:35.0,,C. Osman misses 2-pt jump shot from 8 ft,11,6
56,1,6:30.0,,Offensive rebound by A. Drummond,11,6
57,1,6:30.0,,A. Drummond makes 2-pt layup from 1 ft,11,8
58,1,6:22.0,Turnover by J. Collins (bad pass),,11,8
59,1,6:22.0,,T. Thompson enters the game for A. Drummond,11,8
60,1,6:09.0,,K. Porter makes 2-pt jump shot from 11 ft,11,10
61,1,5:48.0,K. Huerter misses 2-pt jump shot from 11 ft,,11,10
62,1,5:46.0,,Defensive rebound by L. Nance,11,10
63,1,5:42.0,,T. Thompson makes 2-pt dunk from 1 ft (assist by D. Garland),11,12
64,1,5:31.0,T. Young misses 3-pt jump shot from 33 ft,,11,12
65,1,5:29.0,,Defensive rebound by L. Nance,11,12
66,1,5:13.0,,L. Nance makes 3-pt jump shot from 26 ft (assist by D. Garland),11,15
67,1,5:01.0,Offensive foul by D. Hunter (drawn by C. Osman),,11,15
68,1,5:01.0,Turnover by D. Hunter (offensive foul),,11,15
69,1,5:01.0,C. Reddish enters the game for D. Hunter,,11,15
70,1,4:47.0,,T. Thompson makes 2-pt dunk from 1 ft (assist by K. Porter),11,17
71,1,4:29.0,J. Collins makes 2-pt dunk at rim (assist by T. Young),,13,17
72,1,4:11.0,,Shooting foul by T. Young (drawn by D. Garland),13,17
73,1,4:11.0,,D. Garland makes free throw 1 of 2,13,18
74,1,4:11.0,B. Fernando enters the game for K. Huerter,,13,18
75,1,4:11.0,J. Teague enters the game for D. Jones,,13,18
76,1,4:11.0,,D. Exum enters the game for C. Osman,13,18
77,1,4:11.0,,D. Garland makes free throw 2 of 2,13,19
78,1,3:58.0,J. Collins misses 3-pt jump shot from 27 ft,,13,19
79,1,3:55.0,,Defensive rebound by T. Thompson,13,19
80,1,3:47.0,,D. Garland misses 2-pt layup from 3 ft,13,19
81,1,3:43.0,Defensive rebound by C. Reddish,,13,19
82,1,3:43.0,Shooting foul by L. Nance (drawn by C. Reddish),,13,19
83,1,3:43.0,C. Reddish misses free throw 1 of 2,,13,19
84,1,3:43.0,Offensive rebound by Team,,13,19
85,1,3:43.0,,C. Sexton enters the game for D. Garland,13,19
86,1,3:43.0,C. Reddish makes free throw 2 of 2,,14,19
87,1,3:30.0,,C. Sexton makes 2-pt layup at rim,14,21
88,1,3:15.0,J. Collins makes 2-pt dunk from 1 ft (assist by C. Reddish),,16,21
89,1,3:08.0,,C. Sexton makes 2-pt layup at rim,16,23
90,1,2:50.0,Personal foul by D. Exum (drawn by T. Young),,16,23
91,1,2:50.0,,Cleveland full timeout,16,23
92,1,2:50.0,V. Carter enters the game for J. Collins,,16,23
93,1,2:50.0,B. Goodwin enters the game for T. Young,,16,23
94,1,2:50.0,,A. McKinnie enters the game for L. Nance,16,23
95,1,2:42.0,C. Reddish misses 2-pt jump shot from 10 ft,,16,23
96,1,2:42.0,,Defensive rebound by Team,16,23
97,1,2:27.0,,C. Sexton misses 2-pt jump shot from 9 ft,16,23
98,1,2:25.0,,Offensive rebound by T. Thompson,16,23
99,1,2:25.0,,T. Thompson misses 2-pt layup from 1 ft,16,23
100,1,2:25.0,,Offensive rebound by Team,16,23
101,1,2:18.0,,D. Exum makes 2-pt layup at rim,16,25
102,1,2:01.0,B. Fernando misses 2-pt hook shot from 4 ft,,16,25
103,1,1:58.0,,Defensive rebound by K. Porter,16,25
104,1,1:52.0,,K. Porter misses 2-pt jump shot from 3 ft,16,25
105,1,1:50.0,,Offensive rebound by T. Thompson,16,25
106,1,1:48.0,,T. Thompson misses 2-pt layup from 2 ft (block by B. Fernando),16,25
107,1,1:44.0,,Offensive rebound by T. Thompson,16,25
108,1,1:38.0,,C. Sexton makes 2-pt layup from 2 ft,16,27
109,1,1:23.0,J. Teague misses 2-pt jump shot from 9 ft,,16,27
110,1,1:20.0,,Defensive rebound by T. Thompson,16,27
111,1,1:13.0,,K. Porter makes 2-pt layup from 1 ft,16,29
112,1,1:13.0,,Shooting foul by C. Reddish (drawn by K. Porter),16,29
113,1,1:13.0,,K. Porter makes free throw 1 of 1,16,30
114,1,0:55.0,V. Carter misses 3-pt jump shot from 25 ft,,16,30
115,1,0:52.0,,Defensive rebound by D. Exum,16,30
116,1,0:45.0,,C. Sexton makes 3-pt jump shot from 26 ft (assist by D. Exum),16,33
117,1,0:30.0,C. Reddish misses 2-pt layup from 1 ft,,16,33
118,1,0:27.0,Offensive rebound by B. Fernando,,16,33
119,1,0:25.0,C. Reddish misses 2-pt layup from 2 ft,,16,33
120,1,0:21.0,Offensive rebound by V. Carter,,16,33
121,1,0:21.0,V. Carter makes 3-pt jump shot from 26 ft,,19,33
122,1,0:01.0,,A. McKinnie misses 3-pt jump shot from 25 ft,19,33
123,1,0:01.0,,Offensive rebound by T. Thompson,19,33
124,2,11:45.0,J. Teague misses 2-pt jump shot from 14 ft,,19,33
125,2,11:43.0,Offensive rebound by D. Dedmon,,19,33
126,2,11:41.0,D. Dedmon makes 2-pt layup from 2 ft,,21,33
127,2,11:21.0,,T. Thompson makes 2-pt hook shot from 5 ft (assist by C. Sexton),21,35
128,2,11:05.0,V. Carter misses 2-pt layup from 2 ft,,21,35
129,2,11:02.0,,Defensive rebound by A. McKinnie,21,35
130,2,10:53.0,,T. Thompson misses 2-pt hook shot from 7 ft,21,35
131,2,10:51.0,Defensive rebound by B. Goodwin,,21,35
132,2,10:49.0,Personal foul by A. McKinnie (drawn by C. Reddish),,21,35
133,2,10:45.0,Offensive foul by D. Dedmon (drawn by D. Exum),,21,35
134,2,10:45.0,Turnover by D. Dedmon (offensive foul),,21,35
135,2,10:45.0,J. Collins enters the game for D. Dedmon,,21,35
136,2,10:22.0,,K. Porter misses 2-pt jump shot from 17 ft,21,35
137,2,10:19.0,Defensive rebound by C. Reddish,,21,35
138,2,10:14.0,C. Reddish makes 3-pt jump shot from 27 ft (assist by B. Goodwin),,24,35
139,2,9:59.0,,C. Sexton misses 2-pt layup from 2 ft,24,35
140,2,9:57.0,Defensive rebound by V. Carter,,24,35
141,2,9:48.0,Turnover by J. Collins (bad pass; steal by D. Exum),,24,35
142,2,9:43.0,,K. Porter makes 2-pt dunk from 1 ft (assist by D. Exum),24,37
143,2,9:26.0,J. Collins misses 2-pt jump shot from 7 ft,,24,37
144,2,9:24.0,,Defensive rebound by T. Thompson,24,37
145,2,9:19.0,,Personal foul by J. Teague (drawn by K. Porter),24,37
146,2,9:19.0,K. Huerter enters the game for V. Carter,,24,37
147,2,9:19.0,D. Hunter enters the game for B. Goodwin,,24,37
148,2,9:19.0,T. Young enters the game for J. Teague,,24,37
149,2,9:09.0,,T. Thompson makes 3-pt jump shot from 28 ft (assist by C. Sexton),24,40
150,2,8:51.0,K. Huerter makes 2-pt jump shot from 8 ft,,26,40
151,2,8:31.0,,T. Thompson makes 3-pt jump shot from 27 ft (assist by C. Sexton),26,43
152,2,8:18.0,Personal foul by D. Exum (drawn by J. Collins),,26,43
153,2,8:10.0,C. Reddish makes 3-pt jump shot from 24 ft (assist by T. Young),,29,43
154,2,7:55.0,,T. Thompson makes 2-pt dunk from 1 ft (assist by C. Sexton),29,45
155,2,7:51.0,Atlanta full timeout,,29,45
156,2,7:40.0,D. Hunter makes 3-pt jump shot from 29 ft (assist by T. Young),,32,45
157,2,7:23.0,,Turnover by C. Sexton (bad pass; steal by D. Hunter),32,45
158,2,7:20.0,J. Collins makes 2-pt dunk from 1 ft (assist by C. Reddish),,34,45
159,2,7:01.0,,C. Sexton makes 2-pt jump shot at rim,34,47
160,2,6:47.0,Turnover by T. Young (bad pass; steal by A. McKinnie),,34,47
161,2,6:44.0,,A. McKinnie makes 2-pt layup from 1 ft,34,49
162,2,6:30.0,Shooting foul by C. Sexton (drawn by T. Young),,34,49
163,2,6:30.0,T. Young misses free throw 1 of 2,,34,49
164,2,6:30.0,Offensive rebound by Team,,34,49
165,2,6:30.0,,D. Garland enters the game for D. Exum,34,49
166,2,6:30.0,,C. Osman enters the game for C. Sexton,34,49
167,2,6:30.0,T. Young makes free throw 2 of 2,,35,49
168,2,6:10.0,,T. Thompson makes 2-pt jump shot from 4 ft (assist by K. Porter),35,51
169,2,6:03.0,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),,37,51
170,2,5:36.0,,A. McKinnie misses 3-pt jump shot from 23 ft,37,51
171,2,5:33.0,Defensive rebound by D. Hunter,,37,51
172,2,5:30.0,Offensive foul by J. Collins (drawn by K. Porter),,37,51
173,2,5:30.0,Turnover by J. Collins (offensive foul),,37,51
174,2,5:30.0,,A. Drummond enters the game for A. McKinnie,37,51
175,2,5:30.0,,L. Nance enters the game for T. Thompson,37,51
176,2,5:23.0,,A. Drummond makes 2-pt jump shot from 4 ft (assist by D. Garland),37,53
177,2,5:07.0,C. Reddish misses 3-pt jump shot from 25 ft,,37,53
178,2,5:04.0,Offensive rebound by D. Hunter,,37,53
179,2,5:02.0,D. Hunter makes 3-pt jump shot from 25 ft (assist by J. Collins),,40,53
180,2,4:53.0,,Personal foul by J. Collins (drawn by A. Drummond),40,53
181,2,4:53.0,D. Jones enters the game for J. Collins,,40,53
182,2,4:43.0,,D. Garland makes 2-pt jump shot from 14 ft,40,55
183,2,4:37.0,K. Huerter misses 3-pt jump shot from 29 ft,,40,55
184,2,4:34.0,,Defensive rebound by A. Drummond,40,55
185,2,4:28.0,,C. Osman misses 3-pt jump shot from 30 ft,40,55
186,2,4:24.0,Defensive rebound by D. Jones,,40,55
187,2,4:20.0,Personal foul by K. Porter (drawn by T. Young),,40,55
188,2,4:11.0,D. Hunter misses 2-pt layup from 3 ft (block by C. Osman),,40,55
189,2,4:10.0,Offensive rebound by D. Hunter,,40,55
190,2,4:09.0,D. Hunter misses 2-pt layup from 1 ft,,40,55
191,2,4:07.0,,Defensive rebound by L. Nance,40,55
192,2,3:58.0,,L. Nance misses 3-pt jump shot from 26 ft,40,55
193,2,3:55.0,,Offensive rebound by Team,40,55
194,2,3:55.0,T. Graham enters the game for C. Reddish,,40,55
195,2,3:53.0,,Turnover by C. Osman (bad pass; steal by D. Jones),40,55
196,2,3:49.0,Turnover by K. Huerter (bad pass; steal by K. Porter),,40,55
197,2,3:44.0,,L. Nance makes 2-pt dunk from 1 ft (assist by K. Porter),40,57
198,2,3:42.0,Atlanta full timeout,,40,57
199,2,3:29.0,Turnover by D. Hunter (traveling),,40,57
200,2,3:16.0,,L. Nance misses 3-pt jump shot from 27 ft,40,57
201,2,3:13.0,Defensive rebound by K. Huerter,,40,57
202,2,3:08.0,K. Huerter misses 3-pt jump shot from 31 ft,,40,57
203,2,3:05.0,Offensive rebound by D. Jones,,40,57
204,2,3:01.0,K. Huerter misses 2-pt jump shot from 9 ft (block by L. Nance),,40,57
205,2,2:57.0,,Defensive rebound by L. Nance,40,57
206,2,2:55.0,,Turnover by L. Nance (bad pass; steal by T. Young),40,57
207,2,2:51.0,T. Young misses 3-pt jump shot from 26 ft,,40,57
208,2,2:49.0,,Defensive rebound by L. Nance,40,57
209,2,2:44.0,,D. Garland misses 3-pt jump shot from 33 ft,40,57
210,2,2:40.0,Defensive rebound by D. Hunter,,40,57
211,2,2:34.0,D. Hunter misses 2-pt jump shot from 20 ft,,40,57
212,2,2:30.0,,Defensive rebound by A. Drummond,40,57
213,2,2:17.0,,Offensive foul by D. Garland (drawn by D. Hunter),40,57
214,2,2:17.0,,Turnover by D. Garland (offensive foul),40,57
215,2,2:17.0,,C. Sexton enters the game for K. Porter,40,57
216,2,2:06.0,D. Hunter misses 3-pt jump shot from 23 ft,,40,57
217,2,2:03.0,Offensive rebound by D. Jones,,40,57
218,2,2:02.0,D. Jones makes 2-pt dunk at rim,,42,57
219,2,1:45.0,,A. Drummond makes 2-pt layup from 1 ft,42,59
220,2,1:45.0,,Shooting foul by D. Jones (drawn by A. Drummond),42,59
221,2,1:45.0,,A. Drummond makes free throw 1 of 1,42,60
222,2,1:27.0,K. Huerter misses 2-pt jump shot from 13 ft,,42,60
223,2,1:24.0,,Defensive rebound by A. Drummond,42,60
224,2,1:22.0,,L. Nance makes 2-pt dunk at rim (assist by D. Garland),42,62
225,2,1:14.0,Personal foul by L. Nance (drawn by T. Young),,42,62
226,2,1:14.0,T. Young makes free throw 1 of 2,,43,62
227,2,1:14.0,,T. Thompson enters the game for A. Drummond,43,62
228,2,1:14.0,T. Young makes free throw 2 of 2,,44,62
229,2,1:00.0,,C. Osman misses 3-pt jump shot from 28 ft,44,62
230,2,0:58.0,Defensive rebound by T. Young,,44,62
231,2,0:43.0,Offensive foul by K. Huerter (drawn by D. Garland),,44,62
232,2,0:43.0,Turnover by K. Huerter (offensive foul),,44,62
233,2,0:37.0,,Personal foul by K. Huerter (drawn by C. Sexton),44,62
234,2,0:37.0,,C. Sexton makes free throw 1 of 2,44,63
235,2,0:37.0,B. Goodwin enters the game for K. Huerter,,44,63
236,2,0:37.0,,C. Sexton misses free throw 2 of 2,44,63
237,2,0:36.0,Defensive rebound by D. Jones,,44,63
238,2,0:30.0,Personal foul by C. Sexton (drawn by T. Young),,44,63
239,2,0:30.0,T. Young makes free throw 1 of 2,,45,63
240,2,0:30.0,T. Young makes free throw 2 of 2,,46,63
241,2,0:06.0,,C. Sexton misses 2-pt jump shot from 10 ft,46,63
242,2,0:06.0,,Offensive rebound by T. Thompson,46,63
243,2,0:06.0,,T. Thompson makes 2-pt dunk at rim,46,65
244,2,0:00.0,T. Young makes 2-pt jump shot from 1 ft,,48,65
245,3,11:47.0,T. Young misses 3-pt jump shot from 35 ft,,48,65
246,3,11:44.0,,Defensive rebound by L. Nance,48,65
247,3,11:30.0,,Shooting foul by K. Huerter (drawn by L. Nance),48,65
248,3,11:30.0,,L. Nance makes free throw 1 of 2,48,66
249,3,11:30.0,,L. Nance makes free throw 2 of 2,48,67
250,3,11:19.0,D. Hunter misses 3-pt jump shot from 24 ft,,48,67
251,3,11:16.0,,Defensive rebound by L. Nance,48,67
252,3,11:09.0,,Turnover by L. Nance (bad pass; steal by D. Dedmon),48,67
253,3,11:03.0,D. Hunter makes 3-pt jump shot from 26 ft (assist by T. Young),,51,67
254,3,10:38.0,,L. Nance makes 3-pt jump shot from 23 ft (assist by C. Sexton),51,70
255,3,10:23.0,K. Huerter makes 3-pt jump shot from 28 ft (assist by J. Collins),,54,70
256,3,10:09.0,,L. Nance misses 3-pt jump shot from 26 ft,54,70
257,3,10:06.0,Defensive rebound by T. Young,,54,70
258,3,9:58.0,D. Dedmon makes 3-pt jump shot from 24 ft (assist by T. Young),,57,70
259,3,9:42.0,,C. Sexton makes 2-pt jump shot from 14 ft,57,72
260,3,9:28.0,T. Young makes 2-pt jump shot from 6 ft,,59,72
261,3,9:22.0,,Personal foul by D. Dedmon (drawn by A. Drummond),59,72
262,3,9:07.0,,D. Garland misses 2-pt layup from 3 ft,59,72
263,3,9:05.0,,Offensive rebound by L. Nance,59,72
264,3,9:03.0,,C. Osman misses 3-pt jump shot from 23 ft,59,72
265,3,9:01.0,Defensive rebound by D. Hunter,,59,72
266,3,8:56.0,T. Young misses 2-pt layup at rim (block by D. Garland),,59,72
267,3,8:56.0,,Defensive rebound by Team,59,72
268,3,8:43.0,,D. Garland makes 2-pt layup from 1 ft,59,74
269,3,8:30.0,Personal foul by D. Garland (drawn by T. Young),,59,74
270,3,8:24.0,T. Young misses 2-pt jump shot from 10 ft,,59,74
271,3,8:21.0,,Defensive rebound by A. Drummond,59,74
272,3,8:05.0,,A. Drummond makes 2-pt layup from 1 ft (assist by C. Osman),59,76
273,3,7:45.0,T. Young makes 2-pt jump shot from 3 ft (assist by D. Hunter),,61,76
274,3,7:35.0,,C. Sexton misses 2-pt layup from 2 ft (block by D. Dedmon),61,76
275,3,7:35.0,,Offensive rebound by A. Drummond,61,76
276,3,7:34.0,,A. Drummond makes 2-pt layup from 1 ft,61,78
277,3,7:34.0,Atlanta full timeout,,61,78
