,QUARTER,TIME_REMAINING,TORONTO_ACTION,LA LAKERS_ACTION,TORONTO_SCORE,LA LAKERS_SCORE
383,4,7:09.0,,K. Kuzma enters the game for L. James,97,86
384,4,7:01.0,,A. Davis misses 2-pt jump shot from 6 ft,97,86
385,4,7:01.0,Defensive rebound by Team,,97,86
386,4,6:40.0,F. VanVleet misses 3-pt jump shot from 26 ft,,97,86
387,4,6:36.0,,Defensive rebound by A. Davis,97,86
388,4,6:30.0,,Turnover by A. Davis (out of bounds lost ball),97,86
389,4,6:14.0,Turnover by P. Siakam (dbl dribble),,97,86
390,4,6:00.0,,A. Davis makes 2-pt jump shot from 1 ft (assist by A. Bradley),97,88
391,4,5:39.0,R. Hollis-Jefferson makes 2-pt jump shot from 14 ft (assist by F. VanVleet),,99,88
392,4,5:28.0,,Personal foul by P. Siakam (drawn by A. Davis),99,88
393,4,5:28.0,,A. Davis makes free throw 1 of 2,99,89
394,4,5:28.0,,L. James enters the game for A. Caruso,99,89
395,4,5:28.0,,A. Davis makes free throw 2 of 2,99,90
396,4,5:05.0,F. VanVleet misses 2-pt layup from 5 ft,,99,90
397,4,5:04.0,,Defensive rebound by L. James,99,90
398,4,4:50.0,,L. James misses 2-pt layup from 4 ft,99,90
399,4,4:45.0,,Offensive rebound by L. James,99,90
400,4,4:43.0,,L. James misses 2-pt layup from 3 ft (block by P. Siakam),99,90
401,4,4:40.0,Defensive rebound by T. Davis,,99,90
402,4,4:39.0,T. Davis makes 2-pt layup from 1 ft,,101,90
403,4,4:25.0,,A. Bradley misses 3-pt jump shot from 23 ft,101,90
404,4,4:19.0,,Offensive rebound by L. James,101,90
405,4,4:19.0,,L. James makes 2-pt layup at rim,101,92
406,4,4:04.0,Turnover by T. Davis (lost ball; steal by A. Bradley),,101,92
407,4,3:58.0,,K. Kuzma misses 2-pt layup from 3 ft,101,92
408,4,3:54.0,Defensive rebound by F. VanVleet,,101,92
409,4,3:50.0,T. Davis makes 3-pt jump shot from 24 ft (assist by R. Hollis-Jefferson),,104,92
410,4,3:49.0,,LA Lakers full timeout,104,92
411,4,3:35.0,,K. Kuzma makes 3-pt jump shot from 23 ft (assist by D. Green),104,95
412,4,3:10.0,F. VanVleet misses 3-pt jump shot from 23 ft,,104,95
413,4,3:07.0,,Defensive rebound by D. Green,104,95
414,4,3:00.0,,K. Kuzma makes 3-pt jump shot from 28 ft (assist by L. James),104,98
415,4,3:00.0,M. Gasol enters the game for T. Davis,,104,98
416,4,2:34.0,C. Boucher misses 2-pt layup from 2 ft (block by A. Davis),,104,98
417,4,2:34.0,Offensive rebound by Team,,104,98
418,4,2:33.0,Turnover by Team (shot clock),,104,98
419,4,2:26.0,,Shooting foul by R. Hollis-Jefferson (drawn by L. James),104,98
420,4,2:26.0,,L. James makes free throw 1 of 2,104,99
421,4,2:26.0,O. Anunoby enters the game for C. Boucher,,104,99
422,4,2:26.0,N. Powell enters the game for R. Hollis-Jefferson,,104,99
423,4,2:26.0,,L. James makes free throw 2 of 2,104,100
424,4,2:02.0,F. VanVleet misses 2-pt layup from 5 ft (block by A. Davis),,104,100
425,4,2:00.0,Offensive rebound by P. Siakam,,104,100
426,4,1:58.0,P. Siakam misses 2-pt jump shot from 18 ft,,104,100
427,4,1:58.0,,Defensive rebound by L. James,104,100
428,4,1:50.0,,A. Davis misses 3-pt jump shot from 27 ft,104,100
429,4,1:46.0,,Offensive rebound by D. Green,104,100
430,4,1:44.0,,K. Kuzma misses 3-pt jump shot from 26 ft,104,100
431,4,1:39.0,Defensive rebound by F. VanVleet,,104,100
432,4,1:37.0,P. Siakam makes 2-pt dunk at rim (assist by F. VanVleet),,106,100
433,4,1:24.0,,K. Kuzma misses 3-pt jump shot from 27 ft,106,100
434,4,1:21.0,Defensive rebound by N. Powell,,106,100
435,4,1:18.0,P. Siakam makes 2-pt layup from 1 ft (assist by F. VanVleet),,108,100
436,4,1:18.0,,LA Lakers full timeout,108,100
437,4,1:10.0,,A. Davis misses 3-pt jump shot from 24 ft,108,100
438,4,1:05.0,Defensive rebound by P. Siakam,,108,100
439,4,1:01.0,Personal foul by A. Davis (drawn by P. Siakam),,108,100
440,4,0:59.0,Toronto full timeout,,108,100
441,4,0:58.0,Personal take foul by A. Davis (drawn by P. Siakam),,108,100
442,4,0:58.0,P. Siakam misses free throw 1 of 2,,108,100
443,4,0:58.0,Offensive rebound by Team,,108,100
444,4,0:58.0,P. Siakam makes free throw 2 of 2,,109,100
445,4,0:49.0,,D. Green misses 3-pt jump shot from 28 ft,109,100
446,4,0:47.0,Defensive rebound by O. Anunoby,,109,100
447,4,0:47.0,Personal take foul by A. Davis (drawn by O. Anunoby),,109,100
448,4,0:47.0,O. Anunoby makes free throw 1 of 2,,110,100
449,4,0:47.0,C. Boucher enters the game for M. Gasol,,110,100
450,4,0:47.0,,A. Caruso enters the game for A. Davis,110,100
451,4,0:47.0,,T. Daniels enters the game for L. James,110,100
452,4,0:47.0,O. Anunoby makes free throw 2 of 2,,111,100
453,4,0:40.0,,K. Kuzma makes 2-pt layup from 1 ft (assist by A. Caruso),111,102
454,4,0:40.0,R. Hollis-Jefferson enters the game for P. Siakam,,111,102
455,4,0:35.0,Personal foul by A. Bradley (drawn by F. VanVleet),,111,102
456,4,0:35.0,F. VanVleet makes free throw 1 of 2,,112,102
457,4,0:35.0,F. VanVleet makes free throw 2 of 2,,113,102
458,4,0:28.0,,K. Kuzma makes 2-pt hook shot from 6 ft,113,104
459,4,0:04.0,Turnover by Team (shot clock),,113,104
