,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,CHICAGO_ACTION,CHARLOTTE_SCORE,CHICAGO_SCORE
0,1,11:38.0,Turnover by P. Washington (lost ball; steal by L. Kornet),,0,0
1,1,11:25.0,,T. Young misses 2-pt layup from 1 ft,0,0
2,1,11:22.0,Defensive rebound by C. Zeller,,0,0
3,1,11:10.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by P. Washington),,3,0
4,1,10:51.0,,R. Arcidiacono misses 3-pt jump shot from 23 ft,3,0
5,1,10:47.0,Defensive rebound by C. Zeller,,3,0
6,1,10:40.0,Shooting foul by L. Kornet (drawn by P. Washington),,3,0
7,1,10:40.0,P. Washington makes free throw 1 of 2,,4,0
8,1,10:40.0,P. Washington makes free throw 2 of 2,,5,0
9,1,10:24.0,,R. Arcidiacono misses 3-pt jump shot from 24 ft,5,0
10,1,10:21.0,,Offensive rebound by T. Young,5,0
11,1,10:16.0,,Z. LaVine makes 2-pt layup at rim (assist by L. Kornet),5,2
12,1,10:02.0,M. Bridges misses 3-pt jump shot from 23 ft,,5,2
13,1,10:00.0,,Defensive rebound by T. Young,5,2
14,1,9:52.0,,Z. LaVine misses 2-pt jump shot from 15 ft,5,2
15,1,9:49.0,Defensive rebound by D. Graham,,5,2
16,1,9:31.0,Personal foul by L. Kornet (drawn by D. Graham),,5,2
17,1,9:25.0,P. Washington makes 2-pt layup from 2 ft (assist by D. Graham),,7,2
18,1,9:14.0,,Turnover by Z. LaVine (lost ball; steal by C. Zeller),7,2
19,1,9:09.0,Turnover by T. Rozier (bad pass; steal by T. Young),,7,2
20,1,9:05.0,,T. Satoranský makes 2-pt layup from 2 ft,7,4
21,1,9:05.0,,Shooting foul by P. Washington (drawn by T. Satoranský),7,4
22,1,9:05.0,,D. Gafford enters the game for L. Kornet,7,4
23,1,9:05.0,,T. Satoranský makes free throw 1 of 1,7,5
24,1,8:51.0,M. Bridges misses 2-pt layup from 2 ft,,7,5
25,1,8:50.0,,Defensive rebound by R. Arcidiacono,7,5
26,1,8:43.0,,Z. LaVine makes 2-pt layup at rim (assist by T. Satoranský),7,7
27,1,8:22.0,M. Bridges misses 2-pt jump shot from 13 ft,,7,7
28,1,8:20.0,Offensive rebound by P. Washington,,7,7
29,1,8:17.0,M. Bridges misses 2-pt layup from 1 ft,,7,7
30,1,8:15.0,,Defensive rebound by D. Gafford,7,7
31,1,8:03.0,,T. Young misses 2-pt jump shot from 20 ft,7,7
32,1,8:01.0,Defensive rebound by M. Bridges,,7,7
33,1,7:52.0,C. Zeller makes 2-pt layup from 2 ft (assist by D. Graham),,9,7
34,1,7:37.0,,D. Gafford makes 2-pt dunk from 1 ft (assist by T. Satoranský),9,9
35,1,7:23.0,D. Graham misses 2-pt jump shot from 8 ft,,9,9
36,1,7:22.0,Offensive rebound by C. Zeller,,9,9
37,1,7:22.0,Shooting foul by R. Arcidiacono (drawn by C. Zeller),,9,9
38,1,7:22.0,C. Zeller makes free throw 1 of 2,,10,9
39,1,7:22.0,C. Martin enters the game for M. Bridges,,10,9
40,1,7:22.0,M. Monk enters the game for D. Graham,,10,9
41,1,7:22.0,C. Zeller makes free throw 2 of 2,,11,9
42,1,7:02.0,,T. Young misses 3-pt jump shot from 23 ft,11,9
43,1,6:58.0,Defensive rebound by C. Zeller,,11,9
44,1,6:45.0,C. Zeller makes 2-pt dunk from 1 ft (assist by C. Martin),,13,9
45,1,6:33.0,,Z. LaVine makes 2-pt dunk from 1 ft,13,11
46,1,6:26.0,Personal foul by D. Gafford (drawn by C. Zeller),,13,11
47,1,6:26.0,,Chicago full timeout,13,11
48,1,6:26.0,B. Biyombo enters the game for C. Zeller,,13,11
49,1,6:26.0,,S. Harrison enters the game for R. Arcidiacono,13,11
50,1,6:26.0,,C. White enters the game for T. Satoranský,13,11
51,1,6:18.0,M. Monk makes 2-pt layup at rim,,15,11
52,1,5:59.0,,Z. LaVine misses 3-pt jump shot from 23 ft,15,11
53,1,5:54.0,Defensive rebound by T. Rozier,,15,11
54,1,5:49.0,P. Washington makes 3-pt jump shot from 26 ft (assist by T. Rozier),,18,11
55,1,5:34.0,,S. Harrison makes 2-pt layup from 1 ft (assist by D. Gafford),18,13
56,1,5:22.0,M. Monk misses 3-pt jump shot from 26 ft,,18,13
57,1,5:22.0,,Defensive rebound by T. Young,18,13
58,1,5:16.0,,Turnover by T. Young (bad pass; steal by T. Rozier),18,13
59,1,5:11.0,M. Monk makes 2-pt dunk from 1 ft (assist by C. Martin),,20,13
60,1,5:11.0,,T. Satoranský enters the game for T. Young,20,13
61,1,4:47.0,,T. Satoranský makes 2-pt jump shot from 14 ft,20,15
62,1,4:34.0,Personal foul by T. Satoranský (drawn by M. Monk),,20,15
63,1,4:34.0,M. Monk makes free throw 1 of 2,,21,15
64,1,4:34.0,M. Bridges enters the game for P. Washington,,21,15
65,1,4:34.0,,C. Felício enters the game for D. Gafford,21,15
66,1,4:34.0,M. Monk makes free throw 2 of 2,,22,15
67,1,4:20.0,,Z. LaVine misses 2-pt layup from 1 ft,22,15
68,1,4:18.0,Defensive rebound by M. Monk,,22,15
69,1,4:15.0,Shooting foul by T. Satoranský (drawn by M. Monk),,22,15
70,1,4:15.0,M. Monk makes free throw 1 of 2,,23,15
