,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MINNESOTA_ACTION,HOUSTON_SCORE,MINNESOTA_SCORE
0,1,11:44.0,,R. Covington makes 3-pt jump shot from 24 ft (assist by A. Wiggins),0,3
1,1,11:23.0,C. Capela misses 2-pt layup from 2 ft,,0,3
2,1,11:21.0,,Defensive rebound by S. Napier,0,3
3,1,11:14.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by A. Wiggins),0,6
4,1,11:03.0,J. Harden misses 2-pt jump shot from 7 ft,,0,6
5,1,10:59.0,,Defensive rebound by R. Covington,0,6
6,1,10:49.0,,A. Wiggins misses 3-pt jump shot from 25 ft,0,6
7,1,10:45.0,,Offensive rebound by J. Okogie,0,6
8,1,10:45.0,,Turnover by J. Okogie (bad pass; steal by P. Tucker),0,6
9,1,10:39.0,C. Capela misses 2-pt layup from 1 ft (block by K. Towns),,0,6
10,1,10:37.0,,Defensive rebound by A. Wiggins,0,6
11,1,10:34.0,,Turnover by A. Wiggins (lost ball; steal by P. Tucker),0,6
12,1,10:17.0,J. Harden misses 2-pt jump shot from 9 ft,,0,6
13,1,10:15.0,,Defensive rebound by A. Wiggins,0,6
14,1,10:10.0,,R. Covington misses 3-pt jump shot from 26 ft,0,6
15,1,10:05.0,Defensive rebound by Team,,0,6
16,1,9:52.0,B. McLemore misses 3-pt jump shot from 25 ft,,0,6
17,1,9:49.0,,Defensive rebound by R. Covington,0,6
18,1,9:48.0,,Turnover by S. Napier (bad pass),0,6
19,1,9:36.0,R. Westbrook misses 2-pt layup from 2 ft,,0,6
20,1,9:34.0,,Defensive rebound by R. Covington,0,6
21,1,9:16.0,,K. Towns misses 2-pt jump shot from 6 ft (block by J. Harden),0,6
22,1,9:15.0,Defensive rebound by Team,,0,6
23,1,9:11.0,C. Capela makes 2-pt dunk from 2 ft (assist by J. Harden),,2,6
24,1,9:11.0,Shooting foul by K. Towns (drawn by C. Capela),,2,6
25,1,9:11.0,C. Capela misses free throw 1 of 1,,2,6
26,1,9:09.0,,Defensive rebound by K. Towns,2,6
27,1,8:50.0,,Personal foul by P. Tucker (drawn by K. Towns),2,6
28,1,8:41.0,,A. Wiggins misses 2-pt jump shot from 7 ft (block by C. Capela),2,6
29,1,8:38.0,Defensive rebound by C. Capela,,2,6
30,1,8:33.0,J. Harden misses 3-pt jump shot from 26 ft,,2,6
31,1,8:30.0,Offensive rebound by C. Capela,,2,6
32,1,8:20.0,J. Harden makes 2-pt layup from 1 ft,,4,6
33,1,8:05.0,,K. Towns misses 3-pt jump shot from 26 ft,4,6
34,1,8:04.0,Defensive rebound by C. Capela,,4,6
35,1,7:48.0,J. Harden misses 2-pt layup from 2 ft (block by K. Towns),,4,6
36,1,7:46.0,,Defensive rebound by K. Towns,4,6
37,1,7:44.0,,Turnover by K. Towns (bad pass; steal by B. McLemore),4,6
38,1,7:41.0,Turnover by B. McLemore (bad pass; steal by S. Napier),,4,6
39,1,7:37.0,,J. Okogie makes 2-pt dunk from 1 ft (assist by S. Napier),4,8
40,1,7:28.0,R. Westbrook misses 2-pt layup from 3 ft,,4,8
41,1,7:25.0,,Defensive rebound by S. Napier,4,8
42,1,7:22.0,,R. Covington makes 2-pt layup from 1 ft (assist by S. Napier),4,10
43,1,7:22.0,Houston full timeout,,4,10
44,1,7:22.0,E. Gordon enters the game for B. McLemore,,4,10
45,1,7:22.0,D. House enters the game for P. Tucker,,4,10
46,1,7:16.0,R. Westbrook makes 2-pt layup from 1 ft,,6,10
47,1,7:16.0,Shooting foul by K. Towns (drawn by R. Westbrook),,6,10
48,1,7:16.0,,G. Dieng enters the game for K. Towns,6,10
49,1,7:16.0,R. Westbrook makes free throw 1 of 1,,7,10
50,1,6:56.0,,R. Covington misses 3-pt jump shot from 25 ft,7,10
51,1,6:53.0,Defensive rebound by D. House,,7,10
52,1,6:45.0,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),,9,10
53,1,6:29.0,,S. Napier misses 2-pt jump shot from 6 ft,9,10
54,1,6:24.0,,Offensive rebound by R. Covington,9,10
55,1,6:24.0,,R. Covington misses 2-pt layup at rim,9,10
56,1,6:24.0,,Offensive rebound by S. Napier,9,10
57,1,6:18.0,,R. Covington misses 2-pt layup from 2 ft,9,10
58,1,6:15.0,Defensive rebound by J. Harden,,9,10
59,1,6:06.0,R. Westbrook misses 2-pt jump shot from 15 ft,,9,10
60,1,6:00.0,,Defensive rebound by J. Okogie,9,10
61,1,5:52.0,,G. Dieng misses 2-pt jump shot from 6 ft,9,10
62,1,5:49.0,,Offensive rebound by J. Okogie,9,10
63,1,5:46.0,,Offensive foul by G. Dieng (drawn by C. Capela),9,10
64,1,5:46.0,,Turnover by G. Dieng (offensive foul),9,10
65,1,5:29.0,R. Westbrook makes 2-pt layup from 1 ft (assist by J. Harden),,11,10
66,1,5:17.0,,Personal foul by J. Harden (drawn by S. Napier),11,10
67,1,5:17.0,A. Rivers enters the game for C. Capela,,11,10
68,1,5:17.0,P. Tucker enters the game for R. Westbrook,,11,10
69,1,5:17.0,,J. Culver enters the game for A. Wiggins,11,10
70,1,5:10.0,,J. Culver misses 3-pt jump shot from 23 ft,11,10
71,1,5:07.0,Defensive rebound by J. Harden,,11,10
72,1,4:51.0,A. Rivers makes 3-pt jump shot from 24 ft (assist by J. Harden),,14,10
73,1,4:39.0,,Turnover by S. Napier (lost ball; steal by P. Tucker),14,10
74,1,4:32.0,D. House makes 3-pt jump shot from 23 ft (assist by A. Rivers),,17,10
75,1,4:30.0,,Minnesota full timeout,17,10
76,1,4:16.0,,R. Covington misses 2-pt layup from 2 ft,17,10
77,1,4:15.0,,Offensive rebound by Team,17,10
78,1,4:15.0,,A. Wiggins enters the game for J. Okogie,17,10
79,1,4:07.0,,A. Wiggins makes 2-pt layup from 1 ft,17,12
80,1,3:54.0,A. Rivers makes 2-pt layup from 1 ft (assist by P. Tucker),,19,12
81,1,3:38.0,,S. Napier makes 2-pt jump shot from 20 ft,19,14
82,1,3:27.0,A. Rivers makes 3-pt jump shot from 25 ft (assist by E. Gordon),,22,14
83,1,3:14.0,,Shooting foul by J. Harden (drawn by S. Napier),22,14
84,1,3:14.0,,S. Napier makes free throw 1 of 2,22,15
85,1,3:14.0,R. Westbrook enters the game for J. Harden,,22,15
86,1,3:14.0,,A. Crabbe enters the game for R. Covington,22,15
87,1,3:14.0,,S. Napier makes free throw 2 of 2,22,16
88,1,3:07.0,Personal foul by A. Wiggins (drawn by E. Gordon),,22,16
89,1,3:07.0,,K. Bates-Diop enters the game for G. Dieng,22,16
90,1,2:58.0,D. House misses 3-pt jump shot from 26 ft,,22,16
91,1,2:53.0,,Defensive rebound by A. Wiggins,22,16
92,1,2:46.0,,S. Napier makes 2-pt layup from 1 ft,22,18
93,1,2:37.0,R. Westbrook makes 2-pt jump shot from 20 ft,,24,18
94,1,2:22.0,,A. Wiggins misses 2-pt jump shot from 20 ft,24,18
95,1,2:20.0,Defensive rebound by D. House,,24,18
96,1,2:10.0,R. Westbrook makes 2-pt layup from 1 ft,,26,18
97,1,2:10.0,Shooting foul by K. Bates-Diop (drawn by R. Westbrook),,26,18
98,1,2:10.0,,J. McLaughlin enters the game for S. Napier,26,18
99,1,2:10.0,R. Westbrook makes free throw 1 of 1,,27,18
100,1,1:52.0,,J. McLaughlin makes 2-pt layup from 1 ft (assist by K. Bates-Diop),27,20
101,1,1:42.0,E. Gordon misses 3-pt jump shot from 26 ft,,27,20
102,1,1:39.0,,Defensive rebound by J. Culver,27,20
103,1,1:34.0,,J. Culver misses 2-pt layup from 2 ft,27,20
104,1,1:33.0,Defensive rebound by E. Gordon,,27,20
105,1,1:17.0,R. Westbrook makes 2-pt jump shot from 9 ft,,29,20
106,1,1:06.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by J. McLaughlin),29,23
107,1,0:55.0,A. Rivers makes 2-pt layup at rim (assist by R. Westbrook),,31,23
108,1,0:48.0,,K. Bates-Diop makes 2-pt layup from 1 ft (assist by A. Wiggins),31,25
109,1,0:48.0,,Shooting foul by A. Rivers (drawn by K. Bates-Diop),31,25
110,1,0:48.0,,K. Bates-Diop makes free throw 1 of 1,31,26
111,1,0:40.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by R. Westbrook),,34,26
112,1,0:37.0,,Turnover by J. McLaughlin (lost ball; steal by A. Rivers),34,26
