,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DENVER_ACTION,BROOKLYN_SCORE,DENVER_SCORE
32,1,6:33.0,Defensive rebound by K. Irving,,12,16
33,1,6:28.0,G. Temple misses 2-pt layup from 1 ft,,12,16
34,1,6:26.0,,Defensive rebound by J. Murray,12,16
35,1,6:22.0,,W. Barton misses 3-pt jump shot from 25 ft,12,16
36,1,6:19.0,Defensive rebound by G. Temple,,12,16
37,1,6:15.0,T. Prince makes 3-pt jump shot from 22 ft (assist by K. Irving),,15,16
38,1,5:55.0,,P. Millsap misses 2-pt hook shot from 8 ft,15,16
39,1,5:53.0,Defensive rebound by T. Prince,,15,16
40,1,5:48.0,T. Prince misses 3-pt jump shot from 25 ft,,15,16
41,1,5:45.0,,Defensive rebound by N. Jokić,15,16
42,1,5:41.0,,Personal foul by T. Prince (drawn by P. Millsap),15,16
43,1,5:41.0,S. Dinwiddie enters the game for J. Harris,,15,16
44,1,5:41.0,,J. Grant enters the game for P. Millsap,15,16
45,1,5:41.0,,Technical foul by T. Prince,15,16
46,1,5:41.0,,J. Murray makes technical free throw,15,17
47,1,5:28.0,,W. Barton misses 2-pt jump shot from 13 ft,15,17
48,1,5:24.0,Defensive rebound by J. Allen,,15,17
49,1,5:12.0,J. Allen makes 2-pt dunk from 1 ft (assist by K. Irving),,17,17
50,1,4:54.0,,J. Murray makes 3-pt jump shot from 26 ft (assist by W. Barton),17,20
51,1,4:30.0,S. Dinwiddie misses 3-pt jump shot from 28 ft,,17,20
52,1,4:28.0,,Defensive rebound by N. Jokić,17,20
53,1,4:19.0,,J. Grant misses 3-pt jump shot from 23 ft,17,20
54,1,4:15.0,Defensive rebound by K. Irving,,17,20
55,1,4:08.0,J. Allen makes 2-pt layup from 2 ft (assist by K. Irving),,19,20
56,1,3:46.0,,J. Murray misses 3-pt jump shot from 25 ft,19,20
57,1,3:43.0,Defensive rebound by J. Allen,,19,20
58,1,3:33.0,J. Allen makes 2-pt hook shot from 3 ft (assist by K. Irving),,21,20
59,1,3:33.0,,Denver full timeout,21,20
60,1,3:33.0,N. Claxton enters the game for J. Allen,,21,20
61,1,3:33.0,J. Harris enters the game for K. Irving,,21,20
62,1,3:33.0,D. Jordan enters the game for T. Prince,,21,20
63,1,3:33.0,D. Musa enters the game for G. Temple,,21,20
64,1,3:33.0,,J. Hernangómez enters the game for W. Barton,21,20
65,1,3:33.0,,M. Morris enters the game for J. Murray,21,20
66,1,3:22.0,,N. Jokić misses 2-pt jump shot from 19 ft,21,20
67,1,3:20.0,Defensive rebound by D. Jordan,,21,20
68,1,3:10.0,Turnover by J. Harris (lost ball; steal by G. Harris),,21,20
69,1,3:07.0,,G. Harris makes 2-pt dunk at rim (assist by J. Hernangómez),21,22
70,1,2:46.0,N. Claxton misses 3-pt jump shot from 23 ft,,21,22
71,1,2:44.0,Offensive rebound by D. Jordan,,21,22
72,1,2:41.0,N. Claxton makes 2-pt dunk from 1 ft (assist by D. Jordan),,23,22
73,1,2:33.0,,N. Jokić misses 3-pt jump shot from 25 ft,23,22
74,1,2:30.0,Defensive rebound by N. Claxton,,23,22
75,1,2:23.0,D. Musa makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),,26,22
76,1,2:06.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by M. Morris),26,25
77,1,1:53.0,J. Harris misses 3-pt jump shot from 25 ft,,26,25
78,1,1:49.0,,Defensive rebound by N. Jokić,26,25
79,1,1:43.0,,N. Jokić misses 3-pt jump shot from 25 ft,26,25
80,1,1:41.0,Defensive rebound by S. Dinwiddie,,26,25
81,1,1:36.0,Shooting foul by N. Jokić (drawn by S. Dinwiddie),,26,25
82,1,1:36.0,S. Dinwiddie makes free throw 1 of 2,,27,25
83,1,1:36.0,,M. Plumlee enters the game for G. Harris,27,25
84,1,1:36.0,,M. Porter enters the game for N. Jokić,27,25
85,1,1:36.0,S. Dinwiddie misses free throw 2 of 2,,27,25
86,1,1:33.0,,Defensive rebound by M. Plumlee,27,25
87,1,1:21.0,,M. Porter misses 3-pt jump shot from 22 ft,27,25
88,1,1:18.0,Defensive rebound by D. Jordan,,27,25
89,1,1:09.0,J. Harris makes 2-pt layup from 2 ft (assist by D. Jordan),,29,25
90,1,0:59.0,,M. Morris misses 2-pt jump shot from 18 ft,29,25
91,1,0:58.0,Defensive rebound by D. Jordan,,29,25
92,1,0:49.0,D. Musa makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,32,25
93,1,0:37.0,,J. Grant makes 3-pt jump shot from 24 ft (assist by M. Morris),32,28
94,1,0:30.0,S. Dinwiddie makes 3-pt jump shot from 26 ft,,35,28
95,1,0:06.0,,M. Morris misses 3-pt jump shot from 25 ft,35,28
96,1,0:02.0,,Offensive rebound by M. Porter,35,28
97,1,0:00.0,,M. Porter misses 2-pt layup from 3 ft,35,28
98,1,0:00.0,Defensive rebound by D. Jordan,,35,28
99,2,11:49.0,,M. Morris misses 2-pt jump shot from 10 ft (block by D. Jordan),35,28
100,2,11:47.0,,Offensive rebound by M. Morris,35,28
101,2,11:44.0,,M. Morris misses 2-pt jump shot from 13 ft,35,28
102,2,11:42.0,Defensive rebound by D. Jordan,,35,28
103,2,11:31.0,Turnover by D. Musa (bad pass; steal by M. Morris),,35,28
104,2,11:26.0,,M. Morris makes 2-pt jump shot from 12 ft (assist by M. Plumlee),35,30
105,2,11:02.0,D. Jordan misses 2-pt dunk from 2 ft (block by J. Grant),,35,30
106,2,10:59.0,,Defensive rebound by J. Hernangómez,35,30
107,2,10:53.0,,J. Hernangómez misses 3-pt jump shot from 26 ft,35,30
108,2,10:49.0,Defensive rebound by N. Claxton,,35,30
109,2,10:42.0,J. Harris makes 3-pt jump shot from 26 ft (assist by D. Musa),,38,30
110,2,10:26.0,,M. Plumlee misses 2-pt jump shot from 15 ft,38,30
111,2,10:23.0,Defensive rebound by D. Musa,,38,30
112,2,10:10.0,S. Dinwiddie misses 2-pt layup from 2 ft,,38,30
113,2,10:08.0,,Defensive rebound by J. Hernangómez,38,30
114,2,9:56.0,,J. Grant makes 2-pt layup from 2 ft (assist by M. Morris),38,32
115,2,9:56.0,Brooklyn full timeout,,38,32
116,2,9:56.0,D. Nwaba enters the game for N. Claxton,,38,32
117,2,9:56.0,G. Temple enters the game for D. Musa,,38,32
118,2,9:56.0,,W. Barton enters the game for M. Porter,38,32
119,2,9:44.0,J. Harris misses 3-pt jump shot from 25 ft,,38,32
120,2,9:41.0,,Defensive rebound by J. Hernangómez,38,32
121,2,9:32.0,,M. Plumlee misses 2-pt layup from 2 ft,38,32
122,2,9:30.0,Defensive rebound by D. Jordan,,38,32
123,2,9:15.0,G. Temple misses 2-pt layup from 4 ft,,38,32
124,2,9:13.0,,Defensive rebound by J. Grant,38,32
125,2,9:10.0,,Shooting foul by S. Dinwiddie (drawn by M. Morris),38,32
126,2,9:10.0,,M. Morris makes free throw 1 of 2,38,33
127,2,9:10.0,,M. Morris misses free throw 2 of 2,38,33
128,2,9:08.0,Defensive rebound by D. Jordan,,38,33
129,2,8:46.0,J. Harris misses 2-pt jump shot from 6 ft,,38,33
130,2,8:45.0,,Defensive rebound by M. Plumlee,38,33
131,2,8:35.0,,W. Barton misses 2-pt jump shot from 8 ft,38,33
132,2,8:32.0,Defensive rebound by G. Temple,,38,33
133,2,8:29.0,S. Dinwiddie makes 2-pt layup from 1 ft,,40,33
134,2,8:29.0,Shooting foul by M. Plumlee (drawn by S. Dinwiddie),,40,33
135,2,8:29.0,S. Dinwiddie makes free throw 1 of 1,,41,33
136,2,8:11.0,,J. Grant makes 2-pt jump shot from 8 ft,41,35
137,2,8:02.0,S. Dinwiddie makes 2-pt jump shot from 7 ft,,43,35
138,2,7:51.0,,M. Plumlee misses 2-pt jump shot from 11 ft,43,35
139,2,7:46.0,Defensive rebound by D. Nwaba,,43,35
140,2,7:38.0,D. Nwaba makes 2-pt jump shot from 8 ft (assist by S. Dinwiddie),,45,35
141,2,7:38.0,,Denver full timeout,45,35
142,2,7:38.0,K. Irving enters the game for S. Dinwiddie,,45,35
143,2,7:38.0,,G. Harris enters the game for J. Grant,45,35
144,2,7:38.0,,N. Jokić enters the game for J. Hernangómez,45,35
145,2,7:38.0,,P. Millsap enters the game for M. Morris,45,35
146,2,7:38.0,,J. Murray enters the game for M. Plumlee,45,35
147,2,7:25.0,,G. Harris misses 2-pt jump shot from 13 ft,45,35
148,2,7:23.0,Defensive rebound by Team,,45,35
149,2,7:05.0,J. Harris makes 2-pt jump shot from 5 ft,,47,35
150,2,6:52.0,,N. Jokić makes 2-pt jump shot from 5 ft (assist by J. Murray),47,37
151,2,6:31.0,G. Temple misses 3-pt jump shot from 22 ft,,47,37
152,2,6:26.0,Offensive rebound by D. Nwaba,,47,37
153,2,6:18.0,J. Harris misses 2-pt layup from 2 ft,,47,37
154,2,6:16.0,,Defensive rebound by G. Harris,47,37
155,2,6:03.0,,W. Barton misses 3-pt jump shot from 23 ft,47,37
156,2,6:01.0,,Offensive rebound by N. Jokić,47,37
157,2,5:59.0,,P. Millsap misses 3-pt jump shot from 23 ft,47,37
158,2,5:54.0,Defensive rebound by D. Jordan,,47,37
159,2,5:49.0,Turnover by G. Temple (bad pass; steal by J. Murray),,47,37
160,2,5:42.0,,J. Murray misses 3-pt jump shot from 25 ft,47,37
161,2,5:39.0,Defensive rebound by D. Nwaba,,47,37
162,2,5:35.0,Brooklyn full timeout,,47,37
163,2,5:35.0,J. Allen enters the game for J. Harris,,47,37
164,2,5:35.0,S. Dinwiddie enters the game for D. Jordan,,47,37
165,2,5:35.0,T. Prince enters the game for D. Nwaba,,47,37
166,2,5:30.0,K. Irving misses 3-pt jump shot from 25 ft,,47,37
167,2,5:28.0,,Defensive rebound by Team,47,37
168,2,5:11.0,,W. Barton misses 2-pt layup from 1 ft,47,37
169,2,5:08.0,Defensive rebound by T. Prince,,47,37
170,2,4:50.0,T. Prince makes 2-pt jump shot from 17 ft,,49,37
171,2,4:31.0,,N. Jokić makes 2-pt jump shot from 9 ft (assist by J. Murray),49,39
172,2,4:08.0,G. Temple makes 3-pt jump shot from 23 ft (assist by T. Prince),,52,39
173,2,3:56.0,,N. Jokić misses 2-pt jump shot from 22 ft,52,39
174,2,3:52.0,Defensive rebound by T. Prince,,52,39
175,2,3:46.0,J. Allen misses 2-pt jump shot from 1 ft,,52,39
176,2,3:46.0,Offensive rebound by Team,,52,39
177,2,3:38.0,T. Prince makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,55,39
178,2,3:36.0,,Denver full timeout,55,39
179,2,3:12.0,,J. Murray misses 3-pt jump shot from 25 ft,55,39
180,2,3:08.0,Defensive rebound by K. Irving,,55,39
181,2,3:04.0,K. Irving misses 2-pt layup from 2 ft,,55,39
182,2,3:02.0,,Defensive rebound by N. Jokić,55,39
183,2,2:53.0,,P. Millsap makes 2-pt dunk from 1 ft,55,41
184,2,2:43.0,K. Irving misses 3-pt jump shot from 25 ft,,55,41
185,2,2:41.0,,Defensive rebound by N. Jokić,55,41
186,2,2:32.0,,Shooting foul by G. Temple (drawn by P. Millsap),55,41
187,2,2:32.0,,P. Millsap makes free throw 1 of 2,55,42
188,2,2:32.0,J. Harris enters the game for G. Temple,,55,42
189,2,2:32.0,,P. Millsap misses free throw 2 of 2,55,42
190,2,2:30.0,Defensive rebound by T. Prince,,55,42
191,2,2:13.0,Shooting foul by P. Millsap (drawn by J. Allen),,55,42
192,2,2:13.0,J. Allen misses free throw 1 of 2,,55,42
193,2,2:13.0,Offensive rebound by Team,,55,42
194,2,2:13.0,J. Allen misses free throw 2 of 2,,55,42
195,2,2:11.0,,Defensive rebound by P. Millsap,55,42
196,2,2:00.0,,W. Barton misses 2-pt jump shot from 4 ft,55,42
197,2,1:56.0,,Offensive rebound by P. Millsap,55,42
198,2,1:55.0,,P. Millsap misses 2-pt layup from 2 ft,55,42
199,2,1:52.0,Defensive rebound by T. Prince,,55,42
200,2,1:40.0,J. Allen makes 2-pt layup from 2 ft (assist by K. Irving),,57,42
201,2,1:22.0,,Personal foul by S. Dinwiddie (drawn by J. Murray),57,42
202,2,1:15.0,,P. Millsap makes 2-pt layup from 1 ft (assist by W. Barton),57,44
203,2,1:02.0,T. Prince misses 3-pt jump shot from 26 ft,,57,44
204,2,0:59.0,,Defensive rebound by W. Barton,57,44
205,2,0:48.0,,N. Jokić makes 2-pt hook shot from 4 ft,57,46
206,2,0:39.0,K. Irving makes 2-pt jump shot from 9 ft,,59,46
207,2,0:31.0,,J. Murray misses 2-pt jump shot from 15 ft,59,46
208,2,0:28.0,Defensive rebound by T. Prince,,59,46
209,2,0:08.0,T. Prince makes 2-pt layup from 2 ft (assist by K. Irving),,61,46
210,2,0:02.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by J. Murray),61,49
211,3,11:48.0,,Turnover by J. Murray (bad pass; steal by J. Harris),61,49
212,3,11:40.0,T. Prince misses 3-pt jump shot from 23 ft,,61,49
213,3,11:38.0,Offensive rebound by Team,,61,49
214,3,11:38.0,,Loose ball foul by N. Jokić (drawn by J. Allen),61,49
215,3,11:30.0,J. Allen misses 2-pt hook shot from 5 ft,,61,49
216,3,11:29.0,,Defensive rebound by G. Harris,61,49
217,3,11:20.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),61,51
218,3,11:05.0,K. Irving misses 2-pt jump shot from 12 ft,,61,51
219,3,11:01.0,,Defensive rebound by G. Harris,61,51
220,3,11:00.0,Flagrant foul type 1 by G. Harris (drawn by G. Temple),,61,51
221,3,11:00.0,,Turnover by G. Harris (turnover),61,51
222,3,11:00.0,,Instant Replay (Request: Ruling Stands),61,51
223,3,11:00.0,G. Temple makes flagrant free throw 1 of 2,,62,51
224,3,11:00.0,G. Temple makes flagrant free throw 2 of 2,,63,51
225,3,11:00.0,S. Dinwiddie enters the game for G. Temple,,63,51
226,3,10:43.0,J. Allen misses 3-pt jump shot from 22 ft,,63,51
227,3,10:40.0,Offensive rebound by J. Harris,,63,51
228,3,10:36.0,J. Allen makes 2-pt dunk from 1 ft (assist by T. Prince),,65,51
229,3,10:14.0,,P. Millsap misses 2-pt jump shot from 4 ft,65,51
230,3,10:10.0,,Offensive rebound by P. Millsap,65,51
231,3,10:10.0,,P. Millsap misses 2-pt layup from 1 ft,65,51
232,3,10:10.0,Defensive rebound by J. Harris,,65,51
233,3,10:06.0,J. Harris misses 2-pt layup from 2 ft,,65,51
234,3,10:06.0,Offensive rebound by J. Allen,,65,51
235,3,10:06.0,Shooting foul by P. Millsap (drawn by J. Allen),,65,51
236,3,10:06.0,J. Allen makes free throw 1 of 2,,66,51
237,3,10:06.0,J. Allen makes free throw 2 of 2,,67,51
238,3,9:43.0,,N. Jokić makes 2-pt hook shot from 2 ft,67,53
239,3,9:30.0,S. Dinwiddie misses 2-pt jump shot from 8 ft,,67,53
240,3,9:27.0,,Defensive rebound by N. Jokić,67,53
241,3,9:23.0,,W. Barton makes 2-pt jump shot from 11 ft,67,55
242,3,9:08.0,T. Prince misses 3-pt jump shot from 26 ft,,67,55
243,3,9:06.0,,Defensive rebound by W. Barton,67,55
244,3,9:00.0,,W. Barton misses 3-pt jump shot from 26 ft,67,55
245,3,8:57.0,,Offensive rebound by P. Millsap,67,55
246,3,8:46.0,,Personal foul by J. Harris (drawn by J. Murray),67,55
247,3,8:36.0,,N. Jokić makes 2-pt jump shot from 12 ft,67,57
248,3,8:19.0,S. Dinwiddie misses 3-pt jump shot from 24 ft,,67,57
249,3,8:16.0,,Defensive rebound by W. Barton,67,57
250,3,8:08.0,,Personal foul by K. Irving (drawn by N. Jokić),67,57
251,3,8:08.0,D. Musa enters the game for J. Harris,,67,57
252,3,7:58.0,,J. Murray misses 2-pt layup from 4 ft (block by J. Allen),67,57
253,3,7:56.0,Defensive rebound by K. Irving,,67,57
254,3,7:53.0,T. Prince misses 2-pt layup from 5 ft,,67,57
255,3,7:50.0,,Defensive rebound by P. Millsap,67,57
256,3,7:41.0,,Offensive foul by P. Millsap (drawn by K. Irving),67,57
257,3,7:41.0,,Turnover by P. Millsap (offensive foul),67,57
258,3,7:41.0,Brooklyn full timeout,,67,57
259,3,7:30.0,K. Irving makes 2-pt jump shot from 9 ft,,69,57
260,3,7:12.0,,G. Harris makes 3-pt jump shot from 26 ft,69,60
261,3,6:56.0,Shooting foul by N. Jokić (drawn by D. Musa),,69,60
262,3,6:56.0,D. Musa makes free throw 1 of 2,,70,60
263,3,6:56.0,D. Musa makes free throw 2 of 2,,71,60
264,3,6:45.0,,J. Murray misses 2-pt jump shot from 15 ft,71,60
265,3,6:41.0,Defensive rebound by J. Allen,,71,60
266,3,6:37.0,Turnover by T. Prince (traveling),,71,60
267,3,6:37.0,,M. Plumlee enters the game for N. Jokić,71,60
268,3,6:34.0,,Personal foul by K. Irving (drawn by W. Barton),71,60
269,3,6:21.0,,Turnover by J. Murray (bad pass; steal by K. Irving),71,60
270,3,6:17.0,K. Irving makes 2-pt layup from 1 ft,,73,60
271,3,6:01.0,,P. Millsap makes 3-pt jump shot from 23 ft (assist by J. Murray),73,63
272,3,5:44.0,D. Musa misses 2-pt layup from 3 ft,,73,63
273,3,5:43.0,,Defensive rebound by P. Millsap,73,63
274,3,5:37.0,,G. Harris misses 3-pt jump shot from 22 ft,73,63
275,3,5:32.0,Defensive rebound by D. Musa,,73,63
276,3,5:30.0,Turnover by D. Musa (lost ball; steal by G. Harris),,73,63
277,3,5:24.0,,J. Murray misses 2-pt jump shot from 3 ft,73,63
278,3,5:22.0,Defensive rebound by J. Allen,,73,63
279,3,5:19.0,Turnover by D. Musa (traveling),,73,63
280,3,5:05.0,,M. Plumlee makes 2-pt hook shot from 3 ft (assist by P. Millsap),73,65
281,3,4:45.0,S. Dinwiddie misses 2-pt layup from 4 ft,,73,65
282,3,4:45.0,,Defensive rebound by Team,73,65
283,3,4:45.0,D. Jordan enters the game for J. Allen,,73,65
284,3,4:45.0,,J. Hernangómez enters the game for W. Barton,73,65
285,3,4:45.0,,M. Morris enters the game for J. Murray,73,65
286,3,4:21.0,,M. Plumlee misses 3-pt jump shot from 23 ft,73,65
287,3,4:18.0,,Offensive rebound by P. Millsap,73,65
288,3,4:17.0,,P. Millsap makes 2-pt layup from 2 ft,73,67
289,3,4:17.0,,Shooting foul by T. Prince (drawn by P. Millsap),73,67
290,3,4:17.0,N. Claxton enters the game for T. Prince,,73,67
291,3,4:17.0,,P. Millsap makes free throw 1 of 1,73,68
292,3,4:03.0,K. Irving misses 3-pt jump shot from 25 ft,,73,68
293,3,4:00.0,,Defensive rebound by M. Morris,73,68
294,3,3:57.0,,M. Morris makes 2-pt jump shot from 17 ft,73,70
295,3,3:43.0,K. Irving makes 2-pt jump shot from 13 ft,,75,70
296,3,3:32.0,,M. Morris misses 2-pt jump shot from 19 ft,75,70
297,3,3:30.0,,Offensive rebound by M. Plumlee,75,70
298,3,3:26.0,,P. Millsap misses 3-pt jump shot from 23 ft,75,70
299,3,3:26.0,,Offensive rebound by M. Plumlee,75,70
300,3,3:19.0,,M. Plumlee makes 2-pt dunk from 1 ft,75,72
301,3,3:00.0,S. Dinwiddie makes 2-pt layup from 1 ft,,77,72
302,3,2:38.0,,Turnover by M. Plumlee (3 sec),77,72
303,3,2:38.0,,Denver full timeout,77,72
304,3,2:38.0,J. Harris enters the game for K. Irving,,77,72
305,3,2:38.0,,J. Grant enters the game for P. Millsap,77,72
306,3,2:26.0,N. Claxton misses 3-pt jump shot from 23 ft,,77,72
307,3,2:23.0,,Defensive rebound by M. Plumlee,77,72
308,3,2:20.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by M. Plumlee),77,75
309,3,2:04.0,S. Dinwiddie misses 2-pt jump shot from 12 ft,,77,75
310,3,2:02.0,,Defensive rebound by J. Grant,77,75
311,3,1:53.0,,J. Grant misses 3-pt jump shot from 25 ft,77,75
312,3,1:50.0,Defensive rebound by J. Harris,,77,75
313,3,1:33.0,J. Harris misses 2-pt layup from 4 ft (block by G. Harris),,77,75
314,3,1:31.0,,Defensive rebound by J. Grant,77,75
315,3,1:29.0,,M. Morris misses 2-pt jump shot from 17 ft,77,75
316,3,1:26.0,,Offensive rebound by J. Hernangómez,77,75
317,3,1:15.0,,J. Hernangómez makes 2-pt layup from 2 ft (assist by M. Morris),77,77
318,3,1:03.0,S. Dinwiddie misses 2-pt layup from 1 ft,,77,77
319,3,1:01.0,,Defensive rebound by J. Grant,77,77
320,3,0:55.0,,J. Grant misses 2-pt dunk from 2 ft,77,77
321,3,0:53.0,Defensive rebound by N. Claxton,,77,77
322,3,0:52.0,Personal take foul by M. Plumlee (drawn by D. Musa),,77,77
323,3,0:52.0,D. Musa makes free throw 1 of 2,,78,77
324,3,0:52.0,G. Temple enters the game for J. Harris,,78,77
325,3,0:52.0,D. Musa makes free throw 2 of 2,,79,77
326,3,0:38.0,,G. Harris misses 2-pt jump shot from 16 ft,79,77
327,3,0:36.0,Defensive rebound by Team,,79,77
328,3,0:28.0,D. Musa misses 2-pt layup from 2 ft,,79,77
329,3,0:26.0,,Defensive rebound by J. Hernangómez,79,77
330,3,0:07.0,,J. Grant makes 2-pt layup from 2 ft (assist by M. Morris),79,79
331,3,0:00.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,79,79
332,3,0:00.0,Offensive rebound by Team,,79,79
333,4,11:39.0,G. Temple makes 2-pt jump shot from 7 ft (assist by D. Jordan),,81,79
334,4,11:23.0,,M. Plumlee makes 2-pt dunk from 2 ft (assist by W. Barton),81,81
335,4,11:04.0,Shooting foul by M. Plumlee (drawn by S. Dinwiddie),,81,81
336,4,11:04.0,S. Dinwiddie makes free throw 1 of 2,,82,81
337,4,11:04.0,S. Dinwiddie makes free throw 2 of 2,,83,81
338,4,10:52.0,,J. Hernangómez misses 2-pt layup from 3 ft,83,81
339,4,10:50.0,Defensive rebound by D. Jordan,,83,81
340,4,10:43.0,S. Dinwiddie misses 2-pt layup from 2 ft,,83,81
341,4,10:41.0,,Defensive rebound by J. Grant,83,81
342,4,10:38.0,,Personal foul by S. Dinwiddie (drawn by W. Barton),83,81
343,4,10:30.0,,M. Morris makes 2-pt jump shot from 10 ft,83,83
344,4,10:13.0,G. Temple misses 2-pt jump shot from 8 ft,,83,83
345,4,10:10.0,,Defensive rebound by M. Morris,83,83
346,4,10:02.0,,M. Plumlee misses 2-pt jump shot from 11 ft,83,83
347,4,10:01.0,Defensive rebound by D. Jordan,,83,83
348,4,9:53.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,83,83
349,4,9:50.0,,Defensive rebound by W. Barton,83,83
350,4,9:30.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by W. Barton),83,86
351,4,9:16.0,Brooklyn full timeout,,83,86
352,4,9:16.0,J. Allen enters the game for S. Dinwiddie,,83,86
353,4,9:16.0,K. Irving enters the game for D. Jordan,,83,86
354,4,9:06.0,K. Irving misses 2-pt jump shot from 10 ft,,83,86
355,4,9:02.0,,Defensive rebound by J. Hernangómez,83,86
356,4,8:46.0,,J. Grant misses 2-pt layup from 1 ft,83,86
357,4,8:44.0,Defensive rebound by J. Allen,,83,86
358,4,8:38.0,D. Musa misses 3-pt jump shot from 25 ft,,83,86
359,4,8:34.0,,Defensive rebound by M. Plumlee,83,86
360,4,8:25.0,,M. Plumlee makes 2-pt dunk from 2 ft (assist by M. Morris),83,88
361,4,8:07.0,G. Temple misses 2-pt layup from 3 ft,,83,88
362,4,8:05.0,Offensive rebound by G. Temple,,83,88
363,4,8:02.0,G. Temple misses 2-pt layup from 2 ft (block by J. Grant),,83,88
364,4,8:00.0,,Defensive rebound by J. Hernangómez,83,88
365,4,7:42.0,,W. Barton makes 2-pt jump shot from 19 ft (assist by M. Morris),83,90
366,4,7:19.0,J. Allen makes 2-pt dunk from 1 ft (assist by K. Irving),,85,90
367,4,7:18.0,Violation by Team (delay of game),,85,90
368,4,7:07.0,,W. Barton makes 2-pt jump shot from 2 ft,85,92
369,4,6:56.0,Personal foul by W. Barton (drawn by J. Allen),,85,92
370,4,6:56.0,Instant Replay (Request: Ruling Stands),,85,92
371,4,6:56.0,J. Harris enters the game for D. Musa,,85,92
372,4,6:48.0,K. Irving makes 2-pt layup from 3 ft,,87,92
373,4,6:30.0,,J. Grant misses 3-pt jump shot from 23 ft,87,92
374,4,6:27.0,,Offensive rebound by J. Hernangómez,87,92
375,4,6:20.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by J. Hernangómez),87,94
376,4,6:20.0,,Violation by Team (delay of game),87,94
377,4,6:09.0,K. Irving misses 2-pt jump shot from 19 ft,,87,94
378,4,6:07.0,,Defensive rebound by W. Barton,87,94
379,4,5:51.0,,M. Morris misses 2-pt jump shot from 16 ft,87,94
380,4,5:48.0,Defensive rebound by J. Allen,,87,94
381,4,5:43.0,K. Irving misses 2-pt layup from 2 ft,,87,94
382,4,5:41.0,,Defensive rebound by M. Plumlee,87,94
383,4,5:29.0,,J. Hernangómez misses 3-pt jump shot from 23 ft,87,94
384,4,5:25.0,Defensive rebound by K. Irving,,87,94
385,4,5:20.0,Offensive foul by J. Harris (drawn by M. Plumlee),,87,94
386,4,5:20.0,Turnover by J. Harris (offensive foul),,87,94
