,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CHICAGO_ACTION,MILWAUKEE_SCORE,CHICAGO_SCORE
0,1,11:46.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by W. Matthews),,2,0
1,1,11:21.0,,T. Satoranský makes 3-pt jump shot from 26 ft (assist by C. Hutchison),2,3
2,1,11:05.0,D. DiVincenzo makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,5,3
3,1,10:49.0,,T. Satoranský makes 2-pt jump shot from 7 ft,5,5
4,1,10:39.0,B. Lopez misses 3-pt jump shot from 25 ft,,5,5
5,1,10:39.0,,Defensive rebound by C. Hutchison,5,5
6,1,10:29.0,,Turnover by C. Hutchison (bad pass; steal by D. DiVincenzo),5,5
7,1,10:28.0,Turnover by G. Antetokounmpo (bad pass),,5,5
8,1,10:15.0,,Z. LaVine misses 2-pt jump shot from 22 ft,5,5
9,1,10:12.0,Defensive rebound by G. Antetokounmpo,,5,5
10,1,10:09.0,Personal foul by T. Satoranský (drawn by G. Antetokounmpo),,5,5
11,1,10:07.0,Offensive foul by G. Antetokounmpo (drawn by L. Markkanen),,5,5
12,1,10:07.0,Turnover by G. Antetokounmpo (offensive foul),,5,5
13,1,9:56.0,,W. Carter makes 2-pt dunk from 1 ft (assist by T. Satoranský),5,7
14,1,9:43.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,5,7
15,1,9:40.0,,Defensive rebound by W. Carter,5,7
16,1,9:34.0,,L. Markkanen misses 3-pt jump shot from 26 ft,5,7
17,1,9:29.0,Defensive rebound by E. Bledsoe,,5,7
18,1,9:24.0,G. Antetokounmpo makes 3-pt jump shot from 26 ft,,8,7
19,1,9:03.0,,C. Hutchison misses 2-pt jump shot from 4 ft,8,7
20,1,9:02.0,Defensive rebound by B. Lopez,,8,7
21,1,8:52.0,Shooting foul by L. Markkanen (drawn by G. Antetokounmpo),,8,7
22,1,8:52.0,G. Antetokounmpo misses free throw 1 of 2,,8,7
23,1,8:52.0,Offensive rebound by Team,,8,7
24,1,8:52.0,G. Antetokounmpo misses free throw 2 of 2,,8,7
25,1,8:50.0,,Defensive rebound by Z. LaVine,8,7
26,1,8:40.0,,Turnover by L. Markkanen (bad pass),8,7
27,1,8:28.0,Turnover by G. Antetokounmpo (bad pass; steal by L. Markkanen),,8,7
28,1,8:18.0,,Z. LaVine makes 2-pt layup from 1 ft,8,9
29,1,8:03.0,Shooting foul by W. Carter (drawn by D. DiVincenzo),,8,9
30,1,8:03.0,D. DiVincenzo makes free throw 1 of 2,,9,9
