,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CHARLOTTE_ACTION,NEW YORK_SCORE,CHARLOTTE_SCORE
0,1,11:33.0,,Turnover by Team (shot clock),0,0
1,1,11:25.0,Turnover by (8 sec),,0,0
2,1,11:07.0,,M. Bridges misses 3-pt jump shot from 25 ft,0,0
3,1,11:04.0,Defensive rebound by E. Payton,,0,0
4,1,10:52.0,M. Morris makes 2-pt jump shot from 18 ft (assist by E. Payton),,2,0
5,1,10:44.0,,T. Rozier makes 3-pt jump shot from 26 ft (assist by D. Graham),2,3
6,1,10:32.0,J. Randle makes 2-pt layup from 1 ft,,4,3
7,1,10:15.0,,T. Rozier makes 2-pt jump shot from 19 ft,4,5
8,1,10:04.0,M. Morris misses 3-pt jump shot from 26 ft,,4,5
9,1,10:01.0,,Defensive rebound by P. Washington,4,5
10,1,9:57.0,,P. Washington misses 2-pt dunk from 2 ft,4,5
11,1,9:54.0,Defensive rebound by J. Randle,,4,5
12,1,9:47.0,J. Randle makes 2-pt layup from 3 ft,,6,5
13,1,9:37.0,,C. Zeller misses 3-pt jump shot from 25 ft,6,5
14,1,9:34.0,,Offensive rebound by T. Rozier,6,5
15,1,9:29.0,,T. Rozier misses 3-pt jump shot from 26 ft,6,5
16,1,9:26.0,,Offensive rebound by C. Zeller,6,5
17,1,9:26.0,,C. Zeller misses 2-pt layup from 1 ft,6,5
18,1,9:25.0,Defensive rebound by M. Morris,,6,5
19,1,9:18.0,T. Gibson misses 2-pt hook shot from 4 ft,,6,5
20,1,9:16.0,,Defensive rebound by C. Zeller,6,5
21,1,9:00.0,,M. Bridges makes 3-pt jump shot from 25 ft (assist by P. Washington),6,8
22,1,8:39.0,J. Randle makes 2-pt jump shot from 7 ft,,8,8
23,1,8:26.0,,C. Zeller misses 2-pt layup from 3 ft (block by T. Gibson),8,8
24,1,8:20.0,,Offensive rebound by C. Zeller,8,8
25,1,8:20.0,,C. Zeller misses 2-pt layup from 1 ft,8,8
26,1,8:20.0,Defensive rebound by T. Gibson,,8,8
27,1,8:06.0,J. Randle makes 2-pt jump shot from 8 ft,,10,8
28,1,7:54.0,,D. Graham misses 2-pt jump shot from 18 ft,10,8
29,1,7:51.0,,Offensive rebound by C. Zeller,10,8
30,1,7:48.0,,M. Bridges misses 3-pt jump shot from 23 ft,10,8
31,1,7:42.0,Defensive rebound by E. Payton,,10,8
32,1,7:24.0,J. Randle misses 2-pt jump shot from 16 ft,,10,8
33,1,7:20.0,,Defensive rebound by C. Zeller,10,8
34,1,7:18.0,,Personal foul by R. Bullock (drawn by T. Rozier),10,8
35,1,7:13.0,,Shooting foul by T. Gibson (drawn by P. Washington),10,8
36,1,7:13.0,,P. Washington makes free throw 1 of 2,10,9
37,1,7:13.0,,P. Washington misses free throw 2 of 2,10,9
38,1,7:09.0,Defensive rebound by R. Bullock,,10,9
39,1,7:09.0,R. Bullock makes 2-pt layup from 1 ft,,12,9
40,1,7:09.0,Shooting foul by D. Graham (drawn by R. Bullock),,12,9
41,1,7:09.0,R. Bullock makes free throw 1 of 1,,13,9
42,1,6:59.0,,P. Washington misses 3-pt jump shot from 27 ft,13,9
43,1,6:55.0,Defensive rebound by T. Gibson,,13,9
44,1,6:39.0,J. Randle makes 2-pt layup from 1 ft,,15,9
45,1,6:39.0,,Charlotte full timeout,15,9
46,1,6:39.0,,M. Monk enters the game for D. Graham,15,9
47,1,6:26.0,,T. Rozier misses 3-pt jump shot from 26 ft,15,9
48,1,6:22.0,Defensive rebound by E. Payton,,15,9
49,1,6:02.0,J. Randle misses 2-pt jump shot from 6 ft,,15,9
50,1,6:00.0,,Defensive rebound by C. Zeller,15,9
51,1,5:48.0,,M. Monk misses 2-pt jump shot from 7 ft,15,9
52,1,5:46.0,Defensive rebound by T. Gibson,,15,9
53,1,5:38.0,R. Bullock misses 3-pt jump shot from 24 ft,,15,9
54,1,5:36.0,,Defensive rebound by P. Washington,15,9
55,1,5:32.0,,Turnover by M. Monk (out of bounds lost ball),15,9
56,1,5:32.0,,D. Bacon enters the game for M. Bridges,15,9
57,1,5:32.0,,W. Hernangómez enters the game for C. Zeller,15,9
58,1,5:12.0,T. Gibson makes 3-pt jump shot from 23 ft (assist by R. Bullock),,18,9
59,1,4:53.0,,M. Monk misses 3-pt jump shot from 26 ft,18,9
60,1,4:52.0,,Offensive rebound by D. Bacon,18,9
61,1,4:43.0,,T. Rozier misses 2-pt jump shot from 20 ft,18,9
62,1,4:43.0,Defensive rebound by Team,,18,9
63,1,4:43.0,M. Robinson enters the game for T. Gibson,,18,9
64,1,4:43.0,,M. Williams enters the game for P. Washington,18,9
65,1,4:27.0,M. Morris makes 2-pt jump shot from 17 ft,,20,9
66,1,4:00.0,,W. Hernangómez misses 2-pt layup from 2 ft,20,9
67,1,3:56.0,,Offensive rebound by W. Hernangómez,20,9
68,1,3:56.0,,W. Hernangómez makes 2-pt layup from 1 ft,20,11
69,1,3:51.0,Turnover by M. Morris (bad pass; steal by W. Hernangómez),,20,11
70,1,3:51.0,D. Dotson enters the game for R. Bullock,,20,11
71,1,3:32.0,,D. Bacon misses 3-pt jump shot from 27 ft,20,11
72,1,3:31.0,,Offensive rebound by Team,20,11
73,1,3:31.0,Loose ball foul by M. Morris (drawn by W. Hernangómez),,20,11
74,1,3:31.0,D. Smith enters the game for E. Payton,,20,11
75,1,3:25.0,,Offensive foul by W. Hernangómez (drawn by D. Smith),20,11
76,1,3:25.0,,Turnover by W. Hernangómez (offensive foul),20,11
77,1,3:11.0,M. Robinson makes 2-pt dunk from 1 ft (assist by J. Randle),,22,11
78,1,2:53.0,,M. Monk misses 2-pt layup from 2 ft,22,11
79,1,2:51.0,Defensive rebound by M. Robinson,,22,11
80,1,2:44.0,Shooting foul by M. Williams (drawn by J. Randle),,22,11
81,1,2:44.0,New York full timeout,,22,11
82,1,2:44.0,K. Knox enters the game for M. Morris,,22,11
83,1,2:44.0,,D. Graham enters the game for T. Rozier,22,11
84,1,2:44.0,J. Randle makes free throw 1 of 2,,23,11
85,1,2:44.0,J. Randle makes free throw 2 of 2,,24,11
86,1,2:31.0,,M. Monk makes 2-pt jump shot from 18 ft,24,13
87,1,2:18.0,Turnover by J. Randle (bad pass; steal by W. Hernangómez),,24,13
88,1,2:13.0,,D. Bacon makes 2-pt layup from 2 ft (assist by M. Monk),24,15
89,1,2:04.0,J. Randle misses 3-pt jump shot from 25 ft,,24,15
90,1,2:01.0,,Defensive rebound by W. Hernangómez,24,15
91,1,2:01.0,B. Portis enters the game for J. Randle,,24,15
92,1,1:40.0,,W. Hernangómez misses 2-pt layup from 2 ft,24,15
93,1,1:38.0,Defensive rebound by M. Robinson,,24,15
94,1,1:31.0,K. Knox misses 3-pt jump shot from 23 ft,,24,15
95,1,1:28.0,,Defensive rebound by W. Hernangómez,24,15
96,1,1:21.0,,M. Williams misses 3-pt jump shot from 26 ft,24,15
97,1,1:18.0,Defensive rebound by D. Smith,,24,15
98,1,1:09.0,B. Portis makes 2-pt jump shot from 21 ft,,26,15
99,1,0:56.0,,D. Graham misses 3-pt jump shot from 27 ft,26,15
100,1,0:54.0,Defensive rebound by M. Robinson,,26,15
101,1,0:39.0,D. Smith misses 2-pt jump shot from 10 ft,,26,15
102,1,0:37.0,,Defensive rebound by W. Hernangómez,26,15
103,1,0:29.0,,D. Graham misses 3-pt jump shot from 27 ft,26,15
104,1,0:26.0,Defensive rebound by D. Dotson,,26,15
105,1,0:05.0,B. Portis misses 3-pt jump shot from 27 ft,,26,15
106,1,0:01.0,Offensive rebound by M. Robinson,,26,15
107,1,0:00.0,D. Dotson misses 3-pt jump shot from 25 ft,,26,15
108,1,0:00.0,Offensive rebound by Team,,26,15
109,2,11:42.0,D. Smith misses 2-pt jump shot from 16 ft,,26,15
110,2,11:40.0,,Defensive rebound by W. Hernangómez,26,15
111,2,11:23.0,,D. Bacon misses 2-pt layup from 3 ft,26,15
112,2,11:19.0,,Offensive rebound by W. Hernangómez,26,15
113,2,11:19.0,,W. Hernangómez makes 2-pt layup from 1 ft,26,17
114,2,11:05.0,K. Knox makes 2-pt jump shot from 18 ft (assist by D. Smith),,28,17
115,2,10:47.0,,Turnover by D. Bacon (traveling),28,17
116,2,10:28.0,D. Dotson misses 3-pt jump shot from 26 ft,,28,17
117,2,10:23.0,Offensive rebound by M. Robinson,,28,17
118,2,10:20.0,K. Knox misses 3-pt jump shot from 25 ft,,28,17
119,2,10:18.0,Offensive rebound by D. Smith,,28,17
120,2,10:17.0,D. Smith makes 2-pt layup at rim,,30,17
121,2,10:05.0,,Personal foul by D. Smith (drawn by D. Graham),30,17
122,2,10:05.0,,C. Martin enters the game for D. Bacon,30,17
123,2,10:05.0,,C. Zeller enters the game for W. Hernangómez,30,17
124,2,9:53.0,,C. Martin misses 2-pt layup from 2 ft,30,17
125,2,9:53.0,,Offensive rebound by Team,30,17
126,2,9:47.0,,C. Martin misses 2-pt layup from 3 ft (block by K. Knox),30,17
127,2,9:44.0,Defensive rebound by M. Robinson,,30,17
128,2,9:36.0,K. Knox misses 3-pt jump shot from 25 ft,,30,17
129,2,9:36.0,,Defensive rebound by Team,30,17
130,2,9:36.0,,M. Bridges enters the game for M. Monk,30,17
131,2,9:13.0,,Shooting foul by M. Robinson (drawn by D. Graham),30,17
132,2,9:13.0,,D. Graham makes free throw 1 of 2,30,18
133,2,9:13.0,,P. Washington enters the game for M. Williams,30,18
134,2,9:13.0,,D. Graham misses free throw 2 of 2,30,18
135,2,9:10.0,,Offensive rebound by M. Bridges,30,18
136,2,9:01.0,,C. Zeller makes 2-pt layup from 4 ft (assist by D. Graham),30,20
137,2,9:01.0,Loose ball foul by K. Knox (drawn by M. Bridges),,30,20
138,2,9:01.0,,M. Bridges makes free throw 1 of 1,30,21
139,2,8:45.0,D. Smith makes 2-pt layup from 1 ft,,32,21
140,2,8:25.0,,P. Washington misses 2-pt layup from 2 ft,32,21
141,2,8:22.0,,Offensive rebound by P. Washington,32,21
142,2,8:22.0,,P. Washington misses 2-pt layup from 1 ft (block by M. Robinson),32,21
143,2,8:20.0,,Offensive rebound by M. Bridges,32,21
144,2,8:18.0,,C. Zeller misses 2-pt layup from 6 ft,32,21
145,2,8:15.0,Defensive rebound by M. Robinson,,32,21
146,2,8:11.0,K. Knox misses 2-pt dunk from 1 ft,,32,21
147,2,8:09.0,Offensive rebound by D. Dotson,,32,21
148,2,8:02.0,B. Portis makes 2-pt hook shot from 8 ft (assist by D. Smith),,34,21
149,2,7:41.0,,D. Graham makes 2-pt jump shot from 3 ft (assist by C. Martin),34,23
150,2,7:33.0,Turnover by D. Smith (bad pass),,34,23
151,2,7:33.0,R. Bullock enters the game for D. Dotson,,34,23
152,2,7:33.0,M. Morris enters the game for K. Knox,,34,23
153,2,7:33.0,E. Payton enters the game for D. Smith,,34,23
154,2,7:33.0,,T. Rozier enters the game for D. Graham,34,23
155,2,7:11.0,,T. Rozier makes 2-pt layup from 1 ft,34,25
156,2,6:55.0,Personal foul by P. Washington (drawn by B. Portis),,34,25
157,2,6:55.0,,Charlotte full timeout,34,25
158,2,6:55.0,J. Randle enters the game for M. Robinson,,34,25
159,2,6:44.0,Turnover by J. Randle (traveling),,34,25
160,2,6:31.0,,Turnover by C. Zeller (bad pass; steal by J. Randle),34,25
161,2,6:25.0,M. Morris makes 3-pt jump shot from 26 ft (assist by R. Bullock),,37,25
162,2,6:04.0,,T. Rozier makes 2-pt jump shot from 16 ft,37,27
163,2,5:46.0,Turnover by E. Payton (bad pass; steal by P. Washington),,37,27
164,2,5:37.0,,M. Bridges makes 2-pt jump shot from 21 ft (assist by C. Martin),37,29
165,2,5:17.0,E. Payton misses 2-pt layup from 2 ft,,37,29
166,2,5:15.0,,Defensive rebound by T. Rozier,37,29
167,2,5:08.0,,C. Martin misses 2-pt layup from 3 ft,37,29
168,2,5:06.0,Defensive rebound by J. Randle,,37,29
169,2,4:59.0,J. Randle misses 2-pt layup from 2 ft,,37,29
170,2,4:57.0,,Defensive rebound by P. Washington,37,29
171,2,4:51.0,,Personal foul by M. Morris (drawn by C. Zeller),37,29
172,2,4:51.0,,Instant Replay (Request: Ruling Stands),37,29
173,2,4:41.0,,T. Rozier makes 2-pt layup from 2 ft,37,31
174,2,4:28.0,J. Randle makes 2-pt layup from 2 ft (assist by E. Payton),,39,31
175,2,4:28.0,Shooting foul by C. Zeller (drawn by J. Randle),,39,31
176,2,4:28.0,,D. Graham enters the game for C. Martin,39,31
177,2,4:28.0,J. Randle misses free throw 1 of 1,,39,31
178,2,4:26.0,,Defensive rebound by C. Zeller,39,31
179,2,4:10.0,,Turnover by T. Rozier (bad pass; steal by B. Portis),39,31
180,2,4:04.0,J. Randle makes 2-pt dunk from 1 ft (assist by E. Payton),,41,31
181,2,3:57.0,,T. Rozier makes 3-pt jump shot from 26 ft (assist by D. Graham),41,34
182,2,3:43.0,B. Portis misses 2-pt jump shot from 11 ft,,41,34
183,2,3:40.0,,Defensive rebound by P. Washington,41,34
184,2,3:33.0,,Turnover by D. Graham (bad pass; steal by M. Morris),41,34
185,2,3:23.0,E. Payton makes 2-pt layup from 1 ft,,43,34
186,2,3:10.0,,C. Zeller makes 2-pt layup from 6 ft (assist by T. Rozier),43,36
187,2,3:06.0,New York full timeout,,43,36
188,2,3:06.0,M. Robinson enters the game for B. Portis,,43,36
189,2,3:06.0,,W. Hernangómez enters the game for M. Bridges,43,36
190,2,3:06.0,,M. Monk enters the game for P. Washington,43,36
191,2,3:06.0,,M. Williams enters the game for C. Zeller,43,36
192,2,2:59.0,M. Morris makes 3-pt jump shot from 25 ft (assist by E. Payton),,46,36
193,2,2:42.0,,M. Monk makes 2-pt jump shot from 7 ft,46,38
194,2,2:21.0,J. Randle misses 2-pt jump shot from 8 ft,,46,38
195,2,2:19.0,,Defensive rebound by M. Williams,46,38
196,2,2:15.0,,Personal foul by R. Bullock (drawn by D. Graham),46,38
197,2,2:15.0,,D. Graham misses free throw 1 of 2,46,38
198,2,2:15.0,,Offensive rebound by Team,46,38
199,2,2:15.0,,D. Graham makes free throw 2 of 2,46,39
200,2,1:50.0,R. Bullock misses 2-pt jump shot from 12 ft,,46,39
201,2,1:47.0,,Defensive rebound by M. Monk,46,39
202,2,1:44.0,,M. Monk makes 2-pt layup from 2 ft,46,41
203,2,1:44.0,,Shooting foul by M. Robinson (drawn by M. Monk),46,41
204,2,1:44.0,D. Dotson enters the game for M. Morris,,46,41
205,2,1:44.0,T. Gibson enters the game for M. Robinson,,46,41
206,2,1:44.0,,M. Monk makes free throw 1 of 1,46,42
207,2,1:24.0,E. Payton makes 2-pt jump shot from 5 ft,,48,42
208,2,1:10.0,,M. Monk misses 2-pt jump shot from 7 ft,48,42
209,2,1:10.0,,Offensive rebound by Team,48,42
210,2,1:10.0,Loose ball foul by J. Randle (drawn by W. Hernangómez),,48,42
211,2,1:10.0,,W. Hernangómez makes free throw 1 of 2,48,43
212,2,1:10.0,,W. Hernangómez makes free throw 2 of 2,48,44
213,2,1:02.0,Turnover by R. Bullock (out of bounds lost ball),,48,44
214,2,0:54.0,,Shooting foul by D. Dotson (drawn by W. Hernangómez),48,44
215,2,0:54.0,,W. Hernangómez makes free throw 1 of 2,48,45
216,2,0:54.0,,W. Hernangómez misses free throw 2 of 2,48,45
217,2,0:52.0,Defensive rebound by D. Dotson,,48,45
218,2,0:37.0,R. Bullock misses 3-pt jump shot from 24 ft,,48,45
219,2,0:34.0,,Defensive rebound by T. Rozier,48,45
220,2,0:24.0,,M. Monk makes 2-pt layup from 1 ft (assist by W. Hernangómez),48,47
221,2,0:02.0,J. Randle makes 2-pt layup from 1 ft,,50,47
222,2,0:00.0,,D. Graham misses 3-pt jump shot from 45 ft,50,47
