,QUARTER,TIME_REMAINING,TORONTO_ACTION,DALLAS_ACTION,TORONTO_SCORE,DALLAS_SCORE
212,2,2:31.0,,Shooting foul by P. Siakam (drawn by K. Porziņģis),51,46
213,2,2:31.0,,K. Porziņģis misses free throw 1 of 2,51,46
214,2,2:31.0,,Offensive rebound by Team,51,46
215,2,2:31.0,,K. Porziņģis makes free throw 2 of 2,51,47
216,2,2:09.0,M. Gasol misses 2-pt hook shot from 8 ft,,51,47
217,2,2:04.0,Offensive rebound by M. Gasol,,51,47
218,2,2:01.0,M. Thomas makes 3-pt jump shot from 27 ft (assist by F. VanVleet),,54,47
219,2,2:01.0,Away from play foul by M. Kleber (drawn by M. Gasol),,54,47
220,2,2:01.0,Instant Replay (Request: Ruling Stands),,54,47
221,2,2:01.0,M. Gasol makes free throw 1 of 1,,55,47
222,2,1:52.0,,Shooting foul by M. Gasol (drawn by L. Dončić),55,47
223,2,1:52.0,,L. Dončić makes free throw 1 of 2,55,48
224,2,1:52.0,,L. Dončić misses free throw 2 of 2,55,48
225,2,1:50.0,Defensive rebound by M. Gasol,,55,48
226,2,1:43.0,Offensive foul by F. VanVleet (drawn by L. Dončić),,55,48
227,2,1:43.0,Turnover by F. VanVleet (offensive foul),,55,48
228,2,1:26.0,,S. Curry makes 3-pt jump shot from 24 ft,55,51
229,2,1:03.0,Shooting foul by K. Porziņģis (drawn by M. Gasol),,55,51
230,2,1:03.0,M. Gasol makes free throw 1 of 2,,56,51
231,2,1:03.0,O. Anunoby enters the game for M. Thomas,,56,51
232,2,1:03.0,M. Gasol makes free throw 2 of 2,,57,51
233,2,0:47.0,,Turnover by L. Dončić (out of bounds lost ball),57,51
234,2,0:35.0,F. VanVleet makes 3-pt jump shot from 26 ft,,60,51
235,2,0:23.0,,K. Porziņģis makes 2-pt dunk from 2 ft (assist by D. Finney-Smith),60,53
236,2,0:04.0,F. VanVleet misses 3-pt jump shot from 26 ft,,60,53
237,2,0:02.0,,Defensive rebound by Team,60,53
238,3,11:51.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,60,53
239,3,11:48.0,Defensive rebound by P. Siakam,,60,53
240,3,11:35.0,N. Powell misses 2-pt layup from 3 ft (block by S. Curry),,60,53
241,3,11:34.0,Offensive rebound by Team,,60,53
242,3,11:26.0,O. Anunoby misses 3-pt jump shot from 25 ft,,60,53
243,3,11:23.0,,Defensive rebound by K. Porziņģis,60,53
244,3,11:13.0,,K. Porziņģis misses 2-pt jump shot from 17 ft,60,53
245,3,11:09.0,,Offensive rebound by K. Porziņģis,60,53
246,3,11:08.0,,Turnover by K. Porziņģis (lost ball; steal by F. VanVleet),60,53
247,3,10:51.0,P. Siakam misses 3-pt jump shot from 23 ft,,60,53
248,3,10:47.0,,Defensive rebound by K. Porziņģis,60,53
249,3,10:36.0,,S. Curry makes 2-pt layup from 1 ft (assist by M. Kleber),60,55
250,3,10:16.0,P. Siakam misses 2-pt jump shot from 4 ft,,60,55
251,3,10:14.0,,Defensive rebound by K. Porziņģis,60,55
252,3,10:04.0,,L. Dončić misses 3-pt jump shot from 26 ft,60,55
253,3,10:01.0,Defensive rebound by F. VanVleet,,60,55
254,3,9:59.0,,Violation by Team (kicked ball),60,55
255,3,9:50.0,O. Anunoby misses 3-pt jump shot from 23 ft,,60,55
256,3,9:46.0,,Defensive rebound by K. Porziņģis,60,55
257,3,9:35.0,,M. Kleber makes 3-pt jump shot from 22 ft (assist by S. Curry),60,58
258,3,9:11.0,F. VanVleet misses 3-pt jump shot from 24 ft,,60,58
259,3,9:09.0,,Defensive rebound by L. Dončić,60,58
260,3,9:00.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,60,58
261,3,8:57.0,Defensive rebound by O. Anunoby,,60,58
262,3,8:42.0,O. Anunoby makes 2-pt layup from 1 ft,,62,58
263,3,8:24.0,,M. Kleber makes 2-pt layup from 2 ft (assist by L. Dončić),62,60
264,3,8:15.0,M. Gasol misses 3-pt jump shot from 27 ft,,62,60
265,3,8:12.0,,Defensive rebound by L. Dončić,62,60
266,3,7:55.0,,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by L. Dončić),62,63
267,3,7:28.0,F. VanVleet makes 2-pt layup from 2 ft,,64,63
268,3,7:18.0,,K. Porziņģis makes 2-pt jump shot from 13 ft (assist by S. Curry),64,65
269,3,7:06.0,F. VanVleet misses 2-pt layup from 4 ft (block by D. Finney-Smith),,64,65
270,3,7:04.0,,Defensive rebound by D. Finney-Smith,64,65
271,3,6:58.0,,L. Dončić misses 2-pt jump shot from 10 ft,64,65
272,3,6:56.0,,Offensive rebound by L. Dončić,64,65
273,3,6:55.0,,L. Dončić misses 2-pt hook shot from 3 ft,64,65
274,3,6:53.0,,Offensive rebound by L. Dončić,64,65
275,3,6:52.0,,L. Dončić misses 2-pt layup at rim,64,65
276,3,6:51.0,Defensive rebound by M. Gasol,,64,65
277,3,6:46.0,F. VanVleet misses 3-pt jump shot from 26 ft,,64,65
278,3,6:43.0,,Defensive rebound by S. Curry,64,65
279,3,6:34.0,,L. Dončić misses 3-pt jump shot from 24 ft,64,65
280,3,6:34.0,Defensive rebound by N. Powell,,64,65
281,3,6:27.0,Personal foul by M. Kleber (drawn by O. Anunoby),,64,65
282,3,6:27.0,,Dallas full timeout,64,65
283,3,6:18.0,P. Siakam misses 2-pt jump shot from 2 ft (block by M. Kleber),,64,65
284,3,6:16.0,,Defensive rebound by L. Dončić,64,65
285,3,6:12.0,,Turnover by S. Curry (lost ball; steal by N. Powell),64,65
286,3,6:05.0,P. Siakam misses 2-pt layup from 2 ft,,64,65
287,3,6:03.0,,Defensive rebound by M. Kleber,64,65
288,3,5:49.0,,K. Porziņģis makes 2-pt jump shot from 12 ft (assist by S. Curry),64,67
289,3,5:26.0,P. Siakam makes 2-pt jump shot from 4 ft (assist by F. VanVleet),,66,67
290,3,5:15.0,,Shooting foul by M. Gasol (drawn by L. Dončić),66,67
291,3,5:15.0,,L. Dončić makes free throw 1 of 2,66,68
292,3,5:15.0,,L. Dončić makes free throw 2 of 2,66,69
293,3,4:51.0,M. Gasol misses 2-pt jump shot from 4 ft,,66,69
294,3,4:49.0,,Defensive rebound by L. Dončić,66,69
295,3,4:37.0,,K. Porziņģis makes 2-pt dunk from 2 ft (assist by D. Finney-Smith),66,71
296,3,4:26.0,F. VanVleet makes 2-pt layup from 1 ft,,68,71
297,3,4:11.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by L. Dončić),68,74
298,3,3:45.0,O. Anunoby makes 3-pt jump shot from 23 ft (assist by N. Powell),,71,74
299,3,3:26.0,,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by M. Kleber),71,76
300,3,3:19.0,Toronto full timeout,,71,76
301,3,3:19.0,R. Hollis-Jefferson enters the game for M. Gasol,,71,76
302,3,3:19.0,M. Thomas enters the game for N. Powell,,71,76
303,3,3:00.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft,,73,76
304,3,2:51.0,,L. Dončić misses 2-pt jump shot from 5 ft,73,76
305,3,2:49.0,Defensive rebound by R. Hollis-Jefferson,,73,76
306,3,2:49.0,Personal take foul by S. Curry (drawn by P. Siakam),,73,76
307,3,2:46.0,,Violation by Team (kicked ball),73,76
308,3,2:35.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by P. Siakam),,75,76
309,3,2:22.0,,Turnover by L. Dončić (bad pass),75,76
310,3,2:06.0,P. Siakam misses 3-pt jump shot from 26 ft,,75,76
311,3,2:03.0,,Defensive rebound by L. Dončić,75,76
312,3,1:56.0,,Turnover by D. Finney-Smith (traveling),75,76
313,3,1:56.0,,D. Powell enters the game for L. Dončić,75,76
314,3,1:56.0,,D. Wright enters the game for K. Porziņģis,75,76
315,3,1:36.0,P. Siakam makes 2-pt layup from 1 ft,,77,76
316,3,1:24.0,,Personal foul by R. Hollis-Jefferson (drawn by D. Powell),77,76
317,3,1:24.0,,T. Hardaway enters the game for D. Finney-Smith,77,76
318,3,1:12.0,,T. Hardaway misses 2-pt jump shot from 16 ft,77,76
319,3,1:08.0,Defensive rebound by O. Anunoby,,77,76
320,3,0:58.0,P. Siakam misses 2-pt jump shot from 5 ft,,77,76
321,3,0:56.0,,Defensive rebound by M. Kleber,77,76
322,3,0:37.0,,T. Hardaway misses 3-pt jump shot from 25 ft,77,76
323,3,0:33.0,Defensive rebound by M. Thomas,,77,76
324,3,0:29.0,F. VanVleet misses 3-pt jump shot from 28 ft,,77,76
325,3,0:25.0,,Defensive rebound by D. Wright,77,76
326,3,0:04.0,,D. Wright makes 2-pt jump shot from 7 ft,77,78
327,3,0:00.0,R. Hollis-Jefferson misses 2-pt jump shot from 13 ft,,77,78
328,3,0:00.0,Offensive rebound by Team,,77,78
329,4,11:48.0,F. VanVleet misses 3-pt jump shot from 27 ft,,77,78
330,4,11:45.0,,Defensive rebound by D. Wright,77,78
331,4,11:41.0,,Shooting foul by M. Thomas (drawn by D. Wright),77,78
332,4,11:41.0,,D. Wright makes free throw 1 of 2,77,79
333,4,11:41.0,,D. Wright makes free throw 2 of 2,77,80
334,4,11:28.0,M. Thomas misses 2-pt jump shot from 13 ft,,77,80
335,4,11:25.0,,Defensive rebound by D. Powell,77,80
336,4,11:18.0,,J. Brunson makes 2-pt jump shot from 11 ft,77,82
337,4,11:08.0,Personal foul by D. Powell (drawn by F. VanVleet),,77,82
338,4,10:51.0,Turnover by Team (shot clock),,77,82
339,4,10:39.0,,Shooting foul by F. VanVleet (drawn by K. Porziņģis),77,82
340,4,10:39.0,,K. Porziņģis makes free throw 1 of 2,77,83
341,4,10:39.0,,K. Porziņģis makes free throw 2 of 2,77,84
342,4,10:15.0,F. VanVleet makes 2-pt layup from 2 ft (assist by T. Davis),,79,84
343,4,10:03.0,,T. Hardaway misses 2-pt jump shot from 19 ft,79,84
344,4,9:59.0,,Offensive rebound by D. Wright,79,84
345,4,9:59.0,,D. Wright makes 2-pt layup at rim,79,86
346,4,9:49.0,Turnover by F. VanVleet (lost ball; steal by D. Wright),,79,86
347,4,9:44.0,,D. Wright makes 2-pt layup from 2 ft (assist by J. Brunson),79,88
348,4,9:43.0,Toronto full timeout,,79,88
349,4,9:43.0,M. Gasol enters the game for C. Boucher,,79,88
350,4,9:43.0,N. Powell enters the game for M. Thomas,,79,88
351,4,9:43.0,P. Siakam enters the game for F. VanVleet,,79,88
352,4,9:35.0,N. Powell makes 2-pt layup from 2 ft (assist by M. Gasol),,81,88
353,4,9:15.0,,Turnover by D. Wright (bad pass; steal by R. Hollis-Jefferson),81,88
354,4,9:12.0,Turnover by M. Gasol (bad pass; steal by J. Brunson),,81,88
355,4,9:07.0,,D. Powell makes 2-pt dunk from 1 ft (assist by T. Hardaway),81,90
356,4,8:53.0,T. Davis misses 2-pt layup from 1 ft (block by K. Porziņģis),,81,90
357,4,8:50.0,,Defensive rebound by J. Brunson,81,90
358,4,8:42.0,,T. Hardaway misses 3-pt jump shot from 23 ft,81,90
359,4,8:38.0,Defensive rebound by M. Gasol,,81,90
360,4,8:32.0,Personal foul by D. Powell (drawn by R. Hollis-Jefferson),,81,90
361,4,8:17.0,N. Powell makes 3-pt jump shot from 27 ft (assist by T. Davis),,84,90
362,4,8:17.0,Shooting foul by J. Brunson (drawn by N. Powell),,84,90
363,4,8:17.0,,L. Dončić enters the game for J. Brunson,84,90
364,4,8:17.0,,M. Kleber enters the game for D. Powell,84,90
365,4,8:17.0,N. Powell misses free throw 1 of 1,,84,90
366,4,8:15.0,,Defensive rebound by K. Porziņģis,84,90
367,4,7:54.0,,T. Hardaway misses 2-pt jump shot from 12 ft,84,90
368,4,7:50.0,Defensive rebound by T. Davis,,84,90
369,4,7:38.0,Turnover by P. Siakam (traveling),,84,90
370,4,7:20.0,,M. Kleber misses 3-pt jump shot from 23 ft,84,90
371,4,7:18.0,Defensive rebound by T. Davis,,84,90
372,4,7:04.0,P. Siakam misses 2-pt layup from 1 ft,,84,90
373,4,7:02.0,Offensive rebound by M. Gasol,,84,90
374,4,7:02.0,Personal foul by K. Porziņģis (drawn by M. Gasol),,84,90
375,4,7:02.0,F. VanVleet enters the game for T. Davis,,84,90
376,4,7:02.0,,S. Curry enters the game for T. Hardaway,84,90
377,4,7:02.0,,D. Finney-Smith enters the game for D. Wright,84,90
378,4,6:55.0,N. Powell misses 2-pt layup from 2 ft,,84,90
