,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,NEW YORK_ACTION,CLEVELAND_SCORE,NEW YORK_SCORE
0,1,11:45.0,,Personal foul by T. Thompson (drawn by J. Randle),0,0
1,1,11:35.0,,J. Randle misses 3-pt jump shot from 24 ft,0,0
2,1,11:33.0,Defensive rebound by K. Love,,0,0
3,1,11:23.0,T. Thompson misses 2-pt layup from 2 ft,,0,0
4,1,11:21.0,,Defensive rebound by J. Randle,0,0
5,1,11:16.0,,Turnover by F. Ntilikina (bad pass; steal by D. Garland),0,0
6,1,11:13.0,C. Sexton makes 2-pt layup from 2 ft (assist by D. Garland),,2,0
7,1,11:02.0,,Turnover by R. Barrett (bad pass),2,0
8,1,10:45.0,K. Love makes 2-pt layup from 1 ft,,4,0
9,1,10:27.0,,F. Ntilikina misses 2-pt layup from 2 ft,4,0
10,1,10:26.0,,Offensive rebound by Team,4,0
11,1,10:14.0,,J. Randle misses 2-pt jump shot from 11 ft,4,0
12,1,10:12.0,Defensive rebound by K. Love,,4,0
13,1,10:05.0,K. Love misses 3-pt jump shot from 25 ft,,4,0
14,1,10:03.0,,Defensive rebound by F. Ntilikina,4,0
15,1,9:59.0,,Personal foul by K. Love (drawn by T. Gibson),4,0
16,1,9:46.0,,M. Morris misses 2-pt jump shot from 19 ft,4,0
17,1,9:44.0,Defensive rebound by D. Garland,,4,0
18,1,9:35.0,D. Garland misses 2-pt jump shot from 12 ft,,4,0
19,1,9:33.0,,Defensive rebound by F. Ntilikina,4,0
20,1,9:29.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by F. Ntilikina),4,2
21,1,9:21.0,Shooting foul by R. Barrett (drawn by C. Sexton),,4,2
22,1,9:21.0,C. Sexton makes free throw 1 of 2,,5,2
23,1,9:21.0,C. Sexton makes free throw 2 of 2,,6,2
24,1,9:05.0,,Turnover by M. Morris (bad pass; steal by T. Thompson),6,2
25,1,8:43.0,C. Osman misses 3-pt jump shot from 30 ft,,6,2
26,1,8:41.0,,Defensive rebound by R. Barrett,6,2
27,1,8:32.0,,R. Barrett makes 2-pt dunk from 1 ft,6,4
28,1,8:19.0,C. Osman misses 3-pt jump shot from 26 ft,,6,4
29,1,8:17.0,Offensive rebound by T. Thompson,,6,4
30,1,8:05.0,K. Love misses 3-pt jump shot from 24 ft,,6,4
31,1,8:03.0,,Defensive rebound by J. Randle,6,4
32,1,7:55.0,,M. Morris misses 3-pt jump shot from 26 ft,6,4
33,1,7:53.0,Defensive rebound by C. Osman,,6,4
34,1,7:46.0,C. Sexton makes 3-pt jump shot from 28 ft (assist by C. Osman),,9,4
35,1,7:36.0,,Offensive foul by R. Barrett (drawn by C. Sexton),9,4
36,1,7:36.0,,Turnover by R. Barrett (offensive foul),9,4
37,1,7:36.0,,D. Dotson enters the game for R. Barrett,9,4
38,1,7:23.0,Shooting foul by J. Randle (drawn by K. Love),,9,4
39,1,7:23.0,K. Love makes free throw 1 of 3,,10,4
40,1,7:23.0,K. Love makes free throw 2 of 3,,11,4
41,1,7:23.0,K. Love makes free throw 3 of 3,,12,4
42,1,7:11.0,,Turnover by T. Gibson (bad pass; steal by C. Sexton),12,4
43,1,7:07.0,C. Sexton makes 2-pt layup from 1 ft,,14,4
44,1,7:07.0,,New York full timeout,14,4
45,1,6:57.0,,D. Dotson makes 2-pt layup from 2 ft (assist by T. Gibson),14,6
46,1,6:39.0,D. Garland makes 2-pt jump shot from 6 ft (assist by T. Thompson),,16,6
47,1,6:27.0,,J. Randle makes 2-pt layup from 1 ft,16,8
48,1,6:11.0,C. Sexton makes 2-pt jump shot from 5 ft,,18,8
49,1,5:57.0,,J. Randle makes 2-pt layup from 1 ft (assist by M. Morris),18,10
50,1,5:40.0,Turnover by K. Love (lost ball; steal by T. Gibson),,18,10
51,1,5:34.0,,T. Gibson misses 2-pt layup from 1 ft,18,10
52,1,5:32.0,Defensive rebound by T. Thompson,,18,10
53,1,5:26.0,K. Love misses 2-pt layup from 4 ft (block by D. Dotson),,18,10
54,1,5:25.0,,Defensive rebound by Team,18,10
55,1,5:25.0,J. Clarkson enters the game for D. Garland,,18,10
56,1,5:25.0,L. Nance enters the game for K. Love,,18,10
57,1,5:25.0,,K. Knox enters the game for T. Gibson,18,10
58,1,5:25.0,,B. Portis enters the game for M. Morris,18,10
59,1,5:01.0,,B. Portis misses 3-pt jump shot from 24 ft,18,10
60,1,4:59.0,Defensive rebound by C. Osman,,18,10
61,1,4:46.0,Def 3 sec tech foul by Team,,18,10
62,1,4:46.0,J. Clarkson makes technical free throw,,19,10
63,1,4:38.0,C. Sexton misses 2-pt jump shot from 12 ft,,19,10
64,1,4:36.0,,Defensive rebound by F. Ntilikina,19,10
65,1,4:29.0,,J. Randle makes 2-pt layup from 2 ft,19,12
66,1,4:18.0,T. Thompson misses 2-pt hook shot from 2 ft,,19,12
67,1,4:17.0,Offensive rebound by T. Thompson,,19,12
68,1,4:11.0,Turnover by J. Clarkson (bad pass; steal by B. Portis),,19,12
69,1,4:05.0,,D. Dotson makes 2-pt layup from 1 ft (assist by F. Ntilikina),19,14
70,1,3:39.0,J. Clarkson makes 2-pt hook shot from 5 ft,,21,14
71,1,3:24.0,,K. Knox misses 3-pt jump shot from 27 ft,21,14
72,1,3:22.0,Defensive rebound by J. Clarkson,,21,14
73,1,3:12.0,L. Nance makes 3-pt jump shot from 26 ft (assist by J. Clarkson),,24,14
74,1,2:59.0,,Shooting foul by J. Clarkson (drawn by K. Knox),24,14
75,1,2:59.0,Cleveland full timeout,,24,14
76,1,2:59.0,M. Dellavedova enters the game for C. Osman,,24,14
77,1,2:59.0,K. Porter enters the game for C. Sexton,,24,14
78,1,2:59.0,,A. Trier enters the game for F. Ntilikina,24,14
79,1,2:59.0,,K. Knox misses free throw 1 of 2,24,14
80,1,2:59.0,,Offensive rebound by Team,24,14
81,1,2:59.0,,K. Knox makes free throw 2 of 2,24,15
82,1,2:46.0,J. Clarkson makes 2-pt dunk from 1 ft,,26,15
83,1,2:32.0,,D. Dotson misses 3-pt jump shot from 22 ft,26,15
84,1,2:31.0,Defensive rebound by M. Dellavedova,,26,15
85,1,2:19.0,J. Clarkson makes 3-pt jump shot from 26 ft,,29,15
86,1,2:01.0,,J. Randle misses 2-pt jump shot from 20 ft,29,15
87,1,1:59.0,Defensive rebound by L. Nance,,29,15
88,1,1:50.0,Turnover by L. Nance (bad pass; steal by K. Knox),,29,15
89,1,1:46.0,,D. Dotson misses 3-pt jump shot from 26 ft,29,15
90,1,1:44.0,Defensive rebound by J. Clarkson,,29,15
91,1,1:33.0,J. Clarkson misses 2-pt layup from 2 ft (block by A. Trier),,29,15
92,1,1:31.0,,Defensive rebound by B. Portis,29,15
93,1,1:20.0,,Turnover by J. Randle (traveling),29,15
94,1,1:20.0,K. Love enters the game for T. Thompson,,29,15
95,1,1:20.0,,W. Ellington enters the game for D. Dotson,29,15
96,1,1:20.0,,M. Morris enters the game for J. Randle,29,15
97,1,1:10.0,Turnover by J. Clarkson (bad pass; steal by B. Portis),,29,15
98,1,1:10.0,,Turnover by W. Ellington (bad pass; steal by J. Clarkson),29,15
99,1,0:53.0,K. Porter misses 2-pt jump shot from 4 ft,,29,15
100,1,0:51.0,,Defensive rebound by W. Ellington,29,15
101,1,0:42.0,,A. Trier makes 3-pt jump shot from 26 ft (assist by B. Portis),29,18
102,1,0:22.0,Turnover by K. Love (bad pass; steal by K. Knox),,29,18
103,1,0:18.0,,Shooting foul by M. Dellavedova (drawn by K. Knox),29,18
104,1,0:18.0,,K. Knox misses free throw 1 of 2,29,18
105,1,0:18.0,,Offensive rebound by Team,29,18
106,1,0:18.0,,K. Knox makes free throw 2 of 2,29,19
107,1,0:06.0,Personal foul by K. Knox (drawn by J. Clarkson),,29,19
108,1,0:01.0,Shooting foul by M. Morris (drawn by J. Clarkson),,29,19
109,1,0:01.0,J. Clarkson makes free throw 1 of 2,,30,19
110,1,0:01.0,J. Clarkson makes free throw 2 of 2,,31,19
111,1,0:00.0,,M. Morris misses 3-pt jump shot from 58 ft,31,19
112,1,0:00.0,,Offensive rebound by Team,31,19
113,2,11:45.0,J. Clarkson misses 3-pt jump shot from 26 ft,,31,19
114,2,11:43.0,,Defensive rebound by W. Ellington,31,19
115,2,11:32.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by A. Trier),31,22
116,2,11:11.0,M. Dellavedova misses 2-pt jump shot from 5 ft,,31,22
117,2,11:09.0,Offensive rebound by K. Love,,31,22
118,2,11:09.0,K. Love misses 2-pt layup from 1 ft,,31,22
119,2,11:08.0,Offensive rebound by M. Dellavedova,,31,22
120,2,11:06.0,K. Porter misses 3-pt jump shot from 26 ft,,31,22
121,2,11:04.0,,Defensive rebound by M. Morris,31,22
122,2,10:58.0,,Turnover by B. Portis (traveling),31,22
123,2,10:47.0,J. Clarkson misses 2-pt layup from 1 ft (block by K. Knox),,31,22
124,2,10:45.0,,Defensive rebound by B. Portis,31,22
125,2,10:39.0,,Turnover by A. Trier (lost ball; steal by J. Clarkson),31,22
126,2,10:34.0,K. Porter makes 2-pt layup from 2 ft (assist by K. Love),,33,22
127,2,10:13.0,,Turnover by W. Ellington (lost ball; steal by M. Dellavedova),33,22
128,2,10:08.0,L. Nance makes 2-pt dunk from 1 ft (assist by M. Dellavedova),,35,22
129,2,10:08.0,,New York full timeout,35,22
130,2,9:50.0,,B. Portis misses 2-pt jump shot from 19 ft,35,22
131,2,9:48.0,Defensive rebound by M. Dellavedova,,35,22
132,2,9:37.0,Personal foul by W. Ellington (drawn by J. Clarkson),,35,22
133,2,9:37.0,,F. Ntilikina enters the game for A. Trier,35,22
134,2,9:24.0,J. Clarkson misses 2-pt jump shot from 9 ft,,35,22
135,2,9:22.0,,Defensive rebound by K. Knox,35,22
136,2,9:17.0,,Turnover by K. Knox (bad pass; steal by K. Porter),35,22
137,2,9:11.0,K. Porter makes 2-pt layup from 2 ft,,37,22
138,2,9:01.0,,W. Ellington misses 3-pt jump shot from 25 ft,37,22
139,2,8:59.0,Defensive rebound by L. Nance,,37,22
140,2,8:38.0,J. Clarkson misses 2-pt layup from 2 ft (block by K. Knox),,37,22
141,2,8:36.0,,Defensive rebound by F. Ntilikina,37,22
142,2,8:31.0,,M. Morris misses 2-pt jump shot from 4 ft,37,22
143,2,8:29.0,,Offensive rebound by B. Portis,37,22
