,QUARTER,TIME_REMAINING,MIAMI_ACTION,TORONTO_ACTION,MIAMI_SCORE,TORONTO_SCORE
58,1,3:36.0,D. Robinson misses 3-pt jump shot from 29 ft,,21,19
59,1,3:33.0,,Defensive rebound by P. Siakam,21,19
60,1,3:20.0,,M. Gasol misses 3-pt jump shot from 26 ft,21,19
61,1,3:17.0,Defensive rebound by J. Butler,,21,19
62,1,3:05.0,M. Leonard misses 3-pt jump shot from 26 ft,,21,19
63,1,3:02.0,,Defensive rebound by P. Siakam,21,19
64,1,2:49.0,,N. Powell misses 2-pt jump shot from 13 ft,21,19
65,1,2:46.0,Defensive rebound by J. Winslow,,21,19
66,1,2:43.0,Miami full timeout,,21,19
67,1,2:43.0,D. Jones enters the game for B. Adebayo,,21,19
68,1,2:43.0,K. Olynyk enters the game for M. Leonard,,21,19
69,1,2:43.0,,R. Hollis-Jefferson enters the game for O. Anunoby,21,19
70,1,2:43.0,,S. Ibaka enters the game for M. Gasol,21,19
71,1,2:36.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by D. Jones),,24,19
72,1,2:16.0,,Shooting foul by K. Olynyk (drawn by P. Siakam),24,19
73,1,2:16.0,,P. Siakam makes free throw 1 of 2,24,20
74,1,2:16.0,,P. Siakam makes free throw 2 of 2,24,21
75,1,1:57.0,K. Olynyk makes 2-pt jump shot from 16 ft (assist by J. Butler),,26,21
76,1,1:38.0,,F. VanVleet misses 2-pt jump shot from 21 ft,26,21
77,1,1:36.0,Defensive rebound by D. Robinson,,26,21
78,1,1:22.0,J. Winslow misses 2-pt jump shot from 17 ft,,26,21
79,1,1:18.0,,Defensive rebound by N. Powell,26,21
80,1,1:11.0,,F. VanVleet misses 2-pt layup from 2 ft,26,21
81,1,1:09.0,Defensive rebound by J. Butler,,26,21
82,1,1:05.0,J. Butler makes 2-pt layup from 2 ft,,28,21
83,1,0:50.0,,F. VanVleet misses 3-pt jump shot from 25 ft,28,21
84,1,0:48.0,Defensive rebound by D. Jones,,28,21
85,1,0:37.0,J. Winslow makes 2-pt layup from 3 ft,,30,21
86,1,0:20.0,,P. Siakam misses 2-pt layup from 2 ft (block by K. Olynyk),30,21
87,1,0:19.0,,Offensive rebound by P. Siakam,30,21
88,1,0:19.0,,P. Siakam makes 2-pt layup from 1 ft,30,23
89,1,0:00.0,J. Winslow misses 2-pt layup from 4 ft,,30,23
90,1,0:00.0,Offensive rebound by J. Butler,,30,23
91,1,0:00.0,J. Butler makes 2-pt layup at rim,,32,23
92,1,0:00.0,,N. Powell misses 3-pt jump shot from 59 ft,32,23
93,1,0:00.0,,Offensive rebound by Team,32,23
94,2,11:47.0,,K. Lowry misses 2-pt hook shot from 4 ft,32,23
95,2,11:45.0,Defensive rebound by J. Winslow,,32,23
96,2,11:40.0,K. Nunn misses 3-pt jump shot from 24 ft,,32,23
97,2,11:37.0,,Defensive rebound by S. Ibaka,32,23
98,2,11:28.0,,R. Hollis-Jefferson makes 2-pt jump shot from 9 ft,32,25
99,2,11:09.0,T. Herro misses 2-pt jump shot from 14 ft,,32,25
100,2,11:06.0,,Defensive rebound by N. Powell,32,25
101,2,10:52.0,,Turnover by R. Hollis-Jefferson (bad pass; steal by T. Herro),32,25
102,2,10:43.0,Personal foul by S. Ibaka (drawn by K. Olynyk),,32,25
103,2,10:32.0,J. Winslow makes 2-pt jump shot from 2 ft (assist by T. Herro),,34,25
104,2,10:25.0,,K. Lowry misses 2-pt layup from 1 ft,34,25
105,2,10:22.0,,Offensive rebound by S. Ibaka,34,25
106,2,10:22.0,,S. Ibaka makes 2-pt layup from 1 ft,34,27
107,2,10:11.0,T. Herro makes 2-pt jump shot from 6 ft,,36,27
108,2,9:59.0,,N. Powell makes 2-pt layup from 1 ft (assist by K. Lowry),36,29
109,2,9:46.0,Def 3 sec tech foul by Team,,36,29
110,2,9:46.0,T. Herro makes technical free throw,,37,29
111,2,9:43.0,K. Olynyk misses 3-pt jump shot from 27 ft,,37,29
112,2,9:39.0,,Defensive rebound by K. Lowry,37,29
113,2,9:33.0,,Personal foul by D. Jones (drawn by K. Lowry),37,29
114,2,9:26.0,,T. Davis misses 2-pt jump shot from 15 ft,37,29
115,2,9:25.0,Defensive rebound by D. Jones,,37,29
116,2,9:16.0,K. Nunn misses 3-pt jump shot from 25 ft,,37,29
117,2,9:15.0,,Defensive rebound by N. Powell,37,29
118,2,9:08.0,,K. Lowry misses 3-pt jump shot from 26 ft,37,29
119,2,9:05.0,,Offensive rebound by R. Hollis-Jefferson,37,29
120,2,9:03.0,,S. Ibaka makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),37,32
121,2,8:36.0,K. Olynyk misses 3-pt jump shot from 23 ft,,37,32
122,2,8:34.0,,Defensive rebound by T. Davis,37,32
123,2,8:29.0,,N. Powell misses 3-pt jump shot from 24 ft,37,32
124,2,8:27.0,,Offensive rebound by Team,37,32
125,2,8:27.0,B. Adebayo enters the game for D. Jones,,37,32
126,2,8:21.0,,S. Ibaka misses 2-pt dunk from 1 ft (block by J. Winslow),37,32
127,2,8:21.0,,Offensive rebound by Team,37,32
128,2,8:14.0,,R. Hollis-Jefferson makes 2-pt jump shot from 4 ft,37,34
129,2,8:00.0,T. Herro makes 3-pt jump shot from 27 ft,,40,34
130,2,7:44.0,,K. Lowry misses 2-pt jump shot from 4 ft (block by K. Olynyk),40,34
131,2,7:41.0,,Offensive rebound by K. Lowry,40,34
132,2,7:34.0,,N. Powell misses 3-pt jump shot from 26 ft,40,34
133,2,7:31.0,Defensive rebound by J. Winslow,,40,34
134,2,7:23.0,J. Winslow misses 2-pt layup from 2 ft,,40,34
135,2,7:22.0,,Defensive rebound by S. Ibaka,40,34
136,2,7:18.0,,N. Powell makes 2-pt dunk at rim (assist by K. Lowry),40,36
137,2,7:18.0,Miami full timeout,,40,36
138,2,7:02.0,K. Olynyk misses 2-pt jump shot from 10 ft,,40,36
139,2,7:00.0,,Defensive rebound by S. Ibaka,40,36
140,2,6:49.0,,Turnover by R. Hollis-Jefferson (bad pass),40,36
141,2,6:36.0,K. Nunn makes 2-pt jump shot from 15 ft,,42,36
142,2,6:16.0,,Shooting foul by B. Adebayo (drawn by T. Davis),42,36
143,2,6:16.0,,T. Davis makes free throw 1 of 2,42,37
144,2,6:16.0,,O. Anunoby enters the game for R. Hollis-Jefferson,42,37
145,2,6:16.0,,P. Siakam enters the game for K. Lowry,42,37
146,2,6:16.0,,F. VanVleet enters the game for N. Powell,42,37
147,2,6:16.0,,T. Davis makes free throw 2 of 2,42,38
148,2,6:01.0,K. Nunn misses 2-pt layup from 2 ft (block by S. Ibaka),,42,38
149,2,5:59.0,,Defensive rebound by O. Anunoby,42,38
150,2,5:59.0,J. Butler enters the game for J. Winslow,,42,38
151,2,5:59.0,,M. Gasol enters the game for S. Ibaka,42,38
152,2,5:44.0,,Personal foul by T. Herro (drawn by O. Anunoby),42,38
153,2,5:38.0,,Shooting foul by B. Adebayo (drawn by P. Siakam),42,38
154,2,5:38.0,,P. Siakam makes free throw 1 of 2,42,39
155,2,5:38.0,,P. Siakam makes free throw 2 of 2,42,40
156,2,5:23.0,Turnover by K. Olynyk (bad pass; steal by F. VanVleet),,42,40
157,2,5:19.0,,P. Siakam misses 3-pt jump shot from 28 ft,42,40
158,2,5:16.0,Defensive rebound by T. Herro,,42,40
159,2,5:06.0,T. Herro misses 2-pt jump shot from 17 ft,,42,40
160,2,5:03.0,Offensive rebound by B. Adebayo,,42,40
161,2,5:01.0,B. Adebayo makes 2-pt layup from 2 ft,,44,40
162,2,4:50.0,,O. Anunoby misses 3-pt jump shot from 23 ft,44,40
163,2,4:47.0,Defensive rebound by K. Nunn,,44,40
164,2,4:37.0,B. Adebayo misses 2-pt hook shot from 4 ft,,44,40
165,2,4:34.0,,Defensive rebound by M. Gasol,44,40
166,2,4:17.0,,M. Gasol makes 3-pt jump shot from 27 ft (assist by P. Siakam),44,43
167,2,4:16.0,Miami full timeout,,44,43
168,2,4:16.0,D. Robinson enters the game for K. Nunn,,44,43
169,2,4:16.0,,K. Lowry enters the game for T. Davis,44,43
170,2,4:03.0,Shooting foul by O. Anunoby (drawn by J. Butler),,44,43
171,2,4:03.0,J. Butler makes free throw 1 of 2,,45,43
172,2,4:03.0,J. Butler makes free throw 2 of 2,,46,43
173,2,3:55.0,,Turnover by P. Siakam (out of bounds lost ball),46,43
174,2,3:44.0,K. Olynyk makes 2-pt layup from 2 ft (assist by J. Butler),,48,43
175,2,3:40.0,,Shooting foul by D. Robinson (drawn by K. Lowry),48,43
176,2,3:40.0,,K. Lowry makes free throw 1 of 2,48,44
177,2,3:40.0,,K. Lowry makes free throw 2 of 2,48,45
178,2,3:28.0,Turnover by J. Butler (bad pass; steal by K. Lowry),,48,45
179,2,3:24.0,,P. Siakam makes 2-pt layup from 1 ft (assist by K. Lowry),48,47
180,2,3:08.0,B. Adebayo makes 2-pt jump shot from 14 ft (assist by J. Butler),,50,47
181,2,2:57.0,,Personal foul by T. Herro (drawn by F. VanVleet),50,47
182,2,2:57.0,,F. VanVleet makes free throw 1 of 2,50,48
183,2,2:57.0,,F. VanVleet makes free throw 2 of 2,50,49
184,2,2:40.0,B. Adebayo makes 2-pt hook shot from 1 ft (assist by J. Butler),,52,49
185,2,2:33.0,,O. Anunoby makes 2-pt layup from 1 ft (assist by F. VanVleet),52,51
186,2,2:21.0,Shooting foul by O. Anunoby (drawn by J. Butler),,52,51
187,2,2:21.0,J. Butler makes free throw 1 of 2,,53,51
188,2,2:21.0,D. Jones enters the game for B. Adebayo,,53,51
189,2,2:21.0,J. Butler makes free throw 2 of 2,,54,51
190,2,2:12.0,,F. VanVleet makes 2-pt layup from 2 ft (assist by K. Lowry),54,53
191,2,2:00.0,T. Herro misses 3-pt jump shot from 27 ft,,54,53
192,2,1:57.0,,Defensive rebound by O. Anunoby,54,53
193,2,1:52.0,,F. VanVleet misses 3-pt jump shot from 28 ft,54,53
194,2,1:49.0,Defensive rebound by D. Jones,,54,53
195,2,1:41.0,Shooting foul by M. Gasol (drawn by D. Jones),,54,53
196,2,1:41.0,D. Jones misses free throw 1 of 2,,54,53
197,2,1:41.0,Offensive rebound by Team,,54,53
198,2,1:41.0,K. Nunn enters the game for T. Herro,,54,53
199,2,1:41.0,D. Jones makes free throw 2 of 2,,55,53
200,2,1:20.0,,K. Lowry misses 3-pt jump shot from 24 ft,55,53
201,2,1:19.0,Defensive rebound by K. Olynyk,,55,53
202,2,1:07.0,Turnover by D. Jones (traveling),,55,53
203,2,1:07.0,J. Winslow enters the game for D. Robinson,,55,53
204,2,1:07.0,,S. Ibaka enters the game for O. Anunoby,55,53
205,2,1:07.0,,N. Powell enters the game for M. Gasol,55,53
206,2,0:56.0,,P. Siakam misses 2-pt jump shot from 12 ft,55,53
207,2,0:54.0,Defensive rebound by K. Olynyk,,55,53
208,2,0:48.0,J. Winslow makes 2-pt hook shot from 2 ft (assist by J. Butler),,57,53
209,2,0:31.0,,S. Ibaka misses 2-pt jump shot from 16 ft,57,53
210,2,0:28.0,Defensive rebound by J. Butler,,57,53
211,2,0:10.0,Turnover by K. Nunn (lost ball; steal by F. VanVleet),,57,53
212,2,0:06.0,,F. VanVleet misses 2-pt layup from 2 ft,57,53
213,2,0:06.0,Defensive rebound by Team,,57,53
214,2,0:06.0,,Loose ball foul by K. Lowry (drawn by D. Jones),57,53
215,2,0:06.0,D. Jones makes free throw 1 of 2,,58,53
216,2,0:06.0,D. Jones misses free throw 2 of 2,,58,53
217,2,0:04.0,,Defensive rebound by K. Lowry,58,53
218,2,0:01.0,,K. Lowry misses 3-pt jump shot from 37 ft,58,53
219,2,0:01.0,,Offensive rebound by S. Ibaka,58,53
220,3,11:43.0,,Personal foul by K. Nunn (drawn by F. VanVleet),58,53
221,3,11:33.0,,O. Anunoby makes 2-pt layup from 2 ft (assist by F. VanVleet),58,55
222,3,11:19.0,Turnover by D. Robinson (traveling),,58,55
223,3,10:53.0,,O. Anunoby makes 2-pt layup from 2 ft (assist by M. Gasol),58,57
224,3,10:36.0,D. Robinson misses 3-pt jump shot from 23 ft,,58,57
225,3,10:33.0,,Defensive rebound by M. Gasol,58,57
226,3,10:19.0,,Shooting foul by M. Leonard (drawn by P. Siakam),58,57
227,3,10:19.0,,P. Siakam makes free throw 1 of 2,58,58
228,3,10:19.0,,P. Siakam misses free throw 2 of 2,58,58
229,3,10:17.0,Defensive rebound by M. Leonard,,58,58
230,3,10:12.0,Personal foul by F. VanVleet (drawn by K. Nunn),,58,58
231,3,10:05.0,J. Butler misses 2-pt jump shot from 15 ft (block by O. Anunoby),,58,58
232,3,10:03.0,,Defensive rebound by P. Siakam,58,58
233,3,10:00.0,,K. Lowry misses 3-pt jump shot from 27 ft,58,58
234,3,9:56.0,Defensive rebound by M. Leonard,,58,58
235,3,9:48.0,B. Adebayo misses 2-pt layup from 4 ft (block by M. Gasol),,58,58
236,3,9:46.0,,Defensive rebound by F. VanVleet,58,58
237,3,9:39.0,,P. Siakam makes 2-pt layup from 1 ft,58,60
238,3,9:31.0,Turnover by B. Adebayo (traveling),,58,60
239,3,9:18.0,,Violation by Team (delay of game),58,60
240,3,9:18.0,,Offensive foul by F. VanVleet (drawn by K. Nunn),58,60
241,3,9:18.0,,Turnover by F. VanVleet (offensive foul),58,60
242,3,9:04.0,J. Butler makes 3-pt jump shot from 23 ft (assist by M. Leonard),,61,60
243,3,8:39.0,,M. Gasol makes 2-pt jump shot from 12 ft,61,62
244,3,8:30.0,M. Leonard makes 3-pt jump shot from 26 ft (assist by K. Nunn),,64,62
245,3,8:10.0,,Personal foul by D. Robinson (drawn by K. Lowry),64,62
246,3,8:08.0,,M. Gasol misses 3-pt jump shot from 26 ft,64,62
247,3,8:06.0,Defensive rebound by J. Butler,,64,62
248,3,8:06.0,Personal foul by K. Lowry (drawn by J. Butler),,64,62
249,3,7:48.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by J. Butler),,67,62
250,3,7:32.0,,P. Siakam misses 2-pt jump shot from 20 ft,67,62
251,3,7:30.0,Defensive rebound by M. Leonard,,67,62
252,3,7:17.0,B. Adebayo makes 2-pt layup from 2 ft (assist by J. Butler),,69,62
253,3,7:17.0,,Toronto full timeout,69,62
254,3,6:58.0,,F. VanVleet misses 2-pt layup from 2 ft (block by D. Robinson),69,62
255,3,6:56.0,Defensive rebound by D. Robinson,,69,62
256,3,6:43.0,Shooting foul by F. VanVleet (drawn by B. Adebayo),,69,62
257,3,6:43.0,B. Adebayo makes free throw 1 of 2,,70,62
258,3,6:43.0,B. Adebayo makes free throw 2 of 2,,71,62
259,3,6:34.0,,K. Lowry misses 3-pt jump shot from 27 ft,71,62
260,3,6:31.0,Defensive rebound by M. Leonard,,71,62
261,3,6:22.0,K. Nunn misses 3-pt jump shot from 27 ft,,71,62
262,3,6:18.0,,Defensive rebound by P. Siakam,71,62
263,3,6:14.0,,Personal foul by M. Leonard (drawn by M. Gasol),71,62
264,3,6:03.0,,F. VanVleet misses 3-pt jump shot from 26 ft,71,62
265,3,6:00.0,Defensive rebound by B. Adebayo,,71,62
266,3,5:52.0,Personal foul by O. Anunoby (drawn by M. Leonard),,71,62
267,3,5:52.0,,N. Powell enters the game for K. Lowry,71,62
268,3,5:43.0,D. Robinson misses 3-pt jump shot from 24 ft,,71,62
269,3,5:37.0,Offensive rebound by J. Butler,,71,62
270,3,5:37.0,J. Butler makes 2-pt layup from 1 ft,,73,62
271,3,5:23.0,,N. Powell makes 3-pt jump shot from 25 ft (assist by F. VanVleet),73,65
272,3,5:23.0,J. Winslow enters the game for K. Nunn,,73,65
273,3,5:23.0,,S. Ibaka enters the game for O. Anunoby,73,65
274,3,5:06.0,D. Robinson makes 2-pt layup from 1 ft,,75,65
275,3,4:54.0,,P. Siakam makes 2-pt jump shot from 6 ft,75,67
276,3,4:30.0,D. Robinson makes 3-pt jump shot from 28 ft (assist by J. Winslow),,78,67
277,3,4:13.0,,Turnover by S. Ibaka (3 sec),78,67
278,3,4:13.0,K. Olynyk enters the game for M. Leonard,,78,67
279,3,4:00.0,Turnover by J. Butler (lost ball; steal by F. VanVleet),,78,67
280,3,3:55.0,,S. Ibaka makes 3-pt jump shot from 23 ft (assist by N. Powell),78,70
281,3,3:33.0,D. Robinson makes 2-pt layup from 1 ft (assist by B. Adebayo),,80,70
282,3,3:12.0,,F. VanVleet makes 3-pt jump shot from 27 ft (assist by M. Gasol),80,73
283,3,3:11.0,Miami full timeout,,80,73
284,3,3:11.0,D. Jones enters the game for B. Adebayo,,80,73
285,3,3:11.0,,T. Davis enters the game for M. Gasol,80,73
286,3,3:11.0,,R. Hollis-Jefferson enters the game for P. Siakam,80,73
287,3,2:54.0,D. Robinson makes 3-pt jump shot from 28 ft (assist by J. Butler),,83,73
288,3,2:39.0,,Shooting foul by D. Jones (drawn by N. Powell),83,73
289,3,2:39.0,,N. Powell misses free throw 1 of 2,83,73
290,3,2:39.0,,Offensive rebound by Team,83,73
291,3,2:39.0,,N. Powell makes free throw 2 of 2,83,74
292,3,2:26.0,J. Winslow misses 2-pt jump shot from 10 ft,,83,74
293,3,2:22.0,,Defensive rebound by N. Powell,83,74
294,3,2:20.0,,Personal foul by D. Robinson (drawn by R. Hollis-Jefferson),83,74
295,3,2:20.0,,R. Hollis-Jefferson misses free throw 1 of 2,83,74
296,3,2:20.0,,Offensive rebound by Team,83,74
297,3,2:20.0,,R. Hollis-Jefferson misses free throw 2 of 2,83,74
298,3,2:18.0,,Offensive rebound by S. Ibaka,83,74
299,3,2:18.0,,Personal foul by K. Olynyk (drawn by S. Ibaka),83,74
300,3,2:18.0,,S. Ibaka makes free throw 1 of 2,83,75
301,3,2:18.0,,S. Ibaka makes free throw 2 of 2,83,76
302,3,2:07.0,K. Olynyk misses 3-pt jump shot from 26 ft,,83,76
303,3,2:05.0,,Defensive rebound by Team,83,76
304,3,1:55.0,,Turnover by S. Ibaka (traveling),83,76
305,3,1:41.0,D. Jones misses 2-pt layup from 2 ft,,83,76
306,3,1:41.0,Offensive rebound by Team,,83,76
307,3,1:38.0,J. Butler misses 2-pt jump shot from 20 ft,,83,76
308,3,1:35.0,,Defensive rebound by S. Ibaka,83,76
309,3,1:29.0,,T. Davis misses 3-pt jump shot from 26 ft,83,76
310,3,1:26.0,Defensive rebound by J. Butler,,83,76
311,3,1:21.0,J. Butler misses 2-pt layup from 2 ft,,83,76
312,3,1:21.0,,Defensive rebound by Team,83,76
313,3,1:21.0,T. Herro enters the game for D. Robinson,,83,76
314,3,1:03.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by T. Davis),83,78
315,3,0:36.0,J. Winslow misses 2-pt jump shot from 7 ft,,83,78
316,3,0:35.0,,Defensive rebound by S. Ibaka,83,78
317,3,0:34.0,,Offensive foul by T. Davis (drawn by D. Jones),83,78
318,3,0:34.0,,Turnover by T. Davis (offensive foul),83,78
319,3,0:13.0,J. Winslow misses 2-pt jump shot from 8 ft,,83,78
320,3,0:11.0,,Defensive rebound by T. Davis,83,78
321,3,0:07.0,,F. VanVleet makes 2-pt layup from 3 ft,83,80
322,3,0:07.0,,Shooting foul by D. Jones (drawn by F. VanVleet),83,80
323,3,0:07.0,,F. VanVleet makes free throw 1 of 1,83,81
324,3,0:00.0,J. Butler misses 2-pt layup from 3 ft,,83,81
325,3,0:00.0,Offensive rebound by Team,,83,81
326,4,11:45.0,T. Herro misses 3-pt jump shot from 27 ft,,83,81
327,4,11:43.0,Offensive rebound by Team,,83,81
328,4,11:43.0,,Loose ball foul by N. Powell (drawn by K. Olynyk),83,81
329,4,11:31.0,D. Jones makes 2-pt layup from 3 ft (assist by K. Nunn),,85,81
330,4,11:31.0,Shooting foul by K. Lowry (drawn by D. Jones),,85,81
331,4,11:31.0,D. Jones makes free throw 1 of 1,,86,81
332,4,11:15.0,,S. Ibaka makes 2-pt jump shot from 21 ft (assist by K. Lowry),86,83
333,4,10:51.0,Turnover by T. Herro (bad pass; steal by N. Powell),,86,83
334,4,10:45.0,,T. Davis misses 3-pt jump shot from 23 ft,86,83
335,4,10:44.0,,Offensive rebound by R. Hollis-Jefferson,86,83
336,4,10:41.0,,Turnover by K. Lowry (bad pass; steal by D. Jones),86,83
337,4,10:34.0,K. Nunn misses 3-pt jump shot from 28 ft,,86,83
338,4,10:30.0,,Defensive rebound by T. Davis,86,83
339,4,10:25.0,,N. Powell misses 2-pt jump shot from 7 ft,86,83
340,4,10:23.0,Defensive rebound by T. Herro,,86,83
341,4,10:19.0,K. Olynyk makes 3-pt jump shot from 26 ft,,89,83
342,4,9:50.0,,S. Ibaka misses 3-pt jump shot from 25 ft,89,83
343,4,9:46.0,Defensive rebound by J. Winslow,,89,83
344,4,9:39.0,T. Herro misses 3-pt jump shot from 24 ft,,89,83
345,4,9:39.0,,Defensive rebound by R. Hollis-Jefferson,89,83
346,4,9:32.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,89,83
347,4,9:30.0,Defensive rebound by J. Winslow,,89,83
348,4,9:17.0,K. Olynyk misses 2-pt layup from 4 ft,,89,83
349,4,9:15.0,,Defensive rebound by S. Ibaka,89,83
350,4,9:14.0,,Shooting foul by J. Winslow (drawn by K. Lowry),89,83
351,4,9:14.0,,K. Lowry makes free throw 1 of 2,89,84
352,4,9:14.0,,K. Lowry makes free throw 2 of 2,89,85
353,4,8:56.0,D. Jones misses 3-pt jump shot from 23 ft,,89,85
354,4,8:52.0,Offensive rebound by J. Winslow,,89,85
355,4,8:50.0,J. Winslow makes 2-pt layup from 2 ft,,91,85
356,4,8:43.0,,K. Lowry misses 2-pt layup from 3 ft (block by K. Nunn),91,85
357,4,8:40.0,,Offensive rebound by K. Lowry,91,85
358,4,8:40.0,,K. Lowry makes 2-pt layup at rim,91,87
359,4,8:22.0,K. Nunn misses 2-pt jump shot from 19 ft,,91,87
360,4,8:20.0,,Defensive rebound by N. Powell,91,87
361,4,8:08.0,,Shooting foul by J. Winslow (drawn by S. Ibaka),91,87
362,4,8:08.0,,S. Ibaka makes free throw 1 of 2,91,88
363,4,8:08.0,B. Adebayo enters the game for D. Jones,,91,88
364,4,8:08.0,,F. VanVleet enters the game for T. Davis,91,88
365,4,8:08.0,,S. Ibaka misses free throw 2 of 2,91,88
366,4,8:06.0,Defensive rebound by K. Olynyk,,91,88
367,4,7:55.0,J. Winslow makes 2-pt jump shot from 9 ft,,93,88
368,4,7:43.0,,N. Powell makes 2-pt layup from 2 ft (assist by K. Lowry),93,90
369,4,7:25.0,Personal foul by S. Ibaka (drawn by B. Adebayo),,93,90
370,4,7:17.0,J. Winslow makes 3-pt jump shot from 23 ft (assist by K. Nunn),,96,90
371,4,6:59.0,,Turnover by N. Powell (bad pass; steal by K. Olynyk),96,90
372,4,6:54.0,J. Winslow makes 2-pt layup from 1 ft (assist by K. Olynyk),,98,90
373,4,6:53.0,,Toronto full timeout,98,90
374,4,6:53.0,,P. Siakam enters the game for R. Hollis-Jefferson,98,90
375,4,6:33.0,,N. Powell makes 3-pt jump shot from 23 ft (assist by K. Lowry),98,93
376,4,6:16.0,K. Nunn misses 2-pt jump shot from 14 ft,,98,93
377,4,6:16.0,Offensive rebound by K. Nunn,,98,93
378,4,6:15.0,Shooting foul by S. Ibaka (drawn by K. Nunn),,98,93
