,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,ORLANDO_ACTION,PHILADELPHIA_SCORE,ORLANDO_SCORE
60,1,4:20.0,Defensive rebound by S. Milton,,20,22
61,1,4:13.0,T. Harris misses 3-pt jump shot from 26 ft,,20,22
62,1,4:11.0,,Defensive rebound by N. Vučević,20,22
63,1,4:01.0,,Shooting foul by S. Milton (drawn by N. Vučević),20,22
64,1,4:01.0,,N. Vučević misses free throw 1 of 2,20,22
65,1,4:01.0,,Offensive rebound by Team,20,22
66,1,4:01.0,,D. Augustin enters the game for E. Fournier,20,22
67,1,4:01.0,,M. Carter-Williams enters the game for M. Fultz,20,22
68,1,4:01.0,,N. Vučević makes free throw 2 of 2,20,23
69,1,3:43.0,J. Ennis makes 2-pt layup from 5 ft,,22,23
70,1,3:25.0,,A. Gordon makes 3-pt jump shot from 27 ft (assist by N. Vučević),22,26
71,1,3:02.0,T. Harris makes 2-pt layup from 3 ft,,24,26
72,1,2:49.0,,Turnover by M. Carter-Williams (bad pass),24,26
73,1,2:49.0,Philadelphia full timeout,,24,26
74,1,2:49.0,A. Horford enters the game for J. Ennis,,24,26
75,1,2:49.0,R. Neto enters the game for T. Harris,,24,26
76,1,2:49.0,J. Richardson enters the game for S. Milton,,24,26
77,1,2:49.0,M. Scott enters the game for K. O'Quinn,,24,26
78,1,2:49.0,M. Thybulle enters the game for B. Simmons,,24,26
79,1,2:49.0,,M. Bamba enters the game for A. Gordon,24,26
80,1,2:49.0,,J. Isaac enters the game for N. Vučević,24,26
81,1,2:37.0,Turnover by A. Horford (out of bounds lost ball),,24,26
82,1,2:25.0,,T. Ross misses 2-pt jump shot from 20 ft,24,26
83,1,2:23.0,Defensive rebound by M. Scott,,24,26
84,1,2:12.0,A. Horford misses 2-pt layup from 6 ft,,24,26
85,1,2:12.0,,Defensive rebound by Team,24,26
86,1,2:12.0,Loose ball foul by J. Richardson (drawn by M. Carter-Williams),,24,26
87,1,2:03.0,,Shooting foul by M. Thybulle (drawn by T. Ross),24,26
88,1,2:03.0,,T. Ross makes free throw 1 of 2,24,27
89,1,2:03.0,,T. Ross makes free throw 2 of 2,24,28
90,1,1:50.0,A. Horford makes 2-pt layup from 2 ft (assist by M. Thybulle),,26,28
91,1,1:33.0,,T. Ross makes 3-pt jump shot from 27 ft (assist by J. Isaac),26,31
92,1,1:14.0,R. Neto makes 2-pt layup from 6 ft,,28,31
93,1,1:14.0,,Violation by Team (def goaltending),28,31
94,1,0:58.0,,Offensive foul by M. Bamba (drawn by M. Thybulle),28,31
95,1,0:58.0,,Turnover by M. Bamba (offensive foul),28,31
96,1,0:47.0,M. Scott misses 3-pt jump shot from 27 ft,,28,31
97,1,0:46.0,,Defensive rebound by M. Bamba,28,31
98,1,0:34.0,,D. Augustin misses 2-pt jump shot from 15 ft (block by R. Neto),28,31
99,1,0:32.0,Defensive rebound by J. Richardson,,28,31
100,1,0:32.0,Turnover by J. Richardson (bad pass),,28,31
101,1,0:16.0,,D. Augustin misses 2-pt jump shot from 15 ft,28,31
102,1,0:15.0,,Offensive rebound by D. Augustin,28,31
103,1,0:15.0,,D. Augustin misses 2-pt layup from 1 ft,28,31
104,1,0:13.0,Defensive rebound by J. Richardson,,28,31
105,1,0:02.0,A. Horford makes 2-pt hook shot from 1 ft,,30,31
106,1,0:00.0,,D. Augustin misses 3-pt jump shot from 27 ft,30,31
107,1,0:00.0,,Offensive rebound by Team,30,31
108,2,11:46.0,,Turnover by D. Augustin (bad pass; steal by T. Harris),30,31
109,2,11:28.0,Turnover by R. Neto (lost ball; steal by D. Augustin),,30,31
110,2,11:19.0,,J. Isaac makes 2-pt dunk from 2 ft (assist by D. Augustin),30,33
111,2,10:57.0,A. Horford makes 2-pt dunk from 3 ft (assist by T. Harris),,32,33
112,2,10:55.0,,Personal foul by A. Horford (drawn by D. Augustin),32,33
113,2,10:40.0,,M. Carter-Williams misses 2-pt jump shot from 12 ft (block by M. Thybulle),32,33
114,2,10:39.0,,Offensive rebound by D. Augustin,32,33
115,2,10:36.0,,J. Isaac misses 2-pt jump shot from 4 ft,32,33
116,2,10:35.0,,Offensive rebound by J. Isaac,32,33
117,2,10:35.0,,J. Isaac misses 2-pt layup from 1 ft,32,33
118,2,10:33.0,Defensive rebound by R. Neto,,32,33
119,2,10:22.0,R. Neto makes 2-pt layup from 3 ft,,34,33
120,2,10:18.0,,Offensive foul by T. Ross (drawn by M. Thybulle),34,33
121,2,10:18.0,,Turnover by T. Ross (offensive foul),34,33
122,2,10:07.0,F. Korkmaz misses 3-pt jump shot from 27 ft,,34,33
123,2,10:05.0,,Defensive rebound by M. Bamba,34,33
124,2,9:43.0,,D. Augustin misses 2-pt layup from 5 ft,34,33
125,2,9:41.0,Defensive rebound by T. Harris,,34,33
126,2,9:26.0,Turnover by R. Neto (lost ball; steal by T. Ross),,34,33
127,2,9:22.0,,M. Carter-Williams makes 2-pt layup from 3 ft (assist by T. Ross),34,35
128,2,9:05.0,A. Horford misses 2-pt jump shot from 19 ft,,34,35
129,2,9:03.0,,Defensive rebound by D. Augustin,34,35
130,2,8:52.0,,Shooting foul by M. Thybulle (drawn by M. Carter-Williams),34,35
131,2,8:52.0,,M. Carter-Williams misses free throw 1 of 2,34,35
132,2,8:52.0,,Offensive rebound by Team,34,35
133,2,8:52.0,J. Ennis enters the game for A. Horford,,34,35
134,2,8:52.0,K. O'Quinn enters the game for R. Neto,,34,35
135,2,8:52.0,B. Simmons enters the game for M. Thybulle,,34,35
136,2,8:52.0,,M. Carter-Williams makes free throw 2 of 2,34,36
137,2,8:52.0,,A. Gordon enters the game for M. Carter-Williams,34,36
138,2,8:36.0,F. Korkmaz makes 2-pt layup from 4 ft (assist by K. O'Quinn),,36,36
139,2,8:21.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by D. Augustin),36,39
140,2,8:08.0,Personal foul by J. Isaac (drawn by B. Simmons),,36,39
141,2,7:58.0,J. Ennis makes 2-pt dunk from 3 ft (assist by K. O'Quinn),,38,39
142,2,7:36.0,,M. Bamba misses 3-pt jump shot from 26 ft,38,39
143,2,7:33.0,Defensive rebound by K. O'Quinn,,38,39
144,2,7:29.0,Personal foul by T. Ross (drawn by B. Simmons),,38,39
145,2,7:29.0,,E. Fournier enters the game for M. Bamba,38,39
146,2,7:29.0,,N. Vučević enters the game for J. Isaac,38,39
147,2,7:25.0,F. Korkmaz misses 3-pt jump shot from 27 ft,,38,39
148,2,7:24.0,,Defensive rebound by N. Vučević,38,39
149,2,7:16.0,,E. Fournier makes 2-pt layup from 3 ft (assist by A. Gordon),38,41
150,2,6:59.0,T. Harris misses 2-pt jump shot from 8 ft,,38,41
151,2,6:57.0,,Defensive rebound by N. Vučević,38,41
152,2,6:52.0,,E. Fournier misses 2-pt layup from 5 ft (block by T. Harris),38,41
153,2,6:52.0,,Offensive rebound by Team,38,41
154,2,6:52.0,,Orlando full timeout,38,41
155,2,6:50.0,,Personal foul by T. Harris (drawn by T. Ross),38,41
156,2,6:50.0,,Instant Replay (Request: Ruling Stands),38,41
157,2,6:34.0,,N. Vučević misses 2-pt hook shot from 8 ft,38,41
158,2,6:32.0,Defensive rebound by T. Harris,,38,41
159,2,6:24.0,B. Simmons makes 2-pt layup from 3 ft (assist by K. O'Quinn),,40,41
160,2,6:05.0,,Turnover by T. Ross (lost ball; steal by T. Harris),40,41
161,2,6:01.0,B. Simmons makes 2-pt layup from 4 ft (assist by T. Harris),,42,41
162,2,6:01.0,,Orlando full timeout,42,41
163,2,6:01.0,,M. Fultz enters the game for D. Augustin,42,41
164,2,6:01.0,,J. Isaac enters the game for T. Ross,42,41
165,2,5:40.0,,M. Fultz makes 2-pt dunk from 5 ft (assist by J. Isaac),42,43
166,2,5:19.0,K. O'Quinn makes 3-pt jump shot from 26 ft (assist by T. Harris),,45,43
167,2,5:05.0,,Turnover by J. Isaac (bad pass),45,43
168,2,5:05.0,M. Scott enters the game for T. Harris,,45,43
169,2,4:42.0,K. O'Quinn misses 2-pt jump shot from 17 ft,,45,43
170,2,4:42.0,Offensive rebound by Team,,45,43
171,2,4:42.0,Offensive foul by K. O'Quinn (drawn by M. Fultz),,45,43
172,2,4:42.0,Turnover by K. O'Quinn (offensive foul),,45,43
173,2,4:21.0,,E. Fournier misses 3-pt jump shot from 27 ft,45,43
174,2,4:20.0,Defensive rebound by K. O'Quinn,,45,43
175,2,4:05.0,F. Korkmaz misses 2-pt layup from 5 ft,,45,43
176,2,4:04.0,,Defensive rebound by N. Vučević,45,43
177,2,3:58.0,,Shooting foul by K. O'Quinn (drawn by J. Isaac),45,43
178,2,3:58.0,,J. Isaac makes free throw 1 of 2,45,44
179,2,3:58.0,A. Horford enters the game for J. Ennis,,45,44
180,2,3:58.0,S. Milton enters the game for F. Korkmaz,,45,44
181,2,3:58.0,J. Richardson enters the game for K. O'Quinn,,45,44
182,2,3:58.0,,J. Isaac makes free throw 2 of 2,45,45
183,2,3:40.0,A. Horford misses 3-pt jump shot from 28 ft,,45,45
184,2,3:38.0,,Defensive rebound by A. Gordon,45,45
185,2,3:30.0,,A. Gordon misses 2-pt jump shot from 20 ft,45,45
186,2,3:28.0,Defensive rebound by B. Simmons,,45,45
187,2,3:21.0,A. Horford misses 3-pt jump shot from 27 ft,,45,45
188,2,3:20.0,,Defensive rebound by M. Fultz,45,45
189,2,3:07.0,,J. Isaac misses 3-pt jump shot from 27 ft,45,45
190,2,3:03.0,Defensive rebound by B. Simmons,,45,45
191,2,2:52.0,Personal foul by N. Vučević (drawn by A. Horford),,45,45
192,2,2:44.0,S. Milton misses 2-pt jump shot from 18 ft,,45,45
193,2,2:43.0,,Defensive rebound by A. Gordon,45,45
194,2,2:36.0,,N. Vučević misses 3-pt jump shot from 25 ft,45,45
195,2,2:34.0,Defensive rebound by M. Scott,,45,45
196,2,2:26.0,M. Scott makes 3-pt jump shot from 26 ft (assist by J. Richardson),,48,45
197,2,2:12.0,,Personal foul by B. Simmons (drawn by A. Gordon),48,45
198,2,2:12.0,,Technical foul by B. Simmons,48,45
199,2,2:12.0,,E. Fournier makes technical free throw,48,46
200,2,2:12.0,,A. Gordon makes free throw 1 of 2,48,47
201,2,2:12.0,,A. Gordon makes free throw 2 of 2,48,48
202,2,1:57.0,Personal foul by M. Fultz (drawn by J. Richardson),,48,48
203,2,1:48.0,J. Richardson misses 2-pt jump shot from 19 ft,,48,48
204,2,1:46.0,,Defensive rebound by J. Isaac,48,48
205,2,1:32.0,,A. Gordon misses 2-pt jump shot from 14 ft,48,48
206,2,1:32.0,,Offensive rebound by M. Fultz,48,48
207,2,1:32.0,,Personal foul by S. Milton (drawn by M. Fultz),48,48
208,2,1:32.0,,M. Fultz makes free throw 1 of 2,48,49
209,2,1:32.0,,A. Aminu enters the game for J. Isaac,48,49
210,2,1:32.0,,M. Fultz makes free throw 2 of 2,48,50
211,2,1:25.0,S. Milton misses 3-pt jump shot from 23 ft,,48,50
212,2,1:23.0,,Defensive rebound by E. Fournier,48,50
213,2,1:14.0,,A. Aminu misses 3-pt jump shot from 23 ft,48,50
214,2,1:13.0,Defensive rebound by A. Horford,,48,50
215,2,1:00.0,A. Horford makes 3-pt jump shot from 26 ft (assist by J. Richardson),,51,50
216,2,0:44.0,,Turnover by E. Fournier (lost ball; steal by J. Richardson),51,50
217,2,0:41.0,B. Simmons makes 2-pt dunk from 2 ft (assist by S. Milton),,53,50
218,2,0:31.0,,M. Fultz misses 3-pt jump shot from 27 ft,53,50
219,2,0:29.0,Defensive rebound by M. Scott,,53,50
220,2,0:25.0,Philadelphia full timeout,,53,50
221,2,0:08.0,S. Milton misses 3-pt jump shot from 26 ft,,53,50
222,2,0:07.0,,Defensive rebound by A. Gordon,53,50
223,2,0:00.0,,A. Gordon makes 3-pt jump shot from 30 ft,53,53
224,2,0:00.0,,Instant Replay (Request: Ruling Stands),53,53
225,3,11:45.0,,Personal foul by A. Horford (drawn by N. Vučević),53,53
226,3,11:41.0,,E. Fournier makes 2-pt layup from 4 ft (assist by M. Fultz),53,55
227,3,11:31.0,A. Horford misses 3-pt jump shot from 27 ft,,53,55
228,3,11:29.0,,Defensive rebound by M. Fultz,53,55
229,3,11:24.0,,Shooting foul by B. Simmons (drawn by M. Fultz),53,55
230,3,11:24.0,,M. Fultz makes free throw 1 of 2,53,56
231,3,11:24.0,,M. Fultz misses free throw 2 of 2,53,56
232,3,11:20.0,Defensive rebound by T. Harris,,53,56
233,3,11:14.0,Personal foul by N. Vučević (drawn by A. Horford),,53,56
234,3,11:07.0,A. Horford misses 2-pt jump shot from 19 ft,,53,56
235,3,11:06.0,Offensive rebound by B. Simmons,,53,56
236,3,11:05.0,B. Simmons makes 2-pt layup from 1 ft,,55,56
237,3,10:52.0,,N. Vučević makes 3-pt jump shot from 27 ft (assist by M. Fultz),55,59
238,3,10:35.0,J. Richardson makes 2-pt layup from 4 ft,,57,59
239,3,10:23.0,,N. Vučević makes 2-pt layup from 4 ft (assist by M. Fultz),57,61
240,3,10:07.0,T. Harris makes 2-pt jump shot from 8 ft,,59,61
241,3,9:47.0,,E. Fournier misses 3-pt jump shot from 26 ft,59,61
242,3,9:45.0,Defensive rebound by B. Simmons,,59,61
243,3,9:37.0,F. Korkmaz misses 2-pt jump shot from 8 ft,,59,61
244,3,9:35.0,,Defensive rebound by N. Vučević,59,61
245,3,9:30.0,,Shooting foul by F. Korkmaz (drawn by A. Gordon),59,61
246,3,9:30.0,,A. Gordon makes free throw 1 of 2,59,62
247,3,9:30.0,,A. Gordon makes free throw 2 of 2,59,63
248,3,9:22.0,Personal foul by M. Fultz (drawn by J. Richardson),,59,63
249,3,9:13.0,J. Richardson makes 3-pt jump shot from 26 ft,,62,63
250,3,8:53.0,,A. Gordon misses 2-pt jump shot from 20 ft,62,63
251,3,8:50.0,Defensive rebound by J. Richardson,,62,63
252,3,8:42.0,B. Simmons makes 2-pt dunk from 1 ft,,64,63
253,3,8:33.0,,E. Fournier misses 3-pt jump shot from 25 ft,64,63
254,3,8:32.0,Defensive rebound by T. Harris,,64,63
255,3,8:11.0,T. Harris misses 2-pt jump shot from 6 ft,,64,63
256,3,8:08.0,,Defensive rebound by N. Vučević,64,63
257,3,8:01.0,,M. Fultz misses 2-pt layup from 5 ft,64,63
258,3,7:59.0,Defensive rebound by A. Horford,,64,63
259,3,7:43.0,A. Horford misses 2-pt jump shot from 13 ft,,64,63
260,3,7:42.0,Offensive rebound by B. Simmons,,64,63
261,3,7:41.0,B. Simmons misses 2-pt layup from 6 ft,,64,63
262,3,7:40.0,,Defensive rebound by J. Isaac,64,63
263,3,7:28.0,,J. Isaac misses 3-pt jump shot from 26 ft,64,63
264,3,7:25.0,Defensive rebound by B. Simmons,,64,63
265,3,7:18.0,T. Harris misses 2-pt layup from 5 ft,,64,63
266,3,7:15.0,,Defensive rebound by A. Gordon,64,63
267,3,7:09.0,,M. Fultz misses 3-pt jump shot from 27 ft,64,63
268,3,7:05.0,,Offensive rebound by N. Vučević,64,63
269,3,7:04.0,,Turnover by N. Vučević (bad pass; steal by F. Korkmaz),64,63
270,3,6:54.0,F. Korkmaz makes 3-pt jump shot from 26 ft (assist by B. Simmons),,67,63
271,3,6:45.0,,Orlando full timeout,67,63
272,3,6:45.0,J. Ennis enters the game for A. Horford,,67,63
273,3,6:45.0,K. O'Quinn enters the game for J. Richardson,,67,63
274,3,6:27.0,,A. Gordon misses 3-pt jump shot from 25 ft,67,63
275,3,6:27.0,,Offensive rebound by Team,67,63
276,3,6:27.0,,Personal foul by J. Ennis (drawn by J. Isaac),67,63
277,3,6:22.0,,Offensive foul by E. Fournier (drawn by K. O'Quinn),67,63
278,3,6:22.0,,Turnover by E. Fournier (offensive foul),67,63
279,3,6:11.0,F. Korkmaz misses 3-pt jump shot from 26 ft,,67,63
280,3,6:09.0,Offensive rebound by K. O'Quinn,,67,63
281,3,6:01.0,Turnover by J. Ennis (bad pass),,67,63
282,3,6:01.0,,T. Ross enters the game for J. Isaac,67,63
283,3,5:49.0,,N. Vučević misses 2-pt jump shot from 21 ft,67,63
284,3,5:46.0,Defensive rebound by B. Simmons,,67,63
285,3,5:24.0,K. O'Quinn misses 2-pt jump shot from 10 ft,,67,63
286,3,5:24.0,Offensive rebound by Team,,67,63
287,3,5:24.0,,Loose ball foul by T. Ross (drawn by J. Ennis),67,63
288,3,5:20.0,B. Simmons makes 2-pt dunk from 3 ft (assist by T. Harris),,69,63
289,3,5:08.0,,N. Vučević misses 3-pt jump shot from 25 ft,69,63
290,3,5:05.0,Defensive rebound by B. Simmons,,69,63
291,3,5:02.0,K. O'Quinn makes 2-pt dunk from 3 ft (assist by B. Simmons),,71,63
292,3,4:54.0,,Orlando full timeout,71,63
293,3,4:54.0,M. Scott enters the game for T. Harris,,71,63
294,3,4:54.0,,D. Augustin enters the game for M. Fultz,71,63
295,3,4:45.0,,N. Vučević makes 2-pt layup from 3 ft (assist by D. Augustin),71,65
296,3,4:25.0,Turnover by M. Scott (bad pass; steal by T. Ross),,71,65
297,3,4:20.0,,D. Augustin makes 3-pt jump shot from 25 ft (assist by A. Gordon),71,68
298,3,4:18.0,Philadelphia full timeout,,71,68
299,3,4:18.0,,M. Carter-Williams enters the game for E. Fournier,71,68
300,3,4:02.0,F. Korkmaz misses 3-pt jump shot from 27 ft,,71,68
301,3,4:01.0,,Defensive rebound by D. Augustin,71,68
302,3,3:59.0,,M. Carter-Williams makes 2-pt layup from 4 ft (assist by D. Augustin),71,70
303,3,3:59.0,,Shooting foul by B. Simmons (drawn by M. Carter-Williams),71,70
304,3,3:59.0,,M. Bamba enters the game for N. Vučević,71,70
305,3,3:59.0,,M. Carter-Williams misses free throw 1 of 1,71,70
306,3,3:56.0,Defensive rebound by K. O'Quinn,,71,70
307,3,3:43.0,M. Scott misses 2-pt jump shot from 13 ft,,71,70
308,3,3:41.0,Offensive rebound by K. O'Quinn,,71,70
309,3,3:38.0,F. Korkmaz misses 3-pt jump shot from 25 ft,,71,70
310,3,3:36.0,,Defensive rebound by M. Carter-Williams,71,70
311,3,3:33.0,,Personal foul by J. Ennis (drawn by M. Carter-Williams),71,70
312,3,3:33.0,,M. Carter-Williams makes free throw 1 of 2,71,71
313,3,3:33.0,A. Horford enters the game for J. Ennis,,71,71
314,3,3:33.0,J. Richardson enters the game for F. Korkmaz,,71,71
315,3,3:33.0,M. Thybulle enters the game for K. O'Quinn,,71,71
316,3,3:33.0,,M. Carter-Williams makes free throw 2 of 2,71,72
317,3,3:22.0,J. Richardson makes 3-pt jump shot from 28 ft,,74,72
318,3,3:22.0,Flagrant foul type 1 by M. Carter-Williams (drawn by J. Richardson),,74,72
319,3,3:22.0,,Turnover by M. Carter-Williams (turnover),74,72
320,3,3:22.0,,Instant Replay (Request: Ruling Stands),74,72
321,3,3:22.0,J. Richardson makes flagrant free throw 1 of 1,,75,72
322,3,3:11.0,A. Horford misses 3-pt jump shot from 26 ft,,75,72
323,3,3:11.0,,Defensive rebound by A. Gordon,75,72
324,3,3:11.0,,Personal foul by B. Simmons (drawn by A. Gordon),75,72
325,3,3:11.0,,A. Gordon misses free throw 1 of 2,75,72
326,3,3:11.0,,Offensive rebound by Team,75,72
327,3,3:11.0,,A. Gordon makes free throw 2 of 2,75,73
328,3,2:55.0,Personal foul by M. Carter-Williams (drawn by J. Richardson),,75,73
329,3,2:55.0,,Technical foul by J. Richardson,75,73
330,3,2:55.0,,D. Augustin makes technical free throw,75,74
331,3,2:55.0,J. Richardson misses free throw 1 of 2,,75,74
332,3,2:55.0,Offensive rebound by Team,,75,74
333,3,2:55.0,J. Richardson makes free throw 2 of 2,,76,74
334,3,2:55.0,R. Neto enters the game for B. Simmons,,76,74
335,3,2:55.0,,J. Isaac enters the game for A. Gordon,76,74
336,3,2:45.0,,T. Ross misses 3-pt jump shot from 26 ft,76,74
337,3,2:34.0,Defensive rebound by R. Neto,,76,74
338,3,2:33.0,Personal foul by M. Bamba (drawn by A. Horford),,76,74
339,3,2:33.0,A. Horford misses free throw 1 of 2,,76,74
340,3,2:33.0,Offensive rebound by Team,,76,74
341,3,2:33.0,A. Horford makes free throw 2 of 2,,77,74
342,3,2:20.0,,T. Ross misses 2-pt jump shot from 21 ft,77,74
343,3,2:18.0,Defensive rebound by A. Horford,,77,74
344,3,2:03.0,M. Thybulle makes 2-pt jump shot from 10 ft (assist by A. Horford),,79,74
345,3,1:38.0,,D. Augustin makes 2-pt jump shot from 11 ft,79,76
346,3,1:23.0,Shooting foul by M. Bamba (drawn by J. Richardson),,79,76
347,3,1:23.0,J. Richardson misses free throw 1 of 2,,79,76
348,3,1:23.0,Offensive rebound by Team,,79,76
349,3,1:23.0,J. Richardson makes free throw 2 of 2,,80,76
350,3,1:12.0,,T. Ross misses 3-pt jump shot from 27 ft,80,76
351,3,1:10.0,,Offensive rebound by M. Carter-Williams,80,76
352,3,1:09.0,,M. Carter-Williams misses 2-pt layup at rim,80,76
353,3,1:08.0,Defensive rebound by M. Thybulle,,80,76
354,3,0:51.0,J. Richardson misses 2-pt jump shot from 12 ft,,80,76
355,3,0:49.0,,Defensive rebound by J. Isaac,80,76
356,3,0:41.0,,Turnover by D. Augustin (lost ball; steal by R. Neto),80,76
357,3,0:41.0,Personal foul by D. Augustin (drawn by R. Neto),,80,76
358,3,0:41.0,R. Neto makes free throw 1 of 2,,81,76
359,3,0:41.0,R. Neto makes free throw 2 of 2,,82,76
360,3,0:28.0,,T. Ross makes 2-pt jump shot from 14 ft (assist by M. Carter-Williams),82,78
361,3,0:07.0,J. Richardson misses 3-pt jump shot from 27 ft,,82,78
362,3,0:07.0,,Defensive rebound by Team,82,78
363,3,0:01.0,,D. Augustin misses 3-pt jump shot from 28 ft,82,78
364,3,0:01.0,,Offensive rebound by Team,82,78
365,3,0:01.0,,Personal foul by J. Richardson (drawn by M. Carter-Williams),82,78
366,3,0:01.0,,M. Carter-Williams makes free throw 1 of 2,82,79
367,3,0:01.0,,M. Carter-Williams makes free throw 2 of 2,82,80
368,4,11:40.0,J. Richardson makes 2-pt jump shot from 19 ft,,84,80
369,4,11:23.0,,Personal foul by J. Ennis (drawn by T. Ross),84,80
370,4,11:13.0,,D. Augustin makes 2-pt jump shot from 10 ft,84,82
371,4,11:00.0,Turnover by J. Richardson (bad pass),,84,82
372,4,10:47.0,,T. Ross misses 3-pt jump shot from 26 ft,84,82
373,4,10:45.0,Defensive rebound by A. Horford,,84,82
374,4,10:24.0,Turnover by A. Horford (bad pass),,84,82
375,4,10:15.0,,Shooting foul by R. Neto (drawn by D. Augustin),84,82
376,4,10:15.0,,D. Augustin makes free throw 1 of 2,84,83
377,4,10:15.0,,D. Augustin makes free throw 2 of 2,84,84
378,4,9:55.0,A. Horford misses 2-pt hook shot from 5 ft,,84,84
379,4,9:53.0,,Defensive rebound by T. Ross,84,84
380,4,9:47.0,,D. Augustin misses 2-pt layup from 4 ft,84,84
381,4,9:45.0,Defensive rebound by J. Richardson,,84,84
382,4,9:37.0,J. Ennis misses 3-pt jump shot from 23 ft,,84,84
383,4,9:35.0,,Defensive rebound by D. Augustin,84,84
