,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,MEMPHIS_ACTION,MILWAUKEE_SCORE,MEMPHIS_SCORE
79,1,3:43.0,R. Lopez misses 2-pt hook shot from 8 ft (block by B. Caboclo),,26,21
80,1,3:40.0,,Defensive rebound by K. Anderson,26,21
81,1,3:37.0,,S. Hill misses 3-pt jump shot from 23 ft,26,21
82,1,3:34.0,,Offensive rebound by S. Hill,26,21
83,1,3:33.0,,S. Hill makes 2-pt jump shot from 4 ft,26,23
84,1,3:32.0,Milwaukee full timeout,,26,23
85,1,3:14.0,D. Wilson makes 2-pt jump shot from 21 ft (assist by D. DiVincenzo),,28,23
86,1,2:55.0,,D. Melton misses 3-pt jump shot from 26 ft,28,23
87,1,2:52.0,,Offensive rebound by B. Caboclo,28,23
88,1,2:47.0,,K. Anderson misses 2-pt jump shot from 11 ft,28,23
89,1,2:45.0,Defensive rebound by D. Wilson,,28,23
90,1,2:37.0,Shooting foul by B. Caboclo (drawn by G. Hill),,28,23
91,1,2:37.0,G. Hill makes free throw 1 of 2,,29,23
92,1,2:37.0,G. Hill makes free throw 2 of 2,,30,23
93,1,2:19.0,,B. Caboclo makes 2-pt layup from 1 ft (assist by D. Melton),30,25
94,1,1:58.0,S. Brown misses 2-pt jump shot from 20 ft,,30,25
95,1,1:55.0,,Defensive rebound by M. Guduric,30,25
96,1,1:37.0,,S. Hill misses 2-pt dunk from 1 ft,30,25
97,1,1:34.0,Defensive rebound by G. Hill,,30,25
98,1,1:29.0,Turnover by S. Brown (bad pass; steal by B. Caboclo),,30,25
99,1,1:21.0,,D. Melton misses 3-pt jump shot from 25 ft,30,25
100,1,1:18.0,Defensive rebound by D. DiVincenzo,,30,25
101,1,1:11.0,D. DiVincenzo misses 2-pt jump shot from 15 ft,,30,25
102,1,1:10.0,Offensive rebound by Team,,30,25
103,1,1:10.0,,Loose ball foul by D. Melton (drawn by R. Lopez),30,25
104,1,1:10.0,R. Lopez makes free throw 1 of 2,,31,25
105,1,1:10.0,G. Antetokounmpo enters the game for D. DiVincenzo,,31,25
106,1,1:10.0,P. Connaughton enters the game for D. Wilson,,31,25
107,1,1:10.0,,D. Brooks enters the game for K. Anderson,31,25
108,1,1:10.0,,J. Valančiūnas enters the game for B. Caboclo,31,25
109,1,1:10.0,R. Lopez makes free throw 2 of 2,,32,25
110,1,0:59.0,,Shooting foul by P. Connaughton (drawn by J. Valančiūnas),32,25
111,1,0:59.0,,J. Valančiūnas makes free throw 1 of 2,32,26
112,1,0:59.0,,J. Valančiūnas misses free throw 2 of 2,32,26
113,1,0:55.0,Defensive rebound by R. Lopez,,32,26
114,1,0:45.0,Personal foul by J. Valančiūnas (drawn by R. Lopez),,32,26
115,1,0:45.0,R. Lopez misses free throw 1 of 2,,32,26
116,1,0:45.0,Offensive rebound by Team,,32,26
117,1,0:45.0,R. Lopez makes free throw 2 of 2,,33,26
118,1,0:33.0,,Turnover by J. Valančiūnas (back court),33,26
119,1,0:33.0,D. Wilson enters the game for R. Lopez,,33,26
120,1,0:28.0,G. Antetokounmpo makes 2-pt layup at rim,,35,26
121,1,0:09.0,,D. Brooks makes 3-pt jump shot from 26 ft,35,29
122,1,0:03.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,35,29
123,1,0:00.0,,Defensive rebound by D. Melton,35,29
124,2,11:42.0,,M. Guduric misses 3-pt jump shot from 23 ft,35,29
125,2,11:39.0,Defensive rebound by G. Antetokounmpo,,35,29
126,2,11:33.0,B. Lopez misses 3-pt jump shot from 26 ft,,35,29
127,2,11:28.0,,Defensive rebound by D. Melton,35,29
128,2,11:19.0,,D. Brooks misses 2-pt jump shot from 15 ft,35,29
129,2,11:15.0,,Offensive rebound by D. Melton,35,29
130,2,11:14.0,,S. Hill misses 3-pt jump shot from 27 ft,35,29
131,2,11:12.0,Defensive rebound by P. Connaughton,,35,29
132,2,10:54.0,B. Lopez makes 2-pt layup from 3 ft (assist by P. Connaughton),,37,29
133,2,10:38.0,,D. Melton makes 2-pt jump shot from 19 ft,37,31
134,2,10:28.0,G. Antetokounmpo misses 2-pt hook shot from 8 ft,,37,31
135,2,10:26.0,,Defensive rebound by J. Valančiūnas,37,31
136,2,10:16.0,,J. Valančiūnas makes 3-pt jump shot from 26 ft (assist by D. Brooks),37,34
137,2,9:55.0,Shooting foul by S. Hill (drawn by G. Antetokounmpo),,37,34
138,2,9:55.0,G. Antetokounmpo makes free throw 1 of 2,,38,34
139,2,9:55.0,E. Bledsoe enters the game for S. Brown,,38,34
140,2,9:55.0,K. Middleton enters the game for G. Hill,,38,34
141,2,9:55.0,G. Antetokounmpo makes free throw 2 of 2,,39,34
142,2,9:45.0,,D. Melton misses 2-pt jump shot from 7 ft,39,34
143,2,9:41.0,Defensive rebound by G. Antetokounmpo,,39,34
144,2,9:37.0,Shooting foul by D. Melton (drawn by E. Bledsoe),,39,34
145,2,9:37.0,E. Bledsoe makes free throw 1 of 2,,40,34
146,2,9:37.0,,B. Caboclo enters the game for S. Hill,40,34
147,2,9:37.0,,J. Jackson enters the game for J. Valančiūnas,40,34
148,2,9:37.0,E. Bledsoe makes free throw 2 of 2,,41,34
149,2,9:28.0,,D. Brooks misses 2-pt jump shot from 12 ft,41,34
150,2,9:25.0,,Offensive rebound by B. Caboclo,41,34
151,2,9:17.0,,B. Caboclo misses 2-pt jump shot from 8 ft,41,34
152,2,9:15.0,Defensive rebound by G. Antetokounmpo,,41,34
153,2,9:09.0,Turnover by G. Antetokounmpo (bad pass; steal by M. Guduric),,41,34
154,2,9:04.0,,D. Brooks misses 2-pt layup from 6 ft,41,34
155,2,9:01.0,Defensive rebound by P. Connaughton,,41,34
156,2,8:56.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,43,34
157,2,8:56.0,,Memphis full timeout,43,34
158,2,8:56.0,D. Wilson enters the game for B. Lopez,,43,34
159,2,8:56.0,,T. Jones enters the game for D. Melton,43,34
160,2,8:39.0,,B. Caboclo misses 3-pt jump shot from 25 ft,43,34
161,2,8:35.0,Defensive rebound by G. Antetokounmpo,,43,34
162,2,8:28.0,Turnover by G. Antetokounmpo (traveling),,43,34
163,2,8:19.0,,D. Brooks misses 2-pt layup from 5 ft,43,34
164,2,8:16.0,Defensive rebound by E. Bledsoe,,43,34
165,2,8:13.0,Personal foul by D. Brooks (drawn by K. Middleton),,43,34
166,2,8:13.0,W. Matthews enters the game for G. Antetokounmpo,,43,34
167,2,8:13.0,,J. Crowder enters the game for M. Guduric,43,34
168,2,8:02.0,Personal foul by J. Crowder (drawn by D. Wilson),,43,34
169,2,7:53.0,Turnover by P. Connaughton (traveling),,43,34
170,2,7:36.0,,J. Jackson misses 2-pt jump shot from 3 ft,43,34
171,2,7:36.0,Defensive rebound by D. Wilson,,43,34
172,2,7:28.0,K. Middleton misses 3-pt jump shot from 24 ft,,43,34
173,2,7:26.0,,Defensive rebound by J. Crowder,43,34
174,2,7:24.0,,Offensive foul by J. Jackson (drawn by K. Middleton),43,34
175,2,7:24.0,,Turnover by J. Jackson (offensive foul),43,34
176,2,7:24.0,D. DiVincenzo enters the game for P. Connaughton,,43,34
177,2,7:13.0,W. Matthews misses 2-pt layup from 1 ft,,43,34
178,2,7:11.0,Offensive rebound by W. Matthews,,43,34
179,2,7:09.0,D. Wilson misses 3-pt jump shot from 26 ft,,43,34
180,2,7:07.0,,Defensive rebound by J. Jackson,43,34
181,2,6:59.0,,Personal foul by W. Matthews (drawn by J. Crowder),43,34
182,2,6:51.0,,J. Crowder misses 3-pt jump shot from 26 ft,43,34
183,2,6:49.0,Defensive rebound by E. Bledsoe,,43,34
184,2,6:43.0,E. Bledsoe misses 2-pt jump shot from 21 ft,,43,34
185,2,6:41.0,,Defensive rebound by J. Crowder,43,34
186,2,6:35.0,,J. Jackson misses 3-pt jump shot from 26 ft,43,34
187,2,6:33.0,,Offensive rebound by Team,43,34
188,2,6:28.0,,T. Jones makes 2-pt jump shot from 15 ft,43,36
189,2,6:19.0,Turnover by K. Middleton (lost ball; steal by B. Caboclo),,43,36
190,2,6:16.0,,Shooting foul by D. Wilson (drawn by D. Brooks),43,36
191,2,6:16.0,,D. Brooks misses free throw 1 of 2,43,36
192,2,6:16.0,,Offensive rebound by Team,43,36
193,2,6:16.0,,D. Brooks makes free throw 2 of 2,43,37
194,2,6:05.0,Offensive foul by E. Bledsoe (drawn by B. Caboclo),,43,37
195,2,6:05.0,Turnover by E. Bledsoe (offensive foul),,43,37
196,2,5:56.0,,J. Jackson makes 2-pt jump shot from 14 ft (assist by T. Jones),43,39
197,2,5:42.0,K. Middleton makes 2-pt layup from 2 ft,,45,39
198,2,5:42.0,Shooting foul by B. Caboclo (drawn by K. Middleton),,45,39
199,2,5:42.0,,S. Hill enters the game for B. Caboclo,45,39
200,2,5:42.0,K. Middleton makes free throw 1 of 1,,46,39
201,2,5:25.0,,Shooting foul by D. DiVincenzo (drawn by J. Jackson),46,39
202,2,5:25.0,,J. Jackson makes free throw 1 of 2,46,40
203,2,5:25.0,,J. Jackson makes free throw 2 of 2,46,41
204,2,5:14.0,E. Bledsoe makes 2-pt jump shot from 9 ft,,48,41
205,2,4:59.0,,T. Jones makes 3-pt jump shot from 23 ft (assist by D. Brooks),48,44
206,2,4:44.0,Turnover by K. Middleton (bad pass; steal by S. Hill),,48,44
207,2,4:40.0,,D. Brooks makes 3-pt jump shot from 25 ft (assist by S. Hill),48,47
208,2,4:39.0,Milwaukee full timeout,,48,47
209,2,4:39.0,,Technical foul by W. Matthews,48,47
210,2,4:39.0,G. Hill enters the game for E. Bledsoe,,48,47
211,2,4:39.0,B. Lopez enters the game for D. Wilson,,48,47
212,2,4:39.0,,J. Valančiūnas enters the game for J. Jackson,48,47
213,2,4:39.0,,D. Brooks makes technical free throw,48,48
214,2,4:21.0,D. DiVincenzo makes 2-pt layup from 1 ft (assist by G. Hill),,50,48
215,2,4:04.0,,T. Jones misses 2-pt jump shot from 12 ft,50,48
216,2,4:02.0,Defensive rebound by W. Matthews,,50,48
217,2,3:56.0,Shooting foul by T. Jones (drawn by K. Middleton),,50,48
218,2,3:56.0,K. Middleton makes free throw 1 of 2,,51,48
219,2,3:56.0,,D. Melton enters the game for T. Jones,51,48
220,2,3:56.0,K. Middleton makes free throw 2 of 2,,52,48
221,2,3:40.0,,J. Valančiūnas makes 2-pt hook shot from 1 ft,52,50
222,2,3:27.0,W. Matthews misses 2-pt jump shot from 22 ft,,52,50
223,2,3:25.0,,Defensive rebound by J. Crowder,52,50
224,2,3:22.0,,D. Brooks makes 3-pt jump shot from 25 ft (assist by J. Crowder),52,53
225,2,3:22.0,,Shooting foul by W. Matthews (drawn by D. Brooks),52,53
226,2,3:22.0,G. Antetokounmpo enters the game for W. Matthews,,52,53
227,2,3:22.0,,D. Brooks makes free throw 1 of 1,52,54
228,2,3:03.0,K. Middleton makes 2-pt jump shot from 19 ft (assist by D. DiVincenzo),,54,54
229,2,2:43.0,,D. Brooks misses 3-pt jump shot from 25 ft,54,54
230,2,2:39.0,,Offensive rebound by S. Hill,54,54
231,2,2:38.0,,J. Crowder misses 3-pt jump shot from 28 ft,54,54
232,2,2:38.0,Defensive rebound by B. Lopez,,54,54
233,2,2:26.0,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by B. Lopez),,57,54
234,2,2:09.0,,D. Brooks misses 3-pt jump shot from 26 ft,57,54
235,2,2:07.0,Defensive rebound by G. Antetokounmpo,,57,54
236,2,1:54.0,Turnover by D. DiVincenzo (bad pass; steal by D. Melton),,57,54
237,2,1:48.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by D. Brooks),57,57
238,2,1:34.0,,Violation by Team (kicked ball),57,57
239,2,1:34.0,P. Connaughton enters the game for K. Middleton,,57,57
240,2,1:34.0,,K. Anderson enters the game for D. Brooks,57,57
241,2,1:30.0,G. Antetokounmpo misses 2-pt jump shot from 23 ft,,57,57
242,2,1:26.0,,Defensive rebound by D. Melton,57,57
243,2,1:20.0,,J. Crowder misses 3-pt jump shot from 26 ft,57,57
244,2,1:18.0,Defensive rebound by B. Lopez,,57,57
245,2,1:13.0,Turnover by P. Connaughton (bad pass; steal by K. Anderson),,57,57
246,2,1:08.0,,K. Anderson makes 2-pt dunk from 1 ft (assist by D. Melton),57,59
247,2,0:48.0,Shooting foul by K. Anderson (drawn by G. Antetokounmpo),,57,59
248,2,0:48.0,G. Antetokounmpo makes free throw 1 of 2,,58,59
249,2,0:48.0,E. Bledsoe enters the game for D. DiVincenzo,,58,59
250,2,0:48.0,D. Wilson enters the game for B. Lopez,,58,59
251,2,0:48.0,G. Antetokounmpo makes free throw 2 of 2,,59,59
252,2,0:31.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by S. Hill),59,62
253,2,0:28.0,Personal foul by S. Hill (drawn by E. Bledsoe),,59,62
254,2,0:28.0,E. Bledsoe makes free throw 1 of 2,,60,62
255,2,0:28.0,R. Lopez enters the game for G. Antetokounmpo,,60,62
256,2,0:28.0,E. Bledsoe makes free throw 2 of 2,,61,62
257,2,0:10.0,,S. Hill misses 3-pt jump shot from 28 ft,61,62
258,2,0:06.0,,Offensive rebound by J. Valančiūnas,61,62
259,2,0:06.0,,J. Valančiūnas misses 2-pt layup from 1 ft,61,62
260,2,0:06.0,Defensive rebound by P. Connaughton,,61,62
261,2,0:00.0,G. Hill makes 3-pt jump shot from 28 ft,,64,62
262,2,0:00.0,Instant Replay (Request: Ruling Stands),,64,62
263,3,11:45.0,,D. Brooks misses 2-pt layup from 2 ft,64,62
264,3,11:43.0,Defensive rebound by G. Antetokounmpo,,64,62
265,3,11:38.0,W. Matthews makes 2-pt layup at rim (assist by G. Antetokounmpo),,66,62
266,3,11:23.0,,T. Jones makes 2-pt jump shot from 13 ft (assist by J. Valančiūnas),66,64
267,3,11:10.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,66,64
268,3,11:08.0,,Defensive rebound by D. Brooks,66,64
269,3,11:01.0,,D. Brooks misses 2-pt jump shot from 15 ft,66,64
270,3,10:58.0,Defensive rebound by B. Lopez,,66,64
271,3,10:50.0,K. Middleton makes 2-pt jump shot from 17 ft (assist by B. Lopez),,68,64
272,3,10:35.0,,Shooting foul by G. Antetokounmpo (drawn by J. Jackson),68,64
273,3,10:35.0,,J. Jackson makes free throw 1 of 3,68,65
274,3,10:35.0,,J. Jackson misses free throw 2 of 3,68,65
275,3,10:35.0,,Offensive rebound by Team,68,65
276,3,10:35.0,,J. Jackson misses free throw 3 of 3,68,65
277,3,10:34.0,Defensive rebound by Team,,68,65
278,3,10:20.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,70,65
279,3,10:10.0,,T. Jones misses 3-pt jump shot from 26 ft,70,65
280,3,10:07.0,Defensive rebound by G. Antetokounmpo,,70,65
281,3,10:02.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,70,65
282,3,9:59.0,,Defensive rebound by J. Valančiūnas,70,65
283,3,9:52.0,,J. Crowder misses 2-pt jump shot from 10 ft,70,65
284,3,9:50.0,Defensive rebound by G. Antetokounmpo,,70,65
285,3,9:45.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by K. Middleton),,72,65
286,3,9:45.0,,Memphis full timeout,72,65
287,3,9:32.0,,J. Valančiūnas misses 2-pt jump shot from 13 ft,72,65
288,3,9:29.0,Defensive rebound by E. Bledsoe,,72,65
289,3,9:26.0,B. Lopez makes 3-pt jump shot from 28 ft (assist by E. Bledsoe),,75,65
290,3,9:10.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by J. Valančiūnas),75,68
291,3,9:06.0,Milwaukee full timeout,,75,68
292,3,9:06.0,G. Hill enters the game for E. Bledsoe,,75,68
293,3,8:53.0,K. Middleton misses 3-pt jump shot from 26 ft,,75,68
294,3,8:50.0,,Defensive rebound by D. Brooks,75,68
295,3,8:35.0,,J. Valančiūnas misses 2-pt jump shot from 7 ft,75,68
296,3,8:31.0,,Offensive rebound by J. Valančiūnas,75,68
297,3,8:21.0,,J. Valančiūnas misses 2-pt hook shot from 7 ft,75,68
298,3,8:19.0,Defensive rebound by K. Middleton,,75,68
299,3,8:16.0,Offensive foul by G. Antetokounmpo (drawn by J. Jackson),,75,68
300,3,8:16.0,Turnover by G. Antetokounmpo (offensive foul),,75,68
301,3,8:07.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by T. Jones),75,71
302,3,7:40.0,B. Lopez misses 2-pt jump shot from 7 ft,,75,71
303,3,7:37.0,,Defensive rebound by J. Valančiūnas,75,71
304,3,7:34.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by T. Jones),75,74
305,3,7:19.0,Offensive foul by G. Antetokounmpo (drawn by J. Jackson),,75,74
306,3,7:19.0,Turnover by G. Antetokounmpo (offensive foul),,75,74
307,3,7:19.0,Milwaukee full timeout,,75,74
308,3,7:19.0,Instant Replay (Challenge: Stands),,75,74
309,3,7:19.0,D. Wilson enters the game for G. Antetokounmpo,,75,74
310,3,7:10.0,,J. Jackson misses 3-pt jump shot from 27 ft,75,74
311,3,7:08.0,Defensive rebound by K. Middleton,,75,74
312,3,6:56.0,G. Hill misses 2-pt jump shot from 13 ft,,75,74
313,3,6:53.0,Offensive rebound by G. Hill,,75,74
314,3,6:51.0,B. Lopez misses 3-pt jump shot from 27 ft,,75,74
315,3,6:49.0,,Defensive rebound by J. Crowder,75,74
316,3,6:41.0,,J. Crowder makes 3-pt jump shot from 25 ft,75,77
317,3,6:29.0,K. Middleton misses 2-pt jump shot from 17 ft,,75,77
318,3,6:25.0,Offensive rebound by B. Lopez,,75,77
319,3,6:25.0,B. Lopez makes 2-pt dunk from 1 ft,,77,77
320,3,6:14.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by J. Crowder),77,80
321,3,5:59.0,K. Middleton misses 3-pt jump shot from 25 ft,,77,80
322,3,5:55.0,,Defensive rebound by J. Jackson,77,80
323,3,5:50.0,,Turnover by J. Crowder (traveling),77,80
324,3,5:50.0,D. DiVincenzo enters the game for W. Matthews,,77,80
325,3,5:36.0,Turnover by K. Middleton (step out of bounds),,77,80
326,3,5:36.0,,S. Hill enters the game for T. Jones,77,80
327,3,5:36.0,,D. Melton enters the game for J. Valančiūnas,77,80
328,3,5:19.0,,Turnover by J. Crowder (bad pass; steal by D. DiVincenzo),77,80
329,3,5:17.0,Shooting foul by D. Melton (drawn by D. DiVincenzo),,77,80
330,3,5:17.0,D. DiVincenzo makes free throw 1 of 2,,78,80
331,3,5:17.0,D. DiVincenzo makes free throw 2 of 2,,79,80
332,3,5:07.0,,J. Jackson misses 3-pt jump shot from 25 ft,79,80
333,3,5:05.0,Defensive rebound by D. DiVincenzo,,79,80
334,3,5:00.0,Offensive foul by B. Lopez (drawn by J. Jackson),,79,80
335,3,5:00.0,Turnover by B. Lopez (offensive foul),,79,80
336,3,4:49.0,,J. Crowder misses 3-pt jump shot from 23 ft,79,80
337,3,4:49.0,,Offensive rebound by Team,79,80
338,3,4:49.0,Loose ball foul by G. Hill (drawn by D. Brooks),,79,80
339,3,4:41.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by D. Melton),79,83
340,3,4:26.0,D. DiVincenzo makes 2-pt jump shot from 17 ft,,81,83
341,3,4:11.0,,J. Jackson makes 2-pt layup from 1 ft (assist by J. Crowder),81,85
342,3,3:56.0,Turnover by K. Middleton (bad pass; steal by J. Crowder),,81,85
343,3,3:48.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by D. Melton),81,88
344,3,3:27.0,B. Lopez makes 2-pt jump shot from 9 ft (assist by G. Hill),,83,88
345,3,3:09.0,,J. Jackson makes 3-pt jump shot from 26 ft,83,91
346,3,2:49.0,Turnover by K. Middleton (lost ball; steal by D. Melton),,83,91
347,3,2:48.0,,Shooting foul by B. Lopez (drawn by J. Crowder),83,91
348,3,2:48.0,,J. Crowder makes free throw 1 of 2,83,92
349,3,2:48.0,S. Brown enters the game for B. Lopez,,83,92
350,3,2:48.0,P. Connaughton enters the game for K. Middleton,,83,92
351,3,2:48.0,,K. Anderson enters the game for D. Brooks,83,92
352,3,2:48.0,,J. Crowder makes free throw 2 of 2,83,93
353,3,2:35.0,P. Connaughton makes 2-pt dunk at rim (assist by D. Wilson),,85,93
354,3,2:16.0,,J. Jackson misses 3-pt jump shot from 32 ft,85,93
355,3,2:15.0,Defensive rebound by D. Wilson,,85,93
356,3,2:08.0,S. Brown makes 3-pt jump shot from 24 ft (assist by G. Hill),,88,93
357,3,1:57.0,,Personal foul by D. Wilson (drawn by J. Jackson),88,93
358,3,1:57.0,,M. Guduric enters the game for J. Crowder,88,93
359,3,1:48.0,,D. Melton misses 2-pt jump shot from 10 ft,88,93
360,3,1:45.0,Defensive rebound by G. Hill,,88,93
361,3,1:40.0,S. Brown misses 2-pt layup from 1 ft (block by D. Melton),,88,93
362,3,1:40.0,,Defensive rebound by M. Guduric,88,93
363,3,1:22.0,,M. Guduric misses 2-pt layup from 1 ft,88,93
364,3,1:18.0,,Offensive rebound by K. Anderson,88,93
365,3,1:18.0,,K. Anderson misses 2-pt layup at rim,88,93
366,3,1:17.0,Defensive rebound by P. Connaughton,,88,93
367,3,1:11.0,D. DiVincenzo misses 3-pt jump shot from 25 ft,,88,93
368,3,1:05.0,Offensive rebound by D. Wilson,,88,93
369,3,1:05.0,D. Wilson makes 2-pt layup from 1 ft,,90,93
370,3,0:46.0,,J. Jackson makes 2-pt layup from 1 ft (assist by D. Melton),90,95
371,3,0:33.0,G. Hill misses 3-pt jump shot from 25 ft,,90,95
372,3,0:30.0,,Defensive rebound by J. Jackson,90,95
373,3,0:10.0,,J. Jackson misses 3-pt jump shot from 27 ft,90,95
