,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,ATLANTA_ACTION,PHILADELPHIA_SCORE,ATLANTA_SCORE
45,1,6:40.0,B. Simmons makes 2-pt dunk from 1 ft (assist by F. Korkmaz),,17,16
46,1,6:20.0,,T. Young makes 2-pt jump shot from 10 ft,17,18
47,1,6:15.0,Shooting foul by T. Young (drawn by S. Milton),,17,18
48,1,6:15.0,,Atlanta full timeout,17,18
49,1,6:15.0,,C. Reddish enters the game for D. Jones,17,18
50,1,6:15.0,S. Milton makes free throw 1 of 2,,18,18
51,1,6:15.0,S. Milton makes free throw 2 of 2,,19,18
52,1,6:09.0,,Personal foul by S. Milton (drawn by T. Young),19,18
53,1,6:09.0,R. Neto enters the game for S. Milton,,19,18
54,1,6:03.0,,T. Young misses 2-pt layup from 2 ft,19,18
55,1,6:00.0,Defensive rebound by J. Embiid,,19,18
56,1,5:53.0,Turnover by J. Embiid (traveling),,19,18
57,1,5:53.0,Z. Smith enters the game for J. Embiid,,19,18
58,1,5:39.0,,K. Huerter makes 2-pt layup from 1 ft (assist by T. Young),19,20
59,1,5:18.0,Turnover by T. Harris (lost ball; steal by T. Young),,19,20
60,1,5:10.0,,D. Hunter misses 2-pt layup from 2 ft,19,20
61,1,5:07.0,Defensive rebound by T. Harris,,19,20
62,1,5:03.0,Turnover by B. Simmons (traveling),,19,20
63,1,4:56.0,,T. Young misses 3-pt jump shot from 29 ft,19,20
64,1,4:53.0,Defensive rebound by T. Harris,,19,20
65,1,4:49.0,Shooting foul by J. Collins (drawn by B. Simmons),,19,20
66,1,4:49.0,B. Simmons makes free throw 1 of 2,,20,20
67,1,4:49.0,B. Simmons makes free throw 2 of 2,,21,20
68,1,4:37.0,,D. Hunter makes 3-pt jump shot from 25 ft (assist by T. Young),21,23
69,1,4:34.0,Philadelphia full timeout,,21,23
70,1,4:34.0,M. Scott enters the game for T. Harris,,21,23
71,1,4:19.0,F. Korkmaz misses 2-pt layup from 4 ft,,21,23
72,1,4:16.0,,Defensive rebound by C. Reddish,21,23
73,1,4:00.0,,C. Reddish makes 3-pt jump shot from 26 ft (assist by T. Young),21,26
74,1,3:44.0,F. Korkmaz misses 2-pt layup from 3 ft,,21,26
75,1,3:41.0,Offensive rebound by B. Simmons,,21,26
76,1,3:41.0,B. Simmons misses 2-pt layup from 3 ft,,21,26
77,1,3:41.0,Offensive rebound by B. Simmons,,21,26
78,1,3:38.0,B. Simmons makes 2-pt layup from 2 ft,,23,26
79,1,3:23.0,,J. Collins makes 2-pt layup from 4 ft (assist by T. Young),23,28
80,1,3:07.0,B. Simmons misses 2-pt layup from 4 ft,,23,28
81,1,3:05.0,,Defensive rebound by J. Collins,23,28
82,1,2:57.0,,D. Hunter makes 2-pt dunk at rim (assist by T. Young),23,30
83,1,2:44.0,R. Neto misses 3-pt jump shot from 26 ft,,23,30
84,1,2:41.0,,Defensive rebound by K. Huerter,23,30
85,1,2:35.0,,K. Huerter misses 3-pt jump shot from 26 ft,23,30
86,1,2:32.0,Defensive rebound by Z. Smith,,23,30
87,1,2:30.0,Shooting foul by D. Hunter (drawn by B. Simmons),,23,30
88,1,2:30.0,B. Simmons misses free throw 1 of 2,,23,30
89,1,2:30.0,Offensive rebound by Team,,23,30
90,1,2:30.0,,T. Graham enters the game for J. Collins,23,30
91,1,2:30.0,,D. Jones enters the game for K. Huerter,23,30
92,1,2:30.0,B. Simmons makes free throw 2 of 2,,24,30
93,1,2:16.0,,D. Jones makes 2-pt dunk at rim (assist by C. Reddish),24,32
94,1,1:52.0,Turnover by B. Simmons (bad pass; steal by T. Young),,24,32
95,1,1:44.0,,D. Hunter makes 2-pt layup at rim (assist by T. Young),24,34
96,1,1:34.0,M. Scott makes 3-pt jump shot from 27 ft (assist by Z. Smith),,27,34
97,1,1:16.0,,C. Reddish misses 2-pt layup at rim (block by M. Scott),27,34
98,1,1:13.0,Defensive rebound by M. Scott,,27,34
99,1,1:05.0,F. Korkmaz misses 2-pt jump shot from 20 ft,,27,34
100,1,1:01.0,Offensive rebound by M. Scott,,27,34
101,1,1:01.0,M. Scott makes 2-pt dunk at rim,,29,34
102,1,0:49.0,,T. Young makes 3-pt jump shot from 25 ft,29,37
103,1,0:30.0,R. Neto misses 2-pt layup from 1 ft (block by D. Jones),,29,37
104,1,0:30.0,Offensive rebound by Team,,29,37
105,1,0:30.0,,J. Teague enters the game for D. Hunter,29,37
106,1,0:25.0,M. Scott makes 2-pt jump shot from 12 ft,,31,37
107,1,0:02.0,,Shooting foul by R. Neto (drawn by T. Young),31,37
108,1,0:02.0,,T. Young makes free throw 1 of 2,31,38
109,1,0:02.0,,T. Young makes free throw 2 of 2,31,39
110,2,11:35.0,,V. Carter makes 2-pt jump shot from 17 ft,31,41
111,2,11:12.0,J. Embiid misses 2-pt jump shot from 13 ft,,31,41
112,2,11:10.0,,Defensive rebound by T. Graham,31,41
113,2,11:03.0,,Turnover by J. Teague (bad pass; steal by J. Ennis),31,41
114,2,10:53.0,S. Milton misses 2-pt layup from 2 ft (block by D. Jones),,31,41
115,2,10:47.0,Offensive rebound by J. Embiid,,31,41
116,2,10:47.0,J. Embiid makes 2-pt layup at rim,,33,41
117,2,10:39.0,,J. Teague misses 2-pt layup from 1 ft,33,41
118,2,10:38.0,Defensive rebound by M. Scott,,33,41
119,2,10:32.0,R. Neto misses 3-pt jump shot from 26 ft,,33,41
120,2,10:28.0,,Defensive rebound by D. Jones,33,41
121,2,10:18.0,,C. Reddish misses 3-pt jump shot from 26 ft,33,41
122,2,10:16.0,,Offensive rebound by Team,33,41
123,2,10:08.0,,C. Reddish makes 2-pt layup from 1 ft (assist by D. Jones),33,43
124,2,9:50.0,Shooting foul by T. Graham (drawn by J. Embiid),,33,43
125,2,9:50.0,J. Embiid makes free throw 1 of 2,,34,43
126,2,9:50.0,J. Embiid misses free throw 2 of 2,,34,43
127,2,9:48.0,,Defensive rebound by T. Graham,34,43
128,2,9:31.0,,T. Graham misses 2-pt jump shot from 10 ft,34,43
129,2,9:27.0,,Offensive rebound by D. Jones,34,43
130,2,9:27.0,,D. Jones misses 2-pt dunk from 1 ft,34,43
131,2,9:27.0,Defensive rebound by Team,,34,43
132,2,9:12.0,J. Embiid makes 2-pt jump shot from 16 ft (assist by S. Milton),,36,43
133,2,9:03.0,,T. Graham misses 3-pt jump shot from 26 ft,36,43
134,2,9:00.0,,Offensive rebound by D. Jones,36,43
135,2,8:50.0,,J. Teague misses 3-pt jump shot from 26 ft,36,43
136,2,8:45.0,,Offensive rebound by J. Teague,36,43
137,2,8:44.0,,Turnover by J. Teague (bad pass; steal by R. Neto),36,43
138,2,8:42.0,Shooting foul by C. Reddish (drawn by S. Milton),,36,43
139,2,8:42.0,S. Milton misses free throw 1 of 2,,36,43
140,2,8:42.0,Offensive rebound by Team,,36,43
141,2,8:42.0,B. Simmons enters the game for R. Neto,,36,43
142,2,8:42.0,,K. Huerter enters the game for T. Graham,36,43
143,2,8:42.0,S. Milton makes free throw 2 of 2,,37,43
144,2,8:21.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by K. Huerter),37,46
145,2,8:19.0,Philadelphia full timeout,,37,46
146,2,8:19.0,T. Harris enters the game for M. Scott,,37,46
147,2,8:19.0,,J. Collins enters the game for D. Jones,37,46
148,2,8:19.0,,D. Hunter enters the game for C. Reddish,37,46
149,2,8:08.0,Personal foul by V. Carter (drawn by J. Embiid),,37,46
150,2,8:01.0,Offensive foul by T. Harris (drawn by D. Hunter),,37,46
151,2,8:01.0,Turnover by T. Harris (offensive foul),,37,46
152,2,7:49.0,,K. Huerter makes 2-pt jump shot from 20 ft,37,48
153,2,7:36.0,Shooting foul by J. Teague (drawn by S. Milton),,37,48
154,2,7:36.0,S. Milton makes free throw 1 of 2,,38,48
155,2,7:36.0,S. Milton makes free throw 2 of 2,,39,48
156,2,7:20.0,,J. Teague misses 2-pt jump shot from 9 ft,39,48
157,2,7:17.0,Defensive rebound by J. Embiid,,39,48
158,2,7:10.0,J. Embiid makes 3-pt jump shot from 26 ft (assist by J. Ennis),,42,48
159,2,7:01.0,,V. Carter misses 3-pt jump shot from 26 ft,42,48
160,2,6:58.0,Defensive rebound by J. Embiid,,42,48
161,2,6:53.0,J. Embiid misses 3-pt jump shot from 26 ft,,42,48
162,2,6:49.0,,Defensive rebound by D. Hunter,42,48
163,2,6:42.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by D. Hunter),42,51
164,2,6:13.0,J. Ennis makes 2-pt jump shot from 4 ft (assist by T. Harris),,44,51
165,2,6:02.0,,D. Hunter misses 3-pt jump shot from 26 ft,44,51
166,2,5:59.0,Defensive rebound by B. Simmons,,44,51
167,2,5:55.0,Shooting foul by J. Collins (drawn by B. Simmons),,44,51
168,2,5:55.0,B. Simmons makes free throw 1 of 2,,45,51
169,2,5:55.0,F. Korkmaz enters the game for J. Ennis,,45,51
170,2,5:55.0,Z. Smith enters the game for S. Milton,,45,51
171,2,5:55.0,,T. Young enters the game for J. Teague,45,51
172,2,5:55.0,B. Simmons misses free throw 2 of 2,,45,51
173,2,5:53.0,,Defensive rebound by J. Collins,45,51
174,2,5:42.0,,V. Carter makes 2-pt jump shot from 9 ft (assist by D. Hunter),45,53
175,2,5:28.0,Turnover by Z. Smith (bad pass),,45,53
176,2,5:21.0,,Turnover by V. Carter (bad pass; steal by Z. Smith),45,53
177,2,5:20.0,Personal foul by K. Huerter (drawn by Z. Smith),,45,53
178,2,5:20.0,Z. Smith makes free throw 1 of 2,,46,53
179,2,5:20.0,Z. Smith misses free throw 2 of 2,,46,53
180,2,5:18.0,,Defensive rebound by J. Collins,46,53
181,2,5:02.0,,T. Young makes 2-pt jump shot from 3 ft,46,55
182,2,4:46.0,Z. Smith misses 2-pt jump shot from 17 ft,,46,55
183,2,4:44.0,,Defensive rebound by D. Hunter,46,55
184,2,4:33.0,,V. Carter misses 3-pt jump shot from 23 ft,46,55
185,2,4:32.0,Defensive rebound by Team,,46,55
186,2,4:32.0,R. Neto enters the game for J. Embiid,,46,55
187,2,4:20.0,B. Simmons makes 2-pt dunk from 2 ft (assist by R. Neto),,48,55
188,2,4:12.0,,T. Young misses 2-pt jump shot from 14 ft,48,55
189,2,4:10.0,Defensive rebound by T. Harris,,48,55
190,2,4:06.0,B. Simmons misses 2-pt layup from 4 ft,,48,55
191,2,4:02.0,,Defensive rebound by J. Collins,48,55
192,2,3:59.0,,Turnover by T. Young (bad pass; steal by F. Korkmaz),48,55
193,2,3:55.0,T. Harris makes 2-pt layup from 2 ft,,50,55
194,2,3:54.0,,Atlanta full timeout,50,55
195,2,3:54.0,,C. Reddish enters the game for V. Carter,50,55
196,2,3:34.0,,J. Collins misses 2-pt layup from 1 ft,50,55
197,2,3:32.0,,Offensive rebound by J. Collins,50,55
198,2,3:31.0,,J. Collins makes 2-pt dunk from 1 ft,50,57
199,2,3:25.0,F. Korkmaz misses 3-pt jump shot from 23 ft,,50,57
200,2,3:23.0,,Defensive rebound by K. Huerter,50,57
201,2,3:17.0,,J. Collins misses 3-pt jump shot from 25 ft,50,57
202,2,3:14.0,,Offensive rebound by T. Young,50,57
203,2,3:11.0,,T. Young makes 2-pt layup from 4 ft,50,59
204,2,3:11.0,,Shooting foul by Z. Smith (drawn by T. Young),50,59
205,2,3:11.0,J. Embiid enters the game for Z. Smith,,50,59
206,2,3:11.0,,D. Jones enters the game for K. Huerter,50,59
207,2,3:11.0,,T. Young makes free throw 1 of 1,50,60
208,2,2:57.0,R. Neto misses 2-pt jump shot from 11 ft,,50,60
209,2,2:54.0,,Defensive rebound by J. Collins,50,60
210,2,2:47.0,,D. Jones makes 2-pt dunk at rim (assist by T. Young),50,62
211,2,2:31.0,Shooting foul by D. Jones (drawn by T. Harris),,50,62
212,2,2:31.0,T. Harris makes free throw 1 of 2,,51,62
213,2,2:31.0,M. Thybulle enters the game for R. Neto,,51,62
214,2,2:31.0,T. Harris makes free throw 2 of 2,,52,62
215,2,2:20.0,,Offensive foul by C. Reddish (drawn by J. Embiid),52,62
216,2,2:20.0,,Turnover by C. Reddish (offensive foul),52,62
217,2,2:10.0,Personal foul by D. Hunter (drawn by T. Harris),,52,62
218,2,2:10.0,T. Harris makes free throw 1 of 2,,53,62
219,2,2:10.0,,V. Carter enters the game for J. Collins,53,62
220,2,2:10.0,T. Harris makes free throw 2 of 2,,54,62
221,2,1:59.0,,Shooting foul by M. Thybulle (drawn by T. Young),54,62
222,2,1:59.0,,T. Young makes free throw 1 of 2,54,63
223,2,1:59.0,S. Milton enters the game for M. Thybulle,,54,63
224,2,1:59.0,,K. Huerter enters the game for D. Hunter,54,63
225,2,1:59.0,,T. Young makes free throw 2 of 2,54,64
226,2,1:48.0,J. Embiid makes 2-pt layup from 4 ft,,56,64
227,2,1:48.0,Shooting foul by V. Carter (drawn by J. Embiid),,56,64
228,2,1:48.0,J. Embiid misses free throw 1 of 1,,56,64
229,2,1:46.0,,Defensive rebound by D. Jones,56,64
230,2,1:25.0,,T. Young misses 2-pt layup from 6 ft,56,64
231,2,1:22.0,Defensive rebound by J. Embiid,,56,64
232,2,1:16.0,S. Milton makes 3-pt jump shot from 22 ft (assist by T. Harris),,59,64
233,2,0:58.0,,Personal foul by S. Milton (drawn by V. Carter),59,64
234,2,0:58.0,,V. Carter makes free throw 1 of 2,59,65
235,2,0:58.0,,V. Carter makes free throw 2 of 2,59,66
236,2,0:48.0,S. Milton makes 2-pt layup from 1 ft,,61,66
237,2,0:36.0,,T. Young makes 3-pt jump shot from 27 ft,61,69
238,2,0:32.0,S. Milton makes 3-pt jump shot from 30 ft (assist by B. Simmons),,64,69
239,2,0:28.0,,T. Young misses 3-pt jump shot from 29 ft,64,69
240,2,0:25.0,Defensive rebound by F. Korkmaz,,64,69
241,2,0:03.0,S. Milton makes 3-pt jump shot from 27 ft (assist by B. Simmons),,67,69
242,2,0:00.0,,Shooting foul by T. Harris (drawn by T. Young),67,69
243,2,0:00.0,,Technical foul by T. Harris,67,69
244,2,0:00.0,,T. Young makes technical free throw,67,70
245,2,0:00.0,,Technical foul by B. Brown,67,70
246,2,0:00.0,,T. Young makes technical free throw,67,71
247,2,0:00.0,,T. Young makes free throw 1 of 3,67,72
248,2,0:00.0,,T. Young makes free throw 2 of 3,67,73
249,2,0:00.0,,T. Young makes free throw 3 of 3,67,74
250,3,11:48.0,,Turnover by D. Jones (off goaltending),67,74
251,3,11:25.0,T. Harris misses 2-pt jump shot from 18 ft,,67,74
252,3,11:20.0,Offensive rebound by B. Simmons,,67,74
253,3,11:18.0,B. Simmons makes 2-pt dunk from 1 ft (assist by S. Milton),,69,74
254,3,11:02.0,,J. Collins misses 3-pt jump shot from 26 ft,69,74
255,3,11:00.0,Defensive rebound by S. Milton,,69,74
256,3,10:54.0,B. Simmons misses 2-pt layup from 1 ft,,69,74
257,3,10:51.0,,Defensive rebound by T. Young,69,74
258,3,10:46.0,,K. Huerter makes 3-pt jump shot from 23 ft (assist by T. Young),69,77
259,3,10:23.0,J. Embiid misses 3-pt jump shot from 25 ft,,69,77
260,3,10:20.0,,Defensive rebound by J. Collins,69,77
261,3,10:11.0,,T. Young misses 3-pt jump shot from 26 ft,69,77
262,3,10:08.0,Defensive rebound by J. Embiid,,69,77
263,3,10:00.0,Turnover by S. Milton (bad pass),,69,77
264,3,9:39.0,,D. Hunter misses 2-pt jump shot from 10 ft,69,77
265,3,9:37.0,Defensive rebound by J. Embiid,,69,77
266,3,9:31.0,T. Harris makes 2-pt jump shot from 4 ft,,71,77
267,3,9:16.0,,Shooting foul by T. Harris (drawn by T. Young),71,77
268,3,9:16.0,,T. Young misses free throw 1 of 2,71,77
269,3,9:16.0,,Offensive rebound by Team,71,77
270,3,9:16.0,,T. Young makes free throw 2 of 2,71,78
271,3,9:06.0,T. Harris makes 2-pt jump shot from 11 ft,,73,78
272,3,8:55.0,,D. Jones makes 2-pt dunk from 7 ft (assist by T. Young),73,80
273,3,8:42.0,J. Embiid misses 3-pt jump shot from 27 ft,,73,80
274,3,8:39.0,,Defensive rebound by T. Young,73,80
275,3,8:32.0,,Shooting foul by J. Embiid (drawn by D. Jones),73,80
276,3,8:32.0,,D. Jones makes free throw 1 of 2,73,81
277,3,8:32.0,,D. Jones makes free throw 2 of 2,73,82
278,3,8:22.0,Turnover by B. Simmons (bad pass; steal by D. Jones),,73,82
279,3,8:19.0,,Turnover by T. Young (bad pass; steal by S. Milton),73,82
280,3,8:15.0,T. Harris makes 2-pt dunk at rim (assist by B. Simmons),,75,82
281,3,8:04.0,,J. Collins misses 3-pt jump shot from 26 ft,75,82
282,3,8:01.0,Defensive rebound by T. Harris,,75,82
283,3,7:56.0,Turnover by T. Harris (traveling),,75,82
284,3,7:42.0,,K. Huerter misses 3-pt jump shot from 26 ft,75,82
285,3,7:39.0,Defensive rebound by T. Harris,,75,82
286,3,7:34.0,T. Harris misses 3-pt jump shot from 26 ft,,75,82
287,3,7:30.0,,Defensive rebound by J. Collins,75,82
288,3,7:23.0,,J. Collins makes 2-pt layup from 1 ft (assist by T. Young),75,84
289,3,7:23.0,,Shooting foul by M. Thybulle (drawn by J. Collins),75,84
290,3,7:23.0,,J. Collins makes free throw 1 of 1,75,85
291,3,7:13.0,T. Harris misses 3-pt jump shot from 26 ft,,75,85
292,3,7:10.0,,Defensive rebound by J. Collins,75,85
293,3,7:04.0,,D. Hunter misses 3-pt jump shot from 23 ft,75,85
294,3,7:02.0,Defensive rebound by T. Harris,,75,85
295,3,6:57.0,S. Milton misses 3-pt jump shot from 23 ft,,75,85
296,3,6:53.0,Offensive rebound by M. Thybulle,,75,85
297,3,6:52.0,,Atlanta full timeout,75,85
298,3,6:52.0,F. Korkmaz enters the game for J. Embiid,,75,85
299,3,6:52.0,R. Neto enters the game for M. Thybulle,,75,85
300,3,6:52.0,,C. Reddish enters the game for D. Jones,75,85
301,3,6:49.0,Shooting foul by J. Collins (drawn by B. Simmons),,75,85
302,3,6:49.0,B. Simmons makes free throw 1 of 2,,76,85
303,3,6:49.0,B. Simmons makes free throw 2 of 2,,77,85
304,3,6:32.0,,J. Collins makes 2-pt dunk from 1 ft (assist by K. Huerter),77,87
305,3,6:17.0,R. Neto misses 2-pt layup from 5 ft,,77,87
306,3,6:15.0,,Defensive rebound by J. Collins,77,87
307,3,6:09.0,,K. Huerter makes 3-pt jump shot from 26 ft (assist by D. Hunter),77,90
308,3,6:07.0,Philadelphia full timeout,,77,90
309,3,6:07.0,,V. Carter enters the game for D. Hunter,77,90
310,3,5:47.0,Shooting foul by K. Huerter (drawn by T. Harris),,77,90
311,3,5:47.0,T. Harris makes free throw 1 of 2,,78,90
312,3,5:47.0,T. Harris misses free throw 2 of 2,,78,90
313,3,5:45.0,,Defensive rebound by V. Carter,78,90
314,3,5:25.0,,C. Reddish misses 3-pt jump shot from 26 ft,78,90
315,3,5:20.0,Defensive rebound by T. Harris,,78,90
316,3,5:17.0,Shooting foul by K. Huerter (drawn by T. Harris),,78,90
317,3,5:17.0,T. Harris makes free throw 1 of 2,,79,90
318,3,5:17.0,,D. Hunter enters the game for K. Huerter,79,90
319,3,5:17.0,T. Harris makes free throw 2 of 2,,80,90
320,3,5:03.0,,Turnover by T. Young (bad pass; steal by B. Simmons),80,90
321,3,4:50.0,T. Harris misses 2-pt layup from 5 ft,,80,90
322,3,4:47.0,,Defensive rebound by J. Collins,80,90
323,3,4:40.0,,D. Hunter makes 2-pt layup from 1 ft (assist by T. Young),80,92
324,3,4:23.0,R. Neto misses 3-pt jump shot from 25 ft,,80,92
325,3,4:20.0,,Defensive rebound by J. Collins,80,92
326,3,4:11.0,,T. Young misses 3-pt jump shot from 29 ft,80,92
327,3,4:07.0,Defensive rebound by S. Milton,,80,92
328,3,3:57.0,F. Korkmaz misses 3-pt jump shot from 23 ft,,80,92
329,3,3:55.0,,Defensive rebound by T. Young,80,92
330,3,3:48.0,,Atlanta full timeout,80,92
331,3,3:48.0,,D. Jones enters the game for J. Collins,80,92
332,3,3:48.0,,J. Teague enters the game for T. Young,80,92
333,3,3:38.0,,Offensive foul by D. Hunter (drawn by R. Neto),80,92
334,3,3:38.0,,Turnover by D. Hunter (offensive foul),80,92
335,3,3:27.0,S. Milton makes 3-pt jump shot from 26 ft (assist by T. Harris),,83,92
336,3,3:05.0,,D. Hunter misses 3-pt jump shot from 26 ft,83,92
337,3,3:01.0,Defensive rebound by T. Harris,,83,92
338,3,2:56.0,S. Milton makes 3-pt jump shot from 26 ft (assist by B. Simmons),,86,92
339,3,2:35.0,,C. Reddish misses 2-pt layup from 1 ft,86,92
340,3,2:34.0,Defensive rebound by S. Milton,,86,92
341,3,2:29.0,F. Korkmaz misses 3-pt jump shot from 26 ft,,86,92
342,3,2:26.0,,Defensive rebound by V. Carter,86,92
343,3,2:22.0,,Shooting foul by R. Neto (drawn by J. Teague),86,92
344,3,2:22.0,,J. Teague makes free throw 1 of 2,86,93
345,3,2:22.0,J. Embiid enters the game for T. Harris,,86,93
346,3,2:22.0,M. Scott enters the game for B. Simmons,,86,93
347,3,2:22.0,,J. Teague makes free throw 2 of 2,86,94
348,3,2:08.0,S. Milton makes 2-pt layup from 1 ft,,88,94
349,3,1:56.0,,J. Teague misses 2-pt jump shot from 9 ft,88,94
350,3,1:53.0,,Offensive rebound by D. Jones,88,94
351,3,1:47.0,,C. Reddish misses 2-pt layup from 3 ft (block by J. Embiid),88,94
352,3,1:44.0,Defensive rebound by M. Scott,,88,94
353,3,1:34.0,Turnover by R. Neto (bad pass; steal by V. Carter),,88,94
354,3,1:29.0,,Personal foul by S. Milton (drawn by D. Hunter),88,94
355,3,1:29.0,,D. Hunter misses free throw 1 of 2,88,94
356,3,1:29.0,,Offensive rebound by Team,88,94
357,3,1:29.0,M. Thybulle enters the game for F. Korkmaz,,88,94
358,3,1:29.0,,D. Hunter makes free throw 2 of 2,88,95
359,3,1:09.0,Turnover by J. Embiid (bad pass),,88,95
360,3,1:00.0,,D. Jones misses 2-pt jump shot from 18 ft,88,95
361,3,0:57.0,Defensive rebound by J. Embiid,,88,95
362,3,0:38.0,M. Scott makes 2-pt layup from 1 ft (assist by S. Milton),,90,95
363,3,0:33.0,,Shooting foul by R. Neto (drawn by J. Teague),90,95
364,3,0:33.0,,J. Teague makes free throw 1 of 2,90,96
365,3,0:33.0,,J. Teague makes free throw 2 of 2,90,97
366,3,0:09.0,J. Embiid makes 2-pt dunk from 1 ft (assist by S. Milton),,92,97
367,3,0:01.0,,V. Carter misses 3-pt jump shot from 26 ft,92,97
368,3,0:01.0,,Offensive rebound by D. Jones,92,97
369,3,0:00.0,,D. Jones makes 2-pt layup at rim,92,99
370,3,0:00.0,,Instant Replay (Request: Ruling Stands),92,99
371,4,11:38.0,M. Scott makes 2-pt layup from 1 ft (assist by J. Embiid),,94,99
372,4,11:18.0,,D. Hunter makes 2-pt layup from 8 ft (assist by T. Young),94,101
373,4,11:05.0,M. Scott misses 3-pt jump shot from 26 ft,,94,101
374,4,11:03.0,,Defensive rebound by Team,94,101
375,4,10:49.0,,J. Collins makes 2-pt layup from 1 ft (assist by J. Teague),94,103
376,4,10:28.0,F. Korkmaz misses 2-pt jump shot from 18 ft,,94,103
377,4,10:28.0,,Defensive rebound by Team,94,103
378,4,10:08.0,,T. Young misses 2-pt layup from 1 ft,94,103
379,4,10:06.0,Defensive rebound by M. Thybulle,,94,103
380,4,10:01.0,M. Scott misses 3-pt jump shot from 26 ft,,94,103
381,4,9:57.0,,Defensive rebound by V. Carter,94,103
382,4,9:50.0,,T. Young makes 3-pt jump shot from 25 ft (assist by J. Teague),94,106
383,4,9:48.0,Philadelphia full timeout,,94,106
384,4,9:48.0,T. Harris enters the game for F. Korkmaz,,94,106
385,4,9:48.0,S. Milton enters the game for M. Scott,,94,106
386,4,9:22.0,S. Milton misses 3-pt jump shot from 26 ft,,94,106
387,4,9:18.0,,Defensive rebound by J. Collins,94,106
388,4,9:13.0,,Offensive foul by J. Teague (drawn by B. Simmons),94,106
389,4,9:13.0,,Turnover by J. Teague (offensive foul),94,106
390,4,9:13.0,,C. Reddish enters the game for D. Hunter,94,106
391,4,8:57.0,J. Embiid misses 2-pt layup from 1 ft (block by V. Carter),,94,106
392,4,8:57.0,Offensive rebound by J. Embiid,,94,106
393,4,8:57.0,Shooting foul by J. Collins (drawn by J. Embiid),,94,106
