,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,SAN ANTONIO_ACTION,OKLAHOMA CITY_SCORE,SAN ANTONIO_SCORE
0,1,11:43.0,S. Adams makes 2-pt dunk from 1 ft (assist by S. Gilgeous-Alexander),,2,0
1,1,11:28.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by D. Murray),2,2
2,1,11:10.0,T. Ferguson misses 2-pt jump shot from 16 ft,,2,2
3,1,11:06.0,,Defensive rebound by B. Forbes,2,2
4,1,11:00.0,,B. Forbes makes 3-pt jump shot from 26 ft,2,5
5,1,10:43.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by S. Adams),,5,5
6,1,10:26.0,,D. DeRozan misses 2-pt jump shot from 18 ft,5,5
7,1,10:22.0,Defensive rebound by D. Gallinari,,5,5
8,1,10:17.0,D. Gallinari misses 3-pt jump shot from 27 ft,,5,5
9,1,10:14.0,,Defensive rebound by B. Forbes,5,5
10,1,10:06.0,,L. Aldridge misses 3-pt jump shot from 26 ft,5,5
11,1,10:02.0,Defensive rebound by C. Paul,,5,5
12,1,9:57.0,C. Paul misses 3-pt jump shot from 27 ft,,5,5
13,1,9:54.0,,Defensive rebound by D. DeRozan,5,5
14,1,9:45.0,,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. DeRozan),5,8
15,1,9:26.0,T. Ferguson makes 2-pt layup from 3 ft (assist by S. Adams),,7,8
16,1,9:26.0,Shooting foul by B. Forbes (drawn by T. Ferguson),,7,8
17,1,9:26.0,T. Ferguson makes free throw 1 of 1,,8,8
18,1,9:08.0,,D. Murray makes 2-pt jump shot from 13 ft (assist by L. Aldridge),8,10
19,1,8:59.0,S. Adams makes 2-pt dunk from 2 ft (assist by C. Paul),,10,10
20,1,8:59.0,,San Antonio full timeout,10,10
21,1,8:49.0,,B. Forbes misses 2-pt jump shot from 18 ft,10,10
22,1,8:46.0,,Offensive rebound by T. Lyles,10,10
23,1,8:45.0,,T. Lyles misses 2-pt jump shot from 3 ft,10,10
24,1,8:45.0,,Offensive rebound by Team,10,10
25,1,8:45.0,Loose ball foul by C. Paul (drawn by T. Lyles),,10,10
26,1,8:38.0,,D. DeRozan misses 2-pt jump shot from 21 ft,10,10
27,1,8:35.0,Defensive rebound by S. Adams,,10,10
28,1,8:29.0,S. Gilgeous-Alexander makes 2-pt jump shot from 12 ft,,12,10
29,1,8:05.0,,Offensive foul by B. Forbes (drawn by S. Gilgeous-Alexander),12,10
30,1,8:05.0,,Turnover by B. Forbes (offensive foul),12,10
31,1,8:05.0,,P. Mills enters the game for B. Forbes,12,10
32,1,7:48.0,S. Gilgeous-Alexander misses 2-pt jump shot from 9 ft,,12,10
33,1,7:45.0,,Defensive rebound by D. DeRozan,12,10
34,1,7:42.0,,Shooting foul by T. Ferguson (drawn by D. Murray),12,10
35,1,7:42.0,,D. Murray makes free throw 1 of 2,12,11
36,1,7:42.0,,D. Murray makes free throw 2 of 2,12,12
37,1,7:29.0,Turnover by S. Adams (lost ball; steal by D. DeRozan),,12,12
38,1,7:25.0,,D. Murray makes 2-pt layup from 2 ft (assist by D. DeRozan),12,14
39,1,7:15.0,S. Gilgeous-Alexander misses 2-pt layup from 3 ft,,12,14
40,1,7:15.0,Offensive rebound by S. Adams,,12,14
41,1,7:07.0,S. Adams misses 2-pt layup at rim,,12,14
42,1,7:06.0,,Defensive rebound by P. Mills,12,14
43,1,7:02.0,,D. DeRozan makes 2-pt jump shot from 8 ft,12,16
44,1,6:49.0,C. Paul makes 2-pt jump shot from 13 ft,,14,16
45,1,6:36.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by D. Murray),14,18
46,1,6:25.0,Turnover by C. Paul (lost ball; steal by D. Murray),,14,18
47,1,6:21.0,,D. Murray misses 2-pt layup from 2 ft,14,18
48,1,6:20.0,,Offensive rebound by T. Lyles,14,18
49,1,6:20.0,,T. Lyles misses 2-pt layup from 2 ft,14,18
50,1,6:20.0,Defensive rebound by Team,,14,18
51,1,6:20.0,,R. Gay enters the game for T. Lyles,14,18
52,1,6:10.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),,17,18
53,1,5:55.0,,Personal foul by S. Adams (drawn by L. Aldridge),17,18
54,1,5:55.0,H. Diallo enters the game for T. Ferguson,,17,18
55,1,5:55.0,D. Schröder enters the game for C. Paul,,17,18
56,1,5:50.0,,D. DeRozan makes 2-pt jump shot from 19 ft,17,20
57,1,5:31.0,Shooting foul by L. Aldridge (drawn by D. Gallinari),,17,20
58,1,5:31.0,D. Gallinari misses free throw 1 of 2,,17,20
59,1,5:31.0,Offensive rebound by Team,,17,20
60,1,5:31.0,N. Noel enters the game for S. Adams,,17,20
61,1,5:31.0,,D. White enters the game for D. Murray,17,20
62,1,5:31.0,D. Gallinari makes free throw 2 of 2,,18,20
63,1,5:13.0,,D. White makes 2-pt layup from 7 ft (assist by L. Aldridge),18,22
64,1,4:57.0,Turnover by D. Gallinari (bad pass),,18,22
65,1,4:57.0,,J. Poeltl enters the game for L. Aldridge,18,22
66,1,4:41.0,,D. DeRozan makes 2-pt jump shot from 9 ft,18,24
67,1,4:18.0,Shooting foul by D. DeRozan (drawn by D. Gallinari),,18,24
68,1,4:18.0,D. Gallinari makes free throw 1 of 2,,19,24
69,1,4:18.0,D. Gallinari makes free throw 2 of 2,,20,24
70,1,4:09.0,,Personal foul by D. Schröder (drawn by R. Gay),20,24
71,1,4:09.0,D. Bazley enters the game for D. Gallinari,,20,24
72,1,3:57.0,,Turnover by D. DeRozan (lost ball; steal by H. Diallo),20,24
73,1,3:53.0,H. Diallo makes 2-pt layup from 5 ft (assist by D. Schröder),,22,24
74,1,3:53.0,,Violation by Team (def goaltending),22,24
75,1,3:36.0,,D. DeRozan misses 2-pt jump shot from 10 ft,22,24
76,1,3:33.0,Defensive rebound by D. Schröder,,22,24
77,1,3:28.0,S. Gilgeous-Alexander makes 2-pt layup from 3 ft (assist by D. Schröder),,24,24
78,1,3:09.0,,D. DeRozan makes 2-pt jump shot from 16 ft,24,26
79,1,3:01.0,Personal foul by D. White (drawn by S. Gilgeous-Alexander),,24,26
80,1,3:01.0,Oklahoma City full timeout,,24,26
81,1,3:01.0,,M. Belinelli enters the game for D. DeRozan,24,26
82,1,2:59.0,Turnover by N. Noel (bad pass),,24,26
83,1,2:51.0,,P. Mills misses 2-pt jump shot from 19 ft,24,26
84,1,2:46.0,Defensive rebound by N. Noel,,24,26
85,1,2:38.0,S. Gilgeous-Alexander makes 2-pt layup from 3 ft (assist by D. Schröder),,26,26
86,1,2:23.0,,M. Belinelli misses 2-pt jump shot from 13 ft,26,26
87,1,2:19.0,,Offensive rebound by J. Poeltl,26,26
88,1,2:10.0,,R. Gay misses 2-pt jump shot from 18 ft,26,26
89,1,2:05.0,Defensive rebound by N. Noel,,26,26
90,1,1:56.0,S. Gilgeous-Alexander misses 2-pt layup from 5 ft (block by R. Gay),,26,26
