,QUARTER,TIME_REMAINING,DENVER_ACTION,ATLANTA_ACTION,DENVER_SCORE,ATLANTA_SCORE
386,4,6:59.0,Defensive rebound by J. Murray,,103,100
387,4,6:55.0,W. Barton makes 3-pt jump shot from 26 ft (assist by J. Murray),,106,100
388,4,6:54.0,,Atlanta full timeout,106,100
389,4,6:54.0,G. Harris enters the game for J. Grant,,106,100
390,4,6:54.0,P. Millsap enters the game for M. Morris,,106,100
391,4,6:54.0,,A. Len enters the game for D. Bembry,106,100
392,4,6:54.0,,C. Reddish enters the game for J. Collins,106,100
393,4,6:54.0,,T. Young enters the game for D. Hunter,106,100
394,4,6:38.0,,Personal foul by G. Harris (drawn by T. Young),106,100
395,4,6:38.0,,T. Young makes free throw 1 of 2,106,101
396,4,6:38.0,,T. Young makes free throw 2 of 2,106,102
397,4,6:24.0,G. Harris misses 2-pt layup from 1 ft (block by V. Carter),,106,102
398,4,6:24.0,Offensive rebound by Team,,106,102
399,4,6:15.0,N. Jokić makes 2-pt hook shot from 9 ft,,108,102
400,4,5:51.0,,Turnover by T. Young (bad pass),108,102
401,4,5:36.0,N. Jokić misses 3-pt jump shot from 26 ft,,108,102
402,4,5:32.0,,Defensive rebound by K. Huerter,108,102
403,4,5:25.0,,K. Huerter misses 3-pt jump shot from 26 ft,108,102
404,4,5:23.0,Defensive rebound by W. Barton,,108,102
405,4,5:06.0,G. Harris misses 3-pt jump shot from 23 ft,,108,102
406,4,5:02.0,,Defensive rebound by C. Reddish,108,102
407,4,4:47.0,,Shooting foul by P. Millsap (drawn by A. Len),108,102
408,4,4:47.0,,A. Len misses free throw 1 of 2,108,102
409,4,4:47.0,,Offensive rebound by Team,108,102
410,4,4:47.0,,D. Hunter enters the game for C. Reddish,108,102
411,4,4:47.0,,A. Len makes free throw 2 of 2,108,103
412,4,4:33.0,W. Barton misses 3-pt jump shot from 26 ft,,108,103
413,4,4:29.0,,Defensive rebound by T. Young,108,103
414,4,4:25.0,,T. Young makes 3-pt jump shot from 35 ft,108,106
415,4,4:24.0,Denver full timeout,,108,106
416,4,4:24.0,,J. Collins enters the game for V. Carter,108,106
417,4,4:05.0,Shooting foul by A. Len (drawn by P. Millsap),,108,106
418,4,4:05.0,P. Millsap makes free throw 1 of 2,,109,106
419,4,4:05.0,P. Millsap makes free throw 2 of 2,,110,106
420,4,3:52.0,,Turnover by T. Young (bad pass; steal by J. Murray),110,106
421,4,3:47.0,J. Murray makes 2-pt layup from 1 ft,,112,106
422,4,3:37.0,,K. Huerter makes 3-pt jump shot from 27 ft,112,109
423,4,3:20.0,J. Murray misses 2-pt jump shot from 19 ft,,112,109
424,4,3:17.0,Offensive rebound by N. Jokić,,112,109
425,4,3:14.0,N. Jokić makes 2-pt layup from 1 ft,,114,109
426,4,2:59.0,,J. Collins misses 3-pt jump shot from 26 ft,114,109
427,4,2:56.0,Defensive rebound by N. Jokić,,114,109
428,4,2:34.0,J. Murray makes 2-pt layup from 3 ft (assist by N. Jokić),,116,109
429,4,2:18.0,,K. Huerter misses 2-pt jump shot from 7 ft,116,109
430,4,2:15.0,,Offensive rebound by J. Collins,116,109
431,4,2:15.0,,J. Collins misses 2-pt layup from 3 ft,116,109
432,4,2:13.0,Defensive rebound by J. Murray,,116,109
433,4,1:58.0,W. Barton misses 2-pt jump shot from 4 ft (block by J. Collins),,116,109
434,4,1:57.0,Offensive rebound by W. Barton,,116,109
435,4,1:57.0,W. Barton makes 2-pt layup from 1 ft,,118,109
436,4,1:57.0,,Atlanta full timeout,118,109
437,4,1:57.0,,V. Carter enters the game for A. Len,118,109
438,4,1:47.0,,Shooting foul by J. Murray (drawn by T. Young),118,109
439,4,1:47.0,,T. Young makes free throw 1 of 2,118,110
440,4,1:47.0,,T. Young makes free throw 2 of 2,118,111
441,4,1:31.0,N. Jokić makes 2-pt hook shot from 11 ft,,120,111
442,4,1:19.0,,J. Collins makes 2-pt layup from 1 ft (assist by T. Young),120,113
443,4,1:05.0,J. Murray makes 2-pt jump shot from 5 ft (assist by N. Jokić),,122,113
444,4,0:56.0,,T. Young misses 2-pt jump shot from 14 ft,122,113
445,4,0:53.0,Defensive rebound by G. Harris,,122,113
446,4,0:36.0,G. Harris misses 3-pt jump shot from 26 ft,,122,113
447,4,0:33.0,,Defensive rebound by T. Young,122,113
448,4,0:29.0,,T. Young misses 2-pt layup from 2 ft,122,113
449,4,0:26.0,Defensive rebound by J. Murray,,122,113
450,4,0:25.0,Personal take foul by D. Hunter (drawn by J. Murray),,122,113
451,4,0:11.0,Personal take foul by V. Carter (drawn by N. Jokić),,122,113
452,4,0:11.0,N. Jokić misses free throw 1 of 2,,122,113
453,4,0:11.0,Offensive rebound by Team,,122,113
454,4,0:11.0,N. Jokić makes free throw 2 of 2,,123,113
455,4,0:09.0,,K. Huerter makes 2-pt dunk from 1 ft (assist by T. Young),123,115
