,QUARTER,TIME_REMAINING,CHICAGO_ACTION,NEW YORK_ACTION,CHICAGO_SCORE,NEW YORK_SCORE
0,1,11:37.0,,E. Payton misses 2-pt layup from 2 ft (block by W. Carter),0,0
1,1,11:36.0,Defensive rebound by W. Carter,,0,0
2,1,11:22.0,W. Carter misses 2-pt hook shot from 9 ft,,0,0
3,1,11:20.0,,Defensive rebound by J. Randle,0,0
4,1,11:11.0,,T. Gibson makes 2-pt layup from 1 ft (assist by E. Payton),0,2
5,1,11:01.0,T. Satoranský makes 2-pt jump shot from 14 ft (assist by W. Carter),,2,2
6,1,10:45.0,,J. Randle misses 2-pt jump shot from 21 ft,2,2
7,1,10:42.0,Defensive rebound by T. Satoranský,,2,2
8,1,10:32.0,W. Carter misses 2-pt jump shot from 14 ft,,2,2
9,1,10:29.0,,Defensive rebound by M. Harkless,2,2
10,1,10:25.0,,Personal foul by Z. LaVine (drawn by R. Barrett),2,2
11,1,10:12.0,,E. Payton misses 3-pt jump shot from 26 ft,2,2
12,1,10:08.0,Defensive rebound by W. Carter,,2,2
13,1,9:49.0,T. Satoranský misses 2-pt jump shot from 11 ft,,2,2
14,1,9:47.0,,Defensive rebound by R. Barrett,2,2
15,1,9:42.0,,Shooting foul by S. Harrison (drawn by T. Gibson),2,2
16,1,9:42.0,,T. Gibson misses free throw 1 of 2,2,2
17,1,9:42.0,,Offensive rebound by Team,2,2
18,1,9:42.0,,T. Gibson makes free throw 2 of 2,2,3
19,1,9:35.0,Z. LaVine misses 2-pt jump shot from 20 ft,,2,3
20,1,9:31.0,,Defensive rebound by M. Harkless,2,3
21,1,9:26.0,,M. Harkless misses 2-pt layup from 2 ft,2,3
22,1,9:25.0,,Offensive rebound by T. Gibson,2,3
23,1,9:25.0,,T. Gibson makes 2-pt layup from 1 ft,2,5
24,1,9:02.0,T. Young misses 2-pt hook shot from 11 ft,,2,5
25,1,9:00.0,,Defensive rebound by T. Gibson,2,5
26,1,8:50.0,,T. Gibson makes 2-pt layup from 2 ft (assist by R. Barrett),2,7
27,1,8:35.0,W. Carter misses 2-pt jump shot from 14 ft,,2,7
28,1,8:32.0,,Defensive rebound by J. Randle,2,7
29,1,8:23.0,,M. Harkless misses 3-pt jump shot from 27 ft,2,7
30,1,8:20.0,,Offensive rebound by T. Gibson,2,7
31,1,8:17.0,,J. Randle makes 2-pt layup from 3 ft (assist by T. Gibson),2,9
32,1,8:11.0,Chicago full timeout,,2,9
33,1,8:11.0,D. Gafford enters the game for W. Carter,,2,9
34,1,7:59.0,T. Young makes 3-pt jump shot from 23 ft (assist by Z. LaVine),,5,9
35,1,7:46.0,,Turnover by E. Payton (bad pass; steal by S. Harrison),5,9
36,1,7:42.0,Z. LaVine makes 2-pt dunk from 2 ft (assist by T. Satoranský),,7,9
37,1,7:18.0,,R. Barrett makes 2-pt dunk at rim (assist by T. Gibson),7,11
38,1,7:02.0,D. Gafford makes 2-pt jump shot from 6 ft (assist by Z. LaVine),,9,11
39,1,6:41.0,,R. Barrett makes 3-pt jump shot from 25 ft (assist by J. Randle),9,14
40,1,6:18.0,Z. LaVine misses 2-pt layup from 5 ft (block by M. Harkless),,9,14
41,1,6:18.0,,Defensive rebound by M. Harkless,9,14
42,1,6:10.0,,M. Harkless makes 2-pt layup from 2 ft (assist by R. Barrett),9,16
43,1,5:54.0,T. Young misses 3-pt jump shot from 25 ft,,9,16
44,1,5:52.0,,Defensive rebound by R. Barrett,9,16
45,1,5:45.0,,Turnover by T. Gibson (lost ball; steal by T. Young),9,16
46,1,5:40.0,Z. LaVine misses 2-pt layup from 2 ft,,9,16
47,1,5:38.0,Offensive rebound by S. Harrison,,9,16
48,1,5:37.0,S. Harrison makes 2-pt layup at rim,,11,16
49,1,5:18.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by E. Payton),11,18
50,1,5:01.0,T. Satoranský misses 3-pt jump shot from 25 ft,,11,18
51,1,5:00.0,,Defensive rebound by M. Harkless,11,18
52,1,4:50.0,,Turnover by J. Randle (lost ball; steal by T. Young),11,18
53,1,4:46.0,T. Satoranský makes 2-pt layup from 1 ft,,13,18
54,1,4:40.0,,New York full timeout,13,18
55,1,4:40.0,C. White enters the game for S. Harrison,,13,18
56,1,4:40.0,,K. Knox enters the game for T. Gibson,13,18
57,1,4:40.0,,M. Robinson enters the game for M. Harkless,13,18
58,1,4:29.0,,J. Randle misses 2-pt hook shot from 7 ft,13,18
59,1,4:28.0,,Offensive rebound by Team,13,18
60,1,4:28.0,,Offensive foul by J. Randle (drawn by T. Young),13,18
61,1,4:28.0,,Turnover by J. Randle (offensive foul),13,18
62,1,4:17.0,T. Young makes 2-pt hook shot from 5 ft (assist by Z. LaVine),,15,18
63,1,4:05.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by E. Payton),15,20
64,1,3:48.0,T. Young misses 2-pt jump shot from 15 ft,,15,20
65,1,3:46.0,,Defensive rebound by J. Randle,15,20
66,1,3:33.0,,J. Randle makes 2-pt layup from 2 ft (assist by E. Payton),15,22
67,1,3:33.0,,Shooting foul by D. Gafford (drawn by J. Randle),15,22
68,1,3:33.0,R. Arcidiacono enters the game for T. Satoranský,,15,22
69,1,3:33.0,,F. Ntilikina enters the game for R. Barrett,15,22
70,1,3:33.0,,J. Randle makes free throw 1 of 1,15,23
71,1,3:13.0,Z. LaVine makes 2-pt jump shot from 20 ft,,17,23
72,1,2:58.0,,M. Robinson makes 2-pt dunk at rim (assist by E. Payton),17,25
73,1,2:38.0,T. Young makes 2-pt layup from 2 ft,,19,25
74,1,2:25.0,,J. Randle misses 2-pt layup from 1 ft (block by D. Gafford),19,25
75,1,2:25.0,,Offensive rebound by Team,19,25
76,1,2:25.0,W. Carter enters the game for D. Gafford,,19,25
77,1,2:25.0,D. Valentine enters the game for Z. LaVine,,19,25
78,1,2:20.0,,J. Randle misses 3-pt jump shot from 24 ft,19,25
79,1,2:18.0,Defensive rebound by C. White,,19,25
80,1,2:11.0,C. White misses 2-pt jump shot from 17 ft,,19,25
81,1,2:08.0,,Defensive rebound by K. Knox,19,25
82,1,1:53.0,,M. Robinson misses 2-pt dunk from 2 ft,19,25
83,1,1:50.0,,Offensive rebound by K. Knox,19,25
84,1,1:49.0,,K. Knox misses 2-pt jump shot from 21 ft,19,25
85,1,1:47.0,Defensive rebound by W. Carter,,19,25
86,1,1:41.0,Personal foul by F. Ntilikina (drawn by C. White),,19,25
87,1,1:41.0,A. Mokoka enters the game for T. Young,,19,25
88,1,1:41.0,,W. Ellington enters the game for E. Payton,19,25
89,1,1:36.0,W. Carter makes 2-pt jump shot from 15 ft (assist by R. Arcidiacono),,21,25
90,1,1:18.0,,M. Robinson misses 2-pt layup from 2 ft,21,25
91,1,1:14.0,,Offensive rebound by M. Robinson,21,25
92,1,1:14.0,,M. Robinson makes 2-pt layup from 1 ft,21,27
93,1,1:09.0,D. Valentine misses 3-pt jump shot from 25 ft,,21,27
94,1,1:07.0,Offensive rebound by W. Carter,,21,27
