,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MIAMI_ACTION,WASHINGTON_SCORE,MIAMI_SCORE
0,1,11:44.0,I. Smith makes 3-pt jump shot from 25 ft (assist by B. Beal),,3,0
1,1,11:17.0,,B. Adebayo makes 2-pt dunk at rim (assist by K. Nunn),3,2
2,1,11:05.0,R. Hachimura misses 2-pt jump shot from 11 ft,,3,2
3,1,11:03.0,,Defensive rebound by M. Leonard,3,2
4,1,10:50.0,,Turnover by J. Butler (bad pass; steal by M. Wagner),3,2
5,1,10:45.0,B. Beal makes 2-pt layup from 1 ft (assist by I. Smith),,5,2
6,1,10:35.0,,Personal foul by M. Wagner (drawn by B. Adebayo),5,2
7,1,10:31.0,,Personal foul by I. Smith (drawn by K. Nunn),5,2
8,1,10:22.0,,J. Butler makes 2-pt layup from 3 ft,5,4
9,1,10:07.0,Shooting foul by M. Leonard (drawn by M. Wagner),,5,4
10,1,10:07.0,M. Wagner makes free throw 1 of 2,,6,4
11,1,10:07.0,M. Wagner makes free throw 2 of 2,,7,4
12,1,9:48.0,,J. Butler misses 3-pt jump shot from 23 ft,7,4
13,1,9:46.0,Defensive rebound by R. Hachimura,,7,4
14,1,9:32.0,M. Wagner misses 3-pt jump shot from 23 ft,,7,4
15,1,9:30.0,,Defensive rebound by K. Nunn,7,4
16,1,9:23.0,,Turnover by K. Nunn (lost ball; steal by M. Wagner),7,4
17,1,9:18.0,I. Bonga makes 2-pt dunk from 1 ft (assist by R. Hachimura),,9,4
18,1,8:54.0,,B. Adebayo makes 2-pt jump shot from 13 ft (assist by M. Leonard),9,6
19,1,8:39.0,M. Wagner misses 2-pt layup from 4 ft,,9,6
20,1,8:32.0,,Defensive rebound by B. Adebayo,9,6
21,1,8:27.0,,B. Adebayo misses 2-pt layup from 2 ft,9,6
22,1,8:21.0,,Offensive rebound by B. Adebayo,9,6
23,1,8:21.0,,B. Adebayo misses 2-pt layup at rim,9,6
24,1,8:20.0,Defensive rebound by M. Wagner,,9,6
25,1,8:09.0,R. Hachimura misses 2-pt jump shot from 17 ft,,9,6
26,1,8:06.0,,Defensive rebound by B. Adebayo,9,6
27,1,7:45.0,,J. Butler misses 2-pt jump shot from 6 ft,9,6
28,1,7:43.0,Defensive rebound by I. Bonga,,9,6
29,1,7:36.0,M. Wagner makes 3-pt jump shot from 26 ft (assist by I. Bonga),,12,6
30,1,7:20.0,,K. Nunn makes 3-pt jump shot from 25 ft (assist by J. Butler),12,9
31,1,7:08.0,M. Wagner misses 2-pt layup from 1 ft (block by M. Leonard),,12,9
32,1,7:08.0,Offensive rebound by Team,,12,9
33,1,7:04.0,B. Beal makes 3-pt jump shot from 23 ft (assist by I. Bonga),,15,9
34,1,6:50.0,,B. Adebayo makes 2-pt jump shot from 10 ft (assist by K. Nunn),15,11
35,1,6:30.0,Turnover by M. Wagner (out of bounds lost ball),,15,11
36,1,6:30.0,,Miami full timeout,15,11
37,1,6:12.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by M. Leonard),15,13
38,1,6:00.0,Turnover by B. Beal (bad pass),,15,13
39,1,6:00.0,,T. Herro enters the game for K. Nunn,15,13
40,1,5:47.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by J. Butler),15,15
41,1,5:29.0,B. Beal misses 3-pt jump shot from 27 ft,,15,15
42,1,5:26.0,,Defensive rebound by T. Herro,15,15
43,1,5:19.0,,T. Herro misses 3-pt jump shot from 25 ft,15,15
44,1,5:15.0,Defensive rebound by B. Beal,,15,15
45,1,5:09.0,M. Wagner makes 2-pt layup from 1 ft (assist by I. Smith),,17,15
46,1,4:44.0,,J. Butler misses 2-pt layup from 1 ft,17,15
47,1,4:43.0,,Offensive rebound by M. Leonard,17,15
48,1,4:35.0,,T. Herro makes 2-pt layup from 2 ft (assist by M. Leonard),17,17
49,1,4:29.0,I. Smith makes 2-pt layup from 2 ft,,19,17
50,1,4:29.0,Shooting foul by D. Robinson (drawn by I. Smith),,19,17
51,1,4:29.0,D. Bertāns enters the game for I. Bonga,,19,17
52,1,4:29.0,T. Brown enters the game for M. Wagner,,19,17
53,1,4:29.0,,D. Jones enters the game for M. Leonard,19,17
54,1,4:29.0,,K. Olynyk enters the game for D. Robinson,19,17
55,1,4:29.0,I. Smith makes free throw 1 of 1,,20,17
56,1,4:16.0,,Turnover by T. Herro (traveling),20,17
57,1,4:16.0,,C. Silva enters the game for B. Adebayo,20,17
58,1,3:54.0,B. Beal makes 2-pt layup at rim,,22,17
59,1,3:54.0,Shooting foul by C. Silva (drawn by B. Beal),,22,17
60,1,3:54.0,C. Chiozza enters the game for I. Smith,,22,17
61,1,3:54.0,B. Beal makes free throw 1 of 1,,23,17
62,1,3:40.0,,T. Herro makes 2-pt layup from 2 ft (assist by J. Butler),23,19
63,1,3:27.0,R. Hachimura makes 2-pt layup from 2 ft (assist by B. Beal),,25,19
64,1,3:26.0,Violation by Team (delay of game),,25,19
65,1,3:11.0,,T. Herro misses 3-pt jump shot from 25 ft,25,19
66,1,3:09.0,,Offensive rebound by J. Butler,25,19
67,1,3:00.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by J. Butler),25,22
68,1,2:58.0,Washington full timeout,,25,22
69,1,2:58.0,A. Schofield enters the game for R. Hachimura,,25,22
70,1,2:43.0,Turnover by B. Beal (bad pass; steal by T. Herro),,25,22
71,1,2:37.0,,D. Jones misses 2-pt layup from 1 ft (block by T. Brown),25,22
72,1,2:34.0,Defensive rebound by T. Brown,,25,22
73,1,2:21.0,Def 3 sec tech foul by Team,,25,22
74,1,2:21.0,B. Beal makes technical free throw,,26,22
75,1,2:10.0,D. Bertāns misses 3-pt jump shot from 26 ft,,26,22
76,1,2:07.0,,Defensive rebound by C. Silva,26,22
77,1,1:52.0,,K. Olynyk misses 2-pt jump shot from 19 ft,26,22
78,1,1:52.0,,Offensive rebound by Team,26,22
79,1,1:52.0,Loose ball foul by A. Schofield (drawn by C. Silva),,26,22
80,1,1:52.0,I. Bonga enters the game for B. Beal,,26,22
81,1,1:48.0,,Shooting foul by I. Bonga (drawn by J. Butler),26,22
82,1,1:48.0,,J. Butler makes free throw 1 of 2,26,23
83,1,1:48.0,,J. Butler makes free throw 2 of 2,26,24
84,1,1:33.0,T. Brown makes 2-pt jump shot from 20 ft (assist by C. Chiozza),,28,24
85,1,1:15.0,,K. Olynyk misses 3-pt jump shot from 26 ft,28,24
86,1,1:12.0,,Offensive rebound by C. Silva,28,24
87,1,1:09.0,,T. Herro makes 2-pt layup from 2 ft (assist by C. Silva),28,26
88,1,0:56.0,A. Schofield misses 3-pt jump shot from 23 ft,,28,26
89,1,0:54.0,,Defensive rebound by J. Butler,28,26
90,1,0:50.0,,Shooting foul by I. Bonga (drawn by J. Butler),28,26
91,1,0:50.0,,J. Butler misses free throw 1 of 2,28,26
92,1,0:50.0,,Offensive rebound by Team,28,26
93,1,0:50.0,,J. Butler makes free throw 2 of 2,28,27
94,1,0:38.0,T. Brown misses 3-pt jump shot from 28 ft,,28,27
95,1,0:34.0,,Defensive rebound by T. Herro,28,27
96,1,0:28.0,,Turnover by D. Jones (bad pass; steal by T. Brown),28,27
97,1,0:26.0,Personal foul by K. Olynyk (drawn by D. Bertāns),,28,27
98,1,0:26.0,B. Beal enters the game for I. Bonga,,28,27
99,1,0:26.0,,K. Nunn enters the game for J. Butler,28,27
100,1,0:06.0,T. Brown misses 2-pt jump shot from 20 ft,,28,27
101,1,0:04.0,Offensive rebound by T. Brown,,28,27
102,1,0:01.0,T. Brown misses 3-pt jump shot from 26 ft,,28,27
103,1,0:01.0,,Defensive rebound by D. Jones,28,27
104,1,0:00.0,,T. Herro misses 3-pt jump shot from 26 ft,28,27
105,1,0:00.0,,Offensive rebound by Team,28,27
