,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,UTAH_ACTION,GOLDEN STATE_SCORE,UTAH_SCORE
173,2,5:45.0,,R. O'Neale makes 2-pt dunk from 2 ft (assist by G. Niang),41,37
174,2,5:44.0,Golden State full timeout,,41,37
175,2,5:44.0,D. Lee enters the game for K. Looney,,41,37
176,2,5:44.0,,D. Mitchell enters the game for E. Mudiay,41,37
177,2,5:29.0,D. Lee misses 2-pt layup from 5 ft,,41,37
178,2,5:27.0,Offensive rebound by D. Lee,,41,37
179,2,5:20.0,W. Cauley-Stein misses 2-pt layup from 4 ft,,41,37
180,2,5:18.0,Offensive rebound by W. Cauley-Stein,,41,37
181,2,5:17.0,D. Lee makes 3-pt jump shot from 25 ft (assist by A. Burks),,44,37
182,2,4:57.0,,D. Mitchell misses 3-pt jump shot from 27 ft,44,37
183,2,4:54.0,Defensive rebound by J. Evans,,44,37
184,2,4:46.0,J. Evans makes 2-pt jump shot from 13 ft,,46,37
185,2,4:33.0,,G. Niang misses 3-pt jump shot from 23 ft,46,37
186,2,4:30.0,Defensive rebound by Team,,46,37
187,2,4:30.0,,Loose ball foul by R. Gobert (drawn by W. Cauley-Stein),46,37
188,2,4:30.0,M. Chriss enters the game for W. Cauley-Stein,,46,37
189,2,4:30.0,,J. Ingles enters the game for G. Niang,46,37
190,2,4:19.0,G. Robinson makes 2-pt jump shot from 17 ft (assist by M. Chriss),,48,37
191,2,4:03.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,48,37
192,2,3:59.0,Defensive rebound by A. Burks,,48,37
193,2,3:51.0,A. Burks makes 2-pt jump shot from 15 ft,,50,37
194,2,3:32.0,,J. Ingles makes 2-pt jump shot from 12 ft (assist by R. Gobert),50,39
195,2,3:08.0,A. Burks misses 3-pt jump shot from 25 ft,,50,39
196,2,3:05.0,,Defensive rebound by R. Gobert,50,39
197,2,2:47.0,,R. O'Neale misses 2-pt layup from 7 ft (block by M. Chriss),50,39
198,2,2:44.0,Defensive rebound by G. Robinson,,50,39
199,2,2:40.0,M. Chriss makes 2-pt dunk from 1 ft (assist by G. Robinson),,52,39
200,2,2:21.0,,J. Ingles misses 2-pt jump shot from 8 ft (block by J. Evans),52,39
201,2,2:17.0,,Offensive rebound by J. Ingles,52,39
202,2,2:17.0,,J. Ingles makes 2-pt layup from 3 ft,52,41
203,2,2:00.0,A. Burks makes 2-pt layup from 4 ft (assist by M. Chriss),,54,41
204,2,1:42.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by D. Mitchell),54,44
205,2,1:21.0,Offensive foul by M. Chriss (drawn by R. O'Neale),,54,44
206,2,1:21.0,Turnover by M. Chriss (offensive foul),,54,44
207,2,1:21.0,D. Russell enters the game for J. Evans,,54,44
208,2,1:13.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by J. Ingles),54,47
209,2,0:54.0,G. Robinson misses 3-pt jump shot from 24 ft,,54,47
210,2,0:51.0,,Defensive rebound by R. Gobert,54,47
211,2,0:43.0,,R. O'Neale makes 2-pt dunk from 1 ft (assist by J. Ingles),54,49
212,2,0:33.0,D. Russell misses 3-pt jump shot from 28 ft,,54,49
213,2,0:30.0,,Defensive rebound by D. Mitchell,54,49
214,2,0:26.0,,D. Mitchell misses 2-pt jump shot from 4 ft,54,49
215,2,0:23.0,Defensive rebound by D. Lee,,54,49
216,2,0:07.0,Personal foul by R. O'Neale (drawn by A. Burks),,54,49
217,2,0:07.0,,E. Mudiay enters the game for J. Ingles,54,49
218,2,0:07.0,,G. Niang enters the game for D. Mitchell,54,49
219,2,0:00.0,A. Burks makes 2-pt jump shot from 16 ft,,56,49
220,3,11:51.0,Offensive foul by K. Looney (drawn by B. Bogdanović),,56,49
221,3,11:51.0,Turnover by K. Looney (offensive foul),,56,49
222,3,11:40.0,,R. Gobert misses 2-pt dunk from 1 ft (block by W. Cauley-Stein),56,49
223,3,11:37.0,Defensive rebound by K. Looney,,56,49
224,3,11:34.0,G. Robinson misses 2-pt jump shot from 3 ft,,56,49
225,3,11:31.0,,Defensive rebound by R. O'Neale,56,49
226,3,11:23.0,,D. Mitchell makes 2-pt jump shot from 7 ft,56,51
227,3,11:10.0,D. Russell makes 2-pt jump shot from 16 ft (assist by A. Burks),,58,51
228,3,10:56.0,,Turnover by J. Ingles (bad pass; steal by K. Looney),58,51
229,3,10:44.0,D. Russell misses 3-pt jump shot from 25 ft,,58,51
230,3,10:41.0,,Defensive rebound by R. Gobert,58,51
231,3,10:28.0,,Personal foul by W. Cauley-Stein (drawn by J. Ingles),58,51
232,3,10:19.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,58,51
233,3,10:15.0,Defensive rebound by G. Robinson,,58,51
234,3,10:00.0,K. Looney misses 3-pt jump shot from 25 ft,,58,51
235,3,9:57.0,,Defensive rebound by J. Ingles,58,51
236,3,9:48.0,,J. Ingles makes 2-pt layup from 2 ft,58,53
237,3,9:30.0,D. Russell misses 3-pt jump shot from 25 ft,,58,53
238,3,9:27.0,,Defensive rebound by R. Gobert,58,53
239,3,9:22.0,,D. Mitchell makes 2-pt layup from 3 ft,58,55
240,3,9:22.0,,Shooting foul by D. Russell (drawn by D. Mitchell),58,55
241,3,9:22.0,,D. Mitchell misses free throw 1 of 1,58,55
242,3,9:19.0,,Offensive rebound by R. Gobert,58,55
243,3,9:19.0,,R. Gobert makes 2-pt layup at rim,58,57
244,3,9:00.0,A. Burks makes 2-pt jump shot from 21 ft,,60,57
245,3,8:39.0,,Turnover by J. Ingles (bad pass; steal by W. Cauley-Stein),60,57
246,3,8:36.0,A. Burks misses 3-pt jump shot from 24 ft,,60,57
247,3,8:33.0,,Defensive rebound by J. Ingles,60,57
248,3,8:31.0,,D. Mitchell misses 3-pt jump shot from 25 ft,60,57
249,3,8:25.0,Defensive rebound by D. Russell,,60,57
250,3,8:16.0,D. Russell makes 2-pt jump shot from 18 ft,,62,57
251,3,8:03.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Ingles),62,60
252,3,8:01.0,Golden State full timeout,,62,60
253,3,7:54.0,Turnover by K. Looney (bad pass),,62,60
254,3,7:32.0,,R. O'Neale misses 3-pt jump shot from 25 ft,62,60
255,3,7:26.0,,Offensive rebound by D. Mitchell,62,60
256,3,7:26.0,,D. Mitchell makes 2-pt dunk at rim,62,62
257,3,7:12.0,A. Burks makes 2-pt layup from 4 ft (assist by D. Russell),,64,62
258,3,7:09.0,Violation by Team (delay of game),,64,62
259,3,7:09.0,Violation by Team (delay of game),,64,62
260,3,7:09.0,,B. Bogdanović makes technical free throw,64,63
261,3,7:09.0,O. Spellman enters the game for K. Looney,,64,63
262,3,6:56.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Ingles),64,65
263,3,6:41.0,Turnover by G. Robinson (lost ball; steal by D. Mitchell),,64,65
264,3,6:38.0,,R. O'Neale makes 2-pt dunk from 1 ft (assist by D. Mitchell),64,67
265,3,6:17.0,D. Russell makes 2-pt jump shot from 17 ft,,66,67
266,3,6:02.0,,Shooting foul by W. Cauley-Stein (drawn by R. Gobert),66,67
267,3,6:02.0,,R. Gobert misses free throw 1 of 2,66,67
268,3,6:02.0,,Offensive rebound by Team,66,67
269,3,6:02.0,M. Chriss enters the game for W. Cauley-Stein,,66,67
270,3,6:02.0,,E. Mudiay enters the game for D. Mitchell,66,67
271,3,6:02.0,,R. Gobert makes free throw 2 of 2,66,68
272,3,5:49.0,D. Russell misses 2-pt jump shot from 20 ft,,66,68
273,3,5:46.0,,Defensive rebound by B. Bogdanović,66,68
274,3,5:32.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by R. O'Neale),66,71
275,3,5:19.0,D. Russell makes 2-pt layup from 4 ft,,68,71
276,3,5:09.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,68,71
277,3,5:04.0,Defensive rebound by A. Burks,,68,71
278,3,4:54.0,D. Russell misses 3-pt jump shot from 28 ft,,68,71
279,3,4:51.0,,Defensive rebound by R. Gobert,68,71
280,3,4:35.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by E. Mudiay),68,74
281,3,4:33.0,Golden State full timeout,,68,74
282,3,4:33.0,D. Lee enters the game for G. Robinson,,68,74
283,3,4:33.0,J. Poole enters the game for D. Russell,,68,74
284,3,4:19.0,J. Poole misses 3-pt jump shot from 27 ft,,68,74
285,3,4:14.0,,Defensive rebound by B. Bogdanović,68,74
286,3,4:06.0,,R. Gobert misses 2-pt layup from 2 ft,68,74
287,3,4:03.0,,Offensive rebound by R. Gobert,68,74
288,3,4:03.0,,R. Gobert makes 2-pt layup at rim,68,76
289,3,3:53.0,Shooting foul by R. Gobert (drawn by A. Burks),,68,76
290,3,3:53.0,A. Burks makes free throw 1 of 2,,69,76
291,3,3:53.0,,J. Green enters the game for R. O'Neale,69,76
292,3,3:53.0,A. Burks makes free throw 2 of 2,,70,76
293,3,3:36.0,,Shooting foul by A. Burks (drawn by J. Ingles),70,76
294,3,3:36.0,,J. Ingles makes free throw 1 of 2,70,77
295,3,3:36.0,,J. Ingles makes free throw 2 of 2,70,78
296,3,3:29.0,D. Lee makes 3-pt jump shot from 26 ft (assist by A. Burks),,73,78
297,3,3:15.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),73,80
298,3,3:06.0,D. Lee misses 2-pt jump shot from 6 ft,,73,80
299,3,3:06.0,,Defensive rebound by Team,73,80
300,3,3:06.0,J. Evans enters the game for D. Lee,,73,80
301,3,3:06.0,,E. Davis enters the game for B. Bogdanović,73,80
302,3,3:06.0,,D. Mitchell enters the game for R. Gobert,73,80
303,3,3:06.0,,G. Niang enters the game for J. Ingles,73,80
304,3,2:54.0,,J. Green misses 3-pt jump shot from 24 ft,73,80
305,3,2:52.0,Defensive rebound by M. Chriss,,73,80
306,3,2:38.0,J. Evans misses 2-pt jump shot from 21 ft,,73,80
307,3,2:34.0,,Defensive rebound by E. Davis,73,80
308,3,2:26.0,,D. Mitchell misses 2-pt jump shot from 19 ft,73,80
309,3,2:23.0,Defensive rebound by M. Chriss,,73,80
310,3,2:12.0,Personal foul by D. Mitchell (drawn by O. Spellman),,73,80
311,3,2:12.0,D. Lee enters the game for A. Burks,,73,80
312,3,2:06.0,J. Poole makes 3-pt jump shot from 25 ft (assist by J. Evans),,76,80
313,3,2:06.0,Shooting foul by E. Mudiay (drawn by J. Poole),,76,80
314,3,2:06.0,J. Poole misses free throw 1 of 1,,76,80
315,3,2:05.0,Offensive rebound by Team,,76,80
316,3,2:05.0,,Loose ball foul by E. Davis (drawn by M. Chriss),76,80
317,3,1:56.0,M. Chriss makes 2-pt dunk from 2 ft (assist by J. Poole),,78,80
318,3,1:36.0,,J. Green makes 3-pt jump shot from 22 ft (assist by E. Mudiay),78,83
319,3,1:23.0,Shooting foul by E. Davis (drawn by J. Poole),,78,83
320,3,1:23.0,J. Poole misses free throw 1 of 2,,78,83
321,3,1:23.0,Offensive rebound by Team,,78,83
322,3,1:23.0,J. Poole makes free throw 2 of 2,,79,83
323,3,1:23.0,Away from play foul by E. Davis (drawn by M. Chriss),,79,83
324,3,1:23.0,M. Chriss makes free throw 1 of 1,,80,83
325,3,1:09.0,,D. Mitchell misses 2-pt jump shot from 9 ft,80,83
326,3,1:06.0,Defensive rebound by M. Chriss,,80,83
327,3,0:58.0,J. Evans makes 2-pt jump shot from 19 ft,,82,83
328,3,0:49.0,,Shooting foul by M. Chriss (drawn by E. Mudiay),82,83
329,3,0:49.0,K. Looney enters the game for M. Chriss,,82,83
330,3,0:49.0,Golden State full timeout,,82,83
331,3,0:49.0,,E. Mudiay misses free throw 1 of 2,82,83
332,3,0:49.0,,Offensive rebound by Team,82,83
333,3,0:49.0,,E. Mudiay makes free throw 2 of 2,82,84
334,3,0:39.0,D. Lee makes 2-pt jump shot from 16 ft (assist by J. Evans),,84,84
335,3,0:31.0,,D. Mitchell makes 2-pt layup from 2 ft,84,86
336,3,0:13.0,J. Evans misses 2-pt jump shot from 17 ft,,84,86
337,3,0:09.0,,Defensive rebound by E. Davis,84,86
338,3,0:00.0,,Turnover by D. Mitchell (lost ball; steal by J. Evans),84,86
339,4,11:47.0,,Shooting foul by J. Evans (drawn by J. Green),84,86
340,4,11:47.0,,J. Green makes free throw 1 of 2,84,87
341,4,11:47.0,,J. Green makes free throw 2 of 2,84,88
342,4,11:28.0,J. Evans misses 2-pt jump shot from 18 ft,,84,88
343,4,11:24.0,,Defensive rebound by E. Davis,84,88
344,4,11:18.0,,Personal foul by D. Russell (drawn by D. Mitchell),84,88
345,4,11:18.0,M. Chriss enters the game for O. Spellman,,84,88
346,4,11:02.0,,D. Mitchell misses 3-pt jump shot from 32 ft,84,88
347,4,10:59.0,Defensive rebound by M. Chriss,,84,88
348,4,10:51.0,D. Russell makes 3-pt jump shot from 25 ft (assist by M. Chriss),,87,88
349,4,10:29.0,,Offensive foul by J. Green (drawn by M. Chriss),87,88
350,4,10:29.0,,Turnover by J. Green (offensive foul),87,88
351,4,10:14.0,D. Lee makes 2-pt jump shot from 9 ft (assist by M. Chriss),,89,88
352,4,9:57.0,,Offensive foul by J. Ingles (drawn by D. Lee),89,88
353,4,9:57.0,,Turnover by J. Ingles (offensive foul),89,88
354,4,9:57.0,,Violation by Team (delay of game),89,88
355,4,9:57.0,,B. Bogdanović enters the game for G. Niang,89,88
356,4,9:36.0,Shooting foul by E. Davis (drawn by M. Chriss),,89,88
357,4,9:36.0,M. Chriss makes free throw 1 of 2,,90,88
358,4,9:36.0,,R. Gobert enters the game for E. Davis,90,88
359,4,9:36.0,M. Chriss makes free throw 2 of 2,,91,88
360,4,9:27.0,,Shooting foul by J. Evans (drawn by D. Mitchell),91,88
361,4,9:27.0,,D. Mitchell makes free throw 1 of 2,91,89
362,4,9:27.0,,D. Mitchell misses free throw 2 of 2,91,89
363,4,9:26.0,Defensive rebound by M. Chriss,,91,89
364,4,9:09.0,D. Russell misses 3-pt jump shot from 25 ft,,91,89
365,4,9:06.0,,Defensive rebound by R. Gobert,91,89
366,4,8:56.0,,J. Green misses 3-pt jump shot from 23 ft,91,89
367,4,8:53.0,Defensive rebound by M. Chriss,,91,89
368,4,8:53.0,,E. Mudiay enters the game for D. Mitchell,91,89
369,4,8:30.0,D. Russell misses 2-pt jump shot from 6 ft (block by R. Gobert),,91,89
370,4,8:27.0,,Defensive rebound by E. Mudiay,91,89
371,4,8:25.0,,J. Ingles misses 3-pt jump shot from 25 ft,91,89
372,4,8:22.0,Defensive rebound by M. Chriss,,91,89
373,4,8:22.0,G. Robinson enters the game for D. Lee,,91,89
374,4,8:22.0,O. Spellman enters the game for K. Looney,,91,89
375,4,8:07.0,M. Chriss misses 2-pt jump shot from 3 ft,,91,89
376,4,8:04.0,,Defensive rebound by R. Gobert,91,89
377,4,7:59.0,,J. Green misses 2-pt layup from 2 ft,91,89
378,4,7:57.0,Defensive rebound by J. Evans,,91,89
379,4,7:52.0,Shooting foul by J. Ingles (drawn by M. Chriss),,91,89
380,4,7:52.0,M. Chriss misses free throw 1 of 2,,91,89
381,4,7:52.0,Offensive rebound by Team,,91,89
382,4,7:52.0,,G. Niang enters the game for J. Green,91,89
383,4,7:52.0,,R. O'Neale enters the game for J. Ingles,91,89
