,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PHILADELPHIA_ACTION,SACRAMENTO_SCORE,PHILADELPHIA_SCORE
207,2,1:37.0,Sacramento full timeout,,39,40
208,2,1:37.0,,J. Embiid makes free throw 2 of 2,39,41
209,2,1:21.0,D. Dedmon makes 2-pt layup from 2 ft (assist by B. Bogdanović),,41,41
210,2,1:12.0,,J. Ennis misses 2-pt layup from 1 ft,41,41
211,2,1:11.0,Defensive rebound by D. Dedmon,,41,41
212,2,1:00.0,Personal foul by B. Simmons (drawn by D. Dedmon),,41,41
213,2,1:00.0,D. Dedmon misses free throw 1 of 2,,41,41
214,2,1:00.0,Offensive rebound by Team,,41,41
215,2,1:00.0,D. Dedmon misses free throw 2 of 2,,41,41
216,2,0:58.0,,Defensive rebound by J. Embiid,41,41
217,2,0:51.0,,J. Richardson makes 2-pt layup from 2 ft (assist by B. Simmons),41,43
218,2,0:40.0,D. Dedmon makes 3-pt jump shot from 27 ft (assist by B. Hield),,44,43
219,2,0:26.0,,Personal foul by D. Dedmon (drawn by J. Embiid),44,43
220,2,0:26.0,,J. Embiid makes free throw 1 of 2,44,44
221,2,0:26.0,N. Bjelica enters the game for D. Dedmon,,44,44
222,2,0:26.0,,R. Neto enters the game for B. Simmons,44,44
223,2,0:26.0,,J. Embiid makes free throw 2 of 2,44,45
224,2,0:06.0,H. Barnes makes 2-pt layup from 2 ft,,46,45
225,2,0:00.0,,R. Neto makes 2-pt jump shot from 11 ft (assist by J. Richardson),46,47
226,3,11:48.0,R. Holmes misses 2-pt jump shot from 18 ft,,46,47
227,3,11:44.0,,Defensive rebound by A. Horford,46,47
228,3,11:41.0,,B. Simmons makes 2-pt layup from 2 ft (assist by A. Horford),46,49
229,3,11:29.0,Turnover by B. Hield (bad pass; steal by B. Simmons),,46,49
230,3,11:26.0,,B. Simmons makes 2-pt dunk from 1 ft,46,51
231,3,11:11.0,B. Hield makes 3-pt jump shot from 25 ft,,49,51
232,3,10:54.0,,Turnover by F. Korkmaz (out of bounds lost ball),49,51
233,3,10:46.0,B. Hield misses 3-pt jump shot from 25 ft,,49,51
234,3,10:42.0,,Defensive rebound by A. Horford,49,51
235,3,10:33.0,,J. Embiid makes 2-pt jump shot from 18 ft (assist by A. Horford),49,53
236,3,10:08.0,R. Holmes misses 2-pt layup from 2 ft (block by J. Embiid),,49,53
237,3,10:06.0,,Defensive rebound by A. Horford,49,53
238,3,10:03.0,,Shooting foul by N. Bjelica (drawn by J. Embiid),49,53
239,3,10:03.0,,J. Embiid makes free throw 1 of 2,49,54
240,3,10:03.0,,J. Embiid makes free throw 2 of 2,49,55
241,3,9:53.0,H. Barnes misses 3-pt jump shot from 26 ft,,49,55
242,3,9:49.0,,Defensive rebound by A. Horford,49,55
243,3,9:36.0,,F. Korkmaz misses 3-pt jump shot from 25 ft,49,55
244,3,9:32.0,Defensive rebound by R. Holmes,,49,55
245,3,9:26.0,B. Hield misses 3-pt jump shot from 25 ft,,49,55
246,3,9:22.0,,Defensive rebound by B. Simmons,49,55
247,3,9:19.0,,Personal foul by N. Bjelica (drawn by A. Horford),49,55
248,3,9:13.0,,Shooting foul by R. Holmes (drawn by J. Embiid),49,55
249,3,9:13.0,,J. Embiid makes free throw 1 of 2,49,56
250,3,9:13.0,,J. Embiid makes free throw 2 of 2,49,57
251,3,8:53.0,R. Holmes misses 2-pt layup from 2 ft (block by T. Harris),,49,57
252,3,8:50.0,,Defensive rebound by B. Simmons,49,57
253,3,8:47.0,,F. Korkmaz misses 3-pt jump shot from 24 ft,49,57
254,3,8:47.0,Defensive rebound by R. Holmes,,49,57
255,3,8:36.0,B. Hield makes 3-pt jump shot from 27 ft (assist by N. Bjelica),,52,57
256,3,8:17.0,,Shooting foul by N. Bjelica (drawn by T. Harris),52,57
257,3,8:17.0,,T. Harris makes free throw 1 of 2,52,58
258,3,8:17.0,,M. Thybulle enters the game for F. Korkmaz,52,58
259,3,8:17.0,,T. Harris misses free throw 2 of 2,52,58
260,3,8:15.0,Defensive rebound by R. Holmes,,52,58
261,3,8:00.0,N. Bjelica makes 3-pt jump shot from 26 ft (assist by H. Barnes),,55,58
262,3,7:44.0,,T. Harris misses 2-pt jump shot from 8 ft,55,58
263,3,7:41.0,Defensive rebound by R. Holmes,,55,58
264,3,7:37.0,N. Bjelica misses 3-pt jump shot from 25 ft,,55,58
265,3,7:33.0,,Defensive rebound by B. Simmons,55,58
266,3,7:25.0,,Instant Replay (Request: Ruling Stands),55,58
267,3,7:25.0,Sacramento full timeout,,55,58
268,3,7:25.0,Instant Replay (Challenge: Ruling Stands),,55,58
269,3,7:10.0,,T. Harris misses 2-pt jump shot from 21 ft,55,58
270,3,7:06.0,Defensive rebound by N. Bjelica,,55,58
271,3,6:53.0,H. Barnes makes 2-pt jump shot from 17 ft,,57,58
272,3,6:44.0,,Personal foul by N. Bjelica (drawn by A. Horford),57,58
273,3,6:44.0,,A. Horford makes free throw 1 of 2,57,59
274,3,6:44.0,B. Bogdanović enters the game for N. Bjelica,,57,59
275,3,6:44.0,,M. Scott enters the game for J. Embiid,57,59
276,3,6:44.0,,A. Horford makes free throw 2 of 2,57,60
277,3,6:30.0,B. Hield misses 3-pt jump shot from 26 ft (block by M. Thybulle),,57,60
278,3,6:25.0,,Defensive rebound by B. Simmons,57,60
279,3,6:24.0,,M. Thybulle makes 2-pt dunk from 1 ft (assist by B. Simmons),57,62
280,3,6:08.0,R. Holmes makes 2-pt jump shot from 19 ft (assist by C. Joseph),,59,62
281,3,5:55.0,,M. Scott misses 3-pt jump shot from 27 ft,59,62
282,3,5:52.0,Defensive rebound by H. Barnes,,59,62
283,3,5:42.0,Turnover by R. Holmes (lost ball; steal by B. Simmons),,59,62
284,3,5:36.0,,Turnover by B. Simmons (bad pass; steal by R. Holmes),59,62
285,3,5:33.0,Turnover by B. Bogdanović (lost ball; steal by M. Thybulle),,59,62
286,3,5:27.0,,M. Thybulle makes 3-pt jump shot from 24 ft (assist by T. Harris),59,65
287,3,5:27.0,H. Giles enters the game for R. Holmes,,59,65
288,3,5:05.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by C. Joseph),,62,65
289,3,4:41.0,,A. Horford makes 2-pt jump shot from 17 ft,62,67
290,3,4:25.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,62,67
291,3,4:22.0,,Defensive rebound by A. Horford,62,67
292,3,4:05.0,,Turnover by M. Thybulle (bad pass; steal by B. Bogdanović),62,67
293,3,4:00.0,B. Bogdanović misses 2-pt layup from 1 ft (block by M. Scott),,62,67
294,3,4:00.0,,Defensive rebound by M. Thybulle,62,67
295,3,3:40.0,,Philadelphia full timeout,62,67
296,3,3:36.0,,T. Harris misses 2-pt jump shot from 21 ft,62,67
297,3,3:29.0,,Offensive rebound by B. Simmons,62,67
298,3,3:29.0,,B. Simmons makes 2-pt dunk at rim,62,69
299,3,3:17.0,H. Barnes makes 2-pt dunk from 1 ft (assist by H. Giles),,64,69
300,3,2:50.0,,T. Harris makes 2-pt layup from 2 ft,64,71
301,3,2:34.0,Turnover by B. Hield (lost ball; steal by M. Thybulle),,64,71
302,3,2:18.0,,M. Thybulle makes 3-pt jump shot from 28 ft (assist by T. Harris),64,74
303,3,1:59.0,Turnover by H. Giles (lost ball; steal by M. Scott),,64,74
304,3,1:51.0,,M. Scott misses 3-pt jump shot from 26 ft,64,74
305,3,1:47.0,Defensive rebound by H. Barnes,,64,74
306,3,1:39.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,64,74
307,3,1:35.0,,Defensive rebound by M. Thybulle,64,74
308,3,1:18.0,,Turnover by A. Horford (bad pass; steal by B. Bogdanović),64,74
309,3,1:14.0,B. Hield misses 3-pt jump shot from 24 ft,,64,74
310,3,1:10.0,,Defensive rebound by T. Harris,64,74
311,3,0:58.0,,A. Horford misses 3-pt jump shot from 27 ft,64,74
312,3,0:55.0,Defensive rebound by C. Joseph,,64,74
313,3,0:36.0,B. Bogdanović misses 2-pt layup from 2 ft,,64,74
314,3,0:35.0,,Defensive rebound by T. Harris,64,74
315,3,0:31.0,,Shooting foul by H. Giles (drawn by T. Harris),64,74
316,3,0:31.0,,T. Harris makes free throw 1 of 2,64,75
317,3,0:31.0,J. James enters the game for B. Hield,,64,75
318,3,0:31.0,,J. Embiid enters the game for A. Horford,64,75
319,3,0:31.0,,F. Korkmaz enters the game for M. Scott,64,75
320,3,0:31.0,,T. Harris makes free throw 2 of 2,64,76
321,3,0:13.0,Shooting foul by M. Thybulle (drawn by H. Barnes),,64,76
322,3,0:13.0,H. Barnes misses free throw 1 of 2,,64,76
323,3,0:13.0,Offensive rebound by Team,,64,76
324,3,0:13.0,H. Barnes makes free throw 2 of 2,,65,76
325,3,0:01.0,,T. Harris misses 2-pt jump shot from 22 ft,65,76
326,3,0:01.0,,Offensive rebound by Team,65,76
327,4,11:42.0,,J. Embiid makes 2-pt jump shot from 20 ft (assist by M. Scott),65,78
328,4,11:24.0,D. Dedmon misses 3-pt jump shot from 26 ft,,65,78
329,4,11:22.0,,Defensive rebound by J. Embiid,65,78
330,4,11:06.0,,Shooting foul by B. Hield (drawn by M. Thybulle),65,78
331,4,11:06.0,,M. Thybulle makes free throw 1 of 2,65,79
332,4,11:06.0,,M. Thybulle makes free throw 2 of 2,65,80
333,4,10:52.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,65,80
334,4,10:49.0,,Defensive rebound by F. Korkmaz,65,80
335,4,10:33.0,,M. Scott misses 3-pt jump shot from 23 ft,65,80
336,4,10:27.0,Defensive rebound by B. Hield,,65,80
337,4,10:25.0,N. Bjelica makes 2-pt dunk at rim (assist by J. James),,67,80
338,4,10:11.0,,J. Embiid makes 3-pt jump shot from 27 ft,67,83
339,4,9:50.0,B. Hield misses 3-pt jump shot from 26 ft (block by M. Thybulle),,67,83
340,4,9:46.0,Offensive rebound by B. Hield,,67,83
341,4,9:43.0,B. Hield makes 2-pt jump shot from 20 ft,,69,83
342,4,9:26.0,,J. Embiid misses 2-pt jump shot from 17 ft,69,83
343,4,9:24.0,Defensive rebound by B. Hield,,69,83
344,4,9:19.0,Turnover by B. Hield (lost ball; steal by M. Thybulle),,69,83
345,4,9:15.0,,M. Thybulle makes 2-pt dunk from 1 ft,69,85
346,4,8:56.0,Y. Ferrell makes 2-pt jump shot from 19 ft,,71,85
347,4,8:46.0,,Offensive foul by R. Neto (drawn by Y. Ferrell),71,85
348,4,8:46.0,,Turnover by R. Neto (offensive foul),71,85
349,4,8:46.0,,J. Ennis enters the game for F. Korkmaz,71,85
350,4,8:41.0,N. Bjelica misses 2-pt jump shot from 2 ft,,71,85
351,4,8:39.0,Offensive rebound by D. Dedmon,,71,85
352,4,8:35.0,B. Hield misses 3-pt jump shot from 26 ft,,71,85
353,4,8:31.0,,Defensive rebound by M. Thybulle,71,85
354,4,8:27.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by M. Thybulle),71,87
355,4,8:25.0,Sacramento full timeout,,71,87
356,4,8:25.0,H. Barnes enters the game for N. Bjelica,,71,87
357,4,8:25.0,B. Bogdanović enters the game for B. Hield,,71,87
358,4,8:25.0,,A. Horford enters the game for J. Embiid,71,87
359,4,8:25.0,,B. Simmons enters the game for R. Neto,71,87
360,4,8:17.0,J. James makes 2-pt layup at rim (assist by H. Barnes),,73,87
361,4,7:53.0,,M. Thybulle makes 3-pt jump shot from 27 ft (assist by A. Horford),73,90
362,4,7:37.0,H. Barnes makes 2-pt jump shot from 13 ft,,75,90
363,4,7:20.0,,M. Scott misses 2-pt jump shot from 9 ft,75,90
364,4,7:15.0,Defensive rebound by H. Barnes,,75,90
365,4,7:12.0,J. James makes 2-pt jump shot from 8 ft (assist by H. Barnes),,77,90
366,4,6:48.0,,B. Simmons misses 2-pt jump shot from 11 ft,77,90
367,4,6:46.0,Defensive rebound by D. Dedmon,,77,90
368,4,6:34.0,Y. Ferrell misses 3-pt jump shot from 23 ft,,77,90
369,4,6:31.0,,Defensive rebound by B. Simmons,77,90
370,4,6:25.0,,M. Scott misses 3-pt jump shot from 26 ft,77,90
371,4,6:22.0,Defensive rebound by H. Barnes,,77,90
372,4,6:18.0,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by H. Barnes),,80,90
373,4,5:52.0,,A. Horford misses 3-pt jump shot from 25 ft,80,90
374,4,5:49.0,Defensive rebound by H. Barnes,,80,90
375,4,5:44.0,D. Dedmon makes 3-pt jump shot from 26 ft (assist by H. Barnes),,83,90
376,4,5:43.0,,Philadelphia full timeout,83,90
377,4,5:43.0,,J. Embiid enters the game for J. Ennis,83,90
378,4,5:43.0,,T. Harris enters the game for M. Scott,83,90
379,4,5:43.0,,F. Korkmaz enters the game for M. Thybulle,83,90
380,4,5:31.0,,T. Harris misses 3-pt jump shot from 24 ft,83,90
