,QUARTER,TIME_REMAINING,BOSTON_ACTION,MILWAUKEE_ACTION,BOSTON_SCORE,MILWAUKEE_SCORE
0,1,11:47.0,,E. Bledsoe misses 2-pt layup from 4 ft (block by K. Walker),0,0
1,1,11:43.0,Defensive rebound by J. Tatum,,0,0
2,1,11:28.0,J. Tatum misses 2-pt jump shot from 19 ft,,0,0
3,1,11:25.0,,Defensive rebound by B. Lopez,0,0
4,1,11:22.0,,Personal foul by G. Hayward (drawn by G. Antetokounmpo),0,0
5,1,11:11.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,0,2
6,1,10:59.0,Turnover by K. Walker (bad pass; steal by K. Middleton),,0,2
7,1,10:53.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),0,4
8,1,10:34.0,D. Theis makes 2-pt jump shot from 16 ft (assist by J. Tatum),,2,4
9,1,10:25.0,,Shooting foul by K. Walker (drawn by E. Bledsoe),2,4
10,1,10:25.0,,E. Bledsoe makes free throw 1 of 2,2,5
11,1,10:25.0,,E. Bledsoe makes free throw 2 of 2,2,6
12,1,10:08.0,Turnover by G. Hayward (bad pass; steal by E. Bledsoe),,2,6
13,1,10:00.0,,B. Lopez makes 3-pt jump shot from 28 ft (assist by E. Bledsoe),2,9
14,1,9:41.0,G. Hayward misses 3-pt jump shot from 27 ft,,2,9
15,1,9:38.0,,Defensive rebound by E. Bledsoe,2,9
16,1,9:34.0,,Shooting foul by D. Theis (drawn by G. Antetokounmpo),2,9
17,1,9:34.0,,G. Antetokounmpo misses free throw 1 of 2,2,9
18,1,9:34.0,,Offensive rebound by Team,2,9
19,1,9:34.0,,G. Antetokounmpo misses free throw 2 of 2,2,9
20,1,9:33.0,Defensive rebound by Team,,2,9
21,1,9:33.0,,Loose ball foul by B. Lopez (drawn by D. Theis),2,9
22,1,9:17.0,J. Tatum misses 2-pt jump shot from 19 ft,,2,9
23,1,9:14.0,,Defensive rebound by K. Middleton,2,9
24,1,9:11.0,,E. Bledsoe misses 2-pt jump shot from 8 ft (block by D. Theis),2,9
