,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,INDIANA_ACTION,LA CLIPPERS_SCORE,INDIANA_SCORE
396,4,11:01.0,Defensive rebound by P. Beverley,,94,73
397,4,10:49.0,M. Harrell misses 2-pt jump shot from 7 ft,,94,73
398,4,10:46.0,,Defensive rebound by D. McDermott,94,73
399,4,10:41.0,,A. Holiday misses 3-pt jump shot from 27 ft,94,73
400,4,10:38.0,Defensive rebound by P. Beverley,,94,73
401,4,10:32.0,L. Williams misses 2-pt layup from 1 ft,,94,73
402,4,10:31.0,,Defensive rebound by D. Sabonis,94,73
403,4,10:31.0,,Indiana full timeout,94,73
404,4,10:31.0,,E. Sumner enters the game for A. Holiday,94,73
405,4,10:20.0,,D. McDermott makes 3-pt jump shot from 23 ft (assist by E. Sumner),94,76
406,4,9:57.0,M. Harrell makes 2-pt layup from 1 ft,,96,76
407,4,9:45.0,,J. Holiday misses 2-pt layup from 5 ft (block by M. Harrell),96,76
408,4,9:43.0,,Offensive rebound by J. Holiday,96,76
409,4,9:39.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by J. Holiday),96,78
410,4,9:30.0,L. Williams misses 3-pt jump shot from 26 ft,,96,78
411,4,9:25.0,,Defensive rebound by D. Sabonis,96,78
412,4,9:21.0,,J. Holiday misses 3-pt jump shot from 23 ft,96,78
413,4,9:19.0,Defensive rebound by M. Harrell,,96,78
414,4,8:56.0,P. Beverley makes 2-pt jump shot from 8 ft,,98,78
415,4,8:42.0,,T. McConnell misses 2-pt jump shot from 13 ft,98,78
416,4,8:39.0,,Offensive rebound by J. Holiday,98,78
417,4,8:36.0,,J. Holiday makes 3-pt jump shot from 24 ft,98,81
418,4,8:23.0,Personal foul by D. McDermott (drawn by M. Harkless),,98,81
419,4,8:10.0,M. Harkless misses 3-pt jump shot from 23 ft,,98,81
420,4,8:06.0,Offensive rebound by P. Beverley,,98,81
421,4,7:53.0,M. Harrell misses 2-pt layup from 3 ft,,98,81
422,4,7:52.0,,Defensive rebound by D. Sabonis,98,81
423,4,7:40.0,,D. Sabonis misses 3-pt jump shot from 27 ft,98,81
424,4,7:36.0,Defensive rebound by P. Beverley,,98,81
425,4,7:28.0,L. Williams misses 2-pt layup from 2 ft,,98,81
426,4,7:26.0,,Defensive rebound by D. Sabonis,98,81
427,4,7:21.0,,D. Sabonis misses 2-pt hook shot from 2 ft,98,81
428,4,7:19.0,,Offensive rebound by D. Sabonis,98,81
429,4,7:10.0,,Shooting foul by M. Harrell (drawn by D. Sabonis),98,81
430,4,7:10.0,,D. Sabonis misses free throw 1 of 2,98,81
431,4,7:10.0,,Offensive rebound by Team,98,81
432,4,7:10.0,P. George enters the game for M. Harkless,,98,81
433,4,7:10.0,,T. Warren enters the game for D. McDermott,98,81
434,4,7:10.0,,D. Sabonis makes free throw 2 of 2,98,82
435,4,6:58.0,D. Walton misses 3-pt jump shot from 24 ft,,98,82
436,4,6:55.0,Offensive rebound by M. Harrell,,98,82
437,4,6:51.0,P. George misses 3-pt jump shot from 28 ft,,98,82
438,4,6:47.0,,Defensive rebound by T. Warren,98,82
439,4,6:38.0,,E. Sumner misses 2-pt layup from 2 ft (block by P. George),98,82
440,4,6:36.0,Defensive rebound by M. Harrell,,98,82
441,4,6:29.0,L. Williams misses 3-pt jump shot from 24 ft,,98,82
442,4,6:26.0,,Defensive rebound by D. Sabonis,98,82
443,4,6:20.0,,Shooting foul by P. Beverley (drawn by T. Warren),98,82
444,4,6:20.0,,T. Warren makes free throw 1 of 3,98,83
445,4,6:20.0,,T. Warren makes free throw 2 of 3,98,84
446,4,6:20.0,,D. McDermott enters the game for J. Holiday,98,84
447,4,6:20.0,,T. Warren makes free throw 3 of 3,98,85
448,4,6:20.0,LA Clippers full timeout,,98,85
449,4,6:02.0,M. Harrell makes 2-pt dunk from 4 ft (assist by P. Beverley),,100,85
450,4,5:48.0,,D. McDermott makes 3-pt jump shot from 28 ft (assist by E. Sumner),100,88
451,4,5:27.0,Shooting foul by T. Warren (drawn by P. George),,100,88
452,4,5:27.0,P. George misses free throw 1 of 2,,100,88
453,4,5:27.0,Offensive rebound by Team,,100,88
454,4,5:27.0,M. Harkless enters the game for L. Williams,,100,88
455,4,5:27.0,,M. Brogdon enters the game for E. Sumner,100,88
456,4,5:27.0,P. George makes free throw 2 of 2,,101,88
457,4,5:16.0,,D. McDermott misses 3-pt jump shot from 30 ft (block by M. Harrell),101,88
458,4,5:12.0,Defensive rebound by P. Beverley,,101,88
459,4,5:04.0,M. Harrell misses 2-pt jump shot from 6 ft (block by T. McConnell),,101,88
460,4,5:01.0,,Defensive rebound by T. Warren,101,88
461,4,4:48.0,,T. McConnell makes 2-pt jump shot from 9 ft,101,90
462,4,4:22.0,P. Beverley makes 2-pt layup from 2 ft (assist by P. George),,103,90
463,4,4:22.0,L. Williams enters the game for D. Walton,,103,90
464,4,4:01.0,,M. Brogdon makes 3-pt jump shot from 26 ft,103,93
465,4,3:43.0,Shooting foul by D. McDermott (drawn by P. George),,103,93
466,4,3:43.0,P. George misses free throw 1 of 2,,103,93
467,4,3:43.0,Offensive rebound by Team,,103,93
468,4,3:43.0,P. George makes free throw 2 of 2,,104,93
469,4,3:36.0,,D. McDermott misses 3-pt jump shot from 28 ft,104,93
470,4,3:32.0,Defensive rebound by P. George,,104,93
471,4,3:18.0,L. Williams misses 2-pt layup from 1 ft,,104,93
472,4,3:17.0,,Defensive rebound by Team,104,93
473,4,3:03.0,,M. Brogdon misses 2-pt layup from 1 ft,104,93
474,4,3:02.0,,Offensive rebound by D. Sabonis,104,93
475,4,3:02.0,,D. Sabonis makes 2-pt layup at rim,104,95
476,4,3:02.0,LA Clippers full timeout,,104,95
477,4,2:43.0,M. Harrell makes 2-pt layup from 2 ft (assist by L. Williams),,106,95
478,4,2:35.0,,T. McConnell misses 2-pt layup from 3 ft (block by L. Williams),106,95
479,4,2:35.0,,Offensive rebound by Team,106,95
480,4,2:22.0,,D. Sabonis makes 2-pt hook shot from 10 ft,106,97
481,4,2:07.0,P. George misses 3-pt jump shot from 26 ft,,106,97
482,4,2:04.0,,Defensive rebound by T. Warren,106,97
483,4,1:46.0,,T. Warren makes 2-pt jump shot from 12 ft (assist by M. Brogdon),106,99
484,4,1:25.0,M. Harrell misses 2-pt hook shot from 8 ft,,106,99
485,4,1:22.0,,Defensive rebound by T. Warren,106,99
486,4,1:13.0,,T. Warren misses 3-pt jump shot from 26 ft,106,99
487,4,1:10.0,Defensive rebound by M. Harrell,,106,99
488,4,0:53.0,M. Harkless misses 2-pt jump shot from 2 ft,,106,99
489,4,0:52.0,Offensive rebound by M. Harkless,,106,99
490,4,0:52.0,M. Harkless makes 2-pt layup from 1 ft,,108,99
491,4,0:52.0,,Indiana full timeout,108,99
492,4,0:52.0,J. Robinson enters the game for L. Williams,,108,99
493,4,0:52.0,,J. Holiday enters the game for T. McConnell,108,99
494,4,0:47.0,,M. Brogdon misses 3-pt jump shot from 28 ft,108,99
495,4,0:44.0,,Offensive rebound by D. McDermott,108,99
496,4,0:40.0,,D. Sabonis misses 3-pt jump shot from 27 ft,108,99
497,4,0:36.0,Defensive rebound by M. Harkless,,108,99
498,4,0:34.0,LA Clippers full timeout,,108,99
499,4,0:34.0,D. Walton enters the game for M. Harkless,,108,99
500,4,0:34.0,L. Williams enters the game for J. Robinson,,108,99
501,4,0:34.0,,E. Sumner enters the game for T. Warren,108,99
502,4,0:34.0,LA Clippers full timeout,,108,99
503,4,0:34.0,Personal take foul by M. Brogdon (drawn by L. Williams),,108,99
504,4,0:32.0,M. Harrell makes 2-pt dunk from 2 ft (assist by P. Beverley),,110,99
505,4,0:28.0,,Turnover by M. Brogdon (bad pass; steal by D. Walton),110,99
506,4,0:04.0,Turnover by Team (shot clock),,110,99
