,QUARTER,TIME_REMAINING,DETROIT_ACTION,CHICAGO_ACTION,DETROIT_SCORE,CHICAGO_SCORE
85,1,2:38.0,C. Wood misses 3-pt jump shot from 24 ft,,17,24
86,1,2:34.0,,Defensive rebound by T. Young,17,24
87,1,2:27.0,,Z. LaVine misses 2-pt layup from 3 ft (block by C. Wood),17,24
88,1,2:24.0,Defensive rebound by B. Brown,,17,24
89,1,2:12.0,D. Rose makes 2-pt layup from 2 ft,,19,24
90,1,2:00.0,,Z. LaVine misses 2-pt layup from 2 ft,19,24
91,1,1:59.0,Defensive rebound by A. Drummond,,19,24
92,1,1:54.0,L. Galloway makes 2-pt layup from 1 ft (assist by D. Rose),,21,24
93,1,1:39.0,,C. White makes 3-pt jump shot from 26 ft (assist by L. Kornet),21,27
94,1,1:25.0,L. Galloway misses 3-pt jump shot from 26 ft,,21,27
95,1,1:23.0,,Defensive rebound by Z. LaVine,21,27
96,1,1:13.0,,Turnover by T. Young (bad pass; steal by L. Galloway),21,27
97,1,1:07.0,L. Galloway misses 2-pt layup from 2 ft,,21,27
98,1,1:05.0,,Defensive rebound by L. Kornet,21,27
99,1,1:00.0,,Z. LaVine misses 3-pt jump shot from 23 ft,21,27
100,1,0:58.0,Defensive rebound by Team,,21,27
101,1,0:58.0,,R. Arcidiacono enters the game for L. Kornet,21,27
102,1,0:58.0,,W. Carter enters the game for Z. LaVine,21,27
103,1,0:58.0,,L. Markkanen enters the game for T. Young,21,27
104,1,0:40.0,C. Wood misses 3-pt jump shot from 24 ft,,21,27
105,1,0:38.0,,Defensive rebound by W. Carter,21,27
106,1,0:31.0,,L. Markkanen makes 3-pt jump shot from 23 ft (assist by K. Dunn),21,30
107,1,0:14.0,C. Wood makes 2-pt dunk from 1 ft (assist by D. Rose),,23,30
108,1,0:02.0,,C. White misses 3-pt jump shot from 25 ft,23,30
109,1,0:02.0,Defensive rebound by A. Drummond,,23,30
110,1,0:00.0,A. Drummond misses 3-pt jump shot from 54 ft,,23,30
111,1,0:00.0,Offensive rebound by Team,,23,30
112,2,11:40.0,,W. Carter makes 2-pt dunk from 1 ft (assist by K. Dunn),23,32
113,2,11:23.0,L. Galloway makes 2-pt layup from 2 ft (assist by T. Frazier),,25,32
114,2,11:08.0,,Turnover by C. White (bad pass; steal by T. Frazier),25,32
115,2,11:01.0,T. Frazier misses 2-pt layup from 2 ft,,25,32
116,2,10:58.0,Offensive rebound by T. Frazier,,25,32
117,2,10:58.0,Personal foul by K. Dunn (drawn by T. Frazier),,25,32
118,2,10:44.0,Shooting foul by L. Markkanen (drawn by M. Morris),,25,32
119,2,10:44.0,M. Morris makes free throw 1 of 2,,26,32
120,2,10:44.0,M. Morris misses free throw 2 of 2,,26,32
121,2,10:35.0,,Defensive rebound by W. Carter,26,32
122,2,10:27.0,,C. White misses 3-pt jump shot from 26 ft,26,32
123,2,10:25.0,Defensive rebound by M. Morris,,26,32
124,2,10:24.0,Turnover by M. Morris (bad pass; steal by L. Markkanen),,26,32
125,2,10:14.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by R. Arcidiacono),26,35
126,2,9:56.0,Shooting foul by W. Carter (drawn by T. Frazier),,26,35
127,2,9:56.0,T. Frazier misses free throw 1 of 2,,26,35
128,2,9:56.0,Offensive rebound by Team,,26,35
129,2,9:56.0,T. Frazier makes free throw 2 of 2,,27,35
130,2,9:56.0,,Technical foul by M. Morris,27,35
131,2,9:56.0,,L. Markkanen makes technical free throw,27,36
132,2,9:36.0,,L. Markkanen misses 3-pt jump shot from 25 ft,27,36
133,2,9:32.0,Defensive rebound by T. Frazier,,27,36
134,2,9:27.0,M. Morris misses 3-pt jump shot from 23 ft,,27,36
135,2,9:23.0,,Defensive rebound by K. Dunn,27,36
136,2,9:15.0,,L. Markkanen misses 3-pt jump shot from 23 ft,27,36
137,2,9:09.0,,Offensive rebound by K. Dunn,27,36
138,2,9:04.0,,C. White makes 2-pt jump shot from 23 ft (assist by K. Dunn),27,38
139,2,8:54.0,Detroit full timeout,,27,38
140,2,8:41.0,M. Morris misses 2-pt jump shot from 16 ft,,27,38
141,2,8:39.0,,Defensive rebound by K. Dunn,27,38
142,2,8:33.0,,Turnover by C. White (lost ball; steal by T. Frazier),27,38
143,2,8:24.0,T. Maker misses 3-pt jump shot from 23 ft,,27,38
144,2,8:22.0,,Defensive rebound by L. Markkanen,27,38
145,2,8:11.0,,K. Dunn misses 3-pt jump shot from 25 ft,27,38
146,2,8:08.0,Defensive rebound by M. Morris,,27,38
147,2,8:03.0,T. Frazier makes 2-pt jump shot from 17 ft,,29,38
148,2,7:48.0,,R. Arcidiacono makes 3-pt jump shot from 25 ft (assist by L. Markkanen),29,41
149,2,7:38.0,L. Galloway misses 3-pt jump shot from 25 ft,,29,41
150,2,7:35.0,Offensive rebound by M. Morris,,29,41
151,2,7:34.0,M. Morris makes 2-pt layup from 1 ft,,31,41
152,2,7:21.0,,Turnover by L. Markkanen (traveling),31,41
153,2,7:21.0,L. Kennard enters the game for B. Brown,,31,41
154,2,7:21.0,T. Snell enters the game for L. Galloway,,31,41
155,2,7:08.0,M. Morris misses 3-pt jump shot from 25 ft,,31,41
156,2,7:03.0,,Defensive rebound by K. Dunn,31,41
157,2,6:57.0,,K. Dunn misses 2-pt jump shot from 6 ft,31,41
158,2,6:55.0,,Offensive rebound by W. Carter,31,41
159,2,6:53.0,,C. White misses 3-pt jump shot from 25 ft,31,41
160,2,6:50.0,Defensive rebound by T. Maker,,31,41
161,2,6:42.0,T. Frazier misses 2-pt layup from 3 ft,,31,41
162,2,6:41.0,,Defensive rebound by W. Carter,31,41
163,2,6:36.0,,Shooting foul by T. Maker (drawn by W. Carter),31,41
164,2,6:36.0,,W. Carter makes free throw 1 of 2,31,42
165,2,6:36.0,A. Drummond enters the game for T. Frazier,,31,42
166,2,6:36.0,D. Rose enters the game for T. Maker,,31,42
167,2,6:36.0,,Z. LaVine enters the game for R. Arcidiacono,31,42
168,2,6:36.0,,O. Porter enters the game for K. Dunn,31,42
169,2,6:36.0,,T. Satoranský enters the game for L. Markkanen,31,42
170,2,6:36.0,,T. Young enters the game for C. White,31,42
171,2,6:36.0,,W. Carter makes free throw 2 of 2,31,43
172,2,6:25.0,A. Drummond misses 2-pt layup from 2 ft,,31,43
173,2,6:23.0,Offensive rebound by A. Drummond,,31,43
174,2,6:23.0,Turnover by A. Drummond (lost ball; steal by T. Young),,31,43
175,2,6:22.0,,Personal foul by A. Drummond (drawn by T. Young),31,43
176,2,6:13.0,,Z. LaVine makes 2-pt layup from 2 ft (assist by T. Satoranský),31,45
177,2,6:02.0,L. Kennard misses 3-pt jump shot from 26 ft,,31,45
178,2,6:00.0,,Defensive rebound by T. Young,31,45
179,2,5:52.0,,O. Porter makes 2-pt layup from 1 ft (assist by T. Satoranský),31,47
180,2,5:40.0,D. Rose makes 2-pt layup from 1 ft,,33,47
181,2,5:31.0,,T. Satoranský misses 2-pt jump shot from 7 ft,33,47
182,2,5:29.0,Defensive rebound by A. Drummond,,33,47
183,2,5:17.0,L. Kennard misses 3-pt jump shot from 24 ft,,33,47
184,2,5:15.0,,Defensive rebound by T. Young,33,47
185,2,5:04.0,,Turnover by O. Porter (bad pass; steal by M. Morris),33,47
186,2,4:57.0,M. Morris misses 3-pt jump shot from 26 ft,,33,47
187,2,4:51.0,,Defensive rebound by Z. LaVine,33,47
188,2,4:42.0,,Z. LaVine misses 3-pt jump shot from 26 ft,33,47
189,2,4:40.0,Defensive rebound by A. Drummond,,33,47
190,2,4:30.0,D. Rose misses 2-pt jump shot from 7 ft,,33,47
191,2,4:27.0,Offensive rebound by A. Drummond,,33,47
192,2,4:27.0,A. Drummond makes 2-pt layup from 1 ft,,35,47
193,2,4:27.0,,Chicago full timeout,35,47
194,2,4:27.0,C. Wood enters the game for M. Morris,,35,47
195,2,4:27.0,,L. Kornet enters the game for W. Carter,35,47
196,2,4:15.0,,T. Young makes 2-pt layup from 1 ft (assist by T. Satoranský),35,49
197,2,4:01.0,D. Rose makes 2-pt dunk at rim,,37,49
198,2,3:56.0,,L. Kornet misses 3-pt jump shot from 25 ft,37,49
199,2,3:56.0,Defensive rebound by A. Drummond,,37,49
200,2,3:45.0,Personal foul by L. Kornet (drawn by A. Drummond),,37,49
201,2,3:35.0,D. Rose misses 2-pt jump shot from 17 ft,,37,49
202,2,3:32.0,,Defensive rebound by O. Porter,37,49
203,2,3:27.0,,O. Porter makes 3-pt jump shot from 26 ft,37,52
204,2,3:11.0,L. Kennard makes 2-pt layup from 2 ft (assist by A. Drummond),,39,52
205,2,2:59.0,,T. Young misses 3-pt jump shot from 25 ft,39,52
206,2,2:59.0,,Offensive rebound by Team,39,52
207,2,2:59.0,Loose ball foul by L. Kennard (drawn by O. Porter),,39,52
208,2,2:51.0,,Turnover by T. Satoranský (bad pass; steal by D. Rose),39,52
209,2,2:48.0,Shooting foul by T. Satoranský (drawn by D. Rose),,39,52
210,2,2:48.0,D. Rose misses free throw 1 of 2,,39,52
211,2,2:48.0,Offensive rebound by Team,,39,52
212,2,2:48.0,D. Rose makes free throw 2 of 2,,40,52
213,2,2:33.0,,Turnover by T. Satoranský (bad pass),40,52
214,2,2:21.0,A. Drummond makes 2-pt layup from 1 ft (assist by D. Rose),,42,52
215,2,2:12.0,,Personal foul by A. Drummond (drawn by Z. LaVine),42,52
216,2,2:10.0,,Turnover by T. Satoranský (out of bounds lost ball),42,52
217,2,2:10.0,,W. Carter enters the game for L. Kornet,42,52
218,2,2:00.0,Shooting foul by Z. LaVine (drawn by D. Rose),,42,52
219,2,2:00.0,D. Rose misses free throw 1 of 2,,42,52
220,2,2:00.0,Offensive rebound by Team,,42,52
221,2,2:00.0,,L. Markkanen enters the game for T. Young,42,52
222,2,2:00.0,D. Rose makes free throw 2 of 2,,43,52
223,2,1:40.0,,T. Satoranský misses 2-pt layup from 4 ft,43,52
224,2,1:37.0,Defensive rebound by C. Wood,,43,52
225,2,1:27.0,L. Kennard makes 2-pt layup from 1 ft (assist by D. Rose),,45,52
226,2,1:20.0,,Z. LaVine makes 2-pt jump shot from 9 ft,45,54
227,2,1:20.0,,Shooting foul by T. Snell (drawn by Z. LaVine),45,54
228,2,1:20.0,L. Galloway enters the game for C. Wood,,45,54
229,2,1:20.0,,Z. LaVine makes free throw 1 of 1,45,55
230,2,1:04.0,L. Kennard makes 3-pt jump shot from 26 ft (assist by D. Rose),,48,55
231,2,0:53.0,,Turnover by Z. LaVine (lost ball; steal by T. Snell),48,55
232,2,0:50.0,D. Rose makes 2-pt layup from 1 ft,,50,55
233,2,0:32.0,,Turnover by Z. LaVine (bad pass; steal by D. Rose),50,55
234,2,0:30.0,D. Rose makes 2-pt dunk at rim,,52,55
235,2,0:16.0,,O. Porter makes 2-pt layup from 3 ft,52,57
236,2,0:01.0,A. Drummond misses 2-pt layup from 2 ft,,52,57
237,2,0:01.0,Offensive rebound by Team,,52,57
238,2,0:00.0,A. Drummond misses 3-pt jump shot from 26 ft,,52,57
239,2,0:00.0,Offensive rebound by Team,,52,57
240,3,11:42.0,,O. Porter makes 2-pt layup from 4 ft,52,59
241,3,11:42.0,,Shooting foul by L. Kennard (drawn by O. Porter),52,59
242,3,11:42.0,,O. Porter misses free throw 1 of 1,52,59
243,3,11:38.0,Defensive rebound by A. Drummond,,52,59
244,3,11:22.0,T. Frazier misses 2-pt jump shot from 20 ft,,52,59
245,3,11:16.0,,Defensive rebound by L. Markkanen,52,59
246,3,11:00.0,,O. Porter makes 2-pt layup from 3 ft,52,61
247,3,10:39.0,L. Kennard misses 3-pt jump shot from 25 ft,,52,61
248,3,10:37.0,,Defensive rebound by O. Porter,52,61
249,3,10:28.0,,W. Carter makes 2-pt dunk from 1 ft (assist by O. Porter),52,63
250,3,10:10.0,A. Drummond makes 2-pt layup from 1 ft (assist by T. Snell),,54,63
251,3,10:10.0,Shooting foul by Z. LaVine (drawn by A. Drummond),,54,63
252,3,10:10.0,A. Drummond misses free throw 1 of 1,,54,63
253,3,10:07.0,,Defensive rebound by L. Markkanen,54,63
254,3,9:55.0,,T. Satoranský misses 3-pt jump shot from 26 ft,54,63
255,3,9:54.0,,Offensive rebound by Team,54,63
256,3,9:50.0,,W. Carter makes 3-pt jump shot from 25 ft (assist by O. Porter),54,66
257,3,9:33.0,Turnover by L. Kennard (out of bounds lost ball),,54,66
258,3,9:19.0,,Z. LaVine misses 3-pt jump shot from 23 ft,54,66
259,3,9:16.0,Defensive rebound by A. Drummond,,54,66
260,3,8:58.0,A. Drummond makes 2-pt hook shot from 3 ft,,56,66
261,3,8:39.0,,W. Carter misses 2-pt layup from 2 ft (block by A. Drummond),56,66
262,3,8:35.0,Defensive rebound by A. Drummond,,56,66
263,3,8:23.0,M. Morris makes 2-pt hook shot from 5 ft,,58,66
264,3,8:05.0,,O. Porter makes 3-pt jump shot from 25 ft (assist by L. Markkanen),58,69
265,3,8:04.0,Detroit full timeout,,58,69
266,3,7:46.0,Turnover by A. Drummond (bad pass),,58,69
267,3,7:34.0,,O. Porter makes 3-pt jump shot from 25 ft (assist by T. Satoranský),58,72
268,3,7:10.0,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Snell),,61,72
269,3,6:49.0,,T. Satoranský makes 3-pt jump shot from 24 ft (assist by W. Carter),61,75
270,3,6:19.0,T. Frazier misses 2-pt jump shot from 13 ft,,61,75
271,3,6:16.0,,Defensive rebound by L. Markkanen,61,75
272,3,6:11.0,,T. Satoranský makes 2-pt layup from 2 ft (assist by O. Porter),61,77
273,3,5:57.0,Shooting foul by O. Porter (drawn by T. Snell),,61,77
274,3,5:57.0,T. Snell makes free throw 1 of 2,,62,77
275,3,5:57.0,B. Brown enters the game for T. Frazier,,62,77
276,3,5:57.0,D. Rose enters the game for L. Kennard,,62,77
277,3,5:57.0,,T. Young enters the game for L. Markkanen,62,77
278,3,5:57.0,T. Snell makes free throw 2 of 2,,63,77
279,3,5:45.0,,Turnover by Z. LaVine (out of bounds lost ball),63,77
280,3,5:25.0,A. Drummond makes 2-pt hook shot from 2 ft,,65,77
281,3,5:17.0,,W. Carter makes 2-pt dunk at rim (assist by T. Satoranský),65,79
282,3,5:17.0,,Shooting foul by A. Drummond (drawn by W. Carter),65,79
283,3,5:17.0,C. Wood enters the game for M. Morris,,65,79
284,3,5:17.0,,K. Dunn enters the game for T. Satoranský,65,79
285,3,5:17.0,,W. Carter misses free throw 1 of 1,65,79
286,3,5:15.0,Defensive rebound by A. Drummond,,65,79
287,3,5:00.0,Offensive foul by A. Drummond (drawn by W. Carter),,65,79
288,3,5:00.0,Turnover by A. Drummond (offensive foul),,65,79
289,3,5:00.0,L. Galloway enters the game for A. Drummond,,65,79
290,3,5:00.0,T. Maker enters the game for T. Snell,,65,79
291,3,5:00.0,,L. Kornet enters the game for W. Carter,65,79
292,3,5:00.0,,C. White enters the game for O. Porter,65,79
293,3,4:49.0,,Z. LaVine misses 3-pt jump shot from 26 ft,65,79
294,3,4:46.0,Defensive rebound by L. Galloway,,65,79
295,3,4:35.0,C. Wood makes 2-pt layup from 1 ft (assist by D. Rose),,67,79
296,3,4:20.0,,C. White misses 2-pt layup from 2 ft (block by C. Wood),67,79
297,3,4:20.0,,Offensive rebound by Team,67,79
298,3,4:20.0,,R. Arcidiacono enters the game for Z. LaVine,67,79
299,3,4:12.0,,C. White misses 3-pt jump shot from 25 ft,67,79
300,3,4:09.0,Defensive rebound by T. Maker,,67,79
301,3,3:57.0,L. Galloway makes 3-pt jump shot from 27 ft (assist by T. Maker),,70,79
302,3,3:42.0,,L. Kornet misses 3-pt jump shot from 26 ft,70,79
303,3,3:39.0,Defensive rebound by C. Wood,,70,79
304,3,3:24.0,Personal foul by R. Arcidiacono (drawn by T. Maker),,70,79
305,3,3:24.0,,L. Markkanen enters the game for L. Kornet,70,79
306,3,3:15.0,D. Rose makes 2-pt layup from 2 ft (assist by L. Galloway),,72,79
307,3,3:08.0,,Chicago full timeout,72,79
308,3,2:53.0,,L. Markkanen misses 3-pt jump shot from 26 ft,72,79
309,3,2:51.0,Defensive rebound by B. Brown,,72,79
310,3,2:43.0,Turnover by D. Rose (bad pass; steal by L. Markkanen),,72,79
311,3,2:34.0,,R. Arcidiacono misses 2-pt jump shot from 13 ft,72,79
312,3,2:31.0,Defensive rebound by D. Rose,,72,79
313,3,2:23.0,D. Rose misses 2-pt jump shot from 19 ft,,72,79
314,3,2:18.0,Offensive rebound by B. Brown,,72,79
315,3,2:18.0,B. Brown misses 2-pt layup at rim,,72,79
316,3,2:18.0,,Defensive rebound by T. Young,72,79
317,3,2:11.0,,K. Dunn misses 2-pt layup from 2 ft,72,79
318,3,2:08.0,Defensive rebound by C. Wood,,72,79
319,3,2:02.0,Shooting foul by T. Young (drawn by C. Wood),,72,79
320,3,2:02.0,C. Wood makes free throw 1 of 2,,73,79
321,3,2:02.0,Technical foul by T. Young,,73,79
322,3,2:02.0,L. Galloway makes technical free throw,,74,79
323,3,2:02.0,C. Wood makes free throw 2 of 2,,75,79
324,3,1:48.0,,C. White makes 2-pt jump shot from 20 ft (assist by L. Markkanen),75,81
325,3,1:32.0,Shooting foul by K. Dunn (drawn by D. Rose),,75,81
326,3,1:32.0,D. Rose makes free throw 1 of 2,,76,81
327,3,1:32.0,D. Rose makes free throw 2 of 2,,77,81
328,3,1:11.0,,C. White misses 3-pt jump shot from 26 ft,77,81
329,3,1:06.0,Defensive rebound by B. Brown,,77,81
330,3,1:02.0,L. Galloway misses 3-pt jump shot from 27 ft,,77,81
331,3,0:59.0,,Defensive rebound by T. Young,77,81
332,3,0:52.0,,L. Markkanen makes 3-pt jump shot from 23 ft (assist by R. Arcidiacono),77,84
333,3,0:33.0,Turnover by D. Rose (lost ball; steal by T. Young),,77,84
334,3,0:26.0,,C. White makes 2-pt layup from 1 ft (assist by L. Markkanen),77,86
335,3,0:02.0,C. Wood makes 2-pt layup from 2 ft (assist by D. Rose),,79,86
336,3,0:02.0,Shooting foul by L. Markkanen (drawn by C. Wood),,79,86
337,3,0:02.0,C. Wood makes free throw 1 of 1,,80,86
338,3,0:01.0,,Personal take foul by B. Brown (drawn by C. White),80,86
339,3,0:00.0,,R. Arcidiacono misses 3-pt jump shot from 28 ft (block by D. Rose),80,86
340,3,0:00.0,,Offensive rebound by Team,80,86
341,4,11:41.0,C. Wood misses 2-pt jump shot from 8 ft (block by T. Young),,80,86
342,4,11:37.0,,Defensive rebound by T. Young,80,86
343,4,11:21.0,,L. Markkanen misses 2-pt hook shot from 4 ft,80,86
344,4,11:18.0,,Offensive rebound by T. Young,80,86
345,4,11:18.0,,T. Young misses 2-pt layup from 1 ft,80,86
346,4,11:18.0,Defensive rebound by C. Wood,,80,86
347,4,11:10.0,B. Brown makes 2-pt layup from 2 ft (assist by L. Kennard),,82,86
348,4,10:57.0,,R. Arcidiacono makes 3-pt jump shot from 23 ft (assist by T. Young),82,89
349,4,10:45.0,Turnover by B. Brown (bad pass),,82,89
350,4,10:29.0,,C. White misses 2-pt jump shot from 8 ft,82,89
351,4,10:28.0,,Offensive rebound by C. White,82,89
352,4,10:28.0,,C. White misses 2-pt layup from 1 ft (block by B. Brown),82,89
353,4,10:27.0,,Offensive rebound by L. Markkanen,82,89
354,4,10:23.0,,L. Markkanen makes 2-pt dunk from 1 ft,82,91
355,4,10:02.0,L. Kennard makes 2-pt layup from 2 ft,,84,91
356,4,9:49.0,,R. Arcidiacono misses 3-pt jump shot from 26 ft,84,91
357,4,9:46.0,Defensive rebound by B. Brown,,84,91
358,4,9:31.0,L. Galloway misses 3-pt jump shot from 26 ft,,84,91
359,4,9:30.0,,Defensive rebound by Team,84,91
360,4,9:30.0,Loose ball foul by T. Maker (drawn by R. Arcidiacono),,84,91
361,4,9:30.0,A. Drummond enters the game for T. Maker,,84,91
362,4,9:30.0,M. Morris enters the game for C. Wood,,84,91
363,4,9:30.0,,W. Carter enters the game for K. Dunn,84,91
364,4,9:30.0,,O. Porter enters the game for L. Markkanen,84,91
365,4,9:22.0,,Turnover by C. White (traveling),84,91
366,4,9:01.0,Personal foul by W. Carter (drawn by A. Drummond),,84,91
367,4,8:49.0,L. Kennard makes 3-pt jump shot from 23 ft,,87,91
368,4,8:29.0,,T. Young makes 3-pt jump shot from 25 ft (assist by R. Arcidiacono),87,94
369,4,8:06.0,L. Kennard makes 3-pt jump shot from 23 ft (assist by L. Galloway),,90,94
370,4,7:49.0,,R. Arcidiacono misses 2-pt jump shot from 7 ft,90,94
371,4,7:47.0,,Offensive rebound by T. Young,90,94
372,4,7:47.0,,T. Young misses 2-pt layup from 2 ft,90,94
373,4,7:46.0,Defensive rebound by M. Morris,,90,94
374,4,7:43.0,L. Galloway misses 2-pt layup from 2 ft,,90,94
375,4,7:42.0,,Defensive rebound by W. Carter,90,94
376,4,7:42.0,,Personal foul by B. Brown (drawn by T. Young),90,94
377,4,7:22.0,,T. Young misses 3-pt jump shot from 23 ft,90,94
378,4,7:19.0,Defensive rebound by L. Kennard,,90,94
379,4,7:10.0,M. Morris makes 2-pt jump shot from 10 ft (assist by L. Kennard),,92,94
380,4,6:56.0,,Personal foul by B. Brown (drawn by R. Arcidiacono),92,94
381,4,6:56.0,,Chicago full timeout,92,94
382,4,6:56.0,,Z. LaVine enters the game for R. Arcidiacono,92,94
383,4,6:56.0,,T. Satoranský enters the game for C. White,92,94
384,4,6:51.0,,Turnover by Z. LaVine (bad pass; steal by A. Drummond),92,94
385,4,6:48.0,Shooting foul by Z. LaVine (drawn by A. Drummond),,92,94
386,4,6:48.0,A. Drummond misses free throw 1 of 2,,92,94
