,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,HOUSTON_ACTION,BROOKLYN_SCORE,HOUSTON_SCORE
0,1,11:44.0,J. Harris makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),,3,0
1,1,11:28.0,,R. Westbrook misses 3-pt jump shot from 26 ft,3,0
2,1,11:26.0,Defensive rebound by J. Allen,,3,0
3,1,11:13.0,Turnover by T. Prince (traveling),,3,0
4,1,11:02.0,,J. Harden makes 2-pt jump shot from 9 ft,3,2
5,1,10:50.0,Turnover by S. Dinwiddie (bad pass; steal by T. Chandler),,3,2
6,1,10:45.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by J. Harden),3,4
7,1,10:31.0,T. Prince makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,6,4
8,1,10:19.0,,J. Harden misses 3-pt jump shot from 27 ft,6,4
9,1,10:18.0,,Offensive rebound by J. Harden,6,4
10,1,10:16.0,,J. Harden makes 2-pt layup from 2 ft,6,6
11,1,10:03.0,T. Prince makes 3-pt jump shot from 27 ft (assist by S. Dinwiddie),,9,6
12,1,9:47.0,,Turnover by R. Westbrook (bad pass),9,6
13,1,9:29.0,S. Dinwiddie misses 3-pt jump shot from 24 ft,,9,6
14,1,9:29.0,,Defensive rebound by D. House,9,6
15,1,9:17.0,,J. Harden misses 2-pt jump shot from 7 ft (block by J. Allen),9,6
16,1,9:14.0,,Offensive rebound by D. House,9,6
17,1,9:11.0,,R. Westbrook makes 2-pt jump shot from 19 ft,9,8
18,1,9:01.0,S. Dinwiddie misses 2-pt layup from 2 ft,,9,8
19,1,8:59.0,Offensive rebound by J. Allen,,9,8
20,1,8:59.0,Shooting foul by P. Tucker (drawn by J. Allen),,9,8
21,1,8:59.0,J. Allen makes free throw 1 of 2,,10,8
22,1,8:59.0,J. Allen makes free throw 2 of 2,,11,8
23,1,8:48.0,,Def 3 sec tech foul by Team,11,8
24,1,8:48.0,,J. Harden misses technical free throw,11,8
25,1,8:48.0,,Offensive rebound by Team,11,8
26,1,8:38.0,,R. Westbrook makes 2-pt jump shot from 11 ft,11,10
27,1,8:21.0,G. Temple misses 3-pt jump shot from 26 ft,,11,10
28,1,8:21.0,,Defensive rebound by P. Tucker,11,10
29,1,8:13.0,,R. Westbrook makes 2-pt jump shot from 15 ft,11,12
30,1,7:55.0,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),,13,12
31,1,7:32.0,,J. Harden makes 2-pt jump shot from 8 ft,13,14
32,1,7:32.0,,Shooting foul by T. Prince (drawn by J. Harden),13,14
33,1,7:32.0,,J. Harden misses free throw 1 of 1,13,14
34,1,7:32.0,Defensive rebound by J. Allen,,13,14
35,1,7:22.0,Personal foul by J. Harden (drawn by J. Allen),,13,14
36,1,7:07.0,G. Temple misses 2-pt jump shot from 14 ft,,13,14
37,1,7:05.0,,Defensive rebound by T. Chandler,13,14
38,1,6:58.0,,R. Westbrook makes 2-pt jump shot from 18 ft (assist by J. Harden),13,16
39,1,6:51.0,Brooklyn full timeout,,13,16
40,1,6:51.0,W. Chandler enters the game for T. Prince,,13,16
41,1,6:51.0,T. Luwawu-Cabarrot enters the game for G. Temple,,13,16
42,1,6:51.0,,I. Hartenstein enters the game for T. Chandler,13,16
43,1,6:51.0,,B. McLemore enters the game for P. Tucker,13,16
44,1,6:31.0,J. Harris makes 3-pt jump shot from 26 ft (assist by W. Chandler),,16,16
45,1,6:07.0,,R. Westbrook makes 2-pt jump shot from 17 ft,16,18
46,1,5:57.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,16,18
47,1,5:55.0,,Defensive rebound by J. Harden,16,18
48,1,5:47.0,,J. Harden makes 2-pt jump shot from 9 ft,16,20
49,1,5:28.0,Turnover by S. Dinwiddie (bad pass; steal by B. McLemore),,16,20
50,1,5:17.0,,J. Harden makes 3-pt jump shot from 26 ft,16,23
51,1,5:05.0,Turnover by S. Dinwiddie (out of bounds lost ball),,16,23
52,1,5:05.0,,A. Rivers enters the game for R. Westbrook,16,23
53,1,4:44.0,,J. Harden makes 3-pt jump shot from 28 ft,16,26
54,1,4:34.0,Shooting foul by I. Hartenstein (drawn by S. Dinwiddie),,16,26
55,1,4:34.0,S. Dinwiddie misses free throw 1 of 2,,16,26
56,1,4:34.0,Offensive rebound by Team,,16,26
57,1,4:34.0,S. Dinwiddie misses free throw 2 of 2,,16,26
58,1,4:34.0,,Defensive rebound by J. Harden,16,26
59,1,4:21.0,,D. House misses 3-pt jump shot from 27 ft,16,26
60,1,4:21.0,Defensive rebound by J. Harris,,16,26
61,1,4:08.0,J. Harris misses 3-pt jump shot from 26 ft,,16,26
62,1,4:07.0,,Defensive rebound by I. Hartenstein,16,26
63,1,3:57.0,,J. Harden makes 2-pt jump shot from 16 ft,16,28
64,1,3:37.0,S. Dinwiddie makes 2-pt layup from 3 ft,,18,28
65,1,3:28.0,,J. Harden makes 3-pt jump shot from 28 ft,18,31
66,1,3:09.0,S. Dinwiddie misses 3-pt jump shot from 28 ft,,18,31
67,1,3:09.0,,Defensive rebound by J. Harden,18,31
68,1,3:01.0,,J. Harden makes 2-pt layup from 2 ft,18,33
69,1,3:01.0,,Shooting foul by J. Allen (drawn by J. Harden),18,33
70,1,3:01.0,D. Jordan enters the game for J. Allen,,18,33
71,1,3:01.0,R. Kurucs enters the game for J. Harris,,18,33
72,1,3:01.0,,J. Harden makes free throw 1 of 1,18,34
73,1,2:45.0,W. Chandler misses 3-pt jump shot from 27 ft,,18,34
74,1,2:44.0,,Defensive rebound by B. McLemore,18,34
75,1,2:36.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Harden),18,34
76,1,2:36.0,,Houston full timeout,18,34
77,1,2:36.0,,Instant Replay (Request: Ruling Stands),18,34
78,1,2:36.0,G. Temple enters the game for S. Dinwiddie,,18,34
79,1,2:36.0,,P. Tucker enters the game for D. House,18,34
80,1,2:36.0,,J. Harden misses free throw 1 of 3,18,34
81,1,2:36.0,,Offensive rebound by Team,18,34
82,1,2:36.0,,J. Harden makes free throw 2 of 3,18,35
83,1,2:36.0,,J. Harden misses free throw 3 of 3,18,35
84,1,2:36.0,Defensive rebound by W. Chandler,,18,35
85,1,2:20.0,G. Temple misses 3-pt jump shot from 28 ft,,18,35
