,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,CLEVELAND_ACTION,NEW ORLEANS_SCORE,CLEVELAND_SCORE
165,2,6:58.0,,C. Sexton makes free throw 2 of 2,53,48
166,2,6:41.0,Turnover by J. Redick (lost ball; steal by C. Sexton),,53,48
167,2,6:30.0,,A. McKinnie misses 2-pt jump shot from 8 ft,53,48
168,2,6:27.0,Defensive rebound by Z. Williamson,,53,48
169,2,6:19.0,F. Jackson makes 2-pt layup from 2 ft (assist by Z. Williamson),,55,48
170,2,6:05.0,,C. Sexton misses 2-pt layup from 5 ft (block by F. Jackson),55,48
171,2,6:02.0,Defensive rebound by L. Ball,,55,48
172,2,5:51.0,Turnover by L. Ball (bad pass),,55,48
173,2,5:51.0,D. Favors enters the game for Z. Williamson,,55,48
174,2,5:51.0,,C. Osman enters the game for A. McKinnie,55,48
175,2,5:51.0,,T. Thompson enters the game for L. Nance,55,48
176,2,5:32.0,,C. Osman misses 2-pt jump shot from 4 ft,55,48
177,2,5:30.0,Defensive rebound by D. Favors,,55,48
178,2,5:29.0,Turnover by F. Jackson (step out of bounds),,55,48
179,2,5:29.0,J. Holiday enters the game for L. Ball,,55,48
180,2,5:19.0,,K. Love misses 3-pt jump shot from 25 ft,55,48
181,2,5:17.0,Defensive rebound by F. Jackson,,55,48
182,2,5:08.0,F. Jackson misses 2-pt layup from 3 ft,,55,48
183,2,5:05.0,Offensive rebound by D. Favors,,55,48
184,2,4:59.0,F. Jackson makes 2-pt layup from 2 ft (assist by N. Melli),,57,48
185,2,4:53.0,,Shooting foul by F. Jackson (drawn by D. Exum),57,48
186,2,4:53.0,,D. Exum makes free throw 1 of 2,57,49
187,2,4:53.0,B. Ingram enters the game for J. Redick,,57,49
188,2,4:53.0,,D. Exum makes free throw 2 of 2,57,50
189,2,4:47.0,Offensive foul by D. Favors (drawn by C. Sexton),,57,50
190,2,4:47.0,Turnover by D. Favors (offensive foul),,57,50
191,2,4:34.0,,Personal foul by N. Melli (drawn by K. Love),57,50
192,2,4:34.0,,K. Love makes free throw 1 of 2,57,51
193,2,4:34.0,,K. Love makes free throw 2 of 2,57,52
194,2,4:22.0,F. Jackson misses 3-pt jump shot from 28 ft,,57,52
195,2,4:17.0,Offensive rebound by N. Melli,,57,52
196,2,4:14.0,Shooting foul by D. Exum (drawn by J. Holiday),,57,52
197,2,4:14.0,J. Holiday makes free throw 1 of 3,,58,52
198,2,4:14.0,J. Holiday makes free throw 2 of 3,,59,52
199,2,4:14.0,Z. Williamson enters the game for N. Melli,,59,52
200,2,4:14.0,,K. Porter enters the game for D. Exum,59,52
201,2,4:14.0,J. Holiday misses free throw 3 of 3,,59,52
202,2,4:11.0,,Defensive rebound by T. Thompson,59,52
203,2,3:53.0,,C. Sexton misses 3-pt jump shot from 25 ft,59,52
204,2,3:49.0,Defensive rebound by Z. Williamson,,59,52
205,2,3:44.0,B. Ingram makes 2-pt layup from 2 ft,,61,52
206,2,3:34.0,,Shooting foul by D. Favors (drawn by T. Thompson),61,52
207,2,3:34.0,J. Hayes enters the game for D. Favors,,61,52
208,2,3:34.0,,T. Thompson makes free throw 1 of 2,61,53
209,2,3:34.0,,T. Thompson misses free throw 2 of 2,61,53
210,2,3:31.0,Defensive rebound by Z. Williamson,,61,53
211,2,3:21.0,Z. Williamson makes 2-pt layup from 1 ft,,63,53
212,2,3:05.0,,K. Love misses 3-pt jump shot from 27 ft,63,53
213,2,3:02.0,Defensive rebound by F. Jackson,,63,53
214,2,2:42.0,B. Ingram makes 2-pt layup from 1 ft,,65,53
215,2,2:41.0,,Cleveland full timeout,65,53
216,2,2:24.0,,C. Sexton makes 3-pt jump shot from 22 ft (assist by K. Love),65,56
217,2,2:13.0,Z. Williamson misses 2-pt layup from 2 ft,,65,56
218,2,2:10.0,,Defensive rebound by K. Love,65,56
219,2,2:08.0,,C. Osman makes 2-pt layup at rim (assist by C. Sexton),65,58
220,2,1:53.0,J. Hayes makes 2-pt dunk from 1 ft (assist by J. Holiday),,67,58
221,2,1:30.0,,Turnover by K. Love (bad pass; steal by J. Holiday),67,58
222,2,1:27.0,Shooting foul by C. Sexton (drawn by F. Jackson),,67,58
223,2,1:27.0,F. Jackson misses free throw 1 of 2,,67,58
224,2,1:27.0,Offensive rebound by Team,,67,58
225,2,1:27.0,F. Jackson makes free throw 2 of 2,,68,58
226,2,1:18.0,,K. Porter makes 3-pt jump shot from 25 ft,68,61
227,2,1:07.0,J. Holiday makes 2-pt layup from 2 ft,,70,61
228,2,0:58.0,,C. Sexton makes 2-pt layup from 1 ft,70,63
229,2,0:50.0,J. Holiday misses 3-pt jump shot from 25 ft,,70,63
230,2,0:47.0,,Defensive rebound by K. Love,70,63
231,2,0:43.0,,K. Love misses 3-pt jump shot from 26 ft,70,63
232,2,0:41.0,,Offensive rebound by Team,70,63
233,2,0:34.0,,C. Osman misses 2-pt jump shot from 9 ft,70,63
234,2,0:32.0,,Offensive rebound by C. Osman,70,63
235,2,0:29.0,,C. Osman misses 2-pt jump shot from 8 ft,70,63
236,2,0:29.0,Defensive rebound by Team,,70,63
237,2,0:29.0,,Loose ball foul by C. Osman (drawn by F. Jackson),70,63
238,2,0:29.0,F. Jackson makes free throw 1 of 2,,71,63
239,2,0:29.0,N. Melli enters the game for J. Hayes,,71,63
240,2,0:29.0,F. Jackson makes free throw 2 of 2,,72,63
241,2,0:07.0,,T. Thompson makes 2-pt layup from 2 ft (assist by K. Love),72,65
242,2,0:00.0,J. Holiday makes 2-pt layup at rim (assist by B. Ingram),,74,65
243,2,0:00.0,Instant Replay (Request: Ruling Stands),,74,65
244,3,11:39.0,,T. Thompson misses 2-pt hook shot from 8 ft,74,65
245,3,11:36.0,,Offensive rebound by T. Thompson,74,65
246,3,11:28.0,,T. Thompson misses 2-pt layup from 3 ft (block by L. Ball),74,65
247,3,11:21.0,Defensive rebound by D. Favors,,74,65
248,3,11:21.0,Z. Williamson makes 2-pt layup from 1 ft (assist by J. Holiday),,76,65
249,3,11:05.0,,C. Sexton makes 3-pt jump shot from 26 ft (assist by C. Osman),76,68
250,3,10:47.0,D. Favors makes 2-pt jump shot from 9 ft (assist by B. Ingram),,78,68
251,3,10:34.0,,C. Osman misses 2-pt layup from 3 ft,78,68
252,3,10:29.0,Defensive rebound by D. Favors,,78,68
253,3,10:28.0,Personal foul by C. Osman (drawn by B. Ingram),,78,68
254,3,10:18.0,Shooting foul by K. Love (drawn by D. Favors),,78,68
255,3,10:18.0,D. Favors misses free throw 1 of 2,,78,68
256,3,10:18.0,Offensive rebound by Team,,78,68
257,3,10:18.0,D. Favors misses free throw 2 of 2,,78,68
258,3,10:16.0,,Defensive rebound by T. Thompson,78,68
259,3,10:02.0,,C. Sexton misses 2-pt layup from 1 ft (block by D. Favors),78,68
260,3,9:58.0,Defensive rebound by B. Ingram,,78,68
261,3,9:50.0,Z. Williamson makes 2-pt layup at rim (assist by B. Ingram),,80,68
262,3,9:39.0,,K. Love makes 3-pt jump shot from 25 ft (assist by C. Sexton),80,71
263,3,9:26.0,B. Ingram makes 2-pt jump shot from 5 ft,,82,71
264,3,9:15.0,,C. Sexton misses 2-pt layup at rim (block by L. Ball),82,71
265,3,9:12.0,Defensive rebound by D. Favors,,82,71
266,3,9:07.0,J. Holiday makes 3-pt jump shot from 27 ft (assist by B. Ingram),,85,71
267,3,9:06.0,,Cleveland full timeout,85,71
268,3,8:53.0,,C. Osman makes 2-pt layup from 2 ft (assist by K. Love),85,73
269,3,8:40.0,Z. Williamson misses 2-pt layup from 1 ft,,85,73
270,3,8:38.0,,Defensive rebound by K. Love,85,73
271,3,8:37.0,,Turnover by K. Love (bad pass; steal by J. Holiday),85,73
272,3,8:33.0,J. Holiday makes 2-pt layup at rim,,87,73
273,3,8:09.0,,Turnover by Team (shot clock),87,73
274,3,7:56.0,J. Holiday misses 2-pt jump shot from 23 ft,,87,73
275,3,7:54.0,,Defensive rebound by K. Love,87,73
276,3,7:45.0,,C. Osman misses 3-pt jump shot from 26 ft,87,73
277,3,7:43.0,,Offensive rebound by Team,87,73
278,3,7:36.0,,K. Love misses 3-pt jump shot from 26 ft,87,73
279,3,7:33.0,,Offensive rebound by Team,87,73
280,3,7:25.0,,Turnover by T. Thompson (bad pass; steal by B. Ingram),87,73
281,3,7:12.0,J. Holiday makes 2-pt jump shot from 18 ft,,89,73
282,3,6:53.0,,C. Sexton misses 2-pt jump shot from 7 ft,89,73
283,3,6:51.0,,Offensive rebound by T. Thompson,89,73
284,3,6:51.0,,T. Thompson misses 2-pt layup at rim,89,73
285,3,6:51.0,Defensive rebound by D. Favors,,89,73
286,3,6:51.0,,K. Porter enters the game for D. Exum,89,73
287,3,6:35.0,Turnover by L. Ball (bad pass; steal by K. Porter),,89,73
288,3,6:30.0,,Personal foul by B. Ingram (drawn by C. Osman),89,73
289,3,6:30.0,J. Redick enters the game for Z. Williamson,,89,73
290,3,6:24.0,,K. Love misses 2-pt layup from 3 ft (block by J. Holiday),89,73
291,3,6:24.0,,Offensive rebound by Team,89,73
292,3,6:16.0,,K. Love misses 2-pt layup from 4 ft (block by J. Holiday),89,73
293,3,6:14.0,Defensive rebound by L. Ball,,89,73
294,3,6:12.0,B. Ingram makes 2-pt layup from 1 ft (assist by L. Ball),,91,73
295,3,6:12.0,Shooting foul by C. Osman (drawn by B. Ingram),,91,73
296,3,6:12.0,,A. McKinnie enters the game for C. Osman,91,73
297,3,6:12.0,B. Ingram makes free throw 1 of 1,,92,73
298,3,5:50.0,,K. Porter makes 2-pt jump shot from 18 ft,92,75
299,3,5:28.0,D. Favors makes 2-pt layup at rim (assist by J. Holiday),,94,75
300,3,5:07.0,,K. Porter misses 2-pt jump shot from 14 ft,94,75
301,3,5:05.0,Defensive rebound by L. Ball,,94,75
302,3,4:55.0,D. Favors makes 2-pt layup at rim (assist by J. Redick),,96,75
303,3,4:55.0,Shooting foul by K. Love (drawn by D. Favors),,96,75
304,3,4:55.0,J. Hart enters the game for J. Holiday,,96,75
305,3,4:55.0,,M. Dellavedova enters the game for K. Love,96,75
306,3,4:55.0,,J. Henson enters the game for C. Sexton,96,75
307,3,4:55.0,,L. Nance enters the game for T. Thompson,96,75
308,3,4:55.0,D. Favors makes free throw 1 of 1,,97,75
309,3,4:45.0,,K. Porter misses 3-pt jump shot from 27 ft,97,75
310,3,4:42.0,Defensive rebound by L. Ball,,97,75
311,3,4:34.0,J. Redick misses 3-pt jump shot from 24 ft,,97,75
312,3,4:31.0,,Defensive rebound by A. McKinnie,97,75
313,3,4:17.0,,K. Porter makes 3-pt jump shot from 26 ft (assist by L. Nance),97,78
314,3,4:09.0,J. Redick makes 3-pt jump shot from 24 ft (assist by L. Ball),,100,78
315,3,3:50.0,,Shooting foul by J. Redick (drawn by A. McKinnie),100,78
316,3,3:50.0,,A. McKinnie makes free throw 1 of 2,100,79
317,3,3:50.0,J. Hayes enters the game for D. Favors,,100,79
318,3,3:50.0,New Orleans full timeout,,100,79
319,3,3:50.0,,A. McKinnie misses free throw 2 of 2,100,79
320,3,3:48.0,Defensive rebound by J. Hart,,100,79
321,3,3:41.0,Offensive foul by J. Redick (drawn by J. Henson),,100,79
322,3,3:41.0,Turnover by J. Redick (offensive foul),,100,79
323,3,3:28.0,,Turnover by K. Porter (bad pass; steal by L. Ball),100,79
324,3,3:22.0,J. Redick misses 3-pt jump shot from 25 ft,,100,79
325,3,3:18.0,,Defensive rebound by M. Dellavedova,100,79
326,3,3:11.0,,M. Dellavedova makes 2-pt jump shot from 7 ft,100,81
327,3,2:57.0,J. Hart misses 3-pt jump shot from 25 ft,,100,81
328,3,2:57.0,,Defensive rebound by L. Nance,100,81
329,3,2:47.0,,K. Porter makes 3-pt jump shot from 25 ft (assist by L. Nance),100,84
330,3,2:30.0,L. Ball misses 3-pt jump shot from 23 ft,,100,84
331,3,2:28.0,,Defensive rebound by L. Nance,100,84
332,3,2:21.0,,A. McKinnie makes 2-pt layup from 1 ft (assist by L. Nance),100,86
333,3,2:21.0,New Orleans full timeout,,100,86
334,3,2:04.0,L. Ball misses 3-pt jump shot from 23 ft,,100,86
335,3,2:02.0,,Defensive rebound by K. Porter,100,86
336,3,1:49.0,,J. Henson makes 2-pt dunk from 1 ft (assist by L. Nance),100,88
337,3,1:39.0,J. Hayes misses 2-pt layup from 1 ft,,100,88
338,3,1:37.0,,Defensive rebound by L. Nance,100,88
339,3,1:31.0,,A. McKinnie makes 2-pt layup from 1 ft (assist by L. Nance),100,90
340,3,1:23.0,Personal foul by K. Porter (drawn by J. Redick),,100,90
341,3,1:23.0,J. Redick makes free throw 1 of 2,,101,90
342,3,1:23.0,J. Holiday enters the game for L. Ball,,101,90
343,3,1:23.0,J. Redick makes free throw 2 of 2,,102,90
344,3,1:11.0,,Turnover by K. Porter (lost ball),102,90
345,3,1:11.0,,Loose ball foul by J. Henson (drawn by J. Holiday),102,90
346,3,1:11.0,J. Holiday makes free throw 1 of 2,,103,90
347,3,1:11.0,J. Holiday makes free throw 2 of 2,,104,90
348,3,0:46.0,,A. McKinnie misses 3-pt jump shot from 22 ft,104,90
349,3,0:43.0,Defensive rebound by J. Hart,,104,90
350,3,0:36.0,Turnover by B. Ingram (lost ball; steal by L. Nance),,104,90
351,3,0:32.0,,Turnover by A. McKinnie (out of bounds lost ball),104,90
352,3,0:18.0,Turnover by B. Ingram (step out of bounds),,104,90
353,3,0:04.0,,Personal take foul by J. Holiday (drawn by K. Porter),104,90
354,3,0:00.0,,J. Henson misses 3-pt jump shot from 29 ft,104,90
355,3,0:00.0,,Offensive rebound by Team,104,90
356,4,11:47.0,J. Redick misses 2-pt jump shot from 20 ft,,104,90
357,4,11:42.0,,Defensive rebound by A. McKinnie,104,90
358,4,11:24.0,,K. Porter misses 2-pt jump shot from 5 ft,104,90
359,4,11:24.0,Defensive rebound by Team,,104,90
360,4,11:19.0,J. Hart misses 3-pt jump shot from 28 ft,,104,90
361,4,11:16.0,,Defensive rebound by A. McKinnie,104,90
362,4,11:01.0,,L. Nance makes 2-pt jump shot from 4 ft (assist by K. Porter),104,92
363,4,10:51.0,Turnover by N. Melli (bad pass),,104,92
364,4,10:41.0,,L. Nance misses 2-pt dunk from 1 ft,104,92
365,4,10:38.0,Defensive rebound by N. Melli,,104,92
366,4,10:27.0,N. Melli misses 3-pt jump shot from 25 ft,,104,92
367,4,10:24.0,,Defensive rebound by L. Nance,104,92
368,4,10:14.0,,K. Porter misses 3-pt jump shot from 26 ft,104,92
369,4,10:11.0,,Offensive rebound by J. Henson,104,92
370,4,10:08.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,104,92
371,4,10:06.0,,Offensive rebound by A. McKinnie,104,92
372,4,10:02.0,,K. Porter misses 3-pt jump shot from 27 ft,104,92
373,4,9:57.0,Defensive rebound by J. Redick,,104,92
374,4,9:39.0,N. Melli makes 2-pt dunk from 1 ft (assist by J. Holiday),,106,92
375,4,9:13.0,,L. Nance makes 2-pt layup from 1 ft,106,94
376,4,9:06.0,Turnover by J. Holiday (out of bounds lost ball),,106,94
377,4,8:51.0,,L. Nance makes 2-pt jump shot from 19 ft,106,96
378,4,8:41.0,N. Melli misses 3-pt jump shot from 30 ft,,106,96
379,4,8:35.0,Offensive rebound by Z. Williamson,,106,96
380,4,8:34.0,Z. Williamson makes 2-pt layup at rim,,108,96
381,4,8:24.0,,Personal foul by Z. Williamson (drawn by L. Nance),108,96
382,4,8:14.0,,L. Nance makes 2-pt jump shot from 16 ft,108,98
383,4,7:57.0,J. Hart misses 3-pt jump shot from 25 ft,,108,98
384,4,7:54.0,Offensive rebound by N. Melli,,108,98
385,4,7:52.0,J. Redick misses 3-pt jump shot from 27 ft,,108,98
