,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,NEW ORLEANS_ACTION,GOLDEN STATE_SCORE,NEW ORLEANS_SCORE
53,1,5:38.0,,N. Alexander-Walker misses 3-pt jump shot from 24 ft,10,15
54,1,5:34.0,Defensive rebound by J. Poole,,10,15
55,1,5:31.0,G. Robinson makes 3-pt jump shot from 24 ft (assist by J. Poole),,13,15
56,1,5:16.0,,Turnover by J. Holiday (lost ball; steal by W. Cauley-Stein),13,15
57,1,5:13.0,G. Robinson misses 2-pt layup from 3 ft (block by J. Hayes),,13,15
58,1,5:13.0,Offensive rebound by Team,,13,15
59,1,5:13.0,,N. Melli enters the game for J. Hayes,13,15
60,1,5:03.0,E. Paschall misses 3-pt jump shot from 26 ft,,13,15
61,1,4:58.0,,Defensive rebound by K. Williams,13,15
62,1,4:46.0,,K. Williams misses 3-pt jump shot from 25 ft,13,15
63,1,4:43.0,,Offensive rebound by J. Holiday,13,15
64,1,4:42.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Holiday),13,18
65,1,4:26.0,E. Paschall makes 2-pt layup from 1 ft (assist by D. Green),,15,18
66,1,4:22.0,,Turnover by J. Redick (out of bounds lost ball),15,18
67,1,4:22.0,K. Bowman enters the game for W. Cauley-Stein,,15,18
68,1,4:12.0,Def 3 sec tech foul by Team,,15,18
69,1,4:12.0,J. Poole misses technical free throw,,15,18
70,1,4:12.0,Offensive rebound by Team,,15,18
71,1,4:12.0,M. Chriss enters the game for D. Green,,15,18
72,1,4:12.0,,Z. Cheatham enters the game for K. Williams,15,18
73,1,4:04.0,K. Bowman misses 2-pt jump shot from 14 ft,,15,18
74,1,4:01.0,,Defensive rebound by N. Melli,15,18
75,1,3:41.0,,N. Melli misses 3-pt jump shot from 26 ft,15,18
76,1,3:36.0,Defensive rebound by M. Chriss,,15,18
77,1,3:36.0,Shooting foul by N. Melli (drawn by E. Paschall),,15,18
78,1,3:36.0,E. Paschall makes free throw 1 of 2,,16,18
79,1,3:36.0,E. Paschall makes free throw 2 of 2,,17,18
80,1,3:22.0,,N. Alexander-Walker misses 3-pt jump shot from 26 ft,17,18
81,1,3:20.0,Defensive rebound by G. Robinson,,17,18
82,1,3:13.0,Turnover by J. Poole (bad pass; steal by N. Alexander-Walker),,17,18
83,1,3:06.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Holiday),17,21
84,1,2:46.0,G. Robinson misses 3-pt jump shot from 23 ft,,17,21
85,1,2:43.0,,Defensive rebound by N. Melli,17,21
86,1,2:22.0,,New Orleans full timeout,17,21
87,1,2:22.0,A. Burks enters the game for E. Paschall,,17,21
88,1,2:22.0,O. Spellman enters the game for G. Robinson,,17,21
89,1,2:21.0,,Z. Cheatham misses 3-pt jump shot from 24 ft,17,21
90,1,2:21.0,,Offensive rebound by Team,17,21
91,1,2:21.0,,Turnover by Team (shot clock),17,21
92,1,2:08.0,A. Burks makes 2-pt layup from 2 ft,,19,21
93,1,1:56.0,,J. Holiday misses 2-pt layup from 1 ft,19,21
94,1,1:54.0,Defensive rebound by O. Spellman,,19,21
95,1,1:45.0,A. Burks makes 2-pt layup from 2 ft,,21,21
96,1,1:31.0,,N. Alexander-Walker makes 2-pt layup from 1 ft,21,23
97,1,1:12.0,A. Burks misses 2-pt layup from 5 ft,,21,23
98,1,1:10.0,,Defensive rebound by N. Alexander-Walker,21,23
99,1,1:06.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by J. Holiday),21,26
100,1,0:42.0,K. Bowman misses 3-pt jump shot from 26 ft,,21,26
101,1,0:40.0,,Defensive rebound by N. Alexander-Walker,21,26
102,1,0:36.0,,J. Holiday misses 3-pt jump shot from 26 ft,21,26
103,1,0:33.0,Defensive rebound by J. Poole,,21,26
104,1,0:22.0,M. Chriss makes 2-pt layup from 3 ft,,23,26
105,1,0:04.0,,N. Alexander-Walker misses 2-pt layup from 1 ft,23,26
106,1,0:02.0,Defensive rebound by M. Chriss,,23,26
107,1,0:00.0,K. Bowman misses 2-pt layup from 2 ft,,23,26
108,1,0:00.0,Offensive rebound by Team,,23,26
109,2,11:37.0,J. Poole misses 3-pt jump shot from 27 ft,,23,26
110,2,11:33.0,,Defensive rebound by E. Moore,23,26
111,2,11:21.0,,N. Melli makes 3-pt jump shot from 26 ft (assist by N. Alexander-Walker),23,29
112,2,10:54.0,A. Burks misses 2-pt layup from 2 ft,,23,29
113,2,10:53.0,Offensive rebound by O. Spellman,,23,29
114,2,10:45.0,O. Spellman makes 2-pt layup at rim,,25,29
115,2,10:36.0,,E. Moore makes 3-pt jump shot from 24 ft (assist by N. Melli),25,32
116,2,10:13.0,Shooting foul by N. Melli (drawn by A. Burks),,25,32
117,2,10:13.0,A. Burks makes free throw 1 of 2,,26,32
118,2,10:13.0,A. Burks makes free throw 2 of 2,,27,32
119,2,9:50.0,,Turnover by J. Gray (bad pass; steal by M. Chriss),27,32
120,2,9:42.0,M. Chriss makes 2-pt layup from 2 ft (assist by K. Bowman),,29,32
121,2,9:35.0,,Shooting foul by K. Bowman (drawn by J. Hayes),29,32
122,2,9:35.0,,J. Hayes misses free throw 1 of 2,29,32
123,2,9:35.0,,Offensive rebound by Team,29,32
124,2,9:35.0,,J. Hayes makes free throw 2 of 2,29,33
125,2,9:27.0,Turnover by O. Spellman (bad pass),,29,33
126,2,9:08.0,,E. Moore misses 3-pt jump shot from 26 ft,29,33
127,2,9:06.0,Defensive rebound by Team,,29,33
128,2,9:06.0,D. Green enters the game for A. Burks,,29,33
129,2,8:47.0,O. Spellman makes 2-pt jump shot from 18 ft (assist by J. Poole),,31,33
130,2,8:33.0,,E. Moore misses 2-pt layup from 5 ft (block by M. Chriss),31,33
131,2,8:30.0,Defensive rebound by K. Bowman,,31,33
132,2,8:20.0,Offensive foul by M. Chriss (drawn by N. Alexander-Walker),,31,33
133,2,8:20.0,Turnover by M. Chriss (offensive foul),,31,33
134,2,8:03.0,,N. Melli misses 3-pt jump shot from 25 ft,31,33
135,2,7:59.0,Defensive rebound by D. Green,,31,33
136,2,7:51.0,D. Green misses 2-pt hook shot from 10 ft,,31,33
137,2,7:49.0,Offensive rebound by M. Chriss,,31,33
138,2,7:47.0,M. Chriss misses 2-pt layup from 3 ft,,31,33
139,2,7:42.0,Offensive rebound by M. Chriss,,31,33
140,2,7:42.0,M. Chriss misses 2-pt layup at rim,,31,33
141,2,7:42.0,,Defensive rebound by N. Alexander-Walker,31,33
142,2,7:38.0,,N. Alexander-Walker makes 3-pt jump shot from 26 ft (assist by N. Melli),31,36
143,2,7:37.0,Golden State full timeout,,31,36
144,2,7:37.0,W. Cauley-Stein enters the game for M. Chriss,,31,36
145,2,7:37.0,G. Robinson enters the game for J. Poole,,31,36
146,2,7:25.0,O. Spellman misses 2-pt layup from 2 ft,,31,36
147,2,7:19.0,,Defensive rebound by E. Moore,31,36
148,2,7:06.0,,E. Moore misses 2-pt jump shot from 7 ft,31,36
149,2,7:04.0,,Offensive rebound by E. Moore,31,36
150,2,7:01.0,,E. Moore makes 2-pt jump shot from 7 ft,31,38
151,2,6:56.0,Turnover by D. Green (bad pass),,31,38
152,2,6:50.0,,Personal foul by K. Bowman (drawn by J. Gray),31,38
153,2,6:50.0,E. Paschall enters the game for O. Spellman,,31,38
154,2,6:50.0,,K. Williams enters the game for N. Melli,31,38
155,2,6:42.0,,N. Alexander-Walker makes 3-pt jump shot from 26 ft (assist by J. Gray),31,41
156,2,6:26.0,E. Paschall misses 2-pt jump shot from 20 ft,,31,41
157,2,6:22.0,,Defensive rebound by N. Alexander-Walker,31,41
158,2,6:15.0,,K. Williams misses 2-pt layup from 1 ft,31,41
159,2,6:13.0,Defensive rebound by W. Cauley-Stein,,31,41
160,2,6:06.0,Shooting foul by J. Gray (drawn by E. Paschall),,31,41
161,2,6:06.0,E. Paschall makes free throw 1 of 2,,32,41
162,2,6:06.0,A. Burks enters the game for K. Bowman,,32,41
163,2,6:06.0,,J. Redick enters the game for J. Gray,32,41
164,2,6:06.0,E. Paschall makes free throw 2 of 2,,33,41
165,2,5:53.0,,N. Alexander-Walker misses 3-pt jump shot from 26 ft,33,41
166,2,5:50.0,Defensive rebound by D. Green,,33,41
167,2,5:44.0,Shooting foul by E. Moore (drawn by E. Paschall),,33,41
168,2,5:44.0,E. Paschall misses free throw 1 of 2,,33,41
169,2,5:44.0,Offensive rebound by Team,,33,41
170,2,5:44.0,,J. Holiday enters the game for E. Moore,33,41
171,2,5:44.0,E. Paschall makes free throw 2 of 2,,34,41
172,2,5:43.0,,Turnover by N. Alexander-Walker (bad pass; steal by W. Cauley-Stein),34,41
173,2,5:34.0,G. Robinson makes 2-pt layup from 3 ft (assist by E. Paschall),,36,41
174,2,5:28.0,,Personal foul by A. Burks (drawn by J. Redick),36,41
175,2,5:23.0,,N. Alexander-Walker makes 3-pt jump shot from 25 ft (assist by J. Redick),36,44
176,2,5:15.0,Turnover by D. Green (bad pass; steal by J. Hayes),,36,44
177,2,5:07.0,,J. Holiday misses 2-pt layup from 2 ft,36,44
178,2,5:04.0,,Offensive rebound by J. Holiday,36,44
179,2,5:02.0,,J. Hayes misses 2-pt layup from 3 ft,36,44
180,2,5:00.0,Defensive rebound by G. Robinson,,36,44
181,2,4:57.0,A. Burks misses 3-pt jump shot from 26 ft,,36,44
182,2,4:57.0,Offensive rebound by E. Paschall,,36,44
183,2,4:49.0,E. Paschall misses 2-pt layup at rim,,36,44
184,2,4:48.0,,Defensive rebound by K. Williams,36,44
185,2,4:47.0,,N. Alexander-Walker misses 3-pt jump shot from 25 ft,36,44
186,2,4:44.0,Defensive rebound by G. Robinson,,36,44
187,2,4:35.0,G. Robinson misses 3-pt jump shot from 24 ft,,36,44
188,2,4:31.0,,Defensive rebound by J. Hayes,36,44
189,2,4:26.0,,J. Redick misses 3-pt jump shot from 26 ft,36,44
190,2,4:23.0,Defensive rebound by W. Cauley-Stein,,36,44
191,2,4:15.0,Offensive foul by E. Paschall (drawn by N. Alexander-Walker),,36,44
192,2,4:15.0,Turnover by E. Paschall (offensive foul),,36,44
193,2,4:15.0,,New Orleans full timeout,36,44
194,2,4:15.0,,N. Melli enters the game for J. Hayes,36,44
195,2,3:50.0,,J. Holiday makes 2-pt layup from 3 ft,36,46
196,2,3:34.0,D. Green misses 2-pt jump shot from 15 ft,,36,46
197,2,3:31.0,,Defensive rebound by N. Melli,36,46
198,2,3:27.0,,Personal foul by W. Cauley-Stein (drawn by N. Melli),36,46
199,2,3:23.0,,J. Redick misses 2-pt layup from 3 ft (block by W. Cauley-Stein),36,46
200,2,3:23.0,,Offensive rebound by Team,36,46
201,2,3:18.0,,N. Melli makes 3-pt jump shot from 26 ft (assist by J. Redick),36,49
202,2,3:18.0,,Shooting foul by D. Green (drawn by N. Melli),36,49
203,2,3:18.0,,N. Melli makes free throw 1 of 1,36,50
204,2,3:11.0,Personal foul by N. Alexander-Walker (drawn by E. Paschall),,36,50
205,2,3:01.0,Shooting foul by N. Melli (drawn by A. Burks),,36,50
206,2,3:01.0,A. Burks makes free throw 1 of 2,,37,50
207,2,3:01.0,,J. Hayes enters the game for N. Melli,37,50
208,2,3:01.0,A. Burks misses free throw 2 of 2,,37,50
209,2,2:59.0,Offensive rebound by Team,,37,50
210,2,2:49.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by D. Green),,39,50
211,2,2:42.0,,Turnover by K. Williams (lost ball; steal by D. Green),39,50
212,2,2:36.0,Personal foul by N. Alexander-Walker (drawn by D. Green),,39,50
213,2,2:36.0,D. Green makes free throw 1 of 2,,40,50
214,2,2:36.0,D. Green makes free throw 2 of 2,,41,50
215,2,2:24.0,,J. Holiday makes 2-pt layup from 2 ft,41,52
216,2,2:12.0,W. Cauley-Stein makes 2-pt jump shot from 12 ft,,43,52
217,2,1:47.0,,J. Holiday misses 2-pt layup from 2 ft,43,52
218,2,1:47.0,,Offensive rebound by J. Holiday,43,52
219,2,1:45.0,,J. Holiday misses 2-pt layup from 3 ft,43,52
220,2,1:43.0,Defensive rebound by W. Cauley-Stein,,43,52
221,2,1:32.0,D. Green makes 3-pt jump shot from 26 ft (assist by A. Burks),,46,52
222,2,1:15.0,,J. Redick misses 3-pt jump shot from 26 ft,46,52
223,2,1:13.0,Defensive rebound by Team,,46,52
224,2,1:00.0,E. Paschall makes 3-pt jump shot from 24 ft (assist by A. Burks),,49,52
225,2,0:49.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by J. Holiday),49,55
226,2,0:30.0,G. Robinson misses 2-pt layup from 3 ft,,49,55
227,2,0:28.0,,Defensive rebound by J. Hayes,49,55
228,2,0:07.0,,J. Holiday misses 2-pt jump shot from 8 ft,49,55
229,2,0:05.0,Defensive rebound by Team,,49,55
230,2,0:05.0,J. Poole enters the game for W. Cauley-Stein,,49,55
231,2,0:00.0,J. Poole misses 2-pt jump shot from 21 ft,,49,55
232,2,0:00.0,Offensive rebound by Team,,49,55
233,3,11:38.0,D. Green misses 2-pt layup from 3 ft,,49,55
234,3,11:36.0,,Defensive rebound by K. Williams,49,55
235,3,11:35.0,,J. Holiday misses 3-pt jump shot from 25 ft,49,55
236,3,11:30.0,Defensive rebound by W. Cauley-Stein,,49,55
237,3,11:08.0,Turnover by Team (shot clock),,49,55
238,3,10:57.0,,J. Holiday misses 2-pt layup from 2 ft,49,55
239,3,10:52.0,,Offensive rebound by J. Holiday,49,55
240,3,10:52.0,,J. Holiday makes 2-pt layup at rim,49,57
241,3,10:38.0,A. Burks misses 2-pt jump shot from 3 ft,,49,57
242,3,10:36.0,,Defensive rebound by J. Hayes,49,57
243,3,10:18.0,,Shooting foul by G. Robinson (drawn by E. Moore),49,57
244,3,10:18.0,,E. Moore misses free throw 1 of 2,49,57
245,3,10:18.0,,Offensive rebound by Team,49,57
246,3,10:18.0,,E. Moore makes free throw 2 of 2,49,58
247,3,9:57.0,A. Burks misses 3-pt jump shot from 25 ft,,49,58
248,3,9:55.0,,Defensive rebound by Team,49,58
249,3,9:41.0,,Shooting foul by A. Burks (drawn by J. Redick),49,58
250,3,9:41.0,,J. Redick makes free throw 1 of 3,49,59
251,3,9:41.0,,J. Redick makes free throw 2 of 3,49,60
252,3,9:41.0,,J. Redick makes free throw 3 of 3,49,61
253,3,9:25.0,W. Cauley-Stein misses 2-pt dunk from 3 ft (block by J. Hayes),,49,61
254,3,9:23.0,,Defensive rebound by J. Hayes,49,61
255,3,9:10.0,,J. Holiday misses 3-pt jump shot from 26 ft,49,61
256,3,9:06.0,Defensive rebound by G. Robinson,,49,61
257,3,8:58.0,A. Burks misses 2-pt jump shot from 22 ft,,49,61
258,3,8:58.0,Offensive rebound by E. Paschall,,49,61
259,3,8:58.0,J. Poole enters the game for W. Cauley-Stein,,49,61
260,3,8:45.0,E. Paschall makes 2-pt layup from 2 ft (assist by J. Poole),,51,61
261,3,8:37.0,,J. Redick misses 3-pt jump shot from 26 ft,51,61
262,3,8:34.0,Defensive rebound by D. Green,,51,61
263,3,8:28.0,A. Burks misses 2-pt layup from 2 ft,,51,61
264,3,8:25.0,Offensive rebound by A. Burks,,51,61
265,3,8:23.0,D. Green misses 3-pt jump shot from 26 ft,,51,61
266,3,8:20.0,,Defensive rebound by E. Moore,51,61
267,3,7:59.0,,K. Williams misses 2-pt jump shot from 5 ft,51,61
268,3,7:58.0,Defensive rebound by J. Poole,,51,61
269,3,7:50.0,E. Paschall misses 2-pt jump shot from 21 ft,,51,61
270,3,7:47.0,,Defensive rebound by K. Williams,51,61
271,3,7:40.0,,E. Moore misses 2-pt jump shot from 9 ft,51,61
272,3,7:40.0,,Offensive rebound by K. Williams,51,61
273,3,7:40.0,,K. Williams makes 2-pt layup at rim,51,63
274,3,7:40.0,Golden State full timeout,,51,63
275,3,7:40.0,,N. Alexander-Walker enters the game for J. Hayes,51,63
276,3,7:40.0,,N. Melli enters the game for J. Holiday,51,63
277,3,7:16.0,A. Burks misses 2-pt layup from 2 ft,,51,63
278,3,7:14.0,,Defensive rebound by E. Moore,51,63
279,3,6:57.0,,N. Melli misses 2-pt jump shot from 8 ft,51,63
280,3,6:55.0,Defensive rebound by E. Paschall,,51,63
281,3,6:42.0,D. Green misses 2-pt jump shot from 13 ft,,51,63
282,3,6:40.0,,Defensive rebound by N. Melli,51,63
283,3,6:32.0,,J. Redick makes 2-pt layup from 3 ft (assist by N. Alexander-Walker),51,65
284,3,6:22.0,Turnover by J. Poole (traveling),,51,65
285,3,6:02.0,,N. Melli makes 3-pt jump shot from 25 ft (assist by N. Alexander-Walker),51,68
286,3,5:41.0,J. Poole misses 2-pt layup from 2 ft,,51,68
287,3,5:39.0,Offensive rebound by G. Robinson,,51,68
288,3,5:35.0,E. Paschall makes 2-pt layup from 2 ft (assist by G. Robinson),,53,68
289,3,5:23.0,,Personal foul by J. Poole (drawn by N. Melli),53,68
290,3,5:23.0,K. Bowman enters the game for A. Burks,,53,68
291,3,5:23.0,M. Chriss enters the game for D. Green,,53,68
292,3,5:19.0,,N. Alexander-Walker misses 3-pt jump shot from 26 ft,53,68
293,3,5:16.0,Defensive rebound by Team,,53,68
294,3,5:04.0,Personal foul by N. Alexander-Walker (drawn by M. Chriss),,53,68
295,3,5:04.0,,Z. Cheatham enters the game for K. Williams,53,68
296,3,4:57.0,K. Bowman makes 2-pt jump shot from 20 ft (assist by G. Robinson),,55,68
297,3,4:39.0,,N. Alexander-Walker misses 3-pt jump shot from 26 ft,55,68
298,3,4:34.0,Defensive rebound by J. Poole,,55,68
299,3,4:30.0,G. Robinson makes 2-pt dunk from 1 ft (assist by E. Paschall),,57,68
300,3,4:15.0,,N. Alexander-Walker makes 3-pt jump shot from 24 ft (assist by N. Melli),57,71
301,3,3:54.0,K. Bowman makes 3-pt jump shot from 26 ft (assist by M. Chriss),,60,71
302,3,3:41.0,,J. Redick misses 3-pt jump shot from 25 ft,60,71
303,3,3:38.0,Defensive rebound by Team,,60,71
304,3,3:24.0,E. Paschall misses 2-pt layup from 2 ft,,60,71
305,3,3:24.0,Offensive rebound by M. Chriss,,60,71
306,3,3:24.0,Shooting foul by E. Moore (drawn by M. Chriss),,60,71
307,3,3:24.0,M. Chriss makes free throw 1 of 2,,61,71
308,3,3:24.0,,J. Hayes enters the game for Z. Cheatham,61,71
309,3,3:24.0,,J. Holiday enters the game for E. Moore,61,71
310,3,3:24.0,M. Chriss makes free throw 2 of 2,,62,71
311,3,3:07.0,,N. Melli makes 3-pt jump shot from 24 ft (assist by J. Holiday),62,74
312,3,2:55.0,K. Bowman makes 3-pt jump shot from 26 ft (assist by M. Chriss),,65,74
313,3,2:41.0,,N. Alexander-Walker misses 2-pt layup from 1 ft,65,74
314,3,2:39.0,Defensive rebound by M. Chriss,,65,74
315,3,2:30.0,E. Paschall makes 2-pt layup from 1 ft (assist by K. Bowman),,67,74
316,3,2:16.0,,Offensive foul by J. Hayes (drawn by M. Chriss),67,74
317,3,2:16.0,,Turnover by J. Hayes (offensive foul),67,74
318,3,2:16.0,,New Orleans full timeout,67,74
319,3,2:16.0,A. Burks enters the game for G. Robinson,,67,74
320,3,2:16.0,,K. Williams enters the game for J. Redick,67,74
321,3,2:00.0,J. Poole misses 2-pt jump shot from 18 ft,,67,74
322,3,1:57.0,,Defensive rebound by N. Melli,67,74
323,3,1:48.0,,J. Holiday misses 3-pt jump shot from 25 ft,67,74
324,3,1:47.0,,Offensive rebound by Team,67,74
325,3,1:47.0,Loose ball foul by A. Burks (drawn by J. Hayes),,67,74
326,3,1:40.0,,N. Alexander-Walker misses 2-pt layup from 2 ft,67,74
327,3,1:38.0,Defensive rebound by M. Chriss,,67,74
328,3,1:35.0,Turnover by M. Chriss (bad pass; steal by J. Holiday),,67,74
329,3,1:33.0,,Shooting foul by E. Paschall (drawn by J. Holiday),67,74
330,3,1:33.0,,J. Holiday makes free throw 1 of 2,67,75
331,3,1:33.0,,J. Holiday makes free throw 2 of 2,67,76
332,3,1:26.0,Personal foul by N. Alexander-Walker (drawn by J. Poole),,67,76
333,3,1:22.0,Turnover by M. Chriss (out of bounds lost ball),,67,76
334,3,1:22.0,,J. Gray enters the game for N. Alexander-Walker,67,76
335,3,1:05.0,,J. Holiday misses 2-pt layup from 1 ft,67,76
336,3,1:03.0,Defensive rebound by E. Paschall,,67,76
337,3,0:56.0,E. Paschall makes 2-pt jump shot from 20 ft (assist by A. Burks),,69,76
338,3,0:46.0,,Turnover by J. Holiday (lost ball; steal by K. Bowman),69,76
339,3,0:41.0,K. Bowman misses 2-pt layup from 3 ft,,69,76
340,3,0:38.0,,Defensive rebound by K. Williams,69,76
341,3,0:35.0,,Turnover by J. Gray (bad pass),69,76
342,3,0:35.0,O. Spellman enters the game for J. Poole,,69,76
343,3,0:26.0,K. Bowman misses 3-pt jump shot from 26 ft,,69,76
344,3,0:25.0,,Defensive rebound by Team,69,76
345,3,0:00.0,,Turnover by Team (shot clock),69,76
346,3,0:00.0,K. Bowman misses 3-pt jump shot from 42 ft,,69,76
347,3,0:00.0,Offensive rebound by Team,,69,76
348,4,11:46.0,,E. Moore misses 2-pt jump shot from 12 ft,69,76
349,4,11:43.0,Defensive rebound by A. Burks,,69,76
350,4,11:28.0,J. Poole misses 2-pt jump shot from 13 ft,,69,76
351,4,11:24.0,,Defensive rebound by J. Hayes,69,76
352,4,11:15.0,,E. Moore misses 3-pt jump shot from 23 ft,69,76
353,4,11:12.0,Defensive rebound by J. Poole,,69,76
354,4,11:05.0,A. Burks misses 3-pt jump shot from 26 ft,,69,76
355,4,11:00.0,Offensive rebound by Team,,69,76
356,4,10:50.0,K. Bowman makes 3-pt jump shot from 23 ft (assist by A. Burks),,72,76
357,4,10:39.0,,Shooting foul by M. Chriss (drawn by E. Moore),72,76
358,4,10:39.0,,E. Moore makes free throw 1 of 2,72,77
359,4,10:39.0,,E. Moore misses free throw 2 of 2,72,77
360,4,10:36.0,Defensive rebound by A. Burks,,72,77
361,4,10:22.0,M. Chriss makes 2-pt dunk from 1 ft (assist by K. Bowman),,74,77
362,4,10:14.0,,Shooting foul by M. Chriss (drawn by J. Holiday),74,77
363,4,10:14.0,,J. Holiday makes free throw 1 of 2,74,78
364,4,10:14.0,,J. Holiday makes free throw 2 of 2,74,79
365,4,9:57.0,J. Poole misses 3-pt jump shot from 25 ft,,74,79
366,4,9:54.0,,Defensive rebound by J. Holiday,74,79
367,4,9:49.0,,J. Holiday makes 2-pt layup from 2 ft,74,81
368,4,9:49.0,Golden State full timeout,,74,81
369,4,9:49.0,,N. Alexander-Walker enters the game for J. Hayes,74,81
370,4,9:36.0,Personal foul by N. Melli (drawn by M. Chriss),,74,81
371,4,9:23.0,J. Poole misses 3-pt jump shot from 27 ft,,74,81
372,4,9:18.0,,Defensive rebound by N. Alexander-Walker,74,81
373,4,9:08.0,,J. Holiday misses 3-pt jump shot from 25 ft,74,81
374,4,9:03.0,,Offensive rebound by E. Moore,74,81
375,4,8:59.0,,Personal foul by O. Spellman (drawn by J. Holiday),74,81
376,4,8:59.0,D. Green enters the game for A. Burks,,74,81
377,4,8:59.0,,J. Hayes enters the game for N. Melli,74,81
378,4,8:47.0,,J. Holiday makes 2-pt jump shot from 5 ft,74,83
379,4,8:21.0,M. Chriss misses 2-pt jump shot from 6 ft,,74,83
380,4,8:21.0,Offensive rebound by Team,,74,83
381,4,8:21.0,Turnover by Team (shot clock),,74,83
382,4,8:21.0,G. Robinson enters the game for J. Poole,,74,83
383,4,8:10.0,,J. Holiday makes 2-pt jump shot from 12 ft (assist by N. Alexander-Walker),74,85
384,4,8:00.0,Shooting foul by E. Moore (drawn by M. Chriss),,74,85
385,4,8:00.0,M. Chriss makes free throw 1 of 2,,75,85
386,4,8:00.0,,J. Redick enters the game for E. Moore,75,85
387,4,8:00.0,M. Chriss makes free throw 2 of 2,,76,85
