,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,GOLDEN STATE_ACTION,MILWAUKEE_SCORE,GOLDEN STATE_SCORE
373,4,11:45.0,Defensive rebound by G. Antetokounmpo,,81,72
374,4,11:33.0,P. Connaughton misses 3-pt jump shot from 25 ft,,81,72
375,4,11:31.0,,Defensive rebound by A. Smailagić,81,72
376,4,11:21.0,,A. Burks makes 2-pt jump shot from 18 ft,81,74
377,4,11:06.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,81,74
378,4,11:04.0,Offensive rebound by P. Connaughton,,81,74
379,4,11:02.0,Personal foul by O. Spellman (drawn by G. Antetokounmpo),,81,74
380,4,10:53.0,E. Bledsoe misses 2-pt jump shot from 13 ft,,81,74
381,4,10:52.0,,Defensive rebound by J. Evans,81,74
382,4,10:39.0,,A. Burks makes 2-pt jump shot from 12 ft,81,76
383,4,10:16.0,G. Antetokounmpo makes 2-pt hook shot from 10 ft,,83,76
384,4,10:01.0,,A. Smailagić makes 2-pt jump shot from 19 ft (assist by A. Burks),83,78
385,4,9:53.0,K. Korver makes 3-pt jump shot from 29 ft (assist by G. Antetokounmpo),,86,78
386,4,9:32.0,,J. Evans misses 3-pt jump shot from 28 ft,86,78
387,4,9:30.0,Defensive rebound by G. Antetokounmpo,,86,78
388,4,9:26.0,G. Antetokounmpo makes 2-pt layup from 5 ft,,88,78
389,4,9:26.0,Shooting foul by O. Spellman (drawn by G. Antetokounmpo),,88,78
390,4,9:26.0,B. Lopez enters the game for R. Lopez,,88,78
391,4,9:26.0,G. Antetokounmpo makes free throw 1 of 1,,89,78
392,4,9:22.0,,Golden State full timeout,89,78
393,4,9:12.0,,A. Smailagić misses 3-pt jump shot from 28 ft,89,78
394,4,9:10.0,Defensive rebound by P. Connaughton,,89,78
395,4,9:08.0,G. Antetokounmpo misses 3-pt jump shot from 27 ft,,89,78
396,4,9:06.0,,Defensive rebound by A. Burks,89,78
397,4,8:54.0,,A. Burks misses 2-pt jump shot from 12 ft,89,78
398,4,8:53.0,,Offensive rebound by A. Burks,89,78
399,4,8:40.0,,Turnover by A. Smailagić (bad pass; steal by E. Bledsoe),89,78
400,4,8:33.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,91,78
401,4,8:18.0,,J. Evans makes 2-pt layup from 3 ft (assist by A. Burks),91,80
402,4,8:02.0,K. Korver misses 2-pt jump shot from 20 ft,,91,80
403,4,8:00.0,Offensive rebound by P. Connaughton,,91,80
404,4,8:00.0,P. Connaughton makes 2-pt dunk at rim,,93,80
405,4,7:46.0,,J. Poole misses 2-pt jump shot from 12 ft,93,80
406,4,7:44.0,Defensive rebound by G. Antetokounmpo,,93,80
407,4,7:42.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,93,80
408,4,7:41.0,,Defensive rebound by A. Smailagić,93,80
409,4,7:32.0,,J. Evans misses 3-pt jump shot from 29 ft,93,80
410,4,7:29.0,Defensive rebound by Team,,93,80
411,4,7:29.0,K. Middleton enters the game for K. Korver,,93,80
412,4,7:29.0,,K. Bowman enters the game for J. Evans,93,80
413,4,7:29.0,,D. Green enters the game for J. Poole,93,80
414,4,7:29.0,,G. Robinson enters the game for A. Smailagić,93,80
415,4,7:15.0,B. Lopez misses 2-pt jump shot from 13 ft (block by D. Green),,93,80
416,4,7:13.0,,Defensive rebound by G. Robinson,93,80
417,4,7:08.0,,G. Robinson makes 3-pt jump shot from 28 ft (assist by A. Burks),93,83
418,4,7:02.0,Milwaukee full timeout,,93,83
419,4,7:02.0,D. DiVincenzo enters the game for G. Antetokounmpo,,93,83
420,4,7:02.0,W. Matthews enters the game for P. Connaughton,,93,83
421,4,7:02.0,,W. Cauley-Stein enters the game for A. Burks,93,83
422,4,7:02.0,,D. Lee enters the game for O. Spellman,93,83
423,4,6:56.0,Turnover by K. Middleton (bad pass; steal by D. Green),,93,83
424,4,6:39.0,,G. Robinson makes 3-pt jump shot from 28 ft (assist by D. Green),93,86
425,4,6:14.0,Turnover by B. Lopez (bad pass; steal by K. Bowman),,93,86
426,4,6:11.0,,K. Bowman makes 2-pt dunk from 2 ft,93,88
427,4,5:54.0,E. Bledsoe makes 2-pt layup from 4 ft,,95,88
428,4,5:32.0,,Personal foul by D. DiVincenzo (drawn by W. Cauley-Stein),95,88
429,4,5:32.0,P. Connaughton enters the game for E. Bledsoe,,95,88
430,4,5:26.0,,D. Green misses 3-pt jump shot from 29 ft,95,88
431,4,5:22.0,Defensive rebound by K. Middleton,,95,88
432,4,5:06.0,Turnover by D. DiVincenzo (bad pass; steal by K. Bowman),,95,88
433,4,5:05.0,,Personal foul by K. Middleton (drawn by K. Bowman),95,88
434,4,4:49.0,,D. Lee misses 2-pt jump shot from 19 ft,95,88
435,4,4:47.0,Defensive rebound by K. Middleton,,95,88
436,4,4:25.0,K. Middleton misses 3-pt jump shot from 26 ft,,95,88
437,4,4:21.0,,Defensive rebound by D. Lee,95,88
438,4,4:15.0,,G. Robinson misses 2-pt jump shot from 19 ft,95,88
439,4,4:11.0,Defensive rebound by D. DiVincenzo,,95,88
440,4,4:01.0,Personal foul by W. Cauley-Stein (drawn by K. Middleton),,95,88
441,4,4:01.0,G. Antetokounmpo enters the game for B. Lopez,,95,88
442,4,3:57.0,K. Middleton makes 2-pt jump shot from 8 ft (assist by D. DiVincenzo),,97,88
443,4,3:50.0,,Golden State full timeout,97,88
444,4,3:37.0,,D. Lee misses 3-pt jump shot from 29 ft,97,88
445,4,3:33.0,Defensive rebound by G. Antetokounmpo,,97,88
446,4,3:26.0,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by K. Middleton),,99,88
447,4,3:04.0,,K. Bowman misses 3-pt jump shot from 24 ft,99,88
448,4,3:02.0,Defensive rebound by P. Connaughton,,99,88
449,4,3:02.0,Milwaukee full timeout,,99,88
450,4,3:02.0,E. Bledsoe enters the game for D. DiVincenzo,,99,88
451,4,3:02.0,,A. Burks enters the game for K. Bowman,99,88
452,4,3:02.0,,O. Spellman enters the game for W. Cauley-Stein,99,88
453,4,2:43.0,E. Bledsoe misses 2-pt layup from 4 ft,,99,88
454,4,2:40.0,,Defensive rebound by D. Green,99,88
455,4,2:30.0,,D. Lee makes 3-pt jump shot from 23 ft (assist by D. Green),99,91
456,4,2:21.0,Shooting foul by A. Burks (drawn by G. Antetokounmpo),,99,91
457,4,2:21.0,G. Antetokounmpo misses free throw 1 of 2,,99,91
458,4,2:21.0,Offensive rebound by Team,,99,91
459,4,2:21.0,G. Antetokounmpo makes free throw 2 of 2,,100,91
460,4,2:08.0,,Shooting foul by P. Connaughton (drawn by D. Lee),100,91
461,4,2:08.0,,D. Lee makes free throw 1 of 3,100,92
462,4,2:08.0,,D. Lee makes free throw 2 of 3,100,93
463,4,2:08.0,,D. Lee makes free throw 3 of 3,100,94
464,4,2:06.0,Personal take foul by G. Robinson (drawn by G. Antetokounmpo),,100,94
465,4,2:06.0,G. Antetokounmpo misses free throw 1 of 2,,100,94
466,4,2:06.0,Offensive rebound by Team,,100,94
467,4,2:06.0,G. Antetokounmpo makes free throw 2 of 2,,101,94
468,4,1:51.0,,Shooting foul by G. Antetokounmpo (drawn by O. Spellman),101,94
469,4,1:51.0,,O. Spellman makes free throw 1 of 2,101,95
470,4,1:51.0,,O. Spellman makes free throw 2 of 2,101,96
471,4,1:31.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,101,96
472,4,1:31.0,,Defensive rebound by Team,101,96
473,4,1:31.0,D. DiVincenzo enters the game for P. Connaughton,,101,96
474,4,1:18.0,,O. Spellman misses 3-pt jump shot from 28 ft,101,96
475,4,1:14.0,Defensive rebound by D. DiVincenzo,,101,96
476,4,1:06.0,Personal foul by A. Burks (drawn by E. Bledsoe),,101,96
477,4,1:06.0,,Golden State full timeout,101,96
478,4,1:06.0,,Instant Replay (Challenge: Ruling Stands),101,96
479,4,1:06.0,E. Bledsoe makes free throw 1 of 2,,102,96
480,4,1:06.0,E. Bledsoe makes free throw 2 of 2,,103,96
481,4,1:05.0,,Turnover by D. Lee (bad pass; steal by D. DiVincenzo),103,96
482,4,0:42.0,Personal foul by D. Green (drawn by G. Antetokounmpo),,103,96
483,4,0:42.0,Instant Replay (Request: Ruling Stands),,103,96
484,4,0:42.0,G. Antetokounmpo makes free throw 1 of 2,,104,96
485,4,0:42.0,G. Antetokounmpo makes free throw 2 of 2,,105,96
486,4,0:36.0,,A. Burks misses 3-pt jump shot from 28 ft,105,96
487,4,0:34.0,Defensive rebound by G. Antetokounmpo,,105,96
488,4,0:32.0,Personal take foul by D. Lee (drawn by G. Antetokounmpo),,105,96
489,4,0:32.0,G. Antetokounmpo makes free throw 1 of 2,,106,96
490,4,0:32.0,G. Antetokounmpo makes free throw 2 of 2,,107,96
491,4,0:27.0,,G. Robinson makes 2-pt jump shot from 20 ft (assist by D. Green),107,98
492,4,0:01.0,Turnover by Team (shot clock),,107,98
