,QUARTER,TIME_REMAINING,INDIANA_ACTION,NEW YORK_ACTION,INDIANA_SCORE,NEW YORK_SCORE
0,1,11:46.0,,T. Gibson makes 2-pt jump shot from 13 ft (assist by R. Barrett),0,2
1,1,11:18.0,T. Warren misses 3-pt jump shot from 23 ft,,0,2
2,1,11:16.0,,Defensive rebound by T. Gibson,0,2
3,1,11:06.0,,Personal foul by V. Oladipo (drawn by R. Barrett),0,2
4,1,11:01.0,,J. Randle misses 2-pt jump shot from 17 ft,0,2
5,1,10:57.0,Defensive rebound by M. Turner,,0,2
6,1,10:50.0,V. Oladipo makes 2-pt jump shot from 6 ft,,2,2
7,1,10:31.0,,F. Ntilikina misses 2-pt jump shot from 16 ft,2,2
8,1,10:29.0,Defensive rebound by M. Turner,,2,2
9,1,10:23.0,Turnover by V. Oladipo (bad pass),,2,2
10,1,10:11.0,,Shooting foul by M. Turner (drawn by J. Randle),2,2
11,1,10:11.0,,J. Randle makes free throw 1 of 2,2,3
12,1,10:11.0,,J. Randle misses free throw 2 of 2,2,3
13,1,10:06.0,Defensive rebound by T. Warren,,2,3
14,1,9:58.0,T. Warren misses 2-pt jump shot from 16 ft,,2,3
15,1,9:55.0,Offensive rebound by T. Warren,,2,3
16,1,9:53.0,D. Sabonis makes 2-pt dunk at rim (assist by T. Warren),,4,3
17,1,9:43.0,,F. Ntilikina misses 2-pt jump shot from 18 ft,4,3
18,1,9:41.0,Defensive rebound by D. Sabonis,,4,3
19,1,9:32.0,M. Turner misses 3-pt jump shot from 24 ft,,4,3
20,1,9:32.0,,Defensive rebound by R. Bullock,4,3
21,1,9:17.0,,Turnover by J. Randle (bad pass; steal by M. Brogdon),4,3
22,1,9:12.0,T. Warren makes 2-pt layup from 1 ft (assist by M. Brogdon),,6,3
23,1,9:03.0,,R. Barrett makes 2-pt jump shot from 9 ft,6,5
24,1,8:50.0,D. Sabonis misses 2-pt layup from 1 ft,,6,5
25,1,8:48.0,,Defensive rebound by T. Gibson,6,5
26,1,8:32.0,,F. Ntilikina makes 2-pt layup from 2 ft (assist by J. Randle),6,7
27,1,8:23.0,M. Brogdon misses 2-pt layup from 1 ft,,6,7
28,1,8:21.0,,Defensive rebound by R. Barrett,6,7
29,1,8:16.0,,R. Barrett misses 2-pt layup from 2 ft,6,7
30,1,8:15.0,,Offensive rebound by Team,6,7
31,1,8:15.0,Violation by Team (kicked ball),,6,7
32,1,8:08.0,,J. Randle misses 2-pt jump shot from 19 ft,6,7
33,1,8:04.0,Defensive rebound by D. Sabonis,,6,7
34,1,7:54.0,Turnover by D. Sabonis (bad pass; steal by R. Bullock),,6,7
35,1,7:48.0,,R. Barrett misses 2-pt layup from 1 ft,6,7
36,1,7:45.0,Defensive rebound by T. Warren,,6,7
37,1,7:41.0,M. Turner misses 2-pt dunk from 1 ft,,6,7
38,1,7:39.0,,Defensive rebound by J. Randle,6,7
39,1,7:32.0,,T. Gibson makes 2-pt dunk at rim (assist by J. Randle),6,9
40,1,7:14.0,Shooting foul by R. Barrett (drawn by T. Warren),,6,9
41,1,7:14.0,T. Warren makes free throw 1 of 2,,7,9
42,1,7:14.0,T. Warren makes free throw 2 of 2,,8,9
43,1,6:56.0,,T. Gibson misses 2-pt jump shot from 8 ft,8,9
44,1,6:53.0,Defensive rebound by D. Sabonis,,8,9
45,1,6:42.0,Personal foul by T. Gibson (drawn by D. Sabonis),,8,9
46,1,6:42.0,,New York full timeout,8,9
47,1,6:42.0,,M. Harkless enters the game for R. Bullock,8,9
48,1,6:42.0,,M. Robinson enters the game for T. Gibson,8,9
49,1,6:29.0,D. Sabonis misses 2-pt hook shot from 3 ft (block by M. Robinson),,8,9
50,1,6:26.0,,Defensive rebound by M. Robinson,8,9
51,1,6:13.0,,J. Randle misses 2-pt jump shot from 18 ft,8,9
52,1,6:10.0,,Offensive rebound by F. Ntilikina,8,9
53,1,5:57.0,,R. Barrett misses 3-pt jump shot from 27 ft,8,9
54,1,5:54.0,Defensive rebound by M. Brogdon,,8,9
55,1,5:34.0,M. Brogdon makes 2-pt layup from 1 ft,,10,9
56,1,5:15.0,,R. Barrett misses 3-pt jump shot from 26 ft,10,9
57,1,5:13.0,Defensive rebound by D. Sabonis,,10,9
58,1,5:07.0,D. Sabonis misses 2-pt layup from 3 ft (block by M. Robinson),,10,9
59,1,5:06.0,,Defensive rebound by Team,10,9
60,1,5:06.0,J. Holiday enters the game for D. Sabonis,,10,9
61,1,4:59.0,,R. Barrett makes 2-pt dunk from 1 ft (assist by J. Randle),10,11
62,1,4:38.0,T. Warren misses 2-pt jump shot from 14 ft,,10,11
63,1,4:35.0,,Defensive rebound by J. Randle,10,11
64,1,4:27.0,,Turnover by M. Harkless (out of bounds lost ball),10,11
65,1,4:27.0,,D. Smith enters the game for F. Ntilikina,10,11
66,1,4:16.0,V. Oladipo misses 3-pt jump shot from 26 ft,,10,11
67,1,4:12.0,,Defensive rebound by J. Randle,10,11
68,1,4:06.0,,R. Barrett makes 2-pt layup from 2 ft,10,13
69,1,3:56.0,V. Oladipo misses 2-pt layup from 3 ft,,10,13
70,1,3:53.0,,Defensive rebound by R. Barrett,10,13
