,QUARTER,TIME_REMAINING,DALLAS_ACTION,NEW YORK_ACTION,DALLAS_SCORE,NEW YORK_SCORE
383,4,8:37.0,,J. Randle misses 2-pt layup from 1 ft (block by D. Wright),89,90
384,4,8:36.0,,Offensive rebound by Team,89,90
385,4,8:36.0,,T. Gibson enters the game for K. Knox,89,90
386,4,8:36.0,,M. Morris enters the game for B. Portis,89,90
387,4,8:36.0,Dallas full timeout,,89,90
388,4,8:36.0,,K. Knox enters the game for T. Gibson,89,90
389,4,8:36.0,,B. Portis enters the game for M. Morris,89,90
390,4,8:36.0,Instant Replay (Challenge: Ruling Stands),,89,90
391,4,8:36.0,,T. Gibson enters the game for K. Knox,89,90
392,4,8:36.0,,M. Morris enters the game for B. Portis,89,90
393,4,8:16.0,,T. Gibson misses 2-pt jump shot from 17 ft,89,90
394,4,8:12.0,Defensive rebound by D. Wright,,89,90
395,4,8:11.0,Shooting foul by M. Morris (drawn by T. Hardaway),,89,90
396,4,8:11.0,T. Hardaway makes free throw 1 of 2,,90,90
397,4,8:11.0,T. Hardaway misses free throw 2 of 2,,90,90
398,4,8:09.0,,Defensive rebound by Team,90,90
399,4,7:53.0,,D. Dotson misses 2-pt jump shot from 11 ft,90,90
400,4,7:50.0,Defensive rebound by M. Kleber,,90,90
401,4,7:47.0,Turnover by J. Brunson (bad pass),,90,90
402,4,7:38.0,,M. Morris makes 2-pt jump shot from 19 ft,90,92
403,4,7:21.0,D. Wright misses 3-pt jump shot from 25 ft,,90,92
404,4,7:19.0,Offensive rebound by B. Marjanović,,90,92
405,4,7:19.0,B. Marjanović makes 2-pt layup from 1 ft,,92,92
406,4,7:09.0,,Turnover by J. Randle (bad pass),92,92
407,4,7:09.0,,R. Barrett enters the game for D. Dotson,92,92
408,4,7:09.0,,M. Robinson enters the game for T. Gibson,92,92
409,4,6:51.0,J. Brunson misses 2-pt jump shot from 5 ft,,92,92
410,4,6:49.0,,Defensive rebound by R. Barrett,92,92
411,4,6:24.0,,J. Randle misses 2-pt layup from 4 ft,92,92
412,4,6:22.0,,Offensive rebound by M. Robinson,92,92
413,4,6:22.0,,M. Robinson makes 2-pt dunk at rim,92,94
414,4,6:08.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by D. Wright),,95,94
415,4,5:53.0,,Personal foul by T. Hardaway (drawn by M. Morris),95,94
416,4,5:53.0,,New York full timeout,95,94
417,4,5:53.0,L. Dončić enters the game for J. Brunson,,95,94
418,4,5:41.0,,M. Morris misses 3-pt jump shot from 25 ft,95,94
419,4,5:39.0,Defensive rebound by L. Dončić,,95,94
420,4,5:21.0,Offensive foul by B. Marjanović (drawn by M. Morris),,95,94
421,4,5:21.0,Turnover by B. Marjanović (offensive foul),,95,94
422,4,5:21.0,K. Porziņģis enters the game for M. Kleber,,95,94
423,4,5:21.0,D. Powell enters the game for B. Marjanović,,95,94
424,4,5:21.0,,D. Dotson enters the game for J. Randle,95,94
425,4,5:02.0,,R. Barrett misses 2-pt layup from 5 ft (block by K. Porziņģis),95,94
426,4,5:00.0,,Offensive rebound by R. Barrett,95,94
427,4,4:59.0,,R. Barrett makes 2-pt layup from 2 ft,95,96
428,4,4:51.0,Turnover by L. Dončić (bad pass; steal by D. Dotson),,95,96
429,4,4:38.0,,Offensive foul by M. Robinson (drawn by D. Wright),95,96
430,4,4:38.0,,Turnover by M. Robinson (offensive foul),95,96
431,4,4:38.0,,J. Randle enters the game for M. Robinson,95,96
432,4,4:26.0,Turnover by L. Dončić (lost ball; steal by F. Ntilikina),,95,96
433,4,4:15.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),95,99
434,4,3:55.0,L. Dončić misses 3-pt jump shot from 27 ft,,95,99
435,4,3:53.0,,Defensive rebound by R. Barrett,95,99
436,4,3:37.0,,F. Ntilikina misses 2-pt jump shot from 19 ft,95,99
437,4,3:35.0,Defensive rebound by Team,,95,99
438,4,3:13.0,D. Powell makes 2-pt layup from 5 ft (assist by L. Dončić),,97,99
439,4,3:09.0,,New York full timeout,97,99
440,4,3:09.0,,Instant Replay (Request: Ruling Stands),97,99
441,4,2:59.0,,F. Ntilikina misses 3-pt jump shot from 25 ft,97,99
442,4,2:58.0,,Offensive rebound by Team,97,99
443,4,2:58.0,,D. Smith enters the game for F. Ntilikina,97,99
444,4,2:48.0,,M. Morris misses 2-pt jump shot from 13 ft,97,99
445,4,2:46.0,Defensive rebound by L. Dončić,,97,99
446,4,2:32.0,D. Wright makes 2-pt layup from 1 ft (assist by L. Dončić),,99,99
447,4,2:11.0,,M. Morris misses 2-pt layup from 1 ft,99,99
448,4,2:09.0,Defensive rebound by K. Porziņģis,,99,99
449,4,1:52.0,L. Dončić misses 3-pt jump shot from 27 ft,,99,99
450,4,1:50.0,,Defensive rebound by R. Barrett,99,99
451,4,1:32.0,,J. Randle makes 2-pt layup from 1 ft,99,101
452,4,1:13.0,K. Porziņģis misses 2-pt jump shot from 15 ft,,99,101
453,4,1:11.0,,Defensive rebound by M. Morris,99,101
454,4,0:47.0,,D. Smith misses 2-pt jump shot from 20 ft,99,101
455,4,0:46.0,Defensive rebound by L. Dončić,,99,101
456,4,0:46.0,Dallas full timeout,,99,101
457,4,0:46.0,S. Curry enters the game for D. Powell,,99,101
458,4,0:46.0,,T. Gibson enters the game for D. Dotson,99,101
459,4,0:46.0,,F. Ntilikina enters the game for D. Smith,99,101
460,4,0:39.0,T. Hardaway misses 3-pt jump shot from 23 ft,,99,101
461,4,0:38.0,Offensive rebound by S. Curry,,99,101
462,4,0:38.0,S. Curry makes 2-pt layup from 1 ft,,101,101
463,4,0:38.0,,New York full timeout,101,101
464,4,0:38.0,D. Finney-Smith enters the game for S. Curry,,101,101
465,4,0:38.0,M. Kleber enters the game for T. Hardaway,,101,101
466,4,0:38.0,,D. Dotson enters the game for T. Gibson,101,101
467,4,0:27.0,,R. Barrett misses 2-pt layup from 2 ft,101,101
468,4,0:26.0,,Offensive rebound by Team,101,101
469,4,0:13.0,,M. Morris makes 3-pt jump shot from 26 ft,101,104
470,4,0:13.0,Dallas full timeout,,101,104
471,4,0:13.0,J. Brunson enters the game for D. Finney-Smith,,101,104
472,4,0:13.0,S. Curry enters the game for M. Kleber,,101,104
473,4,0:13.0,T. Hardaway enters the game for D. Wright,,101,104
474,4,0:13.0,,T. Gibson enters the game for D. Dotson,101,104
475,4,0:05.0,L. Dončić makes 2-pt layup from 3 ft,,103,104
476,4,0:05.0,,New York full timeout,103,104
477,4,0:05.0,D. Finney-Smith enters the game for S. Curry,,103,104
478,4,0:05.0,D. Wright enters the game for K. Porziņģis,,103,104
479,4,0:05.0,,D. Dotson enters the game for R. Barrett,103,104
480,4,0:05.0,,W. Ellington enters the game for T. Gibson,103,104
481,4,0:04.0,,Personal take foul by D. Wright (drawn by F. Ntilikina),103,104
482,4,0:03.0,,Personal take foul by L. Dončić (drawn by F. Ntilikina),103,104
483,4,0:03.0,S. Curry enters the game for J. Brunson,,103,104
484,4,0:03.0,K. Porziņģis enters the game for D. Wright,,103,104
485,4,0:03.0,,R. Barrett enters the game for D. Dotson,103,104
486,4,0:03.0,,T. Gibson enters the game for W. Ellington,103,104
487,4,0:03.0,,F. Ntilikina makes free throw 1 of 2,103,105
488,4,0:03.0,,F. Ntilikina makes free throw 2 of 2,103,106
489,4,0:02.0,S. Curry misses 3-pt jump shot from 26 ft,,103,106
490,4,0:00.0,Offensive rebound by Team,,103,106
491,4,0:00.0,Instant Replay (Request: Ruling Stands),,103,106
