,QUARTER,TIME_REMAINING,UTAH_ACTION,NEW ORLEANS_ACTION,UTAH_SCORE,NEW ORLEANS_SCORE
139,2,10:05.0,J. Clarkson misses free throw 1 of 2,,43,42
140,2,10:05.0,Offensive rebound by Team,,43,42
141,2,10:05.0,J. Clarkson misses free throw 2 of 2,,43,42
142,2,10:03.0,,Defensive rebound by L. Ball,43,42
143,2,9:55.0,,Shooting foul by T. Bradley (drawn by J. Hayes),43,42
144,2,9:55.0,,J. Hayes makes free throw 1 of 2,43,43
145,2,9:55.0,,N. Alexander-Walker enters the game for F. Jackson,43,43
146,2,9:55.0,,J. Hayes makes free throw 2 of 2,43,44
147,2,9:36.0,T. Bradley misses 2-pt hook shot from 3 ft,,43,44
148,2,9:34.0,,Defensive rebound by N. Alexander-Walker,43,44
149,2,9:25.0,,K. Williams misses 3-pt jump shot from 23 ft,43,44
150,2,9:23.0,,Offensive rebound by L. Ball,43,44
151,2,9:23.0,,L. Ball misses 2-pt layup from 1 ft,43,44
152,2,9:23.0,,Offensive rebound by L. Ball,43,44
153,2,9:20.0,,L. Ball makes 2-pt layup at rim,43,46
154,2,9:04.0,G. Niang makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,46,46
155,2,8:50.0,,J. Hart makes 3-pt jump shot from 25 ft (assist by K. Williams),46,49
156,2,8:23.0,D. Mitchell misses 3-pt jump shot from 26 ft,,46,49
157,2,8:23.0,,Defensive rebound by L. Ball,46,49
158,2,8:08.0,,J. Hart makes 3-pt jump shot from 24 ft (assist by L. Ball),46,52
159,2,7:51.0,J. Clarkson makes 3-pt jump shot from 25 ft,,49,52
160,2,7:38.0,,L. Ball misses 2-pt jump shot from 11 ft,49,52
161,2,7:35.0,Defensive rebound by G. Niang,,49,52
162,2,7:29.0,G. Niang misses 2-pt hook shot from 7 ft,,49,52
163,2,7:25.0,Offensive rebound by R. Tucker,,49,52
164,2,7:24.0,T. Bradley makes 2-pt jump shot from 7 ft,,51,52
165,2,7:09.0,,N. Alexander-Walker misses 2-pt layup from 4 ft (block by J. Clarkson),51,52
166,2,7:06.0,Defensive rebound by T. Bradley,,51,52
167,2,7:04.0,G. Niang misses 3-pt jump shot from 24 ft,,51,52
168,2,7:00.0,Offensive rebound by T. Bradley,,51,52
169,2,6:57.0,J. Clarkson makes 3-pt jump shot from 26 ft (assist by T. Bradley),,54,52
170,2,6:57.0,,New Orleans full timeout,54,52
171,2,6:57.0,B. Bogdanović enters the game for T. Bradley,,54,52
172,2,6:57.0,R. Gobert enters the game for D. Mitchell,,54,52
173,2,6:57.0,E. Mudiay enters the game for G. Niang,,54,52
174,2,6:57.0,R. O'Neale enters the game for R. Tucker,,54,52
175,2,6:57.0,,D. Favors enters the game for N. Alexander-Walker,54,52
176,2,6:57.0,,B. Ingram enters the game for J. Hayes,54,52
177,2,6:57.0,,E. Moore enters the game for K. Williams,54,52
178,2,6:37.0,,B. Ingram misses 2-pt jump shot from 15 ft,54,52
179,2,6:35.0,Defensive rebound by E. Mudiay,,54,52
180,2,6:25.0,E. Mudiay makes 2-pt jump shot from 9 ft,,56,52
181,2,6:10.0,,E. Moore misses 2-pt layup from 4 ft,56,52
182,2,6:05.0,,Offensive rebound by D. Favors,56,52
183,2,6:05.0,,D. Favors makes 2-pt layup at rim,56,54
184,2,5:53.0,J. Clarkson misses 3-pt jump shot from 25 ft,,56,54
185,2,5:51.0,,Defensive rebound by J. Hart,56,54
186,2,5:35.0,,L. Ball misses 3-pt jump shot from 25 ft,56,54
187,2,5:30.0,Defensive rebound by R. O'Neale,,56,54
188,2,5:20.0,E. Mudiay misses 3-pt jump shot from 26 ft,,56,54
189,2,5:17.0,,Defensive rebound by E. Moore,56,54
190,2,5:05.0,,D. Favors misses 2-pt jump shot from 6 ft,56,54
191,2,5:02.0,,Offensive rebound by D. Favors,56,54
192,2,4:59.0,,E. Moore misses 3-pt jump shot from 26 ft,56,54
193,2,4:57.0,Defensive rebound by R. O'Neale,,56,54
194,2,4:57.0,J. Ingles enters the game for J. Clarkson,,56,54
195,2,4:46.0,Shooting foul by L. Ball (drawn by B. Bogdanović),,56,54
196,2,4:46.0,B. Bogdanović makes free throw 1 of 2,,57,54
197,2,4:46.0,B. Bogdanović makes free throw 2 of 2,,58,54
198,2,4:31.0,,E. Moore makes 2-pt layup from 1 ft,58,56
199,2,4:13.0,R. Gobert misses 2-pt layup from 2 ft (block by D. Favors),,58,56
200,2,4:11.0,,Defensive rebound by B. Ingram,58,56
201,2,4:06.0,,J. Hart misses 3-pt jump shot from 25 ft,58,56
202,2,4:04.0,,Offensive rebound by Team,58,56
203,2,4:04.0,,N. Alexander-Walker enters the game for L. Ball,58,56
204,2,4:04.0,,J. Redick enters the game for J. Hart,58,56
205,2,3:59.0,,Turnover by J. Redick (traveling),58,56
206,2,3:44.0,B. Bogdanović misses 2-pt jump shot from 9 ft,,58,56
207,2,3:40.0,,Defensive rebound by N. Alexander-Walker,58,56
208,2,3:28.0,,B. Ingram makes 2-pt jump shot from 12 ft,58,58
209,2,3:28.0,,Shooting foul by R. O'Neale (drawn by B. Ingram),58,58
210,2,3:28.0,D. Mitchell enters the game for E. Mudiay,,58,58
211,2,3:28.0,,B. Ingram makes free throw 1 of 1,58,59
212,2,3:10.0,D. Mitchell makes 3-pt jump shot from 23 ft (assist by J. Ingles),,61,59
213,2,2:58.0,,Personal foul by R. O'Neale (drawn by J. Redick),61,59
214,2,2:58.0,Utah full timeout,,61,59
215,2,2:58.0,,J. Redick makes free throw 1 of 2,61,60
216,2,2:58.0,,J. Redick makes free throw 2 of 2,61,61
217,2,2:35.0,D. Mitchell misses 2-pt jump shot from 21 ft,,61,61
218,2,2:31.0,,Defensive rebound by B. Ingram,61,61
219,2,2:27.0,,B. Ingram makes 2-pt dunk at rim,61,63
220,2,2:12.0,D. Mitchell misses 2-pt jump shot from 6 ft,,61,63
221,2,2:12.0,Offensive rebound by Team,,61,63
222,2,2:12.0,,Loose ball foul by D. Favors (drawn by R. Gobert),61,63
223,2,2:07.0,,Violation by Team (kicked ball),61,63
224,2,1:54.0,J. Ingles makes 3-pt jump shot from 25 ft,,64,63
225,2,1:26.0,,B. Ingram misses 2-pt jump shot from 5 ft,64,63
226,2,1:24.0,Defensive rebound by R. O'Neale,,64,63
227,2,1:09.0,J. Ingles misses 2-pt layup from 1 ft,,64,63
228,2,1:06.0,Offensive rebound by R. Gobert,,64,63
229,2,0:59.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,64,63
230,2,0:56.0,,Defensive rebound by E. Moore,64,63
231,2,0:51.0,,Personal foul by D. Mitchell (drawn by E. Moore),64,63
232,2,0:51.0,,E. Moore misses free throw 1 of 2,64,63
233,2,0:51.0,,Offensive rebound by Team,64,63
234,2,0:51.0,J. Clarkson enters the game for B. Bogdanović,,64,63
235,2,0:51.0,E. Mudiay enters the game for D. Mitchell,,64,63
236,2,0:51.0,,F. Jackson enters the game for N. Alexander-Walker,64,63
237,2,0:51.0,,E. Moore makes free throw 2 of 2,64,64
238,2,0:34.0,R. Gobert makes 2-pt layup from 2 ft (assist by E. Mudiay),,66,64
239,2,0:25.0,,E. Moore misses 2-pt jump shot from 6 ft,66,64
240,2,0:24.0,,Offensive rebound by D. Favors,66,64
241,2,0:23.0,,D. Favors misses 2-pt layup from 4 ft,66,64
242,2,0:22.0,Defensive rebound by E. Mudiay,,66,64
243,2,0:01.0,J. Ingles makes 2-pt layup from 1 ft,,68,64
244,3,11:52.0,,L. Ball makes 3-pt jump shot from 26 ft (assist by J. Redick),68,67
245,3,11:34.0,R. Gobert misses 2-pt layup from 2 ft,,68,67
246,3,11:34.0,,Defensive rebound by D. Favors,68,67
247,3,11:25.0,,B. Ingram makes 2-pt dunk from 1 ft (assist by L. Ball),68,69
248,3,11:05.0,R. Gobert makes 2-pt jump shot from 1 ft (assist by D. Mitchell),,70,69
249,3,10:49.0,,D. Favors misses 2-pt hook shot from 3 ft,70,69
250,3,10:46.0,Defensive rebound by R. Gobert,,70,69
251,3,10:36.0,J. Ingles makes 3-pt jump shot from 25 ft,,73,69
252,3,10:24.0,,J. Hart misses 3-pt jump shot from 25 ft,73,69
253,3,10:21.0,Defensive rebound by R. Gobert,,73,69
254,3,10:13.0,Turnover by R. Gobert (traveling),,73,69
255,3,10:03.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by L. Ball),73,71
256,3,9:41.0,D. Mitchell makes 2-pt layup from 2 ft,,75,71
257,3,9:25.0,,L. Ball makes 2-pt jump shot from 19 ft,75,73
258,3,9:11.0,J. Ingles misses 3-pt jump shot from 27 ft,,75,73
259,3,9:08.0,Offensive rebound by R. Gobert,,75,73
260,3,8:59.0,D. Mitchell misses 3-pt jump shot from 27 ft,,75,73
261,3,8:55.0,,Defensive rebound by B. Ingram,75,73
262,3,8:49.0,,Turnover by B. Ingram (step out of bounds),75,73
263,3,8:31.0,B. Bogdanović makes 2-pt layup from 1 ft,,77,73
264,3,8:14.0,,L. Ball misses 2-pt jump shot from 15 ft,77,73
265,3,8:10.0,Defensive rebound by J. Ingles,,77,73
266,3,8:06.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,77,73
267,3,8:05.0,,Defensive rebound by Team,77,73
268,3,8:05.0,Loose ball foul by R. Gobert (drawn by L. Ball),,77,73
269,3,7:58.0,,B. Ingram misses 3-pt jump shot from 27 ft,77,73
270,3,7:54.0,Defensive rebound by D. Mitchell,,77,73
271,3,7:34.0,B. Bogdanović makes 2-pt layup from 2 ft,,79,73
272,3,7:29.0,,J. Redick misses 3-pt jump shot from 29 ft,79,73
273,3,7:26.0,,Offensive rebound by L. Ball,79,73
274,3,7:26.0,,Turnover by L. Ball (traveling),79,73
275,3,7:16.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by J. Ingles),,82,73
276,3,7:07.0,,New Orleans full timeout,82,73
277,3,7:00.0,,D. Favors makes 2-pt dunk from 1 ft (assist by B. Ingram),82,75
278,3,6:42.0,Offensive foul by R. Gobert (drawn by J. Hart),,82,75
279,3,6:42.0,Turnover by R. Gobert (offensive foul),,82,75
280,3,6:28.0,,B. Ingram makes 2-pt layup from 1 ft,82,77
281,3,6:13.0,Shooting foul by D. Favors (drawn by D. Mitchell),,82,77
282,3,6:13.0,D. Mitchell makes free throw 1 of 2,,83,77
283,3,6:13.0,D. Mitchell makes free throw 2 of 2,,84,77
284,3,6:02.0,,Shooting foul by R. O'Neale (drawn by B. Ingram),84,77
285,3,6:02.0,,B. Ingram makes free throw 1 of 2,84,78
286,3,6:02.0,J. Clarkson enters the game for D. Mitchell,,84,78
287,3,6:02.0,,B. Ingram makes free throw 2 of 2,84,79
288,3,5:46.0,B. Bogdanović makes 2-pt layup from 1 ft,,86,79
289,3,5:34.0,,B. Ingram makes 2-pt layup from 2 ft,86,81
290,3,5:29.0,R. O'Neale makes 3-pt jump shot from 22 ft (assist by J. Clarkson),,89,81
291,3,5:08.0,,B. Ingram misses 2-pt layup from 2 ft,89,81
292,3,5:07.0,Defensive rebound by R. Gobert,,89,81
293,3,5:07.0,Personal take foul by B. Ingram (drawn by R. Gobert),,89,81
294,3,5:07.0,Technical foul by B. Ingram,,89,81
295,3,5:07.0,B. Bogdanović makes technical free throw,,90,81
296,3,5:07.0,E. Mudiay enters the game for J. Ingles,,90,81
297,3,5:07.0,,J. Hayes enters the game for D. Favors,90,81
298,3,5:07.0,,E. Moore enters the game for J. Hart,90,81
299,3,4:47.0,Shooting foul by J. Hayes (drawn by B. Bogdanović),,90,81
300,3,4:47.0,B. Bogdanović makes free throw 1 of 2,,91,81
301,3,4:47.0,B. Bogdanović makes free throw 2 of 2,,92,81
302,3,4:27.0,,J. Hayes makes 2-pt dunk from 1 ft (assist by B. Ingram),92,83
303,3,4:24.0,Technical foul by J. Hayes,,92,83
304,3,4:24.0,B. Bogdanović makes technical free throw,,93,83
305,3,4:24.0,G. Niang enters the game for R. O'Neale,,93,83
306,3,4:24.0,,N. Alexander-Walker enters the game for L. Ball,93,83
307,3,4:13.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,93,83
308,3,4:10.0,,Defensive rebound by J. Hayes,93,83
309,3,4:01.0,,Shooting foul by J. Clarkson (drawn by N. Alexander-Walker),93,83
310,3,4:01.0,,Technical foul by J. Clarkson,93,83
311,3,4:01.0,,J. Redick makes technical free throw,93,84
312,3,4:01.0,,N. Alexander-Walker misses free throw 1 of 2,93,84
313,3,4:01.0,,Offensive rebound by Team,93,84
314,3,4:01.0,,N. Alexander-Walker misses free throw 2 of 2,93,84
315,3,4:00.0,,Offensive rebound by Team,93,84
316,3,4:00.0,Loose ball foul by B. Bogdanović (drawn by J. Hayes),,93,84
317,3,3:50.0,,J. Hayes makes 2-pt dunk at rim (assist by N. Alexander-Walker),93,86
318,3,3:23.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,93,86
319,3,3:21.0,,Defensive rebound by N. Alexander-Walker,93,86
320,3,3:12.0,,B. Ingram makes 2-pt jump shot from 14 ft,93,88
321,3,3:12.0,Utah full timeout,,93,88
322,3,3:12.0,T. Bradley enters the game for B. Bogdanović,,93,88
323,3,3:12.0,D. Mitchell enters the game for R. Gobert,,93,88
324,3,2:53.0,Offensive foul by T. Bradley (drawn by J. Hayes),,93,88
325,3,2:53.0,Turnover by T. Bradley (offensive foul),,93,88
326,3,2:43.0,,N. Alexander-Walker misses 2-pt layup from 4 ft (block by T. Bradley),93,88
327,3,2:40.0,Defensive rebound by G. Niang,,93,88
328,3,2:38.0,E. Mudiay misses 2-pt layup from 2 ft (block by B. Ingram),,93,88
329,3,2:35.0,,Defensive rebound by J. Redick,93,88
330,3,2:33.0,,E. Moore misses 3-pt jump shot from 25 ft,93,88
331,3,2:30.0,,Offensive rebound by B. Ingram,93,88
332,3,2:28.0,,Shooting foul by T. Bradley (drawn by B. Ingram),93,88
333,3,2:28.0,,B. Ingram makes free throw 1 of 2,93,89
334,3,2:28.0,R. O'Neale enters the game for E. Mudiay,,93,89
335,3,2:28.0,,B. Ingram makes free throw 2 of 2,93,90
336,3,2:15.0,D. Mitchell makes 2-pt jump shot from 12 ft,,95,90
337,3,1:53.0,,B. Ingram makes 2-pt jump shot from 9 ft,95,92
338,3,1:37.0,J. Clarkson misses 3-pt jump shot from 25 ft,,95,92
339,3,1:35.0,,Defensive rebound by J. Redick,95,92
340,3,1:27.0,,B. Ingram misses 3-pt jump shot from 25 ft,95,92
341,3,1:24.0,Defensive rebound by G. Niang,,95,92
342,3,1:15.0,D. Mitchell misses 3-pt jump shot from 24 ft,,95,92
343,3,1:11.0,,Defensive rebound by E. Moore,95,92
344,3,1:01.0,,J. Redick makes 2-pt layup from 1 ft (assist by J. Hayes),95,94
345,3,0:40.0,D. Mitchell misses 2-pt jump shot from 16 ft,,95,94
346,3,0:37.0,,Defensive rebound by N. Alexander-Walker,95,94
347,3,0:20.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Hayes),95,97
348,3,0:03.0,Personal foul by E. Moore (drawn by D. Mitchell),,95,97
349,3,0:03.0,J. Ingles enters the game for J. Clarkson,,95,97
350,3,0:03.0,,J. Hart enters the game for J. Redick,95,97
351,3,0:01.0,D. Mitchell misses 3-pt jump shot from 27 ft,,95,97
352,3,0:01.0,Offensive rebound by Team,,95,97
353,4,11:44.0,J. Ingles misses 2-pt layup from 2 ft,,95,97
354,4,11:42.0,,Defensive rebound by J. Hart,95,97
355,4,11:24.0,,E. Moore makes 2-pt hook shot from 5 ft,95,99
356,4,11:07.0,J. Clarkson makes 2-pt layup from 2 ft,,97,99
357,4,10:52.0,,L. Ball misses 2-pt layup from 3 ft (block by T. Bradley),97,99
358,4,10:48.0,Defensive rebound by G. Niang,,97,99
359,4,10:45.0,G. Niang makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,100,99
360,4,10:24.0,,E. Moore misses 2-pt jump shot from 4 ft,100,99
361,4,10:22.0,Defensive rebound by T. Bradley,,100,99
362,4,10:17.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by D. Mitchell),,103,99
363,4,10:11.0,,New Orleans full timeout,103,99
364,4,9:56.0,,Shooting foul by T. Bradley (drawn by E. Moore),103,99
365,4,9:56.0,,E. Moore makes free throw 1 of 2,103,100
366,4,9:56.0,,E. Moore makes free throw 2 of 2,103,101
367,4,9:44.0,Personal foul by K. Williams (drawn by T. Bradley),,103,101
368,4,9:36.0,D. Mitchell misses 2-pt jump shot from 14 ft,,103,101
369,4,9:32.0,,Defensive rebound by E. Moore,103,101
370,4,9:13.0,,E. Moore makes 2-pt layup from 1 ft,103,103
371,4,9:00.0,Personal foul by J. Hart (drawn by D. Mitchell),,103,103
372,4,9:00.0,B. Bogdanović enters the game for T. Bradley,,103,103
373,4,9:00.0,R. Gobert enters the game for J. Clarkson,,103,103
374,4,9:00.0,E. Mudiay enters the game for D. Mitchell,,103,103
375,4,8:53.0,Turnover by E. Mudiay (bad pass; steal by K. Williams),,103,103
376,4,8:44.0,,J. Hart misses 3-pt jump shot from 26 ft,103,103
377,4,8:41.0,Defensive rebound by R. Gobert,,103,103
378,4,8:32.0,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),,105,103
379,4,8:19.0,,E. Moore misses 2-pt jump shot from 6 ft,105,103
380,4,8:17.0,Defensive rebound by R. Gobert,,105,103
381,4,8:01.0,E. Mudiay makes 2-pt layup from 2 ft (assist by R. Gobert),,107,103
