,QUARTER,TIME_REMAINING,DENVER_ACTION,CHARLOTTE_ACTION,DENVER_SCORE,CHARLOTTE_SCORE
27,1,7:45.0,P. Millsap makes free throw 2 of 2,,7,11
28,1,7:32.0,,D. Graham makes 2-pt layup from 1 ft (assist by C. Zeller),7,13
29,1,7:12.0,W. Barton makes 2-pt jump shot from 8 ft (assist by P. Millsap),,9,13
30,1,6:58.0,,P. Washington makes 3-pt jump shot from 25 ft (assist by D. Graham),9,16
31,1,6:38.0,P. Millsap makes 2-pt layup at rim (assist by N. Jokić),,11,16
32,1,6:20.0,,Turnover by D. Graham (bad pass; steal by N. Jokić),11,16
33,1,6:17.0,G. Harris makes 2-pt dunk from 1 ft (assist by N. Jokić),,13,16
34,1,6:16.0,,Charlotte full timeout,13,16
35,1,6:16.0,,C. Martin enters the game for D. Graham,13,16
36,1,5:53.0,,P. Washington misses 3-pt jump shot from 25 ft (block by N. Jokić),13,16
37,1,5:51.0,Defensive rebound by W. Barton,,13,16
38,1,5:49.0,Turnover by N. Jokić (bad pass; steal by C. Martin),,13,16
39,1,5:40.0,,Shooting foul by P. Millsap (drawn by C. Zeller),13,16
40,1,5:40.0,,C. Zeller makes free throw 1 of 2,13,17
41,1,5:40.0,,C. Zeller makes free throw 2 of 2,13,18
42,1,5:23.0,Personal foul by C. Zeller (drawn by G. Harris),,13,18
43,1,5:23.0,M. Morris enters the game for J. Murray,,13,18
44,1,5:23.0,,W. Hernangómez enters the game for C. Zeller,13,18
45,1,5:10.0,G. Harris misses 3-pt jump shot from 25 ft,,13,18
46,1,5:07.0,,Defensive rebound by C. Martin,13,18
47,1,4:50.0,,P. Washington makes 2-pt hook shot from 5 ft,13,20
48,1,4:39.0,P. Millsap misses 2-pt layup at rim,,13,20
49,1,4:38.0,Offensive rebound by P. Millsap,,13,20
50,1,4:38.0,P. Millsap misses 2-pt layup from 3 ft,,13,20
51,1,4:37.0,Offensive rebound by P. Millsap,,13,20
52,1,4:24.0,P. Millsap makes 3-pt jump shot from 25 ft (assist by W. Barton),,16,20
53,1,4:12.0,,P. Washington misses 3-pt jump shot from 27 ft,16,20
54,1,4:09.0,Defensive rebound by M. Morris,,16,20
55,1,4:06.0,P. Millsap makes 2-pt layup from 1 ft (assist by M. Morris),,18,20
56,1,3:55.0,,P. Washington misses 2-pt layup from 1 ft,18,20
57,1,3:54.0,,Offensive rebound by J. McDaniels,18,20
58,1,3:54.0,T. Craig enters the game for W. Barton,,18,20
59,1,3:54.0,J. Grant enters the game for P. Millsap,,18,20
60,1,3:54.0,,M. Bridges enters the game for P. Washington,18,20
61,1,3:43.0,,T. Rozier makes 3-pt jump shot from 27 ft,18,23
62,1,3:19.0,J. Grant misses 2-pt layup from 3 ft,,18,23
63,1,3:17.0,,Defensive rebound by W. Hernangómez,18,23
64,1,3:15.0,,Turnover by T. Rozier (lost ball; steal by G. Harris),18,23
65,1,3:11.0,G. Harris makes 2-pt layup from 1 ft,,20,23
66,1,2:56.0,,J. McDaniels makes 2-pt layup from 1 ft (assist by C. Martin),20,25
67,1,2:45.0,Personal foul by T. Rozier (drawn by N. Jokić),,20,25
68,1,2:45.0,Denver full timeout,,20,25
69,1,2:45.0,J. Murray enters the game for G. Harris,,20,25
70,1,2:45.0,M. Plumlee enters the game for N. Jokić,,20,25
71,1,2:45.0,,D. Graham enters the game for T. Rozier,20,25
72,1,2:41.0,M. Morris makes 2-pt jump shot from 16 ft (assist by J. Murray),,22,25
73,1,2:23.0,,W. Hernangómez makes 2-pt layup from 1 ft (assist by C. Martin),22,27
74,1,2:11.0,T. Craig makes 2-pt layup from 1 ft (assist by M. Plumlee),,24,27
75,1,1:53.0,,W. Hernangómez makes 2-pt layup from 1 ft (assist by C. Martin),24,29
76,1,1:33.0,J. Murray makes 2-pt jump shot from 16 ft (assist by T. Craig),,26,29
77,1,1:18.0,,J. McDaniels makes 2-pt hook shot from 4 ft (assist by M. Bridges),26,31
78,1,0:58.0,Personal foul by J. McDaniels (drawn by M. Plumlee),,26,31
79,1,0:58.0,,C. Martin enters the game for J. McDaniels,26,31
80,1,0:46.0,J. Murray makes 3-pt jump shot from 26 ft (assist by J. Grant),,29,31
81,1,0:27.0,,Shooting foul by J. Grant (drawn by M. Bridges),29,31
82,1,0:27.0,,M. Bridges misses free throw 1 of 2,29,31
83,1,0:27.0,,Offensive rebound by Team,29,31
84,1,0:27.0,,M. Bridges makes free throw 2 of 2,29,32
85,1,0:03.0,M. Morris makes 2-pt layup from 2 ft,,31,32
86,1,0:00.0,,D. Graham makes 2-pt jump shot from 16 ft,31,34
87,1,0:00.0,,Instant Replay (Request: Ruling Stands),31,34
88,2,11:49.0,,Personal foul by M. Plumlee (drawn by W. Hernangómez),31,34
89,2,11:42.0,,Offensive foul by M. Bridges (drawn by J. Grant),31,34
90,2,11:42.0,,Turnover by M. Bridges (offensive foul),31,34
91,2,11:24.0,T. Craig misses 3-pt jump shot from 26 ft,,31,34
92,2,11:20.0,Offensive rebound by J. Murray,,31,34
93,2,11:14.0,J. Murray misses 3-pt jump shot from 24 ft,,31,34
94,2,11:11.0,,Defensive rebound by W. Hernangómez,31,34
95,2,11:02.0,,D. Graham misses 2-pt layup from 2 ft,31,34
96,2,11:01.0,Defensive rebound by J. Grant,,31,34
97,2,10:55.0,T. Craig makes 2-pt layup from 2 ft,,33,34
98,2,10:43.0,,C. Martin misses 2-pt jump shot from 20 ft,33,34
99,2,10:41.0,,Offensive rebound by C. Martin,33,34
100,2,10:41.0,,Shooting foul by M. Plumlee (drawn by C. Martin),33,34
101,2,10:41.0,,C. Martin misses free throw 1 of 2,33,34
102,2,10:41.0,,Offensive rebound by Team,33,34
103,2,10:41.0,,C. Martin makes free throw 2 of 2,33,35
104,2,10:28.0,J. Grant misses 2-pt layup from 2 ft,,33,35
105,2,10:28.0,Offensive rebound by Team,,33,35
106,2,10:23.0,M. Plumlee makes 2-pt layup from 2 ft (assist by J. Murray),,35,35
107,2,9:57.0,,W. Hernangómez makes 2-pt jump shot from 2 ft,35,37
108,2,9:34.0,J. Murray misses 2-pt jump shot from 20 ft,,35,37
109,2,9:31.0,Offensive rebound by T. Craig,,35,37
110,2,9:29.0,T. Craig makes 2-pt layup from 1 ft,,37,37
111,2,9:24.0,,D. Graham makes 3-pt jump shot from 27 ft,37,40
112,2,9:06.0,Turnover by M. Morris (bad pass; steal by M. Bridges),,37,40
113,2,9:04.0,,Turnover by M. Bridges (bad pass; steal by J. Grant),37,40
114,2,9:02.0,Turnover by J. Grant (bad pass; steal by C. Martin),,37,40
115,2,8:51.0,,Shooting foul by M. Morris (drawn by D. Graham),37,40
116,2,8:51.0,,D. Graham makes free throw 1 of 2,37,41
117,2,8:51.0,W. Barton enters the game for J. Murray,,37,41
118,2,8:51.0,,J. McDaniels enters the game for M. Bridges,37,41
119,2,8:51.0,,P. Washington enters the game for W. Hernangómez,37,41
120,2,8:51.0,,C. Zeller enters the game for C. Martin,37,41
121,2,8:51.0,,D. Graham makes free throw 2 of 2,37,42
122,2,8:34.0,W. Barton misses 3-pt jump shot from 23 ft,,37,42
123,2,8:32.0,,Defensive rebound by C. Zeller,37,42
124,2,8:18.0,,P. Washington misses 3-pt jump shot from 25 ft,37,42
125,2,8:15.0,Defensive rebound by Team,,37,42
126,2,8:15.0,,T. Rozier enters the game for D. Graham,37,42
127,2,7:55.0,M. Morris makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,40,42
128,2,7:31.0,,Offensive foul by P. Washington (drawn by J. Grant),40,42
129,2,7:31.0,,Turnover by P. Washington (offensive foul),40,42
130,2,7:31.0,G. Harris enters the game for T. Craig,,40,42
131,2,7:31.0,N. Jokić enters the game for M. Plumlee,,40,42
132,2,7:08.0,N. Jokić misses 2-pt jump shot from 13 ft,,40,42
133,2,7:04.0,Offensive rebound by N. Jokić,,40,42
134,2,6:58.0,J. Grant makes 2-pt layup from 2 ft (assist by M. Morris),,42,42
135,2,6:58.0,Shooting foul by J. McDaniels (drawn by J. Grant),,42,42
136,2,6:58.0,,Charlotte full timeout,42,42
137,2,6:58.0,,C. Martin enters the game for C. Martin,42,42
138,2,6:58.0,J. Grant makes free throw 1 of 1,,43,42
139,2,6:47.0,,Personal foul by N. Jokić (drawn by C. Martin),43,42
140,2,6:35.0,,P. Washington misses 2-pt hook shot from 6 ft,43,42
141,2,6:32.0,Defensive rebound by W. Barton,,43,42
142,2,6:29.0,M. Morris makes 2-pt layup from 1 ft,,45,42
143,2,6:18.0,,T. Rozier misses 2-pt jump shot from 13 ft,45,42
144,2,6:15.0,Defensive rebound by N. Jokić,,45,42
145,2,6:05.0,J. Grant makes 2-pt jump shot from 20 ft (assist by M. Morris),,47,42
146,2,5:44.0,,P. Washington makes 3-pt jump shot from 23 ft,47,45
147,2,5:32.0,Offensive foul by N. Jokić (drawn by J. McDaniels),,47,45
148,2,5:32.0,Turnover by N. Jokić (offensive foul),,47,45
149,2,5:32.0,P. Millsap enters the game for J. Grant,,47,45
150,2,5:13.0,,P. Washington misses 3-pt jump shot from 25 ft,47,45
151,2,5:11.0,Defensive rebound by W. Barton,,47,45
152,2,5:04.0,W. Barton makes 2-pt layup at rim,,49,45
153,2,4:50.0,,C. Zeller misses 3-pt jump shot from 27 ft,49,45
154,2,4:50.0,Defensive rebound by Team,,49,45
155,2,4:50.0,J. Murray enters the game for M. Morris,,49,45
156,2,4:50.0,,M. Bridges enters the game for J. McDaniels,49,45
157,2,4:33.0,N. Jokić makes 2-pt layup from 1 ft (assist by J. Murray),,51,45
158,2,4:22.0,,C. Zeller misses 2-pt jump shot from 4 ft,51,45
159,2,4:20.0,Defensive rebound by N. Jokić,,51,45
160,2,4:19.0,G. Harris misses 2-pt layup from 3 ft,,51,45
161,2,4:18.0,Offensive rebound by G. Harris,,51,45
162,2,4:18.0,Shooting foul by C. Martin (drawn by G. Harris),,51,45
163,2,4:18.0,G. Harris makes free throw 1 of 2,,52,45
164,2,4:18.0,,D. Graham enters the game for C. Martin,52,45
165,2,4:18.0,G. Harris misses free throw 2 of 2,,52,45
166,2,4:15.0,,Defensive rebound by M. Bridges,52,45
167,2,3:54.0,,M. Bridges misses 3-pt jump shot from 24 ft,52,45
168,2,3:52.0,Defensive rebound by W. Barton,,52,45
169,2,3:43.0,P. Millsap misses 2-pt jump shot from 13 ft,,52,45
170,2,3:41.0,,Defensive rebound by M. Bridges,52,45
171,2,3:30.0,,P. Washington makes 2-pt layup from 2 ft (assist by C. Zeller),52,47
172,2,3:17.0,Shooting foul by P. Washington (drawn by N. Jokić),,52,47
173,2,3:17.0,N. Jokić makes free throw 1 of 2,,53,47
174,2,3:17.0,N. Jokić makes free throw 2 of 2,,54,47
175,2,2:57.0,,M. Bridges misses 2-pt layup from 1 ft,54,47
176,2,2:53.0,,Offensive rebound by C. Zeller,54,47
177,2,2:52.0,,C. Zeller misses 3-pt jump shot from 26 ft,54,47
178,2,2:52.0,,Offensive rebound by Team,54,47
179,2,2:52.0,,Turnover by Team (shot clock),54,47
180,2,2:52.0,Denver full timeout,,54,47
181,2,2:52.0,,W. Hernangómez enters the game for P. Washington,54,47
182,2,2:52.0,,C. Martin enters the game for C. Zeller,54,47
183,2,2:40.0,N. Jokić makes 2-pt jump shot from 15 ft (assist by G. Harris),,56,47
184,2,2:16.0,,T. Rozier misses 2-pt jump shot from 9 ft,56,47
185,2,2:13.0,Defensive rebound by N. Jokić,,56,47
186,2,2:08.0,W. Barton makes 2-pt layup from 1 ft (assist by N. Jokić),,58,47
187,2,1:44.0,,C. Martin makes 2-pt layup from 1 ft (assist by D. Graham),58,49
188,2,1:33.0,P. Millsap misses 2-pt jump shot from 6 ft,,58,49
189,2,1:31.0,,Defensive rebound by W. Hernangómez,58,49
190,2,1:26.0,,D. Graham misses 3-pt jump shot from 29 ft,58,49
191,2,1:24.0,,Offensive rebound by W. Hernangómez,58,49
192,2,1:12.0,,Turnover by C. Martin (bad pass; steal by G. Harris),58,49
193,2,1:12.0,Personal take foul by D. Graham (drawn by G. Harris),,58,49
194,2,1:12.0,,C. Martin enters the game for T. Rozier,58,49
195,2,0:59.0,P. Millsap misses 3-pt jump shot from 23 ft,,58,49
196,2,0:57.0,,Defensive rebound by Team,58,49
197,2,0:57.0,Loose ball foul by N. Jokić (drawn by C. Martin),,58,49
198,2,0:57.0,Denver full timeout,,58,49
199,2,0:57.0,Instant Replay (Challenge: Ruling Stands),,58,49
200,2,0:57.0,M. Plumlee enters the game for N. Jokić,,58,49
201,2,0:57.0,,C. Martin makes free throw 1 of 2,58,50
202,2,0:57.0,,C. Martin makes free throw 2 of 2,58,51
203,2,0:36.0,M. Plumlee misses 2-pt layup from 1 ft (block by M. Bridges),,58,51
204,2,0:35.0,Offensive rebound by P. Millsap,,58,51
205,2,0:35.0,P. Millsap makes 2-pt jump shot from 13 ft,,60,51
206,2,0:20.0,,Turnover by C. Martin (bad pass; steal by P. Millsap),60,51
207,2,0:18.0,Turnover by P. Millsap (bad pass),,60,51
208,2,0:18.0,T. Craig enters the game for J. Murray,,60,51
209,2,0:18.0,,T. Rozier enters the game for W. Hernangómez,60,51
210,2,0:18.0,,P. Washington enters the game for C. Martin,60,51
211,2,0:02.0,,D. Graham misses 3-pt jump shot from 27 ft,60,51
212,2,0:02.0,Defensive rebound by W. Barton,,60,51
213,3,11:47.0,,C. Zeller makes 2-pt layup from 2 ft (assist by D. Graham),60,53
214,3,11:22.0,N. Jokić misses 2-pt jump shot from 12 ft,,60,53
215,3,11:19.0,,Defensive rebound by C. Zeller,60,53
216,3,10:55.0,,P. Washington misses 2-pt jump shot from 4 ft,60,53
217,3,10:50.0,Defensive rebound by J. Murray,,60,53
218,3,10:29.0,J. Murray misses 2-pt jump shot from 9 ft,,60,53
219,3,10:27.0,,Defensive rebound by D. Graham,60,53
220,3,10:21.0,,D. Graham makes 3-pt jump shot from 25 ft (assist by T. Rozier),60,56
221,3,10:02.0,W. Barton makes 3-pt jump shot from 26 ft (assist by J. Murray),,63,56
222,3,9:50.0,,P. Washington misses 3-pt jump shot from 26 ft,63,56
223,3,9:48.0,Defensive rebound by G. Harris,,63,56
224,3,9:34.0,W. Barton misses 3-pt jump shot from 25 ft,,63,56
225,3,9:31.0,,Defensive rebound by M. Bridges,63,56
226,3,9:28.0,,D. Graham makes 3-pt jump shot from 25 ft (assist by M. Bridges),63,59
227,3,9:09.0,G. Harris misses 2-pt hook shot from 2 ft,,63,59
228,3,9:06.0,Offensive rebound by N. Jokić,,63,59
229,3,9:05.0,N. Jokić misses 2-pt layup from 1 ft,,63,59
230,3,9:05.0,Offensive rebound by N. Jokić,,63,59
231,3,9:03.0,Turnover by N. Jokić (out of bounds lost ball),,63,59
232,3,9:03.0,Violation by Team (delay of game),,63,59
233,3,8:47.0,,D. Graham misses 3-pt jump shot from 26 ft,63,59
234,3,8:45.0,Defensive rebound by N. Jokić,,63,59
235,3,8:41.0,Personal foul by C. Zeller (drawn by N. Jokić),,63,59
236,3,8:31.0,P. Millsap misses 2-pt layup from 2 ft,,63,59
237,3,8:30.0,,Defensive rebound by P. Washington,63,59
238,3,8:20.0,,C. Zeller misses 2-pt layup from 3 ft,63,59
239,3,8:18.0,,Offensive rebound by C. Zeller,63,59
240,3,8:06.0,,T. Rozier makes 3-pt jump shot from 25 ft (assist by P. Washington),63,62
241,3,7:45.0,Personal foul by M. Bridges (drawn by J. Murray),,63,62
242,3,7:37.0,N. Jokić misses 3-pt jump shot from 25 ft,,63,62
243,3,7:35.0,,Defensive rebound by C. Zeller,63,62
244,3,7:29.0,,D. Graham makes 2-pt layup from 2 ft,63,64
245,3,7:29.0,,Shooting foul by J. Murray (drawn by D. Graham),63,64
246,3,7:29.0,,D. Graham makes free throw 1 of 1,63,65
247,3,7:18.0,Turnover by N. Jokić (lost ball; steal by D. Graham),,63,65
248,3,7:13.0,,D. Graham misses 3-pt jump shot from 25 ft,63,65
249,3,7:11.0,Defensive rebound by G. Harris,,63,65
250,3,7:07.0,Offensive foul by N. Jokić (drawn by P. Washington),,63,65
251,3,7:07.0,Turnover by N. Jokić (offensive foul),,63,65
252,3,7:07.0,M. Plumlee enters the game for N. Jokić,,63,65
253,3,6:56.0,,Shooting foul by P. Millsap (drawn by C. Zeller),63,65
254,3,6:56.0,,Charlotte full timeout,63,65
255,3,6:56.0,,J. McDaniels enters the game for M. Bridges,63,65
256,3,6:56.0,,C. Zeller makes free throw 1 of 2,63,66
257,3,6:56.0,,C. Zeller makes free throw 2 of 2,63,67
258,3,6:54.0,Personal foul by T. Rozier (drawn by J. Murray),,63,67
259,3,6:38.0,Shooting foul by T. Rozier (drawn by J. Murray),,63,67
260,3,6:38.0,J. Murray makes free throw 1 of 2,,64,67
261,3,6:38.0,J. Murray makes free throw 2 of 2,,65,67
262,3,6:27.0,,Turnover by D. Graham (bad pass; steal by J. Murray),65,67
263,3,6:23.0,J. Murray makes 2-pt layup from 2 ft (assist by G. Harris),,67,67
264,3,6:08.0,,Shooting foul by P. Millsap (drawn by P. Washington),67,67
265,3,6:08.0,,P. Washington misses free throw 1 of 2,67,67
266,3,6:08.0,,Offensive rebound by Team,67,67
267,3,6:08.0,,W. Hernangómez enters the game for T. Rozier,67,67
268,3,6:08.0,,C. Martin enters the game for C. Zeller,67,67
269,3,6:08.0,,P. Washington makes free throw 2 of 2,67,68
270,3,5:46.0,M. Plumlee makes 2-pt hook shot from 4 ft (assist by W. Barton),,69,68
271,3,5:26.0,,W. Hernangómez misses 2-pt hook shot from 7 ft (block by M. Plumlee),69,68
272,3,5:23.0,Defensive rebound by P. Millsap,,69,68
273,3,5:23.0,J. Grant enters the game for P. Millsap,,69,68
274,3,5:23.0,M. Morris enters the game for J. Murray,,69,68
275,3,5:12.0,G. Harris misses 2-pt layup from 1 ft,,69,68
276,3,5:08.0,,Defensive rebound by C. Martin,69,68
277,3,5:05.0,,J. McDaniels misses 2-pt layup from 3 ft (block by J. Grant),69,68
278,3,5:05.0,,Offensive rebound by J. McDaniels,69,68
279,3,5:05.0,,J. McDaniels makes 2-pt layup from 1 ft,69,70
280,3,5:05.0,,Shooting foul by M. Plumlee (drawn by J. McDaniels),69,70
281,3,5:05.0,,J. McDaniels makes free throw 1 of 1,69,71
282,3,4:48.0,Turnover by M. Morris (bad pass; steal by C. Martin),,69,71
283,3,4:34.0,,W. Hernangómez makes 2-pt dunk from 2 ft (assist by P. Washington),69,73
284,3,4:17.0,W. Barton misses 3-pt jump shot from 26 ft,,69,73
285,3,4:17.0,,Defensive rebound by W. Hernangómez,69,73
286,3,4:14.0,,Turnover by D. Graham (bad pass),69,73
287,3,3:51.0,G. Harris misses 3-pt jump shot from 26 ft,,69,73
288,3,3:45.0,Offensive rebound by J. Grant,,69,73
289,3,3:45.0,J. Grant misses 2-pt dunk from 1 ft,,69,73
290,3,3:45.0,,Defensive rebound by C. Martin,69,73
291,3,3:29.0,,Turnover by C. Martin (bad pass; steal by M. Morris),69,73
292,3,3:27.0,Shooting foul by C. Martin (drawn by M. Morris),,69,73
293,3,3:27.0,M. Morris makes free throw 1 of 2,,70,73
294,3,3:27.0,T. Craig enters the game for W. Barton,,70,73
295,3,3:27.0,,M. Bridges enters the game for D. Graham,70,73
296,3,3:27.0,,T. Rozier enters the game for P. Washington,70,73
297,3,3:27.0,M. Morris makes free throw 2 of 2,,71,73
298,3,3:11.0,,M. Bridges makes 2-pt jump shot from 5 ft (assist by C. Martin),71,75
299,3,2:57.0,Shooting foul by J. McDaniels (drawn by G. Harris),,71,75
300,3,2:57.0,Denver full timeout,,71,75
301,3,2:57.0,G. Harris makes free throw 1 of 2,,72,75
302,3,2:57.0,G. Harris makes free throw 2 of 2,,73,75
303,3,2:43.0,,Personal foul by T. Craig (drawn by T. Rozier),73,75
304,3,2:43.0,,T. Rozier makes free throw 1 of 2,73,76
305,3,2:43.0,J. Murray enters the game for G. Harris,,73,76
306,3,2:43.0,,T. Rozier makes free throw 2 of 2,73,77
307,3,2:23.0,J. Murray makes 2-pt jump shot from 15 ft,,75,77
308,3,2:10.0,,M. Bridges misses 3-pt jump shot from 26 ft,75,77
309,3,2:08.0,Defensive rebound by T. Craig,,75,77
310,3,2:01.0,J. Murray misses 3-pt jump shot from 26 ft,,75,77
311,3,1:58.0,,Defensive rebound by M. Bridges,75,77
312,3,1:51.0,,W. Hernangómez makes 2-pt jump shot from 2 ft (assist by T. Rozier),75,79
313,3,1:34.0,T. Craig makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,78,79
314,3,1:09.0,,T. Rozier makes 3-pt jump shot from 26 ft,78,82
315,3,0:57.0,M. Morris makes 2-pt jump shot from 10 ft,,80,82
316,3,0:34.0,,J. McDaniels misses 2-pt jump shot from 10 ft (block by M. Morris),80,82
317,3,0:31.0,Defensive rebound by J. Murray,,80,82
318,3,0:25.0,M. Morris misses 3-pt jump shot from 25 ft,,80,82
319,3,0:22.0,Offensive rebound by T. Craig,,80,82
320,3,0:10.0,Turnover by Team (shot clock),,80,82
321,3,0:10.0,G. Harris enters the game for J. Murray,,80,82
322,3,0:10.0,,D. Graham enters the game for C. Martin,80,82
323,3,0:10.0,,C. Martin enters the game for J. McDaniels,80,82
324,3,0:01.0,,T. Rozier misses 3-pt jump shot from 25 ft,80,82
325,3,0:01.0,Defensive rebound by T. Craig,,80,82
326,4,11:44.0,M. Plumlee misses 2-pt layup from 3 ft,,80,82
327,4,11:39.0,Offensive rebound by M. Plumlee,,80,82
328,4,11:39.0,M. Plumlee makes 2-pt layup from 1 ft,,82,82
329,4,11:28.0,,Personal foul by M. Plumlee (drawn by W. Hernangómez),82,82
330,4,11:11.0,,T. Rozier makes 2-pt jump shot from 9 ft,82,84
331,4,10:47.0,J. Grant makes 2-pt jump shot from 10 ft (assist by M. Morris),,84,84
332,4,10:32.0,,C. Martin makes 3-pt jump shot from 25 ft (assist by C. Martin),84,87
333,4,10:14.0,M. Morris misses 3-pt jump shot from 25 ft,,84,87
334,4,10:10.0,,Defensive rebound by M. Bridges,84,87
335,4,10:05.0,,W. Hernangómez makes 2-pt dunk from 1 ft (assist by C. Martin),84,89
336,4,10:05.0,Denver full timeout,,84,89
337,4,10:05.0,N. Jokić enters the game for M. Plumlee,,84,89
338,4,10:00.0,Shooting foul by M. Bridges (drawn by J. Murray),,84,89
339,4,10:00.0,J. Murray makes free throw 1 of 2,,85,89
340,4,10:00.0,J. Murray makes free throw 2 of 2,,86,89
341,4,9:40.0,,C. Martin makes 2-pt layup from 2 ft (assist by C. Martin),86,91
342,4,9:27.0,J. Grant misses 3-pt jump shot from 24 ft,,86,91
343,4,9:24.0,,Defensive rebound by M. Bridges,86,91
344,4,9:21.0,,M. Bridges misses 2-pt layup from 1 ft,86,91
345,4,9:21.0,Defensive rebound by N. Jokić,,86,91
346,4,9:13.0,T. Craig misses 2-pt layup from 4 ft,,86,91
347,4,9:13.0,,Defensive rebound by M. Bridges,86,91
348,4,8:58.0,,T. Rozier misses 3-pt jump shot from 25 ft,86,91
349,4,8:56.0,Defensive rebound by N. Jokić,,86,91
350,4,8:52.0,Turnover by J. Murray (traveling),,86,91
351,4,8:52.0,,D. Graham enters the game for M. Bridges,86,91
352,4,8:52.0,,P. Washington enters the game for C. Martin,86,91
353,4,8:37.0,,T. Rozier makes 3-pt jump shot from 26 ft (assist by D. Graham),86,94
354,4,8:21.0,Personal foul by T. Rozier (drawn by N. Jokić),,86,94
355,4,8:21.0,W. Barton enters the game for T. Craig,,86,94
356,4,8:21.0,G. Harris enters the game for J. Murray,,86,94
357,4,8:21.0,,C. Martin enters the game for T. Rozier,86,94
358,4,8:15.0,M. Morris makes 2-pt jump shot from 16 ft,,88,94
359,4,7:55.0,,W. Hernangómez misses 3-pt jump shot from 25 ft,88,94
360,4,7:52.0,Defensive rebound by W. Barton,,88,94
361,4,7:42.0,Turnover by N. Jokić (bad pass; steal by P. Washington),,88,94
362,4,7:38.0,,Turnover by C. Martin (bad pass),88,94
363,4,7:19.0,G. Harris makes 2-pt jump shot from 22 ft (assist by N. Jokić),,90,94
364,4,7:19.0,Instant Replay (Request: Ruling Stands),,90,94
365,4,7:04.0,,Personal foul by J. Grant (drawn by D. Graham),90,94
366,4,6:52.0,,W. Hernangómez misses 2-pt layup from 2 ft,90,94
367,4,6:49.0,,Offensive rebound by W. Hernangómez,90,94
368,4,6:49.0,,W. Hernangómez makes 2-pt layup at rim,90,96
369,4,6:37.0,J. Grant makes 2-pt layup from 2 ft (assist by N. Jokić),,92,96
370,4,6:19.0,,W. Hernangómez misses 2-pt jump shot from 6 ft,92,96
371,4,6:18.0,Defensive rebound by Team,,92,96
372,4,6:18.0,,Loose ball foul by W. Hernangómez (drawn by N. Jokić),92,96
373,4,6:18.0,,C. Zeller enters the game for W. Hernangómez,92,96
374,4,5:57.0,N. Jokić makes 2-pt jump shot from 9 ft,,94,96
375,4,5:31.0,,D. Graham misses 3-pt jump shot from 25 ft,94,96
376,4,5:31.0,Defensive rebound by Team,,94,96
377,4,5:09.0,W. Barton makes 2-pt dunk from 2 ft,,96,96
378,4,5:09.0,,Charlotte full timeout,96,96
379,4,5:09.0,J. Murray enters the game for M. Morris,,96,96
380,4,5:09.0,,T. Rozier enters the game for C. Martin,96,96
381,4,4:52.0,,T. Rozier misses 3-pt jump shot from 25 ft,96,96
382,4,4:50.0,Defensive rebound by N. Jokić,,96,96
383,4,4:33.0,Personal foul by C. Martin (drawn by J. Grant),,96,96
384,4,4:33.0,,Charlotte full timeout,96,96
385,4,4:33.0,,Instant Replay (Challenge: Ruling Stands),96,96
386,4,4:26.0,J. Murray misses 3-pt jump shot from 27 ft,,96,96
