,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DETROIT_ACTION,NEW ORLEANS_SCORE,DETROIT_SCORE
94,1,1:35.0,,D. Rose makes free throw 2 of 2,28,18
95,1,1:23.0,J. Hayes makes 2-pt dunk at rim (assist by F. Jackson),,30,18
96,1,1:00.0,,C. Wood makes 2-pt layup from 2 ft (assist by J. Bone),30,20
97,1,1:00.0,,Shooting foul by J. Hayes (drawn by C. Wood),30,20
98,1,1:00.0,,C. Wood makes free throw 1 of 1,30,21
99,1,0:50.0,F. Jackson misses 3-pt jump shot from 27 ft,,30,21
100,1,0:47.0,,Defensive rebound by C. Wood,30,21
101,1,0:41.0,,D. Rose misses 2-pt jump shot from 19 ft,30,21
102,1,0:38.0,Defensive rebound by J. Hayes,,30,21
103,1,0:34.0,Turnover by L. Ball (bad pass),,30,21
104,1,0:17.0,,Personal foul by L. Ball (drawn by M. Morris),30,21
105,1,0:17.0,,M. Morris makes free throw 1 of 2,30,22
106,1,0:17.0,,M. Morris makes free throw 2 of 2,30,23
107,1,0:03.0,Shooting foul by C. Wood (drawn by J. Hayes),,30,23
108,1,0:03.0,J. Hayes makes free throw 1 of 2,,31,23
109,1,0:03.0,J. Hayes makes free throw 2 of 2,,32,23
110,2,11:43.0,,M. Morris misses 2-pt jump shot from 10 ft,32,23
111,2,11:41.0,Defensive rebound by J. Hayes,,32,23
112,2,11:29.0,F. Jackson makes 2-pt jump shot from 10 ft (assist by L. Ball),,34,23
113,2,11:18.0,,D. Rose makes 2-pt layup from 6 ft,34,25
114,2,11:04.0,Turnover by L. Ball (bad pass; steal by C. Wood),,34,25
115,2,10:59.0,,Turnover by D. Rose (lost ball; steal by F. Jackson),34,25
116,2,10:55.0,Offensive foul by F. Jackson (drawn by L. Galloway),,34,25
117,2,10:55.0,Turnover by F. Jackson (offensive foul),,34,25
118,2,10:55.0,New Orleans full timeout,,34,25
119,2,10:55.0,Instant Replay (Challenge: Stands),,34,25
120,2,10:45.0,,D. Rose misses 2-pt layup from 2 ft (block by Z. Cheatham),34,25
121,2,10:41.0,Defensive rebound by N. Alexander-Walker,,34,25
122,2,10:38.0,Z. Cheatham makes 2-pt layup from 2 ft (assist by L. Ball),,36,25
123,2,10:23.0,,J. Bone misses 2-pt jump shot from 17 ft,36,25
124,2,10:20.0,Defensive rebound by Z. Cheatham,,36,25
125,2,10:13.0,F. Jackson makes 2-pt dunk from 1 ft,,38,25
126,2,9:53.0,,L. Galloway makes 3-pt jump shot from 27 ft (assist by J. Bone),38,28
127,2,9:33.0,Turnover by N. Alexander-Walker (bad pass),,38,28
128,2,9:33.0,E. Moore enters the game for L. Ball,,38,28
129,2,9:33.0,,T. Maker enters the game for C. Wood,38,28
130,2,9:20.0,,L. Galloway makes 3-pt jump shot from 28 ft (assist by D. Rose),38,31
131,2,9:14.0,New Orleans full timeout,,38,31
132,2,8:56.0,N. Alexander-Walker misses 2-pt jump shot from 12 ft,,38,31
133,2,8:53.0,,Defensive rebound by M. Morris,38,31
134,2,8:41.0,,M. Morris misses 3-pt jump shot from 26 ft,38,31
135,2,8:38.0,Defensive rebound by Z. Cheatham,,38,31
136,2,8:38.0,Turnover by Z. Cheatham (step out of bounds),,38,31
137,2,8:38.0,N. Melli enters the game for Z. Cheatham,,38,31
138,2,8:27.0,,L. Galloway makes 2-pt jump shot from 14 ft (assist by J. Bone),38,33
139,2,8:16.0,E. Moore makes 2-pt jump shot from 15 ft,,40,33
140,2,8:00.0,,D. Rose makes 2-pt layup from 1 ft,40,35
141,2,7:53.0,Shooting foul by T. Maker (drawn by J. Hayes),,40,35
142,2,7:53.0,J. Hayes misses free throw 1 of 2,,40,35
143,2,7:53.0,Offensive rebound by Team,,40,35
144,2,7:53.0,J. Hayes misses free throw 2 of 2,,40,35
145,2,7:50.0,,Defensive rebound by M. Morris,40,35
146,2,7:38.0,,Shooting foul by J. Hayes (drawn by T. Maker),40,35
147,2,7:38.0,,T. Maker makes free throw 1 of 2,40,36
148,2,7:38.0,J. Okafor enters the game for J. Hayes,,40,36
149,2,7:38.0,,T. Maker makes free throw 2 of 2,40,37
150,2,7:25.0,N. Alexander-Walker makes 2-pt layup from 2 ft (assist by J. Okafor),,42,37
151,2,7:25.0,Shooting foul by M. Morris (drawn by N. Alexander-Walker),,42,37
152,2,7:25.0,N. Alexander-Walker makes free throw 1 of 1,,43,37
153,2,7:13.0,,D. Rose misses 2-pt layup from 2 ft (block by J. Okafor),43,37
154,2,7:13.0,,Offensive rebound by Team,43,37
155,2,7:11.0,,M. Morris misses 3-pt jump shot from 24 ft,43,37
156,2,7:08.0,Defensive rebound by J. Okafor,,43,37
157,2,6:59.0,Shooting foul by T. Maker (drawn by N. Alexander-Walker),,43,37
158,2,6:59.0,N. Alexander-Walker makes free throw 1 of 2,,44,37
159,2,6:59.0,,S. Doumbouya enters the game for M. Morris,44,37
160,2,6:59.0,N. Alexander-Walker makes free throw 2 of 2,,45,37
161,2,6:54.0,,Detroit full timeout,45,37
162,2,6:54.0,,S. Mykhailiuk enters the game for J. Bone,45,37
163,2,6:48.0,,Shooting foul by J. Okafor (drawn by D. Rose),45,37
164,2,6:48.0,,D. Rose misses free throw 1 of 2,45,37
165,2,6:48.0,,Offensive rebound by Team,45,37
166,2,6:48.0,,D. Rose makes free throw 2 of 2,45,38
167,2,6:35.0,E. Moore makes 2-pt jump shot from 6 ft,,47,38
168,2,6:09.0,,T. Maker misses 2-pt jump shot from 6 ft,47,38
169,2,6:05.0,Defensive rebound by J. Okafor,,47,38
170,2,6:01.0,F. Jackson misses 3-pt jump shot from 23 ft (block by D. Rose),,47,38
171,2,5:57.0,,Defensive rebound by S. Mykhailiuk,47,38
172,2,5:53.0,,S. Mykhailiuk makes 3-pt jump shot from 26 ft (assist by S. Doumbouya),47,41
173,2,5:36.0,F. Jackson makes 2-pt layup from 3 ft (assist by J. Okafor),,49,41
174,2,5:30.0,,L. Galloway misses 3-pt jump shot from 23 ft,49,41
175,2,5:27.0,Defensive rebound by J. Okafor,,49,41
176,2,5:21.0,J. Okafor makes 2-pt layup from 2 ft,,51,41
177,2,4:58.0,,D. Rose makes 2-pt layup from 2 ft,51,43
178,2,4:50.0,Shooting foul by T. Maker (drawn by E. Moore),,51,43
179,2,4:50.0,E. Moore makes free throw 1 of 2,,52,43
180,2,4:50.0,L. Ball enters the game for N. Alexander-Walker,,52,43
181,2,4:50.0,J. Hart enters the game for F. Jackson,,52,43
182,2,4:50.0,,B. Brown enters the game for L. Galloway,52,43
183,2,4:50.0,,A. Drummond enters the game for T. Maker,52,43
184,2,4:50.0,,T. Snell enters the game for D. Rose,52,43
185,2,4:50.0,E. Moore makes free throw 2 of 2,,53,43
186,2,4:30.0,,Turnover by B. Brown (bad pass; steal by L. Ball),53,43
187,2,4:19.0,J. Okafor misses 2-pt layup from 1 ft,,53,43
188,2,4:16.0,Offensive rebound by J. Okafor,,53,43
189,2,4:16.0,J. Okafor makes 2-pt layup at rim,,55,43
190,2,3:55.0,,A. Drummond misses 2-pt hook shot at rim,55,43
191,2,3:53.0,Defensive rebound by J. Okafor,,55,43
192,2,3:43.0,Turnover by J. Okafor (lost ball; steal by A. Drummond),,55,43
193,2,3:39.0,,B. Brown makes 2-pt layup from 1 ft,55,45
194,2,3:29.0,L. Ball misses 2-pt jump shot from 14 ft,,55,45
195,2,3:28.0,,Defensive rebound by A. Drummond,55,45
196,2,3:24.0,,Shooting foul by N. Melli (drawn by B. Brown),55,45
197,2,3:24.0,,B. Brown misses free throw 1 of 2,55,45
198,2,3:24.0,,Offensive rebound by Team,55,45
199,2,3:24.0,,B. Brown makes free throw 2 of 2,55,46
200,2,3:12.0,Personal foul by A. Drummond (drawn by J. Okafor),,55,46
201,2,3:12.0,J. Okafor makes free throw 1 of 2,,56,46
202,2,3:12.0,J. Okafor makes free throw 2 of 2,,57,46
203,2,2:52.0,,A. Drummond misses 2-pt dunk at rim,57,46
204,2,2:51.0,Defensive rebound by J. Hart,,57,46
205,2,2:43.0,N. Melli misses 3-pt jump shot from 27 ft,,57,46
206,2,2:38.0,Offensive rebound by E. Moore,,57,46
207,2,2:36.0,N. Melli makes 3-pt jump shot from 28 ft (assist by E. Moore),,60,46
208,2,2:11.0,,S. Mykhailiuk misses 2-pt jump shot from 6 ft,60,46
209,2,2:09.0,Defensive rebound by N. Melli,,60,46
210,2,2:06.0,Turnover by J. Hart (bad pass; steal by S. Doumbouya),,60,46
211,2,1:48.0,,B. Brown makes 2-pt layup at rim (assist by A. Drummond),60,48
212,2,1:31.0,J. Okafor makes 2-pt jump shot from 8 ft (assist by J. Hart),,62,48
213,2,1:05.0,,A. Drummond misses 2-pt layup from 3 ft (block by J. Okafor),62,48
214,2,1:03.0,Defensive rebound by N. Melli,,62,48
215,2,0:41.0,J. Okafor misses 2-pt hook shot from 5 ft,,62,48
216,2,0:40.0,,Defensive rebound by A. Drummond,62,48
217,2,0:31.0,,Shooting foul by N. Melli (drawn by S. Doumbouya),62,48
218,2,0:31.0,,S. Doumbouya makes free throw 1 of 2,62,49
219,2,0:31.0,,S. Doumbouya makes free throw 2 of 2,62,50
220,2,0:25.0,Personal foul by T. Snell (drawn by E. Moore),,62,50
221,2,0:25.0,E. Moore makes free throw 1 of 2,,63,50
222,2,0:25.0,Z. Cheatham enters the game for N. Melli,,63,50
223,2,0:25.0,J. Hayes enters the game for J. Okafor,,63,50
224,2,0:25.0,E. Moore misses free throw 2 of 2,,63,50
225,2,0:23.0,,Defensive rebound by S. Doumbouya,63,50
226,2,0:04.0,,A. Drummond makes 2-pt layup from 2 ft (assist by B. Brown),63,52
227,2,0:01.0,L. Ball misses 2-pt layup from 2 ft,,63,52
228,2,0:00.0,,Defensive rebound by S. Doumbouya,63,52
229,3,11:41.0,,A. Drummond makes 2-pt jump shot from 4 ft (assist by D. Rose),63,54
230,3,11:23.0,Offensive foul by E. Moore (drawn by T. Snell),,63,54
231,3,11:23.0,Turnover by E. Moore (offensive foul),,63,54
232,3,11:13.0,,D. Rose misses 3-pt jump shot from 27 ft,63,54
233,3,11:09.0,,Offensive rebound by A. Drummond,63,54
234,3,11:06.0,,S. Doumbouya makes 2-pt dunk from 2 ft (assist by A. Drummond),63,56
235,3,11:06.0,New Orleans full timeout,,63,56
236,3,10:51.0,J. Hart misses 3-pt jump shot from 26 ft,,63,56
237,3,10:48.0,,Defensive rebound by T. Snell,63,56
238,3,10:43.0,,Turnover by A. Drummond (lost ball; steal by L. Ball),63,56
239,3,10:35.0,E. Moore misses 3-pt jump shot from 23 ft,,63,56
240,3,10:33.0,,Defensive rebound by Team,63,56
241,3,10:33.0,Loose ball foul by L. Ball (drawn by A. Drummond),,63,56
242,3,10:24.0,,D. Rose misses 2-pt jump shot from 10 ft,63,56
243,3,10:22.0,Defensive rebound by L. Ball,,63,56
244,3,10:12.0,Turnover by L. Ball (lost ball; steal by A. Drummond),,63,56
245,3,10:01.0,,T. Snell misses 3-pt jump shot from 26 ft,63,56
246,3,9:59.0,Defensive rebound by Team,,63,56
247,3,9:42.0,E. Moore misses 2-pt jump shot from 6 ft (block by A. Drummond),,63,56
248,3,9:42.0,Offensive rebound by E. Moore,,63,56
249,3,9:37.0,J. Okafor misses 2-pt dunk from 1 ft (block by A. Drummond),,63,56
250,3,9:34.0,,Defensive rebound by S. Doumbouya,63,56
251,3,9:22.0,,D. Rose misses 2-pt layup from 4 ft,63,56
252,3,9:20.0,,Offensive rebound by A. Drummond,63,56
253,3,9:20.0,,A. Drummond misses 2-pt layup at rim,63,56
254,3,9:19.0,Defensive rebound by L. Ball,,63,56
255,3,9:15.0,E. Moore misses 3-pt jump shot from 24 ft,,63,56
256,3,9:11.0,Offensive rebound by J. Hart,,63,56
257,3,9:10.0,N. Melli makes 3-pt jump shot from 23 ft (assist by J. Hart),,66,56
258,3,8:47.0,,A. Drummond misses 2-pt hook shot from 6 ft,66,56
259,3,8:45.0,Defensive rebound by L. Ball,,66,56
260,3,8:33.0,J. Okafor makes 2-pt dunk at rim (assist by E. Moore),,68,56
261,3,8:16.0,,S. Doumbouya misses 3-pt jump shot from 25 ft,68,56
262,3,8:12.0,Defensive rebound by E. Moore,,68,56
263,3,8:11.0,Personal foul by S. Doumbouya (drawn by N. Melli),,68,56
264,3,8:02.0,E. Moore misses 2-pt jump shot from 20 ft,,68,56
265,3,8:00.0,,Defensive rebound by D. Rose,68,56
266,3,7:55.0,,D. Rose makes 2-pt layup from 1 ft,68,58
267,3,7:36.0,N. Melli makes 2-pt hook shot from 7 ft,,70,58
268,3,7:23.0,,Shooting foul by J. Hart (drawn by A. Drummond),70,58
269,3,7:23.0,,A. Drummond misses free throw 1 of 2,70,58
270,3,7:23.0,,Offensive rebound by Team,70,58
271,3,7:23.0,,A. Drummond makes free throw 2 of 2,70,59
272,3,7:19.0,J. Hart makes 3-pt jump shot from 23 ft (assist by L. Ball),,73,59
273,3,7:02.0,,A. Drummond misses 2-pt hook shot from 6 ft,73,59
274,3,7:02.0,,Offensive rebound by Team,73,59
275,3,6:53.0,,S. Doumbouya makes 3-pt jump shot from 26 ft (assist by D. Rose),73,62
276,3,6:40.0,E. Moore makes 2-pt layup from 3 ft (assist by L. Ball),,75,62
277,3,6:25.0,,A. Drummond misses 2-pt dunk from 1 ft,75,62
278,3,6:21.0,,Offensive rebound by A. Drummond,75,62
279,3,6:21.0,,A. Drummond makes 2-pt layup at rim,75,64
280,3,6:04.0,N. Melli makes 2-pt jump shot from 9 ft (assist by E. Moore),,77,64
281,3,5:45.0,,S. Mykhailiuk makes 3-pt jump shot from 26 ft (assist by D. Rose),77,67
282,3,5:25.0,J. Hart misses 2-pt layup from 2 ft,,77,67
283,3,5:21.0,Offensive rebound by J. Okafor,,77,67
284,3,5:21.0,J. Okafor misses 2-pt dunk from 1 ft,,77,67
285,3,5:21.0,Offensive rebound by J. Okafor,,77,67
286,3,5:17.0,Personal foul by A. Drummond (drawn by J. Okafor),,77,67
287,3,5:17.0,,L. Galloway enters the game for S. Doumbouya,77,67
288,3,5:17.0,,M. Morris enters the game for S. Mykhailiuk,77,67
289,3,5:12.0,L. Ball misses 2-pt jump shot from 18 ft,,77,67
290,3,5:09.0,,Defensive rebound by A. Drummond,77,67
291,3,4:53.0,,L. Galloway misses 3-pt jump shot from 23 ft,77,67
292,3,4:50.0,Defensive rebound by L. Ball,,77,67
293,3,4:46.0,J. Hart makes 3-pt jump shot from 25 ft (assist by L. Ball),,80,67
294,3,4:27.0,,D. Rose makes 2-pt jump shot from 10 ft,80,69
295,3,4:00.0,E. Moore misses 2-pt jump shot from 20 ft,,80,69
296,3,3:58.0,Offensive rebound by Team,,80,69
297,3,3:58.0,,Loose ball foul by D. Rose (drawn by N. Melli),80,69
298,3,3:58.0,F. Jackson enters the game for E. Moore,,80,69
299,3,3:48.0,L. Ball misses 2-pt jump shot from 10 ft,,80,69
300,3,3:47.0,,Defensive rebound by A. Drummond,80,69
301,3,3:40.0,,M. Morris misses 3-pt jump shot from 24 ft,80,69
302,3,3:38.0,Defensive rebound by J. Okafor,,80,69
303,3,3:30.0,J. Okafor makes 2-pt jump shot from 9 ft (assist by N. Melli),,82,69
304,3,3:29.0,,Detroit full timeout,82,69
305,3,3:29.0,J. Hayes enters the game for J. Okafor,,82,69
306,3,3:29.0,,B. Brown enters the game for A. Drummond,82,69
307,3,3:29.0,,C. Wood enters the game for D. Rose,82,69
308,3,3:13.0,,M. Morris misses 3-pt jump shot from 25 ft,82,69
309,3,3:09.0,Defensive rebound by J. Hart,,82,69
310,3,2:54.0,F. Jackson misses 2-pt layup from 2 ft,,82,69
311,3,2:52.0,,Defensive rebound by B. Brown,82,69
312,3,2:47.0,,T. Snell misses 2-pt jump shot from 20 ft,82,69
313,3,2:44.0,Defensive rebound by L. Ball,,82,69
314,3,2:36.0,L. Ball misses 3-pt jump shot from 23 ft,,82,69
315,3,2:33.0,,Defensive rebound by L. Galloway,82,69
316,3,2:29.0,,B. Brown makes 2-pt dunk from 1 ft (assist by T. Snell),82,71
317,3,2:04.0,L. Ball makes 3-pt jump shot from 25 ft,,85,71
318,3,1:38.0,,M. Morris misses 2-pt layup from 2 ft,85,71
319,3,1:36.0,Defensive rebound by Team,,85,71
320,3,1:16.0,Turnover by J. Hart (bad pass; steal by T. Snell),,85,71
321,3,1:12.0,,Personal foul by F. Jackson (drawn by C. Wood),85,71
322,3,1:01.0,,B. Brown makes 2-pt layup from 6 ft,85,73
323,3,0:53.0,Personal foul by M. Morris (drawn by N. Melli),,85,73
324,3,0:47.0,Flagrant foul type 1 by M. Morris (drawn by J. Hayes),,85,73
325,3,0:47.0,Instant Replay (Request: Ruling Stands),,85,73
326,3,0:47.0,J. Hayes makes flagrant free throw 1 of 2,,86,73
327,3,0:47.0,J. Hayes makes flagrant free throw 2 of 2,,87,73
328,3,0:34.0,Turnover by N. Melli (lost ball; steal by B. Brown),,87,73
329,3,0:31.0,,M. Morris makes 2-pt dunk from 1 ft (assist by B. Brown),87,75
330,3,0:18.0,L. Ball makes 2-pt layup from 1 ft,,89,75
331,3,0:05.0,,C. Wood makes 2-pt dunk from 2 ft (assist by B. Brown),89,77
332,3,0:02.0,L. Ball misses 3-pt jump shot from 37 ft,,89,77
333,3,0:00.0,,Defensive rebound by C. Wood,89,77
334,4,12:00.0,Violation by Team (delay of game),,89,77
335,4,11:45.0,L. Ball misses 2-pt layup from 4 ft (block by C. Wood),,89,77
336,4,11:45.0,Offensive rebound by Team,,89,77
337,4,11:37.0,Shooting foul by B. Brown (drawn by F. Jackson),,89,77
338,4,11:37.0,F. Jackson makes free throw 1 of 2,,90,77
339,4,11:37.0,F. Jackson makes free throw 2 of 2,,91,77
340,4,11:22.0,,M. Morris misses 2-pt layup from 3 ft,91,77
341,4,11:21.0,Defensive rebound by J. Hayes,,91,77
342,4,11:10.0,N. Alexander-Walker misses 3-pt jump shot from 26 ft,,91,77
343,4,11:05.0,Offensive rebound by Z. Cheatham,,91,77
344,4,11:01.0,L. Ball makes 2-pt layup from 1 ft (assist by Z. Cheatham),,93,77
345,4,10:43.0,,M. Morris makes 3-pt jump shot from 22 ft (assist by L. Galloway),93,80
346,4,10:26.0,Offensive foul by L. Ball (drawn by D. Rose),,93,80
347,4,10:26.0,Turnover by L. Ball (offensive foul),,93,80
348,4,10:26.0,E. Moore enters the game for L. Ball,,93,80
349,4,10:12.0,,M. Morris misses 2-pt layup from 3 ft,93,80
350,4,10:12.0,,Offensive rebound by C. Wood,93,80
351,4,10:12.0,,Shooting foul by Z. Cheatham (drawn by C. Wood),93,80
352,4,10:12.0,,C. Wood makes free throw 1 of 2,93,81
353,4,10:12.0,,C. Wood makes free throw 2 of 2,93,82
354,4,9:49.0,E. Moore misses 2-pt hook shot from 11 ft,,93,82
355,4,9:45.0,,Defensive rebound by C. Wood,93,82
356,4,9:35.0,,B. Brown misses 2-pt layup from 4 ft,93,82
357,4,9:32.0,Defensive rebound by F. Jackson,,93,82
358,4,9:25.0,N. Alexander-Walker misses 2-pt jump shot from 6 ft,,93,82
359,4,9:22.0,,Defensive rebound by D. Rose,93,82
360,4,9:15.0,,D. Rose misses 3-pt jump shot from 26 ft,93,82
361,4,9:11.0,Defensive rebound by E. Moore,,93,82
362,4,8:58.0,Turnover by N. Alexander-Walker (bad pass; steal by C. Wood),,93,82
363,4,8:51.0,,B. Brown misses 3-pt jump shot from 23 ft,93,82
364,4,8:48.0,Defensive rebound by F. Jackson,,93,82
365,4,8:27.0,E. Moore misses 2-pt layup from 7 ft (block by B. Brown),,93,82
366,4,8:25.0,,Defensive rebound by B. Brown,93,82
367,4,8:17.0,,D. Rose makes 2-pt layup from 5 ft (assist by B. Brown),93,84
368,4,7:57.0,E. Moore misses 2-pt jump shot from 9 ft,,93,84
369,4,7:57.0,Offensive rebound by Team,,93,84
370,4,7:57.0,,Loose ball foul by B. Brown (drawn by J. Hayes),93,84
371,4,7:57.0,L. Ball enters the game for N. Alexander-Walker,,93,84
372,4,7:57.0,N. Melli enters the game for Z. Cheatham,,93,84
373,4,7:57.0,J. Okafor enters the game for J. Hayes,,93,84
374,4,7:57.0,,S. Doumbouya enters the game for B. Brown,93,84
375,4,7:57.0,,S. Mykhailiuk enters the game for M. Morris,93,84
376,4,7:49.0,F. Jackson misses 3-pt jump shot from 26 ft,,93,84
377,4,7:46.0,Offensive rebound by E. Moore,,93,84
378,4,7:45.0,E. Moore misses 2-pt jump shot from 4 ft,,93,84
379,4,7:45.0,Offensive rebound by J. Okafor,,93,84
380,4,7:45.0,Personal foul by S. Mykhailiuk (drawn by J. Okafor),,93,84
381,4,7:37.0,Turnover by E. Moore (traveling),,93,84
382,4,7:19.0,,C. Wood misses 2-pt layup from 1 ft,93,84
383,4,7:19.0,,Offensive rebound by Team,93,84
384,4,7:19.0,,Turnover by C. Wood (off goaltending),93,84
