,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MINNESOTA_ACTION,MEMPHIS_SCORE,MINNESOTA_SCORE
98,1,0:31.0,S. Hill makes 3-pt jump shot from 26 ft (assist by D. Melton),,25,21
99,1,0:09.0,,A. Wiggins misses 3-pt jump shot from 28 ft,25,21
100,1,0:07.0,,Offensive rebound by G. Dieng,25,21
101,1,0:07.0,,Turnover by G. Dieng (traveling),25,21
102,1,0:07.0,B. Clarke enters the game for S. Hill,,25,21
103,1,0:03.0,Personal take foul by J. Teague (drawn by D. Melton),,25,21
104,1,0:00.0,D. Melton misses 3-pt jump shot from 26 ft,,25,21
105,1,0:00.0,Offensive rebound by Team,,25,21
106,2,11:50.0,B. Clarke misses 2-pt layup from 1 ft,,25,21
107,2,11:48.0,,Defensive rebound by G. Dieng,25,21
108,2,11:36.0,,Turnover by K. Bates-Diop (bad pass),25,21
109,2,11:23.0,B. Caboclo misses 2-pt jump shot from 21 ft,,25,21
110,2,11:21.0,,Defensive rebound by J. Culver,25,21
111,2,11:10.0,,J. Culver makes 2-pt layup from 1 ft (assist by A. Wiggins),25,23
112,2,10:54.0,D. Brooks misses 2-pt jump shot from 6 ft,,25,23
113,2,10:52.0,,Defensive rebound by G. Dieng,25,23
114,2,10:50.0,,Turnover by R. Covington (dbl dribble),25,23
115,2,10:35.0,Turnover by D. Melton (bad pass; steal by K. Bates-Diop),,25,23
116,2,10:24.0,,G. Dieng makes 3-pt jump shot from 26 ft (assist by A. Wiggins),25,26
117,2,10:05.0,M. Guduric misses 2-pt layup from 3 ft,,25,26
118,2,10:03.0,,Defensive rebound by J. Culver,25,26
119,2,9:58.0,,K. Bates-Diop misses 2-pt layup from 2 ft,25,26
120,2,9:57.0,Defensive rebound by B. Caboclo,,25,26
121,2,9:57.0,J. Crowder enters the game for M. Guduric,,25,26
122,2,9:57.0,T. Jones enters the game for D. Melton,,25,26
123,2,9:38.0,B. Caboclo misses 3-pt jump shot from 23 ft,,25,26
124,2,9:37.0,,Defensive rebound by J. Culver,25,26
125,2,9:23.0,,G. Dieng misses 2-pt jump shot from 12 ft,25,26
126,2,9:20.0,Defensive rebound by D. Brooks,,25,26
127,2,9:14.0,D. Brooks makes 2-pt layup from 7 ft,,27,26
128,2,9:00.0,,A. Wiggins makes 2-pt jump shot from 7 ft,27,28
129,2,8:43.0,Shooting foul by J. Culver (drawn by J. Crowder),,27,28
130,2,8:43.0,J. Crowder misses free throw 1 of 2,,27,28
131,2,8:43.0,Offensive rebound by Team,,27,28
132,2,8:43.0,J. Jackson enters the game for B. Caboclo,,27,28
133,2,8:43.0,J. Crowder makes free throw 2 of 2,,28,28
134,2,8:32.0,,J. Culver misses 2-pt jump shot from 8 ft,28,28
135,2,8:30.0,Defensive rebound by J. Crowder,,28,28
136,2,8:24.0,J. Jackson misses 3-pt jump shot from 26 ft,,28,28
137,2,8:21.0,,Defensive rebound by J. Culver,28,28
138,2,8:07.0,,A. Wiggins misses 3-pt jump shot from 28 ft,28,28
139,2,8:04.0,Defensive rebound by J. Jackson,,28,28
140,2,7:59.0,Shooting foul by R. Covington (drawn by T. Jones),,28,28
141,2,7:59.0,T. Jones misses free throw 1 of 2,,28,28
142,2,7:59.0,Offensive rebound by Team,,28,28
143,2,7:59.0,T. Jones makes free throw 2 of 2,,29,28
144,2,7:47.0,,G. Dieng misses 3-pt jump shot from 25 ft,29,28
145,2,7:44.0,,Offensive rebound by J. Culver,29,28
146,2,7:42.0,,Shooting foul by B. Clarke (drawn by J. Culver),29,28
147,2,7:42.0,,J. Culver misses free throw 1 of 2,29,28
148,2,7:42.0,,Offensive rebound by Team,29,28
149,2,7:42.0,,J. Culver misses free throw 2 of 2,29,28
150,2,7:40.0,Defensive rebound by J. Crowder,,29,28
151,2,7:29.0,J. Jackson misses 2-pt layup from 1 ft (block by G. Dieng),,29,28
152,2,7:26.0,Offensive rebound by D. Brooks,,29,28
153,2,7:23.0,D. Brooks misses 2-pt layup from 2 ft,,29,28
154,2,7:21.0,,Defensive rebound by K. Bates-Diop,29,28
155,2,7:16.0,,Personal foul by T. Jones (drawn by A. Wiggins),29,28
156,2,7:16.0,,Minnesota full timeout,29,28
157,2,7:16.0,S. Hill enters the game for B. Clarke,,29,28
158,2,7:16.0,,J. Teague enters the game for J. Culver,29,28
159,2,7:16.0,,K. Towns enters the game for G. Dieng,29,28
160,2,7:09.0,,A. Wiggins makes 2-pt jump shot from 7 ft (assist by J. Teague),29,30
161,2,7:09.0,,Shooting foul by S. Hill (drawn by A. Wiggins),29,30
162,2,7:09.0,G. Allen enters the game for D. Brooks,,29,30
163,2,7:09.0,,A. Wiggins makes free throw 1 of 1,29,31
164,2,6:55.0,G. Allen misses 3-pt jump shot from 27 ft,,29,31
165,2,6:52.0,,Defensive rebound by K. Bates-Diop,29,31
166,2,6:42.0,,K. Bates-Diop makes 2-pt dunk at rim (assist by K. Towns),29,33
167,2,6:42.0,Memphis full timeout,,29,33
168,2,6:42.0,,T. Graham enters the game for A. Wiggins,29,33
169,2,6:30.0,J. Crowder makes 3-pt jump shot from 26 ft (assist by J. Jackson),,32,33
170,2,6:13.0,,Shooting foul by T. Jones (drawn by R. Covington),32,33
171,2,6:13.0,,R. Covington makes free throw 1 of 2,32,34
172,2,6:13.0,,R. Covington makes free throw 2 of 2,32,35
173,2,6:03.0,J. Jackson misses 3-pt jump shot from 25 ft,,32,35
174,2,5:59.0,,Defensive rebound by K. Bates-Diop,32,35
175,2,5:41.0,,K. Bates-Diop misses 2-pt layup at rim,32,35
176,2,5:41.0,Defensive rebound by Team,,32,35
177,2,5:27.0,Personal foul by T. Graham (drawn by J. Jackson),,32,35
178,2,5:27.0,,J. Okogie enters the game for R. Covington,32,35
179,2,5:17.0,S. Hill makes 2-pt layup at rim (assist by T. Jones),,34,35
180,2,5:08.0,,K. Towns misses 3-pt jump shot from 26 ft,34,35
181,2,5:06.0,Defensive rebound by J. Crowder,,34,35
182,2,5:02.0,Personal foul by K. Bates-Diop (drawn by G. Allen),,34,35
183,2,4:53.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by T. Jones),,37,35
184,2,4:31.0,,T. Graham misses 2-pt jump shot from 7 ft,37,35
185,2,4:30.0,Defensive rebound by J. Crowder,,37,35
186,2,4:24.0,S. Hill misses 3-pt jump shot from 23 ft,,37,35
187,2,4:22.0,,Defensive rebound by T. Graham,37,35
188,2,4:22.0,,Personal foul by J. Crowder (drawn by T. Graham),37,35
189,2,4:22.0,,T. Graham makes free throw 1 of 2,37,36
190,2,4:22.0,,A. Wiggins enters the game for K. Bates-Diop,37,36
191,2,4:22.0,,T. Graham makes free throw 2 of 2,37,37
192,2,4:05.0,S. Hill misses 2-pt jump shot from 19 ft,,37,37
193,2,4:02.0,,Defensive rebound by J. Teague,37,37
194,2,3:51.0,,Turnover by J. Teague (traveling),37,37
195,2,3:43.0,T. Jones misses 3-pt jump shot from 25 ft,,37,37
196,2,3:41.0,,Defensive rebound by J. Teague,37,37
197,2,3:32.0,,Turnover by A. Wiggins (lost ball; steal by G. Allen),37,37
198,2,3:26.0,S. Hill misses 3-pt jump shot from 23 ft,,37,37
199,2,3:24.0,Offensive rebound by J. Crowder,,37,37
200,2,3:23.0,T. Jones makes 2-pt layup from 1 ft (assist by J. Crowder),,39,37
201,2,3:08.0,,K. Towns misses 3-pt jump shot from 26 ft,39,37
202,2,3:06.0,Defensive rebound by G. Allen,,39,37
203,2,3:03.0,Offensive foul by J. Jackson (drawn by K. Towns),,39,37
204,2,3:03.0,Turnover by J. Jackson (offensive foul),,39,37
205,2,3:03.0,Instant Replay (Request: Ruling Stands),,39,37
206,2,3:03.0,B. Caboclo enters the game for S. Hill,,39,37
207,2,3:03.0,B. Clarke enters the game for J. Jackson,,39,37
208,2,3:03.0,D. Melton enters the game for T. Jones,,39,37
209,2,2:52.0,,Shooting foul by B. Clarke (drawn by T. Graham),39,37
210,2,2:52.0,,T. Graham makes free throw 1 of 2,39,38
211,2,2:52.0,S. Hill enters the game for B. Clarke,,39,38
212,2,2:52.0,,T. Graham makes free throw 2 of 2,39,39
213,2,2:40.0,G. Allen misses 3-pt jump shot from 23 ft,,39,39
214,2,2:37.0,Offensive rebound by D. Melton,,39,39
215,2,2:34.0,G. Allen makes 3-pt jump shot from 23 ft (assist by D. Melton),,42,39
216,2,2:25.0,,Turnover by J. Teague (lost ball; steal by B. Caboclo),42,39
217,2,2:22.0,B. Caboclo misses 2-pt layup from 1 ft (block by A. Wiggins),,42,39
218,2,2:22.0,Offensive rebound by Team,,42,39
219,2,2:22.0,D. Brooks enters the game for J. Crowder,,42,39
220,2,2:16.0,D. Melton misses 2-pt jump shot from 6 ft,,42,39
221,2,2:15.0,Offensive rebound by B. Caboclo,,42,39
222,2,2:08.0,D. Brooks makes 2-pt jump shot from 18 ft,,44,39
223,2,1:52.0,,T. Graham makes 2-pt layup from 2 ft (assist by A. Wiggins),44,41
224,2,1:31.0,B. Caboclo misses 2-pt layup from 3 ft,,44,41
225,2,1:27.0,Offensive rebound by S. Hill,,44,41
226,2,1:27.0,S. Hill misses 2-pt layup at rim,,44,41
227,2,1:27.0,Offensive rebound by S. Hill,,44,41
228,2,1:24.0,G. Allen misses 3-pt jump shot from 26 ft,,44,41
229,2,1:22.0,Offensive rebound by D. Melton,,44,41
230,2,1:19.0,D. Brooks misses 2-pt layup from 2 ft,,44,41
231,2,1:17.0,,Defensive rebound by J. Okogie,44,41
232,2,1:12.0,,Shooting foul by G. Allen (drawn by A. Wiggins),44,41
233,2,1:12.0,,A. Wiggins makes free throw 1 of 2,44,42
234,2,1:12.0,,R. Covington enters the game for J. Teague,44,42
235,2,1:12.0,,A. Wiggins makes free throw 2 of 2,44,43
236,2,1:02.0,D. Brooks makes 2-pt jump shot from 10 ft (assist by D. Melton),,46,43
237,2,0:43.0,,T. Graham misses 3-pt jump shot from 26 ft,46,43
238,2,0:41.0,Defensive rebound by S. Hill,,46,43
239,2,0:33.0,S. Hill makes 2-pt jump shot from 22 ft,,48,43
240,2,0:12.0,,J. Okogie misses 3-pt jump shot from 23 ft,48,43
241,2,0:09.0,Defensive rebound by S. Hill,,48,43
242,2,0:05.0,D. Melton misses 2-pt layup from 2 ft,,48,43
243,2,0:01.0,,Defensive rebound by A. Wiggins,48,43
244,2,0:01.0,,Personal foul by D. Brooks (drawn by J. Okogie),48,43
245,2,0:01.0,,J. Okogie makes free throw 1 of 2,48,44
246,2,0:01.0,,J. Okogie makes free throw 2 of 2,48,45
247,2,0:01.0,Turnover by B. Caboclo (bad pass; steal by R. Covington),,48,45
248,2,0:00.0,,R. Covington makes 2-pt jump shot from 13 ft,48,47
249,2,0:00.0,,Instant Replay (Request: Stands),48,47
250,3,11:46.0,Shooting foul by T. Graham (drawn by D. Brooks),,48,47
251,3,11:46.0,D. Brooks makes free throw 1 of 2,,49,47
252,3,11:46.0,D. Brooks makes free throw 2 of 2,,50,47
253,3,11:33.0,,Shooting foul by S. Hill (drawn by K. Towns),50,47
254,3,11:33.0,,K. Towns makes free throw 1 of 2,50,48
255,3,11:33.0,,K. Towns makes free throw 2 of 2,50,49
256,3,11:21.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by T. Jones),,53,49
257,3,11:04.0,,A. Wiggins misses 2-pt layup from 1 ft,53,49
258,3,11:03.0,,Offensive rebound by A. Wiggins,53,49
259,3,11:03.0,,A. Wiggins misses 2-pt layup from 1 ft,53,49
260,3,11:02.0,,Offensive rebound by K. Towns,53,49
261,3,11:01.0,,K. Towns makes 2-pt layup from 1 ft,53,51
262,3,10:43.0,D. Brooks makes 3-pt jump shot from 26 ft (assist by J. Crowder),,56,51
263,3,10:33.0,,K. Towns misses 3-pt jump shot from 25 ft,56,51
264,3,10:32.0,Defensive rebound by J. Crowder,,56,51
265,3,10:20.0,J. Jackson makes 2-pt layup from 2 ft,,58,51
266,3,10:03.0,,K. Towns makes 2-pt hook shot from 6 ft,58,53
267,3,10:03.0,,Shooting foul by J. Jackson (drawn by K. Towns),58,53
268,3,10:03.0,,K. Towns makes free throw 1 of 1,58,54
269,3,9:50.0,D. Brooks makes 3-pt jump shot from 26 ft (assist by T. Jones),,61,54
270,3,9:27.0,,K. Towns makes 2-pt layup from 1 ft,61,56
271,3,9:19.0,J. Crowder misses 2-pt layup from 2 ft,,61,56
272,3,9:19.0,,Defensive rebound by Team,61,56
273,3,9:19.0,Loose ball foul by J. Jackson (drawn by K. Towns),,61,56
274,3,9:19.0,B. Caboclo enters the game for J. Jackson,,61,56
275,3,9:00.0,,R. Covington misses 2-pt jump shot from 10 ft,61,56
276,3,8:58.0,,Offensive rebound by Team,61,56
277,3,8:54.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by A. Wiggins),61,59
278,3,8:42.0,D. Brooks misses 2-pt layup from 3 ft (block by R. Covington),,61,59
279,3,8:38.0,,Defensive rebound by A. Wiggins,61,59
280,3,8:30.0,,A. Wiggins makes 2-pt hook shot from 6 ft (assist by K. Towns),61,61
281,3,8:29.0,Memphis full timeout,,61,61
282,3,8:11.0,S. Hill misses 2-pt layup from 1 ft,,61,61
283,3,8:08.0,Offensive rebound by B. Caboclo,,61,61
284,3,8:08.0,B. Caboclo makes 2-pt layup from 1 ft,,63,61
285,3,7:56.0,,K. Towns misses 3-pt jump shot from 24 ft,63,61
286,3,7:54.0,Defensive rebound by T. Jones,,63,61
287,3,7:51.0,J. Crowder misses 3-pt jump shot from 25 ft,,63,61
288,3,7:49.0,,Defensive rebound by T. Graham,63,61
289,3,7:33.0,,T. Graham misses 2-pt layup from 2 ft,63,61
290,3,7:32.0,,Offensive rebound by T. Graham,63,61
291,3,7:30.0,,T. Graham misses 2-pt layup from 2 ft (block by T. Jones),63,61
292,3,7:29.0,Defensive rebound by Team,,63,61
293,3,7:17.0,T. Jones makes 3-pt jump shot from 26 ft (assist by D. Brooks),,66,61
294,3,7:17.0,,J. Okogie enters the game for T. Graham,66,61
295,3,7:17.0,,J. Teague enters the game for A. Wiggins,66,61
296,3,6:57.0,,J. Culver misses 2-pt jump shot from 2 ft,66,61
297,3,6:55.0,,Offensive rebound by J. Okogie,66,61
298,3,6:52.0,,J. Culver misses 3-pt jump shot from 23 ft,66,61
299,3,6:52.0,Defensive rebound by B. Caboclo,,66,61
300,3,6:40.0,B. Caboclo makes 2-pt layup from 1 ft (assist by D. Brooks),,68,61
301,3,6:40.0,Shooting foul by R. Covington (drawn by B. Caboclo),,68,61
302,3,6:40.0,G. Allen enters the game for S. Hill,,68,61
303,3,6:40.0,,K. Bates-Diop enters the game for R. Covington,68,61
304,3,6:40.0,B. Caboclo makes free throw 1 of 1,,69,61
305,3,6:31.0,,J. Culver makes 3-pt jump shot from 24 ft (assist by J. Teague),69,64
306,3,6:13.0,B. Caboclo misses 2-pt layup from 3 ft,,69,64
307,3,6:10.0,,Defensive rebound by K. Bates-Diop,69,64
308,3,6:04.0,,J. Culver makes 2-pt jump shot from 3 ft,69,66
309,3,5:48.0,D. Brooks misses 2-pt jump shot from 15 ft,,69,66
310,3,5:46.0,,Defensive rebound by K. Towns,69,66
311,3,5:38.0,,J. Culver misses 3-pt jump shot from 26 ft,69,66
312,3,5:35.0,Defensive rebound by B. Caboclo,,69,66
313,3,5:26.0,Turnover by T. Jones (bad pass; steal by J. Culver),,69,66
314,3,5:21.0,,J. Teague makes 3-pt jump shot from 25 ft (assist by J. Okogie),69,69
315,3,5:20.0,Memphis full timeout,,69,69
316,3,5:20.0,D. Melton enters the game for T. Jones,,69,69
317,3,5:10.0,D. Melton misses 2-pt jump shot from 6 ft,,69,69
318,3,5:07.0,,Defensive rebound by J. Okogie,69,69
319,3,4:58.0,,K. Towns misses 3-pt jump shot from 24 ft,69,69
320,3,4:56.0,Defensive rebound by D. Melton,,69,69
321,3,4:47.0,J. Crowder misses 3-pt jump shot from 25 ft,,69,69
322,3,4:43.0,,Defensive rebound by J. Culver,69,69
323,3,4:41.0,,Shooting foul by G. Allen (drawn by J. Okogie),69,69
324,3,4:41.0,,J. Okogie misses free throw 1 of 2,69,69
325,3,4:41.0,,Offensive rebound by Team,69,69
326,3,4:41.0,M. Guduric enters the game for D. Brooks,,69,69
327,3,4:41.0,,S. Napier enters the game for J. Culver,69,69
328,3,4:41.0,,J. Okogie makes free throw 2 of 2,69,70
329,3,4:26.0,G. Allen misses 2-pt jump shot from 7 ft,,69,70
330,3,4:24.0,,Defensive rebound by K. Towns,69,70
331,3,4:18.0,,K. Bates-Diop makes 3-pt jump shot from 24 ft (assist by J. Teague),69,73
332,3,4:01.0,Personal foul by K. Bates-Diop (drawn by G. Allen),,69,73
333,3,3:55.0,Personal foul by S. Napier (drawn by D. Melton),,69,73
334,3,3:50.0,Shooting foul by K. Towns (drawn by D. Melton),,69,73
335,3,3:50.0,D. Melton makes free throw 1 of 2,,70,73
336,3,3:50.0,D. Melton makes free throw 2 of 2,,71,73
337,3,3:41.0,,K. Towns makes 2-pt layup from 3 ft (assist by J. Teague),71,75
338,3,3:41.0,,Shooting foul by J. Crowder (drawn by K. Towns),71,75
339,3,3:41.0,,K. Towns makes free throw 1 of 1,71,76
340,3,3:29.0,J. Crowder makes 2-pt layup from 2 ft (assist by D. Melton),,73,76
341,3,3:09.0,,J. Okogie misses 2-pt layup from 2 ft,73,76
342,3,3:07.0,Defensive rebound by B. Caboclo,,73,76
343,3,3:03.0,G. Allen makes 3-pt jump shot from 23 ft (assist by M. Guduric),,76,76
344,3,3:01.0,,Minnesota full timeout,76,76
345,3,3:01.0,,G. Dieng enters the game for J. Okogie,76,76
346,3,3:01.0,,A. Wiggins enters the game for K. Towns,76,76
347,3,3:01.0,,Turnover by K. Bates-Diop (bad pass; steal by B. Caboclo),76,76
348,3,2:51.0,B. Caboclo makes 2-pt dunk from 2 ft,,78,76
349,3,2:30.0,,K. Bates-Diop misses 2-pt jump shot from 9 ft,78,76
350,3,2:27.0,Defensive rebound by D. Melton,,78,76
351,3,2:24.0,M. Guduric makes 3-pt jump shot from 25 ft (assist by D. Melton),,81,76
352,3,2:06.0,,Personal foul by M. Guduric (drawn by S. Napier),81,76
353,3,2:06.0,,S. Napier makes free throw 1 of 2,81,77
354,3,2:06.0,S. Hill enters the game for J. Crowder,,81,77
355,3,2:06.0,,S. Napier misses free throw 2 of 2,81,77
356,3,2:04.0,Defensive rebound by B. Caboclo,,81,77
357,3,1:52.0,D. Melton misses 2-pt jump shot from 5 ft,,81,77
358,3,1:50.0,Offensive rebound by B. Caboclo,,81,77
359,3,1:38.0,D. Melton makes 2-pt jump shot from 21 ft,,83,77
360,3,1:22.0,,Shooting foul by M. Guduric (drawn by J. Teague),83,77
361,3,1:22.0,,J. Teague makes free throw 1 of 2,83,78
362,3,1:22.0,,J. Teague makes free throw 2 of 2,83,79
363,3,1:08.0,G. Allen makes 2-pt layup from 1 ft (assist by M. Guduric),,85,79
364,3,0:57.0,,G. Dieng misses 3-pt jump shot from 25 ft,85,79
365,3,0:56.0,Defensive rebound by B. Caboclo,,85,79
366,3,0:46.0,B. Caboclo misses 2-pt dunk from 3 ft,,85,79
367,3,0:44.0,,Defensive rebound by G. Dieng,85,79
368,3,0:38.0,,J. Teague misses 2-pt layup from 2 ft,85,79
369,3,0:36.0,Defensive rebound by B. Caboclo,,85,79
370,3,0:33.0,D. Melton misses 2-pt layup from 2 ft (block by A. Wiggins),,85,79
371,3,0:32.0,Offensive rebound by Team,,85,79
372,3,0:19.0,M. Guduric misses 2-pt jump shot from 10 ft,,85,79
373,3,0:13.0,Offensive rebound by B. Caboclo,,85,79
374,3,0:09.0,Turnover by M. Guduric (step out of bounds),,85,79
375,3,0:02.0,,Turnover by A. Wiggins (lost ball; steal by S. Hill),85,79
376,3,0:00.0,Personal foul by G. Dieng (drawn by S. Hill),,85,79
377,3,0:00.0,S. Hill misses free throw 1 of 2,,85,79
378,3,0:00.0,Offensive rebound by Team,,85,79
379,3,0:00.0,S. Hill makes free throw 2 of 2,,86,79
380,4,11:46.0,,R. Covington makes 3-pt jump shot from 23 ft (assist by A. Wiggins),86,82
381,4,11:32.0,Personal foul by J. Okogie (drawn by M. Guduric),,86,82
382,4,11:25.0,M. Guduric misses 3-pt jump shot from 24 ft,,86,82
383,4,11:24.0,,Defensive rebound by J. Culver,86,82
384,4,11:11.0,,A. Wiggins misses 2-pt jump shot from 19 ft,86,82
385,4,11:09.0,Defensive rebound by T. Jones,,86,82
386,4,11:00.0,T. Jones misses 2-pt jump shot from 8 ft,,86,82
387,4,10:57.0,,Defensive rebound by J. Okogie,86,82
