,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,WASHINGTON_ACTION,CLEVELAND_SCORE,WASHINGTON_SCORE
0,1,11:44.0,T. Thompson makes 2-pt hook shot from 9 ft,,2,0
1,1,11:31.0,,Turnover by B. Beal (lost ball; steal by C. Osman),2,0
2,1,11:27.0,C. Osman makes 2-pt layup from 1 ft,,4,0
3,1,11:20.0,,Turnover by T. Brown (bad pass),4,0
4,1,11:01.0,T. Thompson makes 2-pt hook shot from 7 ft,,6,0
5,1,10:49.0,,B. Beal makes 2-pt jump shot from 8 ft (assist by I. Thomas),6,2
6,1,10:45.0,Shooting foul by I. Thomas (drawn by D. Garland),,6,2
7,1,10:45.0,D. Garland makes free throw 1 of 2,,7,2
8,1,10:45.0,D. Garland makes free throw 2 of 2,,8,2
9,1,10:34.0,,Personal foul by C. Sexton (drawn by B. Beal),8,2
10,1,10:23.0,,T. Bryant misses 2-pt jump shot from 2 ft,8,2
11,1,10:22.0,Defensive rebound by Team,,8,2
12,1,10:09.0,C. Osman makes 2-pt layup from 1 ft (assist by D. Garland),,10,2
13,1,9:55.0,,Turnover by T. Brown (bad pass; steal by D. Garland),10,2
14,1,9:52.0,D. Garland makes 2-pt jump shot from 6 ft,,12,2
15,1,9:52.0,,Washington full timeout,12,2
16,1,9:33.0,,R. Hachimura makes 2-pt jump shot from 18 ft,12,4
17,1,9:17.0,T. Thompson misses 2-pt layup from 2 ft (block by T. Bryant),,12,4
18,1,9:15.0,Offensive rebound by T. Thompson,,12,4
19,1,9:14.0,T. Thompson misses 2-pt layup from 1 ft,,12,4
20,1,9:12.0,Offensive rebound by D. Garland,,12,4
21,1,9:11.0,K. Love misses 3-pt jump shot from 27 ft,,12,4
22,1,9:08.0,,Defensive rebound by T. Bryant,12,4
23,1,9:00.0,,T. Bryant makes 2-pt layup from 2 ft (assist by T. Brown),12,6
24,1,8:47.0,Turnover by K. Love (traveling),,12,6
25,1,8:33.0,,Shooting foul by K. Love (drawn by R. Hachimura),12,6
26,1,8:33.0,,R. Hachimura makes free throw 1 of 2,12,7
27,1,8:33.0,,R. Hachimura misses free throw 2 of 2,12,7
28,1,8:31.0,Defensive rebound by K. Love,,12,7
29,1,8:22.0,C. Osman makes 3-pt jump shot from 25 ft (assist by C. Sexton),,15,7
30,1,8:05.0,,T. Brown makes 3-pt jump shot from 25 ft (assist by R. Hachimura),15,10
31,1,7:57.0,Personal foul by B. Beal (drawn by C. Sexton),,15,10
32,1,7:51.0,C. Sexton misses 2-pt jump shot from 17 ft,,15,10
33,1,7:47.0,Offensive rebound by T. Thompson,,15,10
34,1,7:38.0,T. Thompson misses 2-pt hook shot from 12 ft,,15,10
35,1,7:35.0,,Defensive rebound by T. Bryant,15,10
36,1,7:28.0,,I. Thomas makes 2-pt layup from 3 ft,15,12
37,1,7:14.0,D. Garland misses 3-pt jump shot from 26 ft,,15,12
