,QUARTER,TIME_REMAINING,DALLAS_ACTION,GOLDEN STATE_ACTION,DALLAS_SCORE,GOLDEN STATE_SCORE
25,1,8:20.0,L. Dončić makes 2-pt jump shot from 8 ft,,12,7
26,1,8:03.0,,Shooting foul by D. Finney-Smith (drawn by D. Russell),12,7
27,1,8:03.0,,D. Russell makes free throw 1 of 2,12,8
28,1,8:03.0,,D. Russell makes free throw 2 of 2,12,9
29,1,7:48.0,D. Powell makes 2-pt layup from 1 ft (assist by L. Dončić),,14,9
30,1,7:39.0,,Turnover by D. Russell (bad pass; steal by T. Hardaway),14,9
31,1,7:34.0,D. Powell makes 2-pt layup from 1 ft (assist by T. Hardaway),,16,9
32,1,7:34.0,,Golden State full timeout,16,9
33,1,7:18.0,,O. Spellman makes 2-pt jump shot from 18 ft (assist by A. Burks),16,11
34,1,7:00.0,Turnover by L. Dončić (bad pass; steal by D. Green),,16,11
35,1,6:54.0,,D. Russell makes 2-pt layup from 6 ft,16,13
36,1,6:47.0,T. Hardaway makes 3-pt jump shot from 27 ft,,19,13
37,1,6:20.0,,A. Burks misses 2-pt jump shot from 11 ft,19,13
38,1,6:19.0,Defensive rebound by M. Kleber,,19,13
39,1,6:12.0,T. Hardaway makes 3-pt jump shot from 26 ft,,22,13
40,1,6:12.0,D. Wright enters the game for L. Dončić,,22,13
41,1,6:12.0,,J. Evans enters the game for A. Burks,22,13
42,1,5:48.0,,D. Russell misses 2-pt jump shot from 19 ft,22,13
43,1,5:47.0,Defensive rebound by D. Powell,,22,13
44,1,5:34.0,M. Kleber makes 3-pt jump shot from 24 ft (assist by D. Finney-Smith),,25,13
45,1,5:18.0,,D. Green misses 3-pt jump shot from 28 ft,25,13
46,1,5:16.0,,Offensive rebound by G. Robinson,25,13
47,1,5:12.0,,O. Spellman misses 3-pt jump shot from 28 ft,25,13
48,1,5:10.0,Defensive rebound by M. Kleber,,25,13
49,1,5:04.0,T. Hardaway misses 3-pt jump shot from 26 ft,,25,13
50,1,5:02.0,,Defensive rebound by J. Evans,25,13
51,1,4:49.0,,D. Russell makes 2-pt jump shot from 19 ft,25,15
52,1,4:37.0,D. Powell makes 3-pt jump shot from 26 ft (assist by D. Wright),,28,15
53,1,4:25.0,,D. Russell makes 2-pt jump shot from 18 ft,28,17
54,1,4:12.0,D. Finney-Smith misses 3-pt jump shot from 27 ft,,28,17
55,1,4:10.0,,Defensive rebound by O. Spellman,28,17
56,1,4:04.0,,Shooting foul by D. Powell (drawn by D. Russell),28,17
57,1,4:04.0,,D. Russell misses free throw 1 of 2,28,17
58,1,4:04.0,,Offensive rebound by Team,28,17
59,1,4:04.0,S. Curry enters the game for T. Hardaway,,28,17
60,1,4:04.0,J. Jackson enters the game for M. Kleber,,28,17
61,1,4:04.0,,W. Cauley-Stein enters the game for O. Spellman,28,17
62,1,4:04.0,,D. Russell makes free throw 2 of 2,28,18
63,1,3:43.0,D. Wright misses 2-pt jump shot from 21 ft,,28,18
64,1,3:41.0,,Defensive rebound by D. Russell,28,18
65,1,3:30.0,,J. Evans misses 2-pt jump shot from 15 ft,28,18
66,1,3:29.0,Defensive rebound by D. Powell,,28,18
67,1,3:23.0,Dallas full timeout,,28,18
68,1,3:23.0,B. Marjanović enters the game for D. Powell,,28,18
69,1,3:23.0,,A. Burks enters the game for D. Green,28,18
70,1,3:23.0,,E. Paschall enters the game for G. Robinson,28,18
71,1,3:23.0,,J. Poole enters the game for D. Russell,28,18
72,1,3:13.0,S. Curry misses 3-pt jump shot from 26 ft,,28,18
73,1,3:11.0,,Defensive rebound by W. Cauley-Stein,28,18
74,1,3:00.0,,A. Burks misses 2-pt layup from 12 ft,28,18
75,1,2:59.0,Defensive rebound by B. Marjanović,,28,18
76,1,2:46.0,B. Marjanović misses 2-pt jump shot from 12 ft,,28,18
77,1,2:44.0,,Defensive rebound by A. Burks,28,18
78,1,2:29.0,,Personal foul by J. Jackson (drawn by J. Poole),28,18
79,1,2:23.0,,J. Poole makes 3-pt jump shot from 29 ft (assist by A. Burks),28,21
80,1,2:08.0,J. Jackson makes 2-pt layup from 4 ft (assist by D. Wright),,30,21
81,1,1:52.0,,E. Paschall misses 2-pt jump shot from 7 ft,30,21
82,1,1:51.0,Defensive rebound by B. Marjanović,,30,21
83,1,1:45.0,D. Wright misses 2-pt layup from 4 ft (block by W. Cauley-Stein),,30,21
84,1,1:44.0,Offensive rebound by Team,,30,21
85,1,1:44.0,J. Brunson enters the game for D. Finney-Smith,,30,21
86,1,1:33.0,S. Curry makes 2-pt jump shot from 17 ft,,32,21
87,1,1:22.0,,J. Poole misses 3-pt jump shot from 28 ft,32,21
88,1,1:20.0,Defensive rebound by D. Wright,,32,21
89,1,1:13.0,Shooting foul by J. Evans (drawn by J. Jackson),,32,21
90,1,1:13.0,J. Jackson makes free throw 1 of 2,,33,21
91,1,1:13.0,J. Jackson makes free throw 2 of 2,,34,21
92,1,1:04.0,,J. Poole makes 2-pt jump shot from 13 ft (assist by A. Burks),34,23
93,1,0:56.0,D. Wright misses 2-pt layup from 3 ft,,34,23
94,1,0:55.0,Offensive rebound by B. Marjanović,,34,23
95,1,0:55.0,B. Marjanović misses 2-pt layup at rim,,34,23
96,1,0:53.0,Offensive rebound by D. Wright,,34,23
97,1,0:44.0,S. Curry makes 2-pt jump shot from 13 ft (assist by D. Wright),,36,23
98,1,0:36.0,,A. Burks makes 3-pt jump shot from 27 ft,36,26
99,1,0:16.0,S. Curry misses 3-pt jump shot from 27 ft,,36,26
100,1,0:14.0,,Defensive rebound by W. Cauley-Stein,36,26
101,1,0:05.0,,Personal foul by J. Brunson (drawn by A. Burks),36,26
102,1,0:05.0,D. Powell enters the game for B. Marjanović,,36,26
103,1,0:02.0,,E. Paschall misses 2-pt layup from 3 ft,36,26
104,1,0:01.0,Defensive rebound by J. Brunson,,36,26
105,2,11:45.0,Shooting foul by E. Paschall (drawn by L. Dončić),,36,26
106,2,11:45.0,L. Dončić misses free throw 1 of 2,,36,26
107,2,11:45.0,Offensive rebound by Team,,36,26
108,2,11:45.0,L. Dončić misses free throw 2 of 2,,36,26
109,2,11:44.0,,Defensive rebound by G. Robinson,36,26
110,2,11:21.0,,E. Paschall makes 2-pt dunk from 2 ft (assist by D. Russell),36,28
111,2,11:10.0,J. Brunson makes 2-pt layup from 4 ft (assist by S. Curry),,38,28
112,2,10:58.0,,Turnover by E. Paschall (lost ball; steal by B. Marjanović),38,28
113,2,10:49.0,L. Dončić makes 2-pt hook shot from 8 ft,,40,28
114,2,10:37.0,,J. Poole makes 3-pt jump shot from 29 ft (assist by G. Robinson),40,31
115,2,10:23.0,L. Dončić misses 2-pt jump shot from 10 ft,,40,31
116,2,10:22.0,Offensive rebound by B. Marjanović,,40,31
117,2,10:22.0,B. Marjanović misses 2-pt layup at rim,,40,31
118,2,10:21.0,,Defensive rebound by E. Paschall,40,31
119,2,10:21.0,,Personal take foul by B. Marjanović (drawn by E. Paschall),40,31
120,2,10:07.0,,J. Poole misses 3-pt jump shot from 28 ft,40,31
121,2,10:05.0,Defensive rebound by J. Brunson,,40,31
122,2,9:59.0,B. Marjanović makes 2-pt dunk from 3 ft (assist by J. Brunson),,42,31
123,2,9:46.0,,Personal foul by J. Brunson (drawn by W. Cauley-Stein),42,31
124,2,9:39.0,,W. Cauley-Stein misses 2-pt jump shot from 17 ft,42,31
125,2,9:38.0,Defensive rebound by B. Marjanović,,42,31
126,2,9:26.0,Turnover by L. Dončić (bad pass; steal by W. Cauley-Stein),,42,31
127,2,9:09.0,,E. Paschall makes 2-pt jump shot from 6 ft,42,33
128,2,8:58.0,B. Marjanović makes 2-pt layup from 3 ft (assist by J. Brunson),,44,33
129,2,8:48.0,,D. Russell misses 2-pt jump shot from 13 ft,44,33
130,2,8:46.0,Defensive rebound by B. Marjanović,,44,33
131,2,8:38.0,B. Marjanović makes 2-pt layup from 2 ft (assist by J. Brunson),,46,33
132,2,8:38.0,Shooting foul by W. Cauley-Stein (drawn by B. Marjanović),,46,33
133,2,8:38.0,B. Marjanović makes free throw 1 of 1,,47,33
134,2,8:33.0,,Golden State full timeout,47,33
135,2,8:25.0,,D. Russell misses 3-pt jump shot from 28 ft,47,33
136,2,8:23.0,Defensive rebound by B. Marjanović,,47,33
137,2,8:02.0,Shooting foul by E. Paschall (drawn by L. Dončić),,47,33
138,2,8:02.0,L. Dončić misses free throw 1 of 2,,47,33
139,2,8:02.0,Offensive rebound by Team,,47,33
140,2,8:02.0,L. Dončić makes free throw 2 of 2,,48,33
141,2,7:46.0,,G. Robinson makes 2-pt jump shot from 12 ft (assist by J. Poole),48,35
142,2,7:34.0,J. Jackson misses 3-pt jump shot from 27 ft,,48,35
143,2,7:32.0,Offensive rebound by S. Curry,,48,35
144,2,7:29.0,Personal foul by E. Paschall (drawn by L. Dončić),,48,35
145,2,7:29.0,,A. Burks enters the game for E. Paschall,48,35
146,2,7:29.0,,O. Spellman enters the game for G. Robinson,48,35
147,2,7:22.0,L. Dončić misses 3-pt jump shot from 26 ft,,48,35
148,2,7:20.0,,Defensive rebound by O. Spellman,48,35
149,2,7:11.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Russell),48,37
150,2,7:02.0,Dallas full timeout,,48,37
151,2,7:02.0,T. Hardaway enters the game for S. Curry,,48,37
152,2,7:02.0,M. Kleber enters the game for B. Marjanović,,48,37
153,2,6:50.0,Shooting foul by W. Cauley-Stein (drawn by L. Dončić),,48,37
154,2,6:50.0,L. Dončić misses free throw 1 of 2,,48,37
155,2,6:50.0,Offensive rebound by Team,,48,37
156,2,6:50.0,L. Dončić makes free throw 2 of 2,,49,37
157,2,6:40.0,,Personal foul by T. Hardaway (drawn by D. Russell),49,37
158,2,6:40.0,,D. Green enters the game for W. Cauley-Stein,49,37
159,2,6:30.0,,D. Russell misses 3-pt jump shot from 26 ft,49,37
160,2,6:28.0,Defensive rebound by J. Brunson,,49,37
161,2,6:16.0,J. Jackson makes 2-pt layup from 2 ft (assist by J. Brunson),,51,37
162,2,6:03.0,,Personal foul by J. Jackson (drawn by O. Spellman),51,37
163,2,6:03.0,D. Powell enters the game for J. Brunson,,51,37
164,2,6:03.0,D. Wright enters the game for J. Jackson,,51,37
165,2,6:03.0,,J. Evans enters the game for D. Russell,51,37
166,2,5:49.0,,O. Spellman makes 2-pt layup from 3 ft (assist by A. Burks),51,39
167,2,5:49.0,,Shooting foul by L. Dončić (drawn by O. Spellman),51,39
168,2,5:49.0,,O. Spellman makes free throw 1 of 1,51,40
169,2,5:42.0,Personal foul by D. Green (drawn by D. Powell),,51,40
170,2,5:42.0,D. Powell makes free throw 1 of 2,,52,40
171,2,5:42.0,D. Powell makes free throw 2 of 2,,53,40
172,2,5:27.0,,O. Spellman misses 2-pt jump shot from 13 ft,53,40
173,2,5:26.0,Defensive rebound by L. Dončić,,53,40
174,2,5:18.0,L. Dončić misses 2-pt layup from 5 ft,,53,40
175,2,5:17.0,Offensive rebound by D. Powell,,53,40
176,2,5:15.0,D. Powell makes 2-pt layup from 4 ft,,55,40
177,2,4:57.0,,A. Burks misses 3-pt jump shot from 27 ft,55,40
178,2,4:55.0,Defensive rebound by L. Dončić,,55,40
179,2,4:40.0,D. Powell makes 2-pt layup from 2 ft (assist by L. Dončić),,57,40
180,2,4:38.0,,Golden State full timeout,57,40
181,2,4:38.0,D. Finney-Smith enters the game for L. Dončić,,57,40
182,2,4:38.0,,G. Robinson enters the game for J. Evans,57,40
183,2,4:38.0,,D. Russell enters the game for J. Poole,57,40
184,2,4:26.0,,D. Russell misses 3-pt jump shot from 28 ft,57,40
185,2,4:24.0,Defensive rebound by D. Powell,,57,40
186,2,4:15.0,T. Hardaway makes 2-pt jump shot from 11 ft (assist by D. Powell),,59,40
187,2,3:59.0,,O. Spellman makes 2-pt jump shot from 10 ft (assist by D. Russell),59,42
188,2,3:59.0,,Shooting foul by D. Powell (drawn by O. Spellman),59,42
189,2,3:59.0,,O. Spellman makes free throw 1 of 1,59,43
190,2,3:42.0,D. Wright makes 2-pt jump shot from 15 ft (assist by T. Hardaway),,61,43
191,2,3:34.0,,Turnover by D. Russell (bad pass),61,43
192,2,3:34.0,L. Dončić enters the game for D. Wright,,61,43
193,2,3:20.0,T. Hardaway misses 3-pt jump shot from 28 ft,,61,43
194,2,3:17.0,,Defensive rebound by Team,61,43
195,2,3:04.0,,G. Robinson makes 2-pt layup from 2 ft,61,45
196,2,2:43.0,Turnover by T. Hardaway (traveling),,61,45
197,2,2:35.0,,Turnover by D. Russell (bad pass),61,45
198,2,2:17.0,Turnover by D. Powell (bad pass; steal by G. Robinson),,61,45
199,2,2:06.0,,D. Green misses 2-pt layup from 8 ft,61,45
200,2,2:05.0,,Offensive rebound by G. Robinson,61,45
201,2,2:02.0,,G. Robinson makes 2-pt layup from 5 ft,61,47
202,2,1:44.0,D. Powell makes 2-pt dunk from 2 ft (assist by M. Kleber),,63,47
203,2,1:23.0,,D. Russell misses 3-pt jump shot from 26 ft,63,47
204,2,1:21.0,Defensive rebound by L. Dončić,,63,47
205,2,1:05.0,L. Dončić makes 2-pt layup from 2 ft,,65,47
206,2,0:55.0,,O. Spellman misses 3-pt jump shot from 29 ft,65,47
207,2,0:53.0,Defensive rebound by D. Powell,,65,47
208,2,0:35.0,L. Dončić misses 3-pt jump shot from 26 ft,,65,47
209,2,0:33.0,Offensive rebound by M. Kleber,,65,47
210,2,0:23.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,65,47
211,2,0:21.0,,Defensive rebound by A. Burks,65,47
212,2,0:01.0,,D. Green misses 2-pt hook shot from 6 ft,65,47
213,2,0:00.0,,Offensive rebound by Team,65,47
214,3,11:49.0,T. Hardaway misses 3-pt jump shot from 29 ft,,65,47
215,3,11:47.0,,Defensive rebound by A. Burks,65,47
216,3,11:32.0,,Turnover by D. Green (bad pass),65,47
217,3,11:14.0,L. Dončić makes 2-pt layup from 4 ft,,67,47
218,3,10:58.0,,O. Spellman misses 2-pt jump shot from 15 ft,67,47
219,3,10:57.0,Defensive rebound by L. Dončić,,67,47
220,3,10:49.0,L. Dončić misses 3-pt jump shot from 27 ft,,67,47
221,3,10:47.0,,Defensive rebound by D. Russell,67,47
222,3,10:42.0,,Turnover by D. Russell (bad pass; steal by L. Dončić),67,47
223,3,10:29.0,M. Kleber misses 2-pt layup from 2 ft,,67,47
224,3,10:27.0,,Defensive rebound by G. Robinson,67,47
225,3,10:17.0,,Personal foul by L. Dončić (drawn by G. Robinson),67,47
226,3,10:09.0,,O. Spellman makes 2-pt layup from 2 ft (assist by D. Russell),67,49
227,3,9:57.0,L. Dončić misses 3-pt jump shot from 28 ft,,67,49
228,3,9:55.0,Offensive rebound by D. Powell,,67,49
229,3,9:55.0,D. Powell makes 2-pt dunk from 1 ft,,69,49
230,3,9:38.0,,A. Burks misses 3-pt jump shot from 26 ft,69,49
231,3,9:36.0,Defensive rebound by M. Kleber,,69,49
232,3,9:28.0,L. Dončić makes 2-pt jump shot from 6 ft,,71,49
233,3,9:15.0,,D. Russell misses 2-pt jump shot from 18 ft,71,49
234,3,9:14.0,Defensive rebound by D. Finney-Smith,,71,49
235,3,9:04.0,Shooting foul by D. Green (drawn by D. Finney-Smith),,71,49
236,3,9:04.0,D. Finney-Smith misses free throw 1 of 2,,71,49
237,3,9:04.0,Offensive rebound by Team,,71,49
238,3,9:04.0,D. Finney-Smith makes free throw 2 of 2,,72,49
239,3,8:51.0,,D. Russell misses 2-pt jump shot from 9 ft,72,49
240,3,8:50.0,Defensive rebound by M. Kleber,,72,49
241,3,8:44.0,T. Hardaway misses 3-pt jump shot from 28 ft,,72,49
242,3,8:42.0,,Defensive rebound by G. Robinson,72,49
243,3,8:34.0,,O. Spellman misses 3-pt jump shot from 26 ft,72,49
244,3,8:32.0,Defensive rebound by M. Kleber,,72,49
245,3,8:12.0,D. Powell makes 2-pt dunk from 2 ft (assist by D. Finney-Smith),,74,49
246,3,8:12.0,,Golden State full timeout,74,49
247,3,8:12.0,,E. Paschall enters the game for A. Burks,74,49
248,3,8:12.0,,A. Smailagić enters the game for O. Spellman,74,49
249,3,7:53.0,,Turnover by A. Smailagić (3 sec),74,49
250,3,7:32.0,Shooting foul by E. Paschall (drawn by L. Dončić),,74,49
251,3,7:32.0,L. Dončić misses free throw 1 of 2,,74,49
252,3,7:32.0,Offensive rebound by Team,,74,49
253,3,7:32.0,L. Dončić misses free throw 2 of 2,,74,49
254,3,7:30.0,,Defensive rebound by G. Robinson,74,49
255,3,7:08.0,,Turnover by E. Paschall (bad pass; steal by D. Powell),74,49
256,3,7:02.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,74,49
257,3,7:00.0,,Defensive rebound by D. Green,74,49
258,3,6:55.0,,G. Robinson makes 2-pt dunk from 1 ft (assist by D. Russell),74,51
259,3,6:42.0,T. Hardaway makes 2-pt jump shot from 17 ft,,76,51
260,3,6:30.0,,D. Russell misses 2-pt jump shot from 19 ft,76,51
261,3,6:28.0,Defensive rebound by L. Dončić,,76,51
262,3,6:19.0,D. Finney-Smith misses 2-pt jump shot from 6 ft,,76,51
263,3,6:18.0,,Defensive rebound by E. Paschall,76,51
264,3,6:07.0,,Turnover by G. Robinson (bad pass),76,51
265,3,5:57.0,L. Dončić makes 3-pt jump shot from 30 ft (assist by T. Hardaway),,79,51
266,3,5:32.0,,E. Paschall misses 2-pt jump shot from 10 ft,79,51
267,3,5:30.0,,Offensive rebound by A. Smailagić,79,51
268,3,5:28.0,,G. Robinson makes 3-pt jump shot from 23 ft (assist by A. Smailagić),79,54
269,3,5:16.0,Personal foul by A. Smailagić (drawn by T. Hardaway),,79,54
270,3,5:16.0,J. Jackson enters the game for M. Kleber,,79,54
271,3,5:16.0,,J. Poole enters the game for D. Russell,79,54
272,3,5:08.0,L. Dončić makes 3-pt jump shot from 31 ft,,82,54
273,3,4:57.0,,Shooting foul by T. Hardaway (drawn by J. Poole),82,54
274,3,4:57.0,,J. Poole makes free throw 1 of 3,82,55
275,3,4:57.0,,J. Poole misses free throw 2 of 3,82,55
276,3,4:57.0,,Offensive rebound by Team,82,55
277,3,4:57.0,,J. Poole makes free throw 3 of 3,82,56
278,3,4:44.0,Offensive foul by L. Dončić (drawn by A. Smailagić),,82,56
279,3,4:44.0,Turnover by L. Dončić (offensive foul),,82,56
280,3,4:44.0,,A. Burks enters the game for G. Robinson,82,56
281,3,4:30.0,,D. Green misses 3-pt jump shot from 26 ft,82,56
282,3,4:28.0,Defensive rebound by T. Hardaway,,82,56
283,3,4:19.0,D. Powell makes 2-pt dunk from 2 ft (assist by T. Hardaway),,84,56
284,3,3:57.0,,A. Smailagić makes 2-pt layup from 2 ft,84,58
285,3,3:50.0,L. Dončić misses 3-pt jump shot from 27 ft,,84,58
286,3,3:48.0,,Defensive rebound by D. Green,84,58
287,3,3:43.0,,A. Burks makes 2-pt layup from 2 ft (assist by D. Green),84,60
288,3,3:43.0,Dallas full timeout,,84,60
289,3,3:26.0,T. Hardaway misses 3-pt jump shot from 27 ft,,84,60
290,3,3:23.0,,Defensive rebound by D. Green,84,60
291,3,3:10.0,,A. Smailagić makes 2-pt hook shot from 5 ft (assist by D. Green),84,62
292,3,3:10.0,,Shooting foul by D. Powell (drawn by A. Smailagić),84,62
293,3,3:10.0,S. Curry enters the game for T. Hardaway,,84,62
294,3,3:10.0,,A. Smailagić makes free throw 1 of 1,84,63
295,3,2:47.0,L. Dončić misses 3-pt jump shot from 35 ft,,84,63
296,3,2:46.0,Offensive rebound by Team,,84,63
297,3,2:46.0,Turnover by Team (shot clock),,84,63
298,3,2:37.0,,J. Poole makes 3-pt jump shot from 30 ft (assist by D. Green),84,66
299,3,2:37.0,,Shooting foul by J. Jackson (drawn by J. Poole),84,66
300,3,2:37.0,M. Kleber enters the game for D. Powell,,84,66
301,3,2:37.0,,J. Poole misses free throw 1 of 1,84,66
302,3,2:35.0,Defensive rebound by J. Jackson,,84,66
303,3,2:14.0,L. Dončić misses 2-pt jump shot from 10 ft,,84,66
304,3,2:12.0,,Defensive rebound by A. Burks,84,66
305,3,2:03.0,,E. Paschall makes 3-pt jump shot from 25 ft (assist by A. Smailagić),84,69
306,3,2:00.0,Dallas full timeout,,84,69
307,3,2:00.0,J. Brunson enters the game for L. Dončić,,84,69
308,3,1:52.0,Personal foul by A. Burks (drawn by J. Brunson),,84,69
309,3,1:45.0,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by S. Curry),,87,69
310,3,1:26.0,,D. Green makes 2-pt layup from 2 ft (assist by J. Poole),87,71
311,3,1:13.0,J. Brunson makes 2-pt jump shot from 10 ft,,89,71
312,3,1:01.0,,Turnover by D. Green (bad pass),89,71
313,3,0:52.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,89,71
314,3,0:49.0,,Defensive rebound by Team,89,71
315,3,0:39.0,,A. Burks misses 3-pt jump shot from 27 ft,89,71
316,3,0:36.0,Defensive rebound by J. Brunson,,89,71
317,3,0:29.0,Shooting foul by D. Green (drawn by D. Finney-Smith),,89,71
318,3,0:29.0,D. Finney-Smith makes free throw 1 of 2,,90,71
319,3,0:29.0,,G. Robinson enters the game for E. Paschall,90,71
320,3,0:29.0,D. Finney-Smith makes free throw 2 of 2,,91,71
321,3,0:13.0,,Offensive foul by A. Burks (drawn by S. Curry),91,71
322,3,0:13.0,,Turnover by A. Burks (offensive foul),91,71
323,3,0:13.0,Technical foul by A. Burks,,91,71
324,3,0:13.0,S. Curry makes technical free throw,,92,71
325,3,0:07.0,Personal foul by A. Smailagić (drawn by M. Kleber),,92,71
326,3,0:07.0,M. Kleber makes free throw 1 of 2,,93,71
327,3,0:07.0,M. Kleber makes free throw 2 of 2,,94,71
328,3,0:03.0,,A. Burks misses 3-pt jump shot from 26 ft,94,71
329,3,0:01.0,,Offensive rebound by A. Burks,94,71
330,3,0:01.0,,A. Burks misses 2-pt jump shot from 13 ft,94,71
331,3,0:00.0,,Offensive rebound by Team,94,71
332,4,11:46.0,,G. Robinson misses 3-pt jump shot from 28 ft,94,71
333,4,11:44.0,Defensive rebound by D. Wright,,94,71
334,4,11:26.0,J. Brunson makes 2-pt jump shot from 20 ft,,96,71
335,4,11:04.0,,J. Poole misses 2-pt jump shot from 23 ft (block by D. Wright),96,71
336,4,11:02.0,,Offensive rebound by E. Paschall,96,71
337,4,11:00.0,,E. Paschall makes 2-pt jump shot from 12 ft,96,73
338,4,10:46.0,S. Curry makes 2-pt jump shot from 21 ft (assist by J. Brunson),,98,73
339,4,10:29.0,,D. Russell makes 2-pt jump shot from 17 ft,98,75
340,4,10:18.0,S. Curry misses 2-pt jump shot from 20 ft,,98,75
341,4,10:16.0,,Defensive rebound by D. Russell,98,75
342,4,10:11.0,,E. Paschall makes 2-pt layup from 2 ft (assist by D. Russell),98,77
343,4,9:47.0,J. Jackson misses 2-pt jump shot from 11 ft,,98,77
344,4,9:45.0,Offensive rebound by D. Wright,,98,77
345,4,9:45.0,B. Marjanović makes 2-pt layup from 2 ft,,100,77
346,4,9:45.0,Shooting foul by W. Cauley-Stein (drawn by B. Marjanović),,100,77
347,4,9:45.0,B. Marjanović misses free throw 1 of 1,,100,77
348,4,9:44.0,Offensive rebound by S. Curry,,100,77
349,4,9:36.0,Turnover by B. Marjanović (3 sec),,100,77
350,4,9:24.0,,E. Paschall misses 2-pt jump shot from 12 ft,100,77
351,4,9:23.0,Defensive rebound by B. Marjanović,,100,77
352,4,9:08.0,D. Wright misses 2-pt layup from 8 ft,,100,77
353,4,9:04.0,Offensive rebound by B. Marjanović,,100,77
354,4,9:03.0,B. Marjanović makes 2-pt layup from 2 ft,,102,77
355,4,8:47.0,,D. Russell misses 2-pt layup from 5 ft,102,77
356,4,8:45.0,Defensive rebound by B. Marjanović,,102,77
357,4,8:29.0,S. Curry misses 3-pt jump shot from 26 ft,,102,77
358,4,8:27.0,Offensive rebound by D. Wright,,102,77
359,4,8:27.0,D. Wright makes 2-pt layup from 1 ft,,104,77
360,4,8:16.0,,Turnover by D. Russell (bad pass; steal by S. Curry),104,77
361,4,8:12.0,S. Curry makes 2-pt layup from 3 ft,,106,77
362,4,8:12.0,,Golden State full timeout,106,77
363,4,8:12.0,J. Barea enters the game for J. Brunson,,106,77
364,4,8:12.0,C. Lee enters the game for S. Curry,,106,77
365,4,8:12.0,,O. Spellman enters the game for E. Paschall,106,77
366,4,8:03.0,,J. Poole misses 2-pt jump shot from 19 ft (block by D. Wright),106,77
367,4,8:01.0,,Offensive rebound by Team,106,77
368,4,8:01.0,A. Cleveland enters the game for J. Jackson,,106,77
369,4,7:57.0,,G. Robinson misses 3-pt jump shot from 23 ft,106,77
370,4,7:55.0,,Offensive rebound by W. Cauley-Stein,106,77
371,4,7:54.0,,Shooting foul by B. Marjanović (drawn by W. Cauley-Stein),106,77
372,4,7:54.0,,W. Cauley-Stein makes free throw 1 of 2,106,78
373,4,7:54.0,,W. Cauley-Stein makes free throw 2 of 2,106,79
374,4,7:38.0,Turnover by B. Marjanović (bad pass; steal by W. Cauley-Stein),,106,79
375,4,7:32.0,,G. Robinson makes 2-pt dunk from 1 ft (assist by D. Russell),106,81
376,4,7:31.0,Dallas full timeout,,106,81
377,4,7:15.0,B. Marjanović misses 2-pt layup from 4 ft,,106,81
378,4,7:15.0,Offensive rebound by Team,,106,81
379,4,7:08.0,A. Cleveland misses 3-pt jump shot from 28 ft,,106,81
380,4,7:06.0,,Defensive rebound by W. Cauley-Stein,106,81
381,4,6:54.0,,Turnover by D. Russell (bad pass),106,81
382,4,6:45.0,J. Barea misses 2-pt layup from 9 ft,,106,81
383,4,6:44.0,,Defensive rebound by W. Cauley-Stein,106,81
