,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,OKLAHOMA CITY_ACTION,MILWAUKEE_SCORE,OKLAHOMA CITY_SCORE
32,1,7:23.0,,S. Gilgeous-Alexander misses 2-pt layup from 5 ft,9,6
33,1,7:21.0,Defensive rebound by K. Middleton,,9,6
34,1,7:17.0,B. Lopez misses 3-pt jump shot from 27 ft,,9,6
35,1,7:13.0,,Defensive rebound by C. Paul,9,6
36,1,7:08.0,,C. Paul misses 3-pt jump shot from 26 ft,9,6
37,1,7:06.0,Defensive rebound by G. Antetokounmpo,,9,6
38,1,6:59.0,K. Middleton makes 2-pt layup from 2 ft,,11,6
39,1,6:47.0,,S. Gilgeous-Alexander makes 3-pt jump shot from 25 ft (assist by N. Noel),11,9
40,1,6:35.0,G. Antetokounmpo misses 2-pt layup from 4 ft,,11,9
41,1,6:33.0,,Defensive rebound by D. Gallinari,11,9
42,1,6:27.0,,D. Gallinari misses 3-pt jump shot from 25 ft,11,9
43,1,6:25.0,Defensive rebound by K. Middleton,,11,9
44,1,6:21.0,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by K. Middleton),,13,9
45,1,6:02.0,,Personal foul by G. Antetokounmpo (drawn by D. Gallinari),13,9
46,1,6:02.0,S. Brown enters the game for G. Antetokounmpo,,13,9
47,1,6:02.0,E. İlyasova enters the game for W. Matthews,,13,9
48,1,5:53.0,,D. Gallinari misses 2-pt jump shot from 10 ft (block by B. Lopez),13,9
49,1,5:50.0,Defensive rebound by E. Bledsoe,,13,9
50,1,5:47.0,S. Brown misses 3-pt jump shot from 26 ft,,13,9
51,1,5:47.0,Offensive rebound by E. İlyasova,,13,9
52,1,5:40.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,13,9
53,1,5:36.0,,Defensive rebound by D. Gallinari,13,9
54,1,5:31.0,,D. Gallinari misses 2-pt layup from 6 ft (block by B. Lopez),13,9
55,1,5:30.0,,Offensive rebound by D. Gallinari,13,9
56,1,5:30.0,,D. Gallinari misses 2-pt layup from 3 ft,13,9
57,1,5:30.0,Defensive rebound by B. Lopez,,13,9
58,1,5:30.0,Personal foul by D. Gallinari (drawn by B. Lopez),,13,9
59,1,5:30.0,R. Lopez enters the game for B. Lopez,,13,9
60,1,5:30.0,,D. Schröder enters the game for C. Paul,13,9
61,1,5:24.0,Offensive foul by K. Middleton (drawn by T. Ferguson),,13,9
62,1,5:24.0,Turnover by K. Middleton (offensive foul),,13,9
63,1,5:11.0,,D. Gallinari misses 2-pt jump shot from 14 ft,13,9
64,1,5:08.0,Defensive rebound by E. İlyasova,,13,9
65,1,5:02.0,E. Bledsoe misses 2-pt layup from 5 ft (block by N. Noel),,13,9
66,1,4:59.0,,Defensive rebound by D. Schröder,13,9
67,1,4:48.0,,N. Noel makes 2-pt dunk from 1 ft (assist by S. Gilgeous-Alexander),13,11
68,1,4:41.0,S. Brown misses 2-pt layup from 4 ft (block by N. Noel),,13,11
69,1,4:39.0,,Defensive rebound by D. Gallinari,13,11
70,1,4:20.0,,N. Noel makes 2-pt jump shot from 16 ft (assist by D. Schröder),13,13
71,1,4:00.0,K. Middleton misses 2-pt jump shot from 18 ft,,13,13
72,1,3:56.0,,Defensive rebound by T. Ferguson,13,13
73,1,3:49.0,,D. Schröder misses 3-pt jump shot from 26 ft,13,13
74,1,3:41.0,,Offensive rebound by N. Noel,13,13
75,1,3:38.0,,D. Gallinari misses 3-pt jump shot from 23 ft,13,13
76,1,3:35.0,Defensive rebound by S. Brown,,13,13
77,1,3:28.0,E. Bledsoe makes 2-pt jump shot from 15 ft,,15,13
78,1,3:24.0,,Oklahoma City full timeout,15,13
79,1,3:24.0,D. DiVincenzo enters the game for E. Bledsoe,,15,13
80,1,3:24.0,G. Hill enters the game for K. Middleton,,15,13
81,1,3:24.0,,D. Bazley enters the game for T. Ferguson,15,13
82,1,3:24.0,,H. Diallo enters the game for D. Gallinari,15,13
83,1,3:24.0,,M. Muscala enters the game for N. Noel,15,13
84,1,3:13.0,,S. Gilgeous-Alexander misses 2-pt layup from 3 ft,15,13
85,1,3:11.0,Defensive rebound by R. Lopez,,15,13
86,1,3:07.0,Turnover by R. Lopez (lost ball; steal by S. Gilgeous-Alexander),,15,13
87,1,3:05.0,,Personal foul by D. DiVincenzo (drawn by H. Diallo),15,13
88,1,2:57.0,,Turnover by D. Schröder (bad pass; steal by D. DiVincenzo),15,13
89,1,2:44.0,S. Brown makes 2-pt layup from 7 ft,,17,13
90,1,2:25.0,,M. Muscala misses 3-pt jump shot from 26 ft,17,13
91,1,2:22.0,Defensive rebound by D. DiVincenzo,,17,13
92,1,2:16.0,D. DiVincenzo makes 2-pt jump shot from 12 ft,,19,13
93,1,1:58.0,,H. Diallo makes 2-pt layup from 2 ft,19,15
94,1,1:38.0,E. İlyasova makes 2-pt layup from 1 ft,,21,15
95,1,1:20.0,,M. Muscala makes 3-pt jump shot from 26 ft (assist by D. Bazley),21,18
96,1,1:06.0,G. Hill misses 2-pt jump shot from 10 ft,,21,18
97,1,1:02.0,,Defensive rebound by M. Muscala,21,18
98,1,0:50.0,,Turnover by D. Bazley (bad pass; steal by D. DiVincenzo),21,18
99,1,0:46.0,D. DiVincenzo misses 2-pt layup from 2 ft,,21,18
100,1,0:44.0,,Defensive rebound by M. Muscala,21,18
101,1,0:35.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 4 ft,21,20
102,1,0:24.0,Turnover by R. Lopez (lost ball; steal by H. Diallo),,21,20
103,1,0:20.0,,H. Diallo makes 2-pt layup from 2 ft,21,22
104,1,0:16.0,Turnover by D. DiVincenzo (bad pass; steal by D. Schröder),,21,22
105,1,0:16.0,Clear path foul by D. Schröder,,21,22
106,1,0:16.0,,Instant Replay (Request: Ruling Stands),21,22
107,1,0:16.0,,D. Schröder makes clear path free throw 1 of 2,21,23
108,1,0:16.0,,D. Schröder makes clear path free throw 2 of 2,21,24
109,1,0:16.0,G. Antetokounmpo enters the game for S. Brown,,21,24
110,1,0:16.0,P. Connaughton enters the game for R. Lopez,,21,24
111,1,0:16.0,,C. Paul enters the game for H. Diallo,21,24
112,1,0:01.0,,M. Muscala misses 3-pt jump shot from 27 ft,21,24
113,1,0:01.0,,Offensive rebound by Team,21,24
114,2,11:48.0,Violation by Team (kicked ball),,21,24
115,2,11:36.0,,M. Muscala makes 3-pt jump shot from 26 ft (assist by C. Paul),21,27
116,2,11:16.0,Personal foul by D. Bazley (drawn by G. Antetokounmpo),,21,27
117,2,11:10.0,G. Hill makes 2-pt layup from 5 ft (assist by G. Antetokounmpo),,23,27
118,2,10:57.0,,M. Muscala makes 3-pt jump shot from 26 ft (assist by C. Paul),23,30
119,2,10:44.0,B. Lopez makes 3-pt jump shot from 23 ft (assist by G. Hill),,26,30
120,2,10:27.0,,D. Schröder makes 2-pt jump shot from 14 ft,26,32
121,2,10:14.0,Turnover by G. Antetokounmpo (lost ball; steal by D. Schröder),,26,32
122,2,10:08.0,,D. Schröder misses 3-pt jump shot from 26 ft,26,32
123,2,10:06.0,Defensive rebound by G. Hill,,26,32
124,2,9:50.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by G. Hill),,29,32
125,2,9:28.0,,M. Muscala misses 3-pt jump shot from 29 ft,29,32
126,2,9:25.0,Defensive rebound by G. Antetokounmpo,,29,32
127,2,9:19.0,P. Connaughton misses 3-pt jump shot from 26 ft,,29,32
128,2,9:15.0,,Defensive rebound by C. Paul,29,32
129,2,9:03.0,,C. Paul misses 2-pt jump shot from 18 ft,29,32
130,2,9:01.0,Defensive rebound by P. Connaughton,,29,32
131,2,8:55.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by P. Connaughton),,32,32
132,2,8:32.0,,H. Diallo misses 2-pt jump shot from 9 ft,32,32
133,2,8:30.0,Defensive rebound by G. Antetokounmpo,,32,32
134,2,8:19.0,G. Hill makes 2-pt layup from 4 ft (assist by G. Antetokounmpo),,34,32
135,2,8:19.0,,Oklahoma City full timeout,34,32
136,2,8:19.0,E. Bledsoe enters the game for P. Connaughton,,34,32
137,2,8:19.0,K. Middleton enters the game for G. Hill,,34,32
138,2,8:07.0,,Turnover by M. Muscala (traveling),34,32
139,2,8:07.0,,T. Ferguson enters the game for C. Paul,34,32
140,2,7:57.0,Offensive foul by G. Antetokounmpo (drawn by D. Schröder),,34,32
141,2,7:57.0,Turnover by G. Antetokounmpo (offensive foul),,34,32
142,2,7:37.0,,Turnover by D. Schröder (traveling),34,32
143,2,7:37.0,,N. Noel enters the game for M. Muscala,34,32
144,2,7:26.0,B. Lopez misses 3-pt jump shot from 25 ft,,34,32
145,2,7:23.0,,Defensive rebound by D. Bazley,34,32
146,2,6:59.0,,N. Noel makes 2-pt jump shot from 23 ft (assist by T. Ferguson),34,34
147,2,6:41.0,K. Middleton misses 3-pt jump shot from 26 ft,,34,34
148,2,6:38.0,,Defensive rebound by N. Noel,34,34
149,2,6:20.0,,D. Schröder makes 2-pt jump shot from 16 ft,34,36
150,2,6:02.0,B. Lopez misses 2-pt layup from 5 ft,,34,36
151,2,6:00.0,,Defensive rebound by D. Schröder,34,36
152,2,5:49.0,,T. Ferguson makes 3-pt jump shot from 25 ft (assist by D. Schröder),34,39
153,2,5:27.0,G. Antetokounmpo misses 2-pt jump shot from 10 ft (block by T. Ferguson),,34,39
154,2,5:24.0,Offensive rebound by G. Antetokounmpo,,34,39
155,2,5:18.0,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by E. Bledsoe),,36,39
156,2,5:00.0,,D. Schröder makes 2-pt layup from 2 ft (assist by N. Noel),36,41
157,2,4:49.0,Personal foul by D. Schröder (drawn by E. Bledsoe),,36,41
158,2,4:49.0,S. Brown enters the game for B. Lopez,,36,41
159,2,4:49.0,E. İlyasova enters the game for W. Matthews,,36,41
160,2,4:49.0,,D. Gallinari enters the game for D. Bazley,36,41
161,2,4:49.0,,S. Gilgeous-Alexander enters the game for D. Schröder,36,41
162,2,4:42.0,S. Brown makes 2-pt layup from 1 ft (assist by E. Bledsoe),,38,41
163,2,4:27.0,,S. Gilgeous-Alexander makes 3-pt jump shot from 23 ft (assist by D. Gallinari),38,44
164,2,4:15.0,E. Bledsoe makes 2-pt layup from 5 ft,,40,44
165,2,4:03.0,,Turnover by N. Noel (bad pass; steal by S. Brown),40,44
166,2,4:00.0,Turnover by E. Bledsoe (bad pass; steal by D. Gallinari),,40,44
167,2,3:58.0,,H. Diallo makes 2-pt dunk from 2 ft (assist by D. Gallinari),40,46
168,2,3:38.0,Shooting foul by H. Diallo (drawn by G. Antetokounmpo),,40,46
169,2,3:38.0,G. Antetokounmpo makes free throw 1 of 2,,41,46
170,2,3:38.0,G. Hill enters the game for E. Bledsoe,,41,46
171,2,3:38.0,,C. Paul enters the game for H. Diallo,41,46
172,2,3:38.0,G. Antetokounmpo makes free throw 2 of 2,,42,46
173,2,3:19.0,,T. Ferguson misses 3-pt jump shot from 24 ft,42,46
174,2,3:15.0,Defensive rebound by S. Brown,,42,46
175,2,3:08.0,G. Antetokounmpo makes 3-pt jump shot from 27 ft (assist by S. Brown),,45,46
176,2,2:52.0,,Personal foul by G. Hill (drawn by N. Noel),45,46
177,2,2:52.0,Milwaukee full timeout,,45,46
178,2,2:52.0,P. Connaughton enters the game for G. Antetokounmpo,,45,46
179,2,2:42.0,,D. Gallinari makes 2-pt jump shot from 22 ft (assist by S. Gilgeous-Alexander),45,48
180,2,2:23.0,E. İlyasova misses 3-pt jump shot from 24 ft,,45,48
181,2,2:20.0,,Defensive rebound by S. Gilgeous-Alexander,45,48
182,2,2:03.0,,C. Paul makes 3-pt jump shot from 23 ft (assist by S. Gilgeous-Alexander),45,51
183,2,1:39.0,Turnover by G. Hill (traveling),,45,51
184,2,1:39.0,G. Antetokounmpo enters the game for E. İlyasova,,45,51
185,2,1:15.0,,N. Noel misses 2-pt jump shot from 8 ft,45,51
186,2,1:12.0,Defensive rebound by G. Antetokounmpo,,45,51
187,2,1:05.0,K. Middleton makes 2-pt jump shot from 10 ft,,47,51
188,2,0:56.0,,Personal foul by K. Middleton (drawn by D. Gallinari),47,51
189,2,0:52.0,,Personal foul by G. Hill (drawn by C. Paul),47,51
190,2,0:52.0,,C. Paul makes free throw 1 of 2,47,52
191,2,0:52.0,,C. Paul makes free throw 2 of 2,47,53
192,2,0:42.0,S. Brown makes 3-pt jump shot from 24 ft (assist by K. Middleton),,50,53
193,2,0:32.0,,Turnover by C. Paul (lost ball; steal by S. Brown),50,53
194,2,0:29.0,Turnover by S. Brown (lost ball; steal by S. Gilgeous-Alexander),,50,53
195,2,0:23.0,,T. Ferguson misses 3-pt jump shot from 24 ft,50,53
196,2,0:21.0,Defensive rebound by P. Connaughton,,50,53
197,2,0:07.0,Shooting foul by N. Noel (drawn by G. Antetokounmpo),,50,53
198,2,0:07.0,G. Antetokounmpo misses free throw 1 of 2,,50,53
199,2,0:07.0,Offensive rebound by Team,,50,53
200,2,0:07.0,E. Bledsoe enters the game for G. Hill,,50,53
201,2,0:07.0,W. Matthews enters the game for K. Middleton,,50,53
202,2,0:07.0,,M. Muscala enters the game for T. Ferguson,50,53
203,2,0:07.0,,D. Schröder enters the game for N. Noel,50,53
204,2,0:07.0,G. Antetokounmpo misses free throw 2 of 2,,50,53
205,2,0:07.0,,Defensive rebound by Team,50,53
206,2,0:07.0,D. DiVincenzo enters the game for G. Antetokounmpo,,50,53
207,2,0:02.0,,M. Muscala makes 3-pt jump shot from 29 ft (assist by C. Paul),50,56
208,3,11:35.0,,Turnover by N. Noel (bad pass; steal by K. Middleton),50,56
209,3,11:32.0,E. Bledsoe makes 2-pt layup from 3 ft (assist by K. Middleton),,52,56
210,3,11:13.0,,N. Noel makes 2-pt jump shot from 7 ft (assist by D. Gallinari),52,58
211,3,10:51.0,G. Antetokounmpo makes 2-pt dunk from 2 ft,,54,58
212,3,10:31.0,,D. Gallinari makes 3-pt jump shot from 29 ft (assist by S. Gilgeous-Alexander),54,61
213,3,10:21.0,B. Lopez misses 3-pt jump shot from 25 ft,,54,61
214,3,10:21.0,,Defensive rebound by S. Gilgeous-Alexander,54,61
215,3,10:11.0,,Shooting foul by K. Middleton (drawn by N. Noel),54,61
216,3,10:11.0,,N. Noel makes free throw 1 of 2,54,62
217,3,10:11.0,,N. Noel makes free throw 2 of 2,54,63
218,3,9:56.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by K. Middleton),,56,63
219,3,9:46.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 4 ft,56,63
220,3,9:43.0,Defensive rebound by B. Lopez,,56,63
221,3,9:43.0,Personal foul by D. Gallinari (drawn by G. Antetokounmpo),,56,63
222,3,9:39.0,E. Bledsoe makes 3-pt jump shot from 24 ft (assist by K. Middleton),,59,63
223,3,9:23.0,,C. Paul misses 2-pt jump shot from 14 ft,59,63
224,3,9:20.0,Defensive rebound by G. Antetokounmpo,,59,63
225,3,9:20.0,Personal foul by C. Paul (drawn by G. Antetokounmpo),,59,63
226,3,9:03.0,B. Lopez makes 2-pt dunk from 2 ft (assist by E. Bledsoe),,61,63
227,3,8:40.0,,T. Ferguson misses 3-pt jump shot from 25 ft,61,63
228,3,8:37.0,Defensive rebound by G. Antetokounmpo,,61,63
229,3,8:31.0,K. Middleton makes 2-pt jump shot from 16 ft (assist by E. Bledsoe),,63,63
230,3,8:30.0,,Oklahoma City full timeout,63,63
231,3,8:11.0,,D. Gallinari misses 3-pt jump shot from 24 ft,63,63
232,3,8:09.0,Defensive rebound by W. Matthews,,63,63
233,3,8:01.0,W. Matthews misses 3-pt jump shot from 26 ft,,63,63
234,3,7:58.0,,Defensive rebound by D. Gallinari,63,63
235,3,7:51.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,63,63
236,3,7:48.0,Defensive rebound by G. Antetokounmpo,,63,63
237,3,7:39.0,B. Lopez misses 3-pt jump shot from 27 ft,,63,63
238,3,7:36.0,,Defensive rebound by S. Gilgeous-Alexander,63,63
239,3,7:29.0,,S. Gilgeous-Alexander misses 2-pt layup from 1 ft,63,63
240,3,7:27.0,Defensive rebound by W. Matthews,,63,63
241,3,7:23.0,E. Bledsoe makes 2-pt layup from 1 ft,,65,63
242,3,7:23.0,Shooting foul by N. Noel (drawn by E. Bledsoe),,65,63
243,3,7:23.0,E. Bledsoe makes free throw 1 of 1,,66,63
244,3,7:09.0,,D. Gallinari misses 3-pt jump shot from 25 ft,66,63
245,3,7:06.0,Defensive rebound by E. Bledsoe,,66,63
246,3,6:57.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,68,63
247,3,6:57.0,Shooting foul by D. Gallinari (drawn by G. Antetokounmpo),,68,63
248,3,6:57.0,G. Antetokounmpo makes free throw 1 of 1,,69,63
249,3,6:52.0,,Personal foul by E. Bledsoe (drawn by C. Paul),69,63
250,3,6:52.0,,M. Muscala enters the game for S. Gilgeous-Alexander,69,63
251,3,6:52.0,,D. Schröder enters the game for N. Noel,69,63
252,3,6:41.0,,Shooting foul by B. Lopez (drawn by D. Schröder),69,63
253,3,6:41.0,,D. Schröder makes free throw 1 of 2,69,64
254,3,6:41.0,,D. Schröder misses free throw 2 of 2,69,64
255,3,6:39.0,Defensive rebound by G. Antetokounmpo,,69,64
256,3,6:29.0,Personal foul by T. Ferguson (drawn by K. Middleton),,69,64
257,3,6:29.0,K. Middleton makes free throw 1 of 2,,70,64
258,3,6:29.0,K. Middleton makes free throw 2 of 2,,71,64
259,3,6:17.0,,Personal foul by E. Bledsoe (drawn by D. Gallinari),71,64
260,3,6:17.0,S. Brown enters the game for K. Middleton,,71,64
261,3,6:02.0,,D. Gallinari misses 3-pt jump shot from 26 ft,71,64
262,3,5:58.0,Defensive rebound by G. Antetokounmpo,,71,64
263,3,5:55.0,E. Bledsoe makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,74,64
264,3,5:39.0,,C. Paul makes 2-pt jump shot from 15 ft,74,66
265,3,5:27.0,G. Antetokounmpo misses 2-pt layup from 4 ft,,74,66
266,3,5:25.0,,Defensive rebound by D. Schröder,74,66
267,3,5:20.0,,C. Paul makes 3-pt jump shot from 25 ft (assist by D. Schröder),74,69
268,3,4:54.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by W. Matthews),,76,69
269,3,4:37.0,,D. Schröder makes 2-pt jump shot from 16 ft (assist by M. Muscala),76,71
270,3,4:29.0,Milwaukee full timeout,,76,71
271,3,4:29.0,G. Hill enters the game for G. Antetokounmpo,,76,71
272,3,4:29.0,E. İlyasova enters the game for E. Bledsoe,,76,71
273,3,4:29.0,,H. Diallo enters the game for T. Ferguson,76,71
274,3,4:21.0,B. Lopez makes 2-pt hook shot from 7 ft (assist by G. Hill),,78,71
275,3,4:04.0,,M. Muscala misses 3-pt jump shot from 23 ft,78,71
276,3,4:02.0,,Offensive rebound by D. Schröder,78,71
277,3,4:00.0,,C. Paul misses 3-pt jump shot from 25 ft,78,71
278,3,3:56.0,,Offensive rebound by M. Muscala,78,71
279,3,3:53.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by M. Muscala),78,74
280,3,3:27.0,Turnover by W. Matthews (bad pass; steal by C. Paul),,78,74
281,3,3:24.0,,D. Schröder makes 2-pt layup from 1 ft (assist by C. Paul),78,76
282,3,2:58.0,G. Hill misses 2-pt jump shot from 19 ft,,78,76
283,3,2:55.0,,Defensive rebound by D. Gallinari,78,76
284,3,2:51.0,,Offensive foul by M. Muscala (drawn by W. Matthews),78,76
285,3,2:51.0,,Turnover by M. Muscala (offensive foul),78,76
286,3,2:51.0,D. DiVincenzo enters the game for B. Lopez,,78,76
287,3,2:51.0,R. Lopez enters the game for W. Matthews,,78,76
288,3,2:51.0,,D. Bazley enters the game for D. Gallinari,78,76
289,3,2:51.0,,S. Gilgeous-Alexander enters the game for C. Paul,78,76
290,3,2:38.0,E. İlyasova makes 2-pt layup from 3 ft (assist by G. Hill),,80,76
291,3,2:25.0,,H. Diallo makes 2-pt jump shot from 8 ft (assist by D. Schröder),80,78
292,3,2:10.0,S. Brown misses 2-pt jump shot from 22 ft,,80,78
293,3,2:08.0,,Defensive rebound by D. Bazley,80,78
294,3,2:02.0,,M. Muscala misses 3-pt jump shot from 26 ft,80,78
295,3,1:58.0,Defensive rebound by E. İlyasova,,80,78
296,3,1:53.0,D. DiVincenzo misses 2-pt jump shot from 10 ft,,80,78
297,3,1:51.0,,Defensive rebound by D. Bazley,80,78
298,3,1:40.0,,D. Schröder misses 2-pt jump shot from 14 ft,80,78
299,3,1:38.0,Defensive rebound by E. İlyasova,,80,78
300,3,1:24.0,G. Hill misses 2-pt jump shot from 9 ft (block by D. Bazley),,80,78
301,3,1:22.0,Offensive rebound by G. Hill,,80,78
302,3,1:16.0,S. Brown makes 2-pt jump shot from 15 ft (assist by G. Hill),,82,78
303,3,1:16.0,Shooting foul by D. Schröder (drawn by S. Brown),,82,78
304,3,1:16.0,S. Brown makes free throw 1 of 1,,83,78
305,3,1:02.0,,D. Bazley misses 3-pt jump shot from 26 ft,83,78
306,3,0:58.0,Defensive rebound by S. Brown,,83,78
307,3,0:53.0,S. Brown makes 2-pt layup from 3 ft,,85,78
308,3,0:37.0,,Turnover by S. Gilgeous-Alexander (bad pass; steal by D. DiVincenzo),85,78
309,3,0:31.0,Turnover by S. Brown (traveling),,85,78
310,3,0:31.0,P. Connaughton enters the game for S. Brown,,85,78
311,3,0:13.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,85,80
312,3,0:04.0,P. Connaughton makes 2-pt layup from 3 ft (assist by D. DiVincenzo),,87,80
313,3,0:00.0,,Turnover by D. Schröder (bad pass),87,80
314,4,11:46.0,R. Lopez misses 2-pt hook shot from 7 ft,,87,80
315,4,11:43.0,,Defensive rebound by D. Schröder,87,80
316,4,11:29.0,,H. Diallo makes 2-pt dunk from 1 ft (assist by M. Muscala),87,82
317,4,11:09.0,P. Connaughton misses 3-pt jump shot from 26 ft,,87,82
318,4,11:06.0,,Defensive rebound by D. Bazley,87,82
319,4,10:58.0,,D. Bazley misses 3-pt jump shot from 26 ft,87,82
320,4,10:56.0,Defensive rebound by P. Connaughton,,87,82
321,4,10:52.0,Shooting foul by M. Muscala (drawn by G. Antetokounmpo),,87,82
322,4,10:52.0,G. Antetokounmpo makes free throw 1 of 2,,88,82
323,4,10:52.0,E. Bledsoe enters the game for G. Hill,,88,82
324,4,10:52.0,B. Lopez enters the game for R. Lopez,,88,82
325,4,10:52.0,G. Antetokounmpo makes free throw 2 of 2,,89,82
326,4,10:37.0,,Shooting foul by B. Lopez (drawn by D. Schröder),89,82
327,4,10:37.0,,D. Schröder misses free throw 1 of 2,89,82
328,4,10:37.0,,Offensive rebound by Team,89,82
329,4,10:37.0,,D. Schröder makes free throw 2 of 2,89,83
330,4,10:23.0,Turnover by G. Antetokounmpo (traveling),,89,83
331,4,10:08.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,89,85
332,4,9:49.0,B. Lopez makes 2-pt layup from 3 ft (assist by E. Bledsoe),,91,85
333,4,9:43.0,,Turnover by S. Gilgeous-Alexander (out of bounds lost ball),91,85
334,4,9:33.0,E. Bledsoe misses 2-pt jump shot from 8 ft,,91,85
335,4,9:32.0,Offensive rebound by G. Antetokounmpo,,91,85
336,4,9:32.0,Shooting foul by H. Diallo (drawn by G. Antetokounmpo),,91,85
337,4,9:32.0,G. Antetokounmpo makes free throw 1 of 2,,92,85
338,4,9:32.0,W. Matthews enters the game for D. DiVincenzo,,92,85
339,4,9:32.0,G. Antetokounmpo makes free throw 2 of 2,,93,85
340,4,9:16.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 15 ft,93,85
341,4,9:11.0,Defensive rebound by G. Antetokounmpo,,93,85
342,4,9:05.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,95,85
343,4,8:49.0,,S. Gilgeous-Alexander misses 2-pt layup from 20 ft,95,85
344,4,8:47.0,Turnover by P. Connaughton (bad pass; steal by H. Diallo),,95,85
345,4,8:47.0,Defensive rebound by P. Connaughton,,95,85
346,4,8:42.0,,Turnover by H. Diallo (lost ball; steal by W. Matthews),95,85
347,4,8:39.0,Offensive foul by E. Bledsoe (drawn by D. Schröder),,95,85
348,4,8:39.0,Turnover by E. Bledsoe (offensive foul),,95,85
349,4,8:39.0,,Oklahoma City full timeout,95,85
350,4,8:39.0,,N. Noel enters the game for M. Muscala,95,85
351,4,8:20.0,,Shooting foul by B. Lopez (drawn by D. Bazley),95,85
352,4,8:20.0,,D. Bazley misses free throw 1 of 2,95,85
353,4,8:20.0,,Offensive rebound by Team,95,85
354,4,8:20.0,,C. Paul enters the game for D. Schröder,95,85
355,4,8:20.0,,D. Bazley misses free throw 2 of 2,95,85
356,4,8:18.0,Defensive rebound by G. Antetokounmpo,,95,85
357,4,8:10.0,P. Connaughton makes 2-pt layup from 2 ft (assist by E. Bledsoe),,97,85
358,4,7:54.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 27 ft,97,85
359,4,7:51.0,Defensive rebound by B. Lopez,,97,85
