,QUARTER,TIME_REMAINING,ATLANTA_ACTION,WASHINGTON_ACTION,ATLANTA_SCORE,WASHINGTON_SCORE
0,1,11:50.0,,J. McRae misses 2-pt jump shot from 11 ft,0,0
1,1,11:44.0,Defensive rebound by C. Reddish,,0,0
2,1,11:27.0,J. Collins misses 2-pt layup from 9 ft,,0,0
3,1,11:23.0,,Defensive rebound by I. Mahinmi,0,0
4,1,11:22.0,,Turnover by J. McRae (bad pass; steal by T. Young),0,0
5,1,11:16.0,T. Young misses 2-pt jump shot from 12 ft,,0,0
6,1,11:14.0,,Defensive rebound by I. Mahinmi,0,0
7,1,11:08.0,,I. Thomas misses 3-pt jump shot from 26 ft,0,0
8,1,11:04.0,Defensive rebound by C. Reddish,,0,0
9,1,10:54.0,J. Collins makes 2-pt jump shot from 16 ft (assist by C. Reddish),,2,0
10,1,10:32.0,,I. Thomas misses 2-pt jump shot from 17 ft,2,0
11,1,10:29.0,Defensive rebound by J. Collins,,2,0
12,1,10:22.0,J. Collins misses 2-pt dunk from 1 ft,,2,0
13,1,10:19.0,,Defensive rebound by I. Bonga,2,0
14,1,10:17.0,,G. Payton makes 2-pt layup from 2 ft (assist by I. Bonga),2,2
15,1,10:01.0,Turnover by T. Young (bad pass; steal by G. Payton),,2,2
16,1,9:58.0,,G. Payton makes 2-pt dunk at rim,2,4
17,1,9:37.0,K. Huerter makes 3-pt jump shot from 23 ft (assist by T. Young),,5,4
18,1,9:25.0,,J. McRae misses 2-pt jump shot from 20 ft,5,4
19,1,9:22.0,Defensive rebound by D. Hunter,,5,4
20,1,9:10.0,Turnover by T. Young (bad pass; steal by I. Mahinmi),,5,4
21,1,9:06.0,,I. Bonga misses 2-pt layup from 11 ft (block by C. Reddish),5,4
22,1,9:05.0,,Offensive rebound by Team,5,4
23,1,9:02.0,,J. McRae misses 2-pt jump shot from 13 ft,5,4
24,1,8:59.0,Defensive rebound by J. Collins,,5,4
25,1,8:50.0,J. Collins makes 2-pt dunk from 1 ft (assist by K. Huerter),,7,4
26,1,8:29.0,,I. Mahinmi makes 2-pt dunk at rim (assist by J. McRae),7,6
27,1,8:04.0,T. Young misses 3-pt jump shot from 31 ft,,7,6
28,1,7:59.0,,Defensive rebound by I. Bonga,7,6
29,1,7:53.0,,J. McRae makes 2-pt layup from 3 ft,7,8
30,1,7:53.0,Violation by Team (def goaltending),,7,8
31,1,7:32.0,K. Huerter makes 2-pt jump shot from 19 ft,,9,8
32,1,7:14.0,,I. Thomas misses 2-pt jump shot from 19 ft,9,8
33,1,7:10.0,Defensive rebound by J. Collins,,9,8
34,1,7:07.0,Turnover by T. Young (bad pass),,9,8
35,1,6:46.0,,I. Mahinmi makes 2-pt dunk from 1 ft (assist by I. Bonga),9,10
36,1,6:37.0,K. Huerter misses 3-pt jump shot from 24 ft,,9,10
37,1,6:32.0,,Defensive rebound by G. Payton,9,10
38,1,6:26.0,,I. Mahinmi misses 3-pt jump shot from 26 ft,9,10
39,1,6:24.0,Defensive rebound by Team,,9,10
40,1,6:24.0,,Washington full timeout,9,10
41,1,6:07.0,K. Huerter makes 2-pt layup from 2 ft (assist by T. Young),,11,10
42,1,5:53.0,,I. Thomas misses 2-pt jump shot from 15 ft,11,10
43,1,5:50.0,Defensive rebound by J. Collins,,11,10
44,1,5:34.0,T. Young misses 2-pt jump shot from 16 ft,,11,10
45,1,5:32.0,,Defensive rebound by I. Bonga,11,10
46,1,5:29.0,,G. Payton makes 2-pt dunk from 1 ft (assist by J. McRae),11,12
47,1,5:29.0,,Shooting foul by D. Hunter (drawn by G. Payton),11,12
