,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,BOSTON_ACTION,SACRAMENTO_SCORE,BOSTON_SCORE
87,1,0:44.0,,J. Tatum misses 2-pt layup from 1 ft (block by B. Bogdanović),20,19
88,1,0:44.0,,Offensive rebound by Team,20,19
89,1,0:33.0,,G. Williams misses 3-pt jump shot from 25 ft,20,19
90,1,0:31.0,,Offensive rebound by J. Tatum,20,19
91,1,0:20.0,,Turnover by B. Wanamaker (traveling),20,19
92,1,0:01.0,H. Barnes makes 2-pt layup from 8 ft,,22,19
93,2,11:47.0,B. Hield misses 3-pt jump shot from 26 ft,,22,19
94,2,11:45.0,,Defensive rebound by G. Williams,22,19
95,2,11:22.0,,J. Tatum makes 2-pt jump shot from 13 ft,22,21
96,2,11:11.0,,Violation by Team (kicked ball),22,21
97,2,10:57.0,Shooting foul by B. Wanamaker (drawn by H. Barnes),,22,21
98,2,10:57.0,H. Barnes makes free throw 1 of 2,,23,21
99,2,10:57.0,H. Barnes misses free throw 2 of 2,,23,21
100,2,10:55.0,,Defensive rebound by J. Tatum,23,21
101,2,10:46.0,,B. Wanamaker misses 3-pt jump shot from 23 ft,23,21
102,2,10:44.0,Defensive rebound by H. Barnes,,23,21
103,2,10:32.0,Turnover by B. Hield (step out of bounds),,23,21
104,2,10:26.0,,Offensive foul by J. Tatum (drawn by Y. Ferrell),23,21
105,2,10:26.0,,Turnover by J. Tatum (offensive foul),23,21
106,2,10:13.0,D. Dedmon makes 2-pt dunk from 3 ft (assist by Y. Ferrell),,25,21
107,2,9:57.0,,Turnover by B. Wanamaker (bad pass),25,21
108,2,9:41.0,Y. Ferrell makes 2-pt jump shot from 16 ft,,27,21
109,2,9:41.0,,E. Freedom enters the game for R. Williams,27,21
110,2,9:25.0,,Shooting foul by H. Barnes (drawn by B. Wanamaker),27,21
111,2,9:25.0,,B. Wanamaker makes free throw 1 of 2,27,22
112,2,9:25.0,,B. Wanamaker makes free throw 2 of 2,27,23
113,2,9:11.0,B. Hield makes 3-pt jump shot from 26 ft (assist by Y. Ferrell),,30,23
114,2,9:11.0,Shooting foul by B. Wanamaker (drawn by B. Hield),,30,23
115,2,9:11.0,B. Hield misses free throw 1 of 1,,30,23
116,2,9:08.0,,Defensive rebound by J. Tatum,30,23
117,2,9:06.0,,B. Wanamaker misses 2-pt layup from 2 ft,30,23
118,2,9:05.0,,Offensive rebound by Team,30,23
119,2,9:05.0,,T. Waters enters the game for B. Wanamaker,30,23
120,2,9:01.0,,J. Tatum misses 2-pt jump shot from 14 ft,30,23
121,2,8:59.0,,Offensive rebound by Team,30,23
122,2,8:56.0,,T. Waters misses 3-pt jump shot from 24 ft,30,23
123,2,8:54.0,,Offensive rebound by E. Freedom,30,23
124,2,8:52.0,,E. Freedom misses 2-pt layup from 3 ft,30,23
125,2,8:50.0,Defensive rebound by B. Hield,,30,23
126,2,8:40.0,Shooting foul by C. Edwards (drawn by H. Barnes),,30,23
127,2,8:40.0,H. Barnes misses free throw 1 of 2,,30,23
128,2,8:40.0,Offensive rebound by Team,,30,23
129,2,8:40.0,H. Barnes makes free throw 2 of 2,,31,23
130,2,8:30.0,,C. Edwards misses 3-pt jump shot from 22 ft,31,23
131,2,8:28.0,,Offensive rebound by E. Freedom,31,23
132,2,8:25.0,,E. Freedom makes 2-pt layup from 2 ft,31,25
133,2,8:25.0,,Shooting foul by D. Dedmon (drawn by E. Freedom),31,25
134,2,8:25.0,,M. Smart enters the game for G. Williams,31,25
135,2,8:25.0,,E. Freedom makes free throw 1 of 1,31,26
136,2,8:10.0,Turnover by Y. Ferrell (bad pass; steal by M. Smart),,31,26
137,2,8:06.0,,C. Edwards misses 2-pt layup from 2 ft (block by J. James),31,26
138,2,8:03.0,,Offensive rebound by C. Edwards,31,26
139,2,7:59.0,,J. Tatum makes 2-pt layup from 1 ft (assist by M. Smart),31,28
140,2,7:35.0,B. Hield misses 3-pt jump shot from 26 ft,,31,28
141,2,7:33.0,Offensive rebound by Y. Ferrell,,31,28
142,2,7:30.0,H. Barnes makes 3-pt jump shot from 27 ft (assist by Y. Ferrell),,34,28
143,2,7:07.0,,J. Tatum misses 2-pt layup from 1 ft,34,28
144,2,7:04.0,Defensive rebound by D. Dedmon,,34,28
145,2,7:01.0,Shooting foul by T. Waters (drawn by H. Barnes),,34,28
146,2,7:01.0,H. Barnes makes free throw 1 of 2,,35,28
147,2,7:01.0,B. Bogdanović enters the game for B. Hield,,35,28
148,2,7:01.0,,J. Brown enters the game for J. Tatum,35,28
149,2,7:01.0,H. Barnes makes free throw 2 of 2,,36,28
150,2,6:49.0,,T. Waters misses 3-pt jump shot from 29 ft,36,28
151,2,6:43.0,Defensive rebound by J. James,,36,28
152,2,6:31.0,H. Barnes makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,39,28
153,2,6:30.0,,Boston full timeout,39,28
154,2,6:30.0,N. Bjelica enters the game for H. Barnes,,39,28
155,2,6:30.0,R. Holmes enters the game for D. Dedmon,,39,28
156,2,6:30.0,C. Joseph enters the game for Y. Ferrell,,39,28
157,2,6:30.0,,S. Ojeleye enters the game for C. Edwards,39,28
158,2,6:13.0,,J. Brown makes 3-pt jump shot from 26 ft (assist by M. Smart),39,31
159,2,5:54.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,39,31
160,2,5:50.0,,Defensive rebound by J. Brown,39,31
161,2,5:48.0,,Shooting foul by C. Joseph (drawn by J. Brown),39,31
162,2,5:48.0,,J. Brown makes free throw 1 of 2,39,32
163,2,5:48.0,,J. Brown makes free throw 2 of 2,39,33
164,2,5:31.0,B. Bogdanović makes 2-pt jump shot from 16 ft (assist by R. Holmes),,41,33
165,2,5:11.0,,S. Ojeleye makes 3-pt jump shot from 22 ft (assist by T. Waters),41,36
166,2,4:54.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,41,36
167,2,4:52.0,,Defensive rebound by Team,41,36
168,2,4:43.0,,E. Freedom makes 2-pt layup from 2 ft (assist by T. Waters),41,38
169,2,4:16.0,B. Bogdanović misses 2-pt jump shot from 18 ft,,41,38
170,2,4:16.0,Offensive rebound by Team,,41,38
171,2,4:16.0,Turnover by Team (shot clock),,41,38
172,2,4:16.0,B. Hield enters the game for J. James,,41,38
173,2,4:03.0,,J. Brown misses 3-pt jump shot from 26 ft,41,38
174,2,3:59.0,Defensive rebound by N. Bjelica,,41,38
175,2,3:49.0,B. Bogdanović misses 2-pt jump shot from 9 ft (block by T. Waters),,41,38
176,2,3:46.0,,Defensive rebound by T. Waters,41,38
177,2,3:39.0,,Turnover by T. Waters (bad pass; steal by R. Holmes),41,38
178,2,3:33.0,N. Bjelica misses 3-pt jump shot from 26 ft,,41,38
179,2,3:28.0,,Defensive rebound by E. Freedom,41,38
180,2,3:17.0,,Personal foul by N. Bjelica (drawn by E. Freedom),41,38
181,2,3:02.0,,M. Smart misses 3-pt jump shot from 25 ft,41,38
182,2,2:59.0,,Offensive rebound by E. Freedom,41,38
183,2,2:52.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by E. Freedom),41,41
184,2,2:50.0,Sacramento full timeout,,41,41
185,2,2:50.0,H. Barnes enters the game for N. Bjelica,,41,41
186,2,2:50.0,,J. Tatum enters the game for S. Ojeleye,41,41
187,2,2:35.0,B. Hield misses 3-pt jump shot from 27 ft,,41,41
188,2,2:33.0,,Defensive rebound by M. Smart,41,41
189,2,2:26.0,,E. Freedom makes 2-pt layup from 1 ft (assist by M. Smart),41,43
190,2,2:03.0,C. Joseph misses 3-pt jump shot from 25 ft,,41,43
191,2,2:00.0,Offensive rebound by R. Holmes,,41,43
192,2,1:59.0,B. Hield makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),,44,43
193,2,1:45.0,,Personal foul by B. Bogdanović (drawn by T. Waters),44,43
194,2,1:45.0,,T. Waters makes free throw 1 of 2,44,44
195,2,1:45.0,,R. Williams enters the game for E. Freedom,44,44
196,2,1:45.0,,T. Waters makes free throw 2 of 2,44,45
197,2,1:29.0,R. Holmes makes 2-pt dunk at rim (assist by C. Joseph),,46,45
198,2,1:14.0,,J. Tatum misses 2-pt layup from 2 ft (block by R. Holmes),46,45
199,2,1:10.0,,Offensive rebound by R. Williams,46,45
200,2,1:10.0,,R. Williams makes 2-pt dunk from 1 ft,46,47
201,2,0:54.0,H. Barnes misses 3-pt jump shot from 25 ft,,46,47
202,2,0:52.0,,Defensive rebound by M. Smart,46,47
203,2,0:50.0,,J. Tatum makes 2-pt dunk at rim (assist by M. Smart),46,49
204,2,0:36.0,Turnover by B. Hield (bad pass; steal by J. Brown),,46,49
205,2,0:31.0,,R. Williams makes 2-pt dunk from 2 ft,46,51
206,2,0:25.0,Turnover by B. Bogdanović (bad pass; steal by M. Smart),,46,51
207,2,0:19.0,,J. Brown makes 2-pt layup from 2 ft,46,53
208,2,0:03.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,46,53
209,2,0:03.0,Offensive rebound by H. Barnes,,46,53
210,2,0:00.0,H. Barnes misses 3-pt jump shot from 27 ft,,46,53
211,2,0:00.0,Offensive rebound by Team,,46,53
212,3,11:36.0,H. Barnes misses 2-pt jump shot from 19 ft,,46,53
213,3,11:34.0,Offensive rebound by R. Holmes,,46,53
214,3,11:20.0,R. Holmes makes 2-pt dunk from 1 ft (assist by H. Barnes),,48,53
215,3,11:04.0,,Personal foul by R. Holmes (drawn by E. Freedom),48,53
216,3,10:54.0,,B. Wanamaker misses 2-pt layup from 3 ft (block by N. Bjelica),48,53
217,3,10:51.0,Defensive rebound by B. Hield,,48,53
218,3,10:46.0,B. Hield makes 3-pt jump shot from 24 ft (assist by C. Joseph),,51,53
219,3,10:29.0,,J. Tatum makes 2-pt jump shot from 18 ft (assist by M. Smart),51,55
220,3,10:09.0,B. Hield makes 2-pt layup from 2 ft,,53,55
221,3,9:48.0,,M. Smart misses 3-pt jump shot from 26 ft,53,55
222,3,9:46.0,Defensive rebound by C. Joseph,,53,55
223,3,9:40.0,B. Hield misses 3-pt jump shot from 26 ft,,53,55
224,3,9:38.0,Offensive rebound by H. Barnes,,53,55
225,3,9:25.0,Shooting foul by B. Wanamaker (drawn by H. Barnes),,53,55
226,3,9:25.0,,Boston full timeout,53,55
227,3,9:25.0,,Instant Replay (Challenge: Ruling Stands),53,55
228,3,9:25.0,H. Barnes makes free throw 1 of 2,,54,55
229,3,9:25.0,H. Barnes makes free throw 2 of 2,,55,55
230,3,9:09.0,,J. Brown misses 3-pt jump shot from 22 ft,55,55
231,3,9:06.0,,Offensive rebound by M. Smart,55,55
232,3,9:04.0,,J. Tatum misses 3-pt jump shot from 26 ft,55,55
233,3,9:03.0,,Offensive rebound by Team,55,55
234,3,9:03.0,Loose ball foul by R. Holmes (drawn by E. Freedom),,55,55
235,3,8:49.0,,M. Smart misses 2-pt jump shot from 16 ft,55,55
236,3,8:43.0,Defensive rebound by C. Joseph,,55,55
237,3,8:21.0,Turnover by Team (shot clock),,55,55
238,3,8:05.0,,J. Tatum misses 2-pt jump shot from 15 ft,55,55
239,3,8:03.0,Defensive rebound by N. Bjelica,,55,55
240,3,7:51.0,R. Holmes misses 2-pt layup from 6 ft,,55,55
241,3,7:49.0,,Defensive rebound by E. Freedom,55,55
242,3,7:46.0,,B. Wanamaker misses 2-pt layup from 2 ft (block by H. Barnes),55,55
243,3,7:44.0,,Offensive rebound by Team,55,55
244,3,7:40.0,,J. Brown makes 2-pt layup from 3 ft (assist by B. Wanamaker),55,57
245,3,7:19.0,B. Hield makes 3-pt jump shot from 27 ft (assist by N. Bjelica),,58,57
246,3,7:05.0,,M. Smart makes 2-pt jump shot from 15 ft,58,59
247,3,6:37.0,C. Joseph misses 2-pt jump shot from 16 ft,,58,59
248,3,6:34.0,,Defensive rebound by J. Tatum,58,59
249,3,6:26.0,,J. Brown makes 2-pt layup from 3 ft (assist by J. Tatum),58,61
250,3,6:26.0,,Shooting foul by R. Holmes (drawn by J. Brown),58,61
251,3,6:26.0,B. Bogdanović enters the game for H. Barnes,,58,61
252,3,6:26.0,D. Dedmon enters the game for R. Holmes,,58,61
253,3,6:26.0,,S. Ojeleye enters the game for J. Tatum,58,61
254,3,6:26.0,,J. Brown makes free throw 1 of 1,58,62
255,3,6:10.0,B. Hield makes 2-pt layup from 2 ft (assist by D. Dedmon),,60,62
256,3,5:56.0,,J. Brown makes 2-pt layup at rim (assist by B. Wanamaker),60,64
257,3,5:30.0,N. Bjelica misses 3-pt jump shot from 26 ft,,60,64
258,3,5:27.0,,Defensive rebound by E. Freedom,60,64
259,3,5:14.0,,J. Brown makes 2-pt layup from 6 ft (assist by B. Wanamaker),60,66
260,3,5:13.0,Sacramento full timeout,,60,66
261,3,5:13.0,,R. Williams enters the game for E. Freedom,60,66
262,3,4:59.0,Shooting foul by R. Williams (drawn by N. Bjelica),,60,66
263,3,4:59.0,N. Bjelica makes free throw 1 of 2,,61,66
264,3,4:59.0,N. Bjelica makes free throw 2 of 2,,62,66
265,3,4:46.0,,B. Wanamaker misses 2-pt jump shot from 11 ft,62,66
266,3,4:45.0,,Offensive rebound by R. Williams,62,66
267,3,4:45.0,,R. Williams misses 2-pt layup at rim,62,66
268,3,4:43.0,Defensive rebound by D. Dedmon,,62,66
269,3,4:32.0,B. Hield makes 3-pt jump shot from 27 ft (assist by C. Joseph),,65,66
270,3,4:18.0,,Personal foul by D. Dedmon (drawn by M. Smart),65,66
271,3,4:12.0,,J. Brown misses 3-pt jump shot from 22 ft,65,66
272,3,4:07.0,,Offensive rebound by B. Wanamaker,65,66
273,3,4:04.0,,M. Smart makes 2-pt dunk from 1 ft (assist by B. Wanamaker),65,68
274,3,3:42.0,N. Bjelica makes 2-pt hook shot from 10 ft (assist by C. Joseph),,67,68
275,3,3:26.0,,B. Wanamaker misses 3-pt jump shot from 26 ft,67,68
276,3,3:24.0,Defensive rebound by D. Dedmon,,67,68
277,3,3:08.0,B. Hield makes 3-pt jump shot from 25 ft (assist by N. Bjelica),,70,68
278,3,3:08.0,,C. Edwards enters the game for J. Brown,70,68
279,3,3:08.0,,J. Tatum enters the game for M. Smart,70,68
280,3,3:08.0,,T. Waters enters the game for B. Wanamaker,70,68
281,3,2:40.0,,J. Tatum misses 3-pt jump shot from 24 ft,70,68
282,3,2:35.0,Defensive rebound by N. Bjelica,,70,68
283,3,2:18.0,B. Hield misses 3-pt jump shot from 26 ft,,70,68
284,3,2:15.0,,Defensive rebound by C. Edwards,70,68
285,3,2:10.0,,C. Edwards makes 3-pt jump shot from 26 ft,70,71
286,3,1:45.0,B. Bogdanović misses 3-pt jump shot from 26 ft (block by R. Williams),,70,71
287,3,1:44.0,Offensive rebound by Team,,70,71
288,3,1:44.0,H. Barnes enters the game for C. Joseph,,70,71
289,3,1:41.0,B. Hield makes 3-pt jump shot from 27 ft (assist by N. Bjelica),,73,71
290,3,1:23.0,,S. Ojeleye makes 2-pt jump shot from 19 ft,73,73
291,3,1:11.0,B. Hield makes 2-pt layup from 3 ft,,75,73
292,3,0:55.0,,R. Williams makes 2-pt dunk from 1 ft (assist by S. Ojeleye),75,75
293,3,0:42.0,Turnover by D. Dedmon (bad pass),,75,75
294,3,0:35.0,,Turnover by C. Edwards (step out of bounds),75,75
295,3,0:28.0,B. Hield misses 3-pt jump shot from 25 ft,,75,75
296,3,0:26.0,,Defensive rebound by T. Waters,75,75
297,3,0:03.0,,T. Waters misses 2-pt layup from 3 ft,75,75
298,3,0:02.0,,Offensive rebound by R. Williams,75,75
299,3,0:02.0,,R. Williams misses 2-pt layup at rim,75,75
300,3,0:01.0,Defensive rebound by D. Dedmon,,75,75
301,4,11:50.0,,C. Edwards makes 3-pt jump shot from 26 ft (assist by J. Tatum),75,78
302,4,11:21.0,Turnover by B. Hield (lost ball; steal by T. Waters),,75,78
303,4,11:09.0,,S. Ojeleye misses 3-pt jump shot from 23 ft,75,78
304,4,11:07.0,Defensive rebound by Y. Ferrell,,75,78
305,4,11:03.0,Y. Ferrell misses 2-pt jump shot from 17 ft,,75,78
306,4,10:58.0,,Defensive rebound by S. Ojeleye,75,78
307,4,10:51.0,,Personal foul by H. Barnes (drawn by R. Williams),75,78
308,4,10:43.0,,T. Waters misses 3-pt jump shot from 26 ft,75,78
309,4,10:40.0,Defensive rebound by H. Giles,,75,78
310,4,10:29.0,H. Giles misses 2-pt jump shot from 10 ft,,75,78
311,4,10:26.0,,Defensive rebound by R. Williams,75,78
312,4,10:13.0,,T. Waters misses 3-pt jump shot from 23 ft,75,78
313,4,10:10.0,,Offensive rebound by C. Edwards,75,78
314,4,10:09.0,,C. Edwards misses 3-pt jump shot from 23 ft,75,78
315,4,10:06.0,Defensive rebound by J. James,,75,78
316,4,9:52.0,H. Barnes misses 2-pt layup from 13 ft (block by T. Waters),,75,78
317,4,9:52.0,Offensive rebound by Team,,75,78
318,4,9:50.0,B. Hield misses 3-pt jump shot from 23 ft,,75,78
319,4,9:46.0,,Defensive rebound by C. Edwards,75,78
320,4,9:39.0,,Offensive foul by J. Tatum (drawn by H. Barnes),75,78
321,4,9:39.0,,Turnover by J. Tatum (offensive foul),75,78
322,4,9:19.0,B. Hield misses 2-pt jump shot from 22 ft,,75,78
323,4,9:17.0,,Defensive rebound by J. Tatum,75,78
324,4,9:15.0,,Shooting foul by J. James (drawn by J. Tatum),75,78
325,4,9:15.0,,J. Tatum makes free throw 1 of 2,75,79
326,4,9:15.0,B. Bogdanović enters the game for B. Hield,,75,79
327,4,9:15.0,,J. Tatum makes free throw 2 of 2,75,80
328,4,9:05.0,Personal foul by C. Edwards (drawn by H. Barnes),,75,80
329,4,8:55.0,Shooting foul by J. Tatum (drawn by H. Barnes),,75,80
330,4,8:55.0,H. Barnes misses free throw 1 of 2,,75,80
331,4,8:55.0,Offensive rebound by Team,,75,80
332,4,8:55.0,H. Barnes makes free throw 2 of 2,,76,80
333,4,8:39.0,,Turnover by C. Edwards (bad pass; steal by H. Giles),76,80
334,4,8:36.0,Y. Ferrell makes 3-pt jump shot from 25 ft,,79,80
335,4,8:35.0,,Boston full timeout,79,80
336,4,8:35.0,,M. Smart enters the game for C. Edwards,79,80
337,4,8:18.0,,J. Tatum makes 2-pt layup from 2 ft (assist by T. Waters),79,82
338,4,8:18.0,,Shooting foul by J. James (drawn by J. Tatum),79,82
339,4,8:18.0,,J. Tatum makes free throw 1 of 1,79,83
340,4,7:56.0,H. Giles makes 2-pt jump shot from 17 ft (assist by B. Bogdanović),,81,83
341,4,7:39.0,,T. Waters makes 3-pt jump shot from 27 ft,81,86
342,4,7:26.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,81,86
343,4,7:24.0,Offensive rebound by Y. Ferrell,,81,86
344,4,7:22.0,Personal foul by M. Smart (drawn by Y. Ferrell),,81,86
345,4,7:22.0,,J. Brown enters the game for J. Tatum,81,86
346,4,7:22.0,,E. Freedom enters the game for R. Williams,81,86
347,4,7:22.0,Sacramento full timeout,,81,86
348,4,7:22.0,B. Hield enters the game for Y. Ferrell,,81,86
349,4,7:22.0,C. Joseph enters the game for J. James,,81,86
350,4,7:12.0,B. Bogdanović misses 2-pt jump shot from 12 ft,,81,86
351,4,7:09.0,,Defensive rebound by E. Freedom,81,86
352,4,6:56.0,,Turnover by T. Waters (bad pass),81,86
353,4,6:38.0,H. Giles makes 2-pt dunk from 1 ft (assist by B. Hield),,83,86
354,4,6:23.0,,T. Waters makes 2-pt layup from 1 ft,83,88
355,4,6:04.0,B. Bogdanović misses 2-pt hook shot from 5 ft,,83,88
356,4,6:02.0,,Defensive rebound by J. Brown,83,88
357,4,5:55.0,,J. Brown makes 2-pt layup from 3 ft,83,90
358,4,5:36.0,B. Hield makes 3-pt jump shot from 28 ft,,86,90
359,4,5:36.0,Instant Replay (Request: Ruling Stands),,86,90
360,4,5:11.0,,J. Brown misses 2-pt jump shot from 16 ft,86,90
361,4,5:10.0,Defensive rebound by Team,,86,90
362,4,5:10.0,,Loose ball foul by E. Freedom (drawn by H. Giles),86,90
363,4,5:10.0,,J. Tatum enters the game for S. Ojeleye,86,90
364,4,5:01.0,Personal foul by T. Waters (drawn by B. Bogdanović),,86,90
365,4,5:01.0,B. Bogdanović makes free throw 1 of 2,,87,90
366,4,5:01.0,B. Bogdanović misses free throw 2 of 2,,87,90
367,4,4:59.0,,Defensive rebound by E. Freedom,87,90
368,4,4:43.0,,Shooting foul by H. Giles (drawn by J. Tatum),87,90
369,4,4:43.0,,J. Tatum makes free throw 1 of 2,87,91
370,4,4:43.0,,J. Tatum makes free throw 2 of 2,87,92
371,4,4:27.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,90,92
372,4,4:13.0,,Personal foul by H. Giles (drawn by E. Freedom),90,92
373,4,4:13.0,,E. Freedom makes free throw 1 of 2,90,93
374,4,4:13.0,,B. Wanamaker enters the game for T. Waters,90,93
375,4,4:13.0,,E. Freedom makes free throw 2 of 2,90,94
376,4,3:58.0,Turnover by H. Giles (out of bounds lost ball),,90,94
377,4,3:39.0,,B. Wanamaker misses 2-pt jump shot from 10 ft (block by H. Giles),90,94
378,4,3:35.0,Defensive rebound by C. Joseph,,90,94
379,4,3:29.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,90,94
380,4,3:27.0,,Defensive rebound by E. Freedom,90,94
