,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,GOLDEN STATE_ACTION,CHARLOTTE_SCORE,GOLDEN STATE_SCORE
82,1,2:06.0,,O. Spellman enters the game for E. Paschall,23,20
83,1,1:57.0,,G. Robinson makes 3-pt jump shot from 25 ft (assist by D. Lee),23,23
84,1,1:47.0,M. Bridges misses 2-pt hook shot from 4 ft,,23,23
85,1,1:43.0,,Defensive rebound by A. Burks,23,23
86,1,1:38.0,,D. Lee makes 3-pt jump shot from 26 ft (assist by A. Burks),23,26
87,1,1:23.0,Turnover by D. Graham (bad pass),,23,26
88,1,1:07.0,,Shooting foul by P. Washington (drawn by O. Spellman),23,26
89,1,1:07.0,,O. Spellman makes free throw 1 of 2,23,27
90,1,1:07.0,,O. Spellman makes free throw 2 of 2,23,28
91,1,0:54.0,P. Washington makes 2-pt layup from 4 ft (assist by M. Monk),,25,28
92,1,0:36.0,,J. Poole misses 2-pt layup from 3 ft,25,28
93,1,0:29.0,Defensive rebound by D. Graham,,25,28
94,1,0:26.0,Turnover by M. Monk (bad pass),,25,28
95,1,0:02.0,,J. Poole makes 2-pt jump shot from 17 ft,25,30
96,1,0:00.0,M. Bridges misses 3-pt jump shot from 50 ft,,25,30
97,1,0:00.0,Offensive rebound by Team,,25,30
98,2,11:46.0,,O. Spellman makes 2-pt jump shot from 8 ft (assist by D. Lee),25,32
99,2,11:27.0,M. Bridges makes 2-pt jump shot from 7 ft,,27,32
100,2,11:05.0,,A. Burks misses 2-pt jump shot from 18 ft,27,32
101,2,11:01.0,Defensive rebound by M. Williams,,27,32
102,2,10:54.0,D. Graham misses 3-pt jump shot from 26 ft,,27,32
103,2,10:49.0,,Defensive rebound by O. Spellman,27,32
104,2,10:43.0,,D. Lee makes 2-pt layup from 3 ft,27,34
105,2,10:30.0,D. Graham misses 3-pt jump shot from 26 ft,,27,34
106,2,10:27.0,,Defensive rebound by K. Bowman,27,34
107,2,10:18.0,,D. Lee misses 2-pt layup from 1 ft,27,34
108,2,10:18.0,Defensive rebound by Team,,27,34
109,2,10:09.0,Offensive foul by B. Biyombo (drawn by D. Lee),,27,34
110,2,10:09.0,Turnover by B. Biyombo (offensive foul),,27,34
111,2,9:51.0,,A. Burks misses 2-pt layup from 5 ft,27,34
112,2,9:48.0,,Offensive rebound by Team,27,34
113,2,9:48.0,T. Rozier enters the game for D. Graham,,27,34
114,2,9:48.0,,Personal foul by M. Bridges (drawn by D. Lee),27,34
115,2,9:41.0,,D. Lee misses 3-pt jump shot from 25 ft,27,34
116,2,9:36.0,,Offensive rebound by G. Robinson,27,34
117,2,9:33.0,,D. Lee makes 3-pt jump shot from 23 ft (assist by A. Burks),27,37
118,2,9:30.0,Charlotte full timeout,,27,37
119,2,9:30.0,D. Bacon enters the game for M. Williams,,27,37
120,2,9:09.0,D. Bacon makes 2-pt jump shot from 16 ft,,29,37
121,2,8:46.0,,O. Spellman misses 3-pt jump shot from 25 ft,29,37
122,2,8:43.0,,Offensive rebound by K. Bowman,29,37
123,2,8:35.0,,O. Spellman misses 2-pt jump shot from 13 ft,29,37
124,2,8:32.0,Defensive rebound by M. Bridges,,29,37
125,2,8:27.0,M. Bridges misses 2-pt layup from 3 ft (block by O. Spellman),,29,37
126,2,8:26.0,,Defensive rebound by K. Bowman,29,37
127,2,8:22.0,,K. Bowman makes 2-pt layup at rim,29,39
128,2,8:22.0,,E. Paschall enters the game for G. Robinson,29,39
129,2,7:59.0,D. Bacon makes 2-pt layup from 1 ft,,31,39
130,2,7:36.0,,D. Lee misses 2-pt jump shot from 15 ft,31,39
131,2,7:32.0,Defensive rebound by T. Rozier,,31,39
132,2,7:27.0,D. Bacon misses 2-pt layup from 2 ft (block by E. Paschall),,31,39
133,2,7:26.0,,Defensive rebound by D. Lee,31,39
134,2,7:19.0,,D. Lee makes 2-pt jump shot from 12 ft (assist by A. Burks),31,41
135,2,7:07.0,T. Rozier makes 2-pt layup from 2 ft,,33,41
136,2,7:07.0,Shooting foul by D. Lee (drawn by T. Rozier),,33,41
137,2,7:07.0,C. Zeller enters the game for B. Biyombo,,33,41
138,2,7:07.0,,J. Poole enters the game for D. Lee,33,41
139,2,7:07.0,T. Rozier misses free throw 1 of 1,,33,41
140,2,6:56.0,,Defensive rebound by O. Spellman,33,41
141,2,6:53.0,,Turnover by O. Spellman (traveling),33,41
142,2,6:53.0,D. Graham enters the game for M. Monk,,33,41
143,2,6:43.0,M. Bridges misses 3-pt jump shot from 27 ft,,33,41
144,2,6:40.0,Offensive rebound by D. Graham,,33,41
145,2,6:34.0,T. Rozier makes 2-pt jump shot from 8 ft,,35,41
146,2,6:17.0,,J. Poole makes 2-pt dunk from 1 ft (assist by O. Spellman),35,43
147,2,6:02.0,Shooting foul by O. Spellman (drawn by D. Bacon),,35,43
148,2,6:02.0,D. Bacon makes free throw 1 of 2,,36,43
149,2,6:02.0,P. Washington enters the game for M. Bridges,,36,43
150,2,6:02.0,,W. Cauley-Stein enters the game for O. Spellman,36,43
151,2,6:02.0,D. Bacon makes free throw 2 of 2,,37,43
152,2,5:45.0,,K. Bowman makes 2-pt layup from 2 ft,37,45
153,2,5:32.0,T. Rozier makes 2-pt jump shot from 11 ft,,39,45
154,2,5:25.0,,Golden State full timeout,39,45
155,2,5:25.0,,G. Robinson enters the game for A. Burks,39,45
156,2,5:10.0,,E. Paschall makes 2-pt jump shot from 20 ft (assist by G. Robinson),39,47
157,2,4:52.0,T. Rozier misses 2-pt layup from 2 ft,,39,47
158,2,4:51.0,Offensive rebound by C. Zeller,,39,47
159,2,4:51.0,Personal foul by E. Paschall (drawn by C. Zeller),,39,47
160,2,4:47.0,T. Rozier makes 2-pt layup from 2 ft,,41,47
161,2,4:32.0,,G. Robinson makes 3-pt jump shot from 23 ft (assist by E. Paschall),41,50
162,2,4:15.0,Personal foul by J. Poole (drawn by C. Zeller),,41,50
163,2,4:09.0,Personal foul by W. Cauley-Stein (drawn by C. Zeller),,41,50
164,2,4:09.0,C. Zeller makes free throw 1 of 2,,42,50
165,2,4:09.0,C. Zeller makes free throw 2 of 2,,43,50
166,2,3:56.0,,Turnover by K. Bowman (bad pass; steal by D. Graham),43,50
167,2,3:48.0,D. Bacon misses 2-pt layup from 2 ft,,43,50
168,2,3:47.0,,Defensive rebound by W. Cauley-Stein,43,50
169,2,3:38.0,,K. Bowman misses 3-pt jump shot from 26 ft,43,50
170,2,3:37.0,Defensive rebound by Team,,43,50
171,2,3:37.0,,Loose ball foul by W. Cauley-Stein (drawn by C. Zeller),43,50
172,2,3:37.0,C. Zeller misses free throw 1 of 2,,43,50
173,2,3:37.0,Offensive rebound by Team,,43,50
174,2,3:37.0,M. Bridges enters the game for D. Bacon,,43,50
175,2,3:37.0,,D. Lee enters the game for K. Bowman,43,50
176,2,3:37.0,C. Zeller misses free throw 2 of 2,,43,50
177,2,3:35.0,,Defensive rebound by W. Cauley-Stein,43,50
178,2,3:27.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by J. Poole),43,52
179,2,3:13.0,,Violation by Team (kicked ball),43,52
180,2,3:13.0,D. Bacon enters the game for C. Zeller,,43,52
181,2,3:03.0,M. Bridges misses 2-pt jump shot from 11 ft,,43,52
182,2,3:01.0,,Defensive rebound by W. Cauley-Stein,43,52
183,2,2:53.0,,J. Poole misses 2-pt layup from 1 ft,43,52
184,2,2:51.0,Defensive rebound by P. Washington,,43,52
185,2,2:51.0,Personal foul by W. Cauley-Stein (drawn by D. Graham),,43,52
186,2,2:51.0,D. Graham makes free throw 1 of 2,,44,52
187,2,2:51.0,,O. Spellman enters the game for W. Cauley-Stein,44,52
188,2,2:51.0,D. Graham makes free throw 2 of 2,,45,52
189,2,2:33.0,,Turnover by J. Poole (bad pass; steal by P. Washington),45,52
190,2,2:29.0,P. Washington misses 2-pt layup from 2 ft,,45,52
191,2,2:24.0,Offensive rebound by M. Bridges,,45,52
192,2,2:20.0,T. Rozier misses 2-pt jump shot from 21 ft,,45,52
193,2,2:17.0,,Defensive rebound by G. Robinson,45,52
194,2,2:02.0,,Personal foul by D. Bacon (drawn by G. Robinson),45,52
195,2,1:52.0,,E. Paschall makes 2-pt layup from 1 ft,45,54
196,2,1:52.0,,Shooting foul by M. Bridges (drawn by E. Paschall),45,54
197,2,1:52.0,,E. Paschall makes free throw 1 of 1,45,55
198,2,1:39.0,P. Washington makes 2-pt dunk from 1 ft (assist by T. Rozier),,47,55
199,2,1:21.0,,E. Paschall misses 2-pt layup from 1 ft,47,55
200,2,1:19.0,Defensive rebound by M. Bridges,,47,55
201,2,1:03.0,D. Graham misses 2-pt jump shot from 14 ft,,47,55
202,2,0:59.0,,Defensive rebound by O. Spellman,47,55
203,2,0:51.0,,E. Paschall misses 3-pt jump shot from 25 ft,47,55
204,2,0:47.0,,Offensive rebound by D. Lee,47,55
205,2,0:41.0,,D. Lee misses 3-pt jump shot from 27 ft,47,55
206,2,0:37.0,Defensive rebound by M. Bridges,,47,55
207,2,0:32.0,T. Rozier misses 3-pt jump shot from 26 ft,,47,55
208,2,0:28.0,,Defensive rebound by E. Paschall,47,55
209,2,0:12.0,,Turnover by O. Spellman (bad pass; steal by D. Bacon),47,55
210,2,0:08.0,D. Bacon makes 2-pt layup from 1 ft,,49,55
211,2,0:08.0,Shooting foul by D. Lee (drawn by D. Bacon),,49,55
212,2,0:08.0,C. Martin enters the game for M. Bridges,,49,55
213,2,0:08.0,M. Williams enters the game for P. Washington,,49,55
214,2,0:08.0,,A. Burks enters the game for O. Spellman,49,55
215,2,0:08.0,D. Bacon makes free throw 1 of 1,,50,55
216,2,0:02.0,,J. Poole misses 2-pt layup from 2 ft (block by C. Martin),50,55
217,2,0:01.0,,Offensive rebound by Team,50,55
218,2,0:01.0,C. Zeller enters the game for M. Williams,,50,55
219,2,0:01.0,,Turnover by D. Lee (bad pass; steal by D. Bacon),50,55
220,3,11:37.0,,J. Poole misses 3-pt jump shot from 25 ft,50,55
221,3,11:34.0,,Offensive rebound by G. Robinson,50,55
222,3,11:30.0,,E. Paschall makes 2-pt jump shot from 15 ft (assist by G. Robinson),50,57
223,3,11:05.0,M. Bridges misses 3-pt jump shot from 23 ft,,50,57
224,3,11:03.0,,Defensive rebound by E. Paschall,50,57
225,3,10:40.0,,J. Poole misses 3-pt jump shot from 26 ft,50,57
226,3,10:38.0,Defensive rebound by C. Zeller,,50,57
227,3,10:30.0,D. Bacon misses 2-pt jump shot from 9 ft,,50,57
228,3,10:27.0,Offensive rebound by M. Bridges,,50,57
229,3,10:15.0,D. Bacon makes 2-pt jump shot from 13 ft (assist by T. Rozier),,52,57
230,3,9:55.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft,52,59
231,3,9:42.0,T. Rozier misses 3-pt jump shot from 23 ft,,52,59
232,3,9:39.0,,Defensive rebound by W. Cauley-Stein,52,59
233,3,9:28.0,,G. Robinson misses 3-pt jump shot from 22 ft,52,59
234,3,9:23.0,Defensive rebound by P. Washington,,52,59
235,3,9:14.0,Shooting foul by K. Bowman (drawn by T. Rozier),,52,59
236,3,9:14.0,T. Rozier makes free throw 1 of 2,,53,59
237,3,9:14.0,T. Rozier makes free throw 2 of 2,,54,59
238,3,8:59.0,,G. Robinson misses 2-pt jump shot from 12 ft,54,59
239,3,8:56.0,Defensive rebound by M. Bridges,,54,59
240,3,8:46.0,M. Bridges misses 2-pt layup from 1 ft,,54,59
241,3,8:41.0,Offensive rebound by C. Zeller,,54,59
242,3,8:30.0,Turnover by Team (shot clock),,54,59
243,3,8:14.0,,Personal foul by T. Rozier (drawn by K. Bowman),54,59
244,3,8:02.0,,Shooting foul by P. Washington (drawn by E. Paschall),54,59
245,3,8:02.0,,E. Paschall misses free throw 1 of 2,54,59
246,3,8:02.0,,Offensive rebound by Team,54,59
247,3,8:02.0,,E. Paschall makes free throw 2 of 2,54,60
248,3,8:00.0,Turnover by P. Washington (bad pass; steal by K. Bowman),,54,60
249,3,7:55.0,,G. Robinson makes 2-pt layup from 1 ft (assist by K. Bowman),54,62
250,3,7:40.0,Shooting foul by J. Poole (drawn by D. Bacon),,54,62
251,3,7:40.0,D. Bacon makes free throw 1 of 2,,55,62
252,3,7:40.0,D. Graham enters the game for M. Bridges,,55,62
253,3,7:40.0,M. Williams enters the game for C. Zeller,,55,62
254,3,7:40.0,D. Bacon makes free throw 2 of 2,,56,62
255,3,7:25.0,,W. Cauley-Stein misses 2-pt jump shot from 16 ft,56,62
256,3,7:21.0,Defensive rebound by M. Williams,,56,62
257,3,7:11.0,D. Bacon makes 2-pt jump shot from 9 ft,,58,62
258,3,6:50.0,,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by K. Bowman),58,64
259,3,6:36.0,P. Washington misses 3-pt jump shot from 26 ft,,58,64
260,3,6:33.0,,Defensive rebound by W. Cauley-Stein,58,64
261,3,6:22.0,,Turnover by G. Robinson (bad pass),58,64
262,3,6:22.0,,Golden State full timeout,58,64
263,3,6:22.0,,A. Burks enters the game for W. Cauley-Stein,58,64
264,3,6:22.0,,O. Spellman enters the game for G. Robinson,58,64
265,3,6:02.0,M. Williams misses 3-pt jump shot from 22 ft,,58,64
266,3,5:59.0,,Defensive rebound by J. Poole,58,64
267,3,5:41.0,,E. Paschall makes 2-pt layup from 3 ft,58,66
268,3,5:22.0,T. Rozier makes 2-pt layup from 6 ft (assist by M. Williams),,60,66
269,3,5:02.0,,Turnover by J. Poole (back court),60,66
270,3,5:02.0,,D. Lee enters the game for J. Poole,60,66
271,3,4:54.0,Turnover by T. Rozier (traveling),,60,66
272,3,4:32.0,,Offensive foul by E. Paschall (drawn by P. Washington),60,66
273,3,4:32.0,,Turnover by E. Paschall (offensive foul),60,66
274,3,4:13.0,D. Bacon misses 3-pt jump shot from 27 ft,,60,66
275,3,4:10.0,,Defensive rebound by E. Paschall,60,66
276,3,4:02.0,,E. Paschall makes 2-pt jump shot from 14 ft,60,68
277,3,4:02.0,,Shooting foul by P. Washington (drawn by E. Paschall),60,68
278,3,4:02.0,,E. Paschall makes free throw 1 of 1,60,69
279,3,3:46.0,M. Williams makes 3-pt jump shot from 22 ft (assist by P. Washington),,63,69
280,3,3:29.0,,E. Paschall misses 3-pt jump shot from 26 ft,63,69
281,3,3:25.0,Defensive rebound by P. Washington,,63,69
282,3,3:18.0,D. Bacon makes 2-pt jump shot from 10 ft,,65,69
283,3,3:17.0,,Golden State full timeout,65,69
284,3,3:17.0,M. Bridges enters the game for T. Rozier,,65,69
285,3,3:17.0,M. Monk enters the game for P. Washington,,65,69
286,3,3:17.0,,J. Poole enters the game for K. Bowman,65,69
287,3,3:17.0,,G. Robinson enters the game for E. Paschall,65,69
288,3,2:55.0,,Turnover by A. Burks (bad pass),65,69
289,3,2:41.0,M. Williams misses 3-pt jump shot from 26 ft,,65,69
290,3,2:40.0,,Defensive rebound by A. Burks,65,69
291,3,2:28.0,,D. Lee misses 3-pt jump shot from 27 ft,65,69
292,3,2:25.0,Defensive rebound by D. Graham,,65,69
293,3,2:17.0,D. Bacon misses 2-pt jump shot from 9 ft,,65,69
294,3,2:15.0,Offensive rebound by D. Bacon,,65,69
295,3,2:14.0,D. Bacon misses 2-pt layup from 1 ft,,65,69
296,3,2:13.0,Offensive rebound by D. Bacon,,65,69
297,3,2:13.0,D. Bacon misses 2-pt layup from 1 ft,,65,69
298,3,2:12.0,,Defensive rebound by G. Robinson,65,69
299,3,2:09.0,,Turnover by D. Lee (dbl dribble),65,69
300,3,2:09.0,C. Martin enters the game for D. Bacon,,65,69
301,3,2:01.0,M. Williams makes 3-pt jump shot from 27 ft (assist by D. Graham),,68,69
302,3,1:39.0,,Turnover by O. Spellman (bad pass),68,69
303,3,1:16.0,M. Bridges misses 2-pt layup from 2 ft,,68,69
304,3,1:11.0,,Defensive rebound by A. Burks,68,69
305,3,1:10.0,,Offensive foul by J. Poole (drawn by C. Martin),68,69
306,3,1:10.0,,Turnover by J. Poole (offensive foul),68,69
307,3,1:10.0,,K. Bowman enters the game for J. Poole,68,69
308,3,0:57.0,D. Graham misses 2-pt jump shot from 11 ft,,68,69
309,3,0:56.0,Offensive rebound by D. Graham,,68,69
310,3,0:54.0,Turnover by D. Graham (lost ball; steal by G. Robinson),,68,69
311,3,0:46.0,,O. Spellman misses 3-pt jump shot from 26 ft,68,69
312,3,0:43.0,Defensive rebound by C. Martin,,68,69
313,3,0:38.0,D. Graham misses 3-pt jump shot from 27 ft,,68,69
314,3,0:33.0,,Defensive rebound by O. Spellman,68,69
315,3,0:14.0,,Personal foul by M. Monk (drawn by D. Lee),68,69
316,3,0:03.0,,K. Bowman makes 2-pt jump shot from 21 ft,68,71
317,3,0:01.0,M. Bridges misses 3-pt jump shot from 62 ft,,68,71
318,3,0:01.0,Offensive rebound by Team,,68,71
319,4,11:48.0,M. Monk misses 3-pt jump shot from 23 ft,,68,71
320,4,11:46.0,Offensive rebound by M. Bridges,,68,71
321,4,11:46.0,Turnover by M. Bridges (step out of bounds),,68,71
322,4,11:28.0,,A. Burks misses 2-pt jump shot from 7 ft,68,71
323,4,11:23.0,Defensive rebound by C. Zeller,,68,71
324,4,11:15.0,M. Monk misses 3-pt jump shot from 26 ft,,68,71
325,4,11:11.0,,Defensive rebound by K. Bowman,68,71
326,4,10:55.0,,K. Bowman misses 3-pt jump shot from 23 ft,68,71
327,4,10:51.0,Defensive rebound by C. Zeller,,68,71
328,4,10:34.0,Turnover by D. Graham (bad pass; steal by G. Robinson),,68,71
329,4,10:33.0,,Offensive foul by G. Robinson (drawn by M. Monk),68,71
330,4,10:33.0,,Turnover by G. Robinson (offensive foul),68,71
331,4,10:33.0,T. Rozier enters the game for C. Martin,,68,71
332,4,10:11.0,Turnover by T. Rozier (palming),,68,71
333,4,9:59.0,,Offensive foul by M. Chriss (drawn by T. Rozier),68,71
334,4,9:59.0,,Turnover by M. Chriss (offensive foul),68,71
335,4,9:59.0,D. Bacon enters the game for D. Graham,,68,71
336,4,9:46.0,M. Monk makes 2-pt layup from 2 ft (assist by T. Rozier),,70,71
337,4,9:32.0,,Turnover by M. Chriss (bad pass),70,71
338,4,9:21.0,T. Rozier misses 2-pt layup from 2 ft,,70,71
339,4,9:16.0,,Defensive rebound by A. Burks,70,71
340,4,9:04.0,,M. Chriss misses 2-pt jump shot from 8 ft,70,71
341,4,8:59.0,Defensive rebound by D. Bacon,,70,71
342,4,8:47.0,D. Bacon misses 2-pt layup from 6 ft,,70,71
343,4,8:41.0,Offensive rebound by C. Zeller,,70,71
344,4,8:41.0,C. Zeller makes 2-pt layup from 1 ft,,72,71
345,4,8:29.0,,K. Bowman makes 2-pt jump shot from 16 ft (assist by M. Chriss),72,73
346,4,8:09.0,T. Rozier makes 2-pt jump shot from 17 ft,,74,73
347,4,8:05.0,,Golden State full timeout,74,73
348,4,8:05.0,P. Washington enters the game for M. Bridges,,74,73
349,4,8:05.0,M. Williams enters the game for C. Zeller,,74,73
350,4,8:05.0,,E. Paschall enters the game for M. Chriss,74,73
351,4,8:05.0,,J. Poole enters the game for D. Lee,74,73
352,4,8:05.0,,O. Spellman enters the game for G. Robinson,74,73
353,4,7:51.0,,E. Paschall makes 2-pt jump shot from 18 ft,74,75
354,4,7:37.0,Personal foul by J. Poole (drawn by T. Rozier),,74,75
355,4,7:26.0,M. Monk makes 2-pt jump shot from 21 ft (assist by T. Rozier),,76,75
356,4,7:06.0,,K. Bowman misses 2-pt jump shot from 19 ft,76,75
357,4,7:01.0,Defensive rebound by D. Bacon,,76,75
358,4,6:55.0,D. Bacon makes 2-pt layup from 2 ft (assist by M. Monk),,78,75
359,4,6:33.0,,E. Paschall misses 3-pt jump shot from 26 ft,78,75
360,4,6:29.0,Defensive rebound by P. Washington,,78,75
361,4,6:22.0,D. Bacon misses 2-pt jump shot from 19 ft,,78,75
362,4,6:20.0,Offensive rebound by Team,,78,75
363,4,6:20.0,,W. Cauley-Stein enters the game for O. Spellman,78,75
364,4,6:16.0,P. Washington misses 3-pt jump shot from 25 ft,,78,75
365,4,6:12.0,,Defensive rebound by K. Bowman,78,75
366,4,5:54.0,,Personal foul by M. Monk (drawn by E. Paschall),78,75
367,4,5:45.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,78,75
368,4,5:42.0,Defensive rebound by M. Monk,,78,75
369,4,5:38.0,D. Bacon misses 2-pt layup from 5 ft (block by A. Burks),,78,75
370,4,5:37.0,Offensive rebound by M. Monk,,78,75
371,4,5:37.0,M. Monk makes 2-pt layup from 2 ft,,80,75
372,4,5:14.0,,E. Paschall makes 2-pt jump shot from 5 ft,80,77
373,4,4:53.0,M. Monk misses 3-pt jump shot from 26 ft,,80,77
374,4,4:50.0,Offensive rebound by M. Williams,,80,77
375,4,4:49.0,Charlotte full timeout,,80,77
376,4,4:49.0,D. Graham enters the game for M. Monk,,80,77
377,4,4:49.0,,D. Lee enters the game for A. Burks,80,77
378,4,4:49.0,,G. Robinson enters the game for J. Poole,80,77
379,4,4:43.0,Turnover by D. Graham (bad pass; steal by W. Cauley-Stein),,80,77
380,4,4:18.0,,E. Paschall misses 3-pt jump shot from 25 ft,80,77
381,4,4:13.0,Defensive rebound by T. Rozier,,80,77
382,4,3:54.0,T. Rozier misses 3-pt jump shot from 26 ft,,80,77
383,4,3:51.0,,Defensive rebound by G. Robinson,80,77
384,4,3:47.0,,G. Robinson makes 3-pt jump shot from 26 ft (assist by D. Lee),80,80
385,4,3:24.0,M. Williams makes 3-pt jump shot from 26 ft (assist by D. Bacon),,83,80
386,4,3:02.0,,K. Bowman makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),83,83
387,4,2:46.0,P. Washington makes 3-pt jump shot from 26 ft (assist by T. Rozier),,86,83
