,QUARTER,TIME_REMAINING,NEW YORK_ACTION,UTAH_ACTION,NEW YORK_SCORE,UTAH_SCORE
189,2,3:59.0,Defensive rebound by B. Portis,,44,62
190,2,3:51.0,R. Barrett misses 2-pt layup from 7 ft,,44,62
191,2,3:49.0,,Defensive rebound by R. O'Neale,44,62
192,2,3:37.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),44,64
193,2,3:17.0,D. Dotson makes 2-pt jump shot from 18 ft (assist by B. Portis),,46,64
194,2,2:58.0,,Turnover by E. Mudiay (bad pass; steal by D. Dotson),46,64
195,2,2:53.0,E. Payton makes 2-pt dunk from 1 ft,,48,64
196,2,2:44.0,,Utah full timeout,48,64
197,2,2:40.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,48,64
198,2,2:37.0,,Offensive rebound by J. Ingles,48,64
199,2,2:31.0,,Shooting foul by B. Portis (drawn by J. Ingles),48,64
200,2,2:31.0,,J. Ingles misses free throw 1 of 2,48,64
201,2,2:31.0,,Offensive rebound by Team,48,64
202,2,2:31.0,,J. Ingles makes free throw 2 of 2,48,65
203,2,2:15.0,B. Portis misses 2-pt jump shot from 8 ft,,48,65
204,2,2:13.0,,Defensive rebound by R. Gobert,48,65
205,2,2:10.0,,Offensive foul by E. Mudiay (drawn by R. Bullock),48,65
206,2,2:10.0,,Turnover by E. Mudiay (offensive foul),48,65
207,2,1:53.0,Turnover by R. Barrett (bad pass),,48,65
208,2,1:40.0,,J. Ingles makes 3-pt jump shot from 25 ft,48,68
209,2,1:19.0,E. Payton misses 2-pt layup from 10 ft (block by R. Gobert),,48,68
210,2,1:17.0,,Defensive rebound by R. Gobert,48,68
211,2,1:09.0,,B. Bogdanović makes 2-pt jump shot from 11 ft,48,70
212,2,0:52.0,B. Portis makes 3-pt jump shot from 25 ft,,51,70
213,2,0:35.0,,E. Mudiay makes 2-pt jump shot from 11 ft,51,72
214,2,0:19.0,R. Barrett makes 2-pt jump shot from 17 ft,,53,72
215,2,0:04.0,,Personal foul by B. Portis (drawn by E. Mudiay),53,72
216,2,0:04.0,,E. Mudiay misses free throw 1 of 2,53,72
217,2,0:04.0,,Offensive rebound by Team,53,72
218,2,0:04.0,,E. Mudiay misses free throw 2 of 2,53,72
219,2,0:02.0,Defensive rebound by B. Portis,,53,72
220,2,0:00.0,R. Barrett misses 3-pt jump shot from 54 ft,,53,72
221,2,0:00.0,Offensive rebound by Team,,53,72
222,3,11:38.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,53,72
223,3,11:34.0,Defensive rebound by R. Barrett,,53,72
224,3,11:25.0,Personal foul by R. O'Neale (drawn by T. Gibson),,53,72
225,3,11:12.0,R. Barrett misses 2-pt layup from 3 ft,,53,72
226,3,11:09.0,Offensive rebound by B. Portis,,53,72
227,3,11:09.0,B. Portis misses 2-pt layup from 2 ft,,53,72
228,3,11:07.0,,Defensive rebound by B. Bogdanović,53,72
229,3,11:03.0,,R. Gobert makes 2-pt layup from 1 ft (assist by B. Bogdanović),53,74
230,3,10:43.0,R. Bullock misses 2-pt jump shot from 19 ft,,53,74
231,3,10:40.0,,Defensive rebound by R. Gobert,53,74
232,3,10:34.0,,J. Ingles misses 3-pt jump shot from 25 ft,53,74
233,3,10:31.0,Defensive rebound by B. Portis,,53,74
234,3,10:25.0,R. Bullock misses 2-pt layup from 5 ft,,53,74
235,3,10:23.0,Offensive rebound by R. Bullock,,53,74
236,3,10:22.0,R. Bullock misses 2-pt layup from 2 ft,,53,74
237,3,10:21.0,,Defensive rebound by R. Gobert,53,74
238,3,10:02.0,,J. Ingles misses 2-pt layup from 3 ft,53,74
239,3,10:02.0,Defensive rebound by Team,,53,74
240,3,10:02.0,,Loose ball foul by R. Gobert (drawn by B. Portis),53,74
241,3,9:46.0,T. Gibson misses 2-pt layup from 2 ft,,53,74
242,3,9:43.0,,Defensive rebound by D. Mitchell,53,74
243,3,9:37.0,,R. O'Neale makes 3-pt jump shot from 24 ft (assist by D. Mitchell),53,77
244,3,9:22.0,R. Barrett misses 2-pt jump shot from 18 ft,,53,77
245,3,9:18.0,,Defensive rebound by R. O'Neale,53,77
246,3,9:09.0,,D. Mitchell misses 3-pt jump shot from 25 ft,53,77
247,3,9:05.0,,Offensive rebound by R. Gobert,53,77
248,3,9:04.0,,R. O'Neale makes 3-pt jump shot from 25 ft (assist by R. Gobert),53,80
249,3,8:51.0,E. Payton misses 2-pt jump shot from 6 ft,,53,80
250,3,8:49.0,,Defensive rebound by R. Gobert,53,80
251,3,8:43.0,,D. Mitchell makes 2-pt dunk from 1 ft,53,82
252,3,8:42.0,New York full timeout,,53,82
253,3,8:30.0,T. Gibson makes 2-pt dunk from 2 ft (assist by R. Bullock),,55,82
254,3,8:09.0,,D. Mitchell misses 3-pt jump shot from 25 ft,55,82
255,3,8:06.0,Defensive rebound by R. Barrett,,55,82
256,3,7:51.0,Turnover by T. Gibson (lost ball; steal by R. O'Neale),,55,82
257,3,7:48.0,,R. O'Neale misses 3-pt jump shot from 25 ft,55,82
258,3,7:45.0,Defensive rebound by Team,,55,82
259,3,7:32.0,R. Barrett misses 2-pt jump shot from 7 ft,,55,82
260,3,7:30.0,,Defensive rebound by R. Gobert,55,82
261,3,7:15.0,,D. Mitchell misses 2-pt jump shot from 19 ft,55,82
262,3,7:12.0,Defensive rebound by B. Portis,,55,82
263,3,7:05.0,E. Payton makes 2-pt jump shot from 16 ft,,57,82
264,3,6:46.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by R. Gobert),57,85
265,3,6:29.0,E. Payton misses 2-pt layup from 3 ft,,57,85
266,3,6:27.0,Offensive rebound by B. Portis,,57,85
267,3,6:27.0,B. Portis misses 2-pt layup from 1 ft,,57,85
268,3,6:26.0,Offensive rebound by B. Portis,,57,85
269,3,6:26.0,B. Portis misses 2-pt layup from 1 ft,,57,85
270,3,6:25.0,Offensive rebound by B. Portis,,57,85
271,3,6:25.0,B. Portis misses 2-pt layup from 2 ft,,57,85
272,3,6:25.0,Offensive rebound by B. Portis,,57,85
273,3,6:24.0,B. Portis makes 2-pt layup from 2 ft,,59,85
274,3,6:14.0,,Offensive foul by R. Gobert (drawn by R. Bullock),59,85
275,3,6:14.0,,Turnover by R. Gobert (offensive foul),59,85
276,3,6:14.0,,E. Mudiay enters the game for D. Mitchell,59,85
277,3,5:59.0,R. Barrett misses 2-pt layup from 3 ft,,59,85
278,3,5:57.0,,Defensive rebound by B. Bogdanović,59,85
279,3,5:38.0,,E. Mudiay makes 2-pt jump shot from 12 ft,59,87
280,3,5:21.0,R. Bullock makes 2-pt jump shot from 21 ft,,61,87
281,3,5:06.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,61,87
282,3,5:02.0,,Offensive rebound by R. Gobert,61,87
283,3,4:58.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,61,87
284,3,4:55.0,Defensive rebound by B. Portis,,61,87
285,3,4:39.0,Turnover by E. Payton (bad pass),,61,87
286,3,4:39.0,F. Ntilikina enters the game for T. Gibson,,61,87
287,3,4:39.0,M. Robinson enters the game for E. Payton,,61,87
288,3,4:39.0,,J. Clarkson enters the game for J. Ingles,61,87
289,3,4:25.0,,B. Bogdanović makes 2-pt layup from 4 ft (assist by R. Gobert),61,89
290,3,4:07.0,R. Barrett misses 2-pt layup from 2 ft,,61,89
291,3,4:03.0,Offensive rebound by M. Robinson,,61,89
292,3,4:03.0,M. Robinson makes 2-pt dunk from 1 ft,,63,89
293,3,3:54.0,,Flagrant foul type 1 by B. Portis (drawn by B. Bogdanović),63,89
294,3,3:54.0,,Instant Replay (Request: Ruling Stands),63,89
295,3,3:54.0,,B. Bogdanović makes flagrant free throw 1 of 2,63,90
296,3,3:54.0,D. Dotson enters the game for R. Bullock,,63,90
297,3,3:54.0,K. Knox enters the game for B. Portis,,63,90
298,3,3:54.0,,G. Niang enters the game for R. O'Neale,63,90
299,3,3:54.0,,B. Bogdanović makes flagrant free throw 2 of 2,63,91
300,3,3:41.0,,Personal foul by K. Knox (drawn by B. Bogdanović),63,91
301,3,3:27.0,,J. Clarkson misses 3-pt jump shot from 23 ft,63,91
302,3,3:25.0,Defensive rebound by Team,,63,91
303,3,3:16.0,Turnover by R. Barrett (bad pass; steal by R. Gobert),,63,91
304,3,3:12.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,63,91
305,3,3:09.0,,Offensive rebound by R. Gobert,63,91
306,3,3:06.0,,J. Clarkson misses 3-pt jump shot from 25 ft,63,91
307,3,3:03.0,Defensive rebound by F. Ntilikina,,63,91
308,3,3:00.0,D. Dotson makes 2-pt jump shot from 9 ft (assist by F. Ntilikina),,65,91
309,3,2:57.0,,Utah full timeout,65,91
310,3,2:57.0,,T. Bradley enters the game for B. Bogdanović,65,91
311,3,2:57.0,,D. Mitchell enters the game for R. Gobert,65,91
312,3,2:34.0,,E. Mudiay misses 3-pt jump shot from 28 ft,65,91
313,3,2:30.0,Defensive rebound by K. Knox,,65,91
314,3,2:19.0,D. Dotson misses 2-pt jump shot from 14 ft,,65,91
315,3,2:15.0,,Defensive rebound by T. Bradley,65,91
316,3,2:05.0,,T. Bradley makes 2-pt jump shot from 9 ft (assist by D. Mitchell),65,93
317,3,1:54.0,Turnover by R. Barrett (lost ball; steal by E. Mudiay),,65,93
318,3,1:54.0,,Personal take foul by R. Barrett (drawn by E. Mudiay),65,93
319,3,1:54.0,W. Ellington enters the game for R. Barrett,,65,93
320,3,1:41.0,,Turnover by E. Mudiay (bad pass; steal by F. Ntilikina),65,93
321,3,1:38.0,Shooting foul by D. Mitchell (drawn by F. Ntilikina),,65,93
322,3,1:38.0,F. Ntilikina makes free throw 1 of 2,,66,93
323,3,1:38.0,F. Ntilikina makes free throw 2 of 2,,67,93
324,3,1:23.0,,J. Clarkson makes 2-pt jump shot from 5 ft,67,95
325,3,1:23.0,Violation by Team (def goaltending),,67,95
326,3,1:06.0,F. Ntilikina misses 3-pt jump shot from 24 ft,,67,95
327,3,1:02.0,,Defensive rebound by T. Bradley,67,95
328,3,0:56.0,,G. Niang misses 3-pt jump shot from 25 ft,67,95
329,3,0:54.0,Defensive rebound by W. Ellington,,67,95
330,3,0:44.0,Shooting foul by T. Bradley (drawn by K. Knox),,67,95
331,3,0:44.0,K. Knox makes free throw 1 of 2,,68,95
332,3,0:44.0,K. Knox makes free throw 2 of 2,,69,95
333,3,0:32.0,,J. Clarkson misses 3-pt jump shot from 25 ft,69,95
334,3,0:25.0,Defensive rebound by D. Dotson,,69,95
335,3,0:04.0,K. Knox misses 3-pt jump shot from 26 ft,,69,95
336,3,0:04.0,,Defensive rebound by G. Niang,69,95
337,3,0:00.0,,E. Mudiay misses 3-pt jump shot from 36 ft,69,95
338,3,0:00.0,,Offensive rebound by Team,69,95
339,4,11:48.0,Turnover by W. Ellington (bad pass; steal by G. Niang),,69,95
340,4,11:43.0,,D. Mitchell makes 2-pt layup from 2 ft (assist by G. Niang),69,97
341,4,11:32.0,F. Ntilikina makes 2-pt jump shot from 17 ft,,71,97
342,4,11:09.0,,J. Clarkson misses 2-pt jump shot from 6 ft (block by M. Robinson),71,97
343,4,11:09.0,Defensive rebound by M. Robinson,,71,97
344,4,10:55.0,D. Dotson makes 3-pt jump shot from 25 ft (assist by W. Ellington),,74,97
345,4,10:35.0,,T. Bradley makes 2-pt dunk from 3 ft (assist by D. Mitchell),74,99
346,4,10:17.0,F. Ntilikina makes 2-pt layup from 2 ft,,76,99
347,4,9:58.0,,T. Bradley makes 2-pt layup from 2 ft (assist by G. Niang),76,101
348,4,9:36.0,D. Dotson misses 2-pt jump shot from 18 ft,,76,101
349,4,9:33.0,,Defensive rebound by J. Ingles,76,101
350,4,9:27.0,,J. Ingles misses 3-pt jump shot from 26 ft,76,101
351,4,9:24.0,Defensive rebound by K. Knox,,76,101
352,4,9:16.0,K. Knox makes 2-pt layup from 3 ft,,78,101
353,4,9:03.0,,Personal foul by F. Ntilikina (drawn by J. Ingles),78,101
354,4,9:03.0,B. Portis enters the game for M. Robinson,,78,101
355,4,9:03.0,,E. Davis enters the game for T. Bradley,78,101
356,4,9:03.0,,E. Mudiay enters the game for D. Mitchell,78,101
357,4,9:03.0,,R. O'Neale enters the game for G. Niang,78,101
358,4,8:56.0,,J. Ingles misses 2-pt jump shot from 10 ft,78,101
359,4,8:52.0,,Offensive rebound by E. Davis,78,101
360,4,8:52.0,,E. Davis misses 2-pt layup at rim,78,101
361,4,8:50.0,,Offensive rebound by E. Davis,78,101
362,4,8:44.0,,E. Mudiay makes 2-pt dunk from 1 ft (assist by J. Ingles),78,103
363,4,8:28.0,F. Ntilikina makes 3-pt jump shot from 24 ft,,81,103
364,4,8:02.0,,J. Ingles makes 2-pt hook shot from 6 ft,81,105
365,4,7:41.0,K. Knox misses 2-pt layup from 6 ft,,81,105
366,4,7:39.0,,Defensive rebound by R. O'Neale,81,105
367,4,7:31.0,,J. Clarkson makes 2-pt jump shot from 7 ft,81,107
368,4,7:12.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by B. Portis),,84,107
369,4,7:10.0,,Utah full timeout,84,107
370,4,7:10.0,,G. Niang enters the game for J. Ingles,84,107
371,4,6:48.0,,J. Clarkson misses 2-pt jump shot from 8 ft,84,107
372,4,6:46.0,Defensive rebound by K. Knox,,84,107
373,4,6:32.0,K. Knox misses 3-pt jump shot from 23 ft,,84,107
374,4,6:28.0,Offensive rebound by B. Portis,,84,107
375,4,6:28.0,B. Portis misses 2-pt layup from 2 ft (block by E. Davis),,84,107
376,4,6:28.0,Offensive rebound by K. Knox,,84,107
377,4,6:21.0,F. Ntilikina misses 3-pt jump shot from 25 ft,,84,107
378,4,6:18.0,,Defensive rebound by G. Niang,84,107
379,4,6:10.0,,E. Mudiay makes 3-pt jump shot from 23 ft (assist by R. O'Neale),84,110
380,4,5:53.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by B. Portis),,87,110
