,QUARTER,TIME_REMAINING,DENVER_ACTION,WASHINGTON_ACTION,DENVER_SCORE,WASHINGTON_SCORE
388,4,7:22.0,,A. Pasečņiks misses free throw 1 of 2,101,107
389,4,7:22.0,,Offensive rebound by Team,101,107
390,4,7:22.0,N. Jokić enters the game for M. Morris,,101,107
391,4,7:22.0,J. Murray enters the game for M. Plumlee,,101,107
392,4,7:22.0,,A. Pasečņiks makes free throw 2 of 2,101,108
393,4,7:15.0,Personal foul by A. Pasečņiks (drawn by J. Grant),,101,108
394,4,7:15.0,G. Harris enters the game for T. Craig,,101,108
395,4,7:12.0,Turnover by J. Grant (bad pass; steal by T. Brown),,101,108
396,4,6:59.0,,I. Smith makes 2-pt jump shot from 13 ft,101,110
397,4,6:58.0,Denver full timeout,,101,110
398,4,6:58.0,W. Barton enters the game for M. Beasley,,101,110
399,4,6:58.0,P. Millsap enters the game for J. Grant,,101,110
400,4,6:58.0,,J. Williams enters the game for A. Pasečņiks,101,110
401,4,6:47.0,N. Jokić misses 2-pt hook shot from 10 ft,,101,110
402,4,6:44.0,Offensive rebound by G. Harris,,101,110
403,4,6:42.0,W. Barton misses 3-pt jump shot from 24 ft,,101,110
404,4,6:38.0,Offensive rebound by N. Jokić,,101,110
405,4,6:37.0,N. Jokić makes 2-pt hook shot from 3 ft,,103,110
406,4,6:19.0,,I. Smith misses 2-pt layup from 3 ft,103,110
407,4,6:16.0,,Offensive rebound by I. Bonga,103,110
408,4,6:12.0,,Shooting foul by P. Millsap (drawn by I. Bonga),103,110
409,4,6:12.0,,I. Bonga makes free throw 1 of 2,103,111
410,4,6:12.0,,I. Bonga makes free throw 2 of 2,103,112
411,4,6:01.0,J. Murray misses 2-pt jump shot from 17 ft,,103,112
412,4,5:54.0,,Defensive rebound by I. Smith,103,112
413,4,5:47.0,,I. Smith makes 2-pt jump shot from 7 ft,103,114
414,4,5:34.0,N. Jokić misses 3-pt jump shot from 26 ft,,103,114
415,4,5:31.0,Offensive rebound by P. Millsap,,103,114
416,4,5:23.0,P. Millsap misses 2-pt layup from 5 ft,,103,114
417,4,5:19.0,,Defensive rebound by T. Brown,103,114
418,4,5:10.0,,Personal foul by P. Millsap (drawn by G. Mathews),103,114
419,4,5:10.0,,G. Mathews misses free throw 1 of 2,103,114
420,4,5:10.0,,Offensive rebound by Team,103,114
421,4,5:10.0,,G. Mathews makes free throw 2 of 2,103,115
422,4,5:00.0,N. Jokić misses 2-pt jump shot from 13 ft,,103,115
423,4,4:53.0,,Defensive rebound by J. Williams,103,115
424,4,4:48.0,,I. Smith makes 3-pt jump shot from 25 ft,103,118
425,4,4:47.0,Denver full timeout,,103,118
426,4,4:47.0,M. Beasley enters the game for P. Millsap,,103,118
427,4,4:40.0,G. Harris misses 2-pt layup from 4 ft,,103,118
428,4,4:36.0,,Defensive rebound by I. Bonga,103,118
429,4,4:29.0,,G. Mathews misses 3-pt jump shot from 24 ft,103,118
430,4,4:23.0,Defensive rebound by W. Barton,,103,118
431,4,4:22.0,Shooting foul by I. Smith (drawn by W. Barton),,103,118
432,4,4:22.0,W. Barton makes free throw 1 of 2,,104,118
433,4,4:22.0,,J. McRae enters the game for G. Mathews,104,118
434,4,4:22.0,W. Barton makes free throw 2 of 2,,105,118
435,4,4:02.0,,J. Williams misses 2-pt hook shot from 5 ft,105,118
436,4,4:00.0,Defensive rebound by G. Harris,,105,118
437,4,3:41.0,M. Beasley misses 3-pt jump shot from 28 ft (block by I. Bonga),,105,118
438,4,3:35.0,,Defensive rebound by T. Brown,105,118
439,4,3:22.0,,I. Bonga makes 2-pt layup from 2 ft,105,120
440,4,3:06.0,Turnover by N. Jokić (lost ball; steal by I. Smith),,105,120
441,4,3:06.0,,Washington full timeout,105,120
442,4,2:48.0,,I. Smith misses 2-pt jump shot from 18 ft,105,120
443,4,2:42.0,,Offensive rebound by J. Williams,105,120
444,4,2:41.0,,J. Williams makes 2-pt layup from 1 ft,105,122
445,4,2:35.0,J. Murray makes 2-pt layup from 1 ft,,107,122
446,4,2:35.0,Shooting foul by J. Williams (drawn by J. Murray),,107,122
447,4,2:35.0,V. Čančar enters the game for G. Harris,,107,122
448,4,2:35.0,M. Porter enters the game for N. Jokić,,107,122
449,4,2:35.0,J. Murray makes free throw 1 of 1,,108,122
450,4,2:14.0,,I. Smith misses 2-pt jump shot from 15 ft,108,122
451,4,2:14.0,Defensive rebound by Team,,108,122
452,4,2:14.0,Personal foul by J. Williams (drawn by J. Murray),,108,122
453,4,2:14.0,J. Murray makes free throw 1 of 2,,109,122
454,4,2:14.0,T. Craig enters the game for W. Barton,,109,122
455,4,2:14.0,J. Murray makes free throw 2 of 2,,110,122
456,4,1:56.0,,I. Bonga makes 2-pt layup at rim (assist by I. Smith),110,124
457,4,1:38.0,J. Murray makes 2-pt layup from 1 ft (assist by V. Čančar),,112,124
458,4,1:34.0,,Personal foul by T. Craig (drawn by J. McRae),112,124
459,4,1:34.0,,J. McRae makes free throw 1 of 2,112,125
460,4,1:34.0,J. Hernangómez enters the game for M. Beasley,,112,125
461,4,1:34.0,M. Morris enters the game for J. Murray,,112,125
462,4,1:34.0,,J. McRae makes free throw 2 of 2,112,126
463,4,1:27.0,,Violation by Team (kicked ball),112,126
464,4,1:25.0,M. Porter makes 2-pt dunk from 3 ft (assist by J. Hernangómez),,114,126
465,4,1:04.0,,J. McRae misses 3-pt jump shot from 26 ft,114,126
466,4,1:00.0,,Offensive rebound by I. Bonga,114,126
467,4,0:51.0,,J. McRae makes 2-pt layup from 2 ft,114,128
468,4,0:41.0,M. Morris misses 3-pt jump shot from 23 ft,,114,128
469,4,0:41.0,,Defensive rebound by T. Brown,114,128
470,4,0:22.0,,J. McRae misses 3-pt jump shot from 29 ft,114,128
471,4,0:18.0,Defensive rebound by M. Morris,,114,128
472,4,0:14.0,M. Morris misses 2-pt layup from 3 ft,,114,128
473,4,0:10.0,,Defensive rebound by J. Williams,114,128
