,QUARTER,TIME_REMAINING,PORTLAND_ACTION,UTAH_ACTION,PORTLAND_SCORE,UTAH_SCORE
0,1,11:40.0,D. Lillard misses 3-pt jump shot from 25 ft,,0,0
1,1,11:37.0,,Defensive rebound by J. Ingles,0,0
2,1,11:14.0,,D. Mitchell misses 2-pt layup from 3 ft,0,0
3,1,11:11.0,,Offensive rebound by R. Gobert,0,0
4,1,11:11.0,,R. Gobert makes 2-pt layup from 1 ft,0,2
5,1,10:54.0,C. McCollum misses 2-pt jump shot from 7 ft,,0,2
6,1,10:53.0,,Defensive rebound by R. Gobert,0,2
7,1,10:42.0,,J. Ingles makes 3-pt jump shot from 25 ft,0,5
8,1,10:22.0,C. Anthony makes 2-pt jump shot from 14 ft (assist by D. Lillard),,2,5
9,1,10:00.0,,D. Mitchell misses 2-pt jump shot from 13 ft,2,5
10,1,9:58.0,,Offensive rebound by D. Mitchell,2,5
11,1,9:48.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by R. O'Neale),2,8
12,1,9:27.0,C. Anthony misses 2-pt jump shot from 12 ft,,2,8
13,1,9:24.0,,Defensive rebound by D. Mitchell,2,8
14,1,9:19.0,,D. Mitchell misses 2-pt layup from 2 ft,2,8
15,1,9:13.0,,Offensive rebound by R. Gobert,2,8
16,1,9:13.0,,R. Gobert makes 2-pt dunk from 1 ft,2,10
17,1,9:01.0,H. Whiteside misses 2-pt jump shot from 13 ft,,2,10
18,1,8:58.0,,Defensive rebound by R. Gobert,2,10
19,1,8:46.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,2,10
20,1,8:43.0,Defensive rebound by K. Bazemore,,2,10
21,1,8:34.0,K. Bazemore misses 2-pt jump shot from 10 ft,,2,10
22,1,8:32.0,,Defensive rebound by R. Gobert,2,10
23,1,8:20.0,,J. Ingles makes 2-pt layup from 3 ft (assist by R. Gobert),2,12
24,1,8:20.0,Portland full timeout,,2,12
25,1,8:20.0,Technical foul by J. Ingles,,2,12
26,1,8:20.0,D. Lillard makes technical free throw,,3,12
27,1,8:03.0,H. Whiteside makes 2-pt jump shot from 18 ft,,5,12
28,1,7:42.0,,Personal foul by D. Lillard (drawn by D. Mitchell),5,12
29,1,7:32.0,,J. Ingles makes 3-pt jump shot from 26 ft (assist by D. Mitchell),5,15
30,1,7:12.0,D. Lillard makes 3-pt jump shot from 23 ft,,8,15
31,1,6:46.0,,B. Bogdanović makes 2-pt layup from 7 ft,8,17
32,1,6:29.0,C. Anthony makes 2-pt jump shot from 4 ft,,10,17
33,1,6:17.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by R. O'Neale),10,19
34,1,5:55.0,K. Bazemore misses 2-pt layup from 1 ft,,10,19
35,1,5:52.0,,Defensive rebound by J. Ingles,10,19
36,1,5:42.0,,J. Ingles makes 3-pt jump shot from 25 ft,10,22
37,1,5:16.0,K. Bazemore makes 3-pt jump shot from 27 ft (assist by D. Lillard),,13,22
38,1,4:50.0,,R. O'Neale makes 3-pt jump shot from 25 ft (assist by D. Mitchell),13,25
39,1,4:50.0,,E. Mudiay enters the game for D. Mitchell,13,25
40,1,4:50.0,,G. Niang enters the game for R. O'Neale,13,25
41,1,4:29.0,C. McCollum misses 3-pt jump shot from 24 ft,,13,25
42,1,4:25.0,Offensive rebound by C. Anthony,,13,25
43,1,4:22.0,C. Anthony makes 2-pt jump shot from 9 ft,,15,25
44,1,4:05.0,,B. Bogdanović misses 2-pt layup from 5 ft (block by H. Whiteside),15,25
45,1,4:05.0,,Offensive rebound by Team,15,25
46,1,4:05.0,,J. Clarkson enters the game for J. Ingles,15,25
47,1,3:57.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,15,25
48,1,3:54.0,Defensive rebound by H. Whiteside,,15,25
49,1,3:43.0,K. Bazemore misses 2-pt jump shot from 13 ft,,15,25
50,1,3:41.0,,Defensive rebound by B. Bogdanović,15,25
51,1,3:38.0,,Shooting foul by H. Whiteside (drawn by R. Gobert),15,25
52,1,3:38.0,,R. Gobert misses free throw 1 of 2,15,25
53,1,3:38.0,,Offensive rebound by Team,15,25
54,1,3:38.0,S. Labissière enters the game for C. Anthony,,15,25
55,1,3:38.0,N. Little enters the game for C. McCollum,,15,25
56,1,3:38.0,A. Simons enters the game for H. Whiteside,,15,25
57,1,3:38.0,,R. Gobert misses free throw 2 of 2,15,25
58,1,3:35.0,Defensive rebound by K. Bazemore,,15,25
59,1,3:28.0,D. Lillard makes 3-pt jump shot from 24 ft,,18,25
60,1,2:59.0,,J. Clarkson makes 2-pt jump shot from 13 ft (assist by E. Mudiay),18,27
61,1,2:38.0,Personal foul by E. Mudiay (drawn by D. Lillard),,18,27
62,1,2:38.0,,Utah full timeout,18,27
63,1,2:38.0,,E. Davis enters the game for B. Bogdanović,18,27
64,1,2:38.0,,D. Mitchell enters the game for R. Gobert,18,27
65,1,2:30.0,D. Lillard misses 3-pt jump shot from 25 ft,,18,27
66,1,2:27.0,,Defensive rebound by E. Davis,18,27
67,1,2:13.0,,J. Clarkson misses 3-pt jump shot from 26 ft,18,27
68,1,2:09.0,Defensive rebound by S. Labissière,,18,27
69,1,2:01.0,Turnover by D. Lillard (bad pass; steal by J. Clarkson),,18,27
70,1,1:53.0,,G. Niang makes 3-pt jump shot from 25 ft (assist by E. Mudiay),18,30
71,1,1:34.0,Turnover by K. Bazemore (out of bounds lost ball),,18,30
72,1,1:18.0,,J. Clarkson makes 2-pt jump shot from 10 ft,18,32
73,1,1:03.0,S. Labissière makes 2-pt layup from 1 ft (assist by D. Lillard),,20,32
74,1,1:03.0,Shooting foul by E. Davis (drawn by S. Labissière),,20,32
75,1,1:03.0,G. Trent enters the game for K. Bazemore,,20,32
76,1,1:03.0,S. Labissière misses free throw 1 of 1,,20,32
77,1,1:01.0,,Defensive rebound by E. Davis,20,32
78,1,0:50.0,,Turnover by E. Mudiay (bad pass),20,32
79,1,0:50.0,,Loose ball foul by E. Davis (drawn by D. Lillard),20,32
80,1,0:50.0,D. Lillard makes free throw 1 of 2,,21,32
81,1,0:50.0,D. Lillard makes free throw 2 of 2,,22,32
82,1,0:35.0,,D. Mitchell misses 2-pt jump shot from 10 ft,22,32
83,1,0:33.0,,Offensive rebound by G. Niang,22,32
84,1,0:33.0,,G. Niang makes 2-pt layup from 2 ft,22,34
85,1,0:30.0,Offensive foul by S. Labissière (drawn by D. Mitchell),,22,34
86,1,0:30.0,Turnover by S. Labissière (offensive foul),,22,34
87,1,0:11.0,,D. Mitchell makes 3-pt jump shot from 25 ft,22,37
88,1,0:01.0,A. Simons misses 3-pt jump shot from 24 ft,,22,37
89,1,0:01.0,Offensive rebound by Team,,22,37
90,2,11:46.0,,J. Clarkson misses 3-pt jump shot from 23 ft,22,37
91,2,11:42.0,Defensive rebound by S. Labissière,,22,37
92,2,11:35.0,Personal foul by E. Davis (drawn by C. McCollum),,22,37
93,2,11:35.0,,T. Bradley enters the game for E. Davis,22,37
94,2,11:31.0,Personal foul by G. Niang (drawn by C. Anthony),,22,37
95,2,11:22.0,C. Anthony misses 2-pt jump shot from 7 ft,,22,37
96,2,11:20.0,Offensive rebound by C. Anthony,,22,37
97,2,11:20.0,C. Anthony makes 2-pt layup from 2 ft,,24,37
98,2,11:20.0,Shooting foul by T. Bradley (drawn by C. Anthony),,24,37
99,2,11:20.0,C. Anthony misses free throw 1 of 1,,24,37
100,2,11:18.0,,Defensive rebound by T. Bradley,24,37
