,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,SACRAMENTO_ACTION,MEMPHIS_SCORE,SACRAMENTO_SCORE
0,1,11:38.0,J. Jackson misses 2-pt layup from 2 ft (block by D. Fox),,0,0
1,1,11:35.0,,Defensive rebound by B. Hield,0,0
2,1,11:31.0,,B. Hield makes 2-pt layup from 3 ft,0,2
3,1,11:16.0,D. Brooks makes 2-pt layup from 2 ft (assist by J. Crowder),,2,2
4,1,11:00.0,,D. Fox makes 2-pt layup from 3 ft,2,4
5,1,10:50.0,J. Morant misses 3-pt jump shot from 26 ft,,2,4
6,1,10:47.0,,Defensive rebound by B. Hield,2,4
7,1,10:28.0,,D. Fox misses 3-pt jump shot from 24 ft,2,4
8,1,10:24.0,Defensive rebound by J. Valančiūnas,,2,4
9,1,10:17.0,D. Brooks makes 2-pt jump shot from 5 ft,,4,4
10,1,10:05.0,,D. Fox misses 3-pt jump shot from 25 ft,4,4
11,1,10:05.0,Defensive rebound by J. Jackson,,4,4
12,1,9:59.0,J. Morant makes 2-pt dunk from 1 ft (assist by J. Crowder),,6,4
13,1,9:45.0,,B. Hield makes 3-pt jump shot from 23 ft,6,7
14,1,9:31.0,Turnover by J. Valančiūnas (bad pass; steal by D. Fox),,6,7
15,1,9:27.0,,D. Fox makes 2-pt layup from 2 ft (assist by N. Bjelica),6,9
16,1,9:07.0,J. Valančiūnas misses 2-pt layup from 2 ft (block by N. Bjelica),,6,9
17,1,9:06.0,Offensive rebound by J. Jackson,,6,9
18,1,9:05.0,J. Crowder misses 3-pt jump shot from 26 ft,,6,9
19,1,9:01.0,Offensive rebound by J. Valančiūnas,,6,9
20,1,9:00.0,J. Valančiūnas makes 2-pt layup from 2 ft,,8,9
21,1,8:57.0,,Turnover by B. Hield (step out of bounds),8,9
22,1,8:53.0,Personal foul by D. Fox (drawn by J. Morant),,8,9
23,1,8:41.0,D. Brooks makes 3-pt jump shot from 27 ft (assist by J. Jackson),,11,9
24,1,8:22.0,,B. Hield makes 3-pt jump shot from 23 ft (assist by H. Barnes),11,12
25,1,7:57.0,Shooting foul by R. Holmes (drawn by J. Valančiūnas),,11,12
26,1,7:57.0,J. Valančiūnas makes free throw 1 of 2,,12,12
27,1,7:57.0,J. Valančiūnas makes free throw 2 of 2,,13,12
28,1,7:47.0,,R. Holmes misses 2-pt jump shot from 7 ft,13,12
29,1,7:41.0,Defensive rebound by J. Morant,,13,12
30,1,7:39.0,D. Brooks makes 3-pt jump shot from 27 ft (assist by J. Morant),,16,12
31,1,7:21.0,,N. Bjelica misses 3-pt jump shot from 29 ft,16,12
32,1,7:21.0,Defensive rebound by J. Crowder,,16,12
33,1,7:08.0,J. Jackson makes 2-pt dunk from 1 ft (assist by J. Valančiūnas),,18,12
34,1,7:00.0,,Sacramento full timeout,18,12
35,1,6:53.0,,B. Hield misses 3-pt jump shot from 25 ft,18,12
36,1,6:50.0,Defensive rebound by J. Valančiūnas,,18,12
37,1,6:43.0,J. Jackson makes 2-pt dunk from 2 ft (assist by J. Morant),,20,12
38,1,6:43.0,Shooting foul by N. Bjelica (drawn by J. Jackson),,20,12
39,1,6:43.0,J. Jackson makes free throw 1 of 1,,21,12
40,1,6:30.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by D. Fox),21,15
41,1,6:08.0,J. Crowder misses 3-pt jump shot from 25 ft,,21,15
42,1,6:05.0,,Defensive rebound by B. Hield,21,15
43,1,5:58.0,,D. Fox misses 2-pt layup from 2 ft,21,15
44,1,5:55.0,Defensive rebound by J. Valančiūnas,,21,15
45,1,5:52.0,J. Crowder misses 2-pt layup from 7 ft (block by R. Holmes),,21,15
46,1,5:47.0,,Defensive rebound by N. Bjelica,21,15
47,1,5:42.0,,H. Barnes misses 3-pt jump shot from 23 ft,21,15
48,1,5:37.0,Defensive rebound by J. Crowder,,21,15
49,1,5:32.0,D. Brooks misses 3-pt jump shot from 30 ft,,21,15
50,1,5:29.0,,Defensive rebound by R. Holmes,21,15
51,1,5:26.0,,B. Hield makes 2-pt jump shot from 9 ft,21,17
52,1,5:09.0,J. Valančiūnas makes 3-pt jump shot from 25 ft (assist by J. Morant),,24,17
53,1,4:56.0,,D. Fox misses 3-pt jump shot from 25 ft,24,17
54,1,4:55.0,Defensive rebound by Team,,24,17
55,1,4:55.0,B. Clarke enters the game for J. Crowder,,24,17
56,1,4:55.0,T. Jones enters the game for J. Morant,,24,17
57,1,4:55.0,D. Melton enters the game for J. Valančiūnas,,24,17
58,1,4:55.0,,B. Bogdanović enters the game for N. Bjelica,24,17
59,1,4:55.0,,C. Joseph enters the game for D. Fox,24,17
60,1,4:39.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by D. Brooks),,27,17
61,1,4:27.0,,R. Holmes makes 2-pt dunk from 2 ft (assist by B. Hield),27,19
62,1,4:07.0,J. Jackson makes 3-pt jump shot from 27 ft (assist by D. Brooks),,30,19
63,1,3:56.0,,Personal foul by T. Jones (drawn by R. Holmes),30,19
64,1,3:56.0,K. Anderson enters the game for D. Brooks,,30,19
65,1,3:49.0,,Shooting foul by J. Jackson (drawn by B. Hield),30,19
66,1,3:49.0,,B. Hield makes free throw 1 of 2,30,20
67,1,3:49.0,,B. Hield makes free throw 2 of 2,30,21
68,1,3:32.0,J. Jackson misses 2-pt jump shot from 7 ft,,30,21
69,1,3:31.0,Offensive rebound by Team,,30,21
70,1,3:19.0,Turnover by D. Melton (bad pass),,30,21
71,1,3:09.0,,Turnover by B. Bogdanović (lost ball),30,21
72,1,3:09.0,,Loose ball foul by B. Bogdanović (drawn by D. Melton),30,21
73,1,3:09.0,Memphis full timeout,,30,21
74,1,3:09.0,,H. Giles enters the game for R. Holmes,30,21
75,1,2:51.0,J. Jackson makes 3-pt jump shot from 25 ft,,33,21
76,1,2:37.0,,B. Hield misses 2-pt jump shot from 15 ft,33,21
77,1,2:32.0,Defensive rebound by D. Melton,,33,21
78,1,2:31.0,Personal foul by H. Barnes (drawn by D. Melton),,33,21
79,1,2:31.0,S. Hill enters the game for J. Jackson,,33,21
80,1,2:31.0,,N. Bjelica enters the game for H. Barnes,33,21
81,1,2:31.0,D. Melton makes free throw 1 of 2,,34,21
82,1,2:31.0,D. Melton makes free throw 2 of 2,,35,21
83,1,2:21.0,,H. Giles misses 2-pt jump shot from 9 ft,35,21
84,1,2:18.0,Defensive rebound by K. Anderson,,35,21
85,1,2:05.0,D. Melton makes 2-pt jump shot from 18 ft (assist by T. Jones),,37,21
86,1,1:42.0,,C. Joseph misses 3-pt jump shot from 25 ft,37,21
87,1,1:39.0,Defensive rebound by B. Clarke,,37,21
88,1,1:32.0,D. Melton makes 2-pt jump shot from 5 ft (assist by K. Anderson),,39,21
89,1,1:32.0,Shooting foul by H. Giles (drawn by D. Melton),,39,21
90,1,1:32.0,D. Melton makes free throw 1 of 1,,40,21
91,1,1:21.0,,C. Joseph misses 3-pt jump shot from 25 ft,40,21
92,1,1:21.0,Defensive rebound by B. Clarke,,40,21
93,1,1:09.0,S. Hill misses 2-pt jump shot from 5 ft,,40,21
94,1,1:06.0,,Defensive rebound by N. Bjelica,40,21
95,1,1:03.0,,N. Bjelica makes 3-pt jump shot from 29 ft (assist by B. Bogdanović),40,24
96,1,0:46.0,K. Anderson misses 3-pt jump shot from 24 ft,,40,24
97,1,0:43.0,,Defensive rebound by H. Giles,40,24
98,1,0:32.0,,H. Giles makes 2-pt jump shot from 19 ft,40,26
99,1,0:12.0,Shooting foul by H. Giles (drawn by B. Clarke),,40,26
100,1,0:12.0,B. Clarke makes free throw 1 of 2,,41,26
101,1,0:12.0,,D. Fox enters the game for C. Joseph,41,26
102,1,0:12.0,B. Clarke makes free throw 2 of 2,,42,26
103,1,0:03.0,,Personal take foul by T. Jones (drawn by D. Fox),42,26
104,1,0:00.0,,B. Hield misses 2-pt jump shot from 20 ft,42,26
105,1,0:00.0,,Offensive rebound by Team,42,26
106,2,11:38.0,,C. Joseph misses 2-pt jump shot from 9 ft,42,26
107,2,11:32.0,,Offensive rebound by B. Bogdanović,42,26
108,2,11:32.0,,B. Bogdanović misses 2-pt layup from 1 ft,42,26
109,2,11:32.0,Defensive rebound by B. Clarke,,42,26
110,2,11:26.0,Turnover by J. Morant (bad pass; steal by C. Joseph),,42,26
111,2,11:25.0,,Personal foul by D. Melton (drawn by C. Joseph),42,26
112,2,11:13.0,,B. Bogdanović misses 2-pt jump shot from 16 ft,42,26
113,2,11:08.0,Defensive rebound by K. Anderson,,42,26
114,2,11:02.0,B. Clarke makes 2-pt jump shot from 9 ft (assist by K. Anderson),,44,26
115,2,10:53.0,,H. Giles misses 2-pt jump shot from 21 ft,44,26
116,2,10:48.0,Defensive rebound by K. Anderson,,44,26
117,2,10:40.0,Shooting foul by H. Giles (drawn by K. Anderson),,44,26
118,2,10:40.0,K. Anderson makes free throw 1 of 2,,45,26
119,2,10:40.0,K. Anderson makes free throw 2 of 2,,46,26
120,2,10:29.0,,B. Bogdanović misses 2-pt layup from 2 ft,46,26
121,2,10:26.0,,Offensive rebound by C. Joseph,46,26
122,2,10:22.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by C. Joseph),46,29
123,2,10:08.0,D. Melton misses 3-pt jump shot from 26 ft,,46,29
124,2,10:03.0,,Defensive rebound by C. Joseph,46,29
125,2,9:58.0,,C. Joseph makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),46,32
126,2,9:44.0,Turnover by J. Morant (bad pass),,46,32
127,2,9:44.0,G. Allen enters the game for K. Anderson,,46,32
128,2,9:44.0,D. Brooks enters the game for B. Clarke,,46,32
129,2,9:44.0,J. Valančiūnas enters the game for D. Melton,,46,32
130,2,9:44.0,,R. Holmes enters the game for H. Giles,46,32
131,2,9:26.0,,Shooting foul by G. Allen (drawn by R. Holmes),46,32
132,2,9:26.0,,R. Holmes misses free throw 1 of 2,46,32
133,2,9:26.0,,Offensive rebound by Team,46,32
134,2,9:26.0,,R. Holmes misses free throw 2 of 2,46,32
135,2,9:23.0,Defensive rebound by S. Hill,,46,32
136,2,9:17.0,Personal foul by T. Ariza (drawn by G. Allen),,46,32
137,2,9:01.0,J. Valančiūnas misses 3-pt jump shot from 26 ft,,46,32
138,2,8:59.0,,Defensive rebound by C. Joseph,46,32
139,2,8:52.0,,R. Holmes makes 2-pt jump shot from 10 ft (assist by T. Ariza),46,34
140,2,8:51.0,Memphis full timeout,,46,34
141,2,8:35.0,J. Valančiūnas makes 2-pt hook shot from 5 ft (assist by S. Hill),,48,34
142,2,8:17.0,,B. Bogdanović makes 2-pt jump shot from 15 ft,48,36
143,2,8:07.0,D. Brooks misses 2-pt layup from 3 ft (block by N. Bjelica),,48,36
144,2,8:03.0,,Defensive rebound by R. Holmes,48,36
145,2,8:02.0,,Turnover by B. Bogdanović (out of bounds lost ball),48,36
146,2,7:54.0,S. Hill misses 3-pt jump shot from 25 ft,,48,36
147,2,7:49.0,,Defensive rebound by B. Bogdanović,48,36
148,2,7:36.0,,C. Joseph misses 2-pt jump shot from 6 ft,48,36
149,2,7:32.0,Defensive rebound by J. Valančiūnas,,48,36
150,2,7:20.0,J. Morant misses 2-pt jump shot from 10 ft,,48,36
151,2,7:17.0,,Defensive rebound by T. Ariza,48,36
152,2,7:14.0,,Turnover by N. Bjelica (out of bounds lost ball),48,36
153,2,7:14.0,,D. Fox enters the game for C. Joseph,48,36
154,2,7:00.0,D. Brooks misses 3-pt jump shot from 24 ft,,48,36
155,2,6:55.0,Offensive rebound by J. Valančiūnas,,48,36
156,2,6:55.0,J. Valančiūnas misses 2-pt layup at rim,,48,36
157,2,6:55.0,,Defensive rebound by N. Bjelica,48,36
158,2,6:53.0,,Personal foul by D. Brooks (drawn by D. Fox),48,36
159,2,6:47.0,,R. Holmes makes 2-pt jump shot from 14 ft (assist by D. Fox),48,38
160,2,6:29.0,G. Allen makes 2-pt layup from 4 ft,,50,38
161,2,6:04.0,,R. Holmes misses 2-pt layup from 2 ft,50,38
162,2,6:02.0,Defensive rebound by S. Hill,,50,38
163,2,5:56.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by S. Hill),,52,38
164,2,5:56.0,,Sacramento full timeout,52,38
165,2,5:56.0,J. Jackson enters the game for S. Hill,,52,38
166,2,5:56.0,T. Jones enters the game for J. Morant,,52,38
167,2,5:56.0,,H. Barnes enters the game for N. Bjelica,52,38
168,2,5:56.0,,B. Hield enters the game for B. Bogdanović,52,38
169,2,5:45.0,,R. Holmes makes 2-pt dunk from 3 ft (assist by H. Barnes),52,40
170,2,5:25.0,G. Allen misses 2-pt jump shot from 8 ft,,52,40
171,2,5:22.0,,Defensive rebound by B. Hield,52,40
172,2,5:18.0,,R. Holmes makes 2-pt layup from 1 ft (assist by B. Hield),52,42
173,2,5:06.0,D. Brooks misses 3-pt jump shot from 24 ft,,52,42
174,2,5:00.0,Offensive rebound by J. Valančiūnas,,52,42
175,2,5:00.0,J. Valančiūnas misses 2-pt layup at rim,,52,42
176,2,4:59.0,,Defensive rebound by D. Fox,52,42
177,2,4:58.0,,Personal foul by G. Allen (drawn by R. Holmes),52,42
178,2,4:58.0,B. Clarke enters the game for G. Allen,,52,42
179,2,4:58.0,J. Crowder enters the game for J. Valančiūnas,,52,42
180,2,4:52.0,,H. Barnes misses 2-pt jump shot from 4 ft,52,42
181,2,4:51.0,Defensive rebound by Team,,52,42
182,2,4:40.0,Turnover by J. Jackson (lost ball; steal by D. Fox),,52,42
183,2,4:36.0,,Shooting foul by D. Brooks (drawn by D. Fox),52,42
184,2,4:36.0,,D. Fox makes free throw 1 of 2,52,43
185,2,4:36.0,,D. Fox makes free throw 2 of 2,52,44
186,2,4:26.0,D. Brooks makes 2-pt layup from 4 ft (assist by T. Jones),,54,44
187,2,4:12.0,,T. Ariza misses 2-pt jump shot from 10 ft,54,44
188,2,4:10.0,,Offensive rebound by R. Holmes,54,44
189,2,4:10.0,,R. Holmes makes 2-pt layup from 2 ft,54,46
190,2,4:10.0,,Shooting foul by J. Jackson (drawn by R. Holmes),54,46
191,2,4:10.0,,R. Holmes makes free throw 1 of 1,54,47
192,2,3:58.0,Turnover by D. Brooks (out of bounds lost ball),,54,47
193,2,3:44.0,,B. Hield misses 3-pt jump shot from 25 ft,54,47
194,2,3:42.0,Defensive rebound by J. Jackson,,54,47
195,2,3:42.0,Personal foul by T. Ariza (drawn by D. Brooks),,54,47
196,2,3:34.0,D. Brooks misses 3-pt jump shot from 26 ft,,54,47
197,2,3:31.0,,Defensive rebound by T. Ariza,54,47
198,2,3:23.0,,Personal foul by D. Brooks (drawn by T. Ariza),54,47
199,2,3:23.0,,T. Ariza makes free throw 1 of 2,54,48
200,2,3:23.0,D. Melton enters the game for D. Brooks,,54,48
201,2,3:23.0,,T. Ariza makes free throw 2 of 2,54,49
202,2,3:19.0,Memphis full timeout,,54,49
203,2,3:19.0,J. Morant enters the game for T. Jones,,54,49
204,2,3:19.0,,B. Bogdanović enters the game for T. Ariza,54,49
205,2,3:12.0,Turnover by J. Jackson (out of bounds lost ball),,54,49
206,2,3:03.0,,Shooting foul by J. Morant (drawn by D. Fox),54,49
207,2,3:03.0,,D. Fox makes free throw 1 of 2,54,50
